Km_SU1_Rh_a0   Km_SU2_Rh_a0   Km_SU1_Ai_a0   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.402195E+02   0.372273E+02   0.243660E+02   0.229488E+00   0.494026E-02   0.316897E-01   0.927650E-03   0.179449E-01   0.263531E+02
   0.399065E+02   0.372273E+02   0.243660E+02   0.231989E+00   0.261823E-02   0.288411E-01   0.927650E-03   0.109898E-01   0.279766E+02
   0.399065E+02   0.372273E+02   0.243660E+02   0.232516E+00   0.211975E-02   0.151882E-01   0.927650E-03   0.485362E-02   0.300095E+02
   0.398330E+02   0.396930E+02   0.248702E+02   0.234339E+00   0.211975E-02   0.159904E-01   0.326563E-02   0.485362E-02   0.317722E+02
   0.398330E+02   0.396930E+02   0.251691E+02   0.247588E+00   0.211975E-02   0.246193E-01   0.326563E-02   0.485362E-02   0.289525E+02
   0.398330E+02   0.396930E+02   0.251691E+02   0.243635E+00   0.211975E-02   0.279530E-01   0.192963E-03   0.485362E-02   0.296542E+02
   0.398330E+02   0.396930E+02   0.251691E+02   0.241953E+00   0.376203E-03   0.279530E-01   0.192963E-03   0.485362E-02   0.300824E+02
   0.399453E+02   0.389170E+02   0.246098E+02   0.241953E+00   0.180451E-02   0.233341E-01   0.192963E-03   0.166183E-02   0.311440E+02
   0.399453E+02   0.389170E+02   0.246098E+02   0.241953E+00   0.180451E-02   0.257700E-01   0.100581E-02   0.166183E-02   0.308191E+02
   0.398360E+02   0.389170E+02   0.246098E+02   0.241953E+00   0.180451E-02   0.257700E-01   0.100581E-02   0.166183E-02   0.308199E+02
   0.398360E+02   0.389170E+02   0.246098E+02   0.239838E+00   0.180451E-02   0.257700E-01   0.100581E-02   0.180323E-02   0.310828E+02
   0.395397E+02   0.389170E+02   0.246098E+02   0.233977E+00   0.180451E-02   0.206933E-01   0.100581E-02   0.426824E-02   0.314590E+02
   0.396848E+02   0.389170E+02   0.246098E+02   0.235352E+00   0.180451E-02   0.235094E-01   0.353021E-02   0.127263E-01   0.302397E+02
   0.396848E+02   0.389170E+02   0.246098E+02   0.228586E+00   0.151769E-02   0.256697E-01   0.353021E-02   0.127263E-01   0.300909E+02
   0.398124E+02   0.389170E+02   0.246098E+02   0.227370E+00   0.289460E-03   0.237814E-01   0.214349E-02   0.111827E-01   0.307387E+02
   0.398124E+02   0.404458E+02   0.246098E+02   0.226652E+00   0.289460E-03   0.276333E-01   0.214349E-02   0.147555E-01   0.295488E+02
   0.398124E+02   0.401188E+02   0.237181E+02   0.225327E+00   0.188450E-02   0.312062E-01   0.228926E-02   0.181585E-01   0.273159E+02
   0.404642E+02   0.401188E+02   0.253403E+02   0.223839E+00   0.188450E-02   0.260784E-01   0.228926E-02   0.145907E-01   0.275842E+02
   0.399399E+02   0.401188E+02   0.251070E+02   0.234343E+00   0.188450E-02   0.323052E-01   0.228926E-02   0.135495E-01   0.290064E+02
   0.399399E+02   0.401188E+02   0.251070E+02   0.229863E+00   0.188450E-02   0.366532E-01   0.182064E-02   0.186009E-01   0.281325E+02
   0.399399E+02   0.401188E+02   0.251070E+02   0.227657E+00   0.510231E-02   0.313171E-01   0.182064E-02   0.171129E-01   0.283868E+02
   0.399399E+02   0.401188E+02   0.251070E+02   0.232930E+00   0.824525E-02   0.314582E-01   0.255300E-02   0.200782E-01   0.278146E+02
   0.399399E+02   0.405707E+02   0.251568E+02   0.231623E+00   0.425734E-02   0.404598E-01   0.255300E-02   0.247187E-01   0.264264E+02
   0.397455E+02   0.399728E+02   0.251568E+02   0.227514E+00   0.425734E-02   0.393623E-01   0.753363E-02   0.312738E-01   0.256327E+02
   0.407006E+02   0.399728E+02   0.251568E+02   0.226206E+00   0.160414E-02   0.393623E-01   0.972610E-02   0.312738E-01   0.234359E+02
   0.407006E+02   0.385655E+02   0.237285E+02   0.229178E+00   0.160414E-02   0.393623E-01   0.972610E-02   0.320908E-01   0.226025E+02
   0.400756E+02   0.384408E+02   0.242971E+02   0.242512E+00   0.160414E-02   0.492543E-01   0.535150E-02   0.223520E-01   0.253881E+02
   0.395428E+02   0.382336E+02   0.242971E+02   0.240301E+00   0.160414E-02   0.532993E-01   0.634144E-02   0.191512E-01   0.250740E+02
   0.395428E+02   0.413717E+02   0.240159E+02   0.235120E+00   0.160414E-02   0.492940E-01   0.362453E-02   0.166443E-01   0.249789E+02
   0.395428E+02   0.411980E+02   0.232336E+02   0.242786E+00   0.160414E-02   0.585127E-01   0.188170E-02   0.163907E-01   0.216496E+02
   0.398579E+02   0.411980E+02   0.232336E+02   0.242786E+00   0.160414E-02   0.622189E-01   0.188170E-02   0.146736E-01   0.217616E+02
   0.398579E+02   0.411980E+02   0.232336E+02   0.234254E+00   0.160414E-02   0.536173E-01   0.188170E-02   0.710931E-02   0.239394E+02
   0.398291E+02   0.411980E+02   0.232336E+02   0.240368E+00   0.127326E-02   0.495937E-01   0.188170E-02   0.710931E-02   0.240651E+02
   0.398291E+02   0.411980E+02   0.232336E+02   0.230409E+00   0.127326E-02   0.445164E-01   0.200357E-02   0.710931E-02   0.247712E+02
   0.395685E+02   0.411980E+02   0.232336E+02   0.232983E+00   0.415427E-02   0.461287E-01   0.799031E-02   0.375342E-02   0.238800E+02
   0.395685E+02   0.412218E+02   0.232336E+02   0.242963E+00   0.427238E-02   0.518446E-01   0.912257E-02   0.224866E-02   0.227493E+02
   0.395685E+02   0.404849E+02   0.232336E+02   0.242963E+00   0.427238E-02   0.610621E-01   0.958686E-02   0.554837E-03   0.228059E+02
   0.395685E+02   0.404849E+02   0.244935E+02   0.240415E+00   0.427238E-02   0.595412E-01   0.705845E-02   0.554837E-03   0.262567E+02
   0.395685E+02   0.404849E+02   0.244935E+02   0.240415E+00   0.427238E-02   0.566446E-01   0.705845E-02   0.554837E-03   0.265463E+02
   0.395685E+02   0.404849E+02   0.255786E+02   0.232770E+00   0.108464E-02   0.473741E-01   0.221649E-02   0.480782E-02   0.271678E+02
   0.395685E+02   0.404849E+02   0.231935E+02   0.232770E+00   0.108464E-02   0.473741E-01   0.221649E-02   0.480782E-02   0.252814E+02
   0.395685E+02   0.416750E+02   0.231785E+02   0.239368E+00   0.108464E-02   0.473741E-01   0.404717E-02   0.480782E-02   0.232009E+02
   0.395685E+02   0.399114E+02   0.231785E+02   0.236000E+00   0.419397E-02   0.419397E-01   0.404717E-02   0.221596E-02   0.259193E+02
   0.395685E+02   0.399114E+02   0.263239E+02   0.225778E+00   0.419397E-02   0.404917E-01   0.404717E-02   0.184387E-02   0.251880E+02
   0.395685E+02   0.399114E+02   0.263239E+02   0.225398E+00   0.419397E-02   0.449239E-01   0.404717E-02   0.740391E-03   0.248048E+02
   0.395685E+02   0.388384E+02   0.248110E+02   0.221369E+00   0.126906E-01   0.491341E-01   0.988385E-02   0.740391E-03   0.260992E+02
   0.395685E+02   0.388384E+02   0.240545E+02   0.227318E+00   0.562745E-03   0.450106E-01   0.110643E-01   0.740391E-03   0.278907E+02
   0.395685E+02   0.388384E+02   0.240545E+02   0.222496E+00   0.562745E-03   0.391579E-01   0.710422E-02   0.740391E-03   0.283100E+02
   0.395685E+02   0.387432E+02   0.245622E+02   0.222496E+00   0.562745E-03   0.391579E-01   0.813674E-02   0.740391E-03   0.286946E+02
   0.395685E+02   0.416048E+02   0.245622E+02   0.222496E+00   0.206572E-02   0.305772E-01   0.165630E-01   0.847317E-02   0.257798E+02
   0.395685E+02   0.416048E+02   0.245622E+02   0.225735E+00   0.813352E-02   0.409017E-01   0.900812E-02   0.818203E-02   0.253907E+02
   0.397228E+02   0.414282E+02   0.245622E+02   0.225735E+00   0.813352E-02   0.427676E-01   0.297038E-02   0.818203E-02   0.263138E+02
   0.400967E+02   0.378105E+02   0.249921E+02   0.225735E+00   0.990701E-02   0.377984E-01   0.825178E-02   0.348184E-03   0.270172E+02
   0.400967E+02   0.385320E+02   0.249921E+02   0.225735E+00   0.276983E-02   0.417464E-01   0.825178E-02   0.624769E-02   0.276835E+02
   0.400967E+02   0.385320E+02   0.237610E+02   0.228060E+00   0.276983E-02   0.341330E-01   0.825178E-02   0.624769E-02   0.276972E+02
   0.400967E+02   0.385320E+02   0.237610E+02   0.231647E+00   0.616774E-02   0.306937E-01   0.133576E-01   0.624769E-02   0.273345E+02
   0.403743E+02   0.390831E+02   0.237610E+02   0.227758E+00   0.148619E-02   0.410236E-01   0.138790E-01   0.624769E-02   0.262451E+02
   0.403743E+02   0.388919E+02   0.237610E+02   0.226313E+00   0.310266E-02   0.410236E-01   0.129472E-01   0.544613E-02   0.260569E+02
   0.403743E+02   0.388919E+02   0.237610E+02   0.226852E+00   0.310266E-02   0.269081E-01   0.198174E-01   0.453209E-03   0.273334E+02
   0.403743E+02   0.378244E+02   0.237610E+02   0.229721E+00   0.310266E-02   0.307195E-01   0.214801E-01   0.453209E-03   0.259082E+02
   0.403743E+02   0.395362E+02   0.250995E+02   0.229721E+00   0.310266E-02   0.120250E-01   0.214773E-01   0.453209E-03   0.297918E+02
   0.403743E+02   0.399640E+02   0.252224E+02   0.225647E+00   0.310266E-02   0.120250E-01   0.200469E-01   0.453209E-03   0.293320E+02
   0.403743E+02   0.399640E+02   0.252224E+02   0.221182E+00   0.318788E-02   0.155396E-01   0.148175E-01   0.926652E-02   0.279497E+02
   0.403743E+02   0.399640E+02   0.252224E+02   0.222926E+00   0.318788E-02   0.829883E-02   0.522054E-02   0.110564E-01   0.297576E+02
   0.403743E+02   0.382105E+02   0.252224E+02   0.222926E+00   0.971315E-02   0.829883E-02   0.698731E-02   0.169825E-01   0.277558E+02
   0.403743E+02   0.382105E+02   0.252224E+02   0.222570E+00   0.834815E-02   0.870496E-02   0.638557E-02   0.169825E-01   0.278528E+02
   0.403743E+02   0.382105E+02   0.251205E+02   0.222570E+00   0.834815E-02   0.687485E-02   0.312494E-02   0.187886E-01   0.283371E+02
   0.403743E+02   0.417847E+02   0.251205E+02   0.227099E+00   0.792207E-02   0.367647E-02   0.292146E-03   0.187886E-01   0.277535E+02
   0.403743E+02   0.417847E+02   0.251205E+02   0.217546E+00   0.136514E-01   0.873502E-02   0.425520E-02   0.888566E-02   0.254460E+02
   0.400525E+02   0.372680E+02   0.241722E+02   0.216665E+00   0.135805E-01   0.487376E-02   0.362875E-03   0.888566E-02   0.270978E+02
   0.400525E+02   0.380618E+02   0.241722E+02   0.223889E+00   0.135805E-01   0.284122E-02   0.362875E-03   0.124171E-02   0.311521E+02
   0.400525E+02   0.380618E+02   0.241722E+02   0.222529E+00   0.196933E-01   0.284122E-02   0.362875E-03   0.124171E-02   0.303372E+02
   0.400525E+02   0.389741E+02   0.241722E+02   0.220117E+00   0.196933E-01   0.150792E-02   0.362875E-03   0.124171E-02   0.308690E+02
   0.400525E+02   0.389741E+02   0.251114E+02   0.221744E+00   0.212927E-01   0.150792E-02   0.362875E-03   0.961971E-03   0.308583E+02
   0.400525E+02   0.382785E+02   0.248325E+02   0.224754E+00   0.121843E-01   0.181551E-02   0.362875E-03   0.961971E-03   0.320198E+02
   0.400525E+02   0.382785E+02   0.241848E+02   0.228443E+00   0.154447E-01   0.206300E-03   0.537463E-02   0.961971E-03   0.314892E+02
   0.400525E+02   0.382489E+02   0.241848E+02   0.236564E+00   0.152078E-01   0.206300E-03   0.537463E-02   0.438676E-03   0.314728E+02
   0.400525E+02   0.371067E+02   0.257499E+02   0.243467E+00   0.152078E-01   0.206300E-03   0.537463E-02   0.474835E-02   0.270634E+02
   0.400525E+02   0.371067E+02   0.253186E+02   0.241869E+00   0.193033E-01   0.330496E-02   0.165330E-01   0.474835E-02   0.263063E+02
   0.400525E+02   0.366394E+02   0.253186E+02   0.243854E+00   0.113535E-01   0.330496E-02   0.130626E-01   0.420139E-02   0.260630E+02
   0.400525E+02   0.366394E+02   0.253186E+02   0.247796E+00   0.694756E-02   0.330496E-02   0.410831E-02   0.420139E-02   0.267848E+02
   0.400525E+02   0.366394E+02   0.241484E+02   0.246196E+00   0.694756E-02   0.952954E-04   0.410831E-02   0.602206E-02   0.276739E+02
   0.400525E+02   0.366394E+02   0.241484E+02   0.230178E+00   0.645459E-02   0.952954E-04   0.410831E-02   0.683780E-02   0.285984E+02
   0.400525E+02   0.366394E+02   0.244708E+02   0.230198E+00   0.645459E-02   0.952954E-04   0.920336E-02   0.667495E-02   0.283893E+02
   0.400525E+02   0.391896E+02   0.253392E+02   0.229888E+00   0.117969E-02   0.952954E-04   0.748087E-02   0.172609E-02   0.327604E+02
   0.400525E+02   0.391896E+02   0.241035E+02   0.233530E+00   0.186548E-02   0.952954E-04   0.748087E-02   0.172609E-02   0.330797E+02
   0.400525E+02   0.399242E+02   0.251064E+02   0.236989E+00   0.186548E-02   0.521735E-02   0.748087E-02   0.172609E-02   0.322443E+02
   0.400525E+02   0.374793E+02   0.251064E+02   0.232987E+00   0.186548E-02   0.521735E-02   0.874645E-02   0.589914E-03   0.306944E+02
   0.401698E+02   0.399618E+02   0.251064E+02   0.223666E+00   0.359801E-02   0.521735E-02   0.874645E-02   0.402808E-02   0.311734E+02
   0.401698E+02   0.399172E+02   0.251064E+02   0.223666E+00   0.231029E-02   0.698518E-02   0.531685E-02   0.874305E-04   0.318830E+02
   0.401698E+02   0.399172E+02   0.254622E+02   0.231655E+00   0.482624E-02   0.125143E-01   0.118030E-01   0.874305E-04   0.304380E+02
   0.401698E+02   0.399172E+02   0.238952E+02   0.238928E+00   0.482624E-02   0.996409E-02   0.118030E-01   0.874305E-04   0.304742E+02
   0.396038E+02   0.399172E+02   0.238952E+02   0.238928E+00   0.238144E-04   0.279287E-02   0.116203E-01   0.874305E-04   0.317329E+02
   0.396038E+02   0.399172E+02   0.238952E+02   0.238717E+00   0.238144E-04   0.444613E-02   0.116203E-01   0.874305E-04   0.315877E+02
   0.396038E+02   0.399172E+02   0.243600E+02   0.239767E+00   0.238144E-04   0.444613E-02   0.164948E-01   0.874305E-04   0.317183E+02
   0.396038E+02   0.390788E+02   0.243600E+02   0.245413E+00   0.238144E-04   0.535710E-02   0.164948E-01   0.342671E-02   0.305162E+02
   0.396170E+02   0.385710E+02   0.243600E+02   0.245413E+00   0.238144E-04   0.535710E-02   0.176663E-01   0.671148E-02   0.298596E+02
   0.396170E+02   0.383952E+02   0.246164E+02   0.240807E+00   0.238144E-04   0.535710E-02   0.132515E-01   0.553294E-03   0.315676E+02
   0.399184E+02   0.403606E+02   0.246164E+02   0.240414E+00   0.123445E-02   0.200952E-01   0.187958E-01   0.738516E-03   0.296887E+02
   0.399184E+02   0.403606E+02   0.243469E+02   0.238557E+00   0.471368E-03   0.120164E-01   0.277324E-01   0.213117E-02   0.296453E+02
   0.394377E+02   0.403606E+02   0.243469E+02   0.240450E+00   0.471368E-03   0.694397E-03   0.104545E-01   0.213117E-02   0.317462E+02
   0.394377E+02   0.403606E+02   0.243469E+02   0.235566E+00   0.258039E-02   0.694397E-03   0.127085E-01   0.271151E-02   0.316689E+02
   0.394377E+02   0.386559E+02   0.243469E+02   0.240587E+00   0.258039E-02   0.694397E-03   0.127085E-01   0.271151E-02   0.313718E+02
   0.399550E+02   0.386559E+02   0.243469E+02   0.240587E+00   0.315404E-02   0.232067E-02   0.127085E-01   0.271151E-02   0.317084E+02
   0.399550E+02   0.406270E+02   0.243469E+02   0.240587E+00   0.179506E-02   0.232067E-02   0.103963E-01   0.271151E-02   0.316748E+02
   0.395035E+02   0.404985E+02   0.244294E+02   0.243906E+00   0.179506E-02   0.232067E-02   0.134149E-01   0.271151E-02   0.306958E+02
   0.395035E+02   0.398886E+02   0.244384E+02   0.243074E+00   0.114897E-02   0.172019E-02   0.162000E-01   0.271151E-02   0.310659E+02
   0.398985E+02   0.385100E+02   0.250415E+02   0.241667E+00   0.114897E-02   0.476868E-03   0.152246E-01   0.271151E-02   0.313303E+02
   0.398985E+02   0.388196E+02   0.250415E+02   0.249443E+00   0.308106E-02   0.760392E-03   0.399669E-02   0.271151E-02   0.310114E+02
   0.404718E+02   0.388196E+02   0.250415E+02   0.253848E+00   0.292237E-02   0.467781E-02   0.532685E-02   0.991947E-02   0.277869E+02
   0.404718E+02   0.388421E+02   0.250415E+02   0.252307E+00   0.292237E-02   0.467781E-02   0.456504E-02   0.711640E-02   0.285478E+02
   0.404718E+02   0.388421E+02   0.250415E+02   0.252307E+00   0.292237E-02   0.461209E-02   0.809110E-02   0.125526E-01   0.276582E+02
   0.404718E+02   0.388421E+02   0.243683E+02   0.252307E+00   0.292237E-02   0.461209E-02   0.839880E-02   0.159958E-01   0.275605E+02
   0.404718E+02   0.388421E+02   0.241959E+02   0.252307E+00   0.327806E-02   0.461209E-02   0.381096E-03   0.112086E-01   0.286591E+02
   0.404718E+02   0.388421E+02   0.241959E+02   0.247009E+00   0.327806E-02   0.461209E-02   0.381096E-03   0.135334E-01   0.296051E+02
   0.404718E+02   0.388421E+02   0.241959E+02   0.247841E+00   0.327806E-02   0.461209E-02   0.381096E-03   0.923173E-02   0.298702E+02
   0.404718E+02   0.388421E+02   0.245966E+02   0.242072E+00   0.327806E-02   0.564277E-02   0.504502E-03   0.588162E-02   0.312854E+02
   0.392696E+02   0.388421E+02   0.245966E+02   0.237559E+00   0.824238E-03   0.564277E-02   0.504502E-03   0.406300E-02   0.320616E+02
   0.399683E+02   0.388421E+02   0.245966E+02   0.237559E+00   0.824238E-03   0.916508E-02   0.504502E-03   0.406300E-02   0.328546E+02
   0.399298E+02   0.388421E+02   0.245966E+02   0.228088E+00   0.824238E-03   0.916508E-02   0.637920E-02   0.262847E-02   0.326022E+02
   0.399298E+02   0.388421E+02   0.245966E+02   0.223486E+00   0.215971E-02   0.230446E-01   0.195777E-02   0.262847E-02   0.310918E+02
   0.399298E+02   0.400245E+02   0.245966E+02   0.223486E+00   0.281244E-02   0.168141E-01   0.195777E-02   0.262847E-02   0.316189E+02
   0.399298E+02   0.382297E+02   0.245966E+02   0.230211E+00   0.569161E-02   0.159350E-01   0.195777E-02   0.262847E-02   0.314467E+02
   0.399298E+02   0.382297E+02   0.245966E+02   0.234223E+00   0.569161E-02   0.159350E-01   0.195777E-02   0.262847E-02   0.314213E+02
   0.400107E+02   0.419862E+02   0.245966E+02   0.234223E+00   0.569161E-02   0.239380E-02   0.195777E-02   0.262847E-02   0.305773E+02
   0.400107E+02   0.413041E+02   0.250026E+02   0.251605E+00   0.278045E-02   0.239380E-02   0.195777E-02   0.262847E-02   0.293780E+02
   0.400107E+02   0.413041E+02   0.250026E+02   0.251605E+00   0.459756E-02   0.239380E-02   0.195777E-02   0.546525E-02   0.289126E+02
   0.400107E+02   0.388076E+02   0.250026E+02   0.251081E+00   0.459756E-02   0.356422E-02   0.195777E-02   0.141273E-01   0.292330E+02
   0.400107E+02   0.388076E+02   0.250026E+02   0.251081E+00   0.459756E-02   0.620467E-02   0.783136E-02   0.144388E-01   0.283504E+02
   0.400107E+02   0.388076E+02   0.250026E+02   0.238071E+00   0.843047E-03   0.109805E-01   0.171696E-01   0.164084E-01   0.293368E+02
   0.400107E+02   0.409496E+02   0.250026E+02   0.237982E+00   0.231090E-02   0.136329E-01   0.831195E-02   0.164084E-01   0.289888E+02
   0.400107E+02   0.409496E+02   0.252293E+02   0.237982E+00   0.231090E-02   0.136329E-01   0.831195E-02   0.207483E-01   0.282997E+02
   0.400107E+02   0.409496E+02   0.243490E+02   0.239459E+00   0.231090E-02   0.136329E-01   0.831195E-02   0.162878E-01   0.290778E+02
   0.400107E+02   0.400325E+02   0.243490E+02   0.238878E+00   0.231090E-02   0.868777E-02   0.271357E-01   0.629839E-02   0.295790E+02
   0.400107E+02   0.400325E+02   0.243490E+02   0.238878E+00   0.231090E-02   0.374069E-02   0.276849E-01   0.414885E-02   0.302338E+02
   0.400107E+02   0.403741E+02   0.241421E+02   0.229398E+00   0.231090E-02   0.422452E-02   0.255231E-01   0.120435E-01   0.294423E+02
   0.400107E+02   0.403741E+02   0.241421E+02   0.233494E+00   0.206902E-02   0.422452E-02   0.288158E-01   0.120435E-01   0.291662E+02
   0.400107E+02   0.403741E+02   0.241421E+02   0.229977E+00   0.489060E-02   0.422452E-02   0.359952E-01   0.105171E-01   0.283098E+02
   0.398363E+02   0.403741E+02   0.250105E+02   0.229977E+00   0.489060E-02   0.566287E-02   0.364690E-01   0.132970E-01   0.279187E+02
   0.398363E+02   0.403741E+02   0.252006E+02   0.245502E+00   0.489060E-02   0.566287E-02   0.364690E-01   0.224836E-01   0.255290E+02
   0.398363E+02   0.391752E+02   0.252006E+02   0.232601E+00   0.541273E-02   0.584244E-02   0.264616E-01   0.273020E-01   0.276227E+02
   0.398363E+02   0.381511E+02   0.250744E+02   0.232601E+00   0.541273E-02   0.807337E-02   0.274837E-01   0.273020E-01   0.267237E+02
   0.398363E+02   0.399947E+02   0.250744E+02   0.229997E+00   0.714988E-02   0.109451E-01   0.354165E-01   0.273020E-01   0.260696E+02
   0.398363E+02   0.378632E+02   0.235954E+02   0.229997E+00   0.567346E-03   0.109451E-01   0.272644E-01   0.830752E-02   0.270361E+02
   0.398363E+02   0.378025E+02   0.235954E+02   0.229997E+00   0.567346E-03   0.109451E-01   0.294709E-01   0.492530E-03   0.275005E+02
   0.398363E+02   0.378025E+02   0.235954E+02   0.229997E+00   0.206679E-02   0.109451E-01   0.263926E-01   0.492530E-03   0.276584E+02
   0.398363E+02   0.394336E+02   0.238854E+02   0.221957E+00   0.206679E-02   0.112267E-01   0.183390E-01   0.492530E-03   0.298191E+02
   0.397298E+02   0.394946E+02   0.238854E+02   0.221957E+00   0.206679E-02   0.112267E-01   0.745372E-02   0.855241E-02   0.300124E+02
   0.397298E+02   0.394946E+02   0.238854E+02   0.221957E+00   0.102137E-01   0.874124E-02   0.745372E-02   0.816020E-03   0.302199E+02
   0.395386E+02   0.399839E+02   0.238854E+02   0.220815E+00   0.783639E-02   0.617791E-02   0.705319E-03   0.586327E-02   0.302103E+02
   0.395386E+02   0.399839E+02   0.238854E+02   0.234091E+00   0.129002E-01   0.617791E-02   0.556676E-02   0.125168E-01   0.295999E+02
   0.395386E+02   0.399839E+02   0.238295E+02   0.235051E+00   0.129002E-01   0.617791E-02   0.119559E-02   0.125828E-01   0.298236E+02
   0.395386E+02   0.399839E+02   0.238295E+02   0.224986E+00   0.127771E-01   0.124994E-01   0.119559E-02   0.118253E-01   0.289062E+02
   0.396525E+02   0.399839E+02   0.238295E+02   0.224986E+00   0.127771E-01   0.124994E-01   0.119559E-02   0.986306E-02   0.292963E+02
   0.396525E+02   0.399839E+02   0.248622E+02   0.221111E+00   0.127771E-01   0.122622E-01   0.119559E-02   0.428827E-04   0.306267E+02
   0.395257E+02   0.399839E+02   0.248622E+02   0.230737E+00   0.121846E-01   0.122622E-01   0.876274E-02   0.334202E-03   0.306193E+02
   0.395257E+02   0.388280E+02   0.257121E+02   0.245481E+00   0.121846E-01   0.122622E-01   0.876274E-02   0.334202E-03   0.281014E+02
   0.396532E+02   0.388280E+02   0.257121E+02   0.245481E+00   0.374030E-02   0.931155E-02   0.106506E-01   0.334202E-03   0.292377E+02
   0.396532E+02   0.391704E+02   0.257140E+02   0.245327E+00   0.100308E-01   0.307390E-02   0.106506E-01   0.228031E-02   0.291906E+02
   0.396532E+02   0.391704E+02   0.253000E+02   0.236563E+00   0.686184E-02   0.307390E-02   0.106506E-01   0.228031E-02   0.313675E+02
   0.396532E+02   0.391704E+02   0.253000E+02   0.213924E+00   0.713009E-02   0.554310E-02   0.106506E-01   0.102669E-01   0.276201E+02
   0.396532E+02   0.391704E+02   0.253000E+02   0.213924E+00   0.713009E-02   0.554310E-02   0.106506E-01   0.102669E-01   0.276201E+02
   0.396532E+02   0.414629E+02   0.253000E+02   0.214558E+00   0.124879E-01   0.640658E-02   0.784423E-02   0.120012E-01   0.252896E+02
   0.396532E+02   0.389881E+02   0.253000E+02   0.213176E+00   0.124879E-01   0.565051E-02   0.137911E-01   0.120012E-01   0.262573E+02
   0.396532E+02   0.404850E+02   0.253000E+02   0.221795E+00   0.108202E-01   0.745745E-02   0.166348E-01   0.956724E-02   0.280198E+02
   0.396532E+02   0.388216E+02   0.253000E+02   0.221795E+00   0.603011E-02   0.100059E-01   0.309769E-02   0.956724E-02   0.299403E+02
   0.396532E+02   0.388216E+02   0.247072E+02   0.221795E+00   0.603011E-02   0.100059E-01   0.115972E-02   0.956724E-02   0.309181E+02
   0.396532E+02   0.388216E+02   0.251248E+02   0.221795E+00   0.178962E-02   0.100059E-01   0.115972E-02   0.351625E-02   0.314520E+02
   0.403062E+02   0.382458E+02   0.251248E+02   0.230797E+00   0.178962E-02   0.105323E-01   0.133384E-01   0.351625E-02   0.301312E+02
   0.403062E+02   0.382458E+02   0.251248E+02   0.230797E+00   0.178962E-02   0.576448E-02   0.556982E-02   0.197147E-02   0.315393E+02
   0.403062E+02   0.382458E+02   0.251248E+02   0.230797E+00   0.178962E-02   0.644555E-03   0.556982E-02   0.858273E-02   0.313901E+02
   0.403062E+02   0.389279E+02   0.257534E+02   0.230797E+00   0.178962E-02   0.372721E-02   0.556982E-02   0.858273E-02   0.303761E+02
   0.403062E+02   0.378657E+02   0.257534E+02   0.230797E+00   0.178962E-02   0.372721E-02   0.556982E-02   0.769552E-02   0.293890E+02
   0.403062E+02   0.378657E+02   0.245910E+02   0.228557E+00   0.243511E-02   0.207116E-02   0.556982E-02   0.769552E-02   0.311586E+02
   0.403062E+02   0.378657E+02   0.240462E+02   0.228557E+00   0.243511E-02   0.207116E-02   0.556982E-02   0.204042E-02   0.312261E+02
   0.405178E+02   0.394865E+02   0.240462E+02   0.228557E+00   0.464874E-02   0.207116E-02   0.119294E-02   0.966987E-02   0.310882E+02
   0.397719E+02   0.394865E+02   0.244352E+02   0.228557E+00   0.315015E-02   0.207116E-02   0.647743E-02   0.114822E-01   0.322777E+02
   0.397719E+02   0.416380E+02   0.244352E+02   0.228557E+00   0.315015E-02   0.214618E-02   0.647743E-02   0.660517E-02   0.305535E+02
   0.397719E+02   0.411205E+02   0.246449E+02   0.228557E+00   0.315015E-02   0.214618E-02   0.647743E-02   0.249264E-02   0.318841E+02
   0.396356E+02   0.411205E+02   0.248331E+02   0.234222E+00   0.315015E-02   0.330611E-02   0.100064E-01   0.249264E-02   0.312794E+02
   0.396356E+02   0.384480E+02   0.248331E+02   0.229687E+00   0.574609E-02   0.330611E-02   0.501871E-03   0.249264E-02   0.327883E+02
   0.396356E+02   0.408446E+02   0.248331E+02   0.229687E+00   0.574609E-02   0.330611E-02   0.864251E-02   0.313018E-02   0.314488E+02
   0.397942E+02   0.401542E+02   0.248331E+02   0.229687E+00   0.826199E-02   0.330611E-02   0.564470E-02   0.313018E-02   0.323133E+02
   0.398737E+02   0.401542E+02   0.248331E+02   0.229687E+00   0.302562E-02   0.330611E-02   0.116541E-01   0.331350E-02   0.322487E+02
   0.400430E+02   0.401542E+02   0.248331E+02   0.231905E+00   0.103088E-01   0.330611E-02   0.648765E-02   0.331350E-02   0.319734E+02
   0.400430E+02   0.409856E+02   0.246813E+02   0.237210E+00   0.834862E-02   0.330611E-02   0.417147E-02   0.221837E-02   0.315359E+02
   0.400430E+02   0.393615E+02   0.246813E+02   0.237210E+00   0.116555E-01   0.330611E-02   0.417147E-02   0.221837E-02   0.322665E+02
   0.400430E+02   0.393615E+02   0.251221E+02   0.235826E+00   0.116555E-01   0.289989E-02   0.417147E-02   0.221837E-02   0.319683E+02
   0.400430E+02   0.393615E+02   0.251221E+02   0.235826E+00   0.110259E-01   0.688976E-02   0.417147E-02   0.221837E-02   0.316322E+02
   0.400430E+02   0.393615E+02   0.251221E+02   0.235826E+00   0.491856E-02   0.492689E-02   0.685164E-02   0.221837E-02   0.321712E+02
