a0_min         a1_min         a2_min         a3_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   Y9_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.101161E+03   0.261391E+01   0.139919E+01  -0.857360E+01   0.254040E-03   0.343208E-03   0.863127E-03   0.523759E-03   0.924480E-03   0.167416E-02   0.321785E-03   0.476330E-03   0.374768E-03   0.208857E+03   0.000000E+00   0.000000E+00   0.208857E+03  -0.417714E+03
   0.101161E+03   0.269008E+01   0.139919E+01  -0.153184E+02   0.254040E-03   0.343208E-03   0.685464E-03   0.107551E-02   0.924480E-03   0.207996E-02   0.321785E-03   0.476330E-03   0.374768E-03   0.207025E+03   0.000000E+00   0.000000E+00   0.207025E+03  -0.414050E+03
   0.101907E+03   0.171741E+00   0.328983E+01  -0.850370E+01   0.254040E-03   0.343208E-03   0.685464E-03   0.107551E-02   0.924480E-03   0.207996E-02   0.321785E-03   0.476330E-03   0.374768E-03   0.206463E+03   0.000000E+00   0.000000E+00   0.206463E+03  -0.412926E+03
   0.101907E+03   0.283358E+01   0.575259E+01  -0.104388E+02   0.254040E-03   0.343208E-03   0.685464E-03   0.107551E-02   0.924480E-03   0.207996E-02   0.321785E-03   0.476330E-03   0.374768E-03   0.205395E+03   0.000000E+00   0.000000E+00   0.205395E+03  -0.410790E+03
   0.101573E+03  -0.438082E+01   0.575259E+01  -0.877764E+01   0.232223E-02   0.343208E-03   0.260101E-03   0.107551E-02   0.924480E-03   0.207996E-02   0.136042E-03   0.476330E-03   0.374768E-03   0.203520E+03   0.000000E+00   0.000000E+00   0.203520E+03  -0.407040E+03
   0.101573E+03  -0.417042E+01  -0.746624E+00  -0.877764E+01   0.171776E-02   0.343208E-03   0.260101E-03   0.107551E-02   0.924480E-03   0.207996E-02   0.136042E-03   0.476330E-03   0.374768E-03   0.203919E+03   0.000000E+00   0.000000E+00   0.203919E+03  -0.407838E+03
   0.101573E+03  -0.152268E+01  -0.361948E+01  -0.461003E+01   0.171776E-02   0.343208E-03   0.260101E-03   0.107551E-02   0.102168E-02   0.207996E-02   0.136042E-03   0.476330E-03   0.332735E-03   0.203529E+03   0.000000E+00   0.000000E+00   0.203529E+03  -0.407058E+03
   0.994406E+02   0.521468E+00   0.495797E+01  -0.363208E+01   0.226280E-02   0.343208E-03   0.260101E-03   0.155929E-02   0.102168E-02   0.207996E-02   0.136042E-03   0.476330E-03   0.659035E-03   0.203098E+03   0.000000E+00   0.000000E+00   0.203098E+03  -0.406196E+03
   0.994406E+02   0.521468E+00   0.136816E+01  -0.363208E+01   0.248952E-02   0.343208E-03   0.260101E-03   0.168658E-02   0.102168E-02   0.207996E-02   0.136042E-03   0.502947E-03   0.659035E-03   0.203250E+03   0.000000E+00   0.000000E+00   0.203250E+03  -0.406500E+03
   0.997155E+02  -0.111271E+01   0.687494E+01   0.761761E-01   0.248952E-02   0.343208E-03   0.535112E-03   0.865876E-03   0.102168E-02   0.109267E-02   0.136042E-03   0.502947E-03   0.659035E-03   0.204623E+03   0.000000E+00   0.000000E+00   0.204623E+03  -0.409246E+03
   0.997155E+02   0.420931E+01  -0.991124E+01   0.761761E-01   0.248952E-02   0.930069E-03   0.535112E-03   0.865876E-03   0.102168E-02   0.109267E-02   0.136042E-03   0.502947E-03   0.659035E-03   0.204878E+03   0.000000E+00   0.000000E+00   0.204878E+03  -0.409756E+03
   0.997155E+02   0.420931E+01  -0.991124E+01  -0.493303E+01   0.248952E-02   0.930069E-03   0.535112E-03   0.187439E-02   0.102168E-02   0.128069E-02   0.294154E-02   0.502947E-03   0.950155E-03   0.198534E+03   0.000000E+00   0.000000E+00   0.198534E+03  -0.397068E+03
   0.100199E+03   0.420931E+01  -0.775658E+01   0.914116E+01   0.248952E-02   0.930069E-03   0.535112E-03   0.187439E-02   0.102168E-02   0.297419E-02   0.290457E-02   0.502947E-03   0.950155E-03   0.195085E+03   0.000000E+00   0.000000E+00   0.195085E+03  -0.390170E+03
   0.100199E+03   0.420931E+01  -0.130857E+01   0.214982E+01   0.248952E-02   0.930069E-03   0.535112E-03   0.126791E-02   0.102168E-02   0.952200E-04   0.258025E-02   0.502947E-03   0.100074E-02   0.198185E+03   0.000000E+00   0.000000E+00   0.198185E+03  -0.396370E+03
   0.100199E+03   0.244199E+01   0.532499E+01   0.294799E+00   0.276461E-02   0.930069E-03   0.119045E-02   0.126791E-02   0.102168E-02   0.952200E-04   0.242701E-02   0.820635E-03   0.100074E-02   0.197530E+03   0.000000E+00   0.000000E+00   0.197530E+03  -0.395060E+03
   0.100199E+03   0.244199E+01   0.839522E+00  -0.553215E+01   0.276461E-02   0.930069E-03   0.119045E-02   0.142218E-02   0.548490E-03   0.952200E-04   0.392810E-03   0.820635E-03   0.100074E-02   0.200219E+03   0.000000E+00   0.000000E+00   0.200219E+03  -0.400438E+03
   0.100199E+03   0.244199E+01   0.157370E+01   0.111487E+01   0.156876E-02   0.930069E-03   0.119045E-02   0.200696E-02   0.548490E-03   0.114734E-02   0.392810E-03   0.820635E-03   0.100074E-02   0.203644E+03   0.000000E+00   0.000000E+00   0.203644E+03  -0.407288E+03
   0.101117E+03   0.244199E+01   0.471083E+01  -0.308253E+01   0.638866E-03   0.930069E-03   0.119045E-02   0.953022E-03   0.548490E-03   0.114734E-02   0.123575E-03   0.820635E-03   0.100074E-02   0.206355E+03   0.000000E+00   0.000000E+00   0.206355E+03  -0.412710E+03
   0.101117E+03   0.244199E+01   0.471083E+01  -0.488006E+01   0.638866E-03   0.930069E-03   0.761220E-03   0.150380E-02   0.548490E-03   0.777149E-03   0.123575E-03   0.575372E-03   0.100074E-02   0.206699E+03   0.000000E+00   0.000000E+00   0.206699E+03  -0.413398E+03
   0.101117E+03   0.373746E+01  -0.172632E+01   0.617403E+01   0.122129E-02   0.139965E-02   0.761220E-03   0.150380E-02   0.548490E-03   0.127199E-02   0.123575E-03   0.135700E-02   0.100074E-02   0.202298E+03   0.000000E+00   0.000000E+00   0.202298E+03  -0.404596E+03
   0.978742E+02   0.113315E+02  -0.939770E+01   0.128940E+02   0.164631E-02   0.162718E-02   0.761220E-03   0.150380E-02   0.548490E-03   0.127199E-02   0.123575E-03   0.135700E-02   0.100074E-02   0.198331E+03   0.000000E+00   0.000000E+00   0.198331E+03  -0.396662E+03
   0.999144E+02   0.118452E+02  -0.939770E+01   0.165230E+02   0.164631E-02   0.117062E-02   0.893779E-03   0.150380E-02   0.548490E-03   0.127199E-02   0.123575E-03   0.135700E-02   0.100074E-02   0.197751E+03   0.000000E+00   0.000000E+00   0.197751E+03  -0.395502E+03
   0.973340E+02   0.118452E+02  -0.960944E+01   0.109429E+02   0.164631E-02   0.117062E-02   0.893779E-03   0.150380E-02   0.548490E-03   0.127199E-02   0.123575E-03   0.135700E-02   0.100074E-02   0.197193E+03   0.000000E+00   0.000000E+00   0.197193E+03  -0.394386E+03
   0.973340E+02   0.640392E+01  -0.162857E+02   0.114284E+02   0.164631E-02   0.117062E-02   0.893779E-03   0.150380E-02   0.548490E-03   0.709455E-03   0.123575E-03   0.320554E-03   0.978598E-03   0.199779E+03   0.000000E+00   0.000000E+00   0.199779E+03  -0.399558E+03
   0.973340E+02   0.640392E+01  -0.807061E+01   0.114284E+02   0.155150E-02   0.805492E-03   0.893779E-03   0.150380E-02   0.548490E-03   0.709455E-03   0.123575E-03   0.320554E-03   0.978598E-03   0.202400E+03   0.000000E+00   0.000000E+00   0.202400E+03  -0.404800E+03
   0.985658E+02   0.640392E+01  -0.825226E+00   0.623328E+01   0.155150E-02   0.805492E-03   0.893779E-03   0.150380E-02   0.548490E-03   0.709455E-03   0.123575E-03   0.320554E-03   0.130366E-02   0.204846E+03   0.000000E+00   0.000000E+00   0.204846E+03  -0.409692E+03
   0.985658E+02   0.640392E+01  -0.351088E+01   0.926780E+01   0.169891E-02   0.805492E-03   0.893779E-03   0.150380E-02   0.636891E-03   0.709455E-03   0.123575E-03   0.320554E-03   0.130366E-02   0.204703E+03   0.000000E+00   0.000000E+00   0.204703E+03  -0.409406E+03
   0.985570E+02   0.238175E+01  -0.337141E+01  -0.477323E+01   0.280238E-02   0.169815E-03   0.893779E-03   0.150380E-02   0.636891E-03   0.709455E-03   0.123575E-03   0.320554E-03   0.130366E-02   0.202532E+03   0.000000E+00   0.000000E+00   0.202532E+03  -0.405064E+03
   0.985570E+02  -0.137656E+01  -0.337141E+01  -0.208241E+01   0.257538E-02   0.169815E-03   0.893779E-03   0.150380E-02   0.636891E-03   0.709455E-03   0.123575E-03   0.320554E-03   0.130366E-02   0.201589E+03   0.000000E+00   0.000000E+00   0.201589E+03  -0.403178E+03
   0.100406E+03  -0.137656E+01  -0.276238E+01   0.330622E+01   0.257538E-02   0.169815E-03   0.377819E-03   0.150380E-02   0.636891E-03   0.604535E-03   0.123575E-03   0.320554E-03   0.530408E-03   0.204648E+03   0.000000E+00   0.000000E+00   0.204648E+03  -0.409296E+03
   0.100406E+03  -0.137656E+01  -0.276238E+01  -0.978227E+01   0.257538E-02   0.169815E-03   0.377819E-03   0.275970E-02   0.225830E-03   0.770170E-03   0.123575E-03   0.320554E-03   0.530408E-03   0.204789E+03   0.000000E+00   0.000000E+00   0.204789E+03  -0.409578E+03
   0.100406E+03  -0.137656E+01   0.345213E+01  -0.978227E+01   0.232957E-02   0.169815E-03   0.377819E-03   0.275970E-02   0.225830E-03   0.770170E-03   0.123575E-03   0.320554E-03   0.450801E-03   0.205347E+03   0.000000E+00   0.000000E+00   0.205347E+03  -0.410694E+03
   0.100406E+03  -0.137656E+01   0.643476E+00  -0.158515E+02   0.232957E-02   0.169815E-03   0.377819E-03   0.275970E-02   0.225830E-03   0.770170E-03   0.123575E-03   0.320554E-03   0.450801E-03   0.204997E+03   0.000000E+00   0.000000E+00   0.204997E+03  -0.409994E+03
   0.100073E+03  -0.137656E+01   0.643476E+00  -0.158515E+02   0.232957E-02   0.169815E-03   0.377819E-03   0.231726E-02   0.225830E-03   0.770170E-03   0.123575E-03   0.150305E-03   0.450801E-03   0.205302E+03   0.000000E+00   0.000000E+00   0.205302E+03  -0.410604E+03
   0.100073E+03  -0.111151E+01   0.792323E+00  -0.154609E+02   0.140468E-02   0.169815E-03   0.150199E-02   0.231726E-02   0.931457E-03   0.770170E-03   0.123575E-03   0.150305E-03   0.450801E-03   0.204757E+03   0.000000E+00   0.000000E+00   0.204757E+03  -0.409514E+03
   0.100073E+03  -0.111151E+01   0.192760E+01  -0.152252E+02   0.140468E-02   0.169815E-03   0.150199E-02   0.394080E-02   0.931457E-03   0.770170E-03   0.123575E-03   0.150305E-03   0.667328E-03   0.202297E+03   0.000000E+00   0.000000E+00   0.202297E+03  -0.404594E+03
   0.100073E+03  -0.111151E+01  -0.112319E+01  -0.786561E+01   0.898137E-03   0.169815E-03   0.150199E-02   0.296654E-02   0.250682E-02   0.770170E-03   0.123575E-03   0.529218E-03   0.667328E-03   0.202396E+03   0.000000E+00   0.000000E+00   0.202396E+03  -0.404792E+03
   0.100120E+03  -0.111151E+01   0.797729E+00  -0.975595E+00   0.948208E-04   0.169815E-03   0.120150E-02   0.296654E-02   0.136546E-02   0.269861E-02   0.123575E-03   0.529218E-03   0.667328E-03   0.202071E+03   0.000000E+00   0.000000E+00   0.202071E+03  -0.404142E+03
   0.100939E+03   0.375509E-02  -0.562318E+01   0.185667E+01   0.948208E-04   0.169815E-03   0.120150E-02   0.296654E-02   0.150435E-02   0.699813E-03   0.123575E-03   0.529218E-03   0.667328E-03   0.204549E+03   0.000000E+00   0.000000E+00   0.204549E+03  -0.409098E+03
   0.100939E+03   0.236585E+01   0.202279E+01   0.147031E+02   0.948208E-04   0.169815E-03   0.120150E-02   0.296654E-02   0.150435E-02   0.699813E-03   0.123575E-03   0.529218E-03   0.667328E-03   0.204157E+03   0.000000E+00   0.000000E+00   0.204157E+03  -0.408314E+03
   0.100939E+03   0.283671E+01   0.142006E+01   0.421432E+01   0.948208E-04   0.169815E-03   0.120150E-02   0.296654E-02   0.242579E-03   0.699813E-03   0.173819E-03   0.529218E-03   0.667328E-03   0.206731E+03   0.000000E+00   0.000000E+00   0.206731E+03  -0.413462E+03
   0.100939E+03   0.283671E+01   0.142006E+01  -0.488087E+01   0.110677E-02   0.365053E-03   0.120150E-02   0.296654E-02   0.127393E-02   0.699813E-03   0.173819E-03   0.529218E-03   0.667328E-03   0.203103E+03   0.000000E+00   0.000000E+00   0.203103E+03  -0.406206E+03
   0.100939E+03  -0.177976E+00  -0.390563E+01  -0.565939E+01   0.110677E-02   0.365053E-03   0.120150E-02   0.296654E-02   0.127393E-02   0.699813E-03   0.173819E-03   0.529218E-03   0.667328E-03   0.204066E+03   0.000000E+00   0.000000E+00   0.204066E+03  -0.408132E+03
   0.994857E+02  -0.773108E+00  -0.132643E+01  -0.565939E+01   0.110677E-02   0.365053E-03   0.120150E-02   0.296654E-02   0.127393E-02   0.953114E-03   0.173819E-03   0.529218E-03   0.667328E-03   0.204359E+03   0.000000E+00   0.000000E+00   0.204359E+03  -0.408718E+03
   0.101809E+03   0.261071E+00   0.159885E+02  -0.565939E+01   0.110677E-02   0.834810E-03   0.120150E-02   0.113436E-02   0.164259E-02   0.953114E-03   0.173819E-03   0.529218E-03   0.667328E-03   0.202761E+03   0.000000E+00   0.000000E+00   0.202761E+03  -0.405522E+03
   0.101809E+03   0.261071E+00   0.841960E+00   0.443852E+01   0.110677E-02   0.834810E-03   0.120150E-02   0.113436E-02   0.689654E-03   0.953114E-03   0.173819E-03   0.529218E-03   0.667328E-03   0.206160E+03   0.000000E+00   0.000000E+00   0.206160E+03  -0.412320E+03
   0.101809E+03   0.261071E+00  -0.191862E+01   0.513081E+01   0.110677E-02   0.122279E-02   0.120150E-02   0.113436E-02   0.689654E-03   0.107905E-02   0.173819E-03   0.529218E-03   0.667328E-03   0.204961E+03   0.000000E+00   0.000000E+00   0.204961E+03  -0.409922E+03
   0.100042E+03   0.261071E+00  -0.191862E+01  -0.185480E+01   0.110677E-02   0.229395E-03   0.838607E-03   0.214120E-02   0.689654E-03   0.107905E-02   0.173819E-03   0.529218E-03   0.667328E-03   0.207430E+03   0.000000E+00   0.000000E+00   0.207430E+03  -0.414860E+03
   0.100042E+03   0.261071E+00  -0.191862E+01   0.636084E+00   0.110677E-02   0.229395E-03   0.838607E-03   0.214120E-02   0.689654E-03   0.741263E-03   0.173819E-03   0.529218E-03   0.667328E-03   0.207671E+03   0.000000E+00   0.000000E+00   0.207671E+03  -0.415342E+03
   0.100042E+03  -0.208149E+00  -0.191862E+01  -0.709853E+01   0.110677E-02   0.660241E-04   0.107080E-03   0.265570E-02   0.689654E-03   0.741263E-03   0.764316E-03   0.332703E-03   0.667328E-03   0.206867E+03   0.000000E+00   0.000000E+00   0.206867E+03  -0.413734E+03
   0.100042E+03   0.432262E+01   0.361942E+00   0.143319E+01   0.121122E-02   0.660241E-04   0.107080E-03   0.265570E-02   0.689654E-03   0.741263E-03   0.138010E-02   0.332703E-03   0.667328E-03   0.204686E+03   0.000000E+00   0.000000E+00   0.204686E+03  -0.409372E+03
   0.100042E+03   0.432262E+01   0.361942E+00   0.143319E+01   0.153966E-02   0.660241E-04   0.107080E-03   0.726697E-03   0.689654E-03   0.741263E-03   0.138010E-02   0.519458E-03   0.667328E-03   0.206907E+03   0.000000E+00   0.000000E+00   0.206907E+03  -0.413814E+03
   0.100042E+03   0.432262E+01   0.361942E+00   0.143319E+01   0.153966E-02   0.119911E-03   0.507800E-03   0.726697E-03   0.123988E-02   0.741263E-03   0.138010E-02   0.606814E-03   0.667328E-03   0.206083E+03   0.000000E+00   0.000000E+00   0.206083E+03  -0.412166E+03
   0.100042E+03   0.432262E+01  -0.432294E+01   0.139393E+02   0.698111E-03   0.119911E-03   0.507800E-03   0.726697E-03   0.123988E-02   0.741263E-03   0.162157E-03   0.606814E-03   0.667328E-03   0.207829E+03   0.000000E+00   0.000000E+00   0.207829E+03  -0.415658E+03
   0.100042E+03   0.432262E+01   0.203606E+01   0.108975E+02   0.698111E-03   0.501744E-03   0.507800E-03   0.726697E-03   0.307984E-02   0.741263E-03   0.162157E-03   0.111201E-02   0.667328E-03   0.205028E+03   0.000000E+00   0.000000E+00   0.205028E+03  -0.410056E+03
   0.100042E+03   0.432262E+01  -0.378009E+01   0.143840E+02   0.698111E-03   0.648590E-03   0.507800E-03   0.726697E-03   0.203104E-02   0.559068E-03   0.162157E-03   0.111201E-02   0.667328E-03   0.204731E+03   0.000000E+00   0.000000E+00   0.204731E+03  -0.409462E+03
   0.100460E+03   0.432262E+01  -0.551645E+01  -0.991480E+01   0.698111E-03   0.648590E-03   0.507800E-03   0.726697E-03   0.203104E-02   0.559068E-03   0.116889E-02   0.111201E-02   0.270456E-03   0.204776E+03   0.000000E+00   0.000000E+00   0.204776E+03  -0.409552E+03
   0.100460E+03  -0.366900E+00  -0.551645E+01  -0.991480E+01   0.698111E-03   0.991162E-03   0.507800E-03   0.726697E-03   0.203104E-02   0.559068E-03   0.116889E-02   0.873918E-03   0.270456E-03   0.206142E+03   0.000000E+00   0.000000E+00   0.206142E+03  -0.412284E+03
   0.100460E+03  -0.307516E+01  -0.428614E+00  -0.149189E+02   0.698111E-03   0.636452E-03   0.507800E-03   0.726697E-03   0.203104E-02   0.559068E-03   0.702345E-03   0.873918E-03   0.270456E-03   0.207664E+03   0.000000E+00   0.000000E+00   0.207664E+03  -0.415328E+03
   0.100460E+03  -0.236270E-01  -0.549762E+00  -0.149189E+02   0.698111E-03   0.636452E-03   0.527292E-03   0.158921E-02   0.182109E-02   0.559068E-03   0.154204E-03   0.873918E-03   0.270456E-03   0.206264E+03   0.000000E+00   0.000000E+00   0.206264E+03  -0.412528E+03
   0.100460E+03   0.430840E+00  -0.104934E+02  -0.104435E+02   0.698111E-03   0.636452E-03   0.749154E-03   0.158921E-02   0.182109E-02   0.559068E-03   0.154204E-03   0.873918E-03   0.270456E-03   0.205592E+03   0.000000E+00   0.000000E+00   0.205592E+03  -0.411184E+03
   0.101535E+03   0.178445E+01  -0.438249E+01  -0.104435E+02   0.698111E-03   0.636452E-03   0.749154E-03   0.158921E-02   0.329532E-03   0.205723E-02   0.128225E-02   0.873918E-03   0.270456E-03   0.205455E+03   0.000000E+00   0.000000E+00   0.205455E+03  -0.410910E+03
   0.101535E+03   0.178445E+01   0.293511E+01  -0.104435E+02   0.698111E-03   0.636452E-03   0.749154E-03   0.158921E-02   0.329532E-03   0.630859E-03   0.128225E-02   0.944090E-03   0.270456E-03   0.206575E+03   0.000000E+00   0.000000E+00   0.206575E+03  -0.413150E+03
   0.101535E+03   0.178445E+01   0.558030E+01  -0.766800E+01   0.723574E-03   0.636452E-03   0.749154E-03   0.158921E-02   0.329532E-03   0.630859E-03   0.128225E-02   0.944090E-03   0.270456E-03   0.206444E+03   0.000000E+00   0.000000E+00   0.206444E+03  -0.412888E+03
   0.988533E+02  -0.314152E+01   0.526230E+00  -0.168288E+02   0.723574E-03   0.636452E-03   0.703764E-03   0.147905E-02   0.329532E-03   0.630859E-03   0.128225E-02   0.944090E-03   0.270456E-03   0.204169E+03   0.000000E+00   0.000000E+00   0.204169E+03  -0.408338E+03
   0.988533E+02  -0.314152E+01  -0.832727E+00   0.431514E+00   0.723574E-03   0.636452E-03   0.703764E-03   0.488513E-03   0.329532E-03   0.193632E-02   0.223167E-02   0.944090E-03   0.270456E-03   0.202035E+03   0.000000E+00   0.000000E+00   0.202035E+03  -0.404070E+03
   0.988533E+02   0.267368E+01  -0.335831E+01  -0.116504E+01   0.196750E-02   0.636452E-03   0.521483E-03   0.488513E-03   0.329532E-03   0.193632E-02   0.223167E-02   0.944090E-03   0.607070E-03   0.201930E+03   0.000000E+00   0.000000E+00   0.201930E+03  -0.403860E+03
   0.988533E+02   0.267368E+01  -0.895237E+01  -0.569333E+01   0.196750E-02   0.636452E-03   0.521483E-03   0.488513E-03   0.329532E-03   0.100169E-02   0.223167E-02   0.944090E-03   0.607070E-03   0.203297E+03   0.000000E+00   0.000000E+00   0.203297E+03  -0.406594E+03
   0.988533E+02   0.446860E+01  -0.595193E+01   0.128293E+01   0.147409E-02   0.636452E-03   0.521483E-03   0.488513E-03   0.270152E-03   0.100169E-02   0.242325E-02   0.117240E-05   0.111010E-02   0.203895E+03   0.000000E+00   0.000000E+00   0.203895E+03  -0.407790E+03
   0.988533E+02   0.549069E+01  -0.269545E+01   0.207645E+01   0.147409E-02   0.636452E-03   0.521483E-03   0.924337E-03   0.270152E-03   0.100169E-02   0.242325E-02   0.117240E-05   0.111010E-02   0.203450E+03   0.000000E+00   0.000000E+00   0.203450E+03  -0.406900E+03
   0.988533E+02   0.549069E+01  -0.647099E+00   0.207645E+01   0.147409E-02   0.636452E-03   0.136463E-02   0.924337E-03   0.270152E-03   0.100169E-02   0.242325E-02   0.117240E-05   0.111010E-02   0.201514E+03   0.000000E+00   0.000000E+00   0.201514E+03  -0.403028E+03
   0.988533E+02   0.549069E+01  -0.955164E+01   0.720492E+01   0.147409E-02   0.636452E-03   0.136463E-02   0.924337E-03   0.270152E-03   0.100169E-02   0.160152E-02   0.117240E-05   0.557743E-03   0.203595E+03   0.000000E+00   0.000000E+00   0.203595E+03  -0.407190E+03
   0.989851E+02   0.549069E+01  -0.955164E+01   0.720492E+01   0.122303E-02   0.636452E-03   0.136463E-02   0.924337E-03   0.270152E-03   0.100169E-02   0.160152E-02   0.117240E-05   0.557743E-03   0.203922E+03   0.000000E+00   0.000000E+00   0.203922E+03  -0.407844E+03
   0.989851E+02   0.835065E+00  -0.955164E+01   0.246503E+01   0.612710E-03   0.636452E-03   0.129500E-02   0.924337E-03   0.247383E-03   0.100169E-02   0.158049E-02   0.117240E-05   0.557743E-03   0.205606E+03   0.000000E+00   0.000000E+00   0.205606E+03  -0.411212E+03
   0.989851E+02  -0.167006E+01  -0.103066E+02   0.230323E+01   0.612710E-03   0.636452E-03   0.853589E-03   0.282236E-02   0.395141E-03   0.870369E-03   0.158049E-02   0.183005E-03   0.557743E-03   0.202577E+03   0.000000E+00   0.000000E+00   0.202577E+03  -0.405154E+03
   0.989851E+02   0.184537E+01  -0.400179E+01   0.566261E+01   0.612710E-03   0.636452E-03   0.193247E-02   0.114309E-02   0.395141E-03   0.870369E-03   0.158049E-02   0.183005E-03   0.876103E-03   0.204638E+03   0.000000E+00   0.000000E+00   0.204638E+03  -0.409276E+03
   0.989851E+02   0.199976E+01  -0.371765E+01   0.339995E+01   0.612710E-03   0.636452E-03   0.193247E-02   0.114309E-02   0.395141E-03   0.953766E-03   0.158049E-02   0.183005E-03   0.876103E-03   0.204728E+03   0.000000E+00   0.000000E+00   0.204728E+03  -0.409456E+03
   0.101247E+03   0.199976E+01  -0.132571E+02   0.339995E+01   0.612710E-03   0.636452E-03   0.155546E-02   0.930791E-03   0.101402E-02   0.108955E-02   0.158049E-02   0.183005E-03   0.876103E-03   0.203269E+03   0.000000E+00   0.000000E+00   0.203269E+03  -0.406538E+03
   0.101247E+03   0.199976E+01  -0.142582E+02   0.326989E+01   0.612710E-03   0.636452E-03   0.155546E-02   0.168878E-02   0.163127E-02   0.165631E-02   0.158049E-02   0.183005E-03   0.189877E-03   0.202585E+03   0.000000E+00   0.000000E+00   0.202585E+03  -0.405170E+03
   0.101247E+03  -0.240267E+00  -0.352833E+01  -0.156133E+02   0.612710E-03   0.636452E-03   0.155546E-02   0.168878E-02   0.163127E-02   0.165631E-02   0.158049E-02   0.183005E-03   0.189877E-03   0.203883E+03   0.000000E+00   0.000000E+00   0.203883E+03  -0.407766E+03
   0.101247E+03  -0.240267E+00   0.789938E+01  -0.212828E+02   0.612710E-03   0.351118E-03   0.155546E-02   0.168878E-02   0.163127E-02   0.165631E-02   0.158049E-02   0.114400E-02   0.189877E-03   0.201029E+03   0.000000E+00   0.000000E+00   0.201029E+03  -0.402058E+03
   0.101247E+03  -0.717445E+01   0.354787E+01  -0.212828E+02   0.612710E-03   0.351118E-03   0.155546E-02   0.169998E-02   0.163127E-02   0.971913E-03   0.158049E-02   0.268242E-02   0.189877E-03   0.198900E+03   0.000000E+00   0.000000E+00   0.198900E+03  -0.397800E+03
   0.101247E+03  -0.717445E+01   0.645265E+01  -0.199919E+02   0.612710E-03   0.351118E-03   0.155546E-02   0.169998E-02   0.741930E-04   0.971913E-03   0.142470E-04   0.268242E-02   0.279514E-03   0.200977E+03   0.000000E+00   0.000000E+00   0.200977E+03  -0.401954E+03
   0.101247E+03  -0.717445E+01   0.504807E+01  -0.154124E+02   0.612710E-03   0.351118E-03   0.155546E-02   0.223421E-02   0.741930E-04   0.971913E-03   0.142470E-04   0.544923E-05   0.279514E-03   0.204320E+03   0.000000E+00   0.000000E+00   0.204320E+03  -0.408640E+03
   0.101247E+03  -0.206233E+01   0.319231E+01  -0.688035E+01   0.612710E-03   0.351118E-03   0.155546E-02   0.223421E-02   0.128672E-02   0.971913E-03   0.116423E-02   0.544923E-05   0.279514E-03   0.204359E+03   0.000000E+00   0.000000E+00   0.204359E+03  -0.408718E+03
   0.101247E+03  -0.286197E+01   0.438757E+01  -0.207331E+02   0.612710E-03   0.149713E-02   0.155546E-02   0.223421E-02   0.128672E-02   0.900810E-03   0.116423E-02   0.544923E-05   0.279514E-03   0.202781E+03   0.000000E+00   0.000000E+00   0.202781E+03  -0.405562E+03
   0.101247E+03  -0.286197E+01   0.376596E+01  -0.141191E+02   0.612710E-03   0.371219E-02   0.155546E-02   0.223421E-02   0.380028E-03   0.900810E-03   0.116423E-02   0.544923E-05   0.279514E-03   0.201060E+03   0.000000E+00   0.000000E+00   0.201060E+03  -0.402120E+03
   0.101247E+03   0.105241E+01  -0.916954E+01   0.381931E+01   0.612710E-03   0.328269E-02   0.674867E-02   0.154372E-02   0.380028E-03   0.900810E-03   0.116423E-02   0.544923E-05   0.279514E-03   0.196069E+03   0.000000E+00   0.000000E+00   0.196069E+03  -0.392138E+03
   0.101247E+03  -0.169581E-02  -0.916954E+01   0.193515E+02   0.612710E-03   0.275675E-02   0.861902E-02   0.154372E-02   0.380028E-03   0.226640E-03   0.874075E-03   0.305303E-03   0.254029E-03   0.193634E+03   0.000000E+00   0.000000E+00   0.193634E+03  -0.387268E+03
   0.101090E+03  -0.169581E-02  -0.928818E+01   0.122300E+02   0.612710E-03   0.275675E-02   0.128402E-02   0.154372E-02   0.380028E-03   0.226640E-03   0.874075E-03   0.305303E-03   0.254029E-03   0.200496E+03   0.000000E+00   0.000000E+00   0.200496E+03  -0.400992E+03
   0.101090E+03  -0.608244E-01  -0.528102E+01   0.498876E+01   0.612710E-03   0.589771E-03   0.128402E-02   0.154372E-02   0.380028E-03   0.226640E-03   0.874075E-03   0.305303E-03   0.749096E-03   0.205231E+03   0.000000E+00   0.000000E+00   0.205231E+03  -0.410462E+03
   0.100927E+03  -0.608244E-01  -0.446612E+01   0.122415E+02   0.612710E-03   0.589771E-03   0.128402E-02   0.154372E-02   0.101049E-02   0.226640E-03   0.874075E-03   0.305303E-03   0.130937E-02   0.203842E+03   0.000000E+00   0.000000E+00   0.203842E+03  -0.407684E+03
   0.100927E+03   0.740727E-01   0.705281E+01   0.122415E+02   0.612710E-03   0.589771E-03   0.128402E-02   0.154372E-02   0.101049E-02   0.226640E-03   0.249573E-02   0.305303E-03   0.130937E-02   0.201332E+03   0.000000E+00   0.000000E+00   0.201332E+03  -0.402664E+03
   0.994625E+02   0.740727E-01   0.705281E+01  -0.695007E+01   0.612710E-03   0.589771E-03   0.368755E-03   0.154372E-02   0.101049E-02   0.226640E-03   0.242312E-02   0.305303E-03   0.130937E-02   0.202287E+03   0.000000E+00   0.000000E+00   0.202287E+03  -0.404574E+03
