a0_min        a1_min        a2_min        a3_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  Y6_intercept  Y7_intercept  Y8_intercept  Y9_intercept  LogPost       
  0.101915E+03  0.568736E+00  0.807667E+01  0.233775E+01  0.755724E-03  0.360867E-02  0.917949E-03  0.349049E-03  0.615779E-04  0.360002E-03  0.176214E-03  0.374065E-03  0.926539E-03  0.202733E+03
  0.101915E+03  0.568736E+00  0.807667E+01  0.665454E+00  0.755724E-03  0.544435E-03  0.917949E-03  0.349049E-03  0.615779E-04  0.360002E-03  0.176214E-03  0.374065E-03  0.926539E-03  0.207287E+03
  0.101915E+03  0.568736E+00  0.136026E+02  0.665454E+00  0.755724E-03  0.544435E-03  0.917949E-03  0.349049E-03  0.615779E-04  0.360002E-03  0.176214E-03  0.374065E-03  0.926539E-03  0.206212E+03
  0.102375E+03  0.568736E+00  0.136026E+02  0.665454E+00  0.108128E-02  0.544435E-03  0.917949E-03  0.349049E-03  0.615779E-04  0.360002E-03  0.176214E-03  0.374065E-03  0.926539E-03  0.205498E+03
  0.102375E+03  0.568736E+00  0.102249E+02 -0.443167E+01  0.108128E-02  0.544435E-03  0.917949E-03  0.349049E-03  0.615779E-04  0.360002E-03  0.176214E-03  0.374065E-03  0.926539E-03  0.205147E+03
  0.102375E+03  0.568736E+00  0.816067E+01 -0.399536E+01  0.108128E-02  0.544435E-03  0.158429E-03  0.349049E-03  0.615779E-04  0.360002E-03  0.176214E-03  0.374065E-03  0.926539E-03  0.204327E+03
  0.102375E+03  0.568736E+00  0.851972E+01 -0.399536E+01  0.108128E-02  0.544435E-03  0.158429E-03  0.349049E-03  0.615779E-04  0.360002E-03  0.176214E-03  0.374065E-03  0.926539E-03  0.204428E+03
  0.102375E+03  0.568736E+00  0.851972E+01 -0.399536E+01  0.108128E-02  0.544435E-03  0.489863E-03  0.349049E-03  0.615779E-04  0.956157E-03  0.176214E-03  0.374065E-03  0.926539E-03  0.205956E+03
  0.102375E+03  0.568736E+00  0.851972E+01 -0.765605E+01  0.108128E-02  0.544435E-03  0.489863E-03  0.863918E-03  0.615779E-04  0.956157E-03  0.176214E-03  0.645808E-03  0.926539E-03  0.205915E+03
  0.102375E+03 -0.270935E+01  0.144954E+02 -0.537098E+01  0.108128E-02  0.544435E-03  0.489863E-03  0.863918E-03  0.615779E-04  0.956157E-03  0.176214E-03  0.645808E-03  0.105848E-02  0.204884E+03
  0.102375E+03 -0.814609E+00  0.935306E+01 -0.537098E+01  0.941605E-03  0.544435E-03  0.489863E-03  0.901173E-03  0.615779E-04  0.956157E-03  0.176214E-03  0.645808E-03  0.105848E-02  0.206101E+03
  0.101027E+03 -0.240194E+01  0.414514E+01 -0.181940E+02  0.941605E-03  0.544435E-03  0.489863E-03  0.901173E-03  0.615779E-04  0.956157E-03  0.176214E-03  0.645808E-03  0.105848E-02  0.207233E+03
  0.101027E+03 -0.240194E+01  0.414514E+01 -0.165531E+02  0.941605E-03  0.544435E-03  0.489863E-03  0.901173E-03  0.615779E-04  0.956157E-03  0.176214E-03  0.645808E-03  0.114583E-02  0.207313E+03
  0.101027E+03 -0.240194E+01  0.414514E+01 -0.738341E+01  0.270718E-03  0.544435E-03  0.489863E-03  0.901173E-03  0.615779E-04  0.956157E-03  0.176214E-03  0.645808E-03  0.114583E-02  0.207753E+03
  0.101027E+03  0.368147E+01  0.414514E+01 -0.738341E+01  0.270718E-03  0.544435E-03  0.489863E-03  0.901173E-03  0.615779E-04  0.956157E-03  0.176214E-03  0.645808E-03  0.114583E-02  0.207688E+03
  0.101027E+03  0.368147E+01  0.457242E+01 -0.823554E+01  0.270718E-03  0.544435E-03  0.489863E-03  0.901173E-03  0.615779E-04  0.956157E-03  0.827941E-03  0.645808E-03  0.114583E-02  0.208307E+03
  0.101027E+03  0.368147E+01  0.457242E+01 -0.141042E+02  0.270718E-03  0.544435E-03  0.489863E-03  0.901173E-03  0.615779E-04  0.956157E-03  0.827941E-03  0.645808E-03  0.114583E-02  0.207130E+03
  0.101027E+03  0.368147E+01  0.562569E+01 -0.141042E+02  0.270718E-03  0.544435E-03  0.489863E-03  0.901173E-03  0.615779E-04  0.956157E-03  0.827941E-03  0.645808E-03  0.114583E-02  0.206873E+03
  0.101027E+03  0.368147E+01  0.562569E+01 -0.141042E+02  0.270718E-03  0.544435E-03  0.489863E-03  0.901173E-03  0.102922E-02  0.956157E-03  0.827941E-03  0.645808E-03  0.346662E-03  0.207518E+03
  0.101027E+03  0.368147E+01  0.125213E+02 -0.140144E+02  0.270718E-03  0.544435E-03  0.489863E-03  0.901173E-03  0.102922E-02  0.956157E-03  0.827941E-03  0.645808E-03  0.346662E-03  0.204103E+03
  0.101027E+03 -0.878346E+00  0.125213E+02 -0.393667E+01  0.224757E-02  0.584416E-03  0.489863E-03  0.901173E-03  0.112493E-02  0.956157E-03  0.827941E-03  0.645808E-03  0.346662E-03  0.203974E+03
  0.101027E+03 -0.878346E+00  0.541846E+01 -0.393667E+01  0.224757E-02  0.584416E-03  0.489863E-03  0.901173E-03  0.112493E-02  0.956157E-03  0.827941E-03  0.645808E-03  0.346662E-03  0.205684E+03
  0.101027E+03 -0.878346E+00 -0.124053E+01 -0.920250E+01  0.224757E-02  0.584416E-03  0.615606E-03  0.901173E-03  0.112493E-02  0.956157E-03  0.827941E-03  0.645808E-03  0.346662E-03  0.206530E+03
  0.101027E+03 -0.878346E+00 -0.124636E+01 -0.621143E+01  0.224757E-02  0.584416E-03  0.615606E-03  0.901173E-03  0.112493E-02  0.956157E-03  0.827941E-03  0.645808E-03  0.346662E-03  0.206228E+03
  0.101027E+03 -0.208887E+01 -0.124636E+01 -0.137844E+02  0.113524E-03  0.584416E-03  0.615606E-03  0.901173E-03  0.112493E-02  0.956157E-03  0.827941E-03  0.645808E-03  0.346662E-03  0.209186E+03
  0.101027E+03  0.455048E+00  0.581240E+00 -0.136939E+02  0.113524E-03  0.584416E-03  0.615606E-03  0.901173E-03  0.112493E-02  0.956157E-03  0.827941E-03  0.645808E-03  0.346662E-03  0.209521E+03
  0.101027E+03  0.455048E+00  0.581240E+00 -0.136939E+02  0.113524E-03  0.584416E-03  0.615606E-03  0.901173E-03  0.112493E-02  0.956157E-03  0.827941E-03  0.645808E-03  0.346662E-03  0.209521E+03
  0.101027E+03  0.455048E+00 -0.837885E+01 -0.430700E+01  0.113524E-03  0.584416E-03  0.615606E-03  0.901173E-03  0.112493E-02  0.956157E-03  0.827941E-03  0.645808E-03  0.346662E-03  0.209023E+03
  0.101027E+03  0.455048E+00 -0.837885E+01 -0.430700E+01  0.113524E-03  0.584416E-03  0.615606E-03  0.901173E-03  0.925335E-03  0.956157E-03  0.827941E-03  0.645808E-03  0.346662E-03  0.209356E+03
  0.100850E+03  0.455048E+00 -0.715405E+01 -0.430700E+01  0.113524E-03  0.584416E-03  0.470798E-03  0.901173E-03  0.583344E-03  0.956157E-03  0.827941E-03  0.645808E-03  0.346662E-03  0.210083E+03
  0.100850E+03  0.355949E+01 -0.912484E+00  0.917637E+01  0.113524E-03  0.584416E-03  0.470798E-03  0.901173E-03  0.583344E-03  0.956157E-03  0.152638E-02  0.645808E-03  0.346662E-03  0.207193E+03
  0.100850E+03  0.355949E+01 -0.912484E+00 -0.804400E+00  0.113524E-03  0.584416E-03  0.470798E-03  0.351558E-03  0.583344E-03  0.956157E-03  0.211459E-02  0.645808E-03  0.346662E-03  0.207517E+03
  0.100850E+03  0.355949E+01 -0.912484E+00 -0.105134E+02  0.113524E-03  0.584416E-03  0.470798E-03  0.351558E-03  0.583344E-03  0.295750E-02  0.244394E-02  0.645808E-03  0.346662E-03  0.205498E+03
  0.100850E+03  0.355949E+01 -0.429380E+01 -0.205749E+02  0.113524E-03  0.584416E-03  0.470798E-03  0.351558E-03  0.583344E-03  0.205040E-02  0.100198E-02  0.645808E-03  0.346662E-03  0.207775E+03
  0.100850E+03  0.355949E+01 -0.697273E+01 -0.199699E+02  0.113524E-03  0.584416E-03  0.470798E-03  0.351558E-03  0.583344E-03  0.205040E-02  0.100198E-02  0.874387E-03  0.346662E-03  0.207553E+03
  0.100850E+03  0.355949E+01 -0.697273E+01 -0.199699E+02  0.113524E-03  0.584416E-03  0.470798E-03  0.107560E-02  0.583344E-03  0.205040E-02  0.100198E-02  0.874387E-03  0.346662E-03  0.207049E+03
  0.100850E+03  0.355949E+01 -0.893205E+01 -0.124034E+02  0.113524E-03  0.584416E-03  0.470798E-03  0.107560E-02  0.583344E-03  0.205040E-02  0.100198E-02  0.874387E-03  0.346662E-03  0.207935E+03
  0.100850E+03  0.355949E+01 -0.456015E+01 -0.568236E+01  0.113524E-03  0.584416E-03  0.470798E-03  0.107560E-02  0.583344E-03  0.205040E-02  0.100198E-02  0.874387E-03  0.346662E-03  0.208111E+03
  0.100850E+03  0.355949E+01 -0.456015E+01 -0.489164E+01  0.113524E-03  0.584416E-03  0.470798E-03  0.473772E-03  0.677833E-03  0.205040E-02  0.100198E-02  0.874387E-03  0.346662E-03  0.208276E+03
  0.100850E+03  0.355949E+01  0.302803E+01 -0.164116E+02  0.752412E-03  0.584416E-03  0.470798E-03  0.473772E-03  0.677833E-03  0.205040E-02  0.100198E-02  0.874387E-03  0.346662E-03  0.206475E+03
  0.100850E+03 -0.471638E+01  0.302803E+01 -0.195667E+02  0.752412E-03  0.584416E-03  0.470798E-03  0.473772E-03  0.677833E-03  0.205040E-02  0.100198E-02  0.874387E-03  0.346662E-03  0.206141E+03
  0.100850E+03 -0.471638E+01 -0.546614E+01 -0.195667E+02  0.752412E-03  0.584416E-03  0.470798E-03  0.473772E-03  0.677833E-03  0.205040E-02  0.100198E-02  0.874387E-03  0.346662E-03  0.205852E+03
  0.100850E+03 -0.471638E+01 -0.546614E+01 -0.195667E+02  0.752412E-03  0.584416E-03  0.470798E-03  0.473772E-03  0.677833E-03  0.205040E-02  0.951593E-03  0.874387E-03  0.346662E-03  0.205945E+03
  0.100850E+03 -0.471638E+01 -0.496068E+01 -0.195667E+02  0.752412E-03  0.584416E-03  0.470798E-03  0.473772E-03  0.677833E-03  0.205040E-02  0.594122E-03  0.874387E-03  0.346662E-03  0.206620E+03
  0.100850E+03 -0.471638E+01 -0.496068E+01 -0.195667E+02  0.752412E-03  0.584416E-03  0.470798E-03  0.473772E-03  0.234103E-03  0.205040E-02  0.436885E-03  0.874387E-03  0.346662E-03  0.206513E+03
  0.100850E+03  0.250915E+01 -0.496068E+01 -0.200527E+02  0.752412E-03  0.584416E-03  0.470798E-03  0.473772E-03  0.234103E-03  0.205040E-02  0.436885E-03  0.874387E-03  0.346662E-03  0.207470E+03
  0.100850E+03  0.250915E+01 -0.496068E+01 -0.167286E+02  0.752412E-03  0.584416E-03  0.470798E-03  0.473772E-03  0.234103E-03  0.205040E-02  0.436885E-03  0.874387E-03  0.346662E-03  0.208164E+03
  0.100850E+03  0.148113E+01 -0.501289E+01 -0.167286E+02  0.752412E-03  0.584416E-03  0.470798E-03  0.473772E-03  0.347676E-03  0.205040E-02  0.414008E-02  0.874387E-03  0.346662E-03  0.204170E+03
  0.100850E+03  0.148113E+01 -0.501289E+01 -0.163720E+02  0.752412E-03  0.584416E-03  0.470798E-03  0.473772E-03  0.347676E-03  0.205040E-02  0.429248E-02  0.874387E-03  0.613881E-03  0.203313E+03
  0.100850E+03  0.148113E+01 -0.518062E+01 -0.163720E+02  0.752412E-03  0.584416E-03  0.470798E-03  0.473772E-03  0.347676E-03  0.205040E-02  0.429248E-02  0.698798E-03  0.613881E-03  0.203685E+03
  0.100850E+03  0.148113E+01 -0.281402E+01 -0.163720E+02  0.337286E-03  0.584416E-03  0.470798E-03  0.473772E-03  0.347676E-03  0.205040E-02  0.429248E-02  0.698798E-03  0.613881E-03  0.204365E+03
  0.100850E+03  0.148113E+01 -0.281402E+01 -0.163720E+02  0.337286E-03  0.584416E-03  0.470798E-03  0.473772E-03  0.347676E-03  0.205040E-02  0.429248E-02  0.698798E-03  0.613881E-03  0.204365E+03
  0.100850E+03  0.148113E+01 -0.281402E+01 -0.163720E+02  0.337286E-03  0.584416E-03  0.223885E-03  0.473772E-03  0.347676E-03  0.205040E-02  0.429248E-02  0.698798E-03  0.613881E-03  0.204358E+03
  0.100850E+03  0.148113E+01 -0.281402E+01 -0.163720E+02  0.337286E-03  0.584416E-03  0.223885E-03  0.473772E-03  0.347676E-03  0.588853E-03  0.429248E-02  0.698798E-03  0.613881E-03  0.204707E+03
  0.100850E+03  0.148113E+01 -0.540082E+01 -0.101580E+02  0.337286E-03  0.584416E-03  0.223885E-03  0.473772E-03  0.347676E-03  0.376915E-02  0.313518E-02  0.869466E-04  0.613881E-03  0.203494E+03
  0.100850E+03  0.148113E+01 -0.372632E+00 -0.227660E+01  0.337286E-03  0.584416E-03  0.223885E-03  0.473772E-03  0.347676E-03  0.376915E-02  0.313518E-02  0.741536E-03  0.613881E-03  0.201904E+03
  0.100850E+03  0.199682E+01  0.765559E+01 -0.107771E+02  0.337286E-03  0.584416E-03  0.223885E-03  0.473772E-03  0.347676E-03  0.384269E-02  0.313518E-02  0.741536E-03  0.613881E-03  0.200959E+03
  0.100850E+03  0.199682E+01 -0.330658E+01 -0.107771E+02  0.337286E-03  0.584416E-03  0.223885E-03  0.473772E-03  0.347676E-03  0.384269E-02  0.313518E-02  0.741536E-03  0.613881E-03  0.203290E+03
  0.100850E+03  0.386738E+01 -0.330658E+01 -0.154419E+02  0.337286E-03  0.584416E-03  0.223885E-03  0.473772E-03  0.347676E-03  0.345102E-02  0.313518E-02  0.741536E-03  0.613881E-03  0.203462E+03
  0.100850E+03  0.386738E+01 -0.444116E+01 -0.154419E+02  0.337286E-03  0.584416E-03  0.223885E-03  0.139530E-02  0.347676E-03  0.345102E-02  0.975085E-03  0.741536E-03  0.613881E-03  0.205365E+03
  0.100850E+03 -0.290584E+01 -0.444116E+01 -0.148760E+02  0.337286E-03  0.584416E-03  0.436946E-03  0.139530E-02  0.255915E-03  0.345102E-02  0.975085E-03  0.741536E-03  0.613881E-03  0.204775E+03
  0.100850E+03 -0.290584E+01 -0.444116E+01 -0.155897E+02  0.337286E-03  0.584416E-03  0.436946E-03  0.139530E-02  0.161400E-02  0.345102E-02  0.975085E-03  0.741536E-03  0.613881E-03  0.203175E+03
  0.100850E+03 -0.290584E+01 -0.444116E+01 -0.155897E+02  0.337286E-03  0.584416E-03  0.436946E-03  0.139530E-02  0.161400E-02  0.144558E-02  0.975085E-03  0.741536E-03  0.613881E-03  0.205845E+03
  0.100850E+03 -0.151325E+01 -0.413306E+01  0.132123E+01  0.337286E-03  0.584416E-03  0.436946E-03  0.139530E-02  0.100753E-02  0.144558E-02  0.975085E-03  0.741536E-03  0.613881E-03  0.205363E+03
  0.100850E+03  0.254587E+01 -0.149450E+01  0.132123E+01  0.337286E-03  0.584416E-03  0.436946E-03  0.924542E-03  0.100753E-02  0.144558E-02  0.975085E-03  0.741536E-03  0.189945E-04  0.207878E+03
  0.100850E+03  0.254587E+01 -0.677704E+01  0.353974E+01  0.337286E-03  0.584416E-03  0.180594E-02  0.924542E-03  0.100753E-02  0.144558E-02  0.975085E-03  0.741536E-03  0.189945E-04  0.206015E+03
  0.100850E+03  0.254587E+01 -0.677704E+01  0.353974E+01  0.337286E-03  0.584416E-03  0.180594E-02  0.924542E-03  0.100753E-02  0.144558E-02  0.975085E-03  0.741536E-03  0.189945E-04  0.206015E+03
  0.100850E+03  0.254587E+01 -0.677704E+01  0.353974E+01  0.427931E-04  0.584416E-03  0.180594E-02  0.924542E-03  0.100753E-02  0.144558E-02  0.975085E-03  0.741536E-03  0.189945E-04  0.206000E+03
  0.100850E+03  0.254587E+01 -0.869209E+01  0.950555E+00  0.427931E-04  0.584416E-03  0.180594E-02  0.924542E-03  0.100753E-02  0.144558E-02  0.975085E-03  0.741536E-03  0.189945E-04  0.206296E+03
