a0_min        a0_flood      Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.100000E+03  0.330000E+02  0.500000E-03  0.100000E+02  0.100000E+02  0.150000E+02  0.150000E+02 -0.324735E+03
  0.107954E+03  0.348326E+02  0.500000E-03  0.975932E+01  0.799930E+01  0.144004E+02  0.152304E+02 -0.377113E+02
  0.109056E+03  0.383547E+02  0.500000E-03  0.908221E+01  0.799930E+01  0.129382E+02  0.139589E+02  0.228620E+02
  0.109056E+03  0.383547E+02  0.500000E-03  0.984446E+01  0.964707E+01  0.122462E+02  0.129770E+02  0.230029E+02
  0.109181E+03  0.383547E+02  0.500000E-03  0.984446E+01  0.995363E+01  0.117139E+02  0.121811E+02  0.237931E+02
  0.109181E+03  0.406330E+02  0.109105E-02  0.981146E+01  0.106587E+02  0.120822E+02  0.112753E+02  0.419603E+02
  0.109181E+03  0.406330E+02  0.109105E-02  0.924080E+01  0.103182E+02  0.137020E+02  0.112753E+02  0.423747E+02
  0.115505E+03  0.399917E+02  0.109105E-02  0.112980E+02  0.102864E+02  0.140382E+02  0.111082E+02  0.430409E+02
  0.115505E+03  0.399917E+02  0.109105E-02  0.108962E+02  0.104076E+02  0.112683E+02  0.114376E+02  0.425809E+02
  0.115505E+03  0.399917E+02  0.109105E-02  0.120088E+02  0.106730E+02  0.111440E+02  0.133976E+02  0.426301E+02
  0.115505E+03  0.414331E+02  0.109105E-02  0.120088E+02  0.103031E+02  0.111440E+02  0.124186E+02  0.411015E+02
  0.115505E+03  0.377268E+02  0.600797E-03  0.139330E+02  0.109043E+02  0.113978E+02  0.124186E+02  0.466618E+02
  0.115505E+03  0.377268E+02  0.600797E-03  0.133672E+02  0.105610E+02  0.122333E+02  0.124186E+02  0.474663E+02
  0.115505E+03  0.377268E+02  0.600797E-03  0.133672E+02  0.103133E+02  0.136728E+02  0.137461E+02  0.480655E+02
  0.115505E+03  0.377268E+02  0.268057E-03  0.135942E+02  0.778349E+01  0.128737E+02  0.146471E+02  0.475473E+02
  0.115505E+03  0.377268E+02  0.268057E-03  0.135942E+02  0.753221E+01  0.128737E+02  0.159794E+02  0.472311E+02
  0.115505E+03  0.375441E+02  0.501393E-03  0.135115E+02  0.840093E+01  0.123669E+02  0.142467E+02  0.485865E+02
  0.115505E+03  0.375441E+02  0.501393E-03  0.127944E+02  0.661275E+01  0.130850E+02  0.154413E+02  0.476131E+02
  0.115505E+03  0.375441E+02  0.501393E-03  0.129272E+02  0.711460E+01  0.125407E+02  0.134694E+02  0.480313E+02
  0.114807E+03  0.375441E+02  0.501393E-03  0.119542E+02  0.704800E+01  0.127082E+02  0.134694E+02  0.485551E+02
  0.114807E+03  0.375441E+02  0.501393E-03  0.114329E+02  0.704800E+01  0.120491E+02  0.146418E+02  0.486249E+02
  0.114807E+03  0.368819E+02  0.501393E-03  0.103585E+02  0.771802E+01  0.140938E+02  0.129192E+02  0.491453E+02
  0.114807E+03  0.357891E+02  0.501393E-03  0.110186E+02  0.861698E+01  0.155386E+02  0.112260E+02  0.462648E+02
  0.114807E+03  0.365467E+02  0.501393E-03  0.104280E+02  0.879107E+01  0.152141E+02  0.112260E+02  0.484146E+02
  0.114807E+03  0.365467E+02  0.501393E-03  0.104831E+02  0.879107E+01  0.134058E+02  0.106727E+02  0.480271E+02
  0.114807E+03  0.365467E+02  0.501393E-03  0.104578E+02  0.790706E+01  0.142835E+02  0.110146E+02  0.479452E+02
  0.114807E+03  0.365467E+02  0.501393E-03  0.964412E+01  0.682716E+01  0.169615E+02  0.138842E+02  0.476054E+02
  0.114807E+03  0.365467E+02  0.501393E-03  0.917664E+01  0.676385E+01  0.182835E+02  0.141040E+02  0.471340E+02
  0.114807E+03  0.385554E+02  0.501393E-03  0.917664E+01  0.800827E+01  0.190421E+02  0.146897E+02  0.489717E+02
  0.114807E+03  0.385554E+02  0.501393E-03  0.894834E+01  0.799050E+01  0.158369E+02  0.132524E+02  0.497004E+02
  0.114807E+03  0.377618E+02  0.501393E-03  0.829713E+01  0.799050E+01  0.159603E+02  0.144637E+02  0.498567E+02
