a0_min         a1_min         a2_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.977639E+02   0.343122E+01   0.224081E+01   0.484485E-03   0.111094E+02   0.770197E+01   0.149063E+02   0.167126E+02   0.174167E+03
   0.977639E+02   0.846524E+00   0.311982E+01   0.657838E-03   0.550577E+01   0.118361E+02   0.133116E+02   0.174657E+02   0.171223E+03
   0.977639E+02  -0.193258E+01  -0.360296E+01   0.628853E-03   0.814092E+01   0.108450E+02   0.918878E+01   0.124547E+02   0.172257E+03
   0.977217E+02   0.271476E+01   0.960359E+00   0.761338E-03   0.129094E+02   0.108193E+02   0.164535E+02   0.130441E+02   0.173885E+03
   0.979204E+02  -0.202263E+01  -0.202038E-01   0.128585E-02   0.872271E+01   0.866734E+01   0.138031E+02   0.172576E+02   0.167917E+03
   0.982943E+02   0.421268E+01   0.417687E+01   0.863695E-03   0.987361E+01   0.719630E+01   0.218935E+02   0.115759E+02   0.170103E+03
   0.975289E+02  -0.339255E+00  -0.139873E+00   0.454038E-03   0.794891E+01   0.103073E+02   0.159565E+02   0.215726E+02   0.173093E+03
   0.981036E+02  -0.175365E+01  -0.347829E+01   0.612772E-03   0.110374E+02   0.104000E+02   0.159456E+02   0.128584E+02   0.174895E+03
   0.990431E+02  -0.140098E+00   0.997175E+01   0.556873E-03   0.108592E+02   0.987458E+01   0.144641E+02   0.131551E+02   0.174342E+03
   0.990999E+02   0.333575E+01  -0.707838E+00   0.944441E-03   0.103145E+02   0.100977E+02   0.174219E+02   0.141924E+02   0.171909E+03
   0.987844E+02   0.226197E+01  -0.651742E+01   0.944441E-03   0.112160E+02   0.105116E+02   0.118908E+02   0.157240E+02   0.171410E+03
   0.985467E+02  -0.276754E+01  -0.373979E+01   0.875416E-03   0.117187E+02   0.114740E+02   0.982367E+01   0.120848E+02   0.170209E+03
   0.981348E+02  -0.115178E+01   0.115709E+02   0.117477E-02   0.940122E+01   0.684333E+01   0.131967E+02   0.236956E+02   0.164437E+03
   0.978945E+02  -0.182283E+01   0.295697E+01   0.833482E-03   0.105729E+02   0.686523E+01   0.146731E+02   0.156329E+02   0.172794E+03
   0.979743E+02   0.884274E+01   0.458401E+01   0.796156E-03   0.116383E+02   0.116873E+02   0.156821E+02   0.130236E+02   0.170309E+03
   0.970730E+02   0.767153E+01   0.655194E+01   0.796156E-03   0.119439E+02   0.117045E+02   0.121269E+02   0.129632E+02   0.169510E+03
   0.976136E+02   0.213882E+01   0.643985E+01   0.445009E-03   0.121737E+02   0.943493E+01   0.136830E+02   0.156959E+02   0.173631E+03
   0.993781E+02  -0.216922E+01   0.742843E+01   0.821747E-03   0.990195E+01   0.875415E+01   0.119916E+02   0.119391E+02   0.172638E+03
   0.998750E+02  -0.492011E+00   0.822093E+01   0.627639E-03   0.114042E+02   0.113297E+02   0.115739E+02   0.152276E+02   0.172201E+03
   0.973494E+02  -0.169422E+01  -0.866951E+01   0.843433E-03   0.128717E+02   0.898725E+01   0.157371E+02   0.161930E+02   0.172213E+03
   0.973494E+02  -0.128523E+01  -0.585669E+01   0.549170E-03   0.867501E+01   0.961486E+01   0.145271E+02   0.161606E+02   0.175097E+03
   0.977570E+02   0.540547E+01  -0.243356E+01   0.787710E-03   0.139450E+02   0.109579E+02   0.173858E+02   0.186857E+02   0.170842E+03
   0.971163E+02   0.750568E+01   0.935308E+00   0.787710E-03   0.736385E+01   0.115617E+02   0.135010E+02   0.184806E+02   0.170222E+03
   0.998455E+02   0.383331E+01   0.243529E+01   0.890073E-03   0.111409E+02   0.760946E+01   0.197279E+02   0.183665E+02   0.168834E+03
   0.974882E+02   0.320573E+01   0.222769E+00   0.334348E-03   0.114591E+02   0.104562E+02   0.139399E+02   0.135295E+02   0.172560E+03
   0.982406E+02   0.224952E+01  -0.958195E+01   0.630839E-03   0.103223E+02   0.521311E+01   0.155004E+02   0.140637E+02   0.169122E+03
   0.977302E+02  -0.180413E+01  -0.565518E+00   0.776294E-03   0.670819E+01   0.110022E+02   0.121896E+02   0.967039E+01   0.170870E+03
   0.976008E+02   0.207619E+01  -0.750282E+01   0.776294E-03   0.121366E+02   0.978769E+01   0.183405E+02   0.159470E+02   0.173279E+03
   0.976008E+02   0.161292E+00  -0.171435E+00   0.478390E-03   0.104835E+02   0.869226E+01   0.151905E+02   0.123474E+02   0.175538E+03
   0.975345E+02   0.105287E+01  -0.118769E+02   0.765107E-03   0.125942E+02   0.858723E+01   0.161864E+02   0.181389E+02   0.172019E+03
   0.975684E+02   0.448479E+01   0.224417E+01   0.521258E-03   0.742996E+01   0.124225E+02   0.189142E+02   0.126459E+02   0.172136E+03
   0.991939E+02   0.171675E+01  -0.227939E+01   0.709785E-03   0.819279E+01   0.102268E+02   0.165995E+02   0.123062E+02   0.172963E+03
   0.979614E+02   0.218126E+01  -0.122274E+01   0.709785E-03   0.101062E+02   0.126831E+02   0.221558E+02   0.123062E+02   0.172278E+03
   0.967759E+02   0.131118E+01  -0.237209E+01   0.459760E-03   0.892176E+01   0.130147E+02   0.962858E+01   0.185413E+02   0.171217E+03
   0.967759E+02  -0.995534E-01   0.968698E+00   0.529764E-03   0.778350E+01   0.109539E+02   0.237779E+02   0.122739E+02   0.170983E+03
   0.971381E+02   0.123932E+01  -0.272103E+01   0.529764E-03   0.886715E+01   0.903923E+01   0.198725E+02   0.174460E+02   0.174286E+03
   0.978135E+02  -0.152151E+01   0.146139E+01   0.547993E-03   0.756437E+01   0.104155E+02   0.124449E+02   0.161751E+02   0.174699E+03
   0.977926E+02   0.558020E+01  -0.958607E+00   0.709246E-03   0.155069E+02   0.108028E+02   0.183584E+02   0.200025E+02   0.169343E+03
   0.971254E+02  -0.486490E+01  -0.999311E+01   0.718912E-03   0.106077E+02   0.874878E+01   0.151760E+02   0.157375E+02   0.170986E+03
   0.994705E+02  -0.254228E+01   0.413885E+01   0.594434E-03   0.902641E+01   0.107767E+02   0.162575E+02   0.143334E+02   0.173228E+03
   0.978087E+02   0.106907E+01  -0.682057E+01   0.602556E-03   0.774089E+01   0.716435E+01   0.165560E+02   0.142852E+02   0.173671E+03
   0.978087E+02   0.372443E+01   0.226000E+01   0.602556E-03   0.775700E+01   0.902188E+01   0.153543E+02   0.173459E+02   0.174643E+03
   0.978087E+02   0.440059E+01  -0.672477E+01   0.602556E-03   0.659079E+01   0.758263E+01   0.173800E+02   0.139790E+02   0.171266E+03
   0.971946E+02   0.345919E+00   0.126114E+01   0.602556E-03   0.110693E+02   0.108694E+02   0.176448E+02   0.131423E+02   0.175022E+03
   0.984416E+02   0.149697E+01  -0.545987E+00   0.567507E-03   0.961994E+01   0.102284E+02   0.210891E+02   0.150303E+02   0.173869E+03
   0.977708E+02   0.321969E+01  -0.439013E+01   0.627754E-03   0.110941E+02   0.849918E+01   0.188252E+02   0.132673E+02   0.174128E+03
   0.983268E+02   0.474676E+01  -0.116602E+00   0.750047E-03   0.688396E+01   0.694289E+01   0.196580E+02   0.140662E+02   0.170609E+03
   0.983268E+02   0.126628E+01   0.222324E+01   0.741838E-03   0.143240E+02   0.104657E+02   0.105416E+02   0.145698E+02   0.172367E+03
   0.993128E+02   0.398281E+01   0.351927E+01   0.101544E-02   0.106167E+02   0.120098E+02   0.139641E+02   0.158650E+02   0.170707E+03
   0.982644E+02  -0.367940E+01   0.297661E+01   0.736966E-03   0.119978E+02   0.119103E+02   0.168827E+02   0.181285E+02   0.172233E+03
   0.974873E+02   0.152086E+01  -0.236420E+01   0.679129E-03   0.822712E+01   0.113475E+02   0.158830E+02   0.136680E+02   0.175382E+03
   0.976350E+02   0.341080E+01   0.335921E+01   0.764688E-03   0.135896E+02   0.779602E+01   0.143223E+02   0.150105E+02   0.172984E+03
   0.964018E+02   0.296913E+01   0.786407E+00   0.639107E-03   0.104322E+02   0.111384E+02   0.143721E+02   0.157033E+02   0.173931E+03
   0.965917E+02   0.139791E+01  -0.462536E+01   0.655592E-03   0.100434E+02   0.903217E+01   0.189776E+02   0.157033E+02   0.174241E+03
   0.984548E+02  -0.160330E+00  -0.126559E+02   0.596443E-03   0.891447E+01   0.948335E+01   0.157985E+02   0.197538E+02   0.171081E+03
   0.972946E+02   0.128158E+01  -0.119774E+02   0.652136E-03   0.881225E+01   0.983197E+01   0.146016E+02   0.163742E+02   0.173856E+03
   0.992202E+02   0.414781E-02  -0.839224E+01   0.870071E-03   0.901552E+01   0.675471E+01   0.206422E+02   0.157543E+02   0.168753E+03
   0.981446E+02   0.766313E+00  -0.640124E+01   0.412509E-03   0.993511E+01   0.115451E+02   0.196861E+02   0.158078E+02   0.171447E+03
   0.981446E+02   0.484444E+00  -0.102846E+02   0.789303E-03   0.845885E+01   0.109454E+02   0.154257E+02   0.118216E+02   0.172917E+03
   0.976291E+02  -0.138100E+01   0.108018E+02   0.654449E-03   0.124244E+02   0.967751E+01   0.118281E+02   0.160705E+02   0.171516E+03
   0.983706E+02  -0.216975E+01   0.134455E+02   0.583742E-03   0.117839E+02   0.113888E+02   0.199251E+02   0.129610E+02   0.170154E+03
   0.983706E+02   0.225050E+01   0.250827E+01   0.583742E-03   0.670037E+01   0.116740E+02   0.115505E+02   0.168454E+02   0.172944E+03
   0.995060E+02   0.670252E+01  -0.345022E+00   0.820843E-03   0.944697E+01   0.105189E+02   0.163637E+02   0.135551E+02   0.170674E+03
   0.969727E+02  -0.410535E+01   0.780501E+01   0.819202E-03   0.946782E+01   0.825843E+01   0.165769E+02   0.124960E+02   0.169898E+03
   0.976142E+02  -0.265359E+01  -0.124651E+01   0.687326E-03   0.101944E+02   0.905824E+01   0.142555E+02   0.204847E+02   0.173537E+03
   0.970966E+02  -0.188809E-01  -0.225415E+01   0.578298E-03   0.114818E+02   0.125789E+02   0.165573E+02   0.190100E+02   0.173628E+03
   0.975904E+02   0.910923E+00   0.182319E+01   0.578298E-03   0.663215E+01   0.741939E+01   0.208626E+02   0.169349E+02   0.171833E+03
   0.973355E+02   0.198406E+01  -0.344613E+01   0.442338E-03   0.983705E+01   0.140061E+02   0.153710E+02   0.137318E+02   0.173449E+03
   0.972541E+02   0.184592E+01   0.391929E+01   0.454211E-03   0.771790E+01   0.105143E+02   0.158806E+02   0.137593E+02   0.174140E+03
   0.972541E+02  -0.202526E+01  -0.510459E+01   0.671626E-03   0.114893E+02   0.871068E+01   0.179086E+02   0.118916E+02   0.173518E+03
