<CdSiteHydro>;<CdStationHydro>;<CdCapteur>;<GrdSerieObsHydro>;<DtObsHydro>;<StObsHydro>;<ResObsHydro>;<QualifObsHydro>;<MethObsHydro>;<ContObsHydro>;<FLG>
"Code du site hydrométrique";"Code de la station hydrométrique";"Code du capteur";"Grandeur observée de la série";"Date d'observation hydrométrique";"Résultat de l'observation hydro";"Résultat de l'observation hydrométrique";"Qualification de la donnée de l'observation hydrométrique";"Méthode d'obtention du résultat de l'observation hydrométrique";"Continuité de la donnée de l'observation hydrométrique";<FLG>
V2942010;V294201001;;Q;"1958-12-31 23:00:00";16;236609;20;10;1;<FLG>
V2942010;V294201001;;Q;"1959-01-01 00:12:00";16;234261;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 02:40:00";16;231913;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 04:22:00";16;229565;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 05:40:00";16;196696;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 07:36:00";16;146000;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 10:05:00";16;128278;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 11:53:00";16;123444;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 12:36:00";16;125056;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 13:47:00";16;151750;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 15:06:00";16;188167;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 15:50:00";16;203739;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 16:58:00";16;213130;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 18:16:00";16;213130;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 19:16:00";16;213130;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 20:47:00";16;190083;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 21:37:00";16;174750;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 22:49:00";16;169000;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 23:20:00";16;169000;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-01 23:31:00";16;172833;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-02 00:27:00";16;190083;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-02 01:06:00";16;201391;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-02 02:04:00";16;203739;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-02 03:03:00";16;194348;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-02 05:05:00";16;165167;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-02 07:44:00";16;128278;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-02 09:46:00";16;115561;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-02 11:01:00";16;112683;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-02 11:57:00";16;111244;20;10;0;<FLG>
V2942010;V294201001;;Q;"1959-01-02 13:02:00";16;115561;20;10;0;<FLG>
