<CdSiteHydro>;<CdStationHydro>;<CdCapteur>;<GrdSerieObsHydro>;<DtObsHydro>;<StObsHydro>;<ResObsHydro>;<QualifObsHydro>;<MethObsHydro>;<ContObsHydro>;<FLG>
"Code du site hydrométrique";"Code de la station hydrométrique";"Code du capteur";"Grandeur observée de la série";"Date d'observation hydrométrique";"Résultat de l'observation hydro";"Résultat de l'observation hydrométrique";"Qualification de la donnée de l'observation hydrométrique";"Méthode d'obtention du résultat de l'observation hydrométrique";"Continuité de la donnée de l'observation hydrométrique";<FLG>
V2942010;V294201001;;Q;"2010-01-01 01:48:00";16;296814;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-01 13:15:00";16;296814;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-01 16:36:00";16;294257;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-01 20:42:00";16;299371;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-02 00:44:00";16;284029;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-02 03:03:00";16;301929;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-02 04:57:00";16;309600;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-02 17:42:00";16;299371;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-02 18:27:00";16;294257;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-02 19:53:00";16;278914;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-02 22:03:00";16;268686;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-02 23:21:00";16;266129;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-02 23:33:00";16;263571;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-03 01:49:00";16;263571;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-03 03:09:00";16;278914;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-03 04:33:00";16;286586;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-03 04:57:00";16;284029;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-03 07:17:00";16;281471;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-03 08:06:00";16;271243;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-03 08:12:00";16;266129;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-03 08:38:00";16;258457;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-03 08:54:00";16;250786;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-03 10:15:00";16;233778;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-03 13:03:00";16;223222;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-03 14:30:00";16;221111;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-03 15:44:00";16;208444;20;10;0;<FLG>
V2942010;V294201001;;Q;"2010-01-03 16:36:00";16;193667;20;10;0;<FLG>
