a0_min         a0_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.119327E+03   0.330301E+02   0.632010E-03   0.105628E+02   0.111775E+02   0.122105E+02   0.295197E-03   0.555079E+02   0.540999E+00   0.000000E+00   0.549669E+02  -0.109934E+03
   0.120321E+03   0.330301E+02   0.632010E-03   0.106939E+02   0.100121E+02   0.125528E+02   0.465895E-03   0.554983E+02   0.876204E+00   0.000000E+00   0.546221E+02  -0.109244E+03
   0.120321E+03   0.330301E+02   0.632010E-03   0.100769E+02   0.981619E+01   0.132179E+02   0.774816E-03   0.555242E+02   0.902053E+00   0.000000E+00   0.546221E+02  -0.109244E+03
   0.120321E+03   0.330301E+02   0.252651E-03   0.908761E+01   0.998303E+01   0.132179E+02   0.774816E-03   0.575430E+02   0.879116E+00   0.000000E+00   0.566639E+02  -0.113328E+03
   0.120321E+03   0.330301E+02   0.252651E-03   0.946978E+01   0.998303E+01   0.151035E+02   0.774816E-03   0.576451E+02   0.981253E+00   0.000000E+00   0.566638E+02  -0.113328E+03
   0.120321E+03   0.332676E+02   0.252651E-03   0.967820E+01   0.941737E+01   0.161670E+02   0.691012E-03   0.570447E+02   0.937624E+00   0.000000E+00   0.561071E+02  -0.112214E+03
   0.120321E+03   0.332676E+02   0.252651E-03   0.995975E+01   0.941737E+01   0.150850E+02   0.691012E-03   0.571682E+02   0.106116E+01   0.000000E+00   0.561070E+02  -0.112214E+03
   0.118298E+03   0.332676E+02   0.252651E-03   0.785084E+01   0.957073E+01   0.155119E+02   0.697601E-03   0.573078E+02   0.524671E+00   0.000000E+00   0.567831E+02  -0.113566E+03
   0.118298E+03   0.332676E+02   0.252651E-03   0.887235E+01   0.919825E+01   0.155119E+02   0.697601E-03   0.577149E+02   0.931707E+00   0.000000E+00   0.567832E+02  -0.113566E+03
   0.118298E+03   0.332676E+02   0.252651E-03   0.929875E+01   0.749655E+01   0.160176E+02   0.697601E-03   0.569630E+02   0.179819E+00   0.000000E+00   0.567832E+02  -0.113566E+03
   0.118298E+03   0.332676E+02   0.252651E-03   0.929875E+01   0.650648E+01   0.135047E+02   0.697601E-03   0.559202E+02  -0.863008E+00   0.000000E+00   0.567832E+02  -0.113566E+03
   0.118298E+03   0.332676E+02   0.252651E-03   0.929875E+01   0.727888E+01   0.155860E+02   0.697601E-03   0.568321E+02   0.489842E-01   0.000000E+00   0.567831E+02  -0.113566E+03
