a0_min        a0_flood      Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.100000E+03  0.330000E+02  0.500000E-03  0.100000E+02  0.100000E+02  0.150000E+02  0.100000E-02 -0.146691E+03
  0.111932E+03  0.330000E+02  0.500000E-03  0.975932E+01  0.799930E+01  0.144004E+02  0.146076E-02  0.284639E+02
  0.113584E+03  0.330000E+02  0.500000E-03  0.104159E+02  0.729067E+01  0.164161E+02  0.146076E-02  0.386437E+02
  0.113584E+03  0.330000E+02  0.500000E-03  0.103153E+02  0.805292E+01  0.188878E+02  0.768352E-04  0.382466E+02
  0.113584E+03  0.331247E+02  0.500000E-03  0.116385E+02  0.805292E+01  0.193476E+02  0.768352E-04  0.383120E+02
  0.113584E+03  0.331247E+02  0.148684E-02  0.122033E+02  0.805292E+01  0.173259E+02  0.768352E-04  0.449834E+02
  0.117267E+03  0.331247E+02  0.148684E-02  0.114494E+02  0.102884E+02  0.189014E+02  0.301572E-02  0.468054E+02
  0.117267E+03  0.328969E+02  0.428428E-03  0.114980E+02  0.102884E+02  0.170789E+02  0.301572E-02  0.519903E+02
  0.117267E+03  0.336107E+02  0.428428E-03  0.114766E+02  0.115086E+02  0.168393E+02  0.301572E-02  0.524246E+02
  0.119085E+03  0.336107E+02  0.428428E-03  0.114766E+02  0.115086E+02  0.168393E+02  0.301572E-02  0.536097E+02
  0.119085E+03  0.327825E+02  0.428428E-03  0.104286E+02  0.119453E+02  0.175089E+02  0.301572E-02  0.541411E+02
  0.119085E+03  0.327825E+02  0.428428E-03  0.907238E+01  0.106676E+02  0.179982E+02  0.301572E-02  0.544962E+02
  0.119085E+03  0.327825E+02  0.428428E-03  0.973612E+01  0.119168E+02  0.185935E+02  0.131820E-02  0.552968E+02
  0.119085E+03  0.327825E+02  0.428428E-03  0.109469E+02  0.127410E+02  0.185935E+02  0.136555E-02  0.546246E+02
  0.119085E+03  0.327825E+02  0.428428E-03  0.118319E+02  0.127410E+02  0.185935E+02  0.367333E-03  0.551556E+02
  0.119085E+03  0.327825E+02  0.428428E-03  0.114158E+02  0.127410E+02  0.196872E+02  0.367333E-03  0.549210E+02
  0.119085E+03  0.327825E+02  0.428428E-03  0.114158E+02  0.127857E+02  0.211413E+02  0.367333E-03  0.542770E+02
  0.119085E+03  0.327825E+02  0.428428E-03  0.110779E+02  0.116306E+02  0.208952E+02  0.367333E-03  0.550700E+02
  0.119085E+03  0.327825E+02  0.428428E-03  0.928976E+01  0.116306E+02  0.220898E+02  0.367333E-03  0.547543E+02
  0.119085E+03  0.327825E+02  0.428428E-03  0.979161E+01  0.112677E+02  0.201179E+02  0.158040E-03  0.554349E+02
  0.119085E+03  0.327825E+02  0.428428E-03  0.101753E+02  0.107890E+02  0.201179E+02  0.158040E-03  0.555476E+02
  0.119085E+03  0.327825E+02  0.428428E-03  0.971190E+01  0.112875E+02  0.201179E+02  0.158040E-03  0.554309E+02
  0.119085E+03  0.327825E+02  0.428428E-03  0.863742E+01  0.112875E+02  0.201179E+02  0.158040E-03  0.552906E+02
  0.119085E+03  0.327825E+02  0.428428E-03  0.863742E+01  0.115481E+02  0.188577E+02  0.158040E-03  0.556793E+02
  0.119085E+03  0.327825E+02  0.428428E-03  0.732191E+01  0.115481E+02  0.169702E+02  0.102397E-02  0.553010E+02
  0.119085E+03  0.330239E+02  0.428428E-03  0.737697E+01  0.991255E+01  0.151619E+02  0.102397E-02  0.562559E+02
  0.120253E+03  0.330239E+02  0.637430E-03  0.735166E+01  0.902854E+01  0.160396E+02  0.102397E-02  0.543356E+02
  0.120253E+03  0.330239E+02  0.637430E-03  0.735166E+01  0.794864E+01  0.160396E+02  0.102397E-02  0.539346E+02
  0.120253E+03  0.330239E+02  0.637430E-03  0.735166E+01  0.788533E+01  0.173615E+02  0.146362E-02  0.531762E+02
  0.120253E+03  0.330239E+02  0.637430E-03  0.803974E+01  0.108806E+02  0.185179E+02  0.379371E-03  0.545702E+02
  0.120253E+03  0.330239E+02  0.637430E-03  0.812827E+01  0.106523E+02  0.184913E+02  0.379371E-03  0.546868E+02
  0.120253E+03  0.330239E+02  0.637430E-03  0.812827E+01  0.116161E+02  0.189035E+02  0.379371E-03  0.542261E+02
  0.119768E+03  0.330239E+02  0.637430E-03  0.671076E+01  0.112568E+02  0.189035E+02  0.231762E-02  0.516333E+02
  0.119768E+03  0.330239E+02  0.637430E-03  0.690468E+01  0.116911E+02  0.206704E+02  0.231762E-02  0.510051E+02
  0.119768E+03  0.330239E+02  0.366644E-03  0.702872E+01  0.116911E+02  0.208609E+02  0.621924E-02  0.506029E+02
  0.119083E+03  0.330239E+02  0.366644E-03  0.702016E+01  0.128199E+02  0.208828E+02  0.704465E-02  0.497355E+02
  0.119083E+03  0.330239E+02  0.366644E-03  0.702016E+01  0.139756E+02  0.198565E+02  0.795270E-02  0.490901E+02
  0.119083E+03  0.330239E+02  0.366644E-03  0.733717E+01  0.135031E+02  0.198565E+02  0.223286E-02  0.528171E+02
  0.119083E+03  0.330239E+02  0.366644E-03  0.811247E+01  0.114925E+02  0.198566E+02  0.348893E-02  0.535104E+02
  0.119083E+03  0.330239E+02  0.366644E-03  0.811247E+01  0.114110E+02  0.198921E+02  0.348893E-02  0.535273E+02
  0.120681E+03  0.330239E+02  0.366644E-03  0.811247E+01  0.118140E+02  0.202323E+02  0.124132E-02  0.539425E+02
  0.120681E+03  0.329424E+02  0.366644E-03  0.767136E+01  0.109660E+02  0.190697E+02  0.135424E-02  0.544550E+02
  0.120681E+03  0.329424E+02  0.366644E-03  0.728271E+01  0.112649E+02  0.192959E+02  0.135424E-02  0.539465E+02
  0.118394E+03  0.329424E+02  0.366644E-03  0.711915E+01  0.123893E+02  0.205508E+02  0.135424E-02  0.530908E+02
  0.118394E+03  0.329424E+02  0.366644E-03  0.794576E+01  0.104219E+02  0.205508E+02  0.135424E-02  0.544887E+02
  0.118394E+03  0.329424E+02  0.366644E-03  0.814531E+01  0.945269E+01  0.205508E+02  0.135424E-02  0.546781E+02
  0.118394E+03  0.329424E+02  0.366644E-03  0.729793E+01  0.816377E+01  0.205508E+02  0.403272E-03  0.545905E+02
  0.118394E+03  0.329424E+02  0.355012E-03  0.729793E+01  0.986940E+01  0.198300E+02  0.403272E-03  0.552670E+02
  0.118394E+03  0.329424E+02  0.355012E-03  0.729793E+01  0.986940E+01  0.220405E+02  0.403272E-03  0.542842E+02
  0.118394E+03  0.329424E+02  0.321623E-03  0.711167E+01  0.104684E+02  0.219731E+02  0.403272E-03  0.541898E+02
  0.118394E+03  0.329424E+02  0.321623E-03  0.829341E+01  0.105074E+02  0.219731E+02  0.403272E-03  0.550424E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.101310E+02  0.111405E+02  0.214643E+02  0.403272E-03  0.554724E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.110401E+02  0.101595E+02  0.201921E+02  0.298396E-02  0.538762E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.110401E+02  0.104395E+02  0.196512E+02  0.877907E-03  0.558613E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.110197E+02  0.983317E+01  0.213507E+02  0.877907E-03  0.552181E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.113410E+02  0.795449E+01  0.219848E+02  0.877907E-03  0.543719E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.113410E+02  0.795449E+01  0.196367E+02  0.877907E-03  0.554049E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.125086E+02  0.775592E+01  0.199635E+02  0.396662E-03  0.549957E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.110444E+02  0.924316E+01  0.214079E+02  0.396662E-03  0.555474E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.106441E+02  0.943963E+01  0.219179E+02  0.396662E-03  0.554340E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.106441E+02  0.993431E+01  0.220253E+02  0.396662E-03  0.553724E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.107193E+02  0.981513E+01  0.220253E+02  0.396662E-03  0.553620E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.895228E+01  0.104476E+02  0.216882E+02  0.396662E-03  0.555279E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.834142E+01  0.987031E+01  0.228498E+02  0.834079E-03  0.545199E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.825009E+01  0.993124E+01  0.228498E+02  0.834079E-03  0.544749E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.750255E+01  0.993124E+01  0.228498E+02  0.377360E-02  0.516255E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.750255E+01  0.857877E+01  0.227278E+02  0.683175E-02  0.499820E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.780636E+01  0.861361E+01  0.224260E+02  0.683175E-02  0.503690E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.780636E+01  0.819724E+01  0.210858E+02  0.325556E-02  0.527277E+02
  0.118394E+03  0.330301E+02  0.321623E-03  0.780636E+01  0.812325E+01  0.206451E+02  0.103550E-02  0.547275E+02
