a0_min         a0_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.119331E+03   0.330000E+02   0.450372E-03   0.122420E+02   0.125716E+02   0.119371E+02   0.311413E-03   0.646655E+02  -0.787796E+00   0.000000E+00   0.654533E+02  -0.130907E+03
   0.119331E+03   0.330000E+02   0.450372E-03   0.122420E+02   0.120935E+02   0.115157E+02   0.311413E-03   0.647219E+02  -0.731407E+00   0.000000E+00   0.654533E+02  -0.130907E+03
   0.119331E+03   0.330000E+02   0.464470E-03   0.102493E+02   0.131216E+02   0.115497E+02   0.311413E-03   0.647562E+02  -0.585930E+00   0.000000E+00   0.653421E+02  -0.130684E+03
   0.119331E+03   0.330000E+02   0.464470E-03   0.824852E+01   0.131216E+02   0.115497E+02   0.311413E-03   0.645175E+02  -0.824625E+00   0.000000E+00   0.653421E+02  -0.130684E+03
   0.119331E+03   0.330000E+02   0.498232E-03   0.782810E+01   0.116331E+02   0.139471E+02   0.311413E-03   0.653508E+02   0.297858E+00   0.000000E+00   0.650529E+02  -0.130106E+03
   0.119331E+03   0.330000E+02   0.498232E-03   0.100228E+02   0.128180E+02   0.143792E+02   0.907650E-03   0.638214E+02  -0.161821E+00   0.000000E+00   0.639832E+02  -0.127966E+03
   0.119331E+03   0.330000E+02   0.498232E-03   0.116440E+02   0.128180E+02   0.143792E+02   0.112706E-03   0.651761E+02  -0.893182E+00   0.000000E+00   0.660693E+02  -0.132139E+03
   0.119422E+03   0.330000E+02   0.498232E-03   0.830139E+01   0.100322E+02   0.160930E+02   0.200210E-02   0.626197E+02  -0.570613E+00   0.000000E+00   0.631903E+02  -0.126381E+03
   0.119419E+03   0.330000E+02   0.498232E-03   0.830139E+01   0.100322E+02   0.160930E+02   0.200210E-02   0.626197E+02  -0.570613E+00   0.000000E+00   0.631903E+02  -0.126381E+03
   0.119419E+03   0.330000E+02   0.345648E-03   0.830139E+01   0.106134E+02   0.158318E+02   0.211249E-02   0.632551E+02  -0.721681E+00   0.000000E+00   0.639768E+02  -0.127954E+03
   0.119419E+03   0.330000E+02   0.345648E-03   0.817652E+01   0.100345E+02   0.160454E+02   0.198284E-02   0.634354E+02  -0.604724E+00   0.000000E+00   0.640401E+02  -0.128080E+03
   0.119419E+03   0.330000E+02   0.345648E-03   0.817652E+01   0.924631E+01   0.160454E+02   0.198284E-02   0.634406E+02  -0.599525E+00   0.000000E+00   0.640401E+02  -0.128080E+03
   0.119419E+03   0.330000E+02   0.345648E-03   0.107956E+02   0.119924E+02   0.119871E+02   0.271597E-02   0.618260E+02  -0.189954E+01   0.000000E+00   0.637255E+02  -0.127451E+03
   0.118962E+03   0.330000E+02   0.345648E-03   0.107956E+02   0.124087E+02   0.119871E+02   0.329485E-02   0.607325E+02  -0.250815E+01   0.000000E+00   0.632406E+02  -0.126481E+03
   0.118962E+03   0.330000E+02   0.345648E-03   0.125686E+02   0.142575E+02   0.119871E+02   0.311347E-02   0.590502E+02  -0.424707E+01   0.000000E+00   0.632973E+02  -0.126595E+03
   0.118962E+03   0.330000E+02   0.345648E-03   0.125385E+02   0.129041E+02   0.119871E+02   0.160056E-02   0.617911E+02  -0.217151E+01   0.000000E+00   0.639626E+02  -0.127925E+03
   0.118962E+03   0.330000E+02   0.345648E-03   0.121697E+02   0.129041E+02   0.119871E+02   0.160056E-02   0.619786E+02  -0.198395E+01   0.000000E+00   0.639626E+02  -0.127925E+03
   0.118962E+03   0.330000E+02   0.345648E-03   0.131625E+02   0.990894E+01   0.119871E+02   0.146897E-02   0.627222E+02  -0.132615E+01   0.000000E+00   0.640484E+02  -0.128097E+03
   0.118962E+03   0.330000E+02   0.342240E-03   0.134643E+02   0.901031E+01   0.137261E+02   0.242418E-02   0.615610E+02  -0.197516E+01   0.000000E+00   0.635362E+02  -0.127072E+03
   0.118962E+03   0.330000E+02   0.342240E-03   0.116224E+02   0.829537E+01   0.115474E+02   0.106927E-02   0.637562E+02  -0.598510E+00   0.000000E+00   0.643547E+02  -0.128709E+03
   0.118962E+03   0.330000E+02   0.342240E-03   0.120023E+02   0.123739E+02   0.124567E+02   0.106927E-02   0.634079E+02  -0.946856E+00   0.000000E+00   0.643548E+02  -0.128710E+03
   0.118962E+03   0.330000E+02   0.342240E-03   0.111181E+02   0.136669E+02   0.145308E+02   0.808783E-03   0.638112E+02  -0.822706E+00   0.000000E+00   0.646339E+02  -0.129268E+03
   0.118962E+03   0.330000E+02   0.342240E-03   0.110953E+02   0.136669E+02   0.188000E+02   0.762392E-03   0.630402E+02  -0.165280E+01   0.000000E+00   0.646930E+02  -0.129386E+03
   0.118962E+03   0.330000E+02   0.342240E-03   0.105033E+02   0.127894E+02   0.220048E+02   0.762392E-03   0.623739E+02  -0.231917E+01   0.000000E+00   0.646931E+02  -0.129386E+03
   0.118962E+03   0.330000E+02   0.342240E-03   0.120138E+02   0.127894E+02   0.212423E+02   0.490517E-03   0.628716E+02  -0.226247E+01   0.000000E+00   0.651341E+02  -0.130268E+03
   0.118962E+03   0.330000E+02   0.342240E-03   0.120138E+02   0.127894E+02   0.212423E+02   0.324672E-03   0.633178E+02  -0.222889E+01   0.000000E+00   0.655467E+02  -0.131093E+03
   0.118962E+03   0.330000E+02   0.342240E-03   0.122865E+02   0.127894E+02   0.212423E+02   0.324672E-03   0.631861E+02  -0.236058E+01   0.000000E+00   0.655467E+02  -0.131093E+03
   0.118962E+03   0.330000E+02   0.342240E-03   0.136681E+02   0.109208E+02   0.170262E+02   0.324672E-03   0.647405E+02  -0.806177E+00   0.000000E+00   0.655467E+02  -0.131093E+03
   0.118962E+03   0.330000E+02   0.342240E-03   0.126903E+02   0.127690E+02   0.153388E+02   0.324672E-03   0.648183E+02  -0.728382E+00   0.000000E+00   0.655467E+02  -0.131093E+03
   0.120576E+03   0.330000E+02   0.342240E-03   0.126903E+02   0.148117E+02   0.123447E+02   0.324672E-03   0.608108E+02  -0.230994E+01   0.000000E+00   0.631207E+02  -0.126241E+03
   0.120576E+03   0.330000E+02   0.342240E-03   0.126903E+02   0.130954E+02   0.145754E+02   0.324672E-03   0.622519E+02  -0.868850E+00   0.000000E+00   0.631208E+02  -0.126242E+03
   0.120576E+03   0.330000E+02   0.326197E-03   0.989750E+01   0.130954E+02   0.163537E+02   0.278956E-03   0.628038E+02  -0.140676E+00   0.000000E+00   0.629445E+02  -0.125889E+03
   0.120576E+03   0.330000E+02   0.326197E-03   0.832064E+01   0.111081E+02   0.209630E+02   0.278956E-03   0.619364E+02  -0.100805E+01   0.000000E+00   0.629445E+02  -0.125889E+03
   0.120576E+03   0.330000E+02   0.326197E-03   0.832064E+01   0.902521E+01   0.218096E+02   0.278956E-03   0.617601E+02  -0.118432E+01   0.000000E+00   0.629444E+02  -0.125889E+03
   0.120576E+03   0.330000E+02   0.784901E-03   0.103335E+02   0.902521E+01   0.222240E+02   0.278956E-03   0.607193E+02  -0.119131E+01   0.000000E+00   0.619106E+02  -0.123821E+03
