a0_min        a1_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  LogPost       
  0.994146E+02  0.130168E+01  0.683459E-03  0.604261E-03  0.103707E-03  0.680161E-03  0.189644E+03
  0.994146E+02  0.130168E+01  0.683459E-03  0.980230E-03  0.103707E-03  0.680161E-03  0.188250E+03
  0.994146E+02  0.130168E+01  0.683459E-03  0.980230E-03  0.103707E-03  0.680161E-03  0.188250E+03
  0.994146E+02  0.130168E+01  0.683459E-03  0.980230E-03  0.103707E-03  0.680161E-03  0.188250E+03
  0.994146E+02  0.130168E+01  0.683459E-03  0.980230E-03  0.103707E-03  0.680161E-03  0.188250E+03
  0.100873E+03  0.130168E+01  0.683459E-03  0.980230E-03  0.103707E-03  0.856517E-03  0.188519E+03
  0.100873E+03  0.387077E-01  0.683459E-03  0.980230E-03  0.103707E-03  0.856517E-03  0.188654E+03
  0.100873E+03  0.387077E-01  0.683459E-03  0.980230E-03  0.103707E-03  0.856517E-03  0.188654E+03
  0.100873E+03 -0.355886E+01  0.282793E-03  0.980230E-03  0.103707E-03  0.856517E-03  0.188246E+03
  0.100873E+03 -0.355886E+01  0.282793E-03  0.980230E-03  0.103707E-03  0.856517E-03  0.188246E+03
  0.100873E+03  0.834204E+00  0.282793E-03  0.980230E-03  0.103707E-03  0.856517E-03  0.189824E+03
  0.100991E+03 -0.219940E+01  0.282793E-03  0.980230E-03  0.103707E-03  0.856517E-03  0.188993E+03
  0.100991E+03 -0.219940E+01  0.282793E-03  0.980230E-03  0.103707E-03  0.856517E-03  0.188993E+03
  0.100991E+03 -0.219940E+01  0.282793E-03  0.368289E-03  0.103707E-03  0.856517E-03  0.191766E+03
  0.100991E+03 -0.219940E+01  0.282793E-03  0.368289E-03  0.103707E-03  0.113521E-02  0.191926E+03
  0.100991E+03  0.208459E+01  0.282793E-03  0.368289E-03  0.103707E-03  0.113521E-02  0.193234E+03
  0.100991E+03 -0.216511E+01  0.282793E-03  0.368289E-03  0.103707E-03  0.113521E-02  0.191956E+03
  0.100991E+03 -0.216511E+01  0.282793E-03  0.221770E-03  0.103707E-03  0.113521E-02  0.192294E+03
  0.102298E+03 -0.216511E+01  0.282793E-03  0.221770E-03  0.103707E-03  0.113521E-02  0.189405E+03
  0.102298E+03 -0.216511E+01  0.282793E-03  0.221770E-03  0.103707E-03  0.165252E-02  0.188893E+03
  0.102298E+03  0.259738E+01  0.282793E-03  0.221770E-03  0.103707E-03  0.165252E-02  0.189652E+03
  0.102298E+03  0.259738E+01  0.282793E-03  0.221770E-03  0.103707E-03  0.165252E-02  0.189652E+03
  0.102298E+03  0.259738E+01  0.282793E-03  0.221770E-03  0.103707E-03  0.165252E-02  0.189652E+03
  0.102298E+03  0.118120E+01  0.282793E-03  0.221770E-03  0.103707E-03  0.165252E-02  0.189992E+03
  0.102298E+03  0.118120E+01  0.282793E-03  0.221770E-03  0.103707E-03  0.165252E-02  0.189992E+03
  0.102298E+03  0.471764E+00  0.282793E-03  0.221770E-03  0.103707E-03  0.165252E-02  0.189983E+03
  0.102298E+03  0.471764E+00  0.282793E-03  0.221770E-03  0.103707E-03  0.285372E-02  0.187235E+03
  0.102298E+03  0.471764E+00  0.282793E-03  0.221770E-03  0.103707E-03  0.285372E-02  0.187235E+03
  0.102298E+03  0.471764E+00  0.282793E-03  0.221770E-03  0.103707E-03  0.285372E-02  0.187235E+03
  0.102298E+03  0.471764E+00  0.282793E-03  0.221770E-03  0.103707E-03  0.285372E-02  0.187235E+03
  0.102298E+03  0.471764E+00  0.282793E-03  0.221770E-03  0.103707E-03  0.285372E-02  0.187235E+03
  0.102298E+03  0.471764E+00  0.282793E-03  0.221770E-03  0.103707E-03  0.285372E-02  0.187235E+03
  0.102298E+03  0.471764E+00  0.282793E-03  0.221770E-03  0.103707E-03  0.189462E-02  0.189457E+03
  0.102298E+03  0.845128E+00  0.282793E-03  0.221770E-03  0.103707E-03  0.189462E-02  0.189476E+03
  0.102298E+03 -0.461874E+01  0.282793E-03  0.221770E-03  0.103707E-03  0.189462E-02  0.185876E+03
  0.102298E+03  0.315867E+00  0.282793E-03  0.221770E-03  0.103707E-03  0.189462E-02  0.189439E+03
  0.102298E+03  0.271188E+01  0.282793E-03  0.221770E-03  0.310760E-03  0.189462E-02  0.189011E+03
  0.102298E+03  0.271188E+01  0.575792E-03  0.221770E-03  0.310760E-03  0.189462E-02  0.188288E+03
  0.102298E+03  0.271188E+01  0.575792E-03  0.221770E-03  0.310760E-03  0.189462E-02  0.188288E+03
  0.102298E+03  0.271188E+01  0.575792E-03  0.221770E-03  0.310760E-03  0.189462E-02  0.188288E+03
  0.102298E+03  0.271188E+01  0.575792E-03  0.221770E-03  0.310760E-03  0.189462E-02  0.188288E+03
  0.102298E+03  0.279154E+01  0.575792E-03  0.221770E-03  0.310760E-03  0.189462E-02  0.188264E+03
  0.100931E+03  0.279154E+01  0.575792E-03  0.221770E-03  0.310760E-03  0.189462E-02  0.190451E+03
  0.100931E+03  0.279154E+01  0.575792E-03  0.221770E-03  0.310760E-03  0.189462E-02  0.190451E+03
  0.100931E+03  0.279154E+01  0.575792E-03  0.221770E-03  0.310760E-03  0.189462E-02  0.190451E+03
  0.100931E+03  0.279154E+01  0.575792E-03  0.221770E-03  0.310760E-03  0.189462E-02  0.190451E+03
  0.100931E+03  0.279154E+01  0.575792E-03  0.221770E-03  0.310760E-03  0.189462E-02  0.190451E+03
  0.100931E+03  0.279154E+01  0.831839E-03  0.221770E-03  0.310760E-03  0.189462E-02  0.189449E+03
  0.100931E+03  0.279154E+01  0.303499E-04  0.221770E-03  0.310760E-03  0.189462E-02  0.191660E+03
  0.100931E+03  0.333503E+01  0.303499E-04  0.221770E-03  0.310760E-03  0.189462E-02  0.191494E+03
  0.100931E+03  0.333503E+01  0.303499E-04  0.221770E-03  0.310760E-03  0.189462E-02  0.191494E+03
  0.100931E+03  0.333503E+01  0.303499E-04  0.221770E-03  0.429503E-03  0.189462E-02  0.190921E+03
  0.100931E+03  0.333503E+01  0.303499E-04  0.960639E-04  0.429503E-03  0.189462E-02  0.191299E+03
  0.100998E+03  0.333503E+01  0.303499E-04  0.960639E-04  0.429503E-03  0.189462E-02  0.191326E+03
  0.100998E+03  0.174770E+01  0.303499E-04  0.960639E-04  0.429503E-03  0.189462E-02  0.191435E+03
  0.100998E+03  0.176966E+01  0.303499E-04  0.960639E-04  0.429503E-03  0.189462E-02  0.191437E+03
  0.100998E+03  0.176966E+01  0.303499E-04  0.960639E-04  0.429503E-03  0.263303E-02  0.189515E+03
  0.100998E+03  0.292812E+01  0.303499E-04  0.960639E-04  0.429503E-03  0.263303E-02  0.189490E+03
  0.100998E+03 -0.526538E+00  0.303499E-04  0.960639E-04  0.429503E-03  0.263303E-02  0.188587E+03
  0.100998E+03  0.328951E+01  0.303499E-04  0.960639E-04  0.429503E-03  0.263303E-02  0.189415E+03
  0.100998E+03  0.328951E+01  0.303499E-04  0.960639E-04  0.429503E-03  0.263303E-02  0.189415E+03
  0.100998E+03  0.328951E+01  0.303499E-04  0.960639E-04  0.429503E-03  0.263303E-02  0.189415E+03
  0.100998E+03  0.328951E+01  0.303499E-04  0.960639E-04  0.429503E-03  0.263303E-02  0.189415E+03
  0.100998E+03  0.371679E+01  0.303499E-04  0.960639E-04  0.429503E-03  0.263303E-02  0.189284E+03
  0.100998E+03  0.371679E+01  0.303499E-04  0.960639E-04  0.429503E-03  0.263303E-02  0.189284E+03
  0.100998E+03  0.371679E+01  0.303499E-04  0.960639E-04  0.429503E-03  0.263303E-02  0.189284E+03
  0.100998E+03  0.371679E+01  0.303499E-04  0.960639E-04  0.429503E-03  0.263303E-02  0.189284E+03
  0.100998E+03  0.371679E+01  0.504324E-03  0.960639E-04  0.429503E-03  0.133291E-02  0.191650E+03
  0.100998E+03  0.371679E+01  0.504324E-03  0.960639E-04  0.429503E-03  0.133291E-02  0.191650E+03
  0.100998E+03  0.371679E+01  0.504324E-03  0.960639E-04  0.429503E-03  0.110963E-02  0.191990E+03
  0.100998E+03  0.371679E+01  0.504324E-03  0.960639E-04  0.429503E-03  0.110963E-02  0.191990E+03
  0.100998E+03  0.371679E+01  0.504324E-03  0.136475E-03  0.429503E-03  0.110963E-02  0.191895E+03
  0.100998E+03 -0.340159E+01  0.504324E-03  0.136475E-03  0.429503E-03  0.110963E-02  0.188536E+03
  0.100998E+03  0.321519E+01  0.504324E-03  0.136475E-03  0.465486E-03  0.110963E-02  0.191852E+03
  0.100998E+03  0.321519E+01  0.504324E-03  0.136475E-03  0.465486E-03  0.110963E-02  0.191852E+03
  0.100998E+03  0.321519E+01  0.504324E-03  0.136475E-03  0.465486E-03  0.110963E-02  0.191852E+03
  0.100998E+03  0.597210E+00  0.504324E-03  0.136475E-03  0.465486E-03  0.110963E-02  0.191648E+03
  0.100998E+03  0.597210E+00  0.504324E-03  0.136475E-03  0.465486E-03  0.110963E-02  0.191648E+03
  0.101224E+03  0.597210E+00  0.335149E-03  0.136475E-03  0.465486E-03  0.110963E-02  0.192058E+03
  0.101224E+03  0.597210E+00  0.332523E-03  0.136475E-03  0.465486E-03  0.110963E-02  0.192064E+03
  0.101224E+03  0.597210E+00  0.332523E-03  0.136475E-03  0.465486E-03  0.110963E-02  0.192064E+03
  0.101224E+03  0.597210E+00  0.332523E-03  0.136475E-03  0.465486E-03  0.110963E-02  0.192064E+03
  0.101224E+03  0.597210E+00  0.332523E-03  0.136475E-03  0.465486E-03  0.110963E-02  0.192064E+03
  0.101224E+03 -0.116294E+01  0.332523E-03  0.136475E-03  0.465486E-03  0.115034E-02  0.191014E+03
  0.101224E+03 -0.383296E+01  0.332523E-03  0.136475E-03  0.465486E-03  0.115034E-02  0.188086E+03
  0.101224E+03 -0.383296E+01  0.660806E-04  0.136475E-03  0.465486E-03  0.115034E-02  0.188336E+03
  0.101224E+03 -0.277343E+01  0.660806E-04  0.136475E-03  0.465486E-03  0.115034E-02  0.189743E+03
  0.101224E+03  0.545185E+01  0.660806E-04  0.136475E-03  0.465486E-03  0.115034E-02  0.191562E+03
  0.101224E+03 -0.189917E+01  0.660806E-04  0.136475E-03  0.465486E-03  0.115034E-02  0.190699E+03
  0.101224E+03 -0.189917E+01  0.660806E-04  0.136475E-03  0.465486E-03  0.115034E-02  0.190699E+03
  0.101224E+03 -0.189917E+01  0.660806E-04  0.136475E-03  0.465486E-03  0.115034E-02  0.190699E+03
  0.101224E+03 -0.189917E+01  0.660806E-04  0.136475E-03  0.465486E-03  0.115034E-02  0.190699E+03
  0.101065E+03 -0.189917E+01  0.660806E-04  0.136475E-03  0.465486E-03  0.115034E-02  0.190692E+03
  0.100805E+03  0.427554E+01  0.660806E-04  0.136475E-03  0.465486E-03  0.115034E-02  0.192373E+03
  0.100805E+03  0.427554E+01  0.660806E-04  0.136475E-03  0.465486E-03  0.115034E-02  0.192373E+03
  0.100805E+03  0.427554E+01  0.660806E-04  0.136475E-03  0.465486E-03  0.177893E-02  0.190902E+03
  0.100805E+03  0.427554E+01  0.660806E-04  0.136475E-03  0.465486E-03  0.177893E-02  0.190902E+03
  0.100805E+03  0.427554E+01  0.660806E-04  0.136475E-03  0.465486E-03  0.177893E-02  0.190902E+03
  0.100805E+03  0.545197E+01  0.660806E-04  0.136475E-03  0.465486E-03  0.177893E-02  0.190189E+03
  0.100805E+03  0.545197E+01  0.660806E-04  0.136475E-03  0.465486E-03  0.177893E-02  0.190189E+03
  0.100805E+03  0.414719E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.177893E-02  0.189635E+03
  0.100805E+03  0.414719E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.177893E-02  0.189635E+03
  0.100805E+03  0.414719E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.193439E-02  0.189207E+03
  0.100805E+03  0.414719E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.220666E-02  0.188466E+03
  0.100805E+03  0.414719E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.220666E-02  0.188466E+03
  0.101216E+03  0.414719E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.220666E-02  0.188432E+03
  0.101216E+03  0.414719E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.220666E-02  0.188432E+03
  0.101216E+03 -0.127870E+00  0.660806E-04  0.432885E-03  0.465486E-03  0.132497E-02  0.190657E+03
  0.101216E+03 -0.125210E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.132497E-02  0.190084E+03
  0.101216E+03 -0.125210E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.132497E-02  0.190084E+03
  0.101216E+03 -0.125210E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.132497E-02  0.190084E+03
  0.101216E+03 -0.125210E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.132497E-02  0.190084E+03
  0.101928E+03 -0.125210E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.141001E-02  0.188993E+03
  0.101928E+03 -0.125210E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.141001E-02  0.188993E+03
  0.101928E+03 -0.125210E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.141001E-02  0.188993E+03
  0.101928E+03 -0.125210E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.141001E-02  0.188993E+03
  0.101928E+03 -0.125210E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.141001E-02  0.188993E+03
  0.101928E+03 -0.125210E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.141001E-02  0.188993E+03
  0.101928E+03 -0.125210E+01  0.660806E-04  0.432885E-03  0.465486E-03  0.141001E-02  0.188993E+03
  0.101928E+03  0.112346E+00  0.660806E-04  0.432885E-03  0.465486E-03  0.141001E-02  0.189539E+03
  0.101928E+03  0.112346E+00  0.660806E-04  0.432885E-03  0.465486E-03  0.141001E-02  0.189539E+03
  0.101928E+03  0.112346E+00  0.660806E-04  0.432885E-03  0.465486E-03  0.136467E-02  0.189607E+03
  0.101928E+03  0.112346E+00  0.660806E-04  0.432885E-03  0.465486E-03  0.136467E-02  0.189607E+03
  0.101928E+03  0.112346E+00  0.660806E-04  0.432885E-03  0.465486E-03  0.104294E-02  0.189717E+03
  0.101928E+03  0.112346E+00  0.660806E-04  0.432885E-03  0.465486E-03  0.104294E-02  0.189717E+03
  0.101928E+03  0.112346E+00  0.660806E-04  0.432885E-03  0.106064E-03  0.104294E-02  0.191108E+03
  0.101673E+03  0.112346E+00  0.660806E-04  0.432885E-03  0.106064E-03  0.104294E-02  0.191946E+03
  0.101279E+03  0.112346E+00  0.660806E-04  0.432885E-03  0.106064E-03  0.104294E-02  0.192858E+03
  0.101279E+03  0.112346E+00  0.660806E-04  0.432885E-03  0.106064E-03  0.104294E-02  0.192858E+03
  0.101279E+03  0.112346E+00  0.660806E-04  0.432885E-03  0.106064E-03  0.104294E-02  0.192858E+03
  0.101279E+03  0.112346E+00  0.660806E-04  0.432885E-03  0.106064E-03  0.104294E-02  0.192858E+03
  0.101279E+03  0.112346E+00  0.660806E-04  0.432885E-03  0.106064E-03  0.104294E-02  0.192858E+03
  0.101279E+03  0.339492E+00  0.660806E-04  0.432885E-03  0.106064E-03  0.104294E-02  0.192902E+03
  0.101279E+03  0.339492E+00  0.660806E-04  0.432885E-03  0.106064E-03  0.104294E-02  0.192902E+03
  0.101279E+03  0.283780E+01  0.660806E-04  0.432885E-03  0.106064E-03  0.128344E-02  0.192328E+03
  0.101279E+03  0.283780E+01  0.660806E-04  0.432885E-03  0.106064E-03  0.128344E-02  0.192328E+03
  0.101279E+03  0.283780E+01  0.660806E-04  0.432885E-03  0.106064E-03  0.112541E-02  0.192513E+03
  0.101279E+03  0.283780E+01  0.660806E-04  0.307514E-04  0.106064E-03  0.112541E-02  0.194201E+03
  0.101279E+03  0.283780E+01  0.660806E-04  0.307514E-04  0.106064E-03  0.112541E-02  0.194201E+03
  0.101279E+03  0.283780E+01  0.660806E-04  0.307514E-04  0.106064E-03  0.112541E-02  0.194201E+03
  0.101279E+03  0.283780E+01  0.660806E-04  0.307514E-04  0.106064E-03  0.112541E-02  0.194201E+03
  0.101279E+03  0.283780E+01  0.660806E-04  0.307514E-04  0.106064E-03  0.112541E-02  0.194201E+03
  0.101279E+03  0.234397E+01  0.660806E-04  0.307514E-04  0.106064E-03  0.112541E-02  0.194369E+03
  0.101279E+03  0.234397E+01  0.660806E-04  0.307514E-04  0.106064E-03  0.112541E-02  0.194369E+03
  0.101279E+03  0.234397E+01  0.660806E-04  0.307514E-04  0.106064E-03  0.112541E-02  0.194369E+03
  0.101279E+03  0.234397E+01  0.660806E-04  0.307514E-04  0.106064E-03  0.112541E-02  0.194369E+03
  0.101279E+03  0.234397E+01  0.660806E-04  0.307514E-04  0.106064E-03  0.112541E-02  0.194369E+03
  0.101279E+03  0.234397E+01  0.660806E-04  0.307514E-04  0.106064E-03  0.112541E-02  0.194369E+03
  0.101279E+03  0.234397E+01  0.660806E-04  0.307514E-04  0.106064E-03  0.112541E-02  0.194369E+03
  0.101279E+03  0.234397E+01  0.660806E-04  0.307514E-04  0.106064E-03  0.112541E-02  0.194369E+03
  0.101279E+03  0.285966E+01  0.660806E-04  0.307514E-04  0.106064E-03  0.112541E-02  0.194192E+03
  0.101279E+03  0.285966E+01  0.660806E-04  0.969402E-04  0.106064E-03  0.112541E-02  0.194098E+03
  0.101279E+03  0.285966E+01  0.660806E-04  0.969402E-04  0.106064E-03  0.112541E-02  0.194098E+03
  0.101279E+03  0.285966E+01  0.660806E-04  0.969402E-04  0.106064E-03  0.112541E-02  0.194098E+03
  0.101279E+03  0.285966E+01  0.660806E-04  0.969402E-04  0.106064E-03  0.112541E-02  0.194098E+03
  0.101279E+03  0.285966E+01  0.660806E-04  0.969402E-04  0.106064E-03  0.112541E-02  0.194098E+03
  0.100574E+03  0.285966E+01  0.660806E-04  0.969402E-04  0.106064E-03  0.112541E-02  0.194278E+03
  0.100574E+03  0.285966E+01  0.660806E-04  0.969402E-04  0.106064E-03  0.112541E-02  0.194278E+03
  0.100574E+03  0.285966E+01  0.660806E-04  0.969402E-04  0.106064E-03  0.112541E-02  0.194278E+03
  0.100574E+03  0.285966E+01  0.660806E-04  0.969402E-04  0.106064E-03  0.131716E-02  0.193908E+03
  0.100574E+03  0.267613E+01  0.660806E-04  0.969402E-04  0.106064E-03  0.131716E-02  0.193975E+03
  0.100574E+03  0.267613E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.131716E-02  0.192671E+03
  0.100574E+03  0.267613E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.131716E-02  0.192671E+03
  0.100574E+03  0.267613E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.103380E-02  0.193143E+03
  0.100574E+03  0.267613E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.103380E-02  0.193143E+03
  0.100574E+03  0.267613E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.103380E-02  0.193143E+03
  0.100574E+03  0.267613E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.103380E-02  0.193143E+03
  0.100574E+03  0.267613E+01  0.660806E-04  0.969402E-04  0.414438E-03  0.103380E-02  0.193143E+03
