IDTRANS;DIST;pk;ALTI_MOY
186;972,5;60975;193,0361
187;977,5;60970;193,0668
188;982,5;60965;193,0736
189;987,5;60960;193,0626
190;992,5;60955;193,0681
191;997,5;60950;193,0558
192;1002,5;60945;193,0680
193;1007,5;60940;193,0719
194;1012,5;60935;193,0634
195;1017,5;60930;193,0614
196;1022,5;60925;193,0690
197;1027,5;60920;193,0610
198;1032,5;60915;193,0679
199;1037,5;60910;193,0273
200;1042,5;60905;193,0294
201;1047,5;60900;193,0303
202;1052,5;60895;193,0326
203;1057,5;60890;193,0665
204;1062,5;60885;193,0690
205;1067,5;60880;193,0657
206;1072,5;60875;193,0729
207;1077,5;60870;193,0324
208;1082,5;60865;193,0320
209;1087,5;60860;193,0317
210;1092,5;60855;193,0295
211;1097,5;60850;193,0572
212;1102,5;60845;193,0680
213;1107,5;60840;193,0638
214;1112,5;60835;193,0733
215;1117,5;60830;193,0714
216;1122,5;60825;193,0573
217;1127,5;60820;193,0346
218;1132,5;60815;193,0323
219;1137,5;60810;193,0186
220;1142,5;60805;193,0218
221;1147,5;60800;193,0301
222;1152,5;60795;193,0283
223;1157,5;60790;193,0261
224;1162,5;60785;193,0228
225;1167,5;60780;193,0256
226;1172,5;60775;193,0238
227;1177,5;60770;193,0254
228;1182,5;60765;193,0344
229;1187,5;60760;193,0221
230;1192,5;60755;193,0283
231;1197,5;60750;193,0396
232;1202,5;60745;193,0626
233;1207,5;60740;193,0562
234;1212,5;60735;193,0575
235;1217,5;60730;193,0564
236;1222,5;60725;193,0652
237;1227,5;60720;193,0552
238;1232,5;60715;193,0489
239;1237,5;60710;193,0538
240;1242,5;60705;193,0491
241;1247,5;60700;193,0467
242;1252,5;60695;193,0475
243;1257,5;60690;193,0494
244;1262,5;60685;193,0489
245;1267,5;60680;193,0527
246;1272,5;60675;193,0416
247;1277,5;60670;193,0496
248;1282,5;60665;193,0517
249;1287,5;60660;193,0513
250;1292,5;60655;193,0391
251;1297,5;60650;193,0488
252;1302,5;60645;193,0439
253;1307,5;60640;193,0474
254;1312,5;60635;193,0435
255;1317,5;60630;193,0464
256;1322,5;60625;193,0428
257;1327,5;60620;193,0455
258;1332,5;60615;193,0466
259;1337,5;60610;193,0464
260;1342,5;60605;193,0417
261;1347,5;60600;193,0423
262;1352,5;60595;193,0441
263;1357,5;60590;193,0410
264;1362,5;60585;193,0409
265;1367,5;60580;193,0493
266;1372,5;60575;193,0441
267;1377,5;60570;193,0486
268;1382,5;60565;193,0556
269;1387,5;60560;193,0402
270;1392,5;60555;193,0405
271;1397,5;60550;193,0409
272;1402,5;60545;193,0500
273;1407,5;60540;193,0435
274;1412,5;60535;193,0485
275;1417,5;60530;193,0477
276;1422,5;60525;193,0368
277;1427,5;60520;193,0467
278;1432,5;60515;193,0439
279;1437,5;60510;193,0398
280;1442,5;60505;193,0430
281;1447,5;60500;193,0444
282;1452,5;60495;193,0502
283;1457,5;60490;193,0563
284;1462,5;60485;193,0448
285;1467,5;60480;193,0422
286;1472,5;60475;193,0464
287;1477,5;60470;193,0408
288;1482,5;60465;193,0359
289;1487,5;60460;193,0493
290;1492,5;60455;193,0376
291;1497,5;60450;193,0526
292;1502,5;60445;193,0503
293;1507,5;60440;193,0406
294;1512,5;60435;193,0365
295;1517,5;60430;193,0227
296;1522,5;60425;193,0158
299;1537,5;60410;192,9531
300;1542,5;60405;193,0271
301;1547,5;60400;193,0378
302;1552,5;60395;193,0391
303;1557,5;60390;193,0154
304;1562,5;60385;192,9880
305;1567,5;60380;193,0464
306;1572,5;60375;193,0444
307;1577,5;60370;193,0452
308;1582,5;60365;193,0496
309;1587,5;60360;193,0599
310;1592,5;60355;193,0527
366;1872,5;60075;193,0324
367;1877,5;60070;193,0305
368;1882,5;60065;193,0312
369;1887,5;60060;193,0304
370;1892,5;60055;193,0352
371;1897,5;60050;193,0340
372;1902,5;60045;193,0318
373;1907,5;60040;193,0399
374;1912,5;60035;193,0403
375;1917,5;60030;193,0386
376;1922,5;60025;193,0348
377;1927,5;60020;193,0384
378;1932,5;60015;193,0440
379;1937,5;60010;193,0428
380;1942,5;60005;193,0476
381;1947,5;60000;193,0384
382;1952,5;59995;193,0498
383;1957,5;59990;193,0340
384;1962,5;59985;193,0414
385;1967,5;59980;193,0362
386;1972,5;59975;193,0374
387;1977,5;59970;193,0299
388;1982,5;59965;193,0365
389;1987,5;59960;193,0417
390;1992,5;59955;193,0301
391;1997,5;59950;193,0400
392;2002,5;59945;193,0413
393;2007,5;59940;193,0375
394;2012,5;59935;193,0411
395;2017,5;59930;193,0414
396;2022,5;59925;193,0354
397;2027,5;59920;193,0371
398;2032,5;59915;193,0407
399;2037,5;59910;193,0440
400;2042,5;59905;193,0357
401;2047,5;59900;193,0353
402;2052,5;59895;193,0376
403;2057,5;59890;193,0394
404;2062,5;59885;193,0503
405;2067,5;59880;193,0372
406;2072,5;59875;193,0407
407;2077,5;59870;193,0333
408;2082,5;59865;193,0462
409;2087,5;59860;193,0471
410;2092,5;59855;193,0461
411;2097,5;59850;193,0369
412;2102,5;59845;193,0399
413;2107,5;59840;193,0475
414;2112,5;59835;193,0519
415;2117,5;59830;193,0445
416;2122,5;59825;193,0457
417;2127,5;59820;193,0472
418;2132,5;59815;193,0330
419;2137,5;59810;193,0485
420;2142,5;59805;193,0417
421;2147,5;59800;193,0481
422;2152,5;59795;193,0549
423;2157,5;59790;193,0626
424;2162,5;59785;193,0566
425;2167,5;59780;193,0550
426;2172,5;59775;193,0584
427;2177,5;59770;193,0556
428;2182,5;59765;193,0518
429;2187,5;59760;193,0559
430;2192,5;59755;193,0526
431;2197,5;59750;193,0548
432;2202,5;59745;193,0521
433;2207,5;59740;193,0563
434;2212,5;59735;193,0539
435;2217,5;59730;193,0521
436;2222,5;59725;193,0607
437;2227,5;59720;193,0616
438;2232,5;59715;193,0650
439;2237,5;59710;193,0791
440;2242,5;59705;193,0759
441;2247,5;59700;193,0806
442;2252,5;59695;193,0809
443;2257,5;59690;193,0680
444;2262,5;59685;193,0747
445;2267,5;59680;193,0794
446;2272,5;59675;193,0824
447;2277,5;59670;193,0890
448;2282,5;59665;193,0866
449;2287,5;59660;193,0952
450;2292,5;59655;193,0810
451;2297,5;59650;193,0568
452;2302,5;59645;193,0600
453;2307,5;59640;193,0659
454;2312,5;59635;193,0809
455;2317,5;59630;193,0704
456;2322,5;59625;193,0718
457;2327,5;59620;193,0681
458;2332,5;59615;193,0558
459;2337,5;59610;193,0573
460;2342,5;59605;193,0644
461;2347,5;59600;193,0679
462;2352,5;59595;193,0597
463;2357,5;59590;193,0624
464;2362,5;59585;193,0726
465;2367,5;59580;193,0866
466;2372,5;59575;193,0897
467;2377,5;59570;193,0888
468;2382,5;59565;193,0887
469;2387,5;59560;193,0801
470;2392,5;59555;193,0884
471;2397,5;59550;193,0855
472;2402,5;59545;193,0797
473;2407,5;59540;193,0848
474;2412,5;59535;193,0897
475;2417,5;59530;193,0795
476;2422,5;59525;193,0899
477;2427,5;59520;193,0857
478;2432,5;59515;193,0797
479;2437,5;59510;193,0860
480;2442,5;59505;193,0742
481;2447,5;59500;193,0707
482;2452,5;59495;193,0885
483;2457,5;59490;193,0835
484;2462,5;59485;193,0898
485;2467,5;59480;193,0833
486;2472,5;59475;193,0782
487;2477,5;59470;193,0824
488;2482,5;59465;193,0768
489;2487,5;59460;193,0863
490;2492,5;59455;193,0720
491;2497,5;59450;193,0802
492;2502,5;59445;193,0657
493;2507,5;59440;193,0737
494;2512,5;59435;193,0689
495;2517,5;59430;193,0809
496;2522,5;59425;193,0781
497;2527,5;59420;193,0901
498;2532,5;59415;193,0768
499;2537,5;59410;193,0713
500;2542,5;59405;193,0709
501;2547,5;59400;193,0745
502;2552,5;59395;193,0697
503;2557,5;59390;193,0686
504;2562,5;59385;193,0428
505;2567,5;59380;193,0421
506;2572,5;59375;193,0387
507;2577,5;59370;193,0409
508;2582,5;59365;193,0480
509;2587,5;59360;193,0452
510;2592,5;59355;193,0411
511;2597,5;59350;193,0387
512;2602,5;59345;193,0281
513;2607,5;59340;193,0404
514;2612,5;59335;193,0363
515;2617,5;59330;193,0441
516;2622,5;59325;193,0430
517;2627,5;59320;193,0326
518;2632,5;59315;193,0472
519;2637,5;59310;193,0443
520;2642,5;59305;193,0410
521;2647,5;59300;193,0328
522;2652,5;59295;193,0340
523;2657,5;59290;193,0439
524;2662,5;59285;193,0382
525;2667,5;59280;193,0433
526;2672,5;59275;193,0399
527;2677,5;59270;193,0410
528;2682,5;59265;193,0410
529;2687,5;59260;193,0312
530;2692,5;59255;193,0428
531;2697,5;59250;193,0412
532;2702,5;59245;193,0432
533;2707,5;59240;193,0312
534;2712,5;59235;193,0432
535;2717,5;59230;193,0386
536;2722,5;59225;193,0444
537;2727,5;59220;193,0410
538;2732,5;59215;193,0272
539;2737,5;59210;193,0311
540;2742,5;59205;193,0288
541;2747,5;59200;193,0362
542;2752,5;59195;193,0339
543;2757,5;59190;193,0371
544;2762,5;59185;193,0372
545;2767,5;59180;193,0339
546;2772,5;59175;193,0305
547;2777,5;59170;193,0283
548;2782,5;59165;193,0333
549;2787,5;59160;193,0270
550;2792,5;59155;193,0230
551;2797,5;59150;193,0324
552;2802,5;59145;193,0330
553;2807,5;59140;193,0420
554;2812,5;59135;193,0326
555;2817,5;59130;193,0301
556;2822,5;59125;193,0313
557;2827,5;59120;193,0332
558;2832,5;59115;193,0344
559;2837,5;59110;193,0332
560;2842,5;59105;193,0275
561;2847,5;59100;193,0267
562;2852,5;59095;193,0292
563;2857,5;59090;193,0275
564;2862,5;59085;193,0290
565;2867,5;59080;193,0331
566;2872,5;59075;193,0278
567;2877,5;59070;193,0331
568;2882,5;59065;193,0319
569;2887,5;59060;193,0266
570;2892,5;59055;193,0290
571;2897,5;59050;193,0315
572;2902,5;59045;193,0380
573;2907,5;59040;193,0342
574;2912,5;59035;193,0316
575;2917,5;59030;193,0276
576;2922,5;59025;193,0292
577;2927,5;59020;193,0319
578;2932,5;59015;193,0283
579;2937,5;59010;193,0336
580;2942,5;59005;193,0307
581;2947,5;59000;193,0290
582;2952,5;58995;193,0256
583;2957,5;58990;193,0353
584;2962,5;58985;193,0349
585;2967,5;58980;193,0382
586;2972,5;58975;193,0310
587;2977,5;58970;193,0329
588;2982,5;58965;193,0373
589;2987,5;58960;193,0287
590;2992,5;58955;193,0358
591;2997,5;58950;193,0280
592;3002,5;58945;193,0299
593;3007,5;58940;193,0279
594;3012,5;58935;193,0399
595;3017,5;58930;193,0355
596;3022,5;58925;193,0290
597;3027,5;58920;193,0275
598;3032,5;58915;193,0358
599;3037,5;58910;193,0260
600;3042,5;58905;193,0259
601;3047,5;58900;193,0386
602;3052,5;58895;193,0282
603;3057,5;58890;193,0235
604;3062,5;58885;193,0209
605;3067,5;58880;193,0254
606;3072,5;58875;193,0247
607;3077,5;58870;193,0292
608;3082,5;58865;193,0304
609;3087,5;58860;193,0215
610;3092,5;58855;193,0288
611;3097,5;58850;193,0232
612;3102,5;58845;193,0274
613;3107,5;58840;193,0287
614;3112,5;58835;193,0225
615;3117,5;58830;193,0213
616;3122,5;58825;193,0279
617;3127,5;58820;193,0333
618;3132,5;58815;193,0276
619;3137,5;58810;193,0282
620;3142,5;58805;193,0262
621;3147,5;58800;193,0272
622;3152,5;58795;193,0275
623;3157,5;58790;193,0231
624;3162,5;58785;193,0281
625;3167,5;58780;193,0243
626;3172,5;58775;193,0276
627;3177,5;58770;193,0286
628;3182,5;58765;193,0306
629;3187,5;58760;193,0300
630;3192,5;58755;193,0254
631;3197,5;58750;193,0278
632;3202,5;58745;193,0245
633;3207,5;58740;193,0263
634;3212,5;58735;193,0336
635;3217,5;58730;193,0308
636;3222,5;58725;193,0299
637;3227,5;58720;193,0233
638;3232,5;58715;193,0296
639;3237,5;58710;193,0296
640;3242,5;58705;193,0241
641;3247,5;58700;193,0240
642;3252,5;58695;193,0237
643;3257,5;58690;193,0266
644;3262,5;58685;193,0274
645;3267,5;58680;193,0231
646;3272,5;58675;193,0197
647;3277,5;58670;193,0278
648;3282,5;58665;193,0350
649;3287,5;58660;193,0260
650;3292,5;58655;193,0238
651;3297,5;58650;193,0250
652;3302,5;58645;193,0261
653;3307,5;58640;193,0246
654;3312,5;58635;193,0217
655;3317,5;58630;193,0153
656;3322,5;58625;193,0246
657;3327,5;58620;193,0217
658;3332,5;58615;193,0105
659;3337,5;58610;193,0227
660;3342,5;58605;193,0210
661;3347,5;58600;193,0151
662;3352,5;58595;193,0213
663;3357,5;58590;193,0112
664;3362,5;58585;193,0119
665;3367,5;58580;193,0220
666;3372,5;58575;193,0184
667;3377,5;58570;193,0116
668;3382,5;58565;193,0156
669;3387,5;58560;193,0165
670;3392,5;58555;193,0077
671;3397,5;58550;193,0120
672;3402,5;58545;193,0180
673;3407,5;58540;193,0170
674;3412,5;58535;193,0093
675;3417,5;58530;193,0073
676;3422,5;58525;193,0150
677;3427,5;58520;193,0134
678;3432,5;58515;193,0122
679;3437,5;58510;193,0129
680;3442,5;58505;193,0113
681;3447,5;58500;193,0086
682;3452,5;58495;193,0189
683;3457,5;58490;193,0135
684;3462,5;58485;193,0110
685;3467,5;58480;193,0157
686;3472,5;58475;193,0168
687;3477,5;58470;193,0186
688;3482,5;58465;193,0132
689;3487,5;58460;193,0135
690;3492,5;58455;193,0204
691;3497,5;58450;193,0150
692;3502,5;58445;193,0167
693;3507,5;58440;193,0209
694;3512,5;58435;193,0217
695;3517,5;58430;193,0169
696;3522,5;58425;193,0140
697;3527,5;58420;193,0251
698;3532,5;58415;193,0156
699;3537,5;58410;193,0178
700;3542,5;58405;193,0299
701;3547,5;58400;193,0156
702;3552,5;58395;193,0246
703;3557,5;58390;193,0295
704;3562,5;58385;193,0136
705;3567,5;58380;193,0242
706;3572,5;58375;193,0249
707;3577,5;58370;193,0146
708;3582,5;58365;193,0108
709;3587,5;58360;193,0244
710;3592,5;58355;193,0218
711;3597,5;58350;193,0262
712;3602,5;58345;193,0249
713;3607,5;58340;193,0246
714;3612,5;58335;193,0132
715;3617,5;58330;193,0181
716;3622,5;58325;193,0114
717;3627,5;58320;192,9966
718;3632,5;58315;192,9967
719;3637,5;58310;193,0053
720;3642,5;58305;193,0043
721;3647,5;58300;193,0065
722;3652,5;58295;192,9890
723;3657,5;58290;192,9973
724;3662,5;58285;192,9933
725;3667,5;58280;192,9964
726;3672,5;58275;192,9953
727;3677,5;58270;192,9867
728;3682,5;58265;192,9925
729;3687,5;58260;192,9830
730;3692,5;58255;192,9868
731;3697,5;58250;192,9824
732;3702,5;58245;193,0018
733;3707,5;58240;192,9867
734;3712,5;58235;192,9898
735;3717,5;58230;192,9949
736;3722,5;58225;192,9944
737;3727,5;58220;192,9937
738;3732,5;58215;192,9878
739;3737,5;58210;192,9861
740;3742,5;58205;192,9843
741;3747,5;58200;192,9957
742;3752,5;58195;192,9920
743;3757,5;58190;192,9834
744;3762,5;58185;192,9868
745;3767,5;58180;192,9865
746;3772,5;58175;192,9844
747;3777,5;58170;192,9813
748;3782,5;58165;192,9827
749;3787,5;58160;192,9804
750;3792,5;58155;192,9744
751;3797,5;58150;192,9742
752;3802,5;58145;192,9808
753;3807,5;58140;192,9733
754;3812,5;58135;192,9731
755;3817,5;58130;192,9733
756;3822,5;58125;192,9736
757;3827,5;58120;192,9704
758;3832,5;58115;192,9661
759;3837,5;58110;192,9640
760;3842,5;58105;192,9688
761;3847,5;58100;192,9626
762;3852,5;58095;192,9622
763;3857,5;58090;192,9608
764;3862,5;58085;192,9670
765;3867,5;58080;192,9619
766;3872,5;58075;192,9622
767;3877,5;58070;192,9627
768;3882,5;58065;192,9552
769;3887,5;58060;192,9590
770;3892,5;58055;192,9566
771;3897,5;58050;192,9571
772;3902,5;58045;192,9606
773;3907,5;58040;192,9604
774;3912,5;58035;192,9536
775;3917,5;58030;192,9546
776;3922,5;58025;192,9667
777;3927,5;58020;192,9603
778;3932,5;58015;192,9409
779;3937,5;58010;192,9570
780;3942,5;58005;192,9600
781;3947,5;58000;192,9532
782;3952,5;57995;192,9459
783;3957,5;57990;192,9589
784;3962,5;57985;192,9547
785;3967,5;57980;192,9428
786;3972,5;57975;192,9459
787;3977,5;57970;192,9518
788;3982,5;57965;192,9394
789;3987,5;57960;192,9411
790;3992,5;57955;192,9413
791;3997,5;57950;192,9392
792;4002,5;57945;192,9365
793;4007,5;57940;192,9380
794;4012,5;57935;192,9304
795;4017,5;57930;192,9280
796;4022,5;57925;192,9294
797;4027,5;57920;192,9364
798;4032,5;57915;192,9228
799;4037,5;57910;192,9296
800;4042,5;57905;192,9188
801;4047,5;57900;192,9298
802;4052,5;57895;192,9175
803;4057,5;57890;192,9146
804;4062,5;57885;192,9142
805;4067,5;57880;192,9169
806;4072,5;57875;192,9083
807;4077,5;57870;192,9105
808;4082,5;57865;192,9032
809;4087,5;57860;192,9145
810;4092,5;57855;192,9062
811;4097,5;57850;192,8960
812;4102,5;57845;192,8972
813;4107,5;57840;192,8953
814;4112,5;57835;192,8994
815;4117,5;57830;192,8926
816;4122,5;57825;192,8769
817;4127,5;57820;192,8879
818;4132,5;57815;192,8877
819;4137,5;57810;192,8762
820;4142,5;57805;192,8732
821;4147,5;57800;192,8752
822;4152,5;57795;192,8731
823;4157,5;57790;192,8673
824;4162,5;57785;192,8685
825;4167,5;57780;192,8572
826;4172,5;57775;192,8544
827;4177,5;57770;192,8550
828;4182,5;57765;192,8533
829;4187,5;57760;192,8474
830;4192,5;57755;192,8420
831;4197,5;57750;192,8390
832;4202,5;57745;192,8561
833;4207,5;57740;192,8481
834;4212,5;57735;192,8304
835;4217,5;57730;192,8259
836;4222,5;57725;192,8318
837;4227,5;57720;192,8250
838;4232,5;57715;192,8184
839;4237,5;57710;192,8245
840;4242,5;57705;192,8173
841;4247,5;57700;192,8121
842;4252,5;57695;192,8125
843;4257,5;57690;192,8071
844;4262,5;57685;192,8103
845;4267,5;57680;192,8114
846;4272,5;57675;192,8096
847;4277,5;57670;192,7973
848;4282,5;57665;192,7919
849;4287,5;57660;192,7845
850;4292,5;57655;192,7901
851;4297,5;57650;192,7957
852;4302,5;57645;192,7912
853;4307,5;57640;192,7757
854;4312,5;57635;192,7782
855;4317,5;57630;192,7759
856;4322,5;57625;192,7742
857;4327,5;57620;192,7750
858;4332,5;57615;192,7722
859;4337,5;57610;192,7715
860;4342,5;57605;192,7734
861;4347,5;57600;192,7699
862;4352,5;57595;192,7684
863;4357,5;57590;192,7583
864;4362,5;57585;192,7680
865;4367,5;57580;192,7609
866;4372,5;57575;192,7608
867;4377,5;57570;192,7564
868;4382,5;57565;192,7615
869;4387,5;57560;192,7685
870;4392,5;57555;192,7642
871;4397,5;57550;192,7587
872;4402,5;57545;192,7544
873;4407,5;57540;192,7637
874;4412,5;57535;192,7637
875;4417,5;57530;192,7642
876;4422,5;57525;192,7622
877;4427,5;57520;192,7545
878;4432,5;57515;192,7519
879;4437,5;57510;192,7513
880;4442,5;57505;192,7519
881;4447,5;57500;192,7563
882;4452,5;57495;192,7506
883;4457,5;57490;192,7502
884;4462,5;57485;192,7498
885;4467,5;57480;192,7527
886;4472,5;57475;192,7525
887;4477,5;57470;192,7472
888;4482,5;57465;192,7446
889;4487,5;57460;192,7490
890;4492,5;57455;192,7502
891;4497,5;57450;192,7460
892;4502,5;57445;192,7504
893;4507,5;57440;192,7427
894;4512,5;57435;192,7381
895;4517,5;57430;192,7396
896;4522,5;57425;192,7450
897;4527,5;57420;192,7448
898;4532,5;57415;192,7402
899;4537,5;57410;192,7311
900;4542,5;57405;192,7405
901;4547,5;57400;192,7393
902;4552,5;57395;192,7459
903;4557,5;57390;192,7491
904;4562,5;57385;192,7401
905;4567,5;57380;192,7320
906;4572,5;57375;192,7312
907;4577,5;57370;192,7375
908;4582,5;57365;192,7430
909;4587,5;57360;192,7315
910;4592,5;57355;192,7263
911;4597,5;57350;192,7346
912;4602,5;57345;192,7322
913;4607,5;57340;192,7287
914;4612,5;57335;192,7284
915;4617,5;57330;192,7360
916;4622,5;57325;192,7361
917;4627,5;57320;192,7348
918;4632,5;57315;192,7216
919;4637,5;57310;192,7267
920;4642,5;57305;192,7256
921;4647,5;57300;192,7274
922;4652,5;57295;192,7241
923;4657,5;57290;192,7233
924;4662,5;57285;192,7249
925;4667,5;57280;192,7241
926;4672,5;57275;192,7275
927;4677,5;57270;192,7235
928;4682,5;57265;192,7144
929;4687,5;57260;192,7180
930;4692,5;57255;192,7194
931;4697,5;57250;192,7140
932;4702,5;57245;192,7167
933;4707,5;57240;192,7175
934;4712,5;57235;192,7264
935;4717,5;57230;192,7221
936;4722,5;57225;192,7151
937;4727,5;57220;192,7023
938;4732,5;57215;192,7060
939;4737,5;57210;192,7045
940;4742,5;57205;192,7113
941;4747,5;57200;192,7116
942;4752,5;57195;192,7069
943;4757,5;57190;192,6981
944;4762,5;57185;192,7059
945;4767,5;57180;192,7098
946;4772,5;57175;192,6966
947;4777,5;57170;192,6957
948;4782,5;57165;192,7020
949;4787,5;57160;192,7002
950;4792,5;57155;192,6991
951;4797,5;57150;192,6952
952;4802,5;57145;192,6927
953;4807,5;57140;192,6861
954;4812,5;57135;192,6953
955;4817,5;57130;192,6891
956;4822,5;57125;192,6934
957;4827,5;57120;192,6903
958;4832,5;57115;192,6812
959;4837,5;57110;192,6902
960;4842,5;57105;192,6845
961;4847,5;57100;192,6822
962;4852,5;57095;192,6859
963;4857,5;57090;192,6856
964;4862,5;57085;192,6699
965;4867,5;57080;192,6708
966;4872,5;57075;192,6723
967;4877,5;57070;192,6710
968;4882,5;57065;192,6626
969;4887,5;57060;192,6647
970;4892,5;57055;192,6590
971;4897,5;57050;192,6515
972;4902,5;57045;192,6409
973;4907,5;57040;192,6351
974;4912,5;57035;192,6286
975;4917,5;57030;192,6216
976;4922,5;57025;192,6057
977;4927,5;57020;192,5899
978;4932,5;57015;192,5813
979;4937,5;57010;192,5708
980;4942,5;57005;192,5729
981;4947,5;57000;192,5449
982;4952,5;56995;192,5189
983;4957,5;56990;192,4916
984;4962,5;56985;192,4869
985;4967,5;56980;192,5021
986;4972,5;56975;192,5103
987;4977,5;56970;192,5016
988;4982,5;56965;192,4819
989;4987,5;56960;192,4618
990;4992,5;56955;192,4605
991;4997,5;56950;192,4414
992;5002,5;56945;192,4540
993;5007,5;56940;192,4513
994;5012,5;56935;192,4464
995;5017,5;56930;192,4607
996;5022,5;56925;192,4497
997;5027,5;56920;192,4489
998;5032,5;56915;192,4788
999;5037,5;56910;192,4799
1000;5042,5;56905;192,4947
1001;5047,5;56900;192,5045
