a0_min         a1_min         a2_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   LogPost        
   0.102260E+03   0.720273E+00   0.739393E+01   0.501209E-03   0.491526E-04   0.264232E-03   0.927500E-03   0.214807E+03
   0.101528E+03   0.720273E+00  -0.864084E+00   0.561478E-03   0.491526E-04   0.264232E-03   0.927500E-03   0.216246E+03
   0.992004E+02   0.382684E+01  -0.775373E+00   0.561478E-03   0.491526E-04   0.264232E-03   0.927500E-03   0.212653E+03
   0.992004E+02   0.197397E+01  -0.775373E+00   0.561478E-03   0.491526E-04   0.264232E-03   0.927500E-03   0.213264E+03
   0.992004E+02   0.197397E+01  -0.192036E+01   0.561478E-03   0.491526E-04   0.264232E-03   0.927500E-03   0.213647E+03
   0.992004E+02   0.197397E+01  -0.192036E+01   0.561478E-03   0.491526E-04   0.264232E-03   0.927500E-03   0.213647E+03
   0.992004E+02   0.313331E+01  -0.192036E+01   0.561478E-03   0.491526E-04   0.264232E-03   0.927500E-03   0.213380E+03
   0.997075E+02   0.313331E+01  -0.400650E+01   0.561478E-03   0.491526E-04   0.264232E-03   0.927500E-03   0.215466E+03
   0.100748E+03   0.498578E+01  -0.400650E+01   0.561478E-03   0.491526E-04   0.264232E-03   0.927500E-03   0.214898E+03
   0.100748E+03   0.498578E+01  -0.462025E-01   0.561478E-03   0.491526E-04   0.264232E-03   0.927500E-03   0.215443E+03
   0.100748E+03   0.498578E+01  -0.462025E-01   0.561478E-03   0.491526E-04   0.264232E-03   0.927500E-03   0.215443E+03
   0.100748E+03  -0.850778E+00   0.127970E+01   0.561478E-03   0.491526E-04   0.264232E-03   0.927500E-03   0.216259E+03
   0.100748E+03  -0.208317E+01   0.734671E+01   0.561478E-03   0.491526E-04   0.264232E-03   0.927500E-03   0.212639E+03
   0.100748E+03  -0.208317E+01  -0.465728E+01   0.561478E-03   0.491526E-04   0.264232E-03   0.927500E-03   0.215075E+03
   0.100748E+03  -0.208317E+01  -0.365877E+01   0.561478E-03   0.491526E-04   0.264232E-03   0.118705E-02   0.215123E+03
   0.100748E+03   0.397738E+01  -0.365877E+01   0.561478E-03   0.491526E-04   0.264232E-03   0.142878E-02   0.215255E+03
   0.100748E+03   0.397738E+01   0.608778E+01   0.561478E-03   0.491526E-04   0.264232E-03   0.142878E-02   0.213446E+03
   0.100748E+03   0.397738E+01  -0.143665E+01   0.561478E-03   0.491526E-04   0.219745E-03   0.142878E-02   0.215583E+03
   0.101186E+03   0.384772E+01   0.273849E+01   0.561478E-03   0.491526E-04   0.219745E-03   0.142878E-02   0.215437E+03
   0.100198E+03   0.384772E+01   0.266674E+01   0.561478E-03   0.491526E-04   0.219745E-03   0.164962E-02   0.213163E+03
   0.100198E+03  -0.285624E+01  -0.687714E+01   0.561478E-03   0.491526E-04   0.219745E-03   0.164962E-02   0.211933E+03
   0.100198E+03   0.774743E+01  -0.687714E+01   0.365391E-03   0.491526E-04   0.219745E-03   0.140326E-02   0.209295E+03
   0.100080E+03   0.774743E+01  -0.634828E+01   0.365391E-03   0.359735E-03   0.219745E-03   0.140326E-02   0.208829E+03
   0.100080E+03  -0.308206E+00  -0.634828E+01   0.365391E-03   0.359735E-03   0.483522E-04   0.162890E-02   0.214923E+03
   0.100080E+03   0.141896E+01   0.216200E+01   0.365391E-03   0.359735E-03   0.483522E-04   0.940136E-03   0.216502E+03
   0.100080E+03   0.141896E+01   0.106506E+01   0.365391E-03   0.359735E-03   0.245566E-04   0.940136E-03   0.216859E+03
   0.100080E+03   0.233678E+01   0.143550E+01   0.365391E-03   0.536456E-03   0.245566E-04   0.940136E-03   0.215767E+03
   0.100080E+03   0.245684E+01   0.143550E+01   0.365391E-03   0.610590E-03   0.245566E-04   0.940136E-03   0.215329E+03
   0.100373E+03   0.245684E+01   0.143550E+01   0.365391E-03   0.610590E-03   0.245566E-04   0.940136E-03   0.215601E+03
   0.100373E+03   0.245684E+01   0.143550E+01   0.365391E-03   0.437929E-03   0.245566E-04   0.940136E-03   0.216578E+03
   0.100373E+03   0.245684E+01  -0.635112E+01   0.794669E-04   0.437929E-03   0.245566E-04   0.940136E-03   0.216333E+03
   0.100373E+03   0.245684E+01  -0.408889E+01   0.794669E-04   0.437929E-03   0.245566E-04   0.123868E-02   0.216590E+03
   0.100373E+03  -0.136409E+01  -0.408889E+01   0.794669E-04   0.138837E-03   0.245566E-04   0.123868E-02   0.217232E+03
   0.100373E+03   0.300312E+00  -0.408889E+01   0.244835E-03   0.138837E-03   0.245566E-04   0.123868E-02   0.217961E+03
   0.100373E+03   0.300312E+00  -0.434131E+01   0.244835E-03   0.138837E-03   0.245566E-04   0.123868E-02   0.217925E+03
   0.100373E+03   0.300312E+00  -0.434131E+01   0.244835E-03   0.138837E-03   0.245566E-04   0.123868E-02   0.217925E+03
   0.100373E+03  -0.204276E+01   0.264175E+01   0.244835E-03   0.138837E-03   0.245566E-04   0.123868E-02   0.215354E+03
   0.100373E+03  -0.103934E+00  -0.920588E+00   0.244835E-03   0.138837E-03   0.245566E-04   0.123868E-02   0.217829E+03
   0.100373E+03  -0.405985E+00  -0.468920E+01   0.244835E-03   0.138837E-03   0.245566E-04   0.123868E-02   0.217596E+03
   0.100890E+03  -0.405985E+00  -0.863172E+01   0.244835E-03   0.138837E-03   0.245566E-04   0.123868E-02   0.216061E+03
   0.100890E+03  -0.405985E+00  -0.863172E+01   0.244835E-03   0.138837E-03   0.245566E-04   0.123868E-02   0.216061E+03
   0.100890E+03  -0.405985E+00  -0.246338E+01   0.244835E-03   0.413046E-04   0.245566E-04   0.123868E-02   0.218166E+03
   0.100890E+03   0.107387E+01  -0.246338E+01   0.244835E-03   0.413046E-04   0.245566E-04   0.123868E-02   0.218491E+03
   0.100890E+03   0.107387E+01   0.686074E+01   0.163848E-03   0.413046E-04   0.245566E-04   0.123868E-02   0.216218E+03
   0.100890E+03   0.107387E+01   0.686074E+01   0.163848E-03   0.413046E-04   0.245566E-04   0.123868E-02   0.216218E+03
   0.100890E+03   0.107387E+01   0.547971E+01   0.163848E-03   0.413046E-04   0.245566E-04   0.123868E-02   0.217080E+03
   0.100890E+03   0.588979E+00  -0.694730E+01   0.163848E-03   0.413046E-04   0.245566E-04   0.123868E-02   0.217375E+03
   0.100890E+03   0.132485E+01   0.123077E+01   0.163848E-03   0.323015E-03   0.245566E-04   0.123868E-02   0.217704E+03
   0.100890E+03   0.132485E+01   0.123077E+01   0.163848E-03   0.323015E-03   0.245566E-04   0.123868E-02   0.217704E+03
   0.100890E+03   0.128406E+01  -0.833015E+00   0.163848E-03   0.323015E-03   0.245566E-04   0.123868E-02   0.217776E+03
   0.100890E+03   0.128406E+01   0.118113E+01   0.163848E-03   0.323015E-03   0.667772E-06   0.123868E-02   0.217721E+03
   0.100937E+03   0.128406E+01  -0.439462E+01   0.163848E-03   0.454312E-03   0.667772E-06   0.123868E-02   0.216326E+03
   0.100937E+03   0.128406E+01   0.127934E+01   0.163848E-03   0.626573E-03   0.667772E-06   0.123868E-02   0.215824E+03
   0.100937E+03   0.240311E+01   0.127934E+01   0.103775E-04   0.626573E-03   0.667772E-06   0.123523E-02   0.215571E+03
   0.100937E+03   0.537085E+01   0.127934E+01   0.103775E-04   0.626573E-03   0.667772E-06   0.149063E-02   0.212479E+03
   0.100937E+03   0.537085E+01   0.127934E+01   0.103775E-04   0.125953E-03   0.667772E-06   0.109162E-02   0.216088E+03
   0.100937E+03   0.433423E+01   0.962922E+00   0.103775E-04   0.125953E-03   0.667772E-06   0.109162E-02   0.217294E+03
   0.100937E+03   0.106963E+01   0.100382E+01   0.103775E-04   0.125953E-03   0.667772E-06   0.109162E-02   0.218877E+03
   0.100604E+03   0.456693E+00  -0.224820E+01   0.261809E-03   0.125953E-03   0.667772E-06   0.109162E-02   0.218586E+03
   0.100604E+03   0.456693E+00   0.294151E+01   0.261809E-03   0.125953E-03   0.667772E-06   0.127864E-02   0.217314E+03
   0.100604E+03   0.161007E+01   0.294151E+01   0.261809E-03   0.125953E-03   0.667772E-06   0.127864E-02   0.217396E+03
   0.100604E+03   0.161007E+01   0.294151E+01   0.261809E-03   0.125953E-03   0.667772E-06   0.799110E-03   0.217969E+03
   0.101187E+03   0.155239E+01  -0.149761E+01   0.261809E-03   0.125953E-03   0.667772E-06   0.799110E-03   0.217840E+03
   0.101060E+03   0.155239E+01   0.748694E+00   0.261809E-03   0.369794E-04   0.667772E-06   0.799110E-03   0.218451E+03
   0.101060E+03   0.155239E+01   0.748694E+00   0.261809E-03   0.369794E-04   0.667772E-06   0.799110E-03   0.218451E+03
   0.100744E+03   0.155239E+01  -0.538041E+00   0.261809E-03   0.369794E-04   0.667772E-06   0.867330E-03   0.218829E+03
   0.100744E+03   0.155239E+01   0.413467E+01   0.261809E-03   0.369794E-04   0.667772E-06   0.867330E-03   0.217873E+03
   0.100744E+03   0.690183E+00  -0.311901E+01   0.261809E-03   0.369794E-04   0.667772E-06   0.867330E-03   0.218608E+03
   0.100744E+03   0.170648E+01  -0.311901E+01   0.701915E-03   0.369794E-04   0.667772E-06   0.867330E-03   0.217018E+03
   0.100744E+03   0.170648E+01   0.546445E-01   0.701915E-03   0.369794E-04   0.667772E-06   0.867330E-03   0.217297E+03
   0.100744E+03   0.170648E+01   0.546445E-01   0.672502E-03   0.369794E-04   0.667772E-06   0.867330E-03   0.217420E+03
   0.100744E+03  -0.822689E+00   0.773923E+00   0.672502E-03   0.369794E-04   0.667772E-06   0.867330E-03   0.216905E+03
   0.100744E+03  -0.822689E+00  -0.634844E+01   0.672502E-03   0.369794E-04   0.667772E-06   0.867330E-03   0.215862E+03
   0.100083E+03   0.458552E+01  -0.634844E+01   0.672502E-03   0.369794E-04   0.667772E-06   0.867330E-03   0.214053E+03
   0.100083E+03   0.458552E+01  -0.286844E+01   0.535540E-03   0.306054E-03   0.667772E-06   0.867330E-03   0.214830E+03
   0.100083E+03   0.458552E+01  -0.286844E+01   0.535540E-03   0.306054E-03   0.667772E-06   0.867330E-03   0.214830E+03
   0.991789E+02   0.420999E+01  -0.286844E+01   0.535540E-03   0.306054E-03   0.667772E-06   0.867330E-03   0.213067E+03
   0.991789E+02   0.420999E+01  -0.123316E+02   0.106337E-03   0.306054E-03   0.505322E-05   0.867330E-03   0.210743E+03
   0.100399E+03   0.420999E+01  -0.895344E+01   0.106337E-03   0.306054E-03   0.505322E-05   0.867330E-03   0.214133E+03
   0.100399E+03   0.420999E+01  -0.251792E+01   0.106337E-03   0.306054E-03   0.505322E-05   0.867330E-03   0.216579E+03
   0.100583E+03   0.420999E+01  -0.251792E+01   0.106337E-03   0.306054E-03   0.505322E-05   0.867330E-03   0.216527E+03
   0.100759E+03   0.420999E+01  -0.251792E+01   0.106337E-03   0.306054E-03   0.505322E-05   0.867330E-03   0.216373E+03
   0.100759E+03   0.388887E+01   0.494628E+01   0.106337E-03   0.306054E-03   0.505322E-05   0.786211E-03   0.216119E+03
   0.100759E+03   0.388887E+01   0.358939E+01   0.106337E-03   0.306054E-03   0.505322E-05   0.786211E-03   0.216520E+03
   0.100759E+03   0.388887E+01   0.247855E+01   0.106337E-03   0.306054E-03   0.505322E-05   0.786211E-03   0.216727E+03
   0.100759E+03   0.388887E+01   0.247855E+01   0.106337E-03   0.306054E-03   0.505322E-05   0.786211E-03   0.216727E+03
   0.100759E+03   0.388887E+01   0.273698E+01   0.106337E-03   0.306054E-03   0.505322E-05   0.786211E-03   0.216690E+03
   0.100759E+03   0.388887E+01   0.251679E+01   0.106337E-03   0.306054E-03   0.505322E-05   0.786211E-03   0.216723E+03
   0.100759E+03   0.131875E+01   0.225590E+01   0.106337E-03   0.306054E-03   0.505322E-05   0.103467E-02   0.218037E+03
   0.100759E+03   0.131875E+01   0.225590E+01   0.275117E-03   0.306054E-03   0.505322E-05   0.103467E-02   0.217778E+03
   0.100759E+03   0.210809E+01  -0.267440E+01   0.275117E-03   0.306054E-03   0.505322E-05   0.103467E-02   0.217647E+03
   0.100759E+03  -0.948565E+00  -0.267440E+01   0.275117E-03   0.306054E-03   0.505322E-05   0.103467E-02   0.217477E+03
   0.100759E+03   0.211641E+01  -0.266417E+01   0.275117E-03   0.306054E-03   0.505322E-05   0.103467E-02   0.217646E+03
   0.100759E+03  -0.703376E+00  -0.266417E+01   0.275117E-03   0.306054E-03   0.505322E-05   0.103467E-02   0.217595E+03
   0.101076E+03  -0.703376E+00  -0.266417E+01   0.275117E-03   0.306054E-03   0.505322E-05   0.109753E-02   0.217234E+03
   0.100010E+03  -0.703376E+00   0.182338E+01   0.275117E-03   0.100439E-02   0.505322E-05   0.109753E-02   0.213298E+03
   0.100010E+03  -0.703376E+00  -0.790807E-01   0.275117E-03   0.100439E-02   0.505322E-05   0.109753E-02   0.213597E+03
   0.100182E+03   0.121223E+00  -0.473736E+01   0.275117E-03   0.498415E-03   0.505322E-05   0.109753E-02   0.216503E+03
   0.100182E+03   0.276931E+01  -0.585677E+01   0.275117E-03   0.498415E-03   0.505322E-05   0.109753E-02   0.215567E+03
   0.100182E+03   0.276931E+01  -0.658876E+01   0.275117E-03   0.498415E-03   0.505322E-05   0.109753E-02   0.215342E+03
   0.100182E+03   0.276931E+01   0.213310E+01   0.275117E-03   0.498415E-03   0.505322E-05   0.113493E-02   0.215597E+03
   0.100182E+03   0.276931E+01   0.213310E+01   0.275117E-03   0.498415E-03   0.505322E-05   0.113493E-02   0.215597E+03
   0.100182E+03   0.276931E+01  -0.918581E+00   0.163234E-03   0.498415E-03   0.505322E-05   0.113493E-02   0.216304E+03
   0.100436E+03   0.276931E+01   0.266968E+01   0.163234E-03   0.498415E-03   0.505322E-05   0.113493E-02   0.216027E+03
   0.100436E+03   0.276931E+01  -0.286519E+01   0.163234E-03   0.498415E-03   0.505322E-05   0.113493E-02   0.216342E+03
   0.100436E+03   0.276931E+01   0.398919E+01   0.163234E-03   0.351423E-03   0.505322E-05   0.113493E-02   0.216245E+03
   0.101953E+03  -0.112486E+01   0.398919E+01   0.163234E-03   0.351423E-03   0.505322E-05   0.113493E-02   0.215780E+03
   0.101953E+03  -0.197465E+01   0.398919E+01   0.163234E-03   0.351423E-03   0.505322E-05   0.113493E-02   0.215352E+03
   0.101953E+03  -0.146783E+01   0.398919E+01   0.163234E-03   0.351423E-03   0.505322E-05   0.113493E-02   0.215628E+03
   0.101953E+03   0.346842E+01   0.989784E+00   0.237508E-03   0.351423E-03   0.363143E-03   0.113493E-02   0.214239E+03
   0.101953E+03   0.346842E+01   0.218657E+01   0.237508E-03   0.351423E-03   0.363143E-03   0.113493E-02   0.214403E+03
   0.101953E+03   0.346842E+01   0.382438E+01   0.237508E-03   0.351423E-03   0.363143E-03   0.113493E-02   0.214515E+03
   0.101953E+03   0.346842E+01   0.382438E+01   0.237508E-03   0.351423E-03   0.363143E-03   0.634800E-03   0.212653E+03
   0.101953E+03   0.346842E+01   0.382438E+01   0.237508E-03   0.422393E-03   0.363143E-03   0.735761E-03   0.213127E+03
   0.101953E+03  -0.202555E+01  -0.401955E+01   0.237508E-03   0.422393E-03   0.363143E-03   0.735761E-03   0.210765E+03
   0.101953E+03  -0.202555E+01   0.895097E+01   0.237508E-03   0.422393E-03   0.363143E-03   0.735761E-03   0.212193E+03
   0.101953E+03  -0.202555E+01   0.375630E+01   0.237508E-03   0.422393E-03   0.363143E-03   0.735761E-03   0.212536E+03
   0.101953E+03   0.306258E+01   0.375630E+01   0.237508E-03   0.422393E-03   0.363143E-03   0.130911E-02   0.213958E+03
   0.101953E+03   0.479667E+01   0.375630E+01   0.237508E-03   0.422393E-03   0.363143E-03   0.130911E-02   0.213088E+03
   0.101953E+03   0.398210E+01   0.350681E+01   0.237508E-03   0.422393E-03   0.363143E-03   0.139944E-02   0.213368E+03
   0.101953E+03   0.120021E+00   0.350681E+01   0.237508E-03   0.422393E-03   0.363143E-03   0.121196E-02   0.214325E+03
   0.101953E+03  -0.127347E+01  -0.110811E+02   0.237508E-03   0.422393E-03   0.363143E-03   0.121196E-02   0.209915E+03
   0.101953E+03  -0.127347E+01   0.274849E+01   0.237508E-03   0.422393E-03   0.396149E-03   0.150121E-02   0.213089E+03
   0.101071E+03   0.389450E+01   0.562387E+00   0.237508E-03   0.422393E-03   0.396149E-03   0.172006E-02   0.213481E+03
   0.101071E+03   0.137062E+01   0.562387E+00   0.237508E-03   0.728903E-04   0.396149E-03   0.220615E-02   0.214110E+03
   0.101071E+03   0.130258E+01  -0.518258E+01   0.336305E-04   0.728903E-04   0.396149E-03   0.220615E-02   0.214094E+03
   0.100396E+03   0.419919E+01   0.219815E+01   0.538384E-03   0.728903E-04   0.615844E-04   0.220615E-02   0.212120E+03
   0.100396E+03   0.176619E+01   0.219815E+01   0.538384E-03   0.728903E-04   0.615844E-04   0.220615E-02   0.213398E+03
   0.100568E+03   0.202008E+01  -0.272858E+01   0.538384E-03   0.728903E-04   0.615844E-04   0.187284E-02   0.215512E+03
   0.100568E+03   0.202008E+01  -0.272858E+01   0.538384E-03   0.728903E-04   0.615844E-04   0.187284E-02   0.215512E+03
   0.100568E+03   0.202008E+01  -0.253464E+01   0.538384E-03   0.728903E-04   0.615844E-04   0.187284E-02   0.215522E+03
   0.100568E+03   0.202008E+01  -0.253464E+01   0.745483E-03   0.728903E-04   0.615844E-04   0.162677E-02   0.215441E+03
   0.100562E+03   0.540488E+00  -0.441760E+01   0.745483E-03   0.728903E-04   0.615844E-04   0.162677E-02   0.215378E+03
   0.100562E+03   0.540488E+00  -0.441760E+01   0.745483E-03   0.728903E-04   0.615844E-04   0.162677E-02   0.215378E+03
   0.100562E+03   0.404698E+00  -0.441760E+01   0.745483E-03   0.728903E-04   0.615844E-04   0.142956E-02   0.215941E+03
   0.100562E+03  -0.172846E+01  -0.110374E+02   0.745483E-03   0.728903E-04   0.615844E-04   0.191228E-02   0.210850E+03
   0.100562E+03  -0.165070E+01  -0.682928E+01   0.745483E-03   0.851233E-03   0.615844E-04   0.191228E-02   0.209728E+03
   0.100562E+03  -0.640277E+00  -0.923060E+01   0.204211E-03   0.851233E-03   0.615844E-04   0.191228E-02   0.210763E+03
   0.100562E+03   0.118920E+01   0.252867E+01   0.204211E-03   0.996366E-03   0.615844E-04   0.860300E-03   0.213896E+03
   0.100562E+03   0.308007E+01  -0.313390E+01   0.204211E-03   0.996366E-03   0.615844E-04   0.860300E-03   0.212592E+03
   0.100562E+03  -0.480729E+01   0.744106E+00   0.180888E-03   0.765833E-03   0.615844E-04   0.860300E-03   0.212401E+03
   0.100562E+03  -0.480729E+01   0.519264E+01   0.175917E-04   0.765833E-03   0.615844E-04   0.860300E-03   0.211635E+03
   0.100562E+03  -0.457032E+01  -0.628053E+01   0.671835E-03   0.325583E-03   0.615844E-04   0.860300E-03   0.211635E+03
   0.100562E+03  -0.457032E+01  -0.933132E+01   0.671835E-03   0.325583E-03   0.615844E-04   0.860300E-03   0.210241E+03
   0.100562E+03  -0.457032E+01   0.410371E+01   0.671835E-03   0.325583E-03   0.615844E-04   0.860300E-03   0.211833E+03
   0.100562E+03  -0.457032E+01   0.222970E+01   0.671835E-03   0.325583E-03   0.615844E-04   0.860300E-03   0.212372E+03
   0.101670E+03  -0.179666E+01   0.183627E+01   0.671835E-03   0.674954E-03   0.615844E-04   0.574768E-03   0.210257E+03
   0.101670E+03  -0.179666E+01   0.473607E+01   0.385437E-03   0.674954E-03   0.615844E-04   0.574768E-03   0.211589E+03
   0.101670E+03  -0.179666E+01   0.291352E+01   0.385437E-03   0.674954E-03   0.615844E-04   0.183450E-02   0.212203E+03
   0.101670E+03  -0.179666E+01  -0.474118E+01   0.679903E-04   0.674954E-03   0.615844E-04   0.183450E-02   0.211350E+03
   0.100959E+03  -0.179666E+01  -0.474118E+01   0.679903E-04   0.732054E-03   0.615844E-04   0.116256E-02   0.214187E+03
   0.100959E+03  -0.179666E+01   0.924242E+00   0.679903E-04   0.732054E-03   0.615844E-04   0.116256E-02   0.214931E+03
   0.100959E+03  -0.179666E+01  -0.792766E+01   0.679903E-04   0.732054E-03   0.615844E-04   0.116256E-02   0.213126E+03
   0.100959E+03  -0.179666E+01   0.691649E+01   0.679903E-04   0.732054E-03   0.615844E-04   0.116051E-02   0.213781E+03
   0.100959E+03  -0.179666E+01   0.985277E+00   0.679903E-04   0.533906E-03   0.333670E-03   0.116051E-02   0.214583E+03
   0.100959E+03  -0.179666E+01   0.449325E+00   0.679903E-04   0.695938E-03   0.141323E-04   0.116051E-02   0.215201E+03
   0.100502E+03   0.643992E+00   0.449325E+00   0.679903E-04   0.695938E-03   0.141323E-04   0.116051E-02   0.215861E+03
   0.100502E+03   0.643992E+00   0.449325E+00   0.679903E-04   0.661713E-03   0.141323E-04   0.116051E-02   0.216073E+03
   0.100502E+03   0.332287E+01   0.280080E+01   0.679903E-04   0.661713E-03   0.141323E-04   0.116051E-02   0.214821E+03
   0.100502E+03   0.332287E+01   0.447038E+01   0.679903E-04   0.661713E-03   0.328016E-06   0.116051E-02   0.214388E+03
   0.101953E+03   0.126249E+01   0.561746E+01   0.679903E-04   0.661713E-03   0.328016E-06   0.116051E-02   0.214094E+03
   0.100526E+03   0.126249E+01   0.561746E+01   0.679903E-04   0.635806E-03   0.328016E-06   0.116051E-02   0.214900E+03
   0.100526E+03   0.126249E+01  -0.410567E+01   0.679903E-04   0.635806E-03   0.328016E-06   0.116051E-02   0.215854E+03
   0.100526E+03  -0.239157E+01  -0.626437E+01   0.679903E-04   0.635806E-03   0.328016E-06   0.116051E-02   0.214487E+03
   0.100526E+03  -0.239157E+01  -0.626437E+01   0.679903E-04   0.635806E-03   0.328016E-06   0.116051E-02   0.214487E+03
   0.100526E+03   0.282969E+01  -0.380410E+01   0.393445E-03   0.635806E-03   0.328016E-06   0.116051E-02   0.214557E+03
   0.100526E+03   0.285730E+01   0.222266E+01   0.280769E-03   0.635806E-03   0.328016E-06   0.116051E-02   0.215074E+03
   0.100526E+03   0.285730E+01   0.222266E+01   0.923243E-03   0.635806E-03   0.328016E-06   0.116051E-02   0.212695E+03
   0.100526E+03  -0.366302E+01   0.214814E+01   0.123767E-02   0.635806E-03   0.328016E-06   0.116051E-02   0.210819E+03
   0.100424E+03  -0.550882E+01   0.431985E+01   0.123767E-02   0.635806E-03   0.328016E-06   0.116051E-02   0.208457E+03
   0.100424E+03  -0.363626E+01  -0.392742E+01   0.123767E-02   0.635806E-03   0.328016E-06   0.116051E-02   0.210687E+03
   0.100424E+03  -0.363626E+01   0.773338E+01   0.123767E-02   0.635806E-03   0.328016E-06   0.116051E-02   0.208853E+03
   0.101756E+03   0.433399E+01   0.773338E+01   0.858231E-03   0.635806E-03   0.328016E-06   0.116051E-02   0.210706E+03
   0.101756E+03   0.176472E+01   0.773338E+01   0.858231E-03   0.953030E-04   0.328016E-06   0.116051E-02   0.214576E+03
   0.101756E+03   0.124398E+01   0.930846E+01   0.858231E-03   0.953030E-04   0.328016E-06   0.116051E-02   0.213973E+03
   0.100940E+03   0.124398E+01   0.646947E+01   0.188317E-03   0.953030E-04   0.328016E-06   0.116051E-02   0.216745E+03
   0.100940E+03   0.124398E+01   0.132784E+01   0.188317E-03   0.953030E-04   0.328016E-06   0.116051E-02   0.218639E+03
   0.100940E+03   0.124398E+01   0.204076E+01   0.188317E-03   0.953030E-04   0.328016E-06   0.116051E-02   0.218518E+03
   0.100940E+03   0.124398E+01   0.292534E+01   0.188317E-03   0.953030E-04   0.328016E-06   0.116051E-02   0.218307E+03
   0.100940E+03   0.124398E+01   0.292534E+01   0.188317E-03   0.953030E-04   0.328016E-06   0.116051E-02   0.218307E+03
   0.100940E+03   0.573374E+00   0.153682E+01   0.188317E-03   0.953030E-04   0.328016E-06   0.116051E-02   0.218560E+03
   0.100940E+03   0.357005E+01   0.214328E+01   0.188317E-03   0.953030E-04   0.217883E-04   0.116051E-02   0.217618E+03
   0.100940E+03   0.357005E+01   0.140707E+01   0.207963E-03   0.953030E-04   0.323967E-03   0.941037E-03   0.217217E+03
   0.100940E+03   0.387000E+01   0.140707E+01   0.207963E-03   0.953030E-04   0.323967E-03   0.847900E-03   0.216951E+03
   0.100940E+03   0.296226E+01   0.140707E+01   0.207963E-03   0.953030E-04   0.323967E-03   0.847900E-03   0.217369E+03
   0.100940E+03   0.296226E+01   0.140707E+01   0.207963E-03   0.953030E-04   0.407639E-03   0.847900E-03   0.216898E+03
   0.101695E+03   0.314569E+01   0.140707E+01   0.207963E-03   0.953030E-04   0.407639E-03   0.847900E-03   0.215841E+03
