"P0" "P1" "P2"
1 -1 1
1 -0.989949748743719 0.970000757556627
1 -0.979899497487437 0.940304537764198
1 -0.969849246231156 0.910911340622711
1 -0.959798994974874 0.881821166132169
1 -0.949748743718593 0.853034014292568
1 -0.939698492462312 0.824549885103911
1 -0.92964824120603 0.796368778566198
1 -0.919597989949749 0.768490694679427
1 -0.909547738693467 0.7409156334436
1 -0.899497487437186 0.713643594858716
1 -0.889447236180904 0.686674578924774
1 -0.879396984924623 0.660008585641777
1 -0.869346733668342 0.633645615009722
1 -0.85929648241206 0.607585667028611
1 -0.849246231155779 0.581828741698442
1 -0.839195979899497 0.556374839019216
1 -0.829145728643216 0.531223958990935
1 -0.819095477386935 0.506376101613595
1 -0.809045226130653 0.4818312668872
1 -0.798994974874372 0.457589454811747
1 -0.78894472361809 0.433650665387238
1 -0.778894472361809 0.410014898613671
1 -0.768844221105528 0.386682154491048
1 -0.758793969849246 0.363652433019368
1 -0.748743718592965 0.340925734198631
1 -0.738693467336683 0.318502058028838
1 -0.728643216080402 0.296381404509987
1 -0.718592964824121 0.27456377364208
1 -0.708542713567839 0.253049165425116
1 -0.698492462311558 0.231837579859094
1 -0.688442211055276 0.210929016944016
1 -0.678391959798995 0.190323476679882
1 -0.668341708542714 0.17002095906669
1 -0.658291457286432 0.150021464104442
1 -0.648241206030151 0.130324991793137
1 -0.638190954773869 0.110931542132774
1 -0.628140703517588 0.0918411151233556
1 -0.618090452261307 0.0730537107648797
1 -0.608040201005025 0.054569329057347
1 -0.597989949748744 0.0363879700007577
1 -0.587939698492462 0.0185096335951113
1 -0.577889447236181 0.000934319840407927
1 -0.5678391959799 -0.016337971263352
1 -0.557788944723618 -0.0333072397161687
1 -0.547738693467337 -0.0499734855180424
1 -0.537688442211055 -0.066336708668973
1 -0.527638190954774 -0.0823969091689603
1 -0.517587939698492 -0.0981540870180046
1 -0.507537688442211 -0.113608242216105
1 -0.49748743718593 -0.128759374763263
1 -0.487437185929648 -0.143607484659478
1 -0.477386934673367 -0.15815257190475
1 -0.467336683417085 -0.172394636499078
1 -0.457286432160804 -0.186333678442464
1 -0.447236180904523 -0.199969697734906
1 -0.437185929648241 -0.213302694376405
1 -0.42713567839196 -0.22633266836696
1 -0.417085427135678 -0.239059619706573
1 -0.407035175879397 -0.251483548395243
1 -0.396984924623116 -0.263604454432969
1 -0.386934673366834 -0.275422337819752
1 -0.376884422110553 -0.286937198555592
1 -0.366834170854271 -0.298149036640489
1 -0.35678391959799 -0.309057852074443
1 -0.346733668341709 -0.319663644857453
1 -0.336683417085427 -0.32996641498952
1 -0.326633165829146 -0.339966162470645
1 -0.316582914572864 -0.349662887300826
1 -0.306532663316583 -0.359056589480064
1 -0.296482412060302 -0.368147269008358
1 -0.28643216080402 -0.37693492588571
1 -0.276381909547739 -0.385419560112118
1 -0.266331658291457 -0.393601171687584
1 -0.256281407035176 -0.401479760612106
1 -0.246231155778894 -0.409055326885685
1 -0.236180904522613 -0.41632787050832
1 -0.226130653266332 -0.423297391480013
1 -0.21608040201005 -0.429963889800763
1 -0.206030150753769 -0.436327365470569
1 -0.195979899497487 -0.442387818489432
1 -0.185929648241206 -0.448145248857352
1 -0.175879396984925 -0.453599656574329
1 -0.165829145728643 -0.458751041640363
1 -0.155778894472362 -0.463599404055453
1 -0.14572864321608 -0.4681447438196
1 -0.135678391959799 -0.472387060932805
1 -0.125628140703518 -0.476326355395066
1 -0.115577889447236 -0.479962627206384
1 -0.105527638190955 -0.483295876366758
1 -0.0954773869346734 -0.48632610287619
1 -0.085427135678392 -0.489053306734678
1 -0.0753768844221107 -0.491477487942224
1 -0.0653266331658292 -0.493598646498826
1 -0.0552763819095479 -0.495416782404485
1 -0.0452261306532664 -0.496931895659201
1 -0.035175879396985 -0.498143986262973
1 -0.0251256281407036 -0.499053054215803
1 -0.0150753768844222 -0.499659099517689
1 -0.00502512562814084 -0.499962122168632
1 0.00502512562814061 -0.499962122168632
1 0.0150753768844221 -0.499659099517689
1 0.0251256281407033 -0.499053054215803
1 0.0351758793969847 -0.498143986262973
1 0.0452261306532662 -0.496931895659201
1 0.0552763819095476 -0.495416782404485
1 0.0653266331658291 -0.493598646498826
1 0.0753768844221105 -0.491477487942224
1 0.085427135678392 -0.489053306734678
1 0.0954773869346734 -0.48632610287619
1 0.105527638190955 -0.483295876366758
1 0.115577889447236 -0.479962627206384
1 0.125628140703518 -0.476326355395066
1 0.135678391959799 -0.472387060932805
1 0.14572864321608 -0.4681447438196
1 0.155778894472362 -0.463599404055453
1 0.165829145728643 -0.458751041640363
1 0.175879396984925 -0.453599656574329
1 0.185929648241206 -0.448145248857352
1 0.195979899497488 -0.442387818489432
1 0.206030150753769 -0.436327365470569
1 0.21608040201005 -0.429963889800763
1 0.226130653266332 -0.423297391480013
1 0.236180904522613 -0.41632787050832
1 0.246231155778895 -0.409055326885685
