X Y Z label profile_id header_val
881877.5295 6534002.9386 196.83 NA 1 55900
881870.8806 6534011.8039 196.93 NA 1 55900
881865.0627 6534018.4528 193.55 rg 1 55900
881859.319 6534025.507 190.639 NA 1 55900
881859.359 6534031.593 190.745 NA 1 55900
881858.876 6534036.981 190.935 NA 1 55900
881853.815 6534040.038 191.075 NA 1 55900
881851.781 6534044.778 191.37 NA 1 55900
881846.35 6534046.978 191.405 NA 1 55900
881845.308 6534052.873 191.025 NA 1 55900
881835.188 6534058.276 190.635 NA 1 55900
881834.129 6534063.418 190.81 NA 1 55900
881830.392 6534066.926 191.129 NA 1 55900
881827.792 6534075.919 191.075 NA 1 55900
881823.784 6534084.387 190.645 NA 1 55900
881819.946 6534088.002 190.53 NA 1 55900
881815.359 6534093.1 190.165 NA 1 55900
881815.192 6534098.968 190.19 NA 1 55900
881809.774 6534104.956 189.945 NA 1 55900
881804.915 6534110.127 189.745 axe 1 55900
881799.33 6534113.18 189.82 NA 1 55900
881793.956 6534113.316 189.815 NA 1 55900
881790.59 6534117.213 189.77 NA 1 55900
881787.891 6534123.09 190.18 NA 1 55900
881783.447 6534126.588 190.3 NA 1 55900
881782.165 6534131.611 190.78 NA 1 55900
881783.188 6534137.412 191.241 NA 1 55900
881777.5183 6534154.8947 193.55 rd 1 55900
881772.8086 6534165.0067 197.29 NA 1 55900
881765.0515 6534183.0142 197.96 NA 1 55900
881867.1151 6533991.692 196.7953 NA 2 55850
881866.3265 6533992.6449 196.8046 NA 2 55850
881865.538 6533993.5978 196.8136 NA 2 55850
881864.7494 6533994.5506 196.823 NA 2 55850
881863.9608 6533995.5035 196.8329 NA 2 55850
881863.1722 6533996.4565 196.845 NA 2 55850
881862.3836 6533997.4094 196.8561 NA 2 55850
881861.595 6533998.3624 196.8692 NA 2 55850
881860.8064 6533999.3153 196.8803 NA 2 55850
881860.0179 6534000.2681 196.8902 NA 2 55850
881859.6272 6534000.7402 196.8951 NA 2 55850
881859.0542 6534001.4545 196.9026 NA 2 55850
881858.6182 6534001.9021 196.7254 NA 2 55850
881858.4296 6534002.1021 196.6391 NA 2 55850
881857.6255 6534002.9549 196.2683 NA 2 55850
881856.8214 6534003.8076 195.8995 NA 2 55850
881856.0173 6534004.6604 195.5314 NA 2 55850
881855.2104 6534005.5162 195.1414 NA 2 55850
881854.4062 6534006.3691 194.7693 NA 2 55850
881853.5956 6534007.2293 194.3662 NA 2 55850
881852.7903 6534008.0834 193.9844 NA 2 55850
881851.9584 6534008.968 193.536 rg 2 55850
881849.0442 6534012.4663 192.1094 NA 2 55850
881846.1219 6534015.9747 190.6848 NA 2 55850
881846.064 6534017.8469 190.7158 NA 2 55850
881845.9904 6534021.927 190.7845 NA 2 55850
881845.3584 6534027.2113 190.9627 NA 2 55850
881843.0712 6534028.6181 191.0064 NA 2 55850
881840.1753 6534030.3925 191.0816 NA 2 55850
881838.7902 6534033.5009 191.2695 NA 2 55850
881838.059 6534035.0567 191.3595 NA 2 55850
881832.6916 6534037.2899 191.3899 NA 2 55850
881831.5246 6534043.0595 191.0286 NA 2 55850
881828.6863 6534044.612 190.9216 NA 2 55850
881824.5334 6534046.8663 190.7495 NA 2 55850
881821.3301 6534048.6137 190.6287 NA 2 55850
881820.1469 6534053.6626 190.7895 NA 2 55850
881816.4007 6534057.1477 191.0879 NA 2 55850
881815.632 6534059.5689 191.0694 NA 2 55850
881814.9454 6534061.7219 191.0528 NA 2 55850
881813.5728 6534066.0099 191.0054 NA 2 55850
881811.3953 6534070.3797 190.7828 NA 2 55850
881809.3975 6534074.3696 190.5716 NA 2 55850
881807.3469 6534076.2836 190.5132 NA 2 55850
881805.5547 6534077.9571 190.462 NA 2 55850
881802.5871 6534081.1944 190.2382 NA 2 55850
881800.8252 6534083.0917 190.1109 NA 2 55850
881800.4956 6534088.8353 190.1253 NA 2 55850
881797.97 6534091.5919 190.0122 NA 2 55850
881795.1407 6534094.6938 189.885 NA 2 55850
881793.4082 6534096.4847 189.8078 NA 2 55850
881790.1509 6534099.8983 189.6666 axe 2 55850
881787.057 6534101.6069 189.712 NA 2 55850
881784.6361 6534102.9479 189.7485 NA 2 55850
881779.389 6534103.1564 189.7652 NA 2 55850
881776.1019 6534106.9354 189.7357 NA 2 55850
881775.6122 6534107.8915 189.8147 NA 2 55850
881774.5776 6534110.0634 189.9752 NA 2 55850
881774.2068 6534110.82 190.0336 NA 2 55850
881773.3152 6534112.7132 190.1676 NA 2 55850
881771.0687 6534114.4792 190.2339 NA 2 55850
881768.9263 6534116.1632 190.2974 NA 2 55850
881768.2168 6534118.7505 190.5445 NA 2 55850
881767.5811 6534121.0594 190.765 NA 2 55850
881768.0453 6534124.0226 191.001 NA 2 55850
881768.4232 6534126.7142 191.2307 NA 2 55850
881767.5211 6534129.3428 191.5875 NA 2 55850
881767.2825 6534130.0351 191.6817 NA 2 55850
881766.6276 6534131.9457 191.9392 NA 2 55850
881765.5542 6534135.0722 192.3609 NA 2 55850
881765.2588 6534135.8795 192.4725 NA 2 55850
881764.3373 6534138.6196 192.8456 NA 2 55850
881762.5733 6534143.7648 193.5574 rd 2 55850
881761.899 6534144.9759 193.9942 NA 2 55850
881761.2199 6534146.1972 194.4455 NA 2 55850
881760.5141 6534147.4759 194.9566 NA 2 55850
881759.8389 6534148.6889 195.3963 NA 2 55850
881759.1659 6534149.8972 195.8287 NA 2 55850
881758.4956 6534151.0996 196.2499 NA 2 55850
881757.8273 6534152.2979 196.6606 NA 2 55850
881757.1601 6534153.4937 197.0588 NA 2 55850
881756.538 6534154.5926 197.4203 NA 2 55850
881755.8323 6534155.9647 197.4714 NA 2 55850
881755.1709 6534157.2337 197.5218 NA 2 55850
881754.5092 6534158.5035 197.5751 NA 2 55850
881753.8446 6534159.7801 197.6436 NA 2 55850
881753.182 6534161.0519 197.7028 NA 2 55850
881752.5199 6534162.3226 197.7593 NA 2 55850
881751.8564 6534163.5967 197.8233 NA 2 55850
881751.1953 6534164.865 197.868 NA 2 55850
881750.5342 6534166.1333 197.9125 NA 2 55850
881749.8731 6534167.4017 197.9575 NA 2 55850
881749.2121 6534168.67 198.0022 NA 2 55850
881748.551 6534169.9385 198.041 NA 2 55850
881747.8899 6534171.2068 198.0842 NA 2 55850
881747.2288 6534172.4752 198.1234 NA 2 55850
881746.5677 6534173.7434 198.1673 NA 2 55850
881839.6588 6533962.042 196.7039 NA 3 55800
881838.4959 6533963.2342 196.7119 NA 3 55800
881837.3331 6533964.4264 196.719 NA 3 55800
881836.1702 6533965.6185 196.7276 NA 3 55800
881835.0073 6533966.8107 196.7381 NA 3 55800
881833.8444 6533968.0029 196.7565 NA 3 55800
881832.6815 6533969.1951 196.7712 NA 3 55800
881831.5185 6533970.3874 196.7932 NA 3 55800
881830.3556 6533971.5795 196.8077 NA 3 55800
881829.1927 6533972.7717 196.8181 NA 3 55800
881828.6166 6533973.3623 196.8231 NA 3 55800
881827.8754 6533974.1697 196.8305 NA 3 55800
881827.133 6533974.8339 196.6757 NA 3 55800
881826.8571 6533975.0927 196.6001 NA 3 55800
881825.6805 6533976.1966 196.2669 NA 3 55800
881824.5039 6533977.3005 195.9409 NA 3 55800
881823.3273 6533978.4044 195.6176 NA 3 55800
881822.1483 6533979.5111 195.2193 NA 3 55800
881820.9717 6533980.615 194.8812 NA 3 55800
881819.7893 6533981.7255 194.4414 NA 3 55800
881818.6117 6533982.8305 194.0699 NA 3 55800
881817.4105 6533983.9625 193.4991 rg 3 55800
881814.3737 6533987.3989 192.1431 NA 3 55800
881811.3296 6533990.844 190.8057 NA 3 55800
881811.086 6533992.6396 190.831 NA 3 55800
881810.746 6533996.4438 190.8887 NA 3 55800
881809.7212 6534001.4547 191.0356 NA 3 55800
881807.237 6534003.0471 191.0333 NA 3 55800
881804.2163 6534004.9636 191.0989 NA 3 55800
881802.7861 6534007.8613 191.2592 NA 3 55800
881801.8827 6534009.4277 191.332 NA 3 55800
881796.683 6534011.7487 191.3501 NA 3 55800
881795.1865 6534017.1874 191.0383 NA 3 55800
881792.2165 6534018.9082 190.9323 NA 3 55800
881788.0875 6534021.2478 190.7293 NA 3 55800
881784.7957 6534023.1404 190.6122 NA 3 55800
881783.2848 6534027.9438 190.7354 NA 3 55800
881779.5144 6534031.3684 190.9796 NA 3 55800
881778.5951 6534033.6849 190.9513 NA 3 55800
881777.7637 6534035.7533 190.9254 NA 3 55800
881776.086 6534039.8857 190.8218 NA 3 55800
881773.6985 6534044.0904 190.606 NA 3 55800
881771.4695 6534047.9601 190.3781 NA 3 55800
881769.4064 6534049.8397 190.3273 NA 3 55800
881767.6139 6534051.4751 190.2828 NA 3 55800
881764.5299 6534054.6812 190.0823 NA 3 55800
881762.509 6534056.706 189.9681 NA 3 55800
881761.7507 6534062.1219 189.9548 NA 3 55800
881759.2524 6534064.7567 189.8456 NA 3 55800
881756.5619 6534067.639 189.7266 NA 3 55800
881754.5668 6534069.57 189.6233 NA 3 55800
881751.2275 6534072.9316 189.4599 axe 3 55800
881748.2683 6534074.6121 189.5138 NA 3 55800
881745.8978 6534075.9723 189.56 NA 3 55800
881740.985 6534076.372 189.634 NA 3 55800
881737.9061 6534079.8399 189.6453 NA 3 55800
881737.2611 6534080.8433 189.7599 NA 3 55800
881736.1926 6534082.8759 189.9343 NA 3 55800
881735.7676 6534083.6168 190.0065 NA 3 55800
881734.888 6534085.3563 190.135 NA 3 55800
881732.7209 6534087.0537 190.214 NA 3 55800
881730.6445 6534088.6796 190.2906 NA 3 55800
881729.8513 6534091.0869 190.5201 NA 3 55800
881729.1325 6534093.2417 190.7255 NA 3 55800
881729.4001 6534095.9607 190.9434 NA 3 55800
881729.4978 6534098.5111 191.2037 NA 3 55800
881728.5214 6534100.9648 191.5627 NA 3 55800
881728.2599 6534101.6137 191.6582 NA 3 55800
881727.5538 6534103.395 191.9125 NA 3 55800
881726.3911 6534106.3144 192.33 NA 3 55800
881726.0081 6534107.1184 192.4543 NA 3 55800
881725.0756 6534109.6245 192.8259 NA 3 55800
881723.1728 6534114.4224 193.5771 rd 3 55800
881722.1107 6534115.8422 194.0616 NA 3 55800
881721.0443 6534117.271 194.5887 NA 3 55800
881719.9544 6534118.7504 195.2744 NA 3 55800
881718.8914 6534120.1719 195.7676 NA 3 55800
881717.8304 6534121.5893 196.2392 NA 3 55800
881716.7718 6534123.0014 196.676 NA 3 55800
881715.7149 6534124.4099 197.0788 NA 3 55800
881714.659 6534125.8163 197.4387 NA 3 55800
881713.6429 6534127.1372 197.7638 NA 3 55800
881712.5531 6534128.6989 197.8222 NA 3 55800
881711.5023 6534130.1698 197.8882 NA 3 55800
881710.4513 6534131.6414 197.9651 NA 3 55800
881709.3976 6534133.119 198.0964 NA 3 55800
881708.3458 6534134.5923 198.1946 NA 3 55800
881707.2944 6534136.0647 198.2827 NA 3 55800
881706.2418 6534137.54 198.3982 NA 3 55800
881705.1913 6534139.0103 198.4439 NA 3 55800
881704.1408 6534140.4806 198.4888 NA 3 55800
881703.0903 6534141.9509 198.5355 NA 3 55800
881702.0398 6534143.4212 198.581 NA 3 55800
881700.9893 6534144.8915 198.6054 NA 3 55800
881699.9388 6534146.3618 198.6456 NA 3 55800
881698.8883 6534147.8321 198.6711 NA 3 55800
881697.8378 6534149.3024 198.7139 NA 3 55800
881800.8414 6533920.1231 196.5746 NA 4 55750
881799.1493 6533921.6535 196.5809 NA 4 55750
881797.4572 6533923.184 196.5853 NA 4 55750
881795.7651 6533924.7144 196.5927 NA 4 55750
881794.073 6533926.2449 196.6039 NA 4 55750
881792.3808 6533927.7754 196.6313 NA 4 55750
881790.6887 6533929.3059 196.6511 NA 4 55750
881788.9965 6533930.8365 196.6857 NA 4 55750
881787.3044 6533932.367 196.7051 NA 4 55750
881785.6123 6533933.8974 196.7163 NA 4 55750
881784.774 6533934.6556 196.7214 NA 4 55750
881783.7952 6533935.5947 196.7286 NA 4 55750
881782.6196 6533936.565 196.6054 NA 4 55750
881782.2202 6533936.9071 196.5449 NA 4 55750
881780.5169 6533938.366 196.265 NA 4 55750
881778.8137 6533939.825 195.9996 NA 4 55750
881777.1105 6533941.2839 195.7395 NA 4 55750
881775.4054 6533942.7451 195.3293 NA 4 55750
881773.7021 6533944.2041 195.0394 NA 4 55750
881771.9942 6533945.6684 194.5476 NA 4 55750
881770.2902 6533947.1283 194.1908 NA 4 55750
881768.5671 6533948.61 193.4469 rg 4 55750
881765.3567 6533951.9587 192.1906 NA 4 55750
881762.1405 6533955.3145 190.9766 NA 4 55750
881761.6343 6533957.0017 190.9939 NA 4 55750
881760.9177 6533960.416 191.036 NA 4 55750
881759.3374 6533965.0403 191.1388 NA 4 55750
881756.5749 6533966.895 191.0713 NA 4 55750
881753.3776 6533969.0123 191.1234 NA 4 55750
881751.8839 6533971.6122 191.2447 NA 4 55750
881750.737 6533973.1937 191.293 NA 4 55750
881745.7743 6533975.6387 191.2938 NA 4 55750
881743.8119 6533980.6096 191.0519 NA 4 55750
881740.6557 6533982.5684 190.9474 NA 4 55750
881736.5605 6533985.0285 190.7008 NA 4 55750
881733.1436 6533987.1265 190.5889 NA 4 55750
881731.1696 6533991.5827 190.6589 NA 4 55750
881727.3649 6533994.9218 190.8264 NA 4 55750
881726.2326 6533997.0904 190.7843 NA 4 55750
881725.1965 6533999.039 190.7453 NA 4 55750
881723.0873 6534002.9517 190.5622 NA 4 55750
881720.4031 6534006.9228 190.3559 NA 4 55750
881717.8472 6534010.6226 190.1045 NA 4 55750
881715.7665 6534012.4535 190.0645 NA 4 55750
881713.9735 6534014.035 190.0294 NA 4 55750
881710.725 6534017.1971 189.8618 NA 4 55750
881708.3377 6534019.4022 189.7663 NA 4 55750
881706.9734 6534024.3546 189.7138 NA 4 55750
881704.5136 6534026.8173 189.6101 NA 4 55750
881702.0195 6534029.3891 189.5028 NA 4 55750
881699.6532 6534031.5182 189.3624 NA 4 55750
881696.1977 6534034.8062 189.1677 axe 4 55750
881693.4292 6534036.4472 189.2335 NA 4 55750
881691.1298 6534037.8344 189.2936 NA 4 55750
881686.6898 6534038.5043 189.4484 NA 4 55750
881683.9051 6534041.5325 189.5175 NA 4 55750
881683.0405 6534042.6029 189.6824 NA 4 55750
881681.9242 6534044.4383 189.8766 NA 4 55750
881681.4226 6534045.1571 189.9682 NA 4 55750
881680.5598 6534046.6793 190.0888 NA 4 55750
881678.5049 6534048.2797 190.1858 NA 4 55750
881676.5219 6534049.8234 190.281 NA 4 55750
881675.6105 6534051.9762 190.4856 NA 4 55750
881674.7742 6534053.9131 190.6696 NA 4 55750
881674.7638 6534056.2871 190.8619 NA 4 55750
881674.4654 6534058.6376 191.1655 NA 4 55750
881673.3839 6534060.8442 191.5276 NA 4 55750
881673.0901 6534061.4316 191.6252 NA 4 55750
881672.3115 6534063.0303 191.8748 NA 4 55750
881671.0224 6534065.6568 192.2864 NA 4 55750
881670.5158 6534066.456 192.4285 NA 4 55750
881669.5676 6534068.6315 192.7981 NA 4 55750
881667.4687 6534072.9382 193.6048 rd 4 55750
881665.8582 6534074.6531 194.157 NA 4 55750
881664.2443 6534076.3754 194.791 NA 4 55750
881662.6113 6534078.1386 195.7237 NA 4 55750
881661.0001 6534079.8548 196.2926 NA 4 55750
881659.3906 6534081.5678 196.8196 NA 4 55750
881657.783 6534083.2764 197.2784 NA 4 55750
881656.1767 6534084.9822 197.6701 NA 4 55750
881654.5713 6534086.6862 197.9758 NA 4 55750
881652.9981 6534088.3209 198.2495 NA 4 55750
881651.3652 6534090.1508 198.3182 NA 4 55750
881649.7639 6534091.9071 198.4064 NA 4 55750
881648.1624 6534093.664 198.5165 NA 4 55750
881646.5589 6534095.4257 198.7367 NA 4 55750
881644.9568 6534097.1839 198.8899 NA 4 55750
881643.355 6534098.9414 199.0228 NA 4 55750
881641.7522 6534100.7013 199.2109 NA 4 55750
