X Y Z label profile_id header_val
869969.2361 6521484.9233 189.3828 NA 1 36250
869972.9328 6521488.2047 189.4373 NA 1 36250
869976.6296 6521491.4861 189.5086 NA 1 36250
869980.3263 6521494.7675 189.5857 NA 1 36250
869984.023 6521498.0488 189.638 NA 1 36250
869987.7198 6521501.3302 189.7838 NA 1 36250
869991.4165 6521504.6116 190.0909 NA 1 36250
869995.1133 6521507.893 190.7506 NA 1 36250
869998.81 6521511.1743 191.0108 NA 1 36250
870002.5067 6521514.4557 191.1116 NA 1 36250
870006.2035 6521517.7371 191.0453 NA 1 36250
870009.9002 6521521.0185 190.8554 NA 1 36250
870013.5969 6521524.2998 190.6626 NA 1 36250
870017.2937 6521527.5812 190.5128 NA 1 36250
870020.9904 6521530.8626 190.5543 NA 1 36250
870024.6872 6521534.144 190.3048 NA 1 36250
870028.3839 6521537.4253 190.0398 NA 1 36250
870032.0806 6521540.7067 189.6279 NA 1 36250
870035.7774 6521543.9881 189.3703 NA 1 36250
870039.4741 6521547.2695 189.1532 NA 1 36250
870043.1709 6521550.5508 189.2723 NA 1 36250
870046.8676 6521553.8322 189.2972 NA 1 36250
870050.5643 6521557.1136 189.3782 NA 1 36250
870054.2611 6521560.3949 188.1958 NA 1 36250
870057.9578 6521563.6763 188.7572 NA 1 36250
870061.6545 6521566.9577 188.1965 rg 1 36250
870065.3513 6521570.2391 184.1245 NA 1 36250
870069.048 6521573.5204 183.8218 NA 1 36250
870072.7448 6521576.8018 183.7645 NA 1 36250
870076.4415 6521580.0832 183.8335 NA 1 36250
870080.1382 6521583.3646 183.6296 NA 1 36250
870083.835 6521586.6459 183.5494 NA 1 36250
870087.5317 6521589.9273 183.4449 NA 1 36250
870091.2284 6521593.2087 183.3878 axe 1 36250
870094.9252 6521596.4901 183.4373 NA 1 36250
870098.6219 6521599.7714 183.6266 NA 1 36250
870102.3187 6521603.0528 183.8544 NA 1 36250
870106.0154 6521606.3342 183.9728 NA 1 36250
870109.7121 6521609.6156 184.2425 NA 1 36250
870113.4089 6521612.8969 184.4321 NA 1 36250
870117.1056 6521616.1783 184.2061 NA 1 36250
870120.8023 6521619.4597 184.3622 NA 1 36250
870124.4991 6521622.7411 184.4097 NA 1 36250
870128.1958 6521626.0224 184.6371 NA 1 36250
870131.8926 6521629.3038 184.868 NA 1 36250
870135.5893 6521632.5852 184.9778 NA 1 36250
870139.286 6521635.8665 185.2614 NA 1 36250
870142.9828 6521639.1479 185.5148 NA 1 36250
870146.6795 6521642.4293 185.8476 NA 1 36250
870150.3762 6521645.7107 185.7249 NA 1 36250
870154.073 6521648.992 186.0259 NA 1 36250
870157.7697 6521652.2734 186.216 NA 1 36250
870161.4665 6521655.5548 186.4211 NA 1 36250
870165.1632 6521658.8362 186.4863 NA 1 36250
870168.8599 6521662.1175 186.9652 NA 1 36250
870172.5567 6521665.3989 188.0317 rd 1 36250
870176.2534 6521668.6803 189.0496 NA 1 36250
870179.9501 6521671.9617 189.2324 NA 1 36250
870183.6469 6521675.243 189.1468 NA 1 36250
870187.3436 6521678.5244 189.0734 NA 1 36250
870191.0404 6521681.8058 189.5608 NA 1 36250
870194.7371 6521685.0872 190.0375 NA 1 36250
870198.4338 6521688.3685 190.1793 NA 1 36250
870202.1306 6521691.6499 190.2664 NA 1 36250
870205.8273 6521694.9313 190.3278 NA 1 36250
870209.5241 6521698.2127 190.3539 NA 1 36250
870213.2208 6521701.494 190.389 NA 1 36250
870216.9175 6521704.7754 190.4146 NA 1 36250
870220.6143 6521708.0568 190.7253 NA 1 36250
870224.311 6521711.3382 190.6854 NA 1 36250
870228.0077 6521714.6195 190.6438 NA 1 36250
870231.7045 6521717.9009 190.6031 NA 1 36250
870235.4012 6521721.1823 190.5711 NA 1 36250
