X Y Z label profile_id header_val
869439.8947 6523321.0601 189.2403 NA 1 34500
869444.4966 6523322.9452 188.0331 rg 1 34500
869449.0984 6523324.8303 187.0767 NA 1 34500
869453.7003 6523326.7154 185.5001 NA 1 34500
869458.3021 6523328.6005 184.3657 NA 1 34500
869462.904 6523330.4856 184.1825 NA 1 34500
869467.5058 6523332.3707 183.1717 NA 1 34500
869472.1076 6523334.2558 182.9574 NA 1 34500
869476.7095 6523336.1408 182.8324 NA 1 34500
869481.3113 6523338.0259 182.8155 NA 1 34500
869485.9132 6523339.911 182.1739 NA 1 34500
869490.515 6523341.7961 181.5544 NA 1 34500
869495.1169 6523343.6812 181.2084 NA 1 34500
869499.7187 6523345.5663 181.0773 axe 1 34500
869504.3206 6523347.4514 181.245 NA 1 34500
869508.9224 6523349.3365 181.5623 NA 1 34500
869513.5242 6523351.2216 182.0298 NA 1 34500
869518.1261 6523353.1067 182.5839 NA 1 34500
869522.7279 6523354.9918 182.7648 NA 1 34500
869527.3298 6523356.8769 182.8837 NA 1 34500
869531.9316 6523358.762 183.0114 NA 1 34500
869536.5335 6523360.647 183.4581 NA 1 34500
869541.1353 6523362.5321 184.8472 NA 1 34500
869545.7371 6523364.4172 185.7664 NA 1 34500
869550.339 6523366.3023 186.4497 NA 1 34500
869554.9408 6523368.1874 186.6325 NA 1 34500
869559.5427 6523370.0725 186.9115 NA 1 34500
869564.1445 6523371.9576 187.3724 NA 1 34500
869568.7464 6523373.8427 187.7825 NA 1 34500
869573.3482 6523375.7278 187.9894 rd 1 34500
869577.95 6523377.6129 188.6593 NA 1 34500
869582.5519 6523379.498 188.5968 NA 1 34500
869587.1537 6523381.3831 188.5879 NA 1 34500
869591.7556 6523383.2682 188.8541 NA 1 34500
869596.3574 6523385.1532 188.8229 NA 1 34500
869600.9593 6523387.0383 188.8275 NA 1 34500
869605.5611 6523388.9234 188.8567 NA 1 34500
869610.1629 6523390.8085 188.9009 NA 1 34500
869614.7648 6523392.6936 188.957 NA 1 34500
869619.3666 6523394.5787 189.0298 NA 1 34500
869623.9685 6523396.4638 189.1228 NA 1 34500
869628.5703 6523398.3489 189.2203 NA 1 34500
869633.1722 6523400.234 189.217 NA 1 34500
869637.774 6523402.1191 189.2004 NA 1 34500
869642.3758 6523404.0042 189.1175 NA 1 34500
869646.9777 6523405.8893 188.9919 NA 1 34500
869651.5795 6523407.7744 188.8474 NA 1 34500
869656.1814 6523409.6594 188.6958 NA 1 34500
869660.7832 6523411.5445 188.4005 NA 1 34500
869665.3851 6523413.4296 188.2062 NA 1 34500
869669.9869 6523415.3147 187.5603 NA 1 34500
869674.5888 6523417.1998 187.4336 NA 1 34500
869426.2637 6523339.3473 189.5613 NA 2 34450
869427.4994 6523339.9735 189.2642 NA 2 34450
869428.7264 6523340.5962 189.0178 NA 2 34450
869429.9523 6523341.2185 188.7831 NA 2 34450
869431.2 6523341.8497 188.4436 NA 2 34450
869432.5018 6523342.5031 187.9825 rg 2 34450
869435.6319 6523343.9053 187.247 NA 2 34450
869436.0496 6523344.0925 187.1498 NA 2 34450
869437.318 6523344.6727 186.847 NA 2 34450
869438.7131 6523345.2876 186.3615 NA 2 34450
869441.0805 6523346.3541 185.6069 NA 2 34450
869442.0172 6523346.7612 185.2996 NA 2 34450
869442.6215 6523347.0479 185.1615 NA 2 34450
869444.6399 6523347.9556 184.6865 NA 2 34450
869445.977 6523348.5573 184.3906 NA 2 34450
869446.8539 6523348.9451 184.1922 NA 2 34450
869447.6305 6523349.3008 184.1574 NA 2 34450
869450.6713 6523350.6665 184.017 NA 2 34450
869451.6532 6523351.1029 183.9813 NA 2 34450
869451.8532 6523351.1975 183.9467 NA 2 34450
869453.672 6523352.0158 183.6009 NA 2 34450
869456.0837 6523353.1007 183.1613 NA 2 34450
869456.5018 6523353.2951 183.091 NA 2 34450
869457.4457 6523353.7128 183.0578 NA 2 34450
869459.6967 6523354.7239 182.984 NA 2 34450
869461.2383 6523355.4095 182.9229 NA 2 34450
869462.7314 6523356.0871 182.8908 NA 2 34450
869464.6799 6523356.962 182.8148 NA 2 34450
869466.0172 6523357.5531 182.7655 NA 2 34450
869467.6014 6523358.2738 182.7273 NA 2 34450
869468.8293 6523358.8251 182.701 NA 2 34450
869470.344 6523359.5055 182.6887 NA 2 34450
869470.8586 6523359.7403 182.6841 NA 2 34450
869471.8594 6523360.1865 182.5578 NA 2 34450
869474.8759 6523361.5422 182.2154 NA 2 34450
