a0_min         a1_min         a2_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.978947E+02   0.299457E+01   0.264318E+01   0.403392E-03   0.820178E+01   0.121733E+02   0.219309E+02   0.122750E+02   0.170896E+03  -0.107177E+02   0.000000E+00   0.181614E+03  -0.363227E+03
   0.978947E+02   0.231117E+01   0.264318E+01   0.403392E-03   0.754978E+01   0.873310E+01   0.219309E+02   0.162343E+02   0.171546E+03  -0.104002E+02   0.000000E+00   0.181946E+03  -0.363892E+03
   0.978947E+02   0.268479E+01   0.264318E+01   0.403392E-03   0.130928E+02   0.121718E+02   0.147873E+02   0.124132E+02   0.172418E+03  -0.936271E+01   0.000000E+00   0.181781E+03  -0.363561E+03
   0.978947E+02  -0.126507E+01   0.264318E+01   0.403392E-03   0.140433E+02   0.688426E+01   0.147873E+02   0.157835E+02   0.171374E+03  -0.104807E+02   0.000000E+00   0.181855E+03  -0.363709E+03
   0.978947E+02  -0.126507E+01   0.120812E+01   0.403392E-03   0.161901E+02   0.125149E+02   0.147873E+02   0.157835E+02   0.170347E+03  -0.115679E+02   0.000000E+00   0.181915E+03  -0.363830E+03
   0.978947E+02  -0.263002E+01   0.120812E+01   0.337522E-03   0.161901E+02   0.125149E+02   0.131454E+02   0.157835E+02   0.168099E+03  -0.116654E+02   0.000000E+00   0.179764E+03  -0.359529E+03
   0.978947E+02  -0.263002E+01   0.120812E+01   0.337522E-03   0.161901E+02   0.125149E+02   0.172964E+02   0.157835E+02   0.167788E+03  -0.119757E+02   0.000000E+00   0.179764E+03  -0.359527E+03
   0.987838E+02  -0.263002E+01   0.120812E+01   0.337522E-03   0.161901E+02   0.125149E+02   0.172964E+02   0.157835E+02   0.165991E+03  -0.119757E+02   0.000000E+00   0.177967E+03  -0.355933E+03
   0.987838E+02  -0.263002E+01   0.120812E+01   0.496240E-03   0.161901E+02   0.616662E+01   0.197555E+02   0.157835E+02   0.166816E+03  -0.143875E+02   0.000000E+00   0.181203E+03  -0.362407E+03
   0.976678E+02   0.940145E+00   0.945592E+00   0.496240E-03   0.161901E+02   0.975085E+01   0.126703E+02   0.157835E+02   0.172525E+03  -0.108963E+02   0.000000E+00   0.183421E+03  -0.366843E+03
   0.976678E+02   0.940145E+00   0.945592E+00   0.496240E-03   0.149379E+02   0.975085E+01   0.135009E+02   0.157835E+02   0.173648E+03  -0.977311E+01   0.000000E+00   0.183421E+03  -0.366842E+03
   0.976678E+02   0.940145E+00   0.945592E+00   0.496240E-03   0.149190E+02   0.825504E+01   0.135009E+02   0.157835E+02   0.173377E+03  -0.100443E+02   0.000000E+00   0.183421E+03  -0.366843E+03
   0.976678E+02   0.463321E+01   0.945592E+00   0.496240E-03   0.149190E+02   0.825504E+01   0.135009E+02   0.171376E+02   0.171524E+03  -0.103161E+02   0.000000E+00   0.181840E+03  -0.363680E+03
   0.976678E+02   0.463321E+01   0.945592E+00   0.496240E-03   0.149190E+02   0.104576E+02   0.135009E+02   0.186283E+02   0.171274E+03  -0.105661E+02   0.000000E+00   0.181840E+03  -0.363680E+03
   0.976678E+02   0.463321E+01   0.945592E+00   0.496240E-03   0.149190E+02   0.104576E+02   0.135009E+02   0.196810E+02   0.170883E+03  -0.109566E+02   0.000000E+00   0.181840E+03  -0.363679E+03
   0.976678E+02   0.463321E+01  -0.891325E+00   0.470458E-03   0.928645E+01   0.104576E+02   0.135009E+02   0.120500E+02   0.173692E+03  -0.773726E+01   0.000000E+00   0.181429E+03  -0.362859E+03
   0.976678E+02   0.463321E+01  -0.891325E+00   0.470458E-03   0.928645E+01   0.104576E+02   0.135009E+02   0.120500E+02   0.173692E+03  -0.773726E+01   0.000000E+00   0.181429E+03  -0.362859E+03
   0.972406E+02   0.463321E+01  -0.891325E+00   0.470458E-03   0.928645E+01   0.758167E+01   0.135009E+02   0.120500E+02   0.173073E+03  -0.834872E+01   0.000000E+00   0.181422E+03  -0.362843E+03
   0.972406E+02   0.463321E+01  -0.891325E+00   0.470458E-03   0.963833E+01   0.103081E+02   0.135009E+02   0.174426E+02   0.173672E+03  -0.774991E+01   0.000000E+00   0.181422E+03  -0.362844E+03
   0.965410E+02  -0.105906E+01  -0.891325E+00   0.470458E-03   0.706611E+01   0.103081E+02   0.135009E+02   0.174426E+02   0.172377E+03  -0.893001E+01   0.000000E+00   0.181307E+03  -0.362614E+03
   0.965410E+02  -0.105906E+01  -0.891325E+00   0.470458E-03   0.850332E+01   0.103081E+02   0.149364E+02   0.174426E+02   0.173409E+03  -0.789892E+01   0.000000E+00   0.181308E+03  -0.362616E+03
   0.960226E+02   0.160756E+01  -0.891325E+00   0.470458E-03   0.850332E+01   0.103081E+02   0.149364E+02   0.174426E+02   0.172357E+03  -0.789892E+01   0.000000E+00   0.180256E+03  -0.360512E+03
   0.966444E+02   0.638574E+00  -0.410398E+01   0.470458E-03   0.955015E+01   0.103081E+02   0.149364E+02   0.140994E+02   0.174941E+03  -0.726356E+01   0.000000E+00   0.182205E+03  -0.364409E+03
   0.966444E+02   0.638574E+00  -0.410398E+01   0.482685E-03   0.955015E+01   0.103081E+02   0.148972E+02   0.140994E+02   0.175046E+03  -0.726130E+01   0.000000E+00   0.182307E+03  -0.364615E+03
   0.984155E+02  -0.319115E+01  -0.410398E+01   0.108796E-02   0.955015E+01   0.807194E+01   0.148972E+02   0.106168E+02   0.169263E+03  -0.874021E+01   0.000000E+00   0.178003E+03  -0.356006E+03
   0.984155E+02  -0.791693E+01  -0.410398E+01   0.582876E-03   0.955015E+01   0.807194E+01   0.158980E+02   0.154861E+02   0.168302E+03  -0.774402E+01   0.000000E+00   0.176046E+03  -0.352092E+03
   0.982310E+02  -0.337886E+01  -0.410398E+01   0.582876E-03   0.955015E+01   0.807194E+01   0.158980E+02   0.154861E+02   0.173698E+03  -0.774402E+01   0.000000E+00   0.181442E+03  -0.362884E+03
   0.984521E+02  -0.714208E+00  -0.410398E+01   0.582876E-03   0.774193E+01   0.807194E+01   0.158980E+02   0.154861E+02   0.174001E+03  -0.832641E+01   0.000000E+00   0.182327E+03  -0.364655E+03
   0.984521E+02   0.138219E+01   0.559867E+01   0.582876E-03   0.774193E+01   0.807194E+01   0.158980E+02   0.173712E+02   0.174373E+03  -0.869781E+01   0.000000E+00   0.183071E+03  -0.366142E+03
   0.971982E+02   0.851756E+00   0.559867E+01   0.582876E-03   0.774193E+01   0.807194E+01   0.158980E+02   0.175929E+02   0.173451E+03  -0.875903E+01   0.000000E+00   0.182210E+03  -0.364420E+03
   0.971982E+02   0.781369E+00   0.559867E+01   0.582876E-03   0.759525E+01   0.807194E+01   0.158980E+02   0.175929E+02   0.173340E+03  -0.886686E+01   0.000000E+00   0.182207E+03  -0.364414E+03
   0.971982E+02   0.781369E+00  -0.251759E+01   0.663166E-03   0.113151E+02   0.807194E+01   0.158980E+02   0.973940E+01   0.173382E+03  -0.993286E+01   0.000000E+00   0.183315E+03  -0.366630E+03
   0.971982E+02   0.781369E+00  -0.251759E+01   0.499234E-03   0.113151E+02   0.851100E+01   0.158980E+02   0.973940E+01   0.173511E+03  -0.973727E+01   0.000000E+00   0.183248E+03  -0.366497E+03
   0.971982E+02   0.781369E+00  -0.251759E+01   0.499234E-03   0.109912E+02   0.106750E+02   0.143853E+02   0.973940E+01   0.173785E+03  -0.946366E+01   0.000000E+00   0.183249E+03  -0.366497E+03
   0.971982E+02   0.781369E+00  -0.251759E+01   0.499234E-03   0.909217E+01   0.917095E+01   0.143853E+02   0.192326E+02   0.174963E+03  -0.828525E+01   0.000000E+00   0.183248E+03  -0.366497E+03
   0.971982E+02   0.189189E+01  -0.251759E+01   0.499234E-03   0.909217E+01   0.917095E+01   0.143853E+02   0.142918E+02   0.175887E+03  -0.724532E+01   0.000000E+00   0.183132E+03  -0.366265E+03
   0.971982E+02   0.189189E+01  -0.251759E+01   0.578874E-03   0.909217E+01   0.919781E+01   0.143853E+02   0.106639E+02   0.175044E+03  -0.837506E+01   0.000000E+00   0.183419E+03  -0.366838E+03
   0.971982E+02   0.189189E+01  -0.251759E+01   0.578874E-03   0.909217E+01   0.919781E+01   0.145684E+02   0.148345E+02   0.176166E+03  -0.725301E+01   0.000000E+00   0.183419E+03  -0.366838E+03
   0.971982E+02  -0.151197E+01  -0.251759E+01   0.578874E-03   0.909217E+01   0.542678E+01   0.145684E+02   0.147254E+02   0.171550E+03  -0.113035E+02   0.000000E+00   0.182853E+03  -0.365707E+03
   0.971982E+02  -0.151197E+01  -0.251759E+01   0.578874E-03   0.791986E+01   0.542678E+01   0.145684E+02   0.147254E+02   0.171121E+03  -0.117321E+02   0.000000E+00   0.182853E+03  -0.365706E+03
   0.967903E+02  -0.151197E+01  -0.214539E+01   0.578874E-03   0.910177E+01   0.127647E+02   0.145684E+02   0.147254E+02   0.174029E+03  -0.823203E+01   0.000000E+00   0.182261E+03  -0.364522E+03
   0.967903E+02  -0.102289E+01  -0.214539E+01   0.551925E-03   0.910177E+01   0.127647E+02   0.145684E+02   0.147254E+02   0.174239E+03  -0.823203E+01   0.000000E+00   0.182471E+03  -0.364942E+03
   0.967903E+02  -0.102289E+01  -0.214539E+01   0.551925E-03   0.113988E+02   0.127647E+02   0.145684E+02   0.147254E+02   0.173910E+03  -0.856061E+01   0.000000E+00   0.182471E+03  -0.364941E+03
   0.967903E+02  -0.102289E+01  -0.214539E+01   0.551925E-03   0.120898E+02   0.127647E+02   0.145684E+02   0.147254E+02   0.173616E+03  -0.885539E+01   0.000000E+00   0.182471E+03  -0.364943E+03
   0.967903E+02  -0.268601E+00  -0.214539E+01   0.546150E-03   0.900392E+01   0.127647E+02   0.145684E+02   0.147254E+02   0.174512E+03  -0.824811E+01   0.000000E+00   0.182760E+03  -0.365520E+03
   0.967903E+02   0.222847E+01  -0.236219E+01   0.546150E-03   0.900392E+01   0.127647E+02   0.145684E+02   0.154338E+02   0.174548E+03  -0.830099E+01   0.000000E+00   0.182849E+03  -0.365698E+03
   0.967903E+02  -0.130075E+01  -0.324986E+01   0.548328E-03   0.900392E+01   0.848930E+01   0.145684E+02   0.154338E+02   0.174823E+03  -0.748361E+01   0.000000E+00   0.182307E+03  -0.364613E+03
   0.967903E+02   0.199005E+01  -0.324986E+01   0.725424E-03   0.900392E+01   0.871334E+01   0.185251E+02   0.154338E+02   0.174295E+03  -0.819801E+01   0.000000E+00   0.182493E+03  -0.364986E+03
   0.967903E+02   0.199005E+01  -0.324986E+01   0.725424E-03   0.125599E+02   0.871334E+01   0.185251E+02   0.123898E+02   0.173224E+03  -0.926963E+01   0.000000E+00   0.182494E+03  -0.364987E+03
   0.967903E+02   0.199005E+01  -0.384364E+00   0.715155E-03   0.125599E+02   0.871334E+01   0.204138E+02   0.123898E+02   0.172446E+03  -0.999683E+01   0.000000E+00   0.182443E+03  -0.364886E+03
   0.967903E+02   0.253724E+01  -0.422238E+01   0.715155E-03   0.125599E+02   0.871334E+01   0.964712E+01   0.123898E+02   0.171929E+03  -0.104956E+02   0.000000E+00   0.182425E+03  -0.364849E+03
   0.967903E+02   0.309586E+01  -0.183031E+01   0.715155E-03   0.125599E+02   0.908841E+01   0.964712E+01   0.123898E+02   0.171901E+03  -0.104148E+02   0.000000E+00   0.182316E+03  -0.364632E+03
   0.982741E+02   0.367217E+01  -0.183031E+01   0.715155E-03   0.125599E+02   0.908841E+01   0.964712E+01   0.123898E+02   0.171843E+03  -0.104148E+02   0.000000E+00   0.182258E+03  -0.364516E+03
   0.982741E+02   0.367217E+01   0.250596E+01   0.715155E-03   0.125599E+02   0.100877E+02   0.964712E+01   0.123898E+02   0.172113E+03  -0.104059E+02   0.000000E+00   0.182519E+03  -0.365038E+03
   0.982741E+02  -0.108102E+01   0.594915E+00   0.623816E-03   0.943178E+01   0.100877E+02   0.175866E+02   0.123898E+02   0.175169E+03  -0.799436E+01   0.000000E+00   0.183163E+03  -0.366327E+03
   0.982741E+02   0.262942E+01   0.594915E+00   0.623816E-03   0.943178E+01   0.100877E+02   0.203591E+02   0.123898E+02   0.174102E+03  -0.899085E+01   0.000000E+00   0.183093E+03  -0.366186E+03
   0.982741E+02   0.262942E+01   0.594915E+00   0.623816E-03   0.102746E+02   0.979744E+01   0.203591E+02   0.122383E+02   0.174027E+03  -0.906631E+01   0.000000E+00   0.183093E+03  -0.366187E+03
   0.982741E+02   0.853638E+00   0.744038E+01   0.623816E-03   0.102746E+02   0.979744E+01   0.203591E+02   0.122383E+02   0.173752E+03  -0.906631E+01   0.000000E+00   0.182818E+03  -0.365637E+03
   0.982741E+02   0.853638E+00   0.744038E+01   0.734368E-03   0.105629E+02   0.979744E+01   0.203591E+02   0.127113E+02   0.173387E+03  -0.898529E+01   0.000000E+00   0.182372E+03  -0.364745E+03
   0.982741E+02   0.853638E+00   0.744038E+01   0.734368E-03   0.610922E+01   0.979744E+01   0.203591E+02   0.127113E+02   0.170937E+03  -0.114357E+02   0.000000E+00   0.182373E+03  -0.364745E+03
   0.981432E+02   0.853638E+00   0.744038E+01   0.734368E-03   0.768220E+01   0.716471E+01   0.203591E+02   0.133720E+02   0.171878E+03  -0.104429E+02   0.000000E+00   0.182321E+03  -0.364642E+03
   0.981432E+02   0.853638E+00   0.206223E+01   0.734368E-03   0.768220E+01   0.146678E+02   0.149225E+02   0.146046E+02   0.172952E+03  -0.100594E+02   0.000000E+00   0.183011E+03  -0.366023E+03
   0.981432E+02   0.853638E+00   0.206223E+01   0.734368E-03   0.102519E+02   0.118626E+02   0.157346E+02   0.146046E+02   0.175126E+03  -0.788597E+01   0.000000E+00   0.183012E+03  -0.366024E+03
   0.981432E+02   0.853638E+00   0.449243E+01   0.734368E-03   0.102519E+02   0.101839E+02   0.157346E+02   0.140112E+02   0.175453E+03  -0.738058E+01   0.000000E+00   0.182834E+03  -0.365667E+03
   0.992984E+02   0.853638E+00   0.382581E+01   0.734368E-03   0.102519E+02   0.101839E+02   0.157346E+02   0.133336E+02   0.174278E+03  -0.744624E+01   0.000000E+00   0.181724E+03  -0.363448E+03
   0.992984E+02   0.853638E+00   0.382581E+01   0.734368E-03   0.102519E+02   0.101839E+02   0.152679E+02   0.783280E+01   0.169761E+03  -0.119630E+02   0.000000E+00   0.181724E+03  -0.363448E+03
   0.992984E+02   0.123655E+01   0.382581E+01   0.734368E-03   0.102519E+02   0.961853E+01   0.152679E+02   0.783280E+01   0.169778E+03  -0.119207E+02   0.000000E+00   0.181699E+03  -0.363397E+03
   0.992984E+02  -0.153831E+01   0.580633E+01   0.564589E-03   0.102519E+02   0.961853E+01   0.211768E+02   0.783280E+01   0.167770E+03  -0.137305E+02   0.000000E+00   0.181500E+03  -0.363001E+03
   0.992984E+02  -0.153831E+01   0.580633E+01   0.564589E-03   0.113599E+02   0.961853E+01   0.206313E+02   0.913909E+01   0.169768E+03  -0.117322E+02   0.000000E+00   0.181500E+03  -0.363000E+03
   0.992984E+02  -0.153831E+01   0.580633E+01   0.564589E-03   0.113599E+02   0.961853E+01   0.206313E+02   0.913909E+01   0.169768E+03  -0.117322E+02   0.000000E+00   0.181500E+03  -0.363000E+03
   0.992984E+02  -0.153831E+01   0.580633E+01   0.564589E-03   0.113599E+02   0.961853E+01   0.131249E+02   0.142270E+02   0.173859E+03  -0.764146E+01   0.000000E+00   0.181500E+03  -0.363001E+03
   0.992984E+02   0.442794E+01   0.580633E+01   0.807804E-03   0.742973E+01   0.961853E+01   0.131249E+02   0.142270E+02   0.172509E+03  -0.811697E+01   0.000000E+00   0.180626E+03  -0.361252E+03
   0.992984E+02   0.442794E+01   0.580633E+01   0.807804E-03   0.742973E+01   0.961853E+01   0.170757E+02   0.142270E+02   0.172259E+03  -0.836718E+01   0.000000E+00   0.180626E+03  -0.361252E+03
   0.992984E+02   0.729464E+01   0.580633E+01   0.669210E-03   0.742973E+01   0.961853E+01   0.170757E+02   0.142270E+02   0.170705E+03  -0.836718E+01   0.000000E+00   0.179072E+03  -0.358144E+03
   0.992984E+02   0.543262E+01   0.128967E+02   0.669210E-03   0.803293E+01   0.104975E+02   0.170757E+02   0.171731E+02   0.171461E+03  -0.842164E+01   0.000000E+00   0.179883E+03  -0.359765E+03
   0.992984E+02   0.543262E+01   0.128967E+02   0.669210E-03   0.803293E+01   0.104975E+02   0.134546E+02   0.113604E+02   0.171438E+03  -0.844456E+01   0.000000E+00   0.179883E+03  -0.359765E+03
   0.992984E+02   0.198378E+01   0.342741E+01   0.669210E-03   0.803293E+01   0.159041E+02   0.140148E+02   0.113604E+02   0.170221E+03  -0.114724E+02   0.000000E+00   0.181693E+03  -0.363387E+03
   0.967546E+02   0.198378E+01  -0.426748E+01   0.669210E-03   0.817774E+01   0.159041E+02   0.140148E+02   0.973016E+01   0.170085E+03  -0.126177E+02   0.000000E+00   0.182703E+03  -0.365405E+03
   0.967546E+02   0.198378E+01   0.675329E+01   0.669210E-03   0.817774E+01   0.159041E+02   0.140148E+02   0.973016E+01   0.167905E+03  -0.126177E+02   0.000000E+00   0.180523E+03  -0.361045E+03
   0.967546E+02   0.198378E+01  -0.688100E+01   0.669210E-03   0.817774E+01   0.686380E+01   0.140148E+02   0.973016E+01   0.171526E+03  -0.108565E+02   0.000000E+00   0.182382E+03  -0.364765E+03
   0.967546E+02   0.198378E+01  -0.688100E+01   0.669210E-03   0.817774E+01   0.686380E+01   0.140148E+02   0.223637E+02   0.171041E+03  -0.113409E+02   0.000000E+00   0.182382E+03  -0.364764E+03
   0.971304E+02   0.798587E+00  -0.581596E+01   0.669210E-03   0.817774E+01   0.686380E+01   0.140148E+02   0.223637E+02   0.171610E+03  -0.113409E+02   0.000000E+00   0.182951E+03  -0.365902E+03
   0.971304E+02   0.798587E+00  -0.835197E+01   0.669210E-03   0.863656E+01   0.686380E+01   0.143821E+02   0.164118E+02   0.173504E+03  -0.894633E+01   0.000000E+00   0.182450E+03  -0.364901E+03
   0.971304E+02   0.798587E+00  -0.835197E+01   0.669210E-03   0.921203E+01   0.686380E+01   0.143821E+02   0.164118E+02   0.173624E+03  -0.882647E+01   0.000000E+00   0.182450E+03  -0.364901E+03
   0.970707E+02   0.798587E+00  -0.835197E+01   0.669210E-03   0.921203E+01   0.686380E+01   0.143821E+02   0.143522E+02   0.173803E+03  -0.861559E+01   0.000000E+00   0.182419E+03  -0.364837E+03
   0.970707E+02   0.621315E+00   0.453840E+01   0.669210E-03   0.921203E+01   0.813552E+01   0.143821E+02   0.107093E+02   0.173515E+03  -0.864949E+01   0.000000E+00   0.182164E+03  -0.364329E+03
   0.991726E+02   0.621315E+00   0.126919E+01   0.669210E-03   0.921203E+01   0.117781E+02   0.143821E+02   0.107093E+02   0.173079E+03  -0.882206E+01   0.000000E+00   0.181901E+03  -0.363802E+03
   0.991726E+02   0.621315E+00   0.126919E+01   0.798772E-03   0.102963E+02   0.103452E+02   0.143821E+02   0.107093E+02   0.172982E+03  -0.840967E+01   0.000000E+00   0.181392E+03  -0.362783E+03
   0.991726E+02   0.621315E+00   0.126919E+01   0.798772E-03   0.102963E+02   0.978912E+01   0.143821E+02   0.107093E+02   0.173045E+03  -0.834570E+01   0.000000E+00   0.181391E+03  -0.362781E+03
   0.991726E+02   0.621315E+00   0.126919E+01   0.602255E-03   0.135003E+02   0.103809E+02   0.106455E+02   0.107093E+02   0.170832E+03  -0.109493E+02   0.000000E+00   0.181781E+03  -0.363563E+03
   0.991726E+02   0.621315E+00   0.126919E+01   0.602255E-03   0.135003E+02   0.591712E+01   0.208280E+02   0.969107E+01   0.166555E+03  -0.152261E+02   0.000000E+00   0.181781E+03  -0.363562E+03
   0.974087E+02   0.104149E+01   0.126919E+01   0.602255E-03   0.110004E+02   0.591712E+01   0.215950E+02   0.969107E+01   0.169171E+03  -0.143583E+02   0.000000E+00   0.183529E+03  -0.367059E+03
   0.974087E+02   0.104149E+01   0.126919E+01   0.602255E-03   0.110004E+02   0.621114E+01   0.215950E+02   0.969107E+01   0.169729E+03  -0.138000E+02   0.000000E+00   0.183529E+03  -0.367058E+03
   0.974087E+02   0.104149E+01   0.126919E+01   0.602255E-03   0.114205E+02   0.621114E+01   0.998644E+01   0.174065E+02   0.171470E+03  -0.120590E+02   0.000000E+00   0.183529E+03  -0.367058E+03
   0.974087E+02   0.104149E+01   0.767953E+01   0.602255E-03   0.114205E+02   0.621114E+01   0.219867E+02   0.160215E+02   0.169492E+03  -0.123017E+02   0.000000E+00   0.181794E+03  -0.363587E+03
   0.974087E+02   0.104149E+01  -0.121761E+02   0.787735E-03   0.114205E+02   0.103220E+02   0.219867E+02   0.160215E+02   0.170902E+03  -0.998715E+01   0.000000E+00   0.180889E+03  -0.361778E+03
   0.974087E+02   0.104149E+01   0.742991E+01   0.787735E-03   0.114205E+02   0.976254E+01   0.175887E+02   0.160215E+02   0.172951E+03  -0.819199E+01   0.000000E+00   0.181143E+03  -0.362286E+03
   0.974087E+02   0.104149E+01   0.742991E+01   0.787735E-03   0.936473E+01   0.976254E+01   0.175887E+02   0.160215E+02   0.173316E+03  -0.782685E+01   0.000000E+00   0.181143E+03  -0.362286E+03
   0.974087E+02   0.167300E+01  -0.331764E+01   0.787735E-03   0.767953E+01   0.978228E+01   0.191026E+02   0.147669E+02   0.173691E+03  -0.881053E+01   0.000000E+00   0.182502E+03  -0.365003E+03
   0.974087E+02   0.167300E+01  -0.331764E+01   0.787735E-03   0.767953E+01   0.978228E+01   0.191026E+02   0.156325E+02   0.173616E+03  -0.888575E+01   0.000000E+00   0.182502E+03  -0.365004E+03
   0.974087E+02   0.174707E+01  -0.406427E+01   0.787735E-03   0.833472E+01   0.978228E+01   0.214102E+02   0.156325E+02   0.172966E+03  -0.947693E+01   0.000000E+00   0.182443E+03  -0.364886E+03
   0.974087E+02   0.328106E+01  -0.406427E+01   0.787735E-03   0.833472E+01   0.978228E+01   0.998527E+01   0.154783E+02   0.172935E+03  -0.918268E+01   0.000000E+00   0.182118E+03  -0.364235E+03
   0.974087E+02   0.328106E+01  -0.110360E+02   0.876434E-03   0.833472E+01   0.146242E+02   0.164006E+02   0.154783E+02   0.170206E+03  -0.991043E+01   0.000000E+00   0.180116E+03  -0.360233E+03
   0.974087E+02   0.328106E+01  -0.821817E+01   0.876434E-03   0.833472E+01   0.139400E+02   0.147260E+02   0.154783E+02   0.171502E+03  -0.923284E+01   0.000000E+00   0.180735E+03  -0.361470E+03
   0.974087E+02   0.328106E+01  -0.118487E+02   0.876434E-03   0.959050E+01   0.139400E+02   0.147260E+02   0.154783E+02   0.170919E+03  -0.898028E+01   0.000000E+00   0.179899E+03  -0.359799E+03
   0.974087E+02   0.328106E+01  -0.386080E+01   0.876434E-03   0.959050E+01   0.139400E+02   0.147260E+02   0.154783E+02   0.172314E+03  -0.898028E+01   0.000000E+00   0.181294E+03  -0.362589E+03
   0.974087E+02   0.653919E+01  -0.386080E+01   0.876434E-03   0.959050E+01   0.101750E+02   0.147260E+02   0.135853E+02   0.172471E+03  -0.726984E+01   0.000000E+00   0.179741E+03  -0.359482E+03
   0.974087E+02  -0.797567E+00   0.589965E+00   0.876434E-03   0.959050E+01   0.101750E+02   0.159294E+02   0.135853E+02   0.173938E+03  -0.738932E+01   0.000000E+00   0.181327E+03  -0.362655E+03
   0.974087E+02   0.179258E+01   0.589965E+00   0.876434E-03   0.111710E+02   0.101750E+02   0.159294E+02   0.196693E+02   0.172721E+03  -0.883877E+01   0.000000E+00   0.181560E+03  -0.363120E+03
   0.974087E+02   0.352659E+01   0.589965E+00   0.876434E-03   0.811348E+01   0.101750E+02   0.163008E+02   0.196693E+02   0.172299E+03  -0.897634E+01   0.000000E+00   0.181275E+03  -0.362551E+03
   0.974087E+02   0.352659E+01   0.589965E+00   0.876434E-03   0.811348E+01   0.102092E+02   0.165313E+02   0.196911E+02   0.172240E+03  -0.903562E+01   0.000000E+00   0.181276E+03  -0.362551E+03
   0.974087E+02   0.352659E+01   0.799600E+01   0.876434E-03   0.811348E+01   0.102092E+02   0.165313E+02   0.196911E+02   0.170902E+03  -0.903562E+01   0.000000E+00   0.179938E+03  -0.359875E+03
   0.974087E+02  -0.216960E+01   0.134748E+01   0.876434E-03   0.811348E+01   0.102092E+02   0.165313E+02   0.142991E+02   0.173001E+03  -0.781868E+01   0.000000E+00   0.180820E+03  -0.361639E+03
   0.974087E+02   0.233188E+01   0.134748E+01   0.876434E-03   0.976063E+01   0.139437E+02   0.165313E+02   0.142266E+02   0.172302E+03  -0.915371E+01   0.000000E+00   0.181456E+03  -0.362911E+03
   0.974087E+02   0.233188E+01   0.134748E+01   0.876434E-03   0.976063E+01   0.139437E+02   0.143646E+02   0.142266E+02   0.172537E+03  -0.891853E+01   0.000000E+00   0.181456E+03  -0.362911E+03
   0.974087E+02   0.233188E+01   0.134748E+01   0.876434E-03   0.101937E+02   0.139437E+02   0.143646E+02   0.142266E+02   0.172496E+03  -0.895920E+01   0.000000E+00   0.181455E+03  -0.362910E+03
   0.974087E+02   0.233188E+01  -0.246814E+01   0.876434E-03   0.785716E+01   0.139437E+02   0.143646E+02   0.142266E+02   0.172137E+03  -0.942124E+01   0.000000E+00   0.181558E+03  -0.363116E+03
   0.974087E+02   0.233188E+01  -0.246814E+01   0.876434E-03   0.114767E+02   0.105922E+02   0.143646E+02   0.142266E+02   0.173863E+03  -0.769527E+01   0.000000E+00   0.181558E+03  -0.363117E+03
   0.974087E+02   0.233188E+01  -0.246814E+01   0.541516E-03   0.137700E+02   0.105922E+02   0.183515E+02   0.133518E+02   0.173585E+03  -0.972031E+01   0.000000E+00   0.183305E+03  -0.366611E+03
   0.974087E+02   0.233188E+01  -0.246814E+01   0.626692E-03   0.974142E+01   0.931952E+01   0.185952E+02   0.133518E+02   0.175305E+03  -0.807810E+01   0.000000E+00   0.183383E+03  -0.366766E+03
   0.974087E+02  -0.651072E+00  -0.112167E+01   0.699628E-03   0.974142E+01   0.931952E+01   0.185952E+02   0.102206E+02   0.173553E+03  -0.948129E+01   0.000000E+00   0.183034E+03  -0.366069E+03
   0.981209E+02  -0.182714E+01  -0.112167E+01   0.699628E-03   0.974142E+01   0.886930E+01   0.185952E+02   0.203767E+02   0.173123E+03  -0.957292E+01   0.000000E+00   0.182696E+03  -0.365392E+03
   0.981209E+02  -0.182714E+01  -0.112167E+01   0.699628E-03   0.974142E+01   0.886930E+01   0.157968E+02   0.222977E+02   0.172948E+03  -0.974780E+01   0.000000E+00   0.182696E+03  -0.365392E+03
   0.981209E+02  -0.182714E+01  -0.112167E+01   0.699628E-03   0.974142E+01   0.886930E+01   0.157968E+02   0.238883E+02   0.172137E+03  -0.105590E+02   0.000000E+00   0.182696E+03  -0.365392E+03
   0.981209E+02  -0.182714E+01  -0.112167E+01   0.699628E-03   0.974142E+01   0.886930E+01   0.157968E+02   0.226521E+02   0.172773E+03  -0.992296E+01   0.000000E+00   0.182696E+03  -0.365392E+03
   0.981209E+02  -0.227811E+01  -0.224340E+01   0.699628E-03   0.974142E+01   0.886930E+01   0.138469E+02   0.195892E+02   0.173959E+03  -0.845918E+01   0.000000E+00   0.182418E+03  -0.364836E+03
   0.981209E+02   0.127459E+01   0.109212E+01   0.699628E-03   0.974142E+01   0.106680E+02   0.138469E+02   0.226165E+02   0.173367E+03  -0.987691E+01   0.000000E+00   0.183244E+03  -0.366488E+03
   0.981209E+02   0.142890E+01   0.873192E+01   0.699628E-03   0.974142E+01   0.107377E+02   0.138469E+02   0.172636E+02   0.174383E+03  -0.776362E+01   0.000000E+00   0.182147E+03  -0.364293E+03
   0.980665E+02   0.142890E+01   0.191947E+01   0.699628E-03   0.974142E+01   0.107377E+02   0.138469E+02   0.139722E+02   0.175875E+03  -0.736814E+01   0.000000E+00   0.183243E+03  -0.366486E+03
