a0_min         a1_min         a2_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.979632E+02  -0.291708E+01  -0.565297E+01   0.826600E-03   0.824553E+01   0.785761E+01   0.115097E+02   0.122534E+02   0.172002E+03  -0.893816E+01   0.000000E+00   0.180940E+03  -0.361880E+03
   0.973672E+02  -0.291708E+01  -0.565297E+01   0.826600E-03   0.824553E+01   0.764132E+01   0.115097E+02   0.152804E+02   0.172011E+03  -0.880199E+01   0.000000E+00   0.180813E+03  -0.361626E+03
   0.973672E+02   0.403318E+01  -0.565297E+01   0.826600E-03   0.824553E+01   0.828557E+01   0.180749E+02   0.161716E+02   0.172773E+03  -0.855265E+01   0.000000E+00   0.181326E+03  -0.362651E+03
   0.973672E+02   0.418301E+01  -0.565297E+01   0.826600E-03   0.945678E+01   0.828557E+01   0.183673E+02   0.161716E+02   0.172904E+03  -0.835759E+01   0.000000E+00   0.181262E+03  -0.362523E+03
   0.973672E+02   0.418301E+01  -0.115679E+02   0.826600E-03   0.949537E+01   0.728247E+01   0.120586E+02   0.161716E+02   0.171242E+03  -0.870409E+01   0.000000E+00   0.179946E+03  -0.359892E+03
   0.973672E+02   0.418301E+01  -0.115679E+02   0.612082E-03   0.114244E+02   0.734866E+01   0.120586E+02   0.159826E+02   0.171111E+03  -0.898339E+01   0.000000E+00   0.180094E+03  -0.360189E+03
   0.961050E+02   0.418301E+01  -0.115679E+02   0.612082E-03   0.128638E+02   0.965660E+01   0.120586E+02   0.159826E+02   0.170085E+03  -0.877520E+01   0.000000E+00   0.178860E+03  -0.357720E+03
   0.961050E+02   0.418301E+01  -0.115679E+02   0.612082E-03   0.175883E+02   0.913712E+01   0.174373E+02   0.159826E+02   0.166492E+03  -0.123685E+02   0.000000E+00   0.178861E+03  -0.357721E+03
   0.961050E+02   0.418301E+01  -0.468609E+01   0.612082E-03   0.148118E+02   0.856328E+01   0.132863E+02   0.159826E+02   0.170768E+03  -0.990318E+01   0.000000E+00   0.180671E+03  -0.361342E+03
   0.961050E+02   0.418301E+01  -0.468609E+01   0.612082E-03   0.148118E+02   0.107706E+02   0.132863E+02   0.159826E+02   0.170770E+03  -0.990069E+01   0.000000E+00   0.180671E+03  -0.361341E+03
   0.961050E+02   0.418301E+01  -0.468609E+01   0.861209E-03   0.148118E+02   0.107706E+02   0.156806E+02   0.159826E+02   0.169844E+03  -0.990703E+01   0.000000E+00   0.179751E+03  -0.359502E+03
   0.961050E+02   0.418301E+01  -0.705173E+01   0.861209E-03   0.115712E+02   0.107706E+02   0.176288E+02   0.159826E+02   0.171163E+03  -0.841576E+01   0.000000E+00   0.179579E+03  -0.359158E+03
   0.969278E+02   0.418301E+01  -0.705173E+01   0.861209E-03   0.777365E+01   0.107199E+02   0.176288E+02   0.159826E+02   0.172054E+03  -0.853140E+01   0.000000E+00   0.180585E+03  -0.361171E+03
   0.969278E+02   0.418301E+01  -0.756628E+01   0.861209E-03   0.777365E+01   0.107199E+02   0.176288E+02   0.159826E+02   0.171974E+03  -0.853140E+01   0.000000E+00   0.180505E+03  -0.361011E+03
   0.969278E+02   0.418301E+01  -0.116441E+02   0.861209E-03   0.820939E+01   0.107199E+02   0.176288E+02   0.113951E+02   0.170739E+03  -0.883549E+01   0.000000E+00   0.179574E+03  -0.359149E+03
   0.976059E+02   0.418301E+01  -0.993133E+01   0.100313E-02   0.820939E+01   0.759252E+01   0.131464E+02   0.180690E+02   0.169838E+03  -0.892624E+01   0.000000E+00   0.178764E+03  -0.357528E+03
   0.976059E+02  -0.120996E+01  -0.203390E+01   0.100313E-02   0.820939E+01   0.759252E+01   0.131464E+02   0.194357E+02   0.170430E+03  -0.940493E+01   0.000000E+00   0.179835E+03  -0.359670E+03
   0.968778E+02   0.199084E+01  -0.581262E+01   0.400490E-03   0.837725E+01   0.861988E+01   0.162070E+02   0.194357E+02   0.172327E+03  -0.885154E+01   0.000000E+00   0.181179E+03  -0.362357E+03
   0.968778E+02   0.199084E+01  -0.138108E+01   0.400490E-03   0.763261E+01   0.917911E+01   0.133041E+02   0.205752E+02   0.172226E+03  -0.953195E+01   0.000000E+00   0.181758E+03  -0.363516E+03
   0.968778E+02   0.199084E+01  -0.138108E+01   0.400490E-03   0.113881E+02   0.102326E+02   0.133041E+02   0.208108E+02   0.172401E+03  -0.935750E+01   0.000000E+00   0.181758E+03  -0.363517E+03
   0.968778E+02   0.199084E+01  -0.138108E+01   0.400490E-03   0.877599E+01   0.102326E+02   0.133041E+02   0.208108E+02   0.172660E+03  -0.909884E+01   0.000000E+00   0.181759E+03  -0.363518E+03
   0.968778E+02   0.199084E+01  -0.138108E+01   0.400490E-03   0.877599E+01   0.102326E+02   0.133041E+02   0.122656E+02   0.174022E+03  -0.773638E+01   0.000000E+00   0.181758E+03  -0.363517E+03
   0.968778E+02   0.150728E+01  -0.138108E+01   0.400490E-03   0.939037E+01   0.102326E+02   0.133041E+02   0.122656E+02   0.174231E+03  -0.764041E+01   0.000000E+00   0.181871E+03  -0.363743E+03
   0.968778E+02   0.150728E+01  -0.138108E+01   0.400490E-03   0.110661E+02   0.102326E+02   0.133041E+02   0.122656E+02   0.173988E+03  -0.788343E+01   0.000000E+00   0.181871E+03  -0.363743E+03
   0.968778E+02   0.150728E+01  -0.687191E+01   0.400490E-03   0.100782E+02   0.102326E+02   0.153444E+02   0.144208E+02   0.173696E+03  -0.730657E+01   0.000000E+00   0.181003E+03  -0.362005E+03
   0.968778E+02   0.150728E+01  -0.687191E+01   0.744301E-03   0.100782E+02   0.102326E+02   0.128502E+02   0.144208E+02   0.174765E+03  -0.742185E+01   0.000000E+00   0.182187E+03  -0.364374E+03
   0.969189E+02   0.150728E+01  -0.885803E+00   0.744301E-03   0.100782E+02   0.774188E+01   0.128502E+02   0.144208E+02   0.174545E+03  -0.795513E+01   0.000000E+00   0.182500E+03  -0.365000E+03
   0.969189E+02   0.150728E+01  -0.546501E+01   0.744301E-03   0.100782E+02   0.774188E+01   0.172785E+02   0.144208E+02   0.174205E+03  -0.820209E+01   0.000000E+00   0.182407E+03  -0.364814E+03
   0.969189E+02   0.360805E+01  -0.546501E+01   0.744301E-03   0.100782E+02   0.864792E+01   0.172785E+02   0.127580E+02   0.173985E+03  -0.794344E+01   0.000000E+00   0.181928E+03  -0.363857E+03
   0.969189E+02   0.360805E+01  -0.232508E+01   0.744301E-03   0.923927E+01   0.864792E+01   0.172785E+02   0.107210E+02   0.173287E+03  -0.884236E+01   0.000000E+00   0.182129E+03  -0.364259E+03
   0.969189E+02   0.360805E+01  -0.232508E+01   0.744301E-03   0.923927E+01   0.864792E+01   0.178028E+02   0.107210E+02   0.173141E+03  -0.898910E+01   0.000000E+00   0.182130E+03  -0.364260E+03
   0.966324E+02   0.360805E+01  -0.182548E+01   0.744301E-03   0.923927E+01   0.864792E+01   0.178028E+02   0.107210E+02   0.172748E+03  -0.898910E+01   0.000000E+00   0.181737E+03  -0.363474E+03
   0.966324E+02  -0.203866E+01  -0.182548E+01   0.744301E-03   0.923927E+01   0.105546E+02   0.168939E+02   0.107210E+02   0.172424E+03  -0.871848E+01   0.000000E+00   0.181142E+03  -0.362285E+03
   0.976443E+02  -0.203866E+01  -0.182548E+01   0.628978E-03   0.782788E+01   0.105546E+02   0.139321E+02   0.107210E+02   0.173940E+03  -0.892282E+01   0.000000E+00   0.182863E+03  -0.365726E+03
   0.976443E+02  -0.203866E+01  -0.182548E+01   0.628978E-03   0.782788E+01   0.896474E+01   0.134941E+02   0.107210E+02   0.173951E+03  -0.891222E+01   0.000000E+00   0.182863E+03  -0.365726E+03
   0.976443E+02  -0.203866E+01  -0.182548E+01   0.628978E-03   0.867351E+01   0.120037E+02   0.134941E+02   0.113746E+02   0.174179E+03  -0.868393E+01   0.000000E+00   0.182863E+03  -0.365726E+03
   0.976443E+02  -0.471884E+00  -0.182548E+01   0.461989E-03   0.122297E+02   0.797781E+01   0.134941E+02   0.183687E+02   0.173777E+03  -0.912886E+01   0.000000E+00   0.182906E+03  -0.365812E+03
   0.976443E+02   0.302377E+01   0.140745E+01   0.461989E-03   0.134089E+02   0.797781E+01   0.134941E+02   0.183687E+02   0.172763E+03  -0.979004E+01   0.000000E+00   0.182553E+03  -0.365106E+03
   0.971714E+02  -0.303243E+01   0.140745E+01   0.461989E-03   0.179353E+02   0.797781E+01   0.134941E+02   0.141007E+02   0.168322E+03  -0.125415E+02   0.000000E+00   0.180864E+03  -0.361727E+03
   0.971714E+02  -0.303243E+01   0.140745E+01   0.461989E-03   0.179353E+02   0.139074E+02   0.154830E+02   0.161188E+02   0.166884E+03  -0.139800E+02   0.000000E+00   0.180864E+03  -0.361728E+03
   0.971714E+02  -0.303243E+01   0.140745E+01   0.461989E-03   0.172031E+02   0.156156E+02   0.154830E+02   0.150213E+02   0.166409E+03  -0.144550E+02   0.000000E+00   0.180864E+03  -0.361728E+03
   0.971714E+02  -0.143003E+01   0.140745E+01   0.461989E-03   0.158219E+02   0.156156E+02   0.154830E+02   0.146159E+02   0.168795E+03  -0.133048E+02   0.000000E+00   0.182100E+03  -0.364200E+03
   0.971714E+02  -0.143003E+01  -0.617288E+01   0.756518E-03   0.159738E+02   0.156156E+02   0.106265E+02   0.146159E+02   0.167379E+03  -0.145213E+02   0.000000E+00   0.181900E+03  -0.363801E+03
   0.971714E+02   0.430691E+01   0.371544E+01   0.756518E-03   0.155778E+02   0.134204E+02   0.131998E+02   0.153615E+02   0.169821E+03  -0.116420E+02   0.000000E+00   0.181463E+03  -0.362926E+03
   0.971714E+02   0.430691E+01  -0.103708E+02   0.756518E-03   0.108519E+02   0.859956E+01   0.131998E+02   0.153615E+02   0.172910E+03  -0.766561E+01   0.000000E+00   0.180576E+03  -0.361151E+03
   0.971714E+02   0.292716E+01  -0.103708E+02   0.756518E-03   0.880679E+01   0.855669E+01   0.983931E+01   0.153615E+02   0.171908E+03  -0.931360E+01   0.000000E+00   0.181222E+03  -0.362443E+03
   0.971714E+02  -0.299652E+01  -0.113674E+02   0.756518E-03   0.104807E+02   0.757356E+01   0.148987E+02   0.153615E+02   0.171768E+03  -0.804606E+01   0.000000E+00   0.179814E+03  -0.359628E+03
   0.971714E+02  -0.299652E+01  -0.113674E+02   0.756518E-03   0.842660E+01   0.757356E+01   0.144965E+02   0.153615E+02   0.171661E+03  -0.815333E+01   0.000000E+00   0.179814E+03  -0.359629E+03
   0.971714E+02  -0.373645E+01  -0.113674E+02   0.756518E-03   0.104172E+02   0.757356E+01   0.144965E+02   0.153615E+02   0.171192E+03  -0.801995E+01   0.000000E+00   0.179212E+03  -0.358424E+03
   0.971714E+02   0.230915E+01   0.395309E+01   0.756518E-03   0.104172E+02   0.757356E+01   0.144965E+02   0.149062E+02   0.173978E+03  -0.798326E+01   0.000000E+00   0.181961E+03  -0.363923E+03
   0.971714E+02   0.230915E+01  -0.247752E+01   0.756518E-03   0.104172E+02   0.115424E+02   0.141923E+02   0.149062E+02   0.174909E+03  -0.769883E+01   0.000000E+00   0.182608E+03  -0.365216E+03
   0.971714E+02   0.230915E+01  -0.247752E+01   0.617927E-03   0.123972E+02   0.115424E+02   0.126251E+02   0.149062E+02   0.174652E+03  -0.864521E+01   0.000000E+00   0.183297E+03  -0.366594E+03
   0.971714E+02   0.310685E+01  -0.247752E+01   0.617927E-03   0.123972E+02   0.906788E+01   0.148972E+02   0.145805E+02   0.174993E+03  -0.804859E+01   0.000000E+00   0.183042E+03  -0.366083E+03
   0.971714E+02   0.310685E+01  -0.247752E+01   0.617927E-03   0.123972E+02   0.906788E+01   0.117498E+02   0.177808E+02   0.173935E+03  -0.910609E+01   0.000000E+00   0.183041E+03  -0.366082E+03
   0.969466E+02   0.310685E+01  -0.247752E+01   0.625205E-03   0.783850E+01   0.906788E+01   0.117498E+02   0.177808E+02   0.174028E+03  -0.881185E+01   0.000000E+00   0.182840E+03  -0.365680E+03
   0.965114E+02   0.310685E+01  -0.247752E+01   0.625205E-03   0.783850E+01   0.906788E+01   0.117498E+02   0.148531E+02   0.173898E+03  -0.827161E+01   0.000000E+00   0.182170E+03  -0.364339E+03
   0.965114E+02   0.310685E+01  -0.247752E+01   0.513557E-03   0.783850E+01   0.906788E+01   0.117498E+02   0.169451E+02   0.173266E+03  -0.858800E+01   0.000000E+00   0.181854E+03  -0.363708E+03
   0.965114E+02  -0.104432E+01   0.869969E+00   0.513557E-03   0.783850E+01   0.100776E+02   0.171788E+02   0.217236E+02   0.171002E+03  -0.102160E+02   0.000000E+00   0.181218E+03  -0.362436E+03
   0.965114E+02   0.305957E+01   0.869969E+00   0.710667E-03   0.783850E+01   0.908935E+01   0.171788E+02   0.149090E+02   0.173430E+03  -0.813553E+01   0.000000E+00   0.181566E+03  -0.363131E+03
   0.965114E+02  -0.212950E+01  -0.438741E+01   0.710667E-03   0.783850E+01   0.680513E+01   0.162350E+02   0.972339E+01   0.169724E+03  -0.112972E+02   0.000000E+00   0.181021E+03  -0.362042E+03
   0.965114E+02  -0.212950E+01  -0.656307E+00   0.710667E-03   0.783850E+01   0.680513E+01   0.108813E+02   0.972339E+01   0.168779E+03  -0.121069E+02   0.000000E+00   0.180886E+03  -0.361772E+03
   0.967215E+02  -0.212950E+01  -0.656307E+00   0.710667E-03   0.783850E+01   0.680513E+01   0.151046E+02   0.972339E+01   0.170218E+03  -0.111474E+02   0.000000E+00   0.181365E+03  -0.362731E+03
   0.968996E+02  -0.206333E+01  -0.656307E+00   0.831662E-03   0.105555E+02   0.116403E+02   0.195639E+02   0.178779E+02   0.171348E+03  -0.949838E+01   0.000000E+00   0.180846E+03  -0.361693E+03
   0.968996E+02   0.568234E+01  -0.656307E+00   0.831662E-03   0.959086E+01   0.875609E+01   0.994487E+01   0.172251E+02   0.171028E+03  -0.940496E+01   0.000000E+00   0.180433E+03  -0.360866E+03
   0.968996E+02   0.568234E+01  -0.656307E+00   0.831662E-03   0.819881E+01   0.137835E+02   0.138662E+02   0.123940E+02   0.171008E+03  -0.942470E+01   0.000000E+00   0.180433E+03  -0.360865E+03
   0.968996E+02  -0.408761E+00  -0.656307E+00   0.831662E-03   0.801450E+01   0.872825E+01   0.138662E+02   0.123940E+02   0.173439E+03  -0.800856E+01   0.000000E+00   0.181448E+03  -0.362895E+03
   0.968996E+02   0.115077E+01  -0.656307E+00   0.831662E-03   0.801450E+01   0.133212E+02   0.138662E+02   0.123940E+02   0.172442E+03  -0.922806E+01   0.000000E+00   0.181670E+03  -0.363340E+03
   0.968996E+02   0.115077E+01  -0.656307E+00   0.452348E-03   0.114543E+02   0.118294E+02   0.138662E+02   0.123940E+02   0.174122E+03  -0.840934E+01   0.000000E+00   0.182531E+03  -0.365063E+03
   0.974177E+02   0.115077E+01  -0.656307E+00   0.452348E-03   0.114543E+02   0.109832E+02   0.138662E+02   0.123940E+02   0.174940E+03  -0.809225E+01   0.000000E+00   0.183032E+03  -0.366064E+03
   0.974177E+02   0.115077E+01  -0.656307E+00   0.452348E-03   0.114543E+02   0.722761E+01   0.159000E+02   0.123940E+02   0.174049E+03  -0.898363E+01   0.000000E+00   0.183033E+03  -0.366065E+03
   0.974177E+02   0.115077E+01  -0.656307E+00   0.452348E-03   0.114543E+02   0.140757E+02   0.159000E+02   0.123940E+02   0.173239E+03  -0.979338E+01   0.000000E+00   0.183032E+03  -0.366065E+03
   0.974177E+02   0.115077E+01   0.209645E+01   0.452348E-03   0.113652E+02   0.148695E+02   0.159000E+02   0.123940E+02   0.172526E+03  -0.103212E+02   0.000000E+00   0.182847E+03  -0.365694E+03
   0.974177E+02   0.115077E+01   0.209645E+01   0.750831E-03   0.113652E+02   0.164118E+02   0.139127E+02   0.123940E+02   0.171276E+03  -0.114153E+02   0.000000E+00   0.182691E+03  -0.365383E+03
   0.974177E+02   0.115077E+01   0.209645E+01   0.750831E-03   0.593511E+01   0.164118E+02   0.139127E+02   0.123940E+02   0.168728E+03  -0.139630E+02   0.000000E+00   0.182691E+03  -0.365382E+03
   0.974177E+02   0.115077E+01   0.209645E+01   0.750831E-03   0.593511E+01   0.164118E+02   0.139127E+02   0.123940E+02   0.168728E+03  -0.139630E+02   0.000000E+00   0.182691E+03  -0.365382E+03
   0.974177E+02   0.115077E+01   0.209645E+01   0.750831E-03   0.104025E+02   0.164118E+02   0.139127E+02   0.123940E+02   0.171550E+03  -0.111415E+02   0.000000E+00   0.182692E+03  -0.365383E+03
   0.975948E+02   0.115077E+01   0.209645E+01   0.750831E-03   0.104025E+02   0.158699E+02   0.137762E+02   0.158174E+02   0.172278E+03  -0.105399E+02   0.000000E+00   0.182818E+03  -0.365636E+03
   0.975948E+02   0.115077E+01   0.209645E+01   0.666594E-03   0.992986E+01   0.135781E+02   0.148509E+02   0.199713E+02   0.173335E+03  -0.100299E+02   0.000000E+00   0.183365E+03  -0.366730E+03
   0.975948E+02   0.115077E+01   0.209645E+01   0.666594E-03   0.108096E+02   0.136456E+02   0.148509E+02   0.134962E+02   0.174409E+03  -0.895654E+01   0.000000E+00   0.183366E+03  -0.366731E+03
   0.975948E+02   0.114953E+01  -0.254797E+01   0.666594E-03   0.108096E+02   0.136456E+02   0.148509E+02   0.122378E+02   0.174204E+03  -0.923691E+01   0.000000E+00   0.183441E+03  -0.366882E+03
   0.975948E+02   0.114953E+01   0.177333E+01   0.666594E-03   0.108096E+02   0.136456E+02   0.148509E+02   0.174605E+02   0.174034E+03  -0.936295E+01   0.000000E+00   0.183397E+03  -0.366794E+03
   0.975948E+02   0.114953E+01  -0.630704E+01   0.666594E-03   0.108096E+02   0.136456E+02   0.148509E+02   0.174605E+02   0.173573E+03  -0.936295E+01   0.000000E+00   0.182936E+03  -0.365872E+03
   0.975948E+02   0.114953E+01  -0.630704E+01   0.669956E-03   0.845361E+01   0.947443E+01   0.148509E+02   0.181030E+02   0.174877E+03  -0.804771E+01   0.000000E+00   0.182925E+03  -0.365849E+03
   0.975948E+02   0.114953E+01  -0.304658E+00   0.669956E-03   0.960235E+01   0.106922E+02   0.126314E+02   0.181030E+02   0.175302E+03  -0.818951E+01   0.000000E+00   0.183492E+03  -0.366983E+03
   0.975948E+02   0.114953E+01  -0.304658E+00   0.669956E-03   0.104785E+02   0.109536E+02   0.126314E+02   0.117618E+02   0.175270E+03  -0.822155E+01   0.000000E+00   0.183492E+03  -0.366983E+03
   0.982142E+02   0.114953E+01  -0.304658E+00   0.669956E-03   0.145255E+02   0.121851E+02   0.126314E+02   0.204995E+02   0.171492E+03  -0.117898E+02   0.000000E+00   0.183282E+03  -0.366564E+03
   0.982142E+02   0.114953E+01   0.211169E+00   0.689415E-03   0.135697E+02   0.143282E+02   0.126314E+02   0.204995E+02   0.170790E+03  -0.124350E+02   0.000000E+00   0.183225E+03  -0.366450E+03
   0.982142E+02  -0.901406E+00   0.121455E+01   0.689415E-03   0.135697E+02   0.114299E+02   0.146361E+02   0.128873E+02   0.173857E+03  -0.920544E+01   0.000000E+00   0.183062E+03  -0.366125E+03
   0.982142E+02  -0.901406E+00   0.642768E+01   0.689415E-03   0.121582E+02   0.114299E+02   0.146361E+02   0.128873E+02   0.174182E+03  -0.840821E+01   0.000000E+00   0.182590E+03  -0.365180E+03
   0.982142E+02   0.158349E+01   0.642768E+01   0.689415E-03   0.935125E+01   0.114299E+02   0.131711E+02   0.178134E+02   0.174564E+03  -0.822794E+01   0.000000E+00   0.182792E+03  -0.365584E+03
   0.982142E+02   0.158349E+01   0.642768E+01   0.689415E-03   0.847032E+01   0.980889E+01   0.131711E+02   0.172811E+02   0.174895E+03  -0.789651E+01   0.000000E+00   0.182792E+03  -0.365583E+03
   0.982142E+02  -0.533035E+00   0.642768E+01   0.689415E-03   0.800813E+01   0.124730E+02   0.131711E+02   0.172811E+02   0.173716E+03  -0.895867E+01   0.000000E+00   0.182675E+03  -0.365349E+03
   0.982142E+02  -0.533035E+00   0.642768E+01   0.689415E-03   0.863176E+01   0.102294E+02   0.117365E+02   0.185582E+02   0.173977E+03  -0.869819E+01   0.000000E+00   0.182675E+03  -0.365350E+03
   0.982142E+02  -0.533035E+00   0.642768E+01   0.689415E-03   0.863176E+01   0.873233E+01   0.117365E+02   0.150613E+02   0.174687E+03  -0.798826E+01   0.000000E+00   0.182675E+03  -0.365351E+03
   0.982142E+02  -0.533035E+00   0.642768E+01   0.689415E-03   0.863176E+01   0.102091E+02   0.117365E+02   0.150613E+02   0.174755E+03  -0.792018E+01   0.000000E+00   0.182675E+03  -0.365350E+03
   0.982142E+02  -0.533035E+00   0.642768E+01   0.689415E-03   0.103572E+02   0.105527E+02   0.117365E+02   0.150613E+02   0.174764E+03  -0.791112E+01   0.000000E+00   0.182675E+03  -0.365350E+03
   0.982142E+02  -0.657960E-01   0.894615E+01   0.689415E-03   0.103572E+02   0.931716E+01   0.178740E+02   0.150613E+02   0.174261E+03  -0.786527E+01   0.000000E+00   0.182126E+03  -0.364253E+03
   0.982142E+02  -0.657960E-01   0.501114E+01   0.689415E-03   0.103572E+02   0.931716E+01   0.178740E+02   0.150613E+02   0.175116E+03  -0.786527E+01   0.000000E+00   0.182981E+03  -0.365963E+03
   0.982142E+02  -0.657960E-01   0.983781E+01   0.689415E-03   0.112458E+02   0.931716E+01   0.178740E+02   0.172118E+02   0.173359E+03  -0.847423E+01   0.000000E+00   0.181833E+03  -0.363666E+03
   0.982142E+02  -0.657960E-01   0.983781E+01   0.689415E-03   0.117635E+02   0.963610E+01   0.178740E+02   0.124673E+02   0.173300E+03  -0.853354E+01   0.000000E+00   0.181834E+03  -0.363667E+03
   0.982142E+02  -0.657960E-01   0.983781E+01   0.689415E-03   0.824698E+01   0.963610E+01   0.134684E+02   0.136654E+02   0.174270E+03  -0.756365E+01   0.000000E+00   0.181834E+03  -0.363667E+03
   0.982142E+02  -0.744790E+00   0.983781E+01   0.689415E-03   0.824698E+01   0.846675E+01   0.123960E+02   0.144367E+02   0.173750E+03  -0.795455E+01   0.000000E+00   0.181705E+03  -0.363409E+03
   0.982142E+02  -0.134847E+01   0.147366E+01   0.690516E-03   0.824698E+01   0.846675E+01   0.123960E+02   0.103743E+02   0.173629E+03  -0.930521E+01   0.000000E+00   0.182934E+03  -0.365868E+03
   0.988698E+02  -0.134847E+01  -0.603753E+00   0.690516E-03   0.608631E+01   0.858357E+01   0.123960E+02   0.103743E+02   0.170489E+03  -0.115780E+02   0.000000E+00   0.182067E+03  -0.364134E+03
   0.988698E+02   0.332342E+01   0.107123E+02   0.101635E-02   0.608631E+01   0.858357E+01   0.143261E+02   0.103743E+02   0.167540E+03  -0.112947E+02   0.000000E+00   0.178835E+03  -0.357669E+03
   0.988698E+02   0.332342E+01  -0.144498E+01   0.101635E-02   0.105201E+02   0.106536E+02   0.198557E+02   0.103743E+02   0.169030E+03  -0.100498E+02   0.000000E+00   0.179080E+03  -0.358160E+03
   0.997736E+02   0.332342E+01   0.148494E+02   0.101635E-02   0.105201E+02   0.106536E+02   0.207591E+02   0.103743E+02   0.167581E+03  -0.104309E+02   0.000000E+00   0.178012E+03  -0.356024E+03
   0.970327E+02   0.332342E+01   0.168031E+02   0.731470E-03   0.100641E+02   0.664166E+01   0.207591E+02   0.103743E+02   0.161732E+03  -0.119257E+02   0.000000E+00   0.173658E+03  -0.347315E+03
   0.970327E+02   0.431401E+01   0.168031E+02   0.731470E-03   0.100641E+02   0.817971E+01   0.126720E+02   0.118233E+02   0.165125E+03  -0.822674E+01   0.000000E+00   0.173352E+03  -0.346703E+03
   0.970327E+02   0.431401E+01   0.500372E+01   0.731470E-03   0.100641E+02   0.946880E+01   0.118706E+02   0.119289E+02   0.172926E+03  -0.812613E+01   0.000000E+00   0.181052E+03  -0.362104E+03
   0.970327E+02  -0.164692E+01   0.500372E+01   0.731470E-03   0.748855E+01   0.120574E+02   0.118706E+02   0.119289E+02   0.171463E+03  -0.951754E+01   0.000000E+00   0.180981E+03  -0.361961E+03
   0.982292E+02   0.343498E+01   0.205534E+01   0.731470E-03   0.748855E+01   0.897170E+01   0.158990E+02   0.119289E+02   0.173964E+03  -0.858174E+01   0.000000E+00   0.182546E+03  -0.365091E+03
   0.982292E+02   0.343498E+01  -0.282721E+01   0.731470E-03   0.748855E+01   0.897170E+01   0.158990E+02   0.119289E+02   0.173621E+03  -0.858174E+01   0.000000E+00   0.182203E+03  -0.364405E+03
   0.982292E+02  -0.297726E+01  -0.626230E+01   0.731470E-03   0.748855E+01   0.897170E+01   0.158990E+02   0.134472E+02   0.173071E+03  -0.819481E+01   0.000000E+00   0.181266E+03  -0.362532E+03
   0.982292E+02  -0.297726E+01   0.444657E+01   0.731470E-03   0.748855E+01   0.943969E+01   0.158990E+02   0.173448E+02   0.173368E+03  -0.850898E+01   0.000000E+00   0.181877E+03  -0.363754E+03
   0.986516E+02   0.203912E+01   0.486904E+01   0.731470E-03   0.996120E+01   0.943969E+01   0.158990E+02   0.106271E+02   0.174046E+03  -0.848012E+01   0.000000E+00   0.182526E+03  -0.365052E+03
   0.986516E+02   0.203912E+01   0.900769E+00   0.731470E-03   0.857117E+01   0.754795E+01   0.107094E+02   0.106271E+02   0.172133E+03  -0.103323E+02   0.000000E+00   0.182465E+03  -0.364931E+03
   0.986516E+02   0.203912E+01   0.900769E+00   0.731470E-03   0.857117E+01   0.864697E+01   0.107094E+02   0.172144E+02   0.173488E+03  -0.897782E+01   0.000000E+00   0.182466E+03  -0.364932E+03
   0.986516E+02   0.611134E+01   0.900769E+00   0.731470E-03   0.124145E+02   0.864697E+01   0.107094E+02   0.172144E+02   0.171015E+03  -0.963585E+01   0.000000E+00   0.180651E+03  -0.361302E+03
   0.986516E+02   0.611134E+01   0.900769E+00   0.729331E-03   0.124145E+02   0.780881E+01   0.107094E+02   0.127886E+02   0.170836E+03  -0.981817E+01   0.000000E+00   0.180654E+03  -0.361308E+03
   0.986516E+02   0.586675E+01  -0.145672E+01   0.611967E-03   0.124145E+02   0.956245E+01   0.107094E+02   0.127886E+02   0.170919E+03  -0.928112E+01   0.000000E+00   0.180200E+03  -0.360400E+03
   0.986516E+02   0.346700E+01  -0.117446E+01   0.406720E-03   0.993327E+01   0.761930E+01   0.158919E+02   0.157707E+02   0.171160E+03  -0.808631E+01   0.000000E+00   0.179246E+03  -0.358493E+03
   0.976817E+02   0.346700E+01  -0.271347E+01   0.406720E-03   0.993327E+01   0.761930E+01   0.158919E+02   0.157707E+02   0.172991E+03  -0.808631E+01   0.000000E+00   0.181077E+03  -0.362155E+03
   0.976817E+02   0.346700E+01  -0.271347E+01   0.406720E-03   0.109467E+02   0.115705E+02   0.138199E+02   0.157707E+02   0.173129E+03  -0.794733E+01   0.000000E+00   0.181076E+03  -0.362153E+03
   0.984047E+02   0.346700E+01  -0.271347E+01   0.406720E-03   0.109467E+02   0.115705E+02   0.138199E+02   0.157529E+02   0.171615E+03  -0.794480E+01   0.000000E+00   0.179560E+03  -0.359120E+03
   0.966669E+02   0.346700E+01  -0.271347E+01   0.406720E-03   0.124813E+02   0.115705E+02   0.138199E+02   0.157529E+02   0.172126E+03  -0.858781E+01   0.000000E+00   0.180714E+03  -0.361428E+03
   0.968162E+02   0.346700E+01  -0.271347E+01   0.406720E-03   0.106787E+02   0.115705E+02   0.138199E+02   0.157529E+02   0.173083E+03  -0.787165E+01   0.000000E+00   0.180955E+03  -0.361909E+03
   0.968162E+02   0.346700E+01  -0.271347E+01   0.406720E-03   0.101990E+02   0.115705E+02   0.138199E+02   0.157529E+02   0.173178E+03  -0.777664E+01   0.000000E+00   0.180955E+03  -0.361909E+03
