a0_min        a1_min        a2_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.996474E+02 -0.197374E+01 -0.131543E+01  0.716514E-03  0.791173E+01  0.852290E+01  0.171845E+02  0.155700E+02  0.171617E+03
  0.996474E+02 -0.197374E+01 -0.131543E+01  0.716514E-03  0.807393E+01  0.873132E+01  0.163360E+02  0.166336E+02  0.171784E+03
  0.993681E+02 -0.197374E+01 -0.131543E+01  0.716514E-03  0.835548E+01  0.873132E+01  0.152540E+02  0.131872E+02  0.172996E+03
  0.993681E+02 -0.446103E+01 -0.131543E+01  0.855932E-03  0.864005E+01  0.873373E+01  0.152540E+02  0.113035E+02  0.170986E+03
  0.993681E+02  0.296811E+01 -0.429529E+01  0.855932E-03  0.834026E+01  0.952163E+01  0.126574E+02  0.119431E+02  0.171291E+03
  0.993681E+02  0.541975E+01 -0.429529E+01  0.931394E-03  0.835948E+01  0.952163E+01  0.111722E+02  0.119431E+02  0.169258E+03
  0.993681E+02  0.434633E+01  0.343670E+01  0.444992E-03  0.835948E+01  0.993211E+01  0.123748E+02  0.119247E+02  0.169849E+03
  0.993681E+02  0.434633E+01  0.586238E+01  0.444992E-03  0.937700E+01  0.993211E+01  0.120875E+02  0.119247E+02  0.170472E+03
  0.993681E+02  0.434633E+01  0.586238E+01  0.487252E-03  0.986215E+01  0.861916E+01  0.121580E+02  0.117841E+02  0.171148E+03
  0.993681E+02  0.434633E+01  0.586238E+01  0.487252E-03  0.897088E+01  0.107828E+02  0.132763E+02  0.122125E+02  0.171519E+03
  0.993681E+02  0.434633E+01  0.697916E+00  0.106405E-02  0.897088E+01  0.961653E+01  0.132763E+02  0.122125E+02  0.170161E+03
  0.982396E+02  0.434633E+01  0.697916E+00  0.920019E-03  0.781119E+01  0.100537E+02  0.127995E+02  0.122125E+02  0.172303E+03
  0.982396E+02  0.434633E+01  0.697916E+00  0.920019E-03  0.844958E+01  0.106277E+02  0.149436E+02  0.116638E+02  0.172474E+03
  0.982396E+02  0.312930E+01 -0.360433E+01  0.560442E-03  0.970867E+01  0.100678E+02  0.144961E+02  0.122476E+02  0.174606E+03
  0.982396E+02  0.312930E+01  0.746566E+01  0.560442E-03  0.883587E+01  0.928476E+01  0.117438E+02  0.134866E+02  0.174446E+03
  0.982396E+02 -0.518545E+00  0.746566E+01  0.560442E-03  0.927077E+01  0.929355E+01  0.109795E+02  0.135182E+02  0.174418E+03
  0.982396E+02 -0.518545E+00  0.569846E+00  0.560442E-03  0.871973E+01  0.967520E+01  0.109795E+02  0.152924E+02  0.175007E+03
  0.982396E+02 -0.518545E+00  0.569846E+00  0.560442E-03  0.926444E+01  0.866084E+01  0.109795E+02  0.141601E+02  0.175015E+03
  0.982396E+02 -0.518545E+00  0.569846E+00  0.560442E-03  0.929487E+01  0.866084E+01  0.109113E+02  0.153087E+02  0.174933E+03
