a0_min         a0_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.988757E+02   0.606175E+02   0.405888E-03   0.116421E+02   0.906733E+01   0.651505E-03   0.147301E+02   0.402112E+02   0.634887E+00   0.000000E+00   0.395763E+02  -0.791526E+02
   0.988757E+02   0.597663E+02   0.405888E-03   0.138145E+02   0.991301E+01   0.651505E-03   0.166286E+02   0.378911E+02  -0.772648E+00   0.000000E+00   0.386637E+02  -0.773275E+02
   0.988757E+02   0.597663E+02   0.405888E-03   0.138145E+02   0.919093E+01   0.651505E-03   0.128733E+02   0.379753E+02  -0.688476E+00   0.000000E+00   0.386638E+02  -0.773276E+02
   0.988757E+02   0.597663E+02   0.405888E-03   0.138145E+02   0.919093E+01   0.651505E-03   0.163713E+02   0.379315E+02  -0.732299E+00   0.000000E+00   0.386638E+02  -0.773276E+02
   0.988757E+02   0.597663E+02   0.382042E-03   0.140927E+02   0.919093E+01   0.651505E-03   0.138434E+02   0.378862E+02  -0.735378E+00   0.000000E+00   0.386216E+02  -0.772432E+02
   0.989149E+02   0.623137E+02   0.382042E-03   0.113901E+02   0.627549E+01   0.612291E-03   0.168647E+02   0.376229E+02  -0.176114E+01   0.000000E+00   0.393840E+02  -0.787681E+02
   0.989149E+02   0.623137E+02   0.382042E-03   0.113901E+02   0.596487E+01   0.612291E-03   0.168647E+02   0.370502E+02  -0.233390E+01   0.000000E+00   0.393841E+02  -0.787682E+02
   0.989149E+02   0.609058E+02   0.392743E-03   0.113901E+02   0.660378E+01   0.257290E-03   0.150881E+02   0.389477E+02  -0.902317E+00   0.000000E+00   0.398500E+02  -0.797000E+02
   0.989149E+02   0.609058E+02   0.392743E-03   0.113901E+02   0.660378E+01   0.257290E-03   0.150881E+02   0.389477E+02  -0.902317E+00   0.000000E+00   0.398500E+02  -0.797000E+02
   0.989149E+02   0.609058E+02   0.392743E-03   0.113901E+02   0.670589E+01   0.257290E-03   0.166507E+02   0.388542E+02  -0.995796E+00   0.000000E+00   0.398500E+02  -0.797000E+02
   0.989149E+02   0.609058E+02   0.392743E-03   0.113901E+02   0.670589E+01   0.137994E-03   0.180201E+02   0.380740E+02  -0.177601E+01   0.000000E+00   0.398500E+02  -0.797000E+02
   0.989149E+02   0.609058E+02   0.392743E-03   0.108658E+02   0.933563E+01   0.137994E-03   0.155491E+02   0.404047E+02   0.554700E+00   0.000000E+00   0.398500E+02  -0.797000E+02
   0.989149E+02   0.609058E+02   0.392743E-03   0.108214E+02   0.933563E+01   0.137994E-03   0.155491E+02   0.404171E+02   0.567085E+00   0.000000E+00   0.398500E+02  -0.797000E+02
   0.989149E+02   0.609058E+02   0.392743E-03   0.108214E+02   0.933563E+01   0.137994E-03   0.133316E+02   0.404133E+02   0.563314E+00   0.000000E+00   0.398500E+02  -0.797000E+02
   0.989149E+02   0.609058E+02   0.392743E-03   0.102095E+02   0.933563E+01   0.137994E-03   0.133316E+02   0.405441E+02   0.694043E+00   0.000000E+00   0.398501E+02  -0.797001E+02
   0.991268E+02   0.618158E+02   0.392743E-03   0.130088E+02   0.933563E+01   0.137994E-03   0.164039E+02   0.391161E+02  -0.541420E+00   0.000000E+00   0.396575E+02  -0.793150E+02
   0.991268E+02   0.618158E+02   0.392743E-03   0.130088E+02   0.114534E+02   0.137994E-03   0.196008E+02   0.377680E+02  -0.188956E+01   0.000000E+00   0.396576E+02  -0.793151E+02
   0.991268E+02   0.620280E+02   0.392743E-03   0.132839E+02   0.103714E+02   0.553171E-03   0.196008E+02   0.380934E+02  -0.134324E+01   0.000000E+00   0.394366E+02  -0.788733E+02
   0.991268E+02   0.620280E+02   0.289414E-03   0.132839E+02   0.101305E+02   0.553171E-03   0.196008E+02   0.372312E+02  -0.130521E+01   0.000000E+00   0.385364E+02  -0.770728E+02
   0.991268E+02   0.620280E+02   0.365089E-03   0.132839E+02   0.942329E+01   0.946415E-03   0.196008E+02   0.377741E+02  -0.163810E+01   0.000000E+00   0.394122E+02  -0.788244E+02
   0.991268E+02   0.620280E+02   0.365089E-03   0.132839E+02   0.942329E+01   0.946415E-03   0.184700E+02   0.381869E+02  -0.122540E+01   0.000000E+00   0.394123E+02  -0.788246E+02
   0.996002E+02   0.620280E+02   0.365089E-03   0.103841E+02   0.942329E+01   0.277565E-03   0.184700E+02   0.385250E+02   0.417859E+00   0.000000E+00   0.381071E+02  -0.762143E+02
   0.996002E+02   0.620280E+02   0.365089E-03   0.103841E+02   0.942329E+01   0.277565E-03   0.138931E+02   0.392776E+02   0.117047E+01   0.000000E+00   0.381071E+02  -0.762143E+02
