Km_SU1_Rh_a0   Km_SU1_Rh_a1   Km_SU1_Rh_a2   Km_SU1_Rh_a3   Km_SU1_Rh_a4   Km_SU2_Rh_a0   Km_SU2_Rh_a1   Km_SU2_Rh_a2   Km_SU1_Ai_a0   Km_SU1_Ai_a1   Km_SU1_Ai_a2   Km_SU1_Ai_a3   Km_SU1_Ai_a4   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.392175E+02   0.996562E-02   0.505013E+01   0.307555E+01   0.750155E+01   0.343503E+02   0.190135E+01  -0.881154E+01   0.188163E+02  -0.734571E+01  -0.843787E+01  -0.243491E+01   0.826489E+01   0.254733E+00   0.109399E-01   0.782872E-02   0.113513E-01   0.893662E-03  -0.907276E+02  -0.347245E+02   0.000000E+00  -0.560031E+02   0.112006E+03
   0.397137E+02  -0.141913E+00   0.250324E+01   0.604669E+01   0.677755E+01   0.343503E+02   0.190135E+01  -0.881154E+01   0.188092E+02  -0.734571E+01  -0.843643E+01  -0.243491E+01   0.831574E+01   0.250066E+00   0.114528E-01   0.457234E-01   0.127870E-01   0.893662E-03  -0.917130E+02  -0.381844E+02   0.000000E+00  -0.535286E+02   0.107057E+03
   0.409791E+02  -0.141913E+00   0.492979E+01   0.331851E+01   0.704612E+01   0.341701E+02   0.190135E+01  -0.872113E+01   0.188092E+02  -0.735063E+01  -0.842727E+01  -0.242686E+01   0.833797E+01   0.242895E+00   0.839636E-02   0.196728E-01   0.168392E-01   0.511270E-02  -0.900381E+02  -0.376089E+02   0.000000E+00  -0.524292E+02   0.104858E+03
   0.404346E+02  -0.237952E+01   0.580835E+01   0.229498E+01   0.796239E+01   0.338767E+02   0.190135E+01  -0.874379E+01   0.188092E+02  -0.735063E+01  -0.842883E+01  -0.243116E+01   0.836551E+01   0.268032E+00   0.870844E-02   0.522904E-02   0.194890E-01   0.412620E-02  -0.898774E+02  -0.366705E+02   0.000000E+00  -0.532069E+02   0.106414E+03
   0.406882E+02  -0.145635E+01   0.580835E+01   0.623006E+01   0.780790E+01   0.338767E+02   0.216433E+01  -0.874379E+01   0.188092E+02  -0.735180E+01  -0.842883E+01  -0.243116E+01   0.836551E+01   0.249524E+00   0.253936E-03   0.240416E-01   0.110544E-02   0.828689E-02  -0.880634E+02  -0.367080E+02   0.000000E+00  -0.513554E+02   0.102711E+03
   0.407362E+02  -0.115923E+01   0.376855E+01   0.334688E+01   0.732566E+01   0.338767E+02   0.216433E+01  -0.874379E+01   0.188092E+02  -0.735180E+01  -0.844728E+01  -0.243116E+01   0.836551E+01   0.260608E+00   0.142231E-01   0.226794E-01   0.109086E-01   0.179663E-02  -0.888442E+02  -0.370712E+02   0.000000E+00  -0.517730E+02   0.103546E+03
   0.396795E+02  -0.908707E+00   0.418867E+01   0.460060E+01   0.769695E+01   0.338767E+02   0.216433E+01  -0.848382E+01   0.188092E+02  -0.735180E+01  -0.844728E+01  -0.243116E+01   0.836551E+01   0.237244E+00   0.224871E-01   0.116306E-01   0.374548E-01   0.259167E-01  -0.949226E+02  -0.415087E+02   0.000000E+00  -0.534139E+02   0.106828E+03
   0.393270E+02  -0.908707E+00   0.445682E+01   0.337950E+01   0.409176E+01   0.338767E+02   0.216433E+01  -0.848382E+01   0.188533E+02  -0.736402E+01  -0.837258E+01  -0.221417E+01   0.803323E+01   0.254572E+00   0.379974E-02   0.788154E-02   0.429144E-01   0.121486E-01  -0.963222E+02  -0.367297E+02   0.000000E+00  -0.595925E+02   0.119185E+03
   0.397013E+02  -0.114000E+01   0.312643E+01   0.323608E+01   0.682475E+01   0.341183E+02   0.386614E+01  -0.915292E+01   0.188439E+02  -0.739143E+01  -0.843446E+01  -0.224519E+01   0.815284E+01   0.254160E+00   0.421981E-02   0.878471E-02   0.997586E-02   0.118843E-02  -0.876388E+02  -0.335043E+02   0.000000E+00  -0.541345E+02   0.108269E+03
   0.407643E+02  -0.149130E+01   0.389529E+01   0.410952E+01   0.463863E+01   0.351652E+02   0.319984E+01  -0.134568E+02   0.187836E+02  -0.738908E+01  -0.846074E+01  -0.220832E+01   0.815284E+01   0.260431E+00   0.521085E-02   0.844427E-03   0.909961E-02   0.177266E-01  -0.878638E+02  -0.352371E+02   0.000000E+00  -0.526267E+02   0.105253E+03
   0.397027E+02  -0.216319E+01   0.411663E+01   0.674393E+00   0.659875E+01   0.351958E+02   0.319984E+01  -0.134568E+02   0.187836E+02  -0.738908E+01  -0.846074E+01  -0.221735E+01   0.815284E+01   0.251319E+00   0.847799E-02   0.301196E-02   0.177482E-02   0.405259E-02  -0.865189E+02  -0.337206E+02   0.000000E+00  -0.527983E+02   0.105597E+03
   0.402796E+02  -0.844340E+00   0.265069E+01   0.368914E+01   0.595944E+01   0.351958E+02   0.319984E+01  -0.134568E+02   0.187836E+02  -0.738908E+01  -0.846074E+01  -0.221735E+01   0.815284E+01   0.255320E+00   0.170460E-01   0.102977E-01   0.826035E-02   0.294026E-02  -0.875332E+02  -0.355843E+02   0.000000E+00  -0.519489E+02   0.103898E+03
   0.402796E+02  -0.215956E+01   0.402069E+01   0.133505E+01   0.894498E+01   0.351958E+02   0.319984E+01  -0.134568E+02   0.187836E+02  -0.738908E+01  -0.846074E+01  -0.205695E+01   0.815284E+01   0.266618E+00   0.166504E-01   0.960253E-02   0.141642E-01   0.252638E-01  -0.935810E+02  -0.398937E+02   0.000000E+00  -0.536873E+02   0.107375E+03
   0.402796E+02  -0.215956E+01   0.437993E+01   0.451398E+01   0.114542E+02   0.367878E+02   0.311009E+01  -0.134474E+02   0.187836E+02  -0.738908E+01  -0.846074E+01  -0.205695E+01   0.815284E+01   0.247049E+00   0.115892E-01   0.386061E-03   0.212065E-01   0.271207E-02  -0.903207E+02  -0.383889E+02   0.000000E+00  -0.519318E+02   0.103864E+03
   0.400872E+02  -0.279396E+01   0.403103E+01   0.173635E+01   0.859649E+01   0.367878E+02   0.279510E+01  -0.142642E+02   0.187596E+02  -0.733641E+01  -0.840775E+01  -0.210865E+01   0.778716E+01   0.259776E+00   0.334147E-02   0.386061E-03   0.419043E-02   0.857116E-02  -0.876509E+02  -0.347920E+02   0.000000E+00  -0.528589E+02   0.105718E+03
   0.401681E+02  -0.318597E+01   0.403103E+01   0.230949E+01   0.692453E+01   0.370702E+02   0.279510E+01  -0.142642E+02   0.187596E+02  -0.733641E+01  -0.840775E+01  -0.221829E+01   0.778716E+01   0.257111E+00   0.153850E-01   0.214581E-02   0.134758E-01   0.427265E-01  -0.919618E+02  -0.398865E+02   0.000000E+00  -0.520753E+02   0.104151E+03
   0.400344E+02   0.309970E+00   0.470897E+01   0.515149E+01   0.645015E+01   0.363528E+02   0.279510E+01  -0.142642E+02   0.187596E+02  -0.733625E+01  -0.838811E+01  -0.222487E+01   0.778716E+01   0.251396E+00   0.209909E-01   0.214581E-02   0.464802E-02   0.880477E-02  -0.889510E+02  -0.363976E+02   0.000000E+00  -0.525534E+02   0.105107E+03
   0.403918E+02  -0.135061E+01   0.174084E+01   0.446871E+01   0.401700E+01   0.348292E+02   0.283528E+01  -0.878374E+01   0.187599E+02  -0.732541E+01  -0.839432E+01  -0.222487E+01   0.788924E+01   0.240168E+00   0.557469E-02   0.148172E-01   0.750275E-02   0.833777E-02  -0.899651E+02  -0.336865E+02   0.000000E+00  -0.562786E+02   0.112557E+03
   0.401167E+02  -0.604971E+00   0.256090E+01   0.644171E+01   0.403949E+01   0.351456E+02   0.107050E+01  -0.784743E+01   0.187823E+02  -0.731045E+01  -0.846179E+01  -0.220506E+01   0.809467E+01   0.258977E+00   0.952453E-02   0.346270E-03   0.162103E-01   0.174353E-01  -0.896787E+02  -0.345691E+02   0.000000E+00  -0.551096E+02   0.110219E+03
   0.400965E+02  -0.682844E+00   0.446896E+01   0.643969E+01   0.879735E+01   0.351456E+02   0.133598E+01  -0.784743E+01   0.188230E+02  -0.735131E+01  -0.849552E+01  -0.215935E+01   0.798425E+01   0.254538E+00   0.338204E-02   0.416942E-02   0.369858E-02   0.324920E-02  -0.847654E+02  -0.341646E+02   0.000000E+00  -0.506008E+02   0.101202E+03
   0.397237E+02  -0.682844E+00   0.422087E+01   0.717446E+01   0.564466E+01   0.340129E+02   0.145758E+01  -0.688152E+01   0.188291E+02  -0.732533E+01  -0.856699E+01  -0.202449E+01   0.793891E+01   0.255156E+00   0.230811E-01   0.170223E-02   0.338787E-02   0.119177E-01  -0.908553E+02  -0.349874E+02   0.000000E+00  -0.558679E+02   0.111736E+03
   0.404626E+02  -0.154787E+01   0.287970E+01   0.499667E+01   0.617723E+01   0.362745E+02   0.423358E+01  -0.125892E+02   0.189381E+02  -0.742955E+01  -0.857772E+01  -0.198983E+01   0.775679E+01   0.252824E+00   0.112121E-01   0.219753E-02   0.100623E-01   0.123601E-01  -0.872616E+02  -0.355010E+02   0.000000E+00  -0.517606E+02   0.103521E+03
   0.412264E+02  -0.260712E+01   0.642784E+01   0.477715E+01   0.756070E+01   0.351643E+02   0.390686E+01  -0.108037E+02   0.189189E+02  -0.741868E+01  -0.859154E+01  -0.203109E+01   0.775742E+01   0.251984E+00   0.127938E-01   0.223678E-01   0.104592E-01   0.124979E-02  -0.912303E+02  -0.387088E+02   0.000000E+00  -0.525215E+02   0.105043E+03
   0.412264E+02   0.218601E+01   0.642784E+01   0.527323E+01   0.566431E+01   0.348814E+02   0.444410E+01  -0.110997E+02   0.189189E+02  -0.742987E+01  -0.851153E+01  -0.203109E+01   0.775742E+01   0.245336E+00   0.375578E-02   0.730838E-02   0.505969E-02   0.124979E-02  -0.924663E+02  -0.353632E+02   0.000000E+00  -0.571031E+02   0.114206E+03
   0.392973E+02   0.314357E-01   0.390992E+01   0.438995E+01   0.440762E+01   0.351718E+02   0.394407E+01  -0.147969E+02   0.189338E+02  -0.745250E+01  -0.858429E+01  -0.201503E+01   0.756160E+01   0.256019E+00   0.187798E-01   0.266667E-01   0.250102E-01   0.984788E-02  -0.959198E+02  -0.394183E+02   0.000000E+00  -0.565015E+02   0.113003E+03
   0.408260E+02  -0.446259E+00   0.561304E+01   0.438995E+01   0.440762E+01   0.372341E+02   0.235745E+01  -0.127736E+02   0.189338E+02  -0.745250E+01  -0.847948E+01  -0.201503E+01   0.746299E+01   0.262480E+00   0.421565E-02   0.971944E-03   0.259280E-02   0.324528E-01  -0.894868E+02  -0.363102E+02   0.000000E+00  -0.531766E+02   0.106353E+03
   0.401436E+02  -0.162181E+01   0.583942E+01   0.529216E+01   0.792501E+01   0.376947E+02   0.159689E+01  -0.135010E+02   0.189669E+02  -0.740198E+01  -0.848031E+01  -0.209454E+01   0.739128E+01   0.246956E+00   0.122336E-01   0.971944E-03   0.265807E-02   0.633033E-04  -0.865589E+02  -0.351760E+02   0.000000E+00  -0.513829E+02   0.102766E+03
   0.410660E+02  -0.107514E+01   0.789382E+01   0.147770E+01   0.935198E+01   0.369161E+02   0.944245E+00  -0.129858E+02   0.190275E+02  -0.746826E+01  -0.846422E+01  -0.213500E+01   0.706258E+01   0.243849E+00   0.128375E-01   0.926562E-02   0.332808E-01   0.492811E-02  -0.926109E+02  -0.416797E+02   0.000000E+00  -0.509312E+02   0.101862E+03
   0.408415E+02   0.594779E+00   0.678652E+01   0.530771E+01   0.126690E+02   0.377547E+02   0.575970E+00  -0.128775E+02   0.190100E+02  -0.739054E+01  -0.847209E+01  -0.210497E+01   0.727536E+01   0.240060E+00   0.176085E-01   0.210829E-01   0.508149E-02   0.794361E-03  -0.945753E+02  -0.416432E+02   0.000000E+00  -0.529321E+02   0.105864E+03
   0.405924E+02  -0.104323E+01   0.357254E+01   0.366781E+01   0.985964E+01   0.371799E+02  -0.826125E+00  -0.107287E+02   0.190474E+02  -0.756793E+01  -0.849223E+01  -0.200356E+01   0.743221E+01   0.254732E+00   0.352515E-01   0.495660E-03   0.623533E-02   0.149348E-02  -0.869540E+02  -0.377074E+02   0.000000E+00  -0.492466E+02   0.984933E+02
   0.402136E+02  -0.123700E+01   0.244547E+01   0.823517E+01   0.621310E+01   0.356095E+02   0.915586E+00  -0.773380E+01   0.190474E+02  -0.766330E+01  -0.850199E+01  -0.195786E+01   0.786884E+01   0.246154E+00   0.422213E-02   0.173219E-02   0.920020E-02   0.149348E-02  -0.846929E+02  -0.329697E+02   0.000000E+00  -0.517232E+02   0.103446E+03
   0.400323E+02  -0.280182E+01   0.210544E+01   0.452117E+01   0.208262E+01   0.360768E+02  -0.263165E+01  -0.289575E+01   0.190371E+02  -0.768159E+01  -0.847260E+01  -0.184046E+01   0.738658E+01   0.271252E+00   0.880381E-02   0.278308E-02   0.350822E-02   0.644723E-02  -0.880377E+02  -0.313249E+02   0.000000E+00  -0.567128E+02   0.113426E+03
   0.393589E+02  -0.193325E+01   0.170457E+01   0.356177E+01   0.649869E+01   0.347408E+02  -0.132349E+01  -0.589748E+01   0.190035E+02  -0.768921E+01  -0.843532E+01  -0.167918E+01   0.715334E+01   0.266096E+00   0.110338E-02   0.832729E-03   0.494885E-03   0.169619E-01  -0.867799E+02  -0.317559E+02   0.000000E+00  -0.550240E+02   0.110048E+03
   0.402947E+02  -0.239900E+01   0.307644E+01   0.356177E+01   0.514578E+01   0.363306E+02  -0.868952E+00  -0.994410E+01   0.190035E+02  -0.769435E+01  -0.845927E+01  -0.168114E+01   0.715334E+01   0.242659E+00   0.113209E-01   0.380539E-01   0.218387E-02   0.694230E-03  -0.870338E+02  -0.359938E+02   0.000000E+00  -0.510400E+02   0.102080E+03
   0.412383E+02  -0.196560E+01   0.407643E+01   0.581600E+01   0.781746E+01   0.368192E+02  -0.868952E+00  -0.100999E+02   0.190671E+02  -0.769435E+01  -0.845856E+01  -0.168114E+01   0.714272E+01   0.242946E+00   0.142756E-01   0.241352E-02   0.140728E-01   0.104694E-01  -0.894408E+02  -0.372147E+02   0.000000E+00  -0.522261E+02   0.104452E+03
   0.399626E+02  -0.192311E+01   0.573217E+01   0.232262E+01   0.826911E+01   0.365375E+02   0.110969E+01  -0.132541E+02   0.190535E+02  -0.768762E+01  -0.846101E+01  -0.162204E+01   0.684444E+01   0.255242E+00   0.148429E-01   0.686056E-02   0.192662E-01   0.167378E-01  -0.897840E+02  -0.390505E+02   0.000000E+00  -0.507335E+02   0.101467E+03
   0.401902E+02  -0.628774E+00   0.207409E+01   0.536669E+01   0.509095E+01   0.349352E+02   0.213003E+01  -0.698736E+01   0.190512E+02  -0.769160E+01  -0.837504E+01  -0.161578E+01   0.672566E+01   0.265548E+00   0.317175E-03   0.909240E-03   0.493022E-03   0.108241E-01  -0.854865E+02  -0.314998E+02   0.000000E+00  -0.539867E+02   0.107973E+03
   0.403599E+02  -0.647122E+00   0.478758E+01   0.583411E+01   0.828122E+01   0.378725E+02  -0.229117E+01  -0.584934E+01   0.190458E+02  -0.769657E+01  -0.844074E+01  -0.164818E+01   0.683503E+01   0.244733E+00   0.660434E-02   0.197784E-01   0.493022E-03   0.115911E-01  -0.844231E+02  -0.367033E+02   0.000000E+00  -0.477198E+02   0.954395E+02
   0.398839E+02  -0.647122E+00   0.409118E+01   0.530265E+01   0.849600E+01   0.375566E+02  -0.277596E+01  -0.628018E+01   0.190772E+02  -0.772187E+01  -0.851770E+01  -0.152636E+01   0.686068E+01   0.237798E+00   0.578636E-02   0.313396E-01   0.455078E-02   0.952150E-02  -0.865464E+02  -0.373783E+02   0.000000E+00  -0.491681E+02   0.983361E+02
   0.406272E+02  -0.647122E+00   0.409118E+01   0.327164E+01   0.847806E+01   0.361586E+02  -0.303594E+01  -0.617466E+01   0.190993E+02  -0.780532E+01  -0.855578E+01  -0.143971E+01   0.704781E+01   0.245873E+00   0.268840E-02   0.726007E-02   0.270980E-03   0.733045E-02  -0.826884E+02  -0.342170E+02   0.000000E+00  -0.484714E+02   0.969428E+02
   0.405212E+02   0.832151E+00   0.630189E+01   0.531957E+01   0.966641E+01   0.369681E+02  -0.114783E+01  -0.891266E+01   0.190970E+02  -0.783538E+01  -0.857146E+01  -0.130477E+01   0.704012E+01   0.253049E+00   0.215967E-02   0.311403E-02   0.203319E-01   0.254462E-02  -0.844518E+02  -0.371983E+02   0.000000E+00  -0.472535E+02   0.945071E+02
   0.409962E+02   0.424908E-02   0.623617E+01   0.366510E+01   0.675935E+01   0.371508E+02  -0.114783E+01  -0.104949E+02   0.190570E+02  -0.776899E+01  -0.861078E+01  -0.136075E+01   0.704012E+01   0.241062E+00   0.626523E-02   0.118652E-01   0.815053E-02   0.490759E-02  -0.851724E+02  -0.363088E+02   0.000000E+00  -0.488636E+02   0.977271E+02
   0.406770E+02  -0.213739E+01   0.393064E+01   0.366510E+01   0.761214E+01   0.372745E+02   0.628924E+00  -0.122399E+02   0.190570E+02  -0.779639E+01  -0.856954E+01  -0.136047E+01   0.704012E+01   0.255557E+00   0.128903E-01   0.133403E-01   0.172094E-01   0.415982E-02  -0.848695E+02  -0.374064E+02   0.000000E+00  -0.474631E+02   0.949263E+02
   0.406592E+02  -0.213739E+01   0.850212E+01   0.626068E+01   0.105925E+02   0.376895E+02   0.435801E+00  -0.122399E+02   0.190571E+02  -0.779281E+01  -0.872929E+01  -0.135508E+01   0.774498E+01   0.250269E+00   0.245052E-01   0.186475E-01   0.112188E-01   0.170599E-01  -0.919117E+02  -0.436209E+02   0.000000E+00  -0.482908E+02   0.965816E+02
   0.404289E+02   0.825501E+00   0.435887E+01   0.570814E+01   0.653394E+01   0.365838E+02   0.404518E+00  -0.101986E+02   0.190635E+02  -0.778180E+01  -0.869989E+01  -0.137519E+01   0.749814E+01   0.263283E+00   0.110691E-01   0.264810E-02   0.303617E-02   0.394185E-02  -0.824144E+02  -0.342881E+02   0.000000E+00  -0.481263E+02   0.962526E+02
   0.404904E+02  -0.133068E+01   0.364649E+01   0.336189E+01   0.862012E+01   0.365838E+02   0.599814E+00  -0.104608E+02   0.190635E+02  -0.777189E+01  -0.866503E+01  -0.113169E+01   0.719191E+01   0.252429E+00   0.202198E-01   0.139613E-01   0.303617E-02   0.158744E-04  -0.848351E+02  -0.362260E+02   0.000000E+00  -0.486091E+02   0.972183E+02
   0.398737E+02  -0.338053E+01   0.364678E+01   0.239612E+01   0.841740E+01   0.367184E+02   0.122385E+01  -0.116371E+02   0.191418E+02  -0.780520E+01  -0.866503E+01  -0.149243E+01   0.724945E+01   0.252817E+00   0.164829E-02   0.167633E-01   0.265794E-02   0.158744E-04  -0.820227E+02  -0.343739E+02   0.000000E+00  -0.476488E+02   0.952977E+02
   0.401807E+02  -0.276856E+01   0.505927E+01   0.596857E+00   0.692711E+01   0.370051E+02   0.171791E+01  -0.121875E+02   0.191418E+02  -0.783458E+01  -0.866039E+01  -0.130120E+01   0.703354E+01   0.262094E+00   0.164829E-02   0.210663E-02   0.229183E-02   0.158744E-04  -0.820469E+02  -0.330159E+02   0.000000E+00  -0.490310E+02   0.980620E+02
   0.396025E+02  -0.127754E+01   0.149006E+01   0.505346E+01   0.399214E+01   0.363179E+02   0.452825E+01  -0.120145E+02   0.191418E+02  -0.783561E+01  -0.866039E+01  -0.130837E+01   0.708940E+01   0.244802E+00   0.582310E-02   0.142439E-01   0.849493E-02   0.193722E-04  -0.849932E+02  -0.330385E+02   0.000000E+00  -0.519547E+02   0.103909E+03
   0.401461E+02  -0.127754E+01   0.239670E+01  -0.603640E+00   0.400769E+01   0.363242E+02   0.280635E+01  -0.120145E+02   0.191816E+02  -0.785965E+01  -0.861506E+01  -0.123859E+01   0.676877E+01   0.260619E+00   0.912931E-02   0.641899E-02   0.540361E-02   0.126565E-02  -0.859034E+02  -0.326232E+02   0.000000E+00  -0.532802E+02   0.106560E+03
   0.403729E+02  -0.118201E+01   0.152556E+01   0.258200E+01   0.833418E+01   0.368441E+02   0.571239E+00  -0.102985E+02   0.192352E+02  -0.801137E+01  -0.861532E+01  -0.123074E+01   0.693699E+01   0.248661E+00   0.581345E-03   0.183619E-01   0.625840E-03   0.169720E-01  -0.828078E+02  -0.352674E+02   0.000000E+00  -0.475404E+02   0.950809E+02
   0.403729E+02  -0.982265E+00   0.456372E+01   0.290837E+01   0.833418E+01   0.362052E+02  -0.274481E+00  -0.817339E+01   0.193186E+02  -0.801137E+01  -0.870106E+01  -0.124238E+01   0.693699E+01   0.259604E+00   0.154290E-01   0.162448E-01   0.262005E-01   0.175636E-02  -0.834132E+02  -0.384200E+02   0.000000E+00  -0.449932E+02   0.899863E+02
   0.398291E+02  -0.129827E+01   0.267600E+01   0.476163E+01   0.621403E+01   0.379124E+02  -0.237770E+01  -0.833182E+01   0.193160E+02  -0.797600E+01  -0.874603E+01  -0.121187E+01   0.680150E+01   0.271033E+00   0.969659E-02   0.145792E-01   0.764128E-02   0.239165E-01  -0.857998E+02  -0.364617E+02   0.000000E+00  -0.493381E+02   0.986762E+02
   0.402385E+02  -0.129827E+01   0.283747E+01   0.149212E+01   0.455767E+01   0.384450E+02  -0.232920E+01  -0.950822E+01   0.193987E+02  -0.799846E+01  -0.882729E+01  -0.119627E+01   0.686641E+01   0.232538E+00   0.932736E-02   0.798996E-03   0.333080E-02   0.902560E-02  -0.824326E+02  -0.328299E+02   0.000000E+00  -0.496027E+02   0.992054E+02
   0.402540E+02  -0.172115E+01   0.263740E+01   0.409999E+01   0.494756E+01   0.384450E+02  -0.238639E+01  -0.927080E+01   0.194529E+02  -0.799171E+01  -0.886548E+01  -0.121268E+01   0.677449E+01   0.250517E+00   0.873535E-02   0.798996E-03   0.848712E-03   0.238731E-01  -0.809190E+02  -0.341967E+02   0.000000E+00  -0.467223E+02   0.934446E+02
   0.399425E+02  -0.204385E+01   0.420515E+01   0.114608E+01   0.653388E+01   0.362527E+02  -0.298551E+01  -0.515794E+01   0.194598E+02  -0.805795E+01  -0.884354E+01  -0.120704E+01   0.680370E+01   0.242407E+00   0.786551E-02   0.157600E-01   0.130746E-01   0.171075E-01  -0.823981E+02  -0.365347E+02   0.000000E+00  -0.458634E+02   0.917268E+02
   0.401342E+02  -0.283776E+01   0.467438E+01   0.447470E+01   0.583077E+01   0.372743E+02  -0.406520E+01  -0.320430E+01   0.194538E+02  -0.802889E+01  -0.881286E+01  -0.122103E+01   0.664994E+01   0.245925E+00   0.388198E-02   0.129463E-05   0.129163E-01   0.739231E-02  -0.814994E+02  -0.339101E+02   0.000000E+00  -0.475893E+02   0.951785E+02
   0.409341E+02   0.416000E+00   0.247472E+01   0.175755E+01   0.682262E+01   0.373513E+02  -0.234585E+01  -0.737140E+01   0.194538E+02  -0.807586E+01  -0.883984E+01  -0.122103E+01   0.703188E+01   0.248316E+00   0.251632E-01   0.423132E-02   0.387059E-02   0.110484E-01  -0.850294E+02  -0.360060E+02   0.000000E+00  -0.490234E+02   0.980468E+02
   0.395193E+02  -0.142976E+01   0.203609E+01   0.156989E+01   0.389337E+01   0.367623E+02  -0.202528E+01  -0.869725E+01   0.194671E+02  -0.803260E+01  -0.893649E+01  -0.119606E+01   0.703188E+01   0.245436E+00   0.493199E-03   0.150745E-01   0.481128E-02   0.569191E-02  -0.809963E+02  -0.321249E+02   0.000000E+00  -0.488714E+02   0.977428E+02
   0.406056E+02  -0.118019E+01   0.369432E+01   0.306078E+01   0.720887E+01   0.370382E+02  -0.239639E+01  -0.689813E+01   0.194693E+02  -0.802197E+01  -0.901114E+01  -0.110001E+01   0.705884E+01   0.260531E+00   0.165807E-02   0.186943E-01   0.328473E-02   0.142791E-02  -0.793451E+02  -0.343578E+02   0.000000E+00  -0.449873E+02   0.899747E+02
   0.397003E+02  -0.112072E+01   0.320033E+01   0.309973E+01   0.669800E+01   0.386643E+02  -0.141349E+01  -0.764716E+01   0.195196E+02  -0.802574E+01  -0.896038E+01  -0.110001E+01   0.653935E+01   0.256506E+00   0.226904E-01   0.616131E-01   0.566494E-03   0.123315E-01  -0.873294E+02  -0.407922E+02   0.000000E+00  -0.465372E+02   0.930744E+02
   0.398436E+02  -0.961529E+00   0.344003E+01   0.215317E+01   0.822994E+01   0.386096E+02  -0.385828E+01  -0.737191E+01   0.195212E+02  -0.803133E+01  -0.887339E+01  -0.121675E+01   0.670523E+01   0.252876E+00   0.162118E-01   0.841868E-02   0.133783E-01   0.531298E-02  -0.832225E+02  -0.362964E+02   0.000000E+00  -0.469261E+02   0.938521E+02
   0.408300E+02  -0.113413E+01   0.434710E+01  -0.126494E+00   0.479775E+01   0.376804E+02  -0.393554E+01  -0.684889E+01   0.196131E+02  -0.809274E+01  -0.909651E+01  -0.127840E+01   0.756320E+01   0.245663E+00   0.152089E-01   0.117523E-01   0.965037E-03   0.396863E-01  -0.861231E+02  -0.382170E+02   0.000000E+00  -0.479061E+02   0.958122E+02
   0.408776E+02  -0.118141E+01   0.286649E+01   0.546651E+01   0.561912E+01   0.379925E+02  -0.308201E+01  -0.813099E+01   0.196092E+02  -0.821280E+01  -0.906970E+01  -0.111810E+01   0.744189E+01   0.241433E+00   0.350608E-01   0.339173E-01   0.158862E-02   0.232613E-01  -0.849695E+02  -0.410130E+02   0.000000E+00  -0.439565E+02   0.879130E+02
   0.412019E+02  -0.152279E+01   0.749237E+01   0.546651E+01   0.959105E+01   0.368007E+02  -0.387728E+01  -0.745503E+01   0.195859E+02  -0.818422E+01  -0.907837E+01  -0.111467E+01   0.734902E+01   0.241877E+00   0.725816E-02   0.149784E-01   0.517577E-02   0.139946E-01  -0.825076E+02  -0.395918E+02   0.000000E+00  -0.429158E+02   0.858316E+02
   0.401429E+02  -0.687676E+00   0.287170E+01   0.105257E+01   0.423570E+01   0.384445E+02  -0.264183E+01  -0.810783E+01   0.195853E+02  -0.818422E+01  -0.907837E+01  -0.108562E+01   0.736278E+01   0.266325E+00   0.861032E-03   0.611751E-02   0.229945E-01   0.239666E-02  -0.807659E+02  -0.336428E+02   0.000000E+00  -0.471231E+02   0.942463E+02
   0.402278E+02  -0.424935E+00   0.409636E+01   0.545422E+01   0.710630E+01   0.379049E+02  -0.236935E+01  -0.901191E+01   0.196111E+02  -0.818699E+01  -0.905699E+01  -0.115701E+01   0.767292E+01   0.250168E+00   0.211695E-03   0.151069E-01   0.448441E-02   0.877337E-03  -0.770550E+02  -0.343272E+02   0.000000E+00  -0.427278E+02   0.854556E+02
   0.402278E+02  -0.111115E+01   0.643317E+01   0.546562E+01   0.830177E+01   0.404619E+02  -0.251862E+01  -0.119343E+02   0.197681E+02  -0.817368E+01  -0.906655E+01  -0.127626E+01   0.766711E+01   0.235520E+00   0.184851E-01   0.392866E-01   0.789991E-02   0.418988E-02  -0.908405E+02  -0.413067E+02   0.000000E+00  -0.495338E+02   0.990676E+02
   0.400345E+02  -0.652947E+00   0.457418E+01   0.619154E+01   0.591526E+01   0.400305E+02  -0.485575E+00  -0.140912E+02   0.195829E+02  -0.817429E+01  -0.906160E+01  -0.119742E+01   0.748578E+01   0.252314E+00   0.295185E-01   0.561682E-02   0.259692E-02   0.922219E-04  -0.814812E+02  -0.364481E+02   0.000000E+00  -0.450331E+02   0.900661E+02
   0.407935E+02  -0.341162E+00   0.422383E+01   0.619154E+01   0.975860E+01   0.411884E+02  -0.155142E+00  -0.143414E+02   0.195829E+02  -0.817429E+01  -0.907728E+01  -0.119742E+01   0.748578E+01   0.258828E+00   0.102963E-02   0.626136E-02   0.190236E-01   0.139389E-01  -0.849966E+02  -0.390227E+02   0.000000E+00  -0.459739E+02   0.919477E+02
   0.398220E+02  -0.332580E+00   0.481506E+01   0.389041E+01   0.927119E+01   0.415494E+02  -0.485774E+00  -0.156113E+02   0.196174E+02  -0.816866E+01  -0.907470E+01  -0.121800E+01   0.755549E+01   0.262389E+00   0.353575E-02   0.193930E-02   0.203817E-01   0.411714E-02  -0.869609E+02  -0.372763E+02   0.000000E+00  -0.496846E+02   0.993692E+02
