Km_SU1_Rh_a0   Km_SU1_Rh_a1   Km_SU1_Rh_a2   Km_SU1_Rh_a3   Km_SU1_Rh_a4   Km_SU2_Rh_a0   Km_SU2_Rh_a1   Km_SU2_Rh_a2   Km_SU1_Ai_a0   Km_SU1_Ai_a1   Km_SU1_Ai_a2   Km_SU1_Ai_a3   Km_SU1_Ai_a4   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.408812E+02  -0.125376E+01   0.582915E+01   0.120085E+01   0.769168E+01   0.376120E+02   0.138307E+01  -0.158218E+02   0.185760E+02  -0.643724E+01  -0.821624E+01  -0.408790E+01   0.996346E+01   0.287207E+00   0.792057E-02   0.108994E-02   0.716507E-02   0.446359E-01  -0.111843E+03  -0.407181E+02   0.000000E+00  -0.711249E+02   0.142250E+03
   0.409010E+02  -0.125376E+01   0.486114E+01   0.701089E+01   0.628217E+01   0.365435E+02   0.374074E+01  -0.145247E+02   0.185530E+02  -0.643879E+01  -0.836362E+01  -0.408790E+01   0.924793E+01   0.245134E+00   0.270877E-02   0.497413E-02   0.197260E-01   0.332274E-01  -0.102166E+03  -0.399169E+02   0.000000E+00  -0.622491E+02   0.124498E+03
   0.405400E+02  -0.172977E+01   0.459634E+01   0.209695E+01   0.966273E+01   0.363261E+02   0.419920E+01  -0.146540E+02   0.185530E+02  -0.643879E+01  -0.830729E+01  -0.424139E+01   0.952115E+01   0.251077E+00   0.208058E-01   0.307988E-01   0.679898E-02   0.162346E-01  -0.103358E+03  -0.422265E+02   0.000000E+00  -0.611315E+02   0.122263E+03
   0.397212E+02  -0.151556E+01   0.386374E+01   0.508034E+01   0.815207E+01   0.369792E+02   0.228755E+01  -0.150345E+02   0.185158E+02  -0.643656E+01  -0.826530E+01  -0.426146E+01   0.927310E+01   0.252949E+00   0.168193E-01   0.331261E-02   0.504982E-02   0.146107E-02  -0.978715E+02  -0.359600E+02   0.000000E+00  -0.619115E+02   0.123823E+03
   0.401054E+02  -0.151556E+01   0.375573E+01   0.157002E+01   0.827184E+01   0.349115E+02   0.293955E+01  -0.902602E+01   0.185110E+02  -0.643656E+01  -0.826530E+01  -0.398014E+01   0.886797E+01   0.252230E+00   0.154193E-01   0.429990E-02   0.661881E-03   0.226757E-03  -0.969229E+02  -0.342719E+02   0.000000E+00  -0.626510E+02   0.125302E+03
   0.398669E+02  -0.149260E+01   0.305632E+01   0.388872E+01   0.377260E+01   0.349906E+02   0.290183E+01  -0.795481E+01   0.183911E+02  -0.632279E+01  -0.815329E+01  -0.393340E+01   0.945008E+01   0.257751E+00   0.260716E-02   0.514222E-02   0.661881E-03   0.215230E-01  -0.105344E+03  -0.330566E+02   0.000000E+00  -0.722874E+02   0.144575E+03
   0.391843E+02  -0.164241E+01   0.255305E+01   0.534142E+01   0.599007E+01   0.342245E+02   0.205980E+01  -0.886922E+01   0.183729E+02  -0.632279E+01  -0.815329E+01  -0.433994E+01   0.940342E+01   0.264007E+00   0.127595E-01   0.190291E-01   0.624264E-02   0.866606E-02  -0.102877E+03  -0.352307E+02   0.000000E+00  -0.676463E+02   0.135293E+03
   0.396104E+02  -0.825231E+00   0.534895E+01   0.247807E+01   0.100456E+02   0.334360E+02   0.163607E+01  -0.769455E+01   0.183521E+02  -0.637241E+01  -0.825849E+01  -0.377426E+01   0.874354E+01   0.257297E+00   0.186068E-02   0.169061E-01   0.186668E-02   0.134193E-02  -0.101530E+03  -0.352373E+02   0.000000E+00  -0.662927E+02   0.132585E+03
   0.399215E+02  -0.825231E+00   0.534895E+01   0.103716E+01   0.889760E+01   0.348016E+02  -0.134534E+00  -0.578311E+01   0.182898E+02  -0.638325E+01  -0.818993E+01  -0.377426E+01   0.875488E+01   0.252803E+00   0.397103E-03   0.643480E-02   0.299841E-02   0.717456E-02  -0.989482E+02  -0.341874E+02   0.000000E+00  -0.647608E+02   0.129522E+03
   0.404594E+02  -0.252536E+01   0.985907E+00  -0.109966E+00   0.133707E+01   0.343082E+02   0.344259E+01  -0.106543E+02   0.184095E+02  -0.652177E+01  -0.833394E+01  -0.355268E+01   0.887286E+01   0.259728E+00   0.554675E-02   0.643652E-02   0.479859E-02   0.796861E-03  -0.991546E+02  -0.313250E+02   0.000000E+00  -0.678296E+02   0.135659E+03
   0.402031E+02  -0.277969E+00   0.451790E+01   0.628373E+01   0.749477E+01   0.342266E+02   0.420554E+01  -0.107552E+02   0.184095E+02  -0.650342E+01  -0.833394E+01  -0.355268E+01   0.902708E+01   0.257625E+00   0.432841E-03   0.142607E-01   0.806767E-03   0.167187E-02  -0.956584E+02  -0.346265E+02   0.000000E+00  -0.610319E+02   0.122064E+03
   0.399244E+02  -0.118582E+01   0.419641E+01   0.480767E+01   0.107270E+02   0.328079E+02   0.496425E+01  -0.825862E+01   0.184391E+02  -0.649886E+01  -0.826295E+01  -0.367953E+01   0.864867E+01   0.246773E+00   0.115784E-01   0.488992E-02   0.152990E-01   0.991227E-02  -0.103703E+03  -0.377693E+02   0.000000E+00  -0.659337E+02   0.131867E+03
   0.400057E+02  -0.316329E-01   0.386383E+01   0.235254E+01   0.337212E+01   0.341778E+02   0.108995E+01  -0.612206E+01   0.183949E+02  -0.645937E+01  -0.822002E+01  -0.369204E+01   0.880039E+01   0.257811E+00   0.176038E-01   0.112850E-01   0.924959E-02   0.952178E-03  -0.100479E+03  -0.337602E+02   0.000000E+00  -0.667188E+02   0.133438E+03
   0.406819E+02  -0.267500E+01   0.297837E+01   0.148161E+01   0.683505E+01   0.365273E+02   0.221462E+00  -0.893755E+01   0.183952E+02  -0.639393E+01  -0.822002E+01  -0.369258E+01   0.837906E+01   0.265754E+00   0.422591E-02   0.150482E-01   0.160022E-01   0.260744E-01  -0.101417E+03  -0.377297E+02   0.000000E+00  -0.636873E+02   0.127375E+03
   0.406819E+02  -0.243150E+01   0.639272E+01   0.462831E+01   0.683505E+01   0.368082E+02  -0.304859E+00  -0.868393E+01   0.183389E+02  -0.638047E+01  -0.818670E+01  -0.369258E+01   0.837906E+01   0.265762E+00   0.163717E-01   0.175150E-02   0.917887E-02   0.593070E-02  -0.993365E+02  -0.362649E+02   0.000000E+00  -0.630716E+02   0.126143E+03
   0.404117E+02  -0.644936E+00   0.604846E+01   0.508865E+01   0.962652E+01   0.361593E+02   0.510126E+00  -0.884804E+01   0.182472E+02  -0.635984E+01  -0.819821E+01  -0.367508E+01   0.882286E+01   0.245836E+00   0.103670E-01   0.321008E-02   0.146723E-02   0.124901E-01  -0.979042E+02  -0.368247E+02   0.000000E+00  -0.610795E+02   0.122159E+03
   0.408751E+02  -0.153378E+00   0.539811E+01   0.620087E+01   0.100649E+02   0.353695E+02   0.232477E+01  -0.106754E+02   0.183163E+02  -0.638784E+01  -0.832761E+01  -0.362523E+01   0.909360E+01   0.251916E+00   0.810539E-02   0.678807E-02   0.138859E-01   0.227332E-01  -0.100126E+03  -0.399970E+02   0.000000E+00  -0.601290E+02   0.120258E+03
   0.398465E+02  -0.251758E+01   0.158613E+01  -0.948488E+00   0.828183E+01   0.348006E+02   0.460597E+01  -0.117909E+02   0.182466E+02  -0.638651E+01  -0.832761E+01  -0.350754E+01   0.889206E+01   0.274267E+00   0.400402E-02   0.241739E-01   0.186978E-01   0.194614E-02  -0.105547E+03  -0.366965E+02   0.000000E+00  -0.688505E+02   0.137701E+03
   0.398197E+02  -0.139929E+01   0.138549E+01   0.408894E+01   0.475126E+01   0.350033E+02   0.332194E+01  -0.940844E+01   0.182620E+02  -0.636276E+01  -0.832761E+01  -0.350754E+01   0.889206E+01   0.260672E+00   0.231414E-02   0.526491E-02   0.181286E-01   0.594912E-02  -0.993019E+02  -0.331557E+02   0.000000E+00  -0.661462E+02   0.132292E+03
   0.407107E+02  -0.124282E+00   0.449481E+01   0.420160E+01   0.614625E+01   0.348043E+02   0.351918E+01  -0.109880E+02   0.182457E+02  -0.636276E+01  -0.828730E+01  -0.360667E+01   0.886386E+01   0.259759E+00   0.152810E-01   0.181937E-01   0.112303E-01   0.142002E-01  -0.100078E+03  -0.382483E+02   0.000000E+00  -0.618297E+02   0.123659E+03
   0.412391E+02  -0.395503E+00   0.682933E+01   0.424280E+01   0.106793E+02   0.354364E+02   0.240269E+01  -0.913509E+01   0.182457E+02  -0.636276E+01  -0.830557E+01  -0.339311E+01   0.855061E+01   0.249222E+00   0.947672E-02   0.252637E-01   0.240175E-02   0.578154E-02  -0.101358E+03  -0.398781E+02   0.000000E+00  -0.614799E+02   0.122960E+03
   0.402854E+02  -0.964718E+00   0.306649E+01   0.653594E+00   0.738760E+01   0.349545E+02   0.236353E+01  -0.103493E+02   0.182457E+02  -0.636276E+01  -0.832676E+01  -0.330918E+01   0.846660E+01   0.258265E+00   0.435740E-02   0.104202E-02   0.596298E-02   0.114227E-02  -0.969250E+02  -0.328639E+02   0.000000E+00  -0.640611E+02   0.128122E+03
   0.403206E+02  -0.964718E+00   0.531095E+01   0.668312E+01   0.778704E+01   0.352970E+02   0.244213E+01  -0.105239E+02   0.182895E+02  -0.632439E+01  -0.832906E+01  -0.330918E+01   0.839741E+01   0.248413E+00   0.154018E-02   0.342270E-01   0.784471E-02   0.426481E-02  -0.101299E+03  -0.378780E+02   0.000000E+00  -0.634210E+02   0.126842E+03
   0.409143E+02  -0.133057E+00   0.513804E+01   0.477841E+01   0.860724E+01   0.361341E+02   0.210313E+01  -0.123181E+02   0.182458E+02  -0.631887E+01  -0.838523E+01  -0.330918E+01   0.831659E+01   0.246785E+00   0.171211E-01   0.438115E-02   0.521319E-02   0.382576E-02  -0.976098E+02  -0.370177E+02   0.000000E+00  -0.605921E+02   0.121184E+03
   0.401600E+02  -0.128762E+01   0.556916E+00   0.541983E+01   0.599852E+01   0.356699E+02   0.118309E+01  -0.110540E+02   0.182810E+02  -0.629845E+01  -0.833885E+01  -0.331916E+01   0.797705E+01   0.259017E+00   0.329875E-02   0.229993E-02   0.725108E-02   0.246834E-01  -0.101238E+03  -0.343202E+02   0.000000E+00  -0.669178E+02   0.133836E+03
   0.403225E+02  -0.836987E+00   0.506758E+01   0.466067E+01   0.599852E+01   0.369046E+02  -0.237044E+01  -0.606686E+01   0.183415E+02  -0.637946E+01  -0.841736E+01  -0.317510E+01   0.808533E+01   0.254411E+00   0.140246E-01   0.828619E-02   0.139317E-02   0.235052E-01  -0.973298E+02  -0.363380E+02   0.000000E+00  -0.609918E+02   0.121984E+03
   0.403638E+02  -0.187440E+01   0.281976E+01   0.125340E+01   0.494143E+01   0.369046E+02  -0.250421E+01  -0.601560E+01   0.183401E+02  -0.637211E+01  -0.841736E+01  -0.324880E+01   0.835198E+01   0.254835E+00   0.297692E-03   0.129994E-01   0.987638E-02   0.887095E-02  -0.974378E+02  -0.335660E+02   0.000000E+00  -0.638718E+02   0.127744E+03
   0.396488E+02  -0.267307E+01   0.146165E+01   0.710841E+01   0.443709E+01   0.366513E+02  -0.304926E+01  -0.544153E+01   0.183358E+02  -0.643683E+01  -0.841594E+01  -0.324880E+01   0.835198E+01   0.245643E+00   0.184010E-01   0.172705E-02   0.291027E-01   0.434913E-02  -0.102700E+03  -0.351351E+02   0.000000E+00  -0.675649E+02   0.135130E+03
   0.399354E+02  -0.176787E+01   0.370651E+01   0.525599E+01   0.668130E+01   0.373471E+02  -0.142456E+01  -0.662350E+01   0.183371E+02  -0.648130E+01  -0.841594E+01  -0.313770E+01   0.831491E+01   0.253760E+00   0.116472E-01   0.202176E-01   0.423978E-02   0.702914E-02  -0.955431E+02  -0.355612E+02   0.000000E+00  -0.599819E+02   0.119964E+03
   0.405259E+02  -0.446640E+00   0.370651E+01   0.262758E+01   0.568210E+01   0.357123E+02  -0.156798E+01  -0.647284E+01   0.183456E+02  -0.649771E+01  -0.841594E+01  -0.311304E+01   0.831100E+01   0.274843E+00   0.833840E-03   0.140520E-01   0.479670E-02   0.182688E-01  -0.967519E+02  -0.347212E+02   0.000000E+00  -0.620307E+02   0.124061E+03
   0.418620E+02  -0.355911E+01   0.314985E+01   0.363228E+01   0.806194E+01   0.376722E+02  -0.981202E+00  -0.757254E+01   0.182948E+02  -0.649771E+01  -0.841339E+01  -0.300168E+01   0.855489E+01   0.256982E+00   0.111401E-01   0.169552E-01   0.625874E-02   0.820551E-02  -0.107900E+03  -0.372286E+02   0.000000E+00  -0.706714E+02   0.141343E+03
   0.387756E+02  -0.387250E+01   0.176577E+01   0.153632E+01   0.727239E+01   0.376722E+02  -0.277500E+01  -0.757254E+01   0.183067E+02  -0.648843E+01  -0.845878E+01  -0.303295E+01   0.843991E+01   0.256353E+00   0.247541E-01   0.215046E-01   0.409678E-02   0.315392E-01  -0.107069E+03  -0.383515E+02   0.000000E+00  -0.687175E+02   0.137435E+03
   0.402395E+02  -0.258853E+01   0.121603E+01   0.196853E+01   0.754619E+01   0.376927E+02  -0.376017E+01  -0.629351E+01   0.183067E+02  -0.648843E+01  -0.845878E+01  -0.313524E+01   0.880645E+01   0.269929E+00   0.235694E-01   0.601855E-02   0.247363E-01   0.515625E-02  -0.101110E+03  -0.369546E+02   0.000000E+00  -0.641554E+02   0.128311E+03
   0.406191E+02  -0.117548E+01   0.447008E+01   0.454505E+01   0.315608E+01   0.370197E+02  -0.376017E+01  -0.532323E+01   0.183391E+02  -0.652136E+01  -0.846041E+01  -0.313524E+01   0.866117E+01   0.264072E+00   0.319568E-02   0.361531E-03   0.107105E-01   0.942199E-03  -0.942390E+02  -0.321639E+02   0.000000E+00  -0.620751E+02   0.124150E+03
   0.409355E+02  -0.958969E+00   0.358492E+01   0.472300E+01   0.919939E+01   0.370402E+02  -0.376017E+01  -0.553039E+01   0.183402E+02  -0.652136E+01  -0.846041E+01  -0.286850E+01   0.866117E+01   0.254220E+00   0.251961E-01   0.110218E-01   0.411747E-02   0.148835E-01  -0.100821E+03  -0.385338E+02   0.000000E+00  -0.622872E+02   0.124574E+03
   0.404332E+02  -0.922541E+00   0.439616E+01   0.654969E+01   0.101323E+02   0.397776E+02  -0.331451E+01  -0.995036E+01   0.183619E+02  -0.660977E+01  -0.846041E+01  -0.268107E+01   0.801997E+01   0.266111E+00   0.424380E-02   0.406286E-03   0.219091E-03   0.604261E-02  -0.954967E+02  -0.352423E+02   0.000000E+00  -0.602544E+02   0.120509E+03
   0.402507E+02  -0.123344E+01   0.397869E+01   0.147941E+01   0.603116E+00   0.398730E+02  -0.279838E+01  -0.995036E+01   0.183973E+02  -0.663503E+01  -0.846041E+01  -0.256270E+01   0.759348E+01   0.266177E+00   0.155164E-01   0.506953E-02   0.142714E-01   0.964971E-03  -0.996883E+02  -0.333154E+02   0.000000E+00  -0.663729E+02   0.132746E+03
   0.404540E+02  -0.309002E+01   0.397869E+01   0.139838E+01   0.632202E+01   0.378967E+02   0.195544E+01  -0.126300E+02   0.183463E+02  -0.663196E+01  -0.848554E+01  -0.256270E+01   0.813699E+01   0.244908E+00   0.230296E-02   0.311275E-02   0.288676E-02   0.361440E-01  -0.994471E+02  -0.364151E+02   0.000000E+00  -0.630320E+02   0.126064E+03
   0.404792E+02  -0.277605E+01   0.349643E+01   0.224386E+01   0.663755E+01   0.377673E+02   0.151279E+01  -0.142286E+02   0.183463E+02  -0.661847E+01  -0.842692E+01  -0.255063E+01   0.850282E+01   0.268488E+00   0.290071E-02   0.533427E-02   0.437599E-02   0.129536E-02  -0.979866E+02  -0.336039E+02   0.000000E+00  -0.643827E+02   0.128765E+03
   0.402977E+02  -0.912864E+00   0.418086E+01   0.503208E+01   0.830181E+01   0.375891E+02  -0.106978E+00  -0.106829E+02   0.183789E+02  -0.661847E+01  -0.842692E+01  -0.266746E+01   0.771464E+01   0.243310E+00   0.606260E-02   0.177376E-01   0.154497E-02   0.156942E-02  -0.930709E+02  -0.353159E+02   0.000000E+00  -0.577550E+02   0.115510E+03
   0.411847E+02  -0.149767E+01   0.523468E+01   0.416582E+01   0.768875E+01   0.377410E+02   0.130856E+01  -0.124018E+02   0.183714E+02  -0.661847E+01  -0.840153E+01  -0.266746E+01   0.771464E+01   0.247803E+00   0.139122E-02   0.145387E-01   0.154649E-01   0.274699E-02  -0.960319E+02  -0.369915E+02   0.000000E+00  -0.590404E+02   0.118081E+03
   0.398807E+02  -0.149767E+01   0.242509E+01   0.937167E+01   0.961836E+01   0.365425E+02   0.151013E+01  -0.920423E+01   0.183784E+02  -0.661847E+01  -0.840153E+01  -0.266746E+01   0.771464E+01   0.263931E+00   0.184810E-02   0.169145E-01   0.228633E-01   0.147584E-03  -0.100875E+03  -0.368452E+02   0.000000E+00  -0.640298E+02   0.128060E+03
   0.399892E+02  -0.149767E+01   0.828653E+00   0.789176E+00   0.162322E+01   0.361676E+02   0.902133E+00  -0.997403E+01   0.183784E+02  -0.661847E+01  -0.845291E+01  -0.266746E+01   0.774483E+01   0.265211E+00   0.126241E-02   0.542556E-02   0.938585E-03   0.277007E-03  -0.935521E+02  -0.296162E+02   0.000000E+00  -0.639359E+02   0.127872E+03
   0.406534E+02  -0.149767E+01   0.805540E+01   0.987543E+00   0.905095E+01   0.357157E+02  -0.276177E+00  -0.989011E+01   0.183784E+02  -0.661847E+01  -0.837809E+01  -0.266791E+01   0.789573E+01   0.259640E+00   0.698667E-02   0.157568E-01   0.451932E-02   0.920386E-02  -0.101164E+03  -0.381860E+02   0.000000E+00  -0.629780E+02   0.125956E+03
   0.403441E+02  -0.200828E+01   0.370202E+01   0.439611E+01   0.112761E+02   0.354499E+02   0.169669E+00  -0.827936E+01   0.183612E+02  -0.661847E+01  -0.841131E+01  -0.275178E+01   0.789573E+01   0.255734E+00   0.205663E-01   0.269794E-03   0.109827E-01   0.366363E-03  -0.950938E+02  -0.366629E+02   0.000000E+00  -0.584309E+02   0.116862E+03
   0.404857E+02   0.941415E+00   0.440207E+01   0.502703E+01   0.703057E+01   0.364062E+02  -0.558986E+00  -0.776431E+01   0.185038E+02  -0.661847E+01  -0.851097E+01  -0.290861E+01   0.789573E+01   0.263739E+00   0.506831E-02   0.132739E-01   0.498243E-02   0.366363E-03  -0.923662E+02  -0.344844E+02   0.000000E+00  -0.578818E+02   0.115764E+03
   0.405040E+02  -0.849920E+00   0.301344E+01   0.362358E+01   0.866560E+01   0.363799E+02  -0.172212E+01  -0.855977E+01   0.184455E+02  -0.661847E+01  -0.845862E+01  -0.290861E+01   0.801998E+01   0.244594E+00   0.520178E-02   0.129032E-01   0.176678E-01   0.996080E-02  -0.959371E+02  -0.367388E+02   0.000000E+00  -0.591983E+02   0.118397E+03
   0.414920E+02  -0.146524E+01   0.566850E+01   0.593456E+01   0.837919E+01   0.368323E+02  -0.180340E+01  -0.788583E+01   0.183922E+02  -0.660656E+01  -0.844547E+01  -0.286751E+01   0.818163E+01   0.247144E+00   0.169480E-01   0.575575E-02   0.187480E-01   0.737616E-02  -0.988064E+02  -0.388741E+02   0.000000E+00  -0.599323E+02   0.119865E+03
   0.410278E+02   0.101029E+00   0.456461E+01   0.870004E+01   0.878617E+01   0.374975E+02  -0.123129E+01  -0.769768E+01   0.184269E+02  -0.663383E+01  -0.860409E+01  -0.269579E+01   0.820065E+01   0.253397E+00   0.288538E-02   0.164645E-02   0.117553E-02   0.535486E-02  -0.923149E+02  -0.350907E+02   0.000000E+00  -0.572242E+02   0.114448E+03
   0.408341E+02  -0.417098E+00   0.269485E+01   0.694403E+01   0.834205E+01   0.389025E+02  -0.100767E+01  -0.102974E+02   0.184824E+02  -0.664065E+01  -0.861554E+01  -0.269579E+01   0.802967E+01   0.252797E+00   0.157909E-01   0.626840E-02   0.111662E-01   0.446887E-02  -0.953395E+02  -0.366653E+02   0.000000E+00  -0.586742E+02   0.117348E+03
   0.404397E+02  -0.161751E+01   0.439089E+01   0.633615E+01   0.503791E+01   0.384187E+02  -0.104604E+01  -0.107835E+02   0.185165E+02  -0.664579E+01  -0.848937E+01  -0.289980E+01   0.789816E+01   0.261618E+00   0.274726E-02   0.964772E-03   0.549623E-02   0.942164E-02  -0.926015E+02  -0.335653E+02   0.000000E+00  -0.590362E+02   0.118072E+03
   0.403851E+02  -0.207235E+01   0.436979E+01   0.557971E+01   0.606168E+01   0.377653E+02  -0.221785E+01  -0.824404E+01   0.186837E+02  -0.683074E+01  -0.847532E+01  -0.285852E+01   0.803690E+01   0.244943E+00   0.351518E-02   0.140895E-01   0.682616E-04   0.260195E-01  -0.936629E+02  -0.361229E+02   0.000000E+00  -0.575400E+02   0.115080E+03
   0.399817E+02  -0.203520E+01   0.260717E+01   0.286665E+00   0.622113E+01   0.363926E+02  -0.281084E+01  -0.677206E+01   0.186814E+02  -0.678720E+01  -0.852117E+01  -0.280562E+01   0.809117E+01   0.247991E+00   0.264578E-02   0.174104E-01   0.312148E-02   0.104615E-01  -0.949888E+02  -0.339198E+02   0.000000E+00  -0.610690E+02   0.122138E+03
   0.401568E+02  -0.200286E+01   0.498926E+01   0.165969E+01   0.105664E+02   0.364228E+02  -0.152369E+01  -0.773770E+01   0.186814E+02  -0.683218E+01  -0.852729E+01  -0.280562E+01   0.804007E+01   0.248743E+00   0.227963E-01   0.428205E-02   0.680092E-02   0.192619E-02  -0.929177E+02  -0.370942E+02   0.000000E+00  -0.558235E+02   0.111647E+03
   0.400496E+02  -0.137645E+01   0.445851E+01   0.177721E+01   0.371874E+01   0.373101E+02   0.157828E+01  -0.126369E+02   0.186564E+02  -0.688212E+01  -0.832675E+01  -0.307657E+01   0.824398E+01   0.255109E+00   0.299049E-01   0.199189E-02   0.680092E-02   0.562905E-02  -0.935188E+02  -0.354392E+02   0.000000E+00  -0.580796E+02   0.116159E+03
   0.397425E+02   0.214931E-01   0.299800E+01   0.407267E+01   0.338212E+01   0.382733E+02   0.245169E+01  -0.134889E+02   0.186404E+02  -0.687622E+01  -0.832735E+01  -0.311545E+01   0.824398E+01   0.257286E+00   0.117967E-01   0.450535E-02   0.787611E-02   0.219322E-02  -0.930389E+02  -0.333508E+02   0.000000E+00  -0.596881E+02   0.119376E+03
   0.398719E+02  -0.200219E+01   0.130728E+01   0.229277E+01  -0.402025E+00   0.371844E+02   0.260110E+01  -0.131265E+02   0.186965E+02  -0.687622E+01  -0.834302E+01  -0.295259E+01   0.824398E+01   0.270630E+00   0.344508E-01   0.576057E-02   0.109517E-01   0.219322E-02  -0.100777E+03  -0.345370E+02   0.000000E+00  -0.662400E+02   0.132480E+03
   0.400241E+02   0.426041E+00   0.386870E+01   0.583717E+01   0.505615E+01   0.370720E+02  -0.147628E+00  -0.113260E+02   0.186305E+02  -0.687795E+01  -0.830704E+01  -0.296470E+01   0.786124E+01   0.257120E+00   0.241883E-01   0.225466E-01   0.321323E-02   0.611531E-02  -0.951521E+02  -0.370296E+02   0.000000E+00  -0.581225E+02   0.116245E+03
   0.409106E+02   0.938040E+00   0.454363E+01   0.712182E+01   0.508765E+01   0.352247E+02   0.622556E+00  -0.657669E+01   0.185949E+02  -0.687795E+01  -0.830704E+01  -0.288873E+01   0.780050E+01   0.262294E+00   0.189243E-01   0.229797E-01   0.955927E-03   0.145325E-01  -0.956597E+02  -0.376250E+02   0.000000E+00  -0.580347E+02   0.116069E+03
   0.409923E+02  -0.400761E+00   0.476846E+01   0.592541E+01   0.560613E+01   0.350646E+02  -0.230429E-01  -0.594000E+01   0.186296E+02  -0.688453E+01  -0.830203E+01  -0.288873E+01   0.773527E+01   0.248282E+00   0.130985E-01   0.137953E-01   0.425158E-02   0.166545E-01  -0.938994E+02  -0.366225E+02   0.000000E+00  -0.572769E+02   0.114554E+03
   0.406568E+02   0.609947E+00   0.496503E+01   0.547849E+01   0.727879E+01   0.366223E+02   0.173288E+00  -0.713721E+01   0.186525E+02  -0.691340E+01  -0.830203E+01  -0.288873E+01   0.780455E+01   0.254356E+00   0.258248E-01   0.202547E-02   0.500778E-02   0.792533E-04  -0.915606E+02  -0.359304E+02   0.000000E+00  -0.556302E+02   0.111260E+03
   0.412283E+02   0.609947E+00   0.424807E+01   0.845788E+01   0.727879E+01   0.351638E+02   0.199632E+01  -0.833483E+01   0.187028E+02  -0.691340E+01  -0.830203E+01  -0.301672E+01   0.770384E+01   0.250413E+00   0.881389E-02   0.125906E-01   0.984400E-02   0.452561E-02  -0.936425E+02  -0.369739E+02   0.000000E+00  -0.566686E+02   0.113337E+03
   0.404013E+02   0.868161E+00   0.142572E+01   0.845788E+01   0.360518E+01   0.392109E+02   0.898725E-01  -0.111198E+02   0.186744E+02  -0.687406E+01  -0.828179E+01  -0.300341E+01   0.789690E+01   0.248493E+00   0.622797E-02   0.388294E-03   0.634731E-02   0.917050E-02  -0.100646E+03  -0.334035E+02   0.000000E+00  -0.672425E+02   0.134485E+03
   0.404767E+02   0.119180E+01   0.499325E+01   0.264315E+01   0.632760E+01   0.379363E+02  -0.482753E+00  -0.111198E+02   0.186607E+02  -0.696871E+01  -0.829352E+01  -0.268417E+01   0.780901E+01   0.252200E+00   0.859346E-02   0.289385E-02   0.795702E-02   0.131765E-01  -0.957702E+02  -0.355523E+02   0.000000E+00  -0.602179E+02   0.120436E+03
   0.392391E+02  -0.155002E+01   0.410861E+01   0.357651E+01   0.102570E+02   0.374031E+02  -0.886710E+00  -0.105016E+02   0.185868E+02  -0.696857E+01  -0.819621E+01  -0.259116E+01   0.737707E+01   0.265284E+00   0.269338E-01   0.658090E-02   0.369636E-02   0.792857E-02  -0.978449E+02  -0.371779E+02   0.000000E+00  -0.606670E+02   0.121334E+03
   0.401137E+02   0.140344E+00   0.432808E+01   0.753652E+01   0.821673E+01   0.355016E+02   0.779045E+00  -0.648115E+01   0.185985E+02  -0.694447E+01  -0.833434E+01  -0.256630E+01   0.768171E+01   0.236164E+00   0.142166E-01   0.912811E-02   0.370892E-02   0.261902E-01  -0.964188E+02  -0.378295E+02   0.000000E+00  -0.585893E+02   0.117179E+03
   0.396387E+02  -0.175702E+01   0.355985E+01   0.322583E+01   0.330689E+01   0.340702E+02   0.768643E+00  -0.831996E+01   0.186509E+02  -0.693302E+01  -0.835504E+01  -0.247853E+01   0.768171E+01   0.267068E+00   0.602350E-02   0.277121E-03   0.272833E-02   0.429711E-01  -0.982504E+02  -0.347453E+02   0.000000E+00  -0.635051E+02   0.127010E+03
   0.396091E+02   0.432122E+00   0.374664E+01   0.500102E+01   0.390153E+01   0.374008E+02  -0.164985E+01  -0.829859E+01   0.188566E+02  -0.721127E+01  -0.842480E+01  -0.233508E+01   0.731533E+01   0.248228E+00   0.748016E-02   0.678819E-02   0.119628E-01   0.125852E-01  -0.910454E+02  -0.341516E+02   0.000000E+00  -0.568938E+02   0.113788E+03
   0.393693E+02  -0.212844E+01   0.135611E+01   0.272032E+01   0.615089E+01   0.358203E+02   0.176713E+01  -0.106042E+02   0.189297E+02  -0.731893E+01  -0.839759E+01  -0.233508E+01   0.730323E+01   0.237559E+00   0.204947E-02   0.304874E-03   0.184043E-01   0.365061E-02  -0.891365E+02  -0.326044E+02   0.000000E+00  -0.565321E+02   0.113064E+03
   0.400033E+02  -0.344584E+01   0.135611E+01   0.331624E+01   0.533245E+01   0.349329E+02   0.135686E+01  -0.941490E+01   0.188688E+02  -0.733754E+01  -0.850299E+01  -0.238385E+01   0.823711E+01   0.248512E+00   0.204947E-02   0.221426E-02   0.264857E-02   0.110520E-01  -0.874353E+02  -0.319743E+02   0.000000E+00  -0.554610E+02   0.110922E+03
   0.400033E+02   0.996562E-02   0.505013E+01   0.353745E+01   0.882349E+01   0.346905E+02   0.213499E+01  -0.935926E+01   0.188155E+02  -0.734571E+01  -0.843787E+01  -0.243491E+01   0.823711E+01   0.254121E+00   0.109808E-01   0.179776E-01   0.264857E-02   0.142199E-01  -0.882806E+02  -0.374706E+02   0.000000E+00  -0.508100E+02   0.101620E+03
