Km_SU1_Rh_a0  Km_SU1_Rh_a1  Km_SU1_Rh_a2  Km_SU1_Rh_a3  Km_SU1_Rh_a4  Km_SU2_Rh_a0  Km_SU2_Rh_a1  Km_SU2_Rh_a2  Km_SU1_Ai_a0  Km_SU1_Ai_a1  Km_SU1_Ai_a2  Km_SU1_Ai_a3  Km_SU1_Ai_a4  Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.400778E+02 -0.284984E+01  0.380705E+01  0.595220E+01  0.865631E+01  0.358667E+02  0.357023E+01 -0.116242E+02  0.185774E+02 -0.645165E+01 -0.812338E+01 -0.460385E+01  0.934549E+01  0.242117E+00  0.467355E-02  0.847513E-02  0.179516E-01  0.488061E-02 -0.101726E+03
  0.400778E+02 -0.284984E+01  0.380705E+01  0.595220E+01  0.865631E+01  0.358667E+02  0.357023E+01 -0.116242E+02  0.185774E+02 -0.645165E+01 -0.812338E+01 -0.457337E+01  0.934549E+01  0.265796E+00  0.467355E-02  0.578954E-02  0.110817E-01  0.488061E-02 -0.996258E+02
  0.400778E+02 -0.284984E+01  0.140499E+01  0.595220E+01  0.865631E+01  0.358667E+02  0.357023E+01 -0.954330E+01  0.185774E+02 -0.645165E+01 -0.810359E+01 -0.457337E+01  0.934549E+01  0.265796E+00  0.741028E-02  0.578954E-02  0.110817E-01  0.488061E-02 -0.103056E+03
  0.395134E+02 -0.284984E+01  0.140499E+01  0.595220E+01  0.455748E+01  0.350527E+02  0.357023E+01 -0.954330E+01  0.185774E+02 -0.645165E+01 -0.810359E+01 -0.457337E+01  0.934549E+01  0.256842E+00  0.741028E-02  0.276868E-01  0.175471E-01  0.488061E-02 -0.104432E+03
  0.395134E+02 -0.284984E+01  0.140499E+01  0.595220E+01  0.455748E+01  0.350527E+02  0.373740E+01 -0.107504E+02  0.185774E+02 -0.645165E+01 -0.810359E+01 -0.457337E+01  0.934549E+01  0.258667E+00  0.741028E-02  0.113846E-01  0.175471E-01  0.114856E-02 -0.102042E+03
  0.396888E+02 -0.188974E+01  0.294052E+01  0.595220E+01  0.100005E+02  0.350527E+02  0.373740E+01 -0.107504E+02  0.185774E+02 -0.645165E+01 -0.810359E+01 -0.457337E+01  0.934549E+01  0.257490E+00  0.284871E-01  0.113846E-01  0.175471E-01  0.114856E-02 -0.103438E+03
  0.403216E+02 -0.756194E+00  0.649601E+01  0.531472E+01  0.100005E+02  0.350527E+02  0.373740E+01 -0.107504E+02  0.185774E+02 -0.645165E+01 -0.810359E+01 -0.457337E+01  0.934549E+01  0.262103E+00  0.109482E-02  0.113846E-01  0.175471E-01  0.114856E-02 -0.994550E+02
  0.403216E+02  0.873365E+00  0.649601E+01  0.531472E+01  0.100005E+02  0.350527E+02  0.373740E+01 -0.107504E+02  0.185774E+02 -0.645165E+01 -0.810359E+01 -0.457337E+01  0.934549E+01  0.262103E+00  0.109482E-02  0.706886E-02  0.113959E-01  0.437451E-02 -0.100166E+03
  0.411439E+02  0.873365E+00  0.649601E+01  0.531472E+01  0.100005E+02  0.350527E+02  0.373740E+01 -0.107504E+02  0.185774E+02 -0.645165E+01 -0.810359E+01 -0.457337E+01  0.934549E+01  0.251731E+00  0.265175E-02  0.726609E-02  0.361665E-01  0.437451E-02 -0.102908E+03
  0.411439E+02  0.873365E+00  0.649601E+01  0.887022E+01  0.100005E+02  0.350527E+02  0.373740E+01 -0.107504E+02  0.186100E+02 -0.645165E+01 -0.810359E+01 -0.465171E+01  0.934549E+01  0.257149E+00  0.265012E-02  0.791691E-02  0.209603E-01  0.437451E-02 -0.101616E+03
  0.411439E+02  0.873365E+00  0.649601E+01  0.887022E+01  0.100005E+02  0.350527E+02  0.373740E+01 -0.118937E+02  0.186100E+02 -0.645165E+01 -0.810359E+01 -0.465171E+01  0.934549E+01  0.258621E+00  0.265012E-02  0.588321E-02  0.494012E-02  0.437451E-02 -0.997616E+02
  0.411439E+02  0.873365E+00  0.649601E+01  0.887022E+01  0.100005E+02  0.350527E+02  0.373740E+01 -0.122525E+02  0.186100E+02 -0.645165E+01 -0.810359E+01 -0.465171E+01  0.934549E+01  0.255587E+00  0.265012E-02  0.153845E-01  0.494012E-02  0.171666E-01 -0.102119E+03
  0.412699E+02  0.873365E+00  0.649601E+01  0.887022E+01  0.100005E+02  0.353806E+02  0.340821E+01 -0.122525E+02  0.186100E+02 -0.645165E+01 -0.810359E+01 -0.465171E+01  0.934549E+01  0.250248E+00  0.265012E-02  0.244738E-01  0.494012E-02  0.122894E-01 -0.102750E+03
  0.412699E+02  0.873365E+00  0.649601E+01  0.887022E+01  0.100005E+02  0.353806E+02  0.356354E+01 -0.123870E+02  0.186100E+02 -0.645165E+01 -0.810359E+01 -0.465171E+01  0.934549E+01  0.253624E+00  0.265012E-02  0.164628E-01  0.494012E-02  0.122894E-01 -0.101805E+03
  0.412699E+02  0.873365E+00  0.649601E+01  0.711154E+01  0.855272E+01  0.361953E+02  0.312770E+01 -0.123870E+02  0.186100E+02 -0.645165E+01 -0.810359E+01 -0.465171E+01  0.934549E+01  0.261579E+00  0.317977E-02  0.457822E-02  0.494012E-02  0.122894E-01 -0.994590E+02
  0.412699E+02  0.873365E+00  0.441928E+01  0.711154E+01  0.855272E+01  0.358211E+02  0.333713E+01 -0.123870E+02  0.186100E+02 -0.645165E+01 -0.810359E+01 -0.465171E+01  0.934549E+01  0.244267E+00  0.317977E-02  0.457822E-02  0.522234E-02  0.103381E-01 -0.101031E+03
  0.412699E+02  0.873365E+00  0.441928E+01  0.596349E+01  0.677774E+01  0.358211E+02  0.333713E+01 -0.126633E+02  0.186100E+02 -0.645165E+01 -0.810359E+01 -0.465171E+01  0.934549E+01  0.244267E+00  0.581276E-02  0.457822E-02  0.141568E-02  0.106191E-01 -0.100895E+03
  0.404541E+02  0.873365E+00  0.441928E+01  0.521524E+00  0.677774E+01  0.358211E+02  0.333713E+01 -0.126633E+02  0.186000E+02 -0.645165E+01 -0.810359E+01 -0.465171E+01  0.934549E+01  0.250297E+00  0.578148E-02  0.152891E-02  0.141568E-02  0.148126E-01 -0.102531E+03
  0.404541E+02 -0.245769E+01  0.441928E+01  0.120242E+01  0.677774E+01  0.358211E+02  0.333713E+01 -0.126633E+02  0.186000E+02 -0.645165E+01 -0.809121E+01 -0.453801E+01  0.934549E+01  0.250297E+00  0.578148E-02  0.152891E-02  0.342110E-02  0.167139E-01 -0.994970E+02
  0.404541E+02 -0.245769E+01  0.441928E+01  0.120242E+01  0.677774E+01  0.352728E+02  0.333713E+01 -0.126633E+02  0.186000E+02 -0.645165E+01 -0.809121E+01 -0.453801E+01  0.934549E+01  0.250297E+00  0.600177E-02  0.152891E-02  0.393096E-02  0.167139E-01 -0.997680E+02
  0.404541E+02 -0.245769E+01  0.441928E+01 -0.993080E+00  0.677774E+01  0.352728E+02  0.333713E+01 -0.113538E+02  0.186000E+02 -0.645165E+01 -0.809121E+01 -0.453801E+01  0.913739E+01  0.250297E+00  0.600177E-02  0.152891E-02  0.113502E-01  0.167139E-01 -0.101623E+03
  0.404541E+02 -0.245769E+01  0.710418E+01 -0.993080E+00  0.677774E+01  0.352728E+02  0.409263E+01 -0.113538E+02  0.186000E+02 -0.645165E+01 -0.809121E+01 -0.453801E+01  0.912242E+01  0.250297E+00  0.600177E-02  0.152891E-02  0.554914E-02  0.167139E-01 -0.105056E+03
  0.409924E+02 -0.245769E+01  0.710418E+01 -0.116911E-01  0.677774E+01  0.352728E+02  0.409263E+01 -0.144631E+02  0.186000E+02 -0.645165E+01 -0.809121E+01 -0.453801E+01  0.912242E+01  0.249936E+00  0.600177E-02  0.152891E-02  0.554914E-02  0.161791E-01 -0.104114E+03
  0.409924E+02 -0.245769E+01  0.710418E+01 -0.116911E-01  0.677774E+01  0.352728E+02  0.409263E+01 -0.144631E+02  0.186000E+02 -0.645165E+01 -0.812033E+01 -0.453801E+01  0.912242E+01  0.263319E+00  0.600177E-02  0.152891E-02  0.179592E-02  0.276613E-01 -0.103594E+03
  0.409924E+02 -0.245769E+01  0.710418E+01 -0.116911E-01  0.677774E+01  0.373409E+02  0.409263E+01 -0.149087E+02  0.186000E+02 -0.645165E+01 -0.812033E+01 -0.453801E+01  0.912242E+01  0.263319E+00  0.600177E-02  0.152891E-02  0.179592E-02  0.197007E-01 -0.103524E+03
  0.409924E+02 -0.266545E+01  0.732016E+01 -0.116911E-01  0.677774E+01  0.373409E+02  0.409263E+01 -0.149087E+02  0.186000E+02 -0.645165E+01 -0.812033E+01 -0.453801E+01  0.912242E+01  0.265173E+00  0.357475E-02  0.152891E-02  0.179592E-02  0.244795E-01 -0.104322E+03
  0.409924E+02 -0.266545E+01  0.347854E+01 -0.116911E-01  0.753964E+01  0.373409E+02  0.409263E+01 -0.149087E+02  0.186000E+02 -0.645165E+01 -0.796961E+01 -0.453801E+01  0.996715E+01  0.282653E+00  0.357475E-02  0.152891E-02  0.179592E-02  0.244795E-01 -0.111368E+03
  0.409924E+02 -0.266545E+01  0.347854E+01 -0.116911E-01  0.651575E+01  0.367682E+02  0.409263E+01 -0.138864E+02  0.186000E+02 -0.645165E+01 -0.825960E+01 -0.453801E+01  0.996715E+01  0.285200E+00  0.357475E-02  0.233377E-02  0.179592E-02  0.376145E-01 -0.106959E+03
  0.402853E+02 -0.258024E+01  0.347854E+01  0.116424E+01  0.729109E+01  0.367682E+02  0.409263E+01 -0.152088E+02  0.186000E+02 -0.643724E+01 -0.825960E+01 -0.449691E+01  0.996346E+01  0.276246E+00  0.357475E-02  0.233377E-02  0.179592E-02  0.400565E-01 -0.103549E+03
  0.405230E+02 -0.258024E+01  0.347854E+01  0.116424E+01  0.646851E+01  0.367215E+02  0.206439E+01 -0.146510E+02  0.186000E+02 -0.643724E+01 -0.825960E+01 -0.449691E+01  0.996346E+01  0.276246E+00  0.357475E-02  0.233377E-02  0.179592E-02  0.400565E-01 -0.103288E+03
  0.405230E+02 -0.258024E+01  0.347854E+01  0.116424E+01  0.646851E+01  0.367215E+02  0.206439E+01 -0.146510E+02  0.185967E+02 -0.643724E+01 -0.825960E+01 -0.449691E+01  0.996346E+01  0.276246E+00  0.357475E-02  0.233377E-02  0.179592E-02  0.513574E-01 -0.104351E+03
  0.403288E+02 -0.258024E+01  0.347854E+01  0.116424E+01  0.646851E+01  0.367215E+02  0.206439E+01 -0.146510E+02  0.185967E+02 -0.643724E+01 -0.825960E+01 -0.449691E+01  0.996346E+01  0.260573E+00  0.357475E-02  0.393492E-02  0.179592E-02  0.513574E-01 -0.102901E+03
  0.403288E+02 -0.258024E+01  0.347854E+01  0.116424E+01  0.949667E+01  0.367215E+02  0.206439E+01 -0.146510E+02  0.185967E+02 -0.643724E+01 -0.825960E+01 -0.449691E+01  0.996346E+01  0.270269E+00  0.357475E-02  0.393492E-02  0.179592E-02  0.571328E-01 -0.105176E+03
  0.396837E+02 -0.258024E+01  0.347854E+01  0.317137E+01  0.949667E+01  0.367215E+02  0.391024E+01 -0.146510E+02  0.185760E+02 -0.643724E+01 -0.825960E+01 -0.449691E+01  0.996346E+01  0.258295E+00  0.505353E-02  0.393492E-02  0.474046E-02  0.570818E-01 -0.104767E+03
  0.396803E+02 -0.258024E+01  0.347854E+01  0.828109E+00  0.949667E+01  0.367215E+02  0.391024E+01 -0.146510E+02  0.185760E+02 -0.643724E+01 -0.830049E+01 -0.449691E+01  0.996346E+01  0.255268E+00  0.505353E-02  0.393492E-02  0.474046E-02  0.497649E-01 -0.104259E+03
  0.396803E+02 -0.258024E+01  0.347854E+01  0.197101E+01  0.277692E+01  0.376120E+02  0.391024E+01 -0.146510E+02  0.185760E+02 -0.643724E+01 -0.830049E+01 -0.449691E+01  0.996346E+01  0.267758E+00  0.505353E-02  0.650406E-02  0.474046E-02  0.587115E-01 -0.105887E+03
  0.396803E+02 -0.258024E+01  0.347854E+01  0.197101E+01  0.277692E+01  0.376120E+02  0.391024E+01 -0.146510E+02  0.185760E+02 -0.643724E+01 -0.830049E+01 -0.449691E+01  0.996346E+01  0.258813E+00  0.639239E-02  0.650406E-02  0.474046E-02  0.554270E-01 -0.105494E+03
  0.396803E+02 -0.258024E+01  0.347854E+01  0.197101E+01  0.277692E+01  0.376120E+02  0.285247E+01 -0.146510E+02  0.185760E+02 -0.643724E+01 -0.821624E+01 -0.449691E+01  0.996346E+01  0.258813E+00  0.166486E-01  0.216164E-01  0.474046E-02  0.554270E-01 -0.108774E+03
  0.396803E+02 -0.258024E+01  0.347854E+01 -0.214636E+00  0.769168E+01  0.376120E+02  0.285247E+01 -0.158218E+02  0.185760E+02 -0.643724E+01 -0.821624E+01 -0.468656E+01  0.996346E+01  0.258813E+00  0.225002E-01  0.511094E-02  0.474046E-02  0.550526E-01 -0.106961E+03
  0.396803E+02 -0.258024E+01  0.468025E+01 -0.214636E+00  0.769168E+01  0.376120E+02  0.229838E+01 -0.158218E+02  0.185760E+02 -0.643724E+01 -0.821624E+01 -0.468656E+01  0.996346E+01  0.258813E+00  0.225002E-01  0.511094E-02  0.474046E-02  0.472638E-01 -0.106753E+03
  0.396803E+02 -0.258024E+01  0.468025E+01 -0.214636E+00  0.769168E+01  0.376120E+02  0.229838E+01 -0.158218E+02  0.185760E+02 -0.643724E+01 -0.821624E+01 -0.468656E+01  0.996346E+01  0.269343E+00  0.158574E-01  0.511094E-02  0.716507E-02  0.614699E-01 -0.108131E+03
  0.396803E+02 -0.258024E+01  0.468025E+01 -0.214636E+00  0.769168E+01  0.376120E+02  0.229838E+01 -0.158218E+02  0.185760E+02 -0.643724E+01 -0.821624E+01 -0.468656E+01  0.996346E+01  0.269343E+00  0.158574E-01  0.139727E-01  0.716507E-02  0.570832E-01 -0.108579E+03
  0.396803E+02 -0.285852E+01  0.468025E+01  0.919056E+00  0.769168E+01  0.376120E+02  0.229838E+01 -0.158218E+02  0.185760E+02 -0.643724E+01 -0.821624E+01 -0.468656E+01  0.996346E+01  0.269343E+00  0.158574E-01  0.802548E-02  0.716507E-02  0.551428E-01 -0.107039E+03
  0.408812E+02 -0.125376E+01  0.582915E+01  0.919056E+00  0.769168E+01  0.376120E+02  0.229838E+01 -0.158218E+02  0.185760E+02 -0.643724E+01 -0.821624E+01 -0.407612E+01  0.996346E+01  0.269343E+00  0.158574E-01  0.108994E-02  0.716507E-02  0.551428E-01 -0.110705E+03
  0.408812E+02 -0.125376E+01  0.582915E+01  0.120085E+01  0.769168E+01  0.376120E+02  0.138307E+01 -0.158218E+02  0.185760E+02 -0.643724E+01 -0.821624E+01 -0.408790E+01  0.996346E+01  0.287207E+00  0.792057E-02  0.108994E-02  0.716507E-02  0.446359E-01 -0.111843E+03
  0.408812E+02 -0.125376E+01  0.532364E+01  0.120085E+01  0.112407E+02  0.376120E+02  0.138307E+01 -0.149941E+02  0.185577E+02 -0.643724E+01 -0.821624E+01 -0.408790E+01  0.996346E+01  0.273109E+00  0.123133E-01  0.108994E-02  0.716507E-02  0.449454E-01 -0.110374E+03
  0.408812E+02 -0.125376E+01  0.532364E+01  0.301382E+01  0.865369E+01  0.376120E+02  0.486695E+00 -0.149941E+02  0.185577E+02 -0.643724E+01 -0.821624E+01 -0.408790E+01  0.921171E+01  0.281421E+00  0.134359E-01  0.549645E-03  0.716507E-02  0.449454E-01 -0.108475E+03
  0.408812E+02 -0.125376E+01  0.532364E+01  0.301382E+01  0.663622E+01  0.376120E+02  0.311936E+01 -0.149941E+02  0.185530E+02 -0.643724E+01 -0.821624E+01 -0.408790E+01  0.921171E+01  0.276005E+00  0.134359E-01  0.549645E-03  0.129005E-01  0.449454E-01 -0.106369E+03
  0.408812E+02 -0.125376E+01  0.532364E+01  0.301382E+01  0.663622E+01  0.376120E+02  0.311936E+01 -0.149941E+02  0.185530E+02 -0.643724E+01 -0.834978E+01 -0.408790E+01  0.921171E+01  0.272531E+00  0.134359E-01  0.549645E-03  0.129005E-01  0.439219E-01 -0.103029E+03
  0.408812E+02 -0.125376E+01  0.532364E+01  0.295414E+01  0.663622E+01  0.376120E+02  0.311936E+01 -0.149941E+02  0.185530E+02 -0.643724E+01 -0.834978E+01 -0.408790E+01  0.924793E+01  0.275970E+00  0.134359E-01  0.549645E-03  0.129005E-01  0.454986E-01 -0.103942E+03
  0.408812E+02 -0.125376E+01  0.532364E+01  0.284886E+01  0.414482E+01  0.376120E+02  0.311936E+01 -0.149941E+02  0.185530E+02 -0.643724E+01 -0.834978E+01 -0.408790E+01  0.924793E+01  0.275857E+00  0.181783E-01  0.182662E-02  0.129094E-01  0.468547E-01 -0.105563E+03
  0.408812E+02 -0.125376E+01  0.567272E+01  0.760883E+00  0.972191E+01  0.363788E+02  0.311936E+01 -0.113631E+02  0.185530E+02 -0.643879E+01 -0.834307E+01 -0.408790E+01  0.924793E+01  0.275857E+00  0.181783E-01  0.163503E-01  0.129094E-01  0.468547E-01 -0.108171E+03
  0.408812E+02 -0.125376E+01  0.567272E+01  0.760883E+00  0.501936E+01  0.354380E+02  0.374074E+01 -0.126971E+02  0.185530E+02 -0.643879E+01 -0.834307E+01 -0.408790E+01  0.924793E+01  0.245134E+00  0.270877E-02  0.182242E-01  0.129094E-01  0.369735E-01 -0.104603E+03
  0.408812E+02 -0.125376E+01  0.486114E+01  0.760883E+00  0.628217E+01  0.365435E+02  0.374074E+01 -0.126971E+02  0.185530E+02 -0.643879E+01 -0.834307E+01 -0.408790E+01  0.924793E+01  0.245134E+00  0.270877E-02  0.182242E-01  0.138935E-01  0.332274E-01 -0.104245E+03
  0.409010E+02 -0.125376E+01  0.486114E+01  0.701089E+01  0.628217E+01  0.365435E+02  0.374074E+01 -0.145247E+02  0.185530E+02 -0.643879E+01 -0.836362E+01 -0.408790E+01  0.924793E+01  0.245134E+00  0.270877E-02  0.497413E-02  0.197260E-01  0.332274E-01 -0.102166E+03
  0.409010E+02 -0.125376E+01  0.486114E+01  0.701089E+01  0.628217E+01  0.365435E+02  0.374074E+01 -0.145247E+02  0.185530E+02 -0.643879E+01 -0.836362E+01 -0.408790E+01  0.924793E+01  0.246978E+00  0.270877E-02  0.129194E-01  0.260851E-01  0.193189E-01 -0.101933E+03
  0.410458E+02 -0.125376E+01  0.486114E+01  0.701089E+01  0.628217E+01  0.365435E+02  0.374074E+01 -0.145247E+02  0.185530E+02 -0.643879E+01 -0.836362E+01 -0.408790E+01  0.924793E+01  0.260243E+00  0.270877E-02  0.129194E-01  0.349234E-01  0.193189E-01 -0.102528E+03
  0.410458E+02 -0.146093E+01  0.486114E+01  0.584579E+01  0.628217E+01  0.366470E+02  0.374074E+01 -0.145247E+02  0.185530E+02 -0.643879E+01 -0.836362E+01 -0.408790E+01  0.924793E+01  0.260243E+00  0.100245E-01  0.129194E-01  0.349234E-01  0.164733E-01 -0.102416E+03
  0.410458E+02 -0.146093E+01  0.486114E+01  0.584579E+01  0.628217E+01  0.370324E+02  0.385634E+01 -0.145247E+02  0.185530E+02 -0.643879E+01 -0.836362E+01 -0.408790E+01  0.924793E+01  0.260243E+00  0.100245E-01  0.129194E-01  0.349234E-01  0.164733E-01 -0.102779E+03
  0.401990E+02 -0.146093E+01  0.361844E+01  0.584579E+01  0.628217E+01  0.370324E+02  0.385634E+01 -0.136942E+02  0.185530E+02 -0.643879E+01 -0.830729E+01 -0.408790E+01  0.924793E+01  0.260243E+00  0.212812E-01  0.197630E-02  0.264106E-01  0.164733E-01 -0.101734E+03
  0.401990E+02 -0.146093E+01  0.361844E+01  0.584579E+01  0.599272E+01  0.370324E+02  0.385634E+01 -0.136942E+02  0.185530E+02 -0.643879E+01 -0.830729E+01 -0.408790E+01  0.924793E+01  0.260243E+00  0.260484E-01  0.197630E-02  0.135498E-01  0.115839E-01 -0.100478E+03
  0.401990E+02 -0.146093E+01  0.361844E+01  0.584579E+01  0.599272E+01  0.363261E+02  0.268340E+01 -0.136942E+02  0.185530E+02 -0.643879E+01 -0.830729E+01 -0.408051E+01  0.924793E+01  0.260243E+00  0.247237E-01  0.111926E-01  0.679898E-02  0.215493E-01 -0.100925E+03
  0.401990E+02 -0.146093E+01  0.459634E+01  0.209695E+01  0.599272E+01  0.363261E+02  0.419920E+01 -0.136942E+02  0.185530E+02 -0.643879E+01 -0.830729E+01 -0.424139E+01  0.952115E+01  0.260243E+00  0.193921E-01  0.171702E-01  0.679898E-02  0.162346E-01 -0.100700E+03
  0.401990E+02 -0.172977E+01  0.459634E+01  0.209695E+01  0.966273E+01  0.363261E+02  0.419920E+01 -0.136942E+02  0.185530E+02 -0.643879E+01 -0.830729E+01 -0.424139E+01  0.952115E+01  0.257134E+00  0.193921E-01  0.265277E-01  0.679898E-02  0.162346E-01 -0.102624E+03
  0.405400E+02 -0.172977E+01  0.459634E+01  0.209695E+01  0.966273E+01  0.363261E+02  0.419920E+01 -0.146540E+02  0.185530E+02 -0.643879E+01 -0.830729E+01 -0.424139E+01  0.952115E+01  0.251077E+00  0.208058E-01  0.307988E-01  0.679898E-02  0.162346E-01 -0.103358E+03
  0.405400E+02 -0.173304E+01  0.338040E+01  0.209695E+01  0.966273E+01  0.363261E+02  0.419920E+01 -0.148218E+02  0.185530E+02 -0.643879E+01 -0.830729E+01 -0.424139E+01  0.952115E+01  0.251077E+00  0.354506E-01  0.308000E-01  0.679898E-02  0.144725E-01 -0.105241E+03
  0.406762E+02 -0.173304E+01  0.338040E+01  0.209695E+01  0.966273E+01  0.363261E+02  0.467582E+01 -0.148218E+02  0.185530E+02 -0.643656E+01 -0.830729E+01 -0.424139E+01  0.952115E+01  0.251077E+00  0.354506E-01  0.308000E-01  0.679898E-02  0.140891E-01 -0.105927E+03
  0.406762E+02 -0.173304E+01  0.338040E+01  0.209695E+01  0.932445E+01  0.358071E+02  0.467582E+01 -0.148218E+02  0.185530E+02 -0.643656E+01 -0.830729E+01 -0.424139E+01  0.952115E+01  0.251077E+00  0.354506E-01  0.283964E-01  0.679898E-02  0.140891E-01 -0.105403E+03
  0.406762E+02 -0.173304E+01  0.338040E+01  0.209695E+01  0.102550E+02  0.358071E+02  0.467582E+01 -0.148218E+02  0.185530E+02 -0.643656E+01 -0.830729E+01 -0.424139E+01  0.952115E+01  0.265779E+00  0.280956E-01  0.100009E-01  0.679898E-02  0.358483E-02 -0.102417E+03
  0.406762E+02 -0.173304E+01  0.338040E+01  0.209695E+01  0.995113E+01  0.369792E+02  0.467582E+01 -0.148218E+02  0.185706E+02 -0.643656E+01 -0.826530E+01 -0.424139E+01  0.952115E+01  0.268057E+00  0.280956E-01  0.622148E-02  0.679898E-02  0.358483E-02 -0.104051E+03
  0.406762E+02 -0.173304E+01  0.338040E+01  0.209695E+01  0.995113E+01  0.369792E+02  0.175488E+01 -0.148218E+02  0.185706E+02 -0.643656E+01 -0.826530E+01 -0.424139E+01  0.952115E+01  0.268057E+00  0.154230E-01  0.331261E-02  0.504982E-02  0.358483E-02 -0.101548E+03
  0.406762E+02 -0.151556E+01  0.338040E+01  0.209695E+01  0.995113E+01  0.369792E+02  0.175488E+01 -0.148218E+02  0.185706E+02 -0.643656E+01 -0.826530E+01 -0.424139E+01  0.952115E+01  0.253893E+00  0.189015E-01  0.331261E-02  0.504982E-02  0.146107E-02 -0.101652E+03
  0.397212E+02 -0.151556E+01  0.338040E+01  0.508034E+01  0.995113E+01  0.369792E+02  0.175488E+01 -0.148218E+02  0.185706E+02 -0.643656E+01 -0.826530E+01 -0.424139E+01  0.927310E+01  0.270084E+00  0.189015E-01  0.331261E-02  0.504982E-02  0.146107E-02 -0.101388E+03
  0.397212E+02 -0.151556E+01  0.386374E+01  0.508034E+01  0.660932E+01  0.369792E+02  0.228755E+01 -0.150345E+02  0.185706E+02 -0.643656E+01 -0.826530E+01 -0.426146E+01  0.927310E+01  0.252949E+00  0.168193E-01  0.331261E-02  0.504982E-02  0.146107E-02 -0.987547E+02
  0.397212E+02 -0.151556E+01  0.386374E+01  0.508034E+01  0.815207E+01  0.369792E+02  0.228755E+01 -0.150345E+02  0.185158E+02 -0.643656E+01 -0.826530E+01 -0.426146E+01  0.927310E+01  0.252949E+00  0.168193E-01  0.331261E-02  0.504982E-02  0.146107E-02 -0.978715E+02
  0.397212E+02 -0.151556E+01  0.386374E+01  0.508034E+01  0.815207E+01  0.369792E+02  0.228755E+01 -0.150345E+02  0.185158E+02 -0.643656E+01 -0.826530E+01 -0.426146E+01  0.927310E+01  0.254329E+00  0.706806E-02  0.331261E-02  0.504982E-02  0.146107E-02 -0.968158E+02
  0.397212E+02 -0.151556E+01  0.386374E+01  0.508034E+01  0.815207E+01  0.362917E+02  0.228755E+01 -0.150345E+02  0.186498E+02 -0.643656E+01 -0.826530E+01 -0.423413E+01  0.917499E+01  0.258466E+00  0.706806E-02  0.113149E-01  0.504982E-02  0.146107E-02 -0.101382E+03
  0.397212E+02 -0.151556E+01  0.386374E+01  0.508034E+01  0.727286E+01  0.362917E+02  0.165633E+01 -0.150345E+02  0.186498E+02 -0.643656E+01 -0.826530E+01 -0.409901E+01  0.917499E+01  0.263036E+00  0.706806E-02  0.705133E-02  0.504982E-02  0.146107E-02 -0.103342E+03
  0.397212E+02 -0.151556E+01  0.386374E+01  0.508034E+01  0.727286E+01  0.362917E+02  0.165633E+01 -0.119762E+02  0.186498E+02 -0.643656E+01 -0.826530E+01 -0.409901E+01  0.917499E+01  0.256434E+00  0.559333E-02  0.193022E-02  0.722749E-02  0.146107E-02 -0.982636E+02
  0.397212E+02 -0.151556E+01  0.386374E+01  0.411418E+01  0.613159E+01  0.362917E+02  0.165633E+01 -0.119762E+02  0.186498E+02 -0.643656E+01 -0.826530E+01 -0.409901E+01  0.917499E+01  0.270073E+00  0.113643E-01  0.193022E-02  0.218078E-02  0.146107E-02 -0.984974E+02
  0.397212E+02 -0.151556E+01  0.386374E+01  0.411418E+01  0.928713E+01  0.365685E+02  0.165633E+01 -0.935721E+01  0.186498E+02 -0.643656E+01 -0.826530E+01 -0.409901E+01  0.915506E+01  0.268397E+00  0.113643E-01  0.429990E-02  0.214877E-01  0.146107E-02 -0.102425E+03
  0.397212E+02 -0.151556E+01  0.386374E+01  0.411418E+01  0.827184E+01  0.345186E+02  0.165633E+01 -0.935721E+01  0.186498E+02 -0.643656E+01 -0.826530E+01 -0.409901E+01  0.915506E+01  0.265452E+00  0.113643E-01  0.429990E-02  0.958627E-02  0.697573E-02 -0.100431E+03
  0.397212E+02 -0.151556E+01  0.386374E+01  0.708634E+01  0.827184E+01  0.345186E+02  0.165633E+01 -0.935721E+01  0.185110E+02 -0.643656E+01 -0.826530E+01 -0.387277E+01  0.886797E+01  0.265452E+00  0.165001E-01  0.429990E-02  0.661881E-03  0.110131E-01 -0.100252E+03
  0.401054E+02 -0.151556E+01  0.375573E+01  0.708634E+01  0.827184E+01  0.345186E+02  0.293955E+01 -0.865076E+01  0.185110E+02 -0.643656E+01 -0.826530E+01 -0.398014E+01  0.886797E+01  0.252558E+00  0.165001E-01  0.429990E-02  0.661881E-03  0.188042E-01 -0.993325E+02
  0.401054E+02 -0.151556E+01  0.375573E+01  0.157002E+01  0.827184E+01  0.349115E+02  0.293955E+01 -0.902602E+01  0.185110E+02 -0.643656E+01 -0.826530E+01 -0.398014E+01  0.886797E+01  0.252230E+00  0.154193E-01  0.429990E-02  0.661881E-03  0.226757E-03 -0.969229E+02
  0.392775E+02 -0.151556E+01  0.375573E+01  0.157002E+01  0.827184E+01  0.349115E+02  0.293955E+01 -0.902602E+01  0.185110E+02 -0.643656E+01 -0.826530E+01 -0.398014E+01  0.886797E+01  0.270605E+00  0.104793E-01  0.429990E-02  0.661881E-03  0.951316E-03 -0.991839E+02
