Km_SU1_Rh_a0  Km_SU1_Rh_a1  Km_SU1_Rh_a2  Km_SU1_Rh_a3  Km_SU1_Rh_a4  Km_SU2_Rh_a0  Km_SU2_Rh_a1  Km_SU2_Rh_a2  Km_SU1_Ai_a0  Km_SU1_Ai_a1  Km_SU1_Ai_a2  Km_SU1_Ai_a3  Km_SU1_Ai_a4  Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.397199E+02 -0.253500E+01  0.338237E+01  0.422786E+01  0.753338E+01  0.376981E+02  0.549466E-01 -0.802334E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.816317E+01  0.287139E+00  0.174948E-01  0.147017E-01  0.123444E-01  0.108749E-01 -0.113901E+03
  0.397199E+02 -0.253500E+01  0.263915E+01  0.422786E+01  0.753338E+01  0.376981E+02  0.549466E-01 -0.802334E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.816317E+01  0.284905E+00  0.167822E-01  0.154970E-01  0.122480E-01  0.953768E-02 -0.113291E+03
  0.392783E+02 -0.253500E+01  0.263915E+01  0.422786E+01  0.523637E+01  0.376981E+02  0.155892E+01 -0.802334E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.816317E+01  0.285044E+00  0.166628E-01  0.119018E-01  0.107718E-01  0.120635E-01 -0.115186E+03
  0.392783E+02 -0.253500E+01  0.263915E+01  0.422786E+01  0.523637E+01  0.376981E+02  0.155892E+01 -0.802334E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.816317E+01  0.282459E+00  0.166628E-01  0.989308E-02  0.928045E-02  0.120635E-01 -0.114431E+03
  0.392783E+02 -0.166796E+01  0.263915E+01  0.422786E+01  0.523637E+01  0.371268E+02 -0.120199E+01 -0.802334E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.816317E+01  0.282459E+00  0.156160E-01  0.102327E-01  0.904069E-02  0.110079E-01 -0.111410E+03
  0.393527E+02 -0.166796E+01  0.223187E+01  0.380001E+01  0.523637E+01  0.371268E+02 -0.120199E+01 -0.388231E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.816317E+01  0.282694E+00  0.151340E-01  0.961460E-02  0.103113E-01  0.122294E-01 -0.112518E+03
  0.393527E+02 -0.166796E+01  0.223187E+01  0.380001E+01  0.523637E+01  0.368177E+02 -0.120199E+01 -0.388231E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.279886E+00  0.185312E-01  0.767214E-02  0.909602E-02  0.110353E-01 -0.111795E+03
  0.393527E+02 -0.166796E+01  0.223187E+01  0.385535E+01  0.396099E+01  0.368177E+02 -0.120199E+01 -0.388231E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.278266E+00  0.184688E-01  0.818930E-02  0.671334E-02  0.131285E-01 -0.111731E+03
  0.393527E+02 -0.166796E+01  0.333201E+01  0.362996E+01  0.396099E+01  0.358662E+02 -0.120199E+01 -0.388231E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.278444E+00  0.193909E-01  0.933702E-02  0.749088E-02  0.131285E-01 -0.111970E+03
  0.390330E+02 -0.166796E+01  0.214078E+01  0.506436E+01  0.749539E+01  0.359265E+02 -0.120199E+01 -0.234934E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.278361E+00  0.208491E-01  0.109263E-01  0.104447E-01  0.130052E-01 -0.115275E+03
  0.395250E+02 -0.166796E+01  0.214078E+01  0.506436E+01  0.812318E+01  0.359265E+02  0.101488E+00 -0.234934E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.277821E+00  0.213549E-01  0.114850E-01  0.991653E-02  0.137055E-01 -0.115386E+03
  0.395250E+02 -0.166796E+01  0.361155E+01  0.506436E+01  0.812318E+01  0.358502E+02 -0.326086E+00 -0.408665E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.278017E+00  0.213898E-01  0.111722E-01  0.904864E-02  0.158604E-01 -0.113198E+03
  0.395250E+02 -0.166796E+01  0.361155E+01  0.171002E+01  0.812318E+01  0.358502E+02 -0.326086E+00 -0.507366E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.277732E+00  0.208124E-01  0.126983E-01  0.968372E-02  0.177968E-01 -0.113433E+03
  0.395250E+02 -0.166796E+01  0.361155E+01  0.438280E+01  0.812318E+01  0.358502E+02 -0.326086E+00 -0.507366E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.277732E+00  0.229652E-01  0.114311E-01  0.775695E-02  0.174632E-01 -0.112510E+03
  0.393225E+02 -0.166796E+01  0.180367E+01  0.438280E+01  0.871179E+01  0.361473E+02 -0.326086E+00 -0.507366E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.277732E+00  0.220935E-01  0.106441E-01  0.726096E-02  0.160708E-01 -0.113653E+03
  0.393225E+02 -0.166796E+01  0.180367E+01  0.438280E+01  0.140348E+01  0.361473E+02 -0.495705E+00 -0.433248E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.278539E+00  0.220935E-01  0.103044E-01  0.544411E-02  0.167182E-01 -0.113811E+03
  0.393225E+02 -0.166796E+01  0.180367E+01 -0.132122E+00  0.140348E+01  0.361215E+02 -0.495705E+00 -0.433248E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.278645E+00  0.253448E-01  0.697062E-02  0.269215E-02  0.151433E-01 -0.114765E+03
  0.393225E+02 -0.166796E+01  0.180367E+01  0.137535E-01  0.140348E+01  0.358887E+02 -0.495705E+00 -0.433248E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.280379E+00  0.246808E-01  0.790045E-02  0.270250E-02  0.137721E-01 -0.114566E+03
  0.393225E+02 -0.157140E+01  0.180367E+01  0.136903E+01  0.140348E+01  0.358887E+02 -0.157630E+01 -0.433248E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.280044E+00  0.244368E-01  0.988371E-02  0.358508E-02  0.132174E-01 -0.113539E+03
  0.393225E+02 -0.157140E+01  0.180367E+01  0.136903E+01  0.480408E+01  0.358887E+02 -0.157630E+01 -0.433248E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.280044E+00  0.227412E-01  0.859926E-02  0.320094E-02  0.124345E-01 -0.112045E+03
  0.398898E+02 -0.157140E+01  0.180367E+01  0.136903E+01  0.480408E+01  0.365524E+02 -0.153754E+01 -0.282509E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.280044E+00  0.216913E-01  0.911542E-02  0.319043E-02  0.138703E-01 -0.112651E+03
  0.398898E+02 -0.157140E+01  0.379571E+01  0.136903E+01  0.480408E+01  0.362054E+02 -0.681818E+00 -0.282509E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.280044E+00  0.222975E-01  0.820204E-02  0.307999E-02  0.141896E-01 -0.113349E+03
  0.398898E+02 -0.157140E+01  0.379571E+01  0.136903E+01  0.601691E+01  0.360981E+02 -0.681818E+00 -0.282509E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.281630E+00  0.219188E-01  0.652225E-02  0.195348E-02  0.109824E-01 -0.112787E+03
  0.398898E+02 -0.157140E+01  0.379571E+01  0.136903E+01  0.601691E+01  0.360981E+02 -0.681818E+00 -0.588976E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.281953E+00  0.209001E-01  0.601971E-02  0.679766E-03  0.983526E-02 -0.110096E+03
  0.398898E+02 -0.155273E+01  0.379571E+01  0.283857E+01  0.601691E+01  0.360981E+02 -0.681818E+00 -0.486836E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.281014E+00  0.205407E-01  0.636202E-02  0.110380E-02  0.905842E-02 -0.109672E+03
  0.398898E+02 -0.155273E+01  0.379571E+01  0.283857E+01  0.601691E+01  0.360981E+02 -0.681818E+00 -0.486836E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.280899E+00  0.207880E-01  0.676811E-02  0.110380E-02  0.687682E-02 -0.109501E+03
  0.398898E+02 -0.155273E+01  0.379571E+01  0.289954E+01  0.601691E+01  0.371447E+02 -0.681818E+00 -0.486836E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.280478E+00  0.190794E-01  0.762731E-02  0.110380E-02  0.804401E-02 -0.110454E+03
  0.398898E+02 -0.155273E+01  0.379571E+01  0.289954E+01  0.553976E+01  0.371447E+02 -0.681818E+00 -0.577964E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.281292E+00  0.183309E-01  0.910629E-02  0.195521E-02  0.823525E-02 -0.110050E+03
  0.404285E+02 -0.155273E+01  0.379571E+01  0.289954E+01  0.553976E+01  0.373407E+02 -0.681818E+00 -0.577964E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.279532E+00  0.183309E-01  0.116867E-01  0.290065E-02  0.658802E-02 -0.110349E+03
  0.404285E+02 -0.155273E+01  0.389241E+01  0.289954E+01  0.771979E+01  0.373573E+02 -0.681818E+00 -0.577964E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.280653E+00  0.191604E-01  0.121683E-01  0.100806E-02  0.665583E-02 -0.110750E+03
  0.399422E+02 -0.155273E+01  0.389241E+01  0.289954E+01  0.771979E+01  0.350576E+02 -0.681818E+00 -0.577964E+01  0.187357E+02 -0.595868E+01 -0.758497E+01 -0.606664E+01  0.817974E+01  0.280301E+00  0.218621E-01  0.111680E-01  0.143773E-02  0.572499E-02 -0.110375E+03
  0.399422E+02 -0.148306E+01  0.389241E+01  0.535397E+01  0.771979E+01  0.350576E+02 -0.681818E+00 -0.577964E+01  0.187357E+02 -0.595868E+01 -0.758682E+01 -0.606664E+01  0.817974E+01  0.278725E+00  0.190822E-01  0.115221E-01  0.143773E-02  0.496451E-02 -0.109862E+03
  0.399422E+02 -0.148306E+01  0.389241E+01  0.420278E+01  0.771979E+01  0.350576E+02 -0.681818E+00 -0.577964E+01  0.187357E+02 -0.595868E+01 -0.758682E+01 -0.606664E+01  0.817974E+01  0.278654E+00  0.187555E-01  0.116025E-01  0.127927E-02  0.666064E-02 -0.109731E+03
  0.399422E+02 -0.148306E+01  0.389241E+01  0.420278E+01  0.604839E+01  0.369152E+02 -0.681818E+00 -0.577964E+01  0.187357E+02 -0.595868E+01 -0.758682E+01 -0.606664E+01  0.817974E+01  0.277127E+00  0.196515E-01  0.115005E-01  0.646488E-03  0.591467E-02 -0.108930E+03
  0.399422E+02 -0.148306E+01  0.427556E+01  0.420278E+01  0.604839E+01  0.369152E+02 -0.681818E+00 -0.577964E+01  0.187357E+02 -0.595868E+01 -0.758682E+01 -0.606664E+01  0.817974E+01  0.276396E+00  0.194772E-01  0.114835E-01  0.646488E-03  0.806333E-02 -0.109250E+03
  0.399422E+02 -0.143617E+00  0.427556E+01  0.420278E+01  0.604839E+01  0.369152E+02 -0.681818E+00 -0.577964E+01  0.187357E+02 -0.595868E+01 -0.758682E+01 -0.606664E+01  0.823794E+01  0.277492E+00  0.200377E-01  0.979280E-02  0.646488E-03  0.107879E-01 -0.110175E+03
  0.399422E+02 -0.143617E+00  0.427556E+01  0.420278E+01  0.425547E+01  0.369152E+02 -0.149258E+01 -0.577964E+01  0.187357E+02 -0.595868E+01 -0.758682E+01 -0.606664E+01  0.823794E+01  0.277814E+00  0.204205E-01  0.893116E-02  0.591142E-03  0.111116E-01 -0.110212E+03
  0.399422E+02 -0.194763E+01  0.427556E+01  0.420278E+01  0.554094E+01  0.369152E+02 -0.149258E+01 -0.577964E+01  0.187357E+02 -0.595868E+01 -0.758682E+01 -0.606664E+01  0.823794E+01  0.278594E+00  0.201022E-01  0.102509E-01  0.207156E-02  0.111116E-01 -0.110278E+03
  0.399159E+02 -0.194763E+01  0.427556E+01  0.292029E+01  0.554094E+01  0.369152E+02 -0.181079E+01 -0.692092E+01  0.187357E+02 -0.595868E+01 -0.758682E+01 -0.606664E+01  0.823794E+01  0.279540E+00  0.218692E-01  0.114761E-01  0.115762E-02  0.131263E-01 -0.110740E+03
  0.399159E+02 -0.194763E+01  0.319621E+01  0.660334E+01  0.784392E+01  0.369152E+02 -0.181079E+01 -0.692092E+01  0.187357E+02 -0.595868E+01 -0.758682E+01 -0.606664E+01  0.823794E+01  0.279694E+00  0.240316E-01  0.125243E-01  0.307433E-03  0.122226E-01 -0.112098E+03
  0.399159E+02 -0.194763E+01  0.319621E+01  0.264106E+01  0.188387E+01  0.369152E+02 -0.181079E+01 -0.692092E+01  0.187357E+02 -0.595868E+01 -0.758682E+01 -0.606664E+01  0.823794E+01  0.281333E+00  0.243918E-01  0.823660E-02  0.307433E-03  0.123225E-01 -0.111992E+03
  0.399159E+02 -0.194763E+01  0.279319E+01  0.264106E+01  0.188387E+01  0.369152E+02 -0.181079E+01 -0.692092E+01  0.187357E+02 -0.595868E+01 -0.757776E+01 -0.606664E+01  0.823794E+01  0.282675E+00  0.243596E-01  0.666016E-02  0.141344E-02  0.129917E-01 -0.112269E+03
  0.398014E+02 -0.194763E+01  0.279319E+01  0.109204E+01  0.188387E+01  0.369152E+02 -0.181079E+01 -0.692092E+01  0.187357E+02 -0.595868E+01 -0.757776E+01 -0.606664E+01  0.823794E+01  0.281835E+00  0.279009E-01  0.390230E-02  0.331498E-02  0.118114E-01 -0.112808E+03
  0.399379E+02 -0.194763E+01  0.279319E+01  0.109204E+01  0.188387E+01  0.369152E+02 -0.181079E+01 -0.692092E+01  0.187357E+02 -0.595868E+01 -0.757776E+01 -0.606664E+01  0.823794E+01  0.282911E+00  0.307870E-01  0.413040E-02  0.304474E-02  0.840139E-02 -0.112835E+03
  0.399379E+02 -0.127081E+01  0.279319E+01  0.109204E+01  0.778870E+01  0.367993E+02 -0.181079E+01 -0.692092E+01  0.187357E+02 -0.595868E+01 -0.757776E+01 -0.606664E+01  0.823794E+01  0.283185E+00  0.322238E-01  0.467795E-02  0.403920E-02  0.995412E-02 -0.113135E+03
  0.399379E+02 -0.127081E+01  0.279319E+01  0.109204E+01  0.957661E+01  0.367993E+02 -0.181079E+01 -0.692092E+01  0.187357E+02 -0.595868E+01 -0.757776E+01 -0.606664E+01  0.823794E+01  0.283185E+00  0.311787E-01  0.338814E-02  0.399545E-02  0.987046E-02 -0.114234E+03
  0.399379E+02 -0.127081E+01  0.279319E+01  0.863836E+01  0.106936E+02  0.367993E+02 -0.181079E+01 -0.692092E+01  0.187357E+02 -0.595868E+01 -0.757776E+01 -0.606664E+01  0.823794E+01  0.284352E+00  0.315727E-01  0.319998E-02  0.363184E-02  0.820006E-02 -0.116361E+03
  0.399379E+02 -0.127081E+01  0.335273E+01  0.863836E+01  0.106936E+02  0.368124E+02 -0.181079E+01 -0.463981E+01  0.187357E+02 -0.595868E+01 -0.757776E+01 -0.606664E+01  0.823794E+01  0.284943E+00  0.291591E-01  0.312373E-02  0.382940E-02  0.737155E-02 -0.115926E+03
  0.399379E+02 -0.127081E+01  0.335273E+01  0.447756E+01  0.115599E+02  0.368124E+02 -0.181079E+01 -0.488113E+01  0.187357E+02 -0.595868E+01 -0.757776E+01 -0.598370E+01  0.823794E+01  0.283715E+00  0.289515E-01  0.278978E-02  0.366333E-02  0.591851E-02 -0.114835E+03
  0.399379E+02 -0.415395E+00  0.209650E+01  0.447756E+01  0.396688E+01  0.372543E+02 -0.181079E+01 -0.488113E+01  0.187357E+02 -0.595868E+01 -0.757776E+01 -0.598370E+01  0.823794E+01  0.283173E+00  0.311380E-01  0.225130E-02  0.477318E-02  0.664590E-02 -0.112617E+03
  0.399379E+02 -0.589332E-01  0.209650E+01  0.447756E+01  0.396688E+01  0.384261E+02 -0.444149E+01 -0.488113E+01  0.187357E+02 -0.595868E+01 -0.757776E+01 -0.598370E+01  0.823794E+01  0.284385E+00  0.312675E-01  0.287136E-04  0.530169E-02  0.477859E-02 -0.113365E+03
  0.399379E+02 -0.589332E-01  0.209650E+01  0.336654E+01  0.211767E+01  0.382588E+02 -0.444149E+01 -0.488113E+01  0.186830E+02 -0.595868E+01 -0.757776E+01 -0.598370E+01  0.823794E+01  0.285515E+00  0.310905E-01  0.287136E-04  0.347543E-02  0.451412E-02 -0.113000E+03
  0.399520E+02 -0.523745E+00  0.161632E+01  0.299771E+01  0.439461E+01  0.382588E+02 -0.351240E+01 -0.692300E+01  0.186830E+02 -0.595868E+01 -0.757776E+01 -0.598370E+01  0.823794E+01  0.284527E+00  0.298176E-01  0.287136E-04  0.743526E-03  0.313981E-02 -0.111466E+03
  0.401340E+02 -0.523745E+00  0.161632E+01  0.299771E+01  0.717807E+01  0.388282E+02 -0.351240E+01 -0.692300E+01  0.186830E+02 -0.595868E+01 -0.757776E+01 -0.598370E+01  0.823794E+01  0.285823E+00  0.282709E-01  0.384558E-04  0.234516E-02  0.288781E-02 -0.112346E+03
  0.401340E+02 -0.108993E+01  0.161632E+01  0.299771E+01  0.336389E+01  0.388282E+02 -0.351240E+01 -0.692300E+01  0.186830E+02 -0.598276E+01 -0.757776E+01 -0.598370E+01  0.823794E+01  0.285782E+00  0.251322E-01  0.823707E-04  0.331712E-02  0.163040E-02 -0.110536E+03
  0.401340E+02 -0.108993E+01  0.161632E+01  0.555730E+01  0.336389E+01  0.388282E+02 -0.327449E+01 -0.692300E+01  0.186830E+02 -0.598276E+01 -0.757776E+01 -0.598370E+01  0.823794E+01  0.285782E+00  0.242660E-01  0.823707E-04  0.241362E-02  0.204853E-02 -0.110769E+03
  0.401340E+02 -0.108993E+01  0.161632E+01  0.606817E+01  0.336389E+01  0.388282E+02 -0.327449E+01 -0.692300E+01  0.186830E+02 -0.598276E+01 -0.757776E+01 -0.598370E+01  0.865750E+01  0.285809E+00  0.236635E-01  0.823707E-04  0.266901E-02  0.114131E-02 -0.113287E+03
  0.401340E+02 -0.108993E+01  0.161632E+01  0.483941E+01  0.336389E+01  0.388282E+02 -0.327449E+01 -0.692300E+01  0.186830E+02 -0.598276E+01 -0.757776E+01 -0.598370E+01  0.865750E+01  0.285847E+00  0.227461E-01  0.620089E-03  0.329713E-02  0.662062E-03 -0.112681E+03
  0.401340E+02 -0.108993E+01  0.735187E+00  0.483941E+01  0.336389E+01  0.382911E+02 -0.327449E+01 -0.692300E+01  0.186830E+02 -0.598276E+01 -0.757776E+01 -0.598370E+01  0.865750E+01  0.286466E+00  0.231786E-01  0.620089E-03  0.874993E-03  0.804117E-03 -0.113150E+03
  0.401340E+02 -0.108993E+01  0.735187E+00  0.546292E+01  0.499250E+00  0.382911E+02 -0.173370E+01 -0.978255E+01  0.186830E+02 -0.598276E+01 -0.757776E+01 -0.598370E+01  0.865750E+01  0.286324E+00  0.245571E-01  0.620089E-03  0.421871E-03  0.804117E-03 -0.115900E+03
  0.401340E+02 -0.108993E+01  0.735187E+00  0.546292E+01  0.734135E+01  0.382911E+02 -0.342692E+01 -0.978255E+01  0.186830E+02 -0.598276E+01 -0.757776E+01 -0.598370E+01  0.865750E+01  0.286558E+00  0.222488E-01  0.673467E-04  0.129698E-02  0.804117E-03 -0.116193E+03
  0.401340E+02 -0.108993E+01  0.735187E+00  0.546292E+01  0.734135E+01  0.408486E+02 -0.342692E+01 -0.978255E+01  0.186830E+02 -0.598276E+01 -0.757776E+01 -0.598370E+01  0.865750E+01  0.288210E+00  0.227672E-01  0.238335E-02  0.211792E-02  0.236206E-02 -0.117205E+03
  0.401340E+02 -0.108993E+01  0.735187E+00  0.546292E+01  0.734135E+01  0.408486E+02 -0.342692E+01 -0.978255E+01  0.186830E+02 -0.598276E+01 -0.757776E+01 -0.598370E+01  0.865750E+01  0.286843E+00  0.196112E-01  0.194641E-02  0.627022E-03  0.351476E-02 -0.116581E+03
  0.402056E+02 -0.298648E+01  0.735187E+00  0.215498E+01  0.734135E+01  0.408486E+02 -0.342692E+01 -0.978255E+01  0.186830E+02 -0.598276E+01 -0.757776E+01 -0.598370E+01  0.865750E+01  0.285678E+00  0.177899E-01  0.956320E-03  0.334225E-03  0.335836E-02 -0.116946E+03
  0.398586E+02 -0.298648E+01  0.312525E+01  0.215498E+01  0.432758E+01  0.408486E+02 -0.342692E+01 -0.111408E+02  0.186830E+02 -0.598276E+01 -0.757776E+01 -0.598370E+01  0.865750E+01  0.285678E+00  0.161310E-01  0.151970E-02  0.334225E-03  0.518875E-02 -0.115393E+03
  0.398586E+02 -0.298648E+01  0.312525E+01  0.256314E+01  0.432758E+01  0.408486E+02 -0.342692E+01 -0.111408E+02  0.186830E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.865750E+01  0.286781E+00  0.142051E-01  0.241914E-02  0.334225E-03  0.683888E-02 -0.117180E+03
  0.398586E+02 -0.298648E+01  0.312525E+01  0.256314E+01  0.432758E+01  0.408486E+02 -0.342692E+01 -0.111408E+02  0.186830E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.865750E+01  0.288141E+00  0.150193E-01  0.427496E-02  0.120091E-02  0.682677E-02 -0.117746E+03
  0.403405E+02 -0.266637E+01  0.312525E+01  0.256314E+01  0.432758E+01  0.410386E+02 -0.342692E+01 -0.111408E+02  0.186830E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.865750E+01  0.288141E+00  0.131017E-01  0.438859E-02  0.123027E-02  0.484686E-02 -0.117382E+03
  0.403405E+02 -0.266637E+01  0.160846E+01  0.219805E+01  0.432758E+01  0.386247E+02 -0.559899E+00 -0.111408E+02  0.185782E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.865750E+01  0.288519E+00  0.135712E-01  0.595804E-02  0.123027E-02  0.370588E-02 -0.113231E+03
  0.403405E+02 -0.266637E+01  0.160846E+01  0.219805E+01  0.432758E+01  0.386247E+02 -0.559899E+00 -0.111408E+02  0.185782E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.865750E+01  0.287084E+00  0.130565E-01  0.680425E-02  0.152161E-02  0.308848E-02 -0.112966E+03
  0.403405E+02 -0.266637E+01  0.160846E+01  0.238375E+01  0.432758E+01  0.383615E+02 -0.559899E+00 -0.111408E+02  0.185782E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.865750E+01  0.287126E+00  0.116080E-01  0.782104E-02  0.143101E-02  0.311491E-02 -0.112734E+03
  0.399526E+02 -0.266637E+01  0.160846E+01  0.153596E+01  0.432758E+01  0.383615E+02 -0.559899E+00 -0.111408E+02  0.184880E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.865750E+01  0.286757E+00  0.130794E-01  0.655608E-02  0.126843E-02  0.332713E-02 -0.110714E+03
  0.399526E+02 -0.319327E+01  0.160846E+01  0.153596E+01  0.432758E+01  0.394324E+02 -0.559899E+00 -0.111408E+02  0.184880E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.865750E+01  0.285253E+00  0.102759E-01  0.580592E-02  0.126843E-02  0.660894E-02 -0.112258E+03
  0.398643E+02 -0.274998E+01  0.160846E+01  0.153596E+01  0.432758E+01  0.394464E+02 -0.559899E+00 -0.111408E+02  0.184880E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.859749E+01  0.286286E+00  0.952499E-02  0.635804E-02  0.310981E-02  0.875166E-02 -0.111896E+03
  0.395673E+02 -0.274998E+01  0.160846E+01  0.153596E+01  0.312229E+01  0.394464E+02 -0.559899E+00 -0.111408E+02  0.184880E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.859749E+01  0.284520E+00  0.940639E-02  0.785105E-02  0.446249E-02  0.101826E-01 -0.112413E+03
  0.395673E+02 -0.274998E+01  0.160846E+01  0.171490E+01  0.312229E+01  0.387959E+02  0.145304E+01 -0.111408E+02  0.184880E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.859749E+01  0.281668E+00  0.111167E-01  0.749768E-02  0.419347E-02  0.115320E-01 -0.112620E+03
  0.392987E+02 -0.274998E+01  0.160846E+01  0.172038E+01  0.304446E+01  0.387959E+02 -0.139673E+01 -0.111408E+02  0.184880E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.859749E+01  0.284014E+00  0.936864E-02  0.800093E-02  0.594053E-02  0.110447E-01 -0.112382E+03
  0.387138E+02 -0.274998E+01 -0.805054E+00  0.172038E+01  0.304446E+01  0.391080E+02 -0.139673E+01 -0.111408E+02  0.184880E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.859749E+01  0.282644E+00  0.944501E-02  0.854756E-02  0.703420E-02  0.911139E-02 -0.116177E+03
  0.388892E+02 -0.274998E+01 -0.366726E+00  0.172038E+01  0.410972E+01  0.391080E+02 -0.139673E+01 -0.810666E+01  0.184880E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.859749E+01  0.283820E+00  0.114568E-01  0.104824E-01  0.774828E-02  0.926185E-02 -0.115404E+03
  0.388892E+02 -0.274998E+01  0.550529E+00  0.346705E+01  0.275062E+01  0.375722E+02 -0.139673E+01 -0.810666E+01  0.184880E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.859749E+01  0.281385E+00  0.146868E-01  0.899429E-02  0.556348E-02  0.875933E-02 -0.112590E+03
  0.388892E+02 -0.274998E+01  0.550529E+00  0.346705E+01  0.275062E+01  0.375722E+02 -0.139673E+01 -0.700768E+01  0.184880E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.859749E+01  0.280396E+00  0.152976E-01  0.871960E-02  0.768496E-02  0.877772E-02 -0.112711E+03
  0.390496E+02 -0.274998E+01  0.550529E+00  0.346705E+01  0.595860E+01  0.375722E+02 -0.255159E+01 -0.700768E+01  0.184880E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.859749E+01  0.280253E+00  0.188432E-01  0.925805E-02  0.684781E-02  0.774748E-02 -0.112455E+03
  0.390496E+02 -0.274998E+01  0.243151E+01  0.346705E+01  0.595860E+01  0.375722E+02 -0.255159E+01 -0.700768E+01  0.184880E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.859749E+01  0.279966E+00  0.172209E-01  0.915442E-02  0.815535E-02  0.668769E-02 -0.111431E+03
  0.390496E+02 -0.274998E+01  0.243151E+01  0.346705E+01  0.595860E+01  0.375722E+02 -0.255159E+01 -0.700768E+01  0.184880E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.859749E+01  0.278579E+00  0.162962E-01  0.935233E-02  0.892856E-02  0.441077E-02 -0.111035E+03
  0.390496E+02 -0.125433E+01  0.243151E+01  0.346705E+01  0.455021E+01  0.375722E+02 -0.255159E+01 -0.598403E+01  0.184880E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.859749E+01  0.278875E+00  0.162962E-01  0.103787E-01  0.694384E-02  0.279434E-02 -0.110068E+03
  0.390496E+02 -0.125433E+01  0.243151E+01  0.346705E+01  0.455021E+01  0.375722E+02 -0.255159E+01 -0.598403E+01  0.184880E+02 -0.598276E+01 -0.757776E+01 -0.578675E+01  0.859749E+01  0.276261E+00  0.165997E-01  0.101887E-01  0.632206E-02  0.298399E-02 -0.109743E+03
