Kmin_a0        Kmin_a1        Kmin_a2        Kmin_a3        Kmin_a4        Kmin_a5        Kmin_a6        Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.306248E+02  -0.156780E+01  -0.471741E+01   0.652122E+01   0.846689E+01   0.330138E+01   0.698720E+00   0.290777E-01   0.141633E-01   0.181418E-02   0.401975E-01   0.370125E-02  -0.852720E+03   0.124331E+02   0.000000E+00  -0.865153E+03   0.173031E+04
   0.295684E+02   0.237393E-01  -0.434244E+01   0.652122E+01   0.697004E+01   0.626459E+01  -0.230773E+00   0.138518E-01   0.151529E-02   0.354156E-02   0.103751E-01   0.248250E-02  -0.846554E+03   0.166292E+02   0.000000E+00  -0.863183E+03   0.172637E+04
   0.304054E+02   0.237393E-01  -0.434244E+01   0.667312E+01   0.901729E+01   0.236291E+01  -0.216478E+01   0.912171E-02   0.151529E-02   0.582784E-03   0.626528E-02   0.243413E-01  -0.848071E+03   0.151502E+02   0.000000E+00  -0.863221E+03   0.172644E+04
   0.307472E+02  -0.624764E+00  -0.664594E+01   0.548361E+01   0.123323E+02   0.301182E+01   0.290178E+01   0.113906E-01   0.185529E-01   0.582784E-03   0.121614E-01   0.108399E-02  -0.854634E+03   0.151826E+02   0.000000E+00  -0.869817E+03   0.173963E+04
   0.299226E+02  -0.287541E+00  -0.708821E+01   0.663688E+01   0.105476E+02   0.312189E+01  -0.152443E+01   0.848064E-02   0.177023E-01   0.320098E-02   0.117563E-01   0.300863E-02  -0.850917E+03   0.148539E+02   0.000000E+00  -0.865771E+03   0.173154E+04
   0.299226E+02   0.114743E+01  -0.428524E+01   0.693445E+01   0.735113E+01   0.524950E+01  -0.200489E+01   0.921241E-02   0.104831E-02   0.238720E-01   0.102362E-02   0.300863E-02  -0.847750E+03   0.155254E+02   0.000000E+00  -0.863275E+03   0.172655E+04
   0.299226E+02   0.117612E+01  -0.403750E+01   0.702293E+01   0.887809E+01   0.587666E+01   0.839261E+00   0.126952E-01   0.175376E-01   0.257674E-01   0.154506E-01   0.240118E-01  -0.852573E+03   0.101439E+02   0.000000E+00  -0.862717E+03   0.172543E+04
   0.296921E+02  -0.838314E+00  -0.430096E+01   0.676248E+01   0.641149E+01   0.308947E+01  -0.626222E+00   0.203590E-01   0.580525E-02   0.177465E-01   0.197936E-02   0.791008E-02  -0.849137E+03   0.150766E+02   0.000000E+00  -0.864214E+03   0.172843E+04
   0.299443E+02   0.109742E+00  -0.484349E+01   0.762579E+01   0.870979E+01   0.385715E+01  -0.534546E+00   0.932651E-02   0.794822E-02   0.819244E-02   0.197936E-02   0.930276E-02  -0.845887E+03   0.156784E+02   0.000000E+00  -0.861565E+03   0.172313E+04
   0.299443E+02  -0.804684E+00  -0.274403E+01   0.528596E+01   0.785461E+01   0.501879E+01   0.125061E+01   0.953948E-02   0.185082E-01   0.922403E-02   0.464337E-02   0.170745E-01  -0.852410E+03   0.134757E+02   0.000000E+00  -0.865886E+03   0.173177E+04
   0.301983E+02   0.910233E+00  -0.332735E+01   0.793905E+01   0.758667E+01   0.372679E+01   0.182535E+01   0.991812E-02   0.338874E-01   0.674333E-02   0.428450E-03   0.388841E-02  -0.850897E+03   0.139259E+02   0.000000E+00  -0.864823E+03   0.172965E+04
   0.301983E+02   0.166757E+01  -0.332735E+01   0.719859E+01   0.116830E+02   0.341400E+01   0.327911E+00   0.169898E-01   0.820655E-02   0.169569E-01   0.565097E-02   0.144561E-02  -0.851367E+03   0.151947E+02   0.000000E+00  -0.866562E+03   0.173312E+04
   0.301805E+02  -0.201891E+00  -0.756348E+01   0.591889E+01   0.923328E+01   0.365170E+01  -0.310246E+00   0.199795E-02   0.665225E-02   0.730176E-02   0.693375E-02   0.170557E-01  -0.850345E+03   0.146263E+02   0.000000E+00  -0.864971E+03   0.172994E+04
   0.300555E+02  -0.619585E+00  -0.634918E+01   0.767178E+01   0.662737E+01   0.381746E+01  -0.690138E+00   0.131312E-01   0.190212E-01   0.135624E-01   0.251016E-01   0.312509E-02  -0.851642E+03   0.123397E+02   0.000000E+00  -0.863982E+03   0.172796E+04
   0.304713E+02  -0.508225E+00  -0.509831E+01   0.385940E+01   0.886838E+01   0.525028E+01  -0.276781E+01   0.211377E-01   0.213442E-01   0.454060E-02   0.498820E-03   0.158449E-02  -0.849887E+03   0.156239E+02   0.000000E+00  -0.865511E+03   0.173102E+04
   0.306864E+02  -0.564220E+00  -0.598074E+01   0.582005E+01   0.121919E+02   0.424604E+01  -0.284744E+00   0.840684E-02   0.127893E-01   0.599170E-02   0.640841E-02   0.805144E-02  -0.850370E+03   0.150966E+02   0.000000E+00  -0.865467E+03   0.173093E+04
   0.304659E+02  -0.332525E+00  -0.573833E+01   0.769438E+01   0.101783E+02   0.395841E+01   0.234957E+01   0.120123E-01   0.962923E-02   0.148686E-02   0.228616E-01   0.193262E-01  -0.850491E+03   0.130903E+02   0.000000E+00  -0.863581E+03   0.172716E+04
   0.297853E+02   0.218271E+00  -0.581905E+01   0.666915E+01   0.803578E+01   0.489292E+01  -0.744014E+00   0.104741E-01   0.757657E-02   0.472667E-02   0.523123E-02   0.385979E-02  -0.845896E+03   0.162813E+02   0.000000E+00  -0.862177E+03   0.172435E+04
   0.297853E+02   0.143481E+01  -0.475068E+01   0.666915E+01   0.929467E+01   0.380274E+01  -0.158760E+01   0.228930E-04   0.131266E-01   0.208708E-02   0.478967E-03   0.354985E-02  -0.846655E+03   0.164964E+02   0.000000E+00  -0.863151E+03   0.172630E+04
   0.303251E+02   0.603370E+00  -0.435885E+01   0.743218E+01   0.115363E+02   0.156593E+01   0.941185E+00   0.562559E-02   0.183212E-01   0.308986E-01   0.145792E-01   0.142500E-01  -0.855152E+03   0.106158E+02   0.000000E+00  -0.865768E+03   0.173154E+04
   0.304214E+02   0.134795E+01  -0.577705E+01   0.468503E+01   0.125200E+02   0.717548E+01  -0.747542E+00   0.123792E-01   0.673720E-02   0.973082E-02   0.734238E-02   0.548967E-02  -0.851119E+03   0.154907E+02   0.000000E+00  -0.866610E+03   0.173322E+04
   0.303677E+02   0.115612E+01  -0.436998E+01   0.612826E+01   0.996066E+01   0.800568E+01  -0.368485E+00   0.843543E-02   0.752753E-02   0.162878E-01   0.674857E-02   0.332456E-02  -0.848391E+03   0.150318E+02   0.000000E+00  -0.863423E+03   0.172685E+04
   0.302136E+02   0.523961E+00  -0.436998E+01   0.611049E+01   0.866566E+01   0.309823E+01  -0.376862E+01   0.124396E-01   0.253906E-02   0.360435E-02   0.224974E-02   0.425541E-02  -0.846558E+03   0.171558E+02   0.000000E+00  -0.863714E+03   0.172743E+04
   0.298783E+02  -0.130871E+00  -0.439983E+01   0.635109E+01   0.103183E+02   0.317499E+01   0.146998E+01   0.144485E-01   0.954801E-02   0.632059E-02   0.263584E-01   0.731366E-02  -0.850446E+03   0.134666E+02   0.000000E+00  -0.863913E+03   0.172783E+04
   0.299535E+02  -0.249585E-01  -0.522382E+01   0.749426E+01   0.766593E+01   0.369722E+01  -0.160804E+01   0.101528E-02   0.140578E-01   0.471999E-02   0.121967E-02   0.199919E-01  -0.847549E+03   0.144217E+02   0.000000E+00  -0.861971E+03   0.172394E+04
   0.301730E+02  -0.249585E-01  -0.467596E+01   0.926116E+01   0.103803E+02   0.253617E+01  -0.628724E+00   0.239762E-01   0.131785E-01   0.182793E-03   0.174935E-02   0.120019E-01  -0.852190E+03   0.157094E+02   0.000000E+00  -0.867899E+03   0.173580E+04
   0.306215E+02  -0.249585E-01  -0.415256E+01   0.775104E+01   0.861536E+01   0.348004E+01  -0.697096E+00   0.188354E-01   0.143662E-01   0.322465E-02   0.782180E-04   0.492384E-02  -0.846134E+03   0.161614E+02   0.000000E+00  -0.862295E+03   0.172459E+04
   0.291652E+02   0.261895E+00  -0.560065E+01   0.615169E+01   0.895401E+01   0.639865E+01   0.161912E+00   0.978365E-02   0.257894E-01   0.141343E-01   0.534114E-02   0.184235E-02  -0.852011E+03   0.137100E+02   0.000000E+00  -0.865721E+03   0.173144E+04
   0.306274E+02   0.467718E+00  -0.381391E+01   0.528283E+01   0.697291E+01   0.696141E+01  -0.198806E+01   0.130571E-02   0.179320E-01   0.110156E-01   0.290206E-02   0.233661E-02  -0.853312E+03   0.150021E+02   0.000000E+00  -0.868314E+03   0.173663E+04
   0.308684E+02  -0.841664E+00  -0.608841E+01   0.616609E+01   0.999108E+01   0.423085E+01  -0.530251E+00   0.151164E-01   0.671904E-02   0.295456E-01   0.883895E-03   0.653758E-02  -0.849802E+03   0.140521E+02   0.000000E+00  -0.863854E+03   0.172771E+04
   0.303152E+02  -0.694613E+00  -0.516474E+01   0.597252E+01   0.832364E+01   0.333041E+01  -0.225211E+01   0.269382E-01   0.222907E-01   0.128842E-01   0.186543E-02   0.589657E-02  -0.849866E+03   0.141270E+02   0.000000E+00  -0.863993E+03   0.172799E+04
   0.304847E+02   0.113948E+01  -0.493355E+01   0.790884E+01   0.937126E+01   0.414554E+01  -0.576702E+00   0.155961E-01   0.319386E-02   0.753231E-02   0.402465E-02   0.461007E-03  -0.846017E+03   0.168995E+02   0.000000E+00  -0.862916E+03   0.172583E+04
   0.299783E+02   0.124247E+01  -0.324178E+01   0.693950E+01   0.595781E+01   0.437846E+01  -0.216871E+01   0.712693E-02   0.793409E-02   0.598396E-02   0.140090E-02   0.461007E-03  -0.849951E+03   0.168427E+02   0.000000E+00  -0.866794E+03   0.173359E+04
   0.304292E+02  -0.126071E+01  -0.411733E+01   0.699019E+01   0.648745E+01   0.323402E+01  -0.119291E+01   0.142132E-02   0.963781E-03   0.911584E-03   0.204205E-01   0.257266E-02  -0.849602E+03   0.159338E+02   0.000000E+00  -0.865536E+03   0.173107E+04
   0.295645E+02   0.870793E+00  -0.543984E+01   0.678368E+01   0.845329E+01   0.842991E+01   0.254232E+01   0.216049E-02   0.458862E-04   0.173314E-01   0.109413E-01   0.123495E-02  -0.850369E+03   0.154653E+02   0.000000E+00  -0.865834E+03   0.173167E+04
   0.299254E+02  -0.454236E+00  -0.344630E+01   0.565975E+01   0.909907E+01   0.449340E+01  -0.951229E+00   0.894438E-02   0.924602E-03   0.477644E-02   0.121542E-01   0.138902E-01  -0.848322E+03   0.152461E+02   0.000000E+00  -0.863568E+03   0.172714E+04
   0.299030E+02   0.553084E+00  -0.365742E+01   0.879379E+01   0.909907E+01   0.407550E+01   0.169744E+01   0.160875E-01   0.866440E-04   0.521726E-03   0.544947E-02   0.753689E-03  -0.846281E+03   0.177395E+02   0.000000E+00  -0.864021E+03   0.172804E+04
   0.300518E+02  -0.571611E+00  -0.451096E+01   0.749752E+01   0.747146E+01   0.657028E+01  -0.768879E+00   0.222040E-01   0.743894E-03   0.628029E-02   0.474559E-02   0.288683E-01  -0.849994E+03   0.143569E+02   0.000000E+00  -0.864351E+03   0.172870E+04
   0.313195E+02   0.248013E+00  -0.407918E+01   0.896263E+01   0.105173E+02   0.481375E+01  -0.329224E+01   0.700370E-02   0.150202E-02   0.162706E-01   0.353430E-02   0.131307E-02  -0.850307E+03   0.161587E+02   0.000000E+00  -0.866466E+03   0.173293E+04
   0.302379E+02   0.766516E+00  -0.376979E+01   0.761213E+01   0.101266E+02   0.656649E+01   0.292587E+01   0.159879E-01   0.158705E-01   0.451192E-02   0.717983E-03   0.110364E-01  -0.849475E+03   0.152070E+02   0.000000E+00  -0.864682E+03   0.172936E+04
   0.302304E+02   0.766516E+00  -0.596751E+01   0.603381E+01   0.937740E+01   0.579514E+01   0.423961E+00   0.671144E-02   0.617536E-02   0.589982E-02   0.129284E-01   0.191537E-02  -0.847259E+03   0.157288E+02   0.000000E+00  -0.862988E+03   0.172598E+04
   0.301968E+02   0.185686E+01  -0.439869E+01   0.783573E+01   0.962312E+01   0.670077E+01  -0.104766E+01   0.272538E-02   0.184088E-01   0.193619E-02   0.863454E-02   0.177413E-01  -0.849826E+03   0.137486E+02   0.000000E+00  -0.863575E+03   0.172715E+04
   0.299316E+02   0.367994E+00  -0.597911E+01   0.869741E+01   0.764011E+01   0.743599E+01   0.139308E+01   0.787744E-02   0.645521E-02   0.168351E-02   0.894600E-02   0.287422E-02  -0.848977E+03   0.164248E+02   0.000000E+00  -0.865402E+03   0.173080E+04
   0.299316E+02  -0.888013E+00  -0.372803E+01   0.637090E+01   0.764011E+01   0.486177E+01   0.460843E+00   0.326139E-02   0.100289E-01   0.568085E-02   0.140877E-02   0.287422E-02  -0.847054E+03   0.164214E+02   0.000000E+00  -0.863475E+03   0.172695E+04
   0.299316E+02   0.187653E+00  -0.681732E+01   0.537171E+01   0.101031E+02   0.623533E+01  -0.241725E+01   0.167299E-01   0.128025E-01   0.139381E-03   0.140877E-02   0.155457E-01  -0.849992E+03   0.154310E+02   0.000000E+00  -0.865423E+03   0.173085E+04
   0.300894E+02   0.835664E+00  -0.531010E+01   0.796012E+01   0.104149E+02   0.549468E+01  -0.599702E+00   0.103512E-01   0.990373E-02   0.328897E-02   0.451874E-03   0.241698E-02  -0.846076E+03   0.168145E+02   0.000000E+00  -0.862891E+03   0.172578E+04
   0.303121E+02   0.720539E+00  -0.418870E+01   0.695968E+01   0.108722E+02   0.596154E+01  -0.237796E+01   0.938788E-03   0.876187E-02   0.733455E-02   0.107784E-01   0.258021E-01  -0.849926E+03   0.131530E+02   0.000000E+00  -0.863079E+03   0.172616E+04
   0.304410E+02   0.250662E+00  -0.532142E+01   0.919143E+01   0.900631E+01   0.185001E+01  -0.124611E+01   0.224465E-02   0.109804E-03   0.457176E-01   0.155839E-01   0.306173E-02  -0.851805E+03   0.119734E+02   0.000000E+00  -0.863778E+03   0.172756E+04
   0.300352E+02   0.894352E+00  -0.427586E+01   0.726514E+01   0.944505E+01   0.384795E+01  -0.111074E+01   0.115084E-01   0.109804E-03   0.227624E-01   0.312642E-01   0.516388E-02  -0.849557E+03   0.124907E+02   0.000000E+00  -0.862048E+03   0.172410E+04
   0.303282E+02   0.590571E-01  -0.556951E+01   0.812037E+01   0.103104E+02   0.733013E+01  -0.127381E+00   0.497664E-02   0.176127E-02   0.138882E-01   0.256460E-01   0.250592E-03  -0.849798E+03   0.142661E+02   0.000000E+00  -0.864064E+03   0.172813E+04
   0.303384E+02   0.134933E+00  -0.471355E+01   0.812037E+01   0.116302E+02   0.530978E+01   0.116268E+00   0.636887E-02   0.124620E-01   0.366427E-01   0.159919E-02   0.337152E-01  -0.854822E+03   0.997877E+01   0.000000E+00  -0.864801E+03   0.172960E+04
   0.299382E+02   0.205606E+00  -0.471355E+01   0.972078E+01   0.645950E+01   0.540020E+01   0.116268E+00   0.210220E-01   0.742813E-02   0.877226E-02   0.159919E-02   0.156188E-01  -0.851424E+03   0.150788E+02   0.000000E+00  -0.866503E+03   0.173301E+04
   0.299382E+02  -0.156632E+00  -0.706670E+01   0.667362E+01   0.833345E+01   0.519159E+01  -0.113545E+01   0.161733E-01   0.134106E-01   0.383626E-01   0.159919E-02   0.772210E-02  -0.852177E+03   0.123112E+02   0.000000E+00  -0.864488E+03   0.172898E+04
   0.301251E+02  -0.144277E+00  -0.553335E+01   0.694122E+01   0.112513E+02   0.109947E+01  -0.342310E+01   0.552823E-02   0.363489E-02   0.137332E-01   0.815331E-02   0.225119E-01  -0.854326E+03   0.136174E+02   0.000000E+00  -0.867943E+03   0.173589E+04
   0.309163E+02  -0.484516E+00  -0.631411E+01   0.694122E+01   0.118339E+02   0.860419E+01   0.180457E+01   0.246112E-01   0.609180E-02   0.168527E-02   0.381976E-02   0.260662E-01  -0.856519E+03   0.146544E+02   0.000000E+00  -0.871173E+03   0.174235E+04
   0.300071E+02   0.291166E+00  -0.560335E+01   0.543136E+01   0.915410E+01   0.281515E+01  -0.800954E+00   0.107207E-01   0.123368E-01   0.176537E-01   0.560219E-02   0.681118E-02  -0.849510E+03   0.141803E+02   0.000000E+00  -0.863690E+03   0.172738E+04
   0.298702E+02   0.315692E+00  -0.570007E+01   0.578506E+01   0.946500E+01   0.452762E+01  -0.112364E+01   0.195644E-01   0.405034E-02   0.819630E-02   0.129777E-01   0.163721E-02  -0.847544E+03   0.157345E+02   0.000000E+00  -0.863279E+03   0.172656E+04
   0.301571E+02   0.298012E+00  -0.595295E+01   0.687650E+01   0.948010E+01   0.406002E+01   0.106098E+01   0.119296E-01   0.180846E-01   0.140390E-01   0.122225E-01   0.460080E-02  -0.849104E+03   0.135260E+02   0.000000E+00  -0.862630E+03   0.172526E+04
   0.296251E+02  -0.221204E+00  -0.595295E+01   0.650657E+01   0.745121E+01   0.323670E+01  -0.121662E+00   0.115479E-01   0.648242E-02   0.388426E-03   0.156101E-01   0.218145E-01  -0.849583E+03   0.139911E+02   0.000000E+00  -0.863574E+03   0.172715E+04
   0.300253E+02   0.469030E+00  -0.582433E+01   0.755775E+01   0.790997E+01   0.344751E+01  -0.147793E+01   0.220793E-01   0.237286E-02   0.435196E-02   0.787090E-03   0.173196E-02  -0.846618E+03   0.174963E+02   0.000000E+00  -0.864114E+03   0.172823E+04
   0.300253E+02   0.386335E-01  -0.245597E+01   0.952483E+01   0.599103E+01   0.230166E+01   0.126910E+01   0.243636E-01   0.147836E-01   0.971781E-03   0.787090E-03   0.279142E-02  -0.850570E+03   0.164873E+02   0.000000E+00  -0.867057E+03   0.173411E+04
   0.302396E+02   0.988311E+00  -0.354906E+01   0.715217E+01   0.934999E+01   0.668601E+01   0.132453E+01   0.151793E-01   0.105400E-01   0.467285E-02   0.130159E-02   0.148838E-01  -0.848116E+03   0.152809E+02   0.000000E+00  -0.863397E+03   0.172679E+04
   0.312525E+02  -0.165376E+00  -0.552113E+01   0.771535E+01   0.117706E+02   0.354651E+01   0.644410E+00   0.147200E-01   0.362913E-02   0.612378E-02   0.135815E-01   0.148838E-01  -0.850796E+03   0.145989E+02   0.000000E+00  -0.865395E+03   0.173079E+04
   0.306115E+02   0.748306E+00  -0.552113E+01   0.628411E+01   0.886756E+01   0.658165E+01   0.211657E+00   0.302872E-01   0.903233E-02   0.631817E-02   0.220454E-02   0.172873E-02  -0.850150E+03   0.164923E+02   0.000000E+00  -0.866642E+03   0.173328E+04
   0.305173E+02  -0.229388E+01  -0.552113E+01   0.644219E+01   0.846060E+01   0.214229E+01  -0.336681E+01   0.171055E-01   0.345740E-02   0.548084E-02   0.101990E-01   0.610183E-03  -0.852638E+03   0.164459E+02   0.000000E+00  -0.869084E+03   0.173817E+04
   0.305173E+02   0.694117E+00  -0.584552E+01   0.362136E+01   0.100668E+02   0.387146E+01  -0.453169E+00   0.259907E-01   0.282266E-02   0.125864E-01   0.161875E-02   0.681919E-03  -0.852212E+03   0.166497E+02   0.000000E+00  -0.868862E+03   0.173772E+04
   0.305055E+02   0.440381E+00  -0.584552E+01   0.750142E+01   0.956482E+01   0.443136E+01  -0.865605E+00   0.127434E-01   0.240665E-03   0.222749E-01   0.841861E-02   0.382803E-02  -0.846974E+03   0.149445E+02   0.000000E+00  -0.861918E+03   0.172384E+04
   0.305055E+02   0.554616E+00  -0.442775E+01   0.769782E+01   0.956482E+01   0.372936E+01   0.106770E+01   0.290819E-02   0.342295E-02   0.479291E-01   0.430290E-02   0.449395E-02  -0.850301E+03   0.124058E+02   0.000000E+00  -0.862707E+03   0.172541E+04
   0.305055E+02  -0.296189E+00  -0.304327E+01   0.667252E+01   0.942955E+01   0.584217E+01  -0.101397E+00   0.460874E-02   0.132000E-01   0.939266E-02   0.742458E-02   0.156023E-01  -0.850032E+03   0.138587E+02   0.000000E+00  -0.863891E+03   0.172778E+04
   0.305555E+02  -0.228752E+00  -0.490478E+01   0.859822E+01   0.743316E+01   0.336052E+01  -0.137833E+00   0.259679E-01   0.650078E-02   0.162951E-02   0.336019E-02   0.721054E-02  -0.847352E+03   0.165506E+02   0.000000E+00  -0.863903E+03   0.172781E+04
   0.304662E+02   0.107744E-01  -0.431926E+01   0.611205E+01   0.793004E+01   0.574085E+01  -0.577596E+00   0.203578E-01   0.352447E-02   0.216743E-01   0.150220E-01   0.110371E-01  -0.849523E+03   0.132949E+02   0.000000E+00  -0.862818E+03   0.172564E+04
   0.312846E+02  -0.172872E+01  -0.507017E+01   0.743214E+01   0.841724E+01   0.727807E+01  -0.222100E+01   0.185277E-01   0.656078E-02   0.620687E-01   0.305427E-02   0.601136E-02  -0.856948E+03   0.106512E+02   0.000000E+00  -0.867599E+03   0.173520E+04
   0.298396E+02  -0.723036E+00  -0.589618E+01   0.372304E+01   0.790412E+01   0.574997E+01   0.210953E+01   0.136034E-01   0.105635E-01   0.454655E-01   0.175730E-02   0.199677E-01  -0.857957E+03   0.106453E+02   0.000000E+00  -0.868602E+03   0.173720E+04
   0.312407E+02  -0.601635E+00  -0.678493E+01   0.829846E+01   0.843245E+01   0.554345E+01  -0.213726E+01   0.136491E-01   0.479579E-02   0.455662E-01   0.534611E-02   0.205576E-01  -0.854653E+03   0.107941E+02   0.000000E+00  -0.865447E+03   0.173089E+04
   0.314092E+02   0.719051E+00  -0.505247E+01   0.699188E+01   0.142170E+02   0.894790E+00  -0.484762E+01   0.568815E-02   0.638116E-02   0.213551E-02   0.356626E-02   0.125920E-01  -0.859000E+03   0.159532E+02   0.000000E+00  -0.874953E+03   0.174991E+04
   0.303665E+02  -0.662279E-01  -0.544220E+01   0.884307E+01   0.910650E+01   0.367789E+00   0.995673E+00   0.187774E-01   0.125802E-01   0.225330E-03   0.650442E-02   0.372099E-02  -0.849806E+03   0.161176E+02   0.000000E+00  -0.865924E+03   0.173185E+04
   0.304840E+02  -0.336547E-03  -0.385626E+01   0.619429E+01   0.977626E+01   0.369307E+01   0.700479E+00   0.116710E-01   0.382665E-02   0.225330E-03   0.254768E-03   0.334555E-01  -0.848749E+03   0.146445E+02   0.000000E+00  -0.863393E+03   0.172679E+04
   0.303765E+02  -0.310241E+00  -0.266832E+01   0.738916E+01   0.883490E+01   0.299229E+01  -0.189656E+01   0.214295E-01   0.500169E-02   0.495037E-01   0.167098E-01   0.115629E-01  -0.854278E+03   0.101429E+02   0.000000E+00  -0.864421E+03   0.172884E+04
   0.299787E+02  -0.998803E-01  -0.324259E+01   0.750402E+01   0.821145E+01   0.477051E+01   0.273854E+01   0.137567E-01   0.258858E-01   0.208742E-02   0.270603E-01   0.173178E-01  -0.852381E+03   0.111855E+02   0.000000E+00  -0.863567E+03   0.172713E+04
   0.305622E+02  -0.998803E-01  -0.389556E+01   0.654693E+01   0.821145E+01   0.621679E+01   0.219253E+01   0.169251E-01   0.444414E-02   0.277406E-01   0.789161E-02   0.329928E-02  -0.850278E+03   0.140831E+02   0.000000E+00  -0.864361E+03   0.172872E+04
   0.305818E+02  -0.676635E+00  -0.378832E+01   0.797004E+01   0.676657E+01   0.414851E+01  -0.298184E+01   0.610332E-02   0.106301E-01   0.290736E-02   0.629111E-02   0.731347E-02  -0.849358E+03   0.157065E+02   0.000000E+00  -0.865064E+03   0.173013E+04
   0.298531E+02   0.123837E+01  -0.287591E+01   0.898698E+01   0.102283E+02   0.657156E+01   0.189976E+01   0.315823E-02   0.242656E-01   0.491842E-02   0.977277E-03   0.731347E-02  -0.851726E+03   0.146732E+02   0.000000E+00  -0.866399E+03   0.173280E+04
   0.302670E+02   0.283127E+00  -0.362317E+01   0.848723E+01   0.101689E+02   0.466362E+01   0.227511E+01   0.134114E-01   0.111632E-01   0.202914E-02   0.154054E-01   0.139340E-03  -0.848340E+03   0.155470E+02   0.000000E+00  -0.863887E+03   0.172777E+04
   0.302670E+02   0.203766E+00  -0.510869E+01   0.634116E+01   0.102992E+02   0.553149E+01   0.807579E-02   0.977541E-02   0.176406E-01   0.126861E-01   0.349733E-02   0.105052E-01  -0.847772E+03   0.139878E+02   0.000000E+00  -0.861760E+03   0.172352E+04
   0.303324E+02   0.203766E+00  -0.490092E+01   0.758598E+01   0.947441E+01   0.687615E+01   0.182814E+01   0.813922E-03   0.663112E-02   0.127214E-02   0.404276E-02   0.248155E-01  -0.847643E+03   0.147445E+02   0.000000E+00  -0.862388E+03   0.172478E+04
   0.305525E+02  -0.698410E+00  -0.538033E+01   0.632879E+01   0.941433E+01   0.211675E+01   0.403511E+00   0.172573E-01   0.401110E-02   0.107205E-01   0.182548E-01   0.221965E-01  -0.851081E+03   0.129024E+02   0.000000E+00  -0.863983E+03   0.172797E+04
   0.300429E+02   0.116902E+01  -0.395033E+01   0.390207E+01   0.100565E+02   0.732099E+01  -0.142714E+01   0.229805E-01   0.614175E-02   0.101817E-01   0.331618E-01   0.269740E-01  -0.855818E+03   0.107748E+02   0.000000E+00  -0.866593E+03   0.173319E+04
   0.292951E+02   0.104245E+01  -0.539578E+01   0.628968E+01   0.988062E+01   0.329637E+01  -0.860905E+00   0.727532E-02   0.861646E-02   0.134030E-02   0.233252E-01   0.798179E-02  -0.850976E+03   0.142943E+02   0.000000E+00  -0.865270E+03   0.173054E+04
   0.304311E+02  -0.113794E+01  -0.539578E+01   0.683113E+01   0.635897E+01   0.421803E+01   0.225369E+01   0.157858E-01   0.809026E-02   0.762488E-02   0.152223E-01   0.421691E-02  -0.850982E+03   0.149052E+02   0.000000E+00  -0.865887E+03   0.173177E+04
   0.300102E+02  -0.109542E+01  -0.602404E+01   0.713598E+01   0.863737E+01   0.438403E+01   0.272512E+01   0.105459E-01   0.177320E-01   0.590907E-02   0.131082E-02   0.421691E-02  -0.849282E+03   0.155038E+02   0.000000E+00  -0.864786E+03   0.172957E+04
   0.302596E+02   0.144171E+00  -0.510884E+01   0.683811E+01   0.808462E+01   0.563596E+01   0.334380E-01   0.766892E-02   0.227276E-01   0.121312E-01   0.361095E-02   0.862648E-03  -0.847185E+03   0.144874E+02   0.000000E+00  -0.861672E+03   0.172334E+04
   0.302596E+02   0.611314E+00  -0.419535E+01   0.711067E+01   0.991631E+01   0.297613E+01  -0.383943E+00   0.318087E-02   0.583289E-02   0.390682E-02   0.183328E-01   0.862648E-03  -0.847057E+03   0.155272E+02   0.000000E+00  -0.862584E+03   0.172517E+04
   0.306684E+02   0.502150E-01  -0.419535E+01   0.851772E+01   0.872390E+01   0.376240E+01  -0.956469E+00   0.292678E-01   0.109180E-02   0.641330E-02   0.313064E-02   0.222225E-01  -0.849329E+03   0.151349E+02   0.000000E+00  -0.864464E+03   0.172893E+04
   0.296632E+02   0.118518E+01  -0.537811E+01   0.542832E+01   0.840581E+01   0.484483E+01  -0.349982E+01   0.473256E-02   0.109180E-02   0.105065E-01   0.896095E-02   0.294841E-01  -0.850867E+03   0.134163E+02   0.000000E+00  -0.864283E+03   0.172857E+04
   0.295386E+02   0.587200E+00  -0.497037E+01   0.581021E+01   0.897264E+01   0.317906E+01   0.815677E-01   0.289168E-02   0.442335E-02   0.404164E-03   0.315835E-03   0.542883E-01  -0.850940E+03   0.124775E+02   0.000000E+00  -0.863418E+03   0.172684E+04
   0.303265E+02  -0.926766E+00  -0.674534E+01   0.720463E+01   0.896061E+01  -0.246563E+00  -0.148150E+01   0.182630E-01   0.344265E-02   0.136601E-01   0.351300E-01   0.312203E-01  -0.857443E+03   0.100754E+02   0.000000E+00  -0.867518E+03   0.173504E+04
   0.303265E+02  -0.742455E+00  -0.509619E+01   0.783019E+01   0.902241E+01  -0.246563E+00  -0.450064E+01   0.131236E-01   0.416572E-02   0.489135E-02   0.230523E-01   0.184384E-01  -0.855741E+03   0.133659E+02   0.000000E+00  -0.869107E+03   0.173821E+04
   0.305702E+02  -0.188662E+00  -0.509619E+01   0.876892E+01   0.874315E+01   0.637578E+01   0.641220E+00   0.157636E-01   0.144442E-01   0.116708E-01   0.159089E-02   0.937527E-02  -0.848410E+03   0.147126E+02   0.000000E+00  -0.863123E+03   0.172625E+04
