Kmin_a0        Kmin_a1        Kmin_a2        Kmin_a3        Kmin_a4        Kmin_a5        Kmin_a6        Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.300769E+02  -0.426357E+00  -0.553457E+01   0.804750E+01   0.785742E+01   0.379092E+01   0.117388E+01   0.121535E-01   0.138318E-02   0.338166E-01   0.239229E-02   0.122866E-02  -0.847981E+03   0.145386E+02   0.000000E+00  -0.862520E+03   0.172504E+04
   0.306967E+02   0.200301E-02  -0.591891E+01   0.734217E+01   0.894530E+01   0.280575E+01  -0.245033E+01   0.210129E-01   0.444590E-02   0.702085E-02   0.521330E-02   0.784320E-02  -0.847620E+03   0.159684E+02   0.000000E+00  -0.863588E+03   0.172718E+04
   0.296382E+02  -0.808452E+00  -0.515390E+01   0.596400E+01   0.991357E+01   0.340891E+01  -0.255613E+01   0.502881E-02   0.441385E-02   0.338915E-03   0.447585E-02   0.272818E-01  -0.852071E+03   0.147696E+02   0.000000E+00  -0.866841E+03   0.173368E+04
   0.302452E+02   0.259352E+00  -0.534141E+01   0.628818E+01   0.107295E+02   0.396958E+01   0.854950E+00   0.851403E-02   0.160312E-01   0.115063E-02   0.107297E-03   0.211854E-02  -0.846320E+03   0.164799E+02   0.000000E+00  -0.862800E+03   0.172560E+04
   0.296865E+02   0.154112E-01  -0.777447E+01   0.695996E+01   0.797036E+01   0.491315E+01  -0.417162E+00   0.707518E-02   0.100882E-01   0.188515E-01   0.284413E-01   0.654406E-02  -0.854239E+03   0.120282E+02   0.000000E+00  -0.866267E+03   0.173253E+04
   0.299972E+02   0.149991E+01  -0.336663E+01   0.648318E+01   0.883596E+01   0.555804E+01  -0.465311E+00   0.790366E-02   0.221087E-01   0.164741E-01   0.670125E-02   0.133249E-01  -0.851002E+03   0.125598E+02   0.000000E+00  -0.863562E+03   0.172712E+04
   0.300430E+02   0.126392E+01  -0.343322E+01   0.879485E+01   0.883596E+01   0.512178E+01   0.455031E+00   0.652520E-02   0.675678E-02   0.100034E-01   0.365352E-02   0.194716E-01  -0.848865E+03   0.144322E+02   0.000000E+00  -0.863297E+03   0.172659E+04
   0.306127E+02   0.115286E+01  -0.635612E+01   0.676022E+01   0.114477E+02   0.518542E+01  -0.113128E+01   0.636609E-02   0.679741E-02   0.525241E-02   0.781740E-02   0.821171E-02  -0.848112E+03   0.156128E+02   0.000000E+00  -0.863725E+03   0.172745E+04
   0.308418E+02  -0.168190E+00  -0.776888E+01   0.789335E+01   0.102826E+02   0.367902E+01  -0.533286E+00   0.121056E-01   0.679741E-02   0.910636E-02   0.196888E-01   0.145303E-01  -0.851919E+03   0.134084E+02   0.000000E+00  -0.865327E+03   0.173065E+04
   0.303445E+02  -0.137354E+00  -0.418981E+01   0.638235E+01   0.933666E+01   0.293337E+01   0.202982E+01   0.194657E-01   0.230617E-01   0.144694E-01   0.929384E-02   0.668414E-02  -0.850939E+03   0.130698E+02   0.000000E+00  -0.864009E+03   0.172802E+04
   0.311840E+02  -0.120658E+01  -0.495141E+01   0.830395E+01   0.933666E+01   0.236176E+01  -0.127904E+01   0.268524E-02   0.335647E-01   0.132403E-02   0.270301E-02   0.135159E-02  -0.851545E+03   0.145263E+02   0.000000E+00  -0.866071E+03   0.173214E+04
   0.307609E+02  -0.793996E+00  -0.499985E+01   0.801514E+01   0.707189E+01   0.504869E+01   0.200269E+01   0.150766E-01   0.317580E-01   0.336685E-02   0.611822E-02   0.100480E-01  -0.851275E+03   0.132916E+02   0.000000E+00  -0.864567E+03   0.172913E+04
   0.312559E+02   0.451565E+00  -0.333764E+01   0.860220E+01   0.950008E+01   0.394649E+01   0.104671E+01   0.157047E-01   0.296561E-01   0.323866E-02   0.448564E-02   0.174029E-01  -0.853318E+03   0.129424E+02   0.000000E+00  -0.866260E+03   0.173252E+04
   0.307025E+02  -0.315341E+00  -0.541136E+01   0.800092E+01   0.964981E+01   0.605516E+01   0.581069E+00   0.848679E-02   0.420791E-02   0.174222E-02   0.184550E-02   0.714198E-03  -0.844862E+03   0.175697E+02   0.000000E+00  -0.862432E+03   0.172486E+04
   0.309560E+02  -0.172624E+01  -0.433567E+01   0.100799E+02   0.863445E+01   0.541596E+01   0.140611E+01   0.163843E-01   0.537237E-02   0.980589E-02   0.206235E-01   0.714198E-03  -0.853694E+03   0.147691E+02   0.000000E+00  -0.868463E+03   0.173693E+04
   0.301098E+02   0.154016E+01  -0.612074E+01   0.757487E+01   0.105258E+02   0.412994E+01  -0.145454E+01   0.719155E-02   0.122327E-01   0.133235E-01   0.437468E-03   0.474747E-03  -0.848531E+03   0.157738E+02   0.000000E+00  -0.864305E+03   0.172861E+04
   0.301098E+02  -0.611483E+00  -0.510593E+01   0.501681E+01   0.981983E+01   0.686633E+01  -0.196174E+01   0.178014E-01   0.163707E-01   0.376799E-02   0.354329E-02   0.845220E-02  -0.849671E+03   0.152073E+02   0.000000E+00  -0.864878E+03   0.172976E+04
   0.305331E+02   0.123784E+01  -0.363655E+01   0.915055E+01   0.883906E+01   0.654102E+01  -0.100201E+01   0.389470E-02   0.179038E-03   0.412189E-02   0.275564E-02   0.152574E-02  -0.846583E+03   0.175624E+02   0.000000E+00  -0.864145E+03   0.172829E+04
   0.307227E+02   0.146280E-01  -0.638727E+01   0.547626E+01   0.107683E+02   0.626149E+01  -0.215030E+01   0.959353E-02   0.191311E-03   0.830242E-02   0.176994E-01   0.110578E-01  -0.849086E+03   0.146956E+02   0.000000E+00  -0.863782E+03   0.172756E+04
   0.307227E+02   0.146280E-01  -0.764297E+01   0.625076E+01   0.917873E+01   0.660119E+01  -0.137536E+01   0.106725E-02   0.632453E-02   0.146123E-01   0.150944E-02   0.246421E-01  -0.851470E+03   0.137118E+02   0.000000E+00  -0.865182E+03   0.173036E+04
   0.308567E+02  -0.160931E+01  -0.575994E+01   0.811300E+01   0.640727E+01   0.265558E+01  -0.870426E-01   0.104955E-01   0.169442E-01   0.140007E-01   0.872342E-02   0.346692E-02  -0.852621E+03   0.141072E+02   0.000000E+00  -0.866728E+03   0.173346E+04
   0.308567E+02   0.394650E-02  -0.404659E+01   0.710094E+01   0.958694E+01   0.517547E+01  -0.313645E+01   0.123584E-01   0.146188E-01   0.382944E-02   0.347004E-02   0.668359E-02  -0.847971E+03   0.155605E+02   0.000000E+00  -0.863531E+03   0.172706E+04
   0.304058E+02  -0.413061E+00  -0.536850E+01   0.683795E+01   0.935330E+01   0.468629E+01   0.567263E+00   0.133625E-01   0.370389E-02   0.238786E-02   0.368173E-02   0.161141E-01  -0.846061E+03   0.158319E+02   0.000000E+00  -0.861893E+03   0.172379E+04
   0.303053E+02  -0.413061E+00  -0.447462E+01   0.802543E+01   0.898437E+01   0.406047E+01   0.567263E+00   0.947794E-02   0.101443E-01   0.590675E-02   0.196013E-02   0.554273E-02  -0.845833E+03   0.160653E+02   0.000000E+00  -0.861898E+03   0.172380E+04
   0.293911E+02   0.123175E+01  -0.435897E+01   0.563190E+01   0.712306E+01   0.685753E+01  -0.304694E+01   0.177466E-01   0.255505E-01   0.140647E-01   0.877619E-02   0.237828E-02  -0.853193E+03   0.133437E+02   0.000000E+00  -0.866537E+03   0.173307E+04
   0.301592E+02   0.632021E+00  -0.542306E+01   0.727334E+01   0.710505E+01   0.786181E+01  -0.278655E+00   0.778123E-02   0.474961E-02   0.574292E-02   0.386623E-02   0.237828E-02  -0.847606E+03   0.167470E+02   0.000000E+00  -0.864353E+03   0.172871E+04
   0.298830E+02   0.565017E+00  -0.379932E+01   0.553890E+01   0.731015E+01   0.671050E+01  -0.201305E+01   0.311532E-02   0.937745E-02   0.987177E-02   0.665262E-02   0.549212E-02  -0.848573E+03   0.152813E+02   0.000000E+00  -0.863854E+03   0.172771E+04
   0.311460E+02  -0.513989E+00  -0.376331E+01   0.782232E+01   0.100337E+02   0.423083E+01  -0.518085E+00   0.273169E-01   0.382613E-02   0.264539E-01   0.665262E-02   0.430531E-03  -0.850110E+03   0.146844E+02   0.000000E+00  -0.864794E+03   0.172959E+04
   0.309195E+02  -0.275822E+00  -0.527676E+01   0.747880E+01   0.109000E+02   0.289632E+01  -0.291341E+01   0.186861E-01   0.223151E-03   0.681046E-02   0.721011E-02   0.339680E-02  -0.847978E+03   0.166566E+02   0.000000E+00  -0.864635E+03   0.172927E+04
   0.308978E+02  -0.689735E+00  -0.650513E+01   0.640749E+01   0.108913E+02   0.380447E+01  -0.157057E+01   0.695791E-02   0.432178E-02   0.746127E-02   0.118710E-01   0.140012E-01  -0.849745E+03   0.146552E+02   0.000000E+00  -0.864400E+03   0.172880E+04
   0.308520E+02  -0.470186E+00  -0.340171E+01   0.716150E+01   0.112965E+02   0.477357E+01  -0.264729E+01   0.144037E-01   0.200245E-02   0.106673E-01   0.151181E-01   0.126616E-01  -0.852256E+03   0.143757E+02   0.000000E+00  -0.866632E+03   0.173326E+04
   0.302071E+02  -0.470186E+00  -0.581573E+01   0.716150E+01   0.947719E+01   0.551260E+01  -0.264729E+01   0.521350E-02   0.935681E-02   0.385467E-01   0.275851E-02   0.203765E-01  -0.852275E+03   0.113168E+02   0.000000E+00  -0.863592E+03   0.172718E+04
   0.310724E+02  -0.117866E+01  -0.458173E+01   0.791077E+01   0.622955E+01   0.287147E+01   0.138158E+01   0.112758E-01   0.204416E-02   0.146335E-01   0.111818E-01   0.122405E-01  -0.854628E+03   0.144107E+02   0.000000E+00  -0.869039E+03   0.173808E+04
   0.310724E+02  -0.283336E+00  -0.427216E+01   0.800428E+01   0.904363E+01   0.172486E+00  -0.206064E+01   0.369747E-01   0.446536E-02   0.175716E-01   0.159244E-01   0.115884E-01  -0.855032E+03   0.134657E+02   0.000000E+00  -0.868498E+03   0.173700E+04
   0.308835E+02  -0.283336E+00  -0.411090E+01   0.840034E+01   0.722984E+01   0.431669E+01  -0.114745E+01   0.143414E-01   0.391569E-02   0.104550E-01   0.710093E-02   0.114445E-01  -0.848680E+03   0.151291E+02   0.000000E+00  -0.863809E+03   0.172762E+04
   0.304612E+02  -0.653345E+00  -0.550235E+01   0.590670E+01   0.728513E+01   0.356149E+01  -0.371356E+01   0.178259E-01   0.330386E-01   0.179829E-01   0.571925E-02   0.593765E-02  -0.852564E+03   0.121528E+02   0.000000E+00  -0.864717E+03   0.172943E+04
   0.300077E+02   0.647251E+00  -0.666068E+01   0.632070E+01   0.974747E+01   0.295492E+01   0.772373E-02   0.157048E-01   0.318624E-01   0.417925E-02   0.836937E-02   0.356440E-03  -0.851119E+03   0.139439E+02   0.000000E+00  -0.865063E+03   0.173013E+04
   0.300077E+02   0.602534E+00  -0.422417E+01   0.668132E+01   0.961920E+01   0.552728E+01  -0.239884E+00   0.187871E-02   0.822861E-02   0.134150E-01   0.148701E-01   0.317697E-01  -0.849828E+03   0.115923E+02   0.000000E+00  -0.861420E+03   0.172284E+04
   0.300569E+02   0.107115E+01  -0.396673E+01   0.700770E+01   0.961920E+01   0.250304E+01  -0.283475E+00   0.119352E-01   0.186534E-01   0.248597E-02   0.167332E-01   0.175344E-01  -0.850781E+03   0.128800E+02   0.000000E+00  -0.863661E+03   0.172732E+04
   0.300569E+02   0.183129E-01  -0.286086E+01   0.597884E+01   0.678357E+01   0.637695E+01  -0.142676E+01   0.759740E-02   0.400725E-02   0.170861E-01   0.284145E-01   0.225495E-02  -0.851661E+03   0.132444E+02   0.000000E+00  -0.864905E+03   0.172981E+04
   0.306150E+02   0.443940E+00  -0.397308E+01   0.858790E+01   0.100976E+02   0.427883E+01  -0.512478E+00   0.197450E-01   0.150214E-01   0.385576E-02   0.282001E-01   0.770885E-02  -0.850415E+03   0.129421E+02   0.000000E+00  -0.863357E+03   0.172671E+04
   0.303311E+02   0.671156E+00  -0.558520E+01   0.858790E+01   0.100061E+02   0.366275E+01  -0.131053E+01   0.201216E-02   0.111484E-01   0.316091E-01   0.409617E-02   0.178397E-01  -0.850690E+03   0.119513E+02   0.000000E+00  -0.862641E+03   0.172528E+04
   0.311134E+02   0.204495E+00  -0.337546E+01   0.693071E+01   0.106219E+02   0.262410E+01   0.200048E+00   0.131647E-01   0.164463E-01   0.880187E-02   0.737111E-02   0.429738E-02  -0.852037E+03   0.147290E+02   0.000000E+00  -0.866766E+03   0.173353E+04
   0.300447E+02   0.394979E+00  -0.474574E+01   0.633405E+01   0.835079E+01   0.307575E+01  -0.951299E+00   0.239269E-02   0.790498E-02   0.234938E-04   0.160625E-02   0.129062E-01  -0.846458E+03   0.161766E+02   0.000000E+00  -0.862635E+03   0.172527E+04
   0.294590E+02   0.394979E+00  -0.477718E+01   0.755137E+01   0.839703E+01   0.573524E+01   0.267738E+01   0.142064E-01   0.385387E-01   0.403715E-02   0.105505E-01   0.261818E-02  -0.851968E+03   0.128462E+02   0.000000E+00  -0.864814E+03   0.172963E+04
   0.294763E+02   0.394979E+00  -0.511974E+01   0.339900E+01   0.855311E+01   0.757442E+01  -0.304727E+01   0.770779E-02   0.172518E-01   0.857443E-02   0.628117E-02   0.823468E-02  -0.852265E+03   0.143865E+02   0.000000E+00  -0.866651E+03   0.173330E+04
   0.304855E+02   0.394979E+00  -0.496800E+01   0.714655E+01   0.999404E+01   0.747809E+01   0.216728E+00   0.482609E-02   0.249876E-02   0.181254E-01   0.721031E-02   0.100972E-01  -0.847657E+03   0.146275E+02   0.000000E+00  -0.862285E+03   0.172457E+04
   0.305878E+02  -0.193946E+00  -0.496098E+01   0.561080E+01   0.932289E+01   0.544651E+01  -0.220141E+01   0.154593E-01   0.433392E-02   0.155532E-02   0.723456E-02   0.129549E-01  -0.846894E+03   0.158128E+02   0.000000E+00  -0.862707E+03   0.172541E+04
   0.301681E+02  -0.145455E+00  -0.522329E+01   0.561080E+01   0.932289E+01   0.634484E+01  -0.267798E+01   0.707828E-02   0.449226E-05   0.107936E-01   0.130985E-01   0.601473E-02  -0.847281E+03   0.154295E+02   0.000000E+00  -0.862711E+03   0.172542E+04
   0.299864E+02  -0.247291E+00  -0.526060E+01   0.555981E+01   0.784352E+01   0.504958E+01  -0.137425E+01   0.192664E-01   0.232629E-02   0.148661E-01   0.299083E-01   0.751295E-02  -0.849911E+03   0.129593E+02   0.000000E+00  -0.862870E+03   0.172574E+04
   0.303034E+02   0.571489E+00  -0.489376E+01   0.601474E+01   0.784352E+01   0.530698E+01  -0.248295E+01   0.168906E-02   0.318766E-02   0.148114E-01   0.869777E-02   0.751295E-02  -0.848288E+03   0.149997E+02   0.000000E+00  -0.863288E+03   0.172658E+04
   0.297251E+02   0.548110E+00  -0.448630E+01   0.586362E+01   0.528113E+01   0.739147E+01   0.163679E+01   0.134075E-01   0.570160E-02   0.407163E-01   0.107991E-02   0.568892E-02  -0.855186E+03   0.131020E+02   0.000000E+00  -0.868288E+03   0.173658E+04
   0.293666E+02   0.661788E-01  -0.383658E+01   0.609941E+01   0.900060E+01   0.476719E+01   0.385147E+01   0.502039E-02   0.139879E-01   0.329247E-02   0.215073E-02   0.842256E-03  -0.849466E+03   0.163933E+02   0.000000E+00  -0.865859E+03   0.173172E+04
   0.305031E+02   0.661788E-01  -0.693195E+01   0.783823E+01   0.970873E+01   0.524656E+01   0.558595E+00   0.240969E-02   0.236068E-01   0.142745E-01   0.152821E-02   0.622962E-02  -0.849167E+03   0.138568E+02   0.000000E+00  -0.863024E+03   0.172605E+04
   0.305031E+02  -0.256758E+00  -0.455294E+01   0.444704E+01   0.921557E+01   0.757043E+01  -0.156659E+01   0.989360E-02   0.439589E-02   0.157670E-02   0.170268E-01   0.131502E-01  -0.850268E+03   0.148057E+02   0.000000E+00  -0.865074E+03   0.173015E+04
   0.312981E+02   0.111230E+01  -0.386279E+01   0.701908E+01   0.977141E+01   0.578868E+01  -0.116680E+01   0.108974E-01   0.524847E-03   0.182100E-02   0.117705E-01   0.177241E-01  -0.851957E+03   0.152366E+02   0.000000E+00  -0.867194E+03   0.173439E+04
   0.301020E+02   0.109251E+01  -0.570005E+01   0.685654E+01   0.910034E+01   0.598424E+01  -0.235743E+01   0.228657E-02   0.524847E-03   0.117211E-01   0.107343E-01   0.415759E-02  -0.846660E+03   0.157069E+02   0.000000E+00  -0.862367E+03   0.172473E+04
   0.308097E+02   0.976390E+00  -0.413458E+01   0.673645E+01   0.106077E+02   0.623982E+01  -0.488493E+00   0.100046E-01   0.130365E-01   0.186374E-02   0.146992E-01   0.205398E-02  -0.848320E+03   0.152553E+02   0.000000E+00  -0.863575E+03   0.172715E+04
   0.299835E+02   0.930150E+00  -0.293916E+01   0.685100E+01   0.928696E+01   0.445836E+01  -0.207814E+01   0.853023E-02   0.187647E-01   0.859261E-02   0.212567E-02   0.614663E-03  -0.847970E+03   0.154109E+02   0.000000E+00  -0.863381E+03   0.172676E+04
   0.296680E+02  -0.213722E+00  -0.557200E+01   0.702042E+01   0.806241E+01   0.263595E+01   0.290538E+00   0.196543E-01   0.534514E-02   0.170815E-01   0.820820E-02   0.434248E-02  -0.849206E+03   0.149229E+02   0.000000E+00  -0.864129E+03   0.172826E+04
   0.296680E+02   0.257821E+00  -0.272408E+01   0.649460E+01   0.708337E+01   0.424636E+01  -0.178558E+01   0.134292E-02   0.183774E-02   0.386773E-02   0.124553E-01   0.430025E-01  -0.852056E+03   0.123044E+02   0.000000E+00  -0.864360E+03   0.172872E+04
   0.303153E+02   0.175926E+00  -0.490681E+01   0.750642E+01   0.789677E+01   0.418174E+01  -0.453206E+00   0.750496E-02   0.152279E-02   0.108686E-01   0.108758E-01   0.231906E-01  -0.847968E+03   0.137749E+02   0.000000E+00  -0.861743E+03   0.172349E+04
   0.298057E+02   0.311015E+00  -0.475411E+01   0.824166E+01   0.849067E+01   0.468972E+01   0.128606E+01   0.125222E-01   0.327749E-02   0.731442E-02   0.994495E-02   0.285769E-01  -0.849114E+03   0.135093E+02   0.000000E+00  -0.862623E+03   0.172525E+04
   0.300622E+02   0.311015E+00  -0.430594E+01   0.564880E+01   0.645804E+01   0.468972E+01   0.166599E+01   0.159966E-01   0.327749E-02   0.592265E-02   0.589940E-02   0.232456E-02  -0.849667E+03   0.166783E+02   0.000000E+00  -0.866345E+03   0.173269E+04
   0.300622E+02  -0.895570E+00  -0.692907E+01   0.834811E+01   0.803357E+01   0.448685E+01  -0.871443E+00   0.500970E-02   0.315888E-02   0.232750E-01   0.180460E-01   0.428997E-02  -0.851520E+03   0.135437E+02   0.000000E+00  -0.865064E+03   0.173013E+04
   0.302794E+02   0.126705E+00  -0.435312E+01   0.692457E+01   0.105271E+02   0.522385E+01   0.319186E+01   0.699248E-02   0.262238E-02   0.271733E-01   0.359357E-02   0.409935E-02  -0.849329E+03   0.146718E+02   0.000000E+00  -0.864001E+03   0.172800E+04
   0.304673E+02  -0.136992E+01  -0.588131E+01   0.635449E+01   0.865545E+01   0.440289E+01  -0.395805E+01   0.617658E-02   0.401248E-02   0.606815E-02   0.744042E-04   0.164383E-02  -0.848773E+03   0.172408E+02   0.000000E+00  -0.866014E+03   0.173203E+04
   0.304673E+02  -0.553380E+00  -0.449365E+01   0.708490E+01   0.823714E+01   0.372316E+01   0.687728E+00   0.387540E-02   0.735564E-02   0.155801E-01   0.744042E-04   0.867321E-02  -0.847593E+03   0.152523E+02   0.000000E+00  -0.862845E+03   0.172569E+04
   0.298994E+02   0.110010E+01  -0.385877E+01   0.812292E+01   0.823714E+01   0.658725E+01  -0.168267E-01   0.715273E-02   0.125245E-01   0.576399E-02   0.502568E-02   0.149024E-02  -0.846878E+03   0.159402E+02   0.000000E+00  -0.862818E+03   0.172564E+04
   0.302376E+02  -0.341572E+00  -0.587921E+01   0.854534E+01   0.743424E+01   0.317258E+01   0.118497E+01   0.145173E-01   0.200593E-02   0.638342E-02   0.152526E-01   0.482369E-02  -0.847963E+03   0.155741E+02   0.000000E+00  -0.863537E+03   0.172707E+04
   0.300080E+02   0.724282E-01  -0.623044E+01   0.700318E+01   0.901692E+01   0.553163E+01  -0.209457E+01   0.957502E-02   0.298192E-02   0.859329E-02   0.686063E-02   0.279233E-01  -0.848932E+03   0.137848E+02   0.000000E+00  -0.862717E+03   0.172543E+04
   0.303610E+02  -0.646153E+00  -0.491677E+01   0.787263E+01   0.917407E+01   0.390429E+01  -0.266004E+01   0.121784E-01   0.129088E-01   0.689406E-02   0.122762E-02   0.565841E-02  -0.848018E+03   0.157518E+02   0.000000E+00  -0.863770E+03   0.172754E+04
   0.311021E+02   0.307489E+00  -0.289141E+01   0.945195E+01   0.929714E+01   0.450510E+01  -0.384835E+00   0.886861E-02   0.112234E-01   0.224609E-01   0.365758E-02   0.155358E-02  -0.851308E+03   0.145311E+02   0.000000E+00  -0.865839E+03   0.173168E+04
   0.309736E+02   0.125694E+00  -0.396460E+01   0.679655E+01   0.751036E+01   0.457333E+01  -0.534410E+01   0.929642E-02   0.974148E-02   0.216548E-01   0.278228E-02   0.572984E-02  -0.853439E+03   0.144298E+02   0.000000E+00  -0.867869E+03   0.173574E+04
   0.303391E+02   0.103291E+01  -0.437301E+01   0.727649E+01   0.824135E+01   0.393752E+01  -0.685187E+00   0.997450E-02   0.218574E-01   0.752624E-02   0.835814E-03   0.133775E-01  -0.849061E+03   0.140610E+02   0.000000E+00  -0.863122E+03   0.172624E+04
   0.304115E+02   0.939460E+00  -0.551400E+01   0.686637E+01   0.100641E+02   0.743608E+01   0.157658E+01   0.655253E-02   0.106946E-01   0.950691E-02   0.567465E-02   0.665477E-02  -0.848436E+03   0.151676E+02   0.000000E+00  -0.863604E+03   0.172721E+04
   0.295610E+02  -0.499047E+00  -0.655069E+01   0.730411E+01   0.842863E+01   0.372068E+01  -0.185818E+00   0.117059E-03   0.148441E-01   0.199828E-02   0.273533E-02   0.260205E-03  -0.848120E+03   0.164369E+02   0.000000E+00  -0.864557E+03   0.172911E+04
   0.301368E+02  -0.556860E+00  -0.605082E+01   0.747131E+01   0.800950E+01   0.713287E+01  -0.167930E+01   0.185828E-02   0.854304E-03   0.199828E-02   0.362463E-01   0.139627E-01  -0.851055E+03   0.131145E+02   0.000000E+00  -0.864170E+03   0.172834E+04
   0.294665E+02  -0.878195E+00  -0.381873E+01   0.713666E+01   0.686551E+01   0.551761E+01  -0.191759E+01   0.337365E-02   0.489452E-02   0.201808E-02   0.521684E-01   0.187887E-01  -0.855706E+03   0.106337E+02   0.000000E+00  -0.866340E+03   0.173268E+04
   0.303824E+02  -0.651169E+00  -0.640134E+01   0.722435E+01   0.635353E+01   0.510714E+01   0.863353E+00   0.194475E-01   0.116814E-01   0.133954E-01   0.246352E-03   0.263090E-02  -0.849852E+03   0.156253E+02   0.000000E+00  -0.865477E+03   0.173095E+04
   0.302521E+02  -0.104675E+01  -0.345091E+01   0.100971E+02   0.635353E+01   0.119180E+01   0.332082E+01   0.755273E-02   0.352788E-02   0.453714E-02   0.378980E-02   0.101493E-01  -0.852075E+03   0.162203E+02   0.000000E+00  -0.868295E+03   0.173659E+04
   0.304070E+02   0.134476E+01  -0.444115E+01   0.676317E+01   0.105881E+02   0.548111E+01   0.505050E+00   0.845366E-02   0.105666E-01   0.156060E-01   0.901664E-02   0.114451E-01  -0.849525E+03   0.137572E+02   0.000000E+00  -0.863282E+03   0.172656E+04
   0.294279E+02   0.255422E+00  -0.543800E+01   0.599118E+01   0.909597E+01   0.491008E+01   0.149369E+01   0.103051E-03   0.297732E-02   0.160419E-01   0.136849E-01   0.890703E-02  -0.849275E+03   0.142596E+02   0.000000E+00  -0.863535E+03   0.172707E+04
   0.304634E+02   0.424574E+00  -0.655569E+01   0.622285E+01   0.101423E+02   0.369261E+01  -0.383143E+01   0.265380E-02   0.128053E-01   0.549769E-02   0.156966E-01   0.411669E-02  -0.849390E+03   0.146091E+02   0.000000E+00  -0.863999E+03   0.172800E+04
   0.290815E+02   0.120075E+01  -0.566898E+01   0.529207E+01   0.103331E+02   0.798003E+01   0.662939E+00   0.651570E-03   0.131939E-02   0.172729E-01   0.162783E-01   0.251664E-01  -0.855760E+03   0.124170E+02   0.000000E+00  -0.868177E+03   0.173635E+04
   0.290327E+02  -0.735413E+00  -0.535684E+01   0.722022E+01   0.702129E+01   0.457969E+01  -0.649491E+00   0.108131E-02   0.696303E-04   0.291947E-02   0.111302E-01   0.219274E-01  -0.852544E+03   0.148160E+02   0.000000E+00  -0.867360E+03   0.173472E+04
   0.299919E+02  -0.623980E+00  -0.549657E+01   0.770491E+01   0.765678E+01   0.493296E+01  -0.123229E+01   0.175247E-02   0.696303E-04   0.729548E-02   0.507231E-03   0.113977E-01  -0.846106E+03   0.164937E+02   0.000000E+00  -0.862600E+03   0.172520E+04
   0.305646E+02   0.674584E-01  -0.549657E+01   0.606647E+01   0.871107E+01   0.619235E+01  -0.288180E+01   0.138489E-01   0.696303E-04   0.142986E-04   0.160231E-01   0.306526E-02  -0.846362E+03   0.165035E+02   0.000000E+00  -0.862865E+03   0.172573E+04
   0.306508E+02   0.791726E+00  -0.372513E+01   0.748519E+01   0.755113E+01   0.660494E+01  -0.108964E+01   0.862427E-02   0.696303E-04   0.432246E-02   0.218580E-02   0.634081E-02  -0.847385E+03   0.171288E+02   0.000000E+00  -0.864514E+03   0.172903E+04
   0.305683E+02   0.833266E+00  -0.270989E+01   0.748519E+01   0.117166E+02   0.408276E+01  -0.170443E+01   0.764721E-02   0.140199E-01   0.776041E-02   0.400961E-02   0.638757E-03  -0.850450E+03   0.157778E+02   0.000000E+00  -0.866228E+03   0.173246E+04
   0.305683E+02   0.537316E+00  -0.453673E+01   0.729048E+01   0.787573E+01   0.481432E+01  -0.280634E+00   0.222971E-01   0.110094E-01   0.134265E-02   0.151635E-01   0.879960E-02  -0.848469E+03   0.147892E+02   0.000000E+00  -0.863258E+03   0.172652E+04
   0.307121E+02   0.340387E-01  -0.396285E+01   0.953667E+01   0.883200E+01   0.693572E+01  -0.243576E+00   0.137873E-01   0.142487E-02   0.959059E-02   0.189963E-01   0.120403E-01  -0.850415E+03   0.142155E+02   0.000000E+00  -0.864630E+03   0.172926E+04
   0.307121E+02  -0.734821E+00  -0.476861E+01   0.757864E+01   0.726670E+01   0.466649E+01  -0.434400E+01   0.210294E-01   0.301688E-01   0.328848E-02   0.448995E-01   0.542668E-02  -0.855154E+03   0.100423E+02   0.000000E+00  -0.865196E+03   0.173039E+04
   0.306982E+02   0.118944E+01  -0.686338E+01   0.789269E+01   0.112402E+02   0.415584E+01  -0.191541E+01   0.455486E-03   0.621237E-03   0.564378E-02   0.655052E-02   0.505826E-02  -0.848153E+03   0.166333E+02   0.000000E+00  -0.864786E+03   0.172957E+04
   0.299213E+02   0.118944E+01  -0.504063E+01   0.883828E+01   0.914449E+01   0.480116E+01  -0.122272E+01   0.217548E-02   0.282326E-02   0.435371E-02   0.417190E-03   0.126233E-01  -0.847020E+03   0.163989E+02   0.000000E+00  -0.863419E+03   0.172684E+04
   0.299213E+02   0.674090E+00  -0.328542E+01   0.576085E+01   0.771376E+01   0.318851E+01  -0.128242E+01   0.296261E-01   0.397841E-01   0.925519E-02   0.103191E-01   0.126247E-01  -0.854164E+03   0.112224E+02   0.000000E+00  -0.865386E+03   0.173077E+04
   0.307215E+02   0.757110E+00  -0.404381E+01   0.680865E+01   0.105909E+02   0.551871E+01  -0.194235E+01   0.258164E-01   0.861755E-02   0.175558E-01   0.196518E-01   0.467070E-02  -0.850942E+03   0.133711E+02   0.000000E+00  -0.864313E+03   0.172863E+04
   0.304638E+02   0.757110E+00  -0.598975E+01   0.494654E+01   0.122423E+02   0.433886E+01  -0.130891E+01   0.195638E-01   0.559752E-02   0.488752E-02   0.469468E-02   0.185479E-02  -0.849454E+03   0.167172E+02   0.000000E+00  -0.866171E+03   0.173234E+04
