"X2" "X3" "X4" "X5" "X6" "X7" "X8"
1 -1 1 -1 1 -1 1
1 -0.979591836734694 0.939400249895876 -0.880653469217758 0.805141474094248 -0.715155252416469 0.613409224907498
1 -0.959183673469388 0.880049979175344 -0.767426837457182 0.628143278493048 -0.470567129228373 0.304041165239022
1 -0.938775510204082 0.821949187838401 -0.660192606821987 0.468140248900179 -0.262907396357407 0.0623700053615779
1 -0.918367346938776 0.765097875885048 -0.55882327941589 0.324285435004609 -0.0890050547402125 -0.12038241319634
1 -0.897959183673469 0.709496043315285 -0.463191357342604 0.195750100480485 0.0541570050974628 -0.252281513894186
1 -0.877551020408163 0.655143690129113 -0.373169342705845 0.0817237229871418 0.169445348466619 -0.340714156314832
1 -0.857142857142857 0.602040816326531 -0.28862973760933 -0.0185860058309035 0.259579341940858 -0.392422056286071
1 -0.836734693877551 0.550187421907539 -0.209445044156772 -0.105953180343953 0.327134498782228 -0.413534454988151
1 -0.816326530612245 0.499583506872137 -0.135487764451887 -0.181133680937122 0.374545824367076 -0.409600037047342
1 -0.795918367346939 0.450229071220325 -0.06663040059839 -0.244865174010343 0.404111161611898 -0.385618097615544
1 -0.775510204081633 0.402124114952103 -0.00274545469999736 -0.297867111978367 0.417994536399187 -0.34606895843592
1 -0.755102040816326 0.355268638067472 0.0562945711395762 -0.340840733270758 0.418229503003288 -0.294943632894566
1 -0.73469387755102 0.30966264056643 0.110617174816616 -0.3744690623319 0.406722489516241 -0.235772740058217
1 -0.714285714285714 0.26530612244898 0.160349854227405 -0.399416909620991 0.385256143273636 -0.171654667697983
1 -0.693877551020408 0.222199083715119 0.20562010726823 -0.416330871612047 0.355492676280462 -0.105282984299121
1 -0.673469387755102 0.180341524364848 0.246555431835375 -0.425839330793899 0.318977210636957 -0.0389731000568375
1 -0.653061224489796 0.139733444398168 0.283283325825124 -0.428552455670196 0.277141123964458 0.0253118231418668
1 -0.63265306122449 0.100374843815077 0.315931287133762 -0.425062200759402 0.231305394831248 0.0859357127503331
1 -0.612244897959184 0.0622657226155768 0.344626813657575 -0.415942306594798 0.182683948178412 0.141565177608332
1 -0.591836734693878 0.0254060807996668 0.369497403292846 -0.401748299724483 0.132387000745683 0.191145851002128
1 -0.571428571428571 -0.0102040816326531 0.39067055393586 -0.38301749271137 0.0814244064972927 0.233879484738502
1 -0.551020408163265 -0.0445647646813829 0.408273763482903 -0.36026898413319 0.0307090020478218 0.26920179423275
1 -0.530612244897959 -0.0776759683465222 0.422434529830258 -0.334003658582491 -0.0189400479119499 0.296761054610639
1 -0.510204081632653 -0.109537692628072 0.433280350874211 -0.304704186666634 -0.0667939051891941 0.316397447824333
1 -0.489795918367347 -0.140149937526031 0.440938724511046 -0.272835025007802 -0.112210712663183 0.328123160782285
1 -0.469387755102041 -0.1695127030404 0.445537148637047 -0.238842416242989 -0.154632248859439 0.332103234493097
1 -0.448979591836735 -0.197625989171179 0.447203121148501 -0.20315438902401 -0.193580582523887 0.328637164223344
1 -0.428571428571429 -0.224489795918367 0.446064139941691 -0.166180758017493 -0.228654727197001 0.318141250669364
1 -0.408163265306122 -0.250104123281966 0.442247702912902 -0.128313123904884 -0.259527295787958 0.301131702143018
1 -0.387755102040816 -0.274468971261974 0.435881307958419 -0.0899248733824463 -0.285941155148783 0.278208487771411
1 -0.36734693877551 -0.297584339858392 0.427092452974526 -0.0513711791612581 -0.307706080648503 0.250039941710584
1 -0.346938775510204 -0.31945022907122 0.416008635857508 -0.0129889999672147 -0.324695410747297 0.217348118373171
1 -0.326530612244898 -0.340066638900458 0.402757354503651 0.0249029194589719 -0.336842701570643 0.180894898670017
1 -0.306122448979592 -0.359433569346106 0.387466106809238 0.0620040483617734 -0.344138381483469 0.141468847265775
1 -0.285714285714286 -0.377551020408163 0.370262390670554 0.0980320699708455 -0.346626405664307 0.099872820848456
1 -0.26530612244898 -0.394418992086631 0.351273703983884 0.132722881501027 -0.344400910679434 0.0569123274129509
1 -0.244897959183673 -0.410037484381508 0.330627544645513 0.165830594152339 -0.337602869057034 0.0133846365585214
1 -0.224489795918367 -0.424406497292795 0.308451410551726 0.19712753310999 -0.326416743861336 -0.0299313591997478
1 -0.204081632653061 -0.437526030820492 0.284872799598806 0.226404237544366 -0.311067143266772 -0.0722845321055269
1 -0.183673469387755 -0.449396084964598 0.26001920968304 0.253469460611043 -0.291815475132124 -0.112960155821855
1 -0.163265306122449 -0.460016659725115 0.234018138700711 0.278150169450776 -0.268956601574675 -0.151287791077785
1 -0.142857142857143 -0.469387755102041 0.206997084548105 0.300291545189504 -0.242815493544356 -0.186648420301065
1 -0.122448979591837 -0.477509371095377 0.179083545121505 0.319756982938353 -0.213743885397902 -0.218480831236853
1 -0.102040816326531 -0.484381507705123 0.150405018317198 0.336428091793628 -0.182116929472996 -0.246287249552463
1 -0.0816326530612244 -0.490004164931279 0.121089002031466 0.350204694836821 -0.14832985066242 -0.269638220428145
1 -0.0612244897959183 -0.494377342773844 0.0912629941605963 0.361004829134605 -0.112794600988209 -0.288176739133903
1 -0.0408163265306121 -0.49750104123282 0.0610544926008718 0.368764745738838 -0.0759365141757957 -0.30162163059234
1 -0.0204081632653061 -0.499375260308205 0.0305909952485784 0.373438909686562 -0.038190960228165 -0.309770177927543
1 2.22044604925031e-16 -0.5 -3.33066907387547e-16 0.375 4.16333634234434e-16 -0.3125
1 0.0204081632653061 -0.499375260308205 -0.0305909952485784 0.373438909686562 0.038190960228165 -0.309770177927543
1 0.0408163265306125 -0.49750104123282 -0.0610544926008725 0.368764745738838 0.0759365141757965 -0.301621630592339
1 0.0612244897959184 -0.494377342773844 -0.0912629941605965 0.361004829134605 0.112794600988209 -0.288176739133902
1 0.0816326530612248 -0.490004164931279 -0.121089002031467 0.350204694836821 0.148329850662421 -0.269638220428145
1 0.102040816326531 -0.484381507705123 -0.150405018317198 0.336428091793628 0.182116929472996 -0.246287249552463
1 0.122448979591837 -0.477509371095377 -0.179083545121506 0.319756982938353 0.213743885397903 -0.218480831236853
1 0.142857142857143 -0.469387755102041 -0.206997084548105 0.300291545189504 0.242815493544356 -0.186648420301065
1 0.163265306122449 -0.460016659725114 -0.234018138700712 0.278150169450775 0.268956601574675 -0.151287791077784
1 0.183673469387755 -0.449396084964598 -0.26001920968304 0.253469460611043 0.291815475132124 -0.112960155821855
1 0.204081632653061 -0.437526030820491 -0.284872799598807 0.226404237544366 0.311067143266772 -0.0722845321055263
1 0.224489795918367 -0.424406497292795 -0.308451410551726 0.197127533109989 0.326416743861336 -0.0299313591997475
1 0.244897959183674 -0.410037484381507 -0.330627544645514 0.165830594152339 0.337602869057034 0.0133846365585221
1 0.26530612244898 -0.394418992086631 -0.351273703983884 0.132722881501027 0.344400910679434 0.0569123274129512
1 0.285714285714286 -0.377551020408163 -0.370262390670554 0.0980320699708449 0.346626405664307 0.0998728208484567
1 0.306122448979592 -0.359433569346106 -0.387466106809238 0.0620040483617733 0.344138381483469 0.141468847265776
1 0.326530612244898 -0.340066638900458 -0.402757354503651 0.0249029194589711 0.336842701570643 0.180894898670018
1 0.346938775510204 -0.31945022907122 -0.416008635857508 -0.0129889999672151 0.324695410747297 0.217348118373171
1 0.36734693877551 -0.297584339858392 -0.427092452974526 -0.0513711791612585 0.307706080648503 0.250039941710585
1 0.387755102040816 -0.274468971261974 -0.435881307958419 -0.0899248733824463 0.285941155148783 0.278208487771411
1 0.408163265306123 -0.250104123281966 -0.442247702912902 -0.128313123904885 0.259527295787957 0.301131702143018
1 0.428571428571429 -0.224489795918367 -0.446064139941691 -0.166180758017493 0.228654727197001 0.318141250669364
1 0.448979591836735 -0.197625989171178 -0.447203121148501 -0.20315438902401 0.193580582523886 0.328637164223344
1 0.469387755102041 -0.1695127030404 -0.445537148637047 -0.238842416242989 0.154632248859439 0.332103234493097
1 0.489795918367347 -0.14014993752603 -0.440938724511045 -0.272835025007802 0.112210712663182 0.328123160782284
1 0.510204081632653 -0.109537692628071 -0.433280350874211 -0.304704186666634 0.0667939051891938 0.316397447824332
1 0.53061224489796 -0.0776759683465217 -0.422434529830258 -0.334003658582491 0.0189400479119491 0.296761054610639
1 0.551020408163265 -0.0445647646813825 -0.408273763482902 -0.360268984133191 -0.0307090020478223 0.26920179423275
1 0.571428571428572 -0.0102040816326524 -0.39067055393586 -0.383017492711371 -0.0814244064972938 0.233879484738501
1 0.591836734693878 0.0254060807996672 -0.369497403292845 -0.401748299724483 -0.132387000745684 0.191145851002127
1 0.612244897959184 0.0622657226155773 -0.344626813657574 -0.415942306594798 -0.182683948178412 0.141565177608332
1 0.63265306122449 0.100374843815077 -0.315931287133762 -0.425062200759402 -0.231305394831248 0.0859357127503331
1 0.653061224489796 0.139733444398168 -0.283283325825123 -0.428552455670196 -0.277141123964458 0.0253118231418661
1 0.673469387755102 0.180341524364848 -0.246555431835375 -0.425839330793899 -0.318977210636958 -0.0389731000568381
1 0.693877551020408 0.222199083715119 -0.205620107268229 -0.416330871612047 -0.355492676280463 -0.105282984299122
1 0.714285714285714 0.26530612244898 -0.160349854227405 -0.399416909620991 -0.385256143273636 -0.171654667697983
1 0.734693877551021 0.309662640566431 -0.110617174816615 -0.3744690623319 -0.406722489516241 -0.235772740058218
1 0.755102040816327 0.355268638067472 -0.0562945711395756 -0.340840733270758 -0.418229503003288 -0.294943632894567
1 0.775510204081633 0.402124114952104 0.00274545469999861 -0.297867111978366 -0.417994536399187 -0.346068958435921
1 0.795918367346939 0.450229071220325 0.0666304005983909 -0.244865174010342 -0.404111161611897 -0.385618097615545
1 0.816326530612245 0.499583506872138 0.135487764451888 -0.18113368093712 -0.374545824367075 -0.409600037047342
1 0.836734693877551 0.550187421907539 0.209445044156772 -0.105953180343952 -0.327134498782227 -0.413534454988151
