Kmin_a0       Kmin_a1       Kmin_a2       Kmin_a3       Kmin_a4       Kmin_a5       Kmin_a6       Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.307155E+02  0.472668E+00 -0.383793E+01  0.763275E+01  0.112183E+02  0.510865E+01  0.277322E+00  0.800546E-02  0.576056E-02  0.133558E-01  0.473531E-01  0.588420E-02 -0.852256E+03
  0.307155E+02  0.472668E+00 -0.728572E+01  0.763275E+01  0.112183E+02  0.510865E+01  0.277322E+00  0.794224E-02  0.976818E-02  0.133558E-01  0.473531E-01  0.125391E-01 -0.854502E+03
  0.307155E+02  0.472668E+00 -0.728572E+01  0.763275E+01  0.112183E+02  0.510865E+01 -0.367077E+00  0.165665E-01  0.976818E-02  0.258740E-01  0.473531E-01  0.125391E-01 -0.856532E+03
  0.307155E+02  0.472668E+00 -0.728572E+01  0.763275E+01  0.112183E+02  0.400182E+01 -0.367077E+00  0.165665E-01  0.216420E-01  0.258740E-01  0.406730E-01  0.125391E-01 -0.857158E+03
  0.308608E+02  0.472668E+00 -0.728572E+01  0.763275E+01  0.112183E+02  0.400182E+01  0.145606E+00  0.165665E-01  0.216420E-01  0.258791E-01  0.396414E-01  0.180155E-01 -0.857926E+03
  0.308608E+02  0.472668E+00 -0.728572E+01  0.763275E+01  0.117319E+02  0.389210E+01  0.145606E+00  0.165665E-01  0.297199E-01  0.258791E-01  0.249757E-01  0.240285E-01 -0.858353E+03
  0.308608E+02  0.472668E+00 -0.728572E+01  0.763275E+01  0.954064E+01  0.526724E+01  0.145606E+00  0.139743E-01  0.108604E-01  0.364248E-01  0.249757E-01  0.119341E-01 -0.855239E+03
  0.308608E+02  0.472668E+00 -0.728572E+01  0.786881E+01  0.954064E+01  0.526724E+01  0.145606E+00  0.195063E-01  0.104858E-02  0.252890E-01  0.108776E-01  0.119341E-01 -0.852420E+03
  0.308608E+02 -0.847239E-01 -0.728572E+01  0.786881E+01  0.954064E+01  0.526724E+01  0.145606E+00  0.138694E-01  0.104858E-02  0.192362E-01  0.108776E-01  0.955032E-02 -0.850163E+03
  0.308608E+02 -0.847239E-01 -0.728572E+01  0.706106E+01  0.988248E+01  0.526724E+01  0.145606E+00  0.144276E-01  0.138250E-01  0.181629E-01  0.179410E-01  0.505342E-02 -0.851665E+03
  0.308608E+02 -0.847239E-01 -0.728572E+01  0.706106E+01  0.988248E+01  0.526724E+01  0.145606E+00  0.229400E-01  0.138250E-01  0.194232E-01  0.179410E-01  0.505342E-02 -0.853048E+03
  0.308608E+02 -0.847239E-01 -0.728572E+01  0.706106E+01  0.988248E+01  0.526724E+01 -0.141697E+01  0.238570E-01  0.154117E-01  0.194232E-01  0.413631E-03  0.739882E-02 -0.851551E+03
  0.308608E+02 -0.847239E-01 -0.620935E+01  0.706106E+01  0.101368E+02  0.526724E+01 -0.141697E+01  0.238570E-01  0.251371E-01  0.110553E-01  0.106767E-01  0.180835E-01 -0.852125E+03
  0.308608E+02 -0.847239E-01 -0.620935E+01  0.655730E+01  0.101368E+02  0.526724E+01 -0.145104E+01  0.172116E-01  0.269962E-01  0.645862E-02  0.172766E-01  0.953819E-02 -0.850675E+03
  0.308608E+02 -0.847239E-01 -0.620935E+01  0.655730E+01  0.992671E+01  0.526724E+01 -0.145104E+01  0.122583E-01  0.298948E-01  0.645862E-02  0.172766E-01  0.953819E-02 -0.850739E+03
  0.308608E+02 -0.722646E+00 -0.422351E+01  0.655730E+01  0.992671E+01  0.365765E+01 -0.145104E+01  0.413928E-02  0.298948E-01  0.100794E-01  0.172766E-01  0.953819E-02 -0.852749E+03
  0.308608E+02 -0.722646E+00 -0.422351E+01  0.655730E+01  0.992671E+01  0.365765E+01 -0.145104E+01  0.203891E-01  0.258681E-01  0.141300E-01  0.172766E-01  0.953819E-02 -0.851843E+03
  0.308608E+02 -0.722646E+00 -0.422351E+01  0.655730E+01  0.992671E+01  0.365765E+01 -0.145104E+01  0.203891E-01  0.357176E-02  0.612557E-03  0.277318E-02  0.953819E-02 -0.846811E+03
  0.308608E+02 -0.722646E+00 -0.422351E+01  0.655730E+01  0.992671E+01  0.365765E+01 -0.145104E+01  0.203891E-01  0.357176E-02  0.612557E-03  0.256189E-01  0.211366E-02 -0.848354E+03
  0.308608E+02 -0.722646E+00 -0.422351E+01  0.655730E+01  0.992671E+01  0.336588E+01 -0.145104E+01  0.162046E-01  0.357176E-02  0.612557E-03  0.256189E-01  0.211366E-02 -0.848587E+03
  0.308608E+02 -0.722646E+00 -0.422351E+01  0.535533E+01  0.992671E+01  0.556793E+01 -0.145104E+01  0.162046E-01  0.357176E-02  0.612557E-03  0.165928E-01  0.211366E-02 -0.848371E+03
  0.300951E+02  0.436660E+00 -0.422351E+01  0.535533E+01  0.948405E+01  0.556793E+01 -0.159785E+00  0.162046E-01  0.357176E-02  0.612557E-03  0.165928E-01  0.211366E-02 -0.846488E+03
  0.300951E+02  0.436660E+00 -0.422351E+01  0.535533E+01  0.948405E+01  0.556793E+01 -0.159785E+00  0.185026E-01  0.167641E-01  0.612557E-03  0.165928E-01  0.211366E-02 -0.847976E+03
  0.300951E+02  0.436660E+00 -0.422351E+01  0.535533E+01  0.948405E+01  0.556793E+01 -0.159785E+00  0.185026E-01  0.167641E-01  0.612557E-03  0.164615E-01  0.211366E-02 -0.847963E+03
  0.300951E+02  0.583897E+00 -0.422351E+01  0.605620E+01  0.948405E+01  0.556793E+01 -0.159785E+00  0.116944E-01  0.115743E-01  0.612557E-03  0.164615E-01  0.152532E-02 -0.846459E+03
  0.300951E+02  0.583897E+00 -0.422351E+01  0.605620E+01  0.948405E+01  0.556793E+01 -0.159785E+00  0.116944E-01  0.369888E-02  0.612557E-03  0.172984E-01  0.213044E-02 -0.845816E+03
  0.300951E+02  0.583897E+00 -0.324087E+01  0.605620E+01  0.948405E+01  0.556793E+01 -0.159785E+00  0.118279E-01  0.369888E-02  0.106432E-01  0.118021E-01  0.213044E-02 -0.847133E+03
  0.300951E+02  0.583897E+00 -0.324087E+01  0.605620E+01  0.948405E+01  0.471601E+01 -0.159785E+00  0.890325E-02  0.369888E-02  0.101300E-01  0.964069E-02  0.213044E-02 -0.847023E+03
  0.301232E+02  0.583897E+00 -0.324087E+01  0.605620E+01  0.948405E+01  0.471601E+01 -0.159785E+00  0.890325E-02  0.140369E-01  0.101300E-01  0.964069E-02  0.213044E-02 -0.848095E+03
  0.301232E+02  0.583897E+00 -0.324087E+01  0.605620E+01  0.948405E+01  0.345196E+01 -0.159785E+00  0.206350E-01  0.351777E-01  0.101300E-01  0.562532E-02  0.213044E-02 -0.850466E+03
  0.301232E+02  0.583897E+00 -0.324087E+01  0.605620E+01  0.948405E+01  0.628270E+01  0.143184E+01  0.206350E-01  0.503330E-01  0.101300E-01  0.562532E-02  0.960148E-02 -0.853273E+03
  0.301232E+02  0.583897E+00 -0.324087E+01  0.807398E+01  0.948405E+01  0.716483E+01  0.143184E+01  0.206350E-01  0.510724E-01  0.552629E-02  0.988816E-02  0.960148E-02 -0.854529E+03
  0.301232E+02  0.583897E+00 -0.347824E+01  0.580629E+01  0.948405E+01  0.716483E+01  0.571143E+00  0.134441E-01  0.453744E-01  0.442212E-02  0.204127E-01  0.960148E-02 -0.852975E+03
  0.301232E+02  0.583897E+00 -0.347824E+01  0.580629E+01  0.948405E+01  0.583892E+01  0.571143E+00  0.134441E-01  0.338206E-01  0.442212E-02  0.926805E-02  0.960148E-02 -0.850283E+03
  0.301072E+02  0.583897E+00 -0.347824E+01  0.580629E+01  0.948405E+01  0.583892E+01  0.571143E+00  0.101766E-01  0.338206E-01  0.187541E-01  0.926805E-02  0.136451E-01 -0.852083E+03
  0.301072E+02  0.583897E+00 -0.401494E+01  0.580629E+01  0.948405E+01  0.583892E+01  0.571143E+00  0.116964E-01  0.124978E-01  0.150891E-01  0.926805E-02  0.136451E-01 -0.849124E+03
  0.301072E+02  0.583897E+00 -0.401494E+01  0.540627E+01  0.108693E+02  0.661369E+01  0.571143E+00  0.842627E-02  0.124978E-01  0.150891E-01  0.471209E-02  0.872568E-02 -0.849291E+03
  0.301072E+02  0.583897E+00 -0.546553E+01  0.540627E+01  0.108693E+02  0.442421E+01  0.571143E+00  0.842627E-02  0.109321E-01  0.150891E-01  0.471209E-02  0.872568E-02 -0.849137E+03
  0.301072E+02  0.583897E+00 -0.546553E+01  0.540627E+01  0.108693E+02  0.442421E+01 -0.202721E+01  0.842627E-02  0.659256E-02  0.150891E-01  0.137196E-01  0.872568E-02 -0.849056E+03
  0.301072E+02  0.583897E+00 -0.546553E+01  0.540627E+01  0.990800E+01  0.442421E+01 -0.202721E+01  0.930942E-02  0.171468E-01  0.329785E-01  0.137196E-01  0.872568E-02 -0.851415E+03
  0.300588E+02  0.583897E+00 -0.546553E+01  0.540627E+01  0.990800E+01  0.495022E+01 -0.202721E+01  0.930942E-02  0.171468E-01  0.329785E-01  0.165324E-01  0.872568E-02 -0.851501E+03
  0.300588E+02  0.583897E+00 -0.546553E+01  0.734878E+01  0.990800E+01  0.730161E+01  0.281573E+01  0.930942E-02  0.118901E-01  0.260007E-01  0.165324E-01  0.872568E-02 -0.852294E+03
  0.300588E+02  0.583897E+00 -0.554663E+01  0.811119E+01  0.990800E+01  0.730161E+01  0.281573E+01  0.930942E-02  0.163844E-01  0.153736E-01  0.372188E-01  0.182881E-01 -0.855310E+03
  0.301484E+02  0.429258E+00 -0.554663E+01  0.781037E+01  0.990800E+01  0.296684E+01  0.281573E+01  0.930942E-02  0.108774E-01  0.185116E-01  0.285472E-01  0.208264E-01 -0.854003E+03
  0.301484E+02 -0.309622E+00 -0.554663E+01  0.704026E+01  0.103366E+02  0.715481E+01  0.281573E+01  0.930942E-02  0.108774E-01  0.185116E-01  0.272795E-01  0.208264E-01 -0.854600E+03
  0.301484E+02 -0.309622E+00 -0.554663E+01  0.704026E+01  0.103366E+02  0.715481E+01  0.318844E+01  0.930942E-02  0.108774E-01  0.755858E-02  0.204431E-01  0.169534E-01 -0.852785E+03
  0.301484E+02 -0.309622E+00 -0.554663E+01  0.704026E+01  0.977296E+01  0.715481E+01  0.318844E+01  0.292921E-02  0.108774E-01  0.156645E-01  0.204431E-01  0.169534E-01 -0.852735E+03
  0.301484E+02 -0.309622E+00 -0.554663E+01  0.761479E+01  0.977296E+01  0.492053E+01  0.381881E+01  0.292921E-02  0.179217E-01  0.338336E-02  0.138871E-01  0.121848E-01 -0.850840E+03
  0.301484E+02 -0.309622E+00 -0.554663E+01  0.761479E+01  0.977296E+01  0.489014E+01 -0.122735E+01  0.292921E-02  0.293551E-01  0.338336E-02  0.187244E-01  0.121848E-01 -0.850590E+03
  0.301484E+02  0.572689E+00 -0.554663E+01  0.761479E+01  0.977296E+01  0.489014E+01 -0.122735E+01  0.292921E-02  0.134543E-01  0.338336E-02  0.187244E-01  0.121848E-01 -0.847931E+03
  0.301484E+02  0.572689E+00 -0.554663E+01  0.761479E+01  0.977296E+01  0.489014E+01  0.155737E+01  0.292921E-02  0.643326E-02  0.338336E-02  0.192526E-01  0.121848E-01 -0.847902E+03
  0.299533E+02  0.572689E+00 -0.554663E+01  0.761479E+01  0.931904E+01  0.489014E+01  0.155737E+01  0.112837E-01  0.907978E-02  0.203729E-02  0.861246E-02  0.336454E-01 -0.849620E+03
  0.299533E+02 -0.277345E+00 -0.554663E+01  0.761479E+01  0.768319E+01  0.489014E+01  0.155737E+01  0.675038E-02  0.907978E-02  0.203729E-02  0.861246E-02  0.282859E-01 -0.848815E+03
  0.299533E+02 -0.277345E+00 -0.554663E+01  0.761479E+01  0.768319E+01  0.489014E+01 -0.843038E+00  0.675038E-02  0.907978E-02  0.130861E-02  0.861246E-02  0.129138E-01 -0.846757E+03
  0.299533E+02 -0.277345E+00 -0.554663E+01  0.761479E+01  0.768319E+01  0.548708E+01 -0.843038E+00  0.119479E-01  0.907978E-02  0.130861E-02  0.861246E-02  0.129138E-01 -0.847240E+03
  0.299533E+02 -0.277345E+00 -0.325836E+01  0.605929E+01  0.768319E+01  0.548708E+01 -0.843038E+00  0.122730E-01  0.184322E-01  0.130861E-02  0.861246E-02  0.169035E-01 -0.849186E+03
  0.299533E+02 -0.277345E+00 -0.325836E+01  0.600956E+01  0.768319E+01  0.548708E+01 -0.843038E+00  0.162969E-01  0.806408E-02  0.130861E-02  0.861246E-02  0.305986E-01 -0.849534E+03
  0.299533E+02 -0.250305E+00 -0.325836E+01  0.600956E+01  0.768319E+01  0.548708E+01  0.735868E-01  0.169710E-01  0.139579E-01  0.130861E-02  0.861246E-02  0.992989E-02 -0.848062E+03
  0.299533E+02 -0.250305E+00 -0.325836E+01  0.600956E+01  0.768319E+01  0.548708E+01  0.735868E-01  0.169710E-01  0.139579E-01  0.130861E-02  0.861246E-02  0.992989E-02 -0.848062E+03
  0.299533E+02 -0.250305E+00 -0.525521E+01  0.600956E+01  0.855213E+01  0.548708E+01  0.353346E+00  0.169710E-01  0.148615E-01  0.130861E-02  0.861246E-02  0.842651E-02 -0.847391E+03
  0.299533E+02  0.376466E+00 -0.525521E+01  0.600956E+01  0.855213E+01  0.548708E+01  0.353346E+00  0.221179E-01  0.794914E-03  0.341565E-02  0.861246E-02  0.842651E-02 -0.847106E+03
  0.299533E+02  0.376466E+00 -0.364070E+01  0.600956E+01  0.855213E+01  0.548708E+01  0.353346E+00  0.175080E-01  0.794914E-03  0.341565E-02  0.108013E-01  0.943352E-02 -0.846589E+03
  0.299533E+02  0.376466E+00 -0.364070E+01  0.600956E+01  0.850450E+01  0.545908E+01 -0.590997E+00  0.872897E-02  0.238403E-02  0.341565E-02  0.108013E-01  0.943352E-02 -0.846358E+03
  0.299533E+02  0.376466E+00 -0.364070E+01  0.600956E+01  0.850450E+01  0.545908E+01 -0.590997E+00  0.136640E-01  0.238403E-02  0.341565E-02  0.108013E-01  0.943352E-02 -0.846388E+03
  0.299533E+02  0.376466E+00 -0.364070E+01  0.600956E+01  0.850450E+01  0.545908E+01 -0.590997E+00  0.136640E-01  0.435719E-02  0.341565E-02  0.108013E-01  0.943352E-02 -0.846585E+03
  0.299734E+02  0.376466E+00 -0.437940E+01  0.600956E+01  0.850450E+01  0.545908E+01 -0.590997E+00  0.136640E-01  0.124575E-01  0.341565E-02  0.174974E-01  0.943352E-02 -0.847643E+03
  0.299734E+02  0.376466E+00 -0.437940E+01  0.600956E+01  0.850450E+01  0.545908E+01 -0.365350E+00  0.136640E-01  0.110777E-01  0.299424E-01  0.193082E-01  0.943352E-02 -0.850389E+03
  0.299734E+02  0.376466E+00 -0.437940E+01  0.600956E+01  0.844205E+01  0.545908E+01 -0.365350E+00  0.785668E-02  0.110777E-01  0.433878E-01  0.429640E-02  0.943352E-02 -0.850119E+03
  0.299734E+02  0.110804E+01 -0.437940E+01  0.600956E+01  0.844205E+01  0.412518E+01 -0.365350E+00  0.785668E-02  0.110777E-01  0.433878E-01  0.349708E-01  0.943352E-02 -0.854954E+03
  0.299734E+02  0.110804E+01 -0.642994E+01  0.600956E+01  0.900701E+01  0.542111E+01 -0.669390E+00  0.785668E-02  0.110777E-01  0.394433E-01  0.349708E-01  0.943352E-02 -0.854920E+03
  0.299734E+02  0.110804E+01 -0.642994E+01  0.600956E+01  0.900701E+01  0.542111E+01 -0.669390E+00  0.785668E-02  0.110777E-01  0.394433E-01  0.319854E-01  0.943352E-02 -0.854621E+03
  0.299734E+02  0.110804E+01 -0.642994E+01  0.600956E+01  0.900701E+01  0.542111E+01 -0.669390E+00  0.187732E-01  0.110777E-01  0.332920E-01  0.319854E-01  0.327410E-02 -0.854557E+03
  0.299734E+02  0.110804E+01 -0.432826E+01  0.600956E+01  0.900701E+01  0.542111E+01 -0.228379E+00  0.174179E-01  0.110777E-01  0.332920E-01  0.206693E-01  0.203472E-02 -0.851253E+03
  0.299734E+02  0.863909E-02 -0.411009E+01  0.600956E+01  0.900701E+01  0.542111E+01 -0.169208E+01  0.174179E-01  0.110777E-01  0.332920E-01  0.161542E-01  0.203472E-02 -0.850291E+03
  0.306080E+02 -0.431334E-02 -0.466918E+01  0.600956E+01  0.102732E+02  0.542111E+01 -0.169208E+01  0.174179E-01  0.220187E-02  0.332920E-01  0.161542E-01  0.203472E-02 -0.849517E+03
  0.300452E+02 -0.431334E-02 -0.466918E+01  0.600956E+01  0.102732E+02  0.542111E+01 -0.634841E+00  0.174179E-01  0.220187E-02  0.150662E-01  0.178699E-01  0.203472E-02 -0.848216E+03
  0.300452E+02  0.517292E+00 -0.610365E+01  0.600956E+01  0.102732E+02  0.400978E+01 -0.634841E+00  0.174179E-01  0.949098E-03  0.289898E-01  0.178699E-01  0.366434E-02 -0.850321E+03
  0.304952E+02  0.517292E+00 -0.610365E+01  0.600956E+01  0.102732E+02  0.452538E+01 -0.634841E+00  0.165617E-01  0.949098E-03  0.289898E-01  0.178699E-01  0.366434E-02 -0.849941E+03
  0.304952E+02  0.517292E+00 -0.511225E+01  0.600956E+01  0.102732E+02  0.452538E+01 -0.634841E+00  0.502143E-02  0.949098E-03  0.194279E-01  0.552232E-02  0.366434E-02 -0.847053E+03
  0.304952E+02  0.517292E+00 -0.744399E+01  0.600956E+01  0.102732E+02  0.523618E+01 -0.634841E+00  0.502143E-02  0.949098E-03  0.194279E-01  0.158961E-01  0.366434E-02 -0.850100E+03
  0.304952E+02  0.517292E+00 -0.744399E+01  0.600956E+01  0.102732E+02  0.523618E+01 -0.105584E+00  0.502143E-02  0.349463E-02  0.194279E-01  0.158961E-01  0.366434E-02 -0.850650E+03
  0.299858E+02  0.517292E+00 -0.744399E+01  0.744130E+01  0.102732E+02  0.523618E+01 -0.105584E+00  0.502143E-02  0.349463E-02  0.116411E-01  0.188245E-01  0.366434E-02 -0.850417E+03
  0.306858E+02  0.517292E+00 -0.744399E+01  0.744130E+01  0.102732E+02  0.421729E+01 -0.105584E+00  0.502143E-02  0.349463E-02  0.761111E-02  0.108261E-01  0.366434E-02 -0.848815E+03
  0.306044E+02  0.517292E+00 -0.744399E+01  0.786856E+01  0.102732E+02  0.421729E+01 -0.105584E+00  0.502143E-02  0.349463E-02  0.761111E-02  0.108261E-01  0.366434E-02 -0.848617E+03
  0.306044E+02  0.517292E+00 -0.744399E+01  0.719011E+01  0.102732E+02  0.421729E+01 -0.300250E+01  0.502143E-02  0.349463E-02  0.761111E-02  0.135873E-01  0.366434E-02 -0.848945E+03
  0.306044E+02  0.398390E+00 -0.744399E+01  0.719011E+01  0.102732E+02  0.421729E+01 -0.300250E+01  0.502143E-02  0.349463E-02  0.761111E-02  0.201145E-01  0.366434E-02 -0.849505E+03
  0.306044E+02  0.398390E+00 -0.758087E+01  0.719011E+01  0.102732E+02  0.421729E+01 -0.300250E+01  0.502143E-02  0.349463E-02  0.761111E-02  0.198599E-02  0.366434E-02 -0.847957E+03
  0.308567E+02  0.398390E+00 -0.353254E+01  0.719011E+01  0.102732E+02  0.421729E+01 -0.258816E+01  0.111019E-01  0.349463E-02  0.425407E-02  0.547944E-02  0.122162E-01 -0.848216E+03
  0.303770E+02  0.398390E+00 -0.353254E+01  0.719011E+01  0.102732E+02  0.573106E+01  0.101301E+01  0.111019E-01  0.349463E-02  0.432298E-02  0.547944E-02  0.122610E-01 -0.846943E+03
  0.303770E+02  0.398390E+00 -0.353254E+01  0.719011E+01  0.853458E+01  0.573106E+01  0.101301E+01  0.564935E-02  0.574781E-02  0.432298E-02  0.547944E-02  0.294307E-01 -0.848823E+03
  0.303770E+02  0.398390E+00 -0.353254E+01  0.574806E+01  0.853458E+01  0.392430E+01 -0.922397E+00  0.315224E-01  0.574781E-02  0.432298E-02  0.547944E-02  0.263068E-01 -0.850527E+03
  0.303770E+02  0.398390E+00 -0.353254E+01  0.645205E+01  0.853458E+01  0.292173E+01 -0.268677E+01  0.336046E-01  0.574781E-02  0.432298E-02  0.279318E-02  0.117405E-01 -0.849699E+03
  0.303770E+02  0.398390E+00 -0.353254E+01  0.645205E+01  0.853458E+01  0.434608E+01  0.110668E+01  0.336046E-01  0.574781E-02  0.432298E-02  0.844899E-03  0.912242E-03 -0.848652E+03
  0.303770E+02  0.398390E+00 -0.353254E+01  0.645205E+01  0.853458E+01  0.434608E+01 -0.128713E+01  0.290635E-01  0.574781E-02  0.432298E-02  0.844899E-03  0.912242E-03 -0.846581E+03
  0.303770E+02  0.137527E+01 -0.353254E+01  0.568226E+01  0.853458E+01  0.434608E+01 -0.128713E+01  0.290635E-01  0.574781E-02  0.432298E-02  0.844899E-03  0.714036E-02 -0.849500E+03
  0.303770E+02  0.137527E+01 -0.353254E+01  0.568226E+01  0.938777E+01  0.434608E+01 -0.400052E+01  0.290635E-01  0.168091E-01  0.105213E-01  0.844899E-03  0.714036E-02 -0.851637E+03
  0.303770E+02  0.137527E+01 -0.582681E+01  0.568226E+01  0.938777E+01  0.396238E+01 -0.400052E+01  0.290635E-01  0.189815E-01  0.563193E-02  0.844899E-03  0.714036E-02 -0.852680E+03
  0.303770E+02  0.137527E+01 -0.798959E+00  0.568226E+01  0.938777E+01  0.396238E+01 -0.112822E+01  0.290635E-01  0.354282E-01  0.563193E-02  0.475316E-02  0.714036E-02 -0.856433E+03
  0.303770E+02  0.137527E+01 -0.798959E+00  0.568226E+01  0.938777E+01  0.695577E+01 -0.112822E+01  0.242519E-01  0.354282E-01  0.563193E-02  0.475316E-02  0.714036E-02 -0.856538E+03
  0.300161E+02  0.137527E+01 -0.798959E+00  0.654285E+01  0.938777E+01  0.695577E+01 -0.112822E+01  0.242519E-01  0.324394E-01  0.563193E-02  0.541626E-02  0.714036E-02 -0.856100E+03
  0.302617E+02  0.137527E+01 -0.442539E+00  0.654285E+01  0.926027E+01  0.301346E+01 -0.348889E+01  0.242519E-01  0.143467E-01  0.175070E-01  0.541626E-02  0.714036E-02 -0.856740E+03
  0.302463E+02  0.137527E+01 -0.130158E+01  0.654285E+01  0.926027E+01  0.309203E+01 -0.348889E+01  0.242519E-01  0.137662E-01  0.175070E-01  0.541626E-02  0.714036E-02 -0.854443E+03
  0.302463E+02  0.231365E+00 -0.130158E+01  0.578072E+01  0.926027E+01  0.309203E+01 -0.458927E+01  0.302757E-01  0.137662E-01  0.386232E-01  0.541626E-02  0.714036E-02 -0.857740E+03
  0.302463E+02  0.231365E+00 -0.130158E+01  0.543457E+01  0.926027E+01  0.309203E+01 -0.458927E+01  0.302757E-01  0.137662E-01  0.254395E-01  0.541626E-02  0.714036E-02 -0.856423E+03
  0.305396E+02  0.231365E+00 -0.177819E+01  0.543457E+01  0.926027E+01  0.520030E+01 -0.458927E+01  0.136514E-01  0.137662E-01  0.191984E-01  0.541626E-02  0.714036E-02 -0.854931E+03
  0.305396E+02  0.231365E+00 -0.177819E+01  0.689854E+01  0.926027E+01  0.264224E+01 -0.458927E+01  0.136514E-01  0.137662E-01  0.209888E-01  0.541626E-02  0.714036E-02 -0.855302E+03
  0.305396E+02  0.231365E+00 -0.177819E+01  0.739024E+01  0.926027E+01  0.263023E+01 -0.458927E+01  0.136514E-01  0.154685E-01  0.481752E-01  0.541626E-02  0.714036E-02 -0.858293E+03
  0.305396E+02  0.231365E+00 -0.246213E+01  0.765083E+01  0.926027E+01  0.233090E+01 -0.435983E+01  0.136514E-01  0.440562E-01  0.481752E-01  0.541626E-02  0.440967E-02 -0.859222E+03
  0.305396E+02  0.231365E+00 -0.246213E+01  0.757328E+01  0.713941E+01  0.198613E+01 -0.105538E+01  0.312606E-01  0.440562E-01  0.387059E-01  0.541626E-02  0.440967E-02 -0.856853E+03
  0.305396E+02  0.828260E+00 -0.246213E+01  0.757328E+01  0.101485E+02  0.198613E+01 -0.105538E+01  0.312606E-01  0.379650E-01  0.387059E-01  0.541626E-02  0.397590E-02 -0.857462E+03
  0.305396E+02  0.828260E+00 -0.246213E+01  0.757328E+01  0.960946E+01  0.674942E+01 -0.105538E+01  0.312606E-01  0.444742E-01  0.305564E-01  0.541626E-02  0.397590E-02 -0.857553E+03
  0.305396E+02  0.828260E+00 -0.246213E+01  0.757328E+01  0.678463E+01  0.130589E+01 -0.105538E+01  0.312606E-01  0.444742E-01  0.182173E-01  0.541626E-02  0.397590E-02 -0.856528E+03
  0.305396E+02  0.828260E+00 -0.246213E+01  0.757328E+01  0.886828E+01  0.130589E+01 -0.105538E+01  0.152764E-01  0.594226E-01  0.182173E-01  0.541626E-02  0.397590E-02 -0.856939E+03
  0.305396E+02 -0.281259E+00 -0.190828E+01  0.757328E+01  0.886828E+01  0.130589E+01 -0.105538E+01  0.192899E-01  0.505810E-01  0.182173E-01  0.541626E-02  0.397590E-02 -0.856192E+03
  0.296134E+02 -0.281259E+00 -0.190828E+01  0.923113E+01  0.886828E+01  0.130589E+01 -0.105538E+01  0.179226E-01  0.330205E-01  0.182173E-01  0.541626E-02  0.138705E-01 -0.860871E+03
  0.296134E+02 -0.281259E+00 -0.190828E+01  0.299994E+01  0.807401E+01  0.130589E+01 -0.105538E+01  0.233496E-01  0.352596E-01  0.122753E-01  0.339423E-02  0.138705E-01 -0.859941E+03
  0.299858E+02 -0.281259E+00 -0.190828E+01  0.411649E+01  0.794191E+01  0.130589E+01 -0.105538E+01  0.233496E-01  0.581219E-01  0.122753E-01  0.759593E-02  0.727991E-02 -0.859549E+03
  0.299858E+02 -0.281259E+00 -0.190828E+01  0.411649E+01  0.932386E+01  0.130589E+01 -0.268981E+01  0.373597E-01  0.236804E-01  0.212121E-01  0.759593E-02  0.727991E-02 -0.858746E+03
  0.316586E+02 -0.281259E+00 -0.190828E+01  0.411649E+01  0.932386E+01  0.130589E+01 -0.268981E+01  0.373597E-01  0.852183E-02  0.184849E-01  0.202543E-01  0.572900E-02 -0.860372E+03
  0.316586E+02 -0.281259E+00 -0.190828E+01  0.411649E+01  0.932386E+01  0.130589E+01 -0.268981E+01  0.383959E-01  0.852183E-02  0.184849E-01  0.269527E-01  0.572900E-02 -0.860961E+03
  0.316586E+02 -0.102144E+01 -0.329612E+01  0.614168E+01  0.932386E+01  0.130589E+01 -0.268981E+01  0.372042E-01  0.374291E-02  0.184849E-01  0.195924E-01  0.788257E-02 -0.855927E+03
  0.316586E+02 -0.102144E+01 -0.329612E+01  0.614168E+01  0.932386E+01  0.119148E+01 -0.268981E+01  0.372042E-01  0.764720E-02  0.145007E-01  0.246818E-01  0.788257E-02 -0.856528E+03
  0.316586E+02 -0.102144E+01 -0.329612E+01  0.614168E+01  0.932386E+01  0.348006E+01 -0.268981E+01  0.372042E-01  0.589620E-02  0.156827E-02  0.141781E-01  0.182570E-01 -0.853946E+03
  0.316586E+02 -0.102144E+01 -0.329612E+01  0.614168E+01  0.942705E+01  0.218252E+01 -0.185314E+01  0.380953E-01  0.589620E-02  0.156827E-02  0.400228E-01  0.182570E-01 -0.856996E+03
  0.316586E+02 -0.102144E+01 -0.329612E+01  0.614168E+01  0.875616E+01  0.408880E+01 -0.185314E+01  0.380953E-01  0.114037E-01  0.156827E-02  0.120139E-01  0.283910E-01 -0.855153E+03
  0.316586E+02 -0.102144E+01 -0.329612E+01  0.719008E+01  0.875616E+01  0.408880E+01 -0.185314E+01  0.380953E-01  0.114037E-01  0.156827E-02  0.120139E-01  0.223466E-01 -0.854376E+03
  0.316586E+02 -0.777166E+00 -0.329612E+01  0.719008E+01  0.875616E+01  0.408880E+01 -0.140873E+01  0.219276E-01  0.173226E-01  0.155081E-01  0.120139E-01  0.223466E-01 -0.856071E+03
  0.316586E+02 -0.777166E+00 -0.329612E+01  0.719008E+01  0.875616E+01  0.543510E+01 -0.140873E+01  0.219276E-01  0.146943E-01  0.148328E-01  0.227863E-01  0.223466E-01 -0.856644E+03
