Kmin_a0       Kmin_a1       Kmin_a2       Kmin_a3       Kmin_a4       Kmin_a5       Kmin_a6       Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.300578E+02  0.499921E+00 -0.459581E+01  0.837196E+01  0.102646E+02  0.358051E+01 -0.654662E+00  0.131598E-01  0.177955E-01  0.100605E-01  0.284794E-01  0.926953E-03 -0.850862E+03
  0.300578E+02  0.499921E+00 -0.624364E+01  0.837196E+01  0.102646E+02  0.557381E+01 -0.654662E+00  0.148059E-01  0.141616E-01  0.100605E-01  0.259805E-01  0.124886E-02 -0.852005E+03
  0.300578E+02  0.499921E+00 -0.624364E+01  0.837196E+01  0.102646E+02  0.731056E+01 -0.654662E+00  0.145385E-01  0.165414E-01  0.100605E-01  0.258161E-01  0.462963E-02 -0.854360E+03
  0.304115E+02  0.114699E+01 -0.624364E+01  0.837196E+01  0.102646E+02  0.731056E+01 -0.631080E+00  0.123328E-01  0.192607E-01  0.116616E-01  0.240594E-01  0.508859E-02 -0.852654E+03
  0.308547E+02  0.114699E+01 -0.624364E+01  0.837196E+01  0.102646E+02  0.723921E+01 -0.631080E+00  0.801901E-02  0.193518E-01  0.114103E-01  0.239514E-01  0.441470E-02 -0.852083E+03
  0.308547E+02  0.114699E+01 -0.403889E+01  0.994522E+01  0.102646E+02  0.270317E+01  0.225139E+01  0.589081E-02  0.186757E-01  0.877623E-02  0.229033E-01  0.441470E-02 -0.854395E+03
  0.303771E+02  0.114699E+01 -0.403889E+01  0.700526E+01  0.110417E+02  0.717512E+01  0.347350E+00  0.523824E-02  0.206705E-01  0.468361E-02  0.235027E-01  0.640126E-02 -0.850449E+03
  0.303771E+02  0.114699E+01 -0.537606E+01  0.700526E+01  0.110417E+02  0.754752E+01 -0.826953E+00  0.523920E-02  0.220535E-01  0.302431E-02  0.208823E-01  0.640126E-02 -0.849973E+03
  0.303771E+02  0.114699E+01 -0.469997E+01  0.700526E+01  0.110417E+02  0.754752E+01 -0.826953E+00  0.657889E-02  0.198249E-01  0.547541E-02  0.195132E-01  0.257050E-02 -0.849507E+03
  0.303771E+02  0.114699E+01 -0.469997E+01  0.631647E+01  0.982882E+01  0.754752E+01 -0.301136E+00  0.963625E-02  0.191773E-01  0.463459E-02  0.222355E-01  0.903142E-03 -0.849294E+03
  0.303771E+02  0.114699E+01 -0.469997E+01  0.625854E+01  0.982882E+01  0.662182E+01 -0.301136E+00  0.110651E-01  0.191773E-01  0.383614E-02  0.209826E-01  0.150275E-04 -0.848740E+03
  0.303771E+02  0.114699E+01 -0.469997E+01  0.554135E+01  0.982882E+01  0.757514E+01 -0.301136E+00  0.131823E-01  0.206307E-01  0.124635E-03  0.216038E-01  0.166280E-02 -0.849906E+03
  0.298873E+02  0.114699E+01 -0.469997E+01  0.554135E+01  0.982882E+01  0.704054E+01 -0.301136E+00  0.139450E-01  0.220068E-01  0.100165E-02  0.148957E-01  0.619845E-02 -0.849363E+03
  0.298873E+02  0.114699E+01 -0.451137E+01  0.554135E+01  0.982882E+01  0.704054E+01 -0.301136E+00  0.149985E-01  0.232396E-01  0.478042E-02  0.145780E-01  0.280934E-02 -0.849604E+03
  0.304480E+02  0.114699E+01 -0.451137E+01  0.554135E+01  0.982882E+01  0.704054E+01 -0.186419E+01  0.126760E-01  0.232396E-01  0.147462E-02  0.122281E-01  0.401213E-02 -0.849263E+03
  0.304480E+02  0.114699E+01 -0.556662E+01  0.554135E+01  0.982882E+01  0.734227E+01 -0.186419E+01  0.126760E-01  0.247359E-01  0.147462E-02  0.991627E-02  0.156064E-02 -0.849240E+03
  0.304480E+02  0.114699E+01 -0.556662E+01  0.554135E+01  0.982882E+01  0.734227E+01  0.752942E+00  0.139261E-01  0.280546E-01  0.111404E-02  0.796287E-02  0.366905E-02 -0.850808E+03
  0.304480E+02  0.114699E+01 -0.556662E+01  0.554135E+01  0.806890E+01  0.532580E+01 -0.323281E+00  0.161800E-01  0.265143E-01  0.169063E-02  0.913486E-02  0.388148E-02 -0.852107E+03
  0.304480E+02  0.114699E+01 -0.556662E+01  0.534448E+01  0.806890E+01  0.338259E+01 -0.206566E+01  0.181420E-01  0.262245E-01  0.169063E-02  0.725369E-02  0.257054E-02 -0.852531E+03
  0.304480E+02  0.114699E+01 -0.476457E+01  0.534448E+01  0.806890E+01  0.338259E+01 -0.206566E+01  0.197845E-01  0.297820E-01  0.564217E-03  0.913528E-02  0.231886E-02 -0.852250E+03
  0.305127E+02  0.114699E+01 -0.476457E+01  0.534448E+01  0.806890E+01  0.820224E+01 -0.254192E+01  0.254267E-01  0.331162E-01  0.564217E-03  0.115911E-01  0.350179E-02 -0.853776E+03
  0.305127E+02  0.114699E+01 -0.210282E+01  0.534448E+01  0.806890E+01  0.820224E+01 -0.254192E+01  0.267087E-01  0.339924E-01  0.564217E-03  0.876551E-02  0.307757E-02 -0.854962E+03
  0.305127E+02  0.114699E+01 -0.210282E+01  0.534448E+01  0.806890E+01  0.820224E+01 -0.254192E+01  0.295487E-01  0.359707E-01  0.299862E-02  0.922962E-02  0.275748E-03 -0.855587E+03
  0.305127E+02  0.114699E+01 -0.210282E+01  0.534448E+01  0.777222E+01  0.820224E+01 -0.254192E+01  0.288508E-01  0.357692E-01  0.502232E-02  0.113791E-01  0.275748E-03 -0.856072E+03
  0.305127E+02  0.114699E+01 -0.210282E+01  0.625609E+01  0.777222E+01  0.818260E+01  0.111688E-01  0.314367E-01  0.372276E-01  0.300260E-02  0.102988E-01  0.275748E-03 -0.856064E+03
  0.305127E+02  0.114699E+01 -0.210282E+01  0.719632E+01  0.777222E+01  0.818260E+01  0.203175E+01  0.287762E-01  0.396932E-01  0.278554E-02  0.120337E-01  0.127725E-02 -0.856961E+03
  0.305127E+02  0.114699E+01 -0.210282E+01  0.719632E+01  0.691913E+01  0.818260E+01  0.157997E+01  0.287762E-01  0.373207E-01  0.232131E-02  0.185231E-01  0.708695E-03 -0.857591E+03
  0.305127E+02  0.114699E+01 -0.531236E+01  0.719632E+01  0.691913E+01  0.818260E+01  0.157997E+01  0.292632E-01  0.406424E-01  0.466797E-02  0.221318E-01  0.241916E-02 -0.859500E+03
  0.305127E+02  0.114699E+01 -0.510948E+01  0.800852E+01  0.691913E+01  0.461603E+01 -0.136834E+01  0.291432E-01  0.455847E-01  0.146225E-02  0.169424E-01  0.249510E-02 -0.855623E+03
  0.305127E+02  0.114699E+01 -0.519368E+01  0.800852E+01  0.691913E+01  0.461603E+01 -0.136834E+01  0.291432E-01  0.470811E-01  0.146225E-02  0.153738E-01  0.595885E-03 -0.855546E+03
  0.305127E+02  0.114699E+01 -0.469576E+01  0.800852E+01  0.785184E+01  0.461603E+01 -0.136834E+01  0.291432E-01  0.470723E-01  0.827885E-03  0.166780E-01  0.595885E-03 -0.854074E+03
  0.305127E+02  0.114699E+01 -0.469576E+01  0.394625E+01  0.102366E+02  0.461603E+01 -0.535362E+01  0.295261E-01  0.448561E-01  0.827885E-03  0.166780E-01  0.595885E-03 -0.856836E+03
  0.305127E+02  0.294132E+00 -0.469576E+01  0.394625E+01  0.790277E+01  0.461603E+01 -0.535362E+01  0.310817E-01  0.417355E-01  0.323900E-02  0.190258E-01  0.237538E-03 -0.856514E+03
  0.305127E+02  0.294132E+00 -0.469576E+01  0.575691E+01  0.790277E+01  0.496992E+01  0.206924E+01  0.320148E-01  0.439324E-01  0.339615E-02  0.199910E-01  0.237538E-03 -0.855587E+03
  0.305127E+02  0.294132E+00 -0.469576E+01  0.575691E+01  0.740663E+01  0.496992E+01  0.206924E+01  0.318689E-01  0.433197E-01  0.217649E-02  0.236048E-01  0.237538E-03 -0.856174E+03
  0.305127E+02  0.294132E+00 -0.471520E+01  0.575691E+01  0.772308E+01  0.496992E+01  0.149434E+00  0.333936E-01  0.429364E-01  0.498733E-03  0.207145E-01  0.153366E-02 -0.854348E+03
  0.305127E+02  0.294132E+00 -0.471520E+01  0.575691E+01  0.772308E+01  0.496992E+01  0.149434E+00  0.333936E-01  0.435460E-01  0.498733E-03  0.185364E-01  0.153366E-02 -0.854191E+03
  0.305127E+02 -0.307908E+00 -0.304856E+01  0.575691E+01  0.772308E+01  0.496992E+01  0.149434E+00  0.316087E-01  0.441613E-01  0.839303E-03  0.182508E-01  0.104775E-02 -0.853146E+03
  0.305127E+02  0.633502E+00 -0.304856E+01  0.726515E+01  0.772308E+01  0.263608E+01  0.149434E+00  0.297326E-01  0.442009E-01  0.585001E-02  0.134103E-01  0.122677E-02 -0.853543E+03
  0.305127E+02  0.633502E+00 -0.304856E+01  0.726515E+01  0.772308E+01  0.477988E+01  0.149434E+00  0.334082E-01  0.416046E-01  0.470742E-02  0.952749E-02  0.178058E-02 -0.853353E+03
  0.305127E+02 -0.769952E+00 -0.250313E+01  0.726515E+01  0.750873E+01  0.761618E+01  0.149434E+00  0.367025E-01  0.408367E-01  0.177783E-02  0.120372E-01  0.178058E-02 -0.856834E+03
  0.305127E+02 -0.513095E+00 -0.250313E+01  0.726515E+01  0.750873E+01  0.111604E+01  0.149434E+00  0.366778E-01  0.371753E-01  0.177783E-02  0.132785E-01  0.476731E-02 -0.854696E+03
  0.305127E+02 -0.599114E-01 -0.250313E+01  0.726515E+01  0.605228E+01  0.784518E+00  0.149434E+00  0.350587E-01  0.357081E-01  0.580430E-02  0.164400E-01  0.482999E-02 -0.856099E+03
  0.305127E+02 -0.103903E+00 -0.250313E+01  0.726515E+01  0.592038E+01  0.784518E+00  0.149434E+00  0.301124E-01  0.342541E-01  0.764056E-02  0.152124E-01  0.508969E-02 -0.855649E+03
  0.305127E+02 -0.103903E+00 -0.250313E+01  0.726515E+01  0.592038E+01  0.784518E+00  0.149434E+00  0.295822E-01  0.347674E-01  0.764056E-02  0.172959E-01  0.895550E-02 -0.856286E+03
  0.305127E+02 -0.250294E+01 -0.250313E+01  0.726515E+01  0.592038E+01  0.784518E+00  0.149434E+00  0.308025E-01  0.337631E-01  0.627836E-02  0.177120E-01  0.717578E-02 -0.858282E+03
  0.305127E+02 -0.250294E+01 -0.250313E+01  0.726515E+01  0.592038E+01  0.147859E+01  0.149434E+00  0.351697E-01  0.385535E-01  0.948092E-02  0.201390E-01  0.577885E-02 -0.859228E+03
  0.305127E+02 -0.250294E+01 -0.471937E+01  0.726515E+01  0.592038E+01  0.150275E+01  0.149434E+00  0.341439E-01  0.420173E-01  0.112955E-01  0.166482E-01  0.633766E-02 -0.858663E+03
  0.305127E+02  0.660892E+00 -0.461956E+01  0.726515E+01  0.592038E+01  0.150275E+01  0.149434E+00  0.331092E-01  0.404564E-01  0.969619E-02  0.191296E-01  0.630681E-02 -0.858459E+03
  0.305127E+02  0.660892E+00 -0.461956E+01  0.726515E+01  0.592038E+01  0.150275E+01  0.149434E+00  0.316015E-01  0.402330E-01  0.882201E-02  0.191859E-01  0.377548E-02 -0.857852E+03
  0.305127E+02  0.660892E+00 -0.461956E+01  0.726515E+01  0.598910E+01  0.412132E+01  0.149434E+00  0.317340E-01  0.451819E-01  0.873116E-02  0.167181E-01  0.467583E-02 -0.856801E+03
  0.303961E+02  0.660892E+00 -0.461457E+01  0.706454E+01  0.598910E+01  0.168004E+01  0.149434E+00  0.330753E-01  0.451819E-01  0.543028E-02  0.125233E-01  0.457626E-02 -0.857323E+03
  0.303961E+02 -0.517099E+00 -0.273102E+01  0.706454E+01  0.598910E+01  0.168004E+01 -0.117998E+01  0.347065E-01  0.462253E-01  0.365452E-02  0.143303E-01  0.277419E-02 -0.855167E+03
  0.303961E+02 -0.517099E+00 -0.204184E+01  0.706454E+01  0.857795E+01  0.168004E+01 -0.755257E+00  0.347065E-01  0.451851E-01  0.352026E-02  0.143374E-01  0.439947E-03 -0.855285E+03
  0.303961E+02 -0.517099E+00 -0.204184E+01  0.706454E+01  0.857795E+01  0.168004E+01  0.459394E+00  0.347065E-01  0.452801E-01  0.453725E-02  0.112104E-01  0.439947E-03 -0.855142E+03
  0.303961E+02 -0.517099E+00 -0.204184E+01  0.706454E+01  0.857795E+01  0.388678E+01 -0.136555E+01  0.333018E-01  0.434164E-01  0.497065E-02  0.111771E-01  0.210228E-02 -0.854504E+03
  0.303961E+02 -0.517099E+00 -0.204184E+01  0.706454E+01  0.857795E+01  0.388678E+01 -0.136555E+01  0.300576E-01  0.403350E-01  0.220331E-02  0.103245E-01  0.368451E-02 -0.853207E+03
  0.306056E+02  0.250092E+00 -0.204184E+01  0.706454E+01  0.857795E+01  0.360012E+01 -0.136555E+01  0.277446E-01  0.413246E-01  0.643978E-03  0.101414E-01  0.298286E-02 -0.852262E+03
  0.306056E+02  0.250092E+00 -0.204184E+01  0.706454E+01  0.857795E+01  0.360012E+01 -0.690629E-01  0.295970E-01  0.425089E-01  0.643978E-03  0.101414E-01  0.158189E-02 -0.852557E+03
  0.302378E+02 -0.376378E+00 -0.485490E+01  0.706454E+01  0.857795E+01  0.360012E+01 -0.690629E-01  0.306906E-01  0.405292E-01  0.172113E-02  0.162198E-01  0.325236E-02 -0.852376E+03
  0.311445E+02 -0.376378E+00 -0.316672E+01  0.845257E+01  0.857795E+01  0.360012E+01  0.688896E+00  0.305675E-01  0.432896E-01  0.167829E-02  0.151372E-01  0.272896E-02 -0.853527E+03
  0.311445E+02 -0.376378E+00 -0.316672E+01  0.845257E+01  0.857795E+01  0.205322E+01  0.688896E+00  0.281140E-01  0.437382E-01  0.203587E-02  0.152595E-01  0.136817E-02 -0.853751E+03
  0.311445E+02 -0.927992E-01 -0.549585E+01  0.845257E+01  0.857795E+01  0.338783E+01 -0.331626E+01  0.249882E-01  0.437382E-01  0.391565E-02  0.151878E-01  0.660940E-02 -0.853823E+03
  0.311445E+02 -0.927992E-01 -0.408128E+01  0.608497E+01  0.917272E+01  0.378393E+01 -0.331626E+01  0.299450E-01  0.429248E-01  0.497976E-02  0.190278E-01  0.979144E-02 -0.854569E+03
  0.311445E+02 -0.927992E-01 -0.408128E+01  0.608497E+01  0.917272E+01  0.378393E+01 -0.100536E+01  0.287553E-01  0.431335E-01  0.423568E-02  0.170369E-01  0.156726E-01 -0.854641E+03
  0.311445E+02 -0.927992E-01 -0.408128E+01  0.457532E+01  0.104544E+02  0.342818E+01  0.336422E+00  0.332833E-01  0.430327E-01  0.311045E-02  0.125132E-01  0.157999E-01 -0.857358E+03
  0.311445E+02 -0.927992E-01 -0.408128E+01  0.457532E+01  0.930182E+01  0.464414E+01 -0.231602E+01  0.349076E-01  0.420130E-01  0.311045E-02  0.150952E-01  0.159128E-01 -0.856414E+03
  0.311445E+02 -0.927992E-01 -0.408128E+01  0.457532E+01  0.930182E+01  0.464414E+01 -0.231602E+01  0.352902E-01  0.365073E-01  0.131131E-02  0.156157E-01  0.173922E-01 -0.855957E+03
  0.311445E+02 -0.927992E-01 -0.408128E+01  0.457532E+01  0.930182E+01  0.564059E+01 -0.231602E+01  0.351500E-01  0.368766E-01  0.269418E-02  0.103835E-01  0.141860E-01 -0.855420E+03
  0.311445E+02  0.316730E+00 -0.413730E+01  0.457532E+01  0.930182E+01  0.564059E+01 -0.343915E+01  0.330391E-01  0.341029E-01  0.508838E-02  0.115217E-01  0.140173E-01 -0.855661E+03
  0.302259E+02  0.316730E+00 -0.413730E+01  0.457532E+01  0.930182E+01  0.564059E+01 -0.343915E+01  0.327137E-01  0.378716E-01  0.708701E-02  0.115217E-01  0.129462E-01 -0.855365E+03
  0.302259E+02  0.316730E+00 -0.413730E+01  0.545880E+01  0.930182E+01  0.564059E+01 -0.343915E+01  0.327137E-01  0.389129E-01  0.708701E-02  0.117145E-01  0.129462E-01 -0.855271E+03
  0.302259E+02  0.316730E+00 -0.413730E+01  0.545880E+01  0.930182E+01  0.564059E+01  0.156133E+01  0.327137E-01  0.389668E-01  0.644065E-02  0.100593E-01  0.145265E-01 -0.855360E+03
  0.302259E+02  0.316730E+00 -0.413730E+01  0.545880E+01  0.930182E+01  0.348507E+01 -0.147569E+01  0.307355E-01  0.389668E-01  0.873358E-02  0.102033E-01  0.177000E-01 -0.853976E+03
  0.302259E+02  0.316730E+00 -0.413730E+01  0.545880E+01  0.943204E+01  0.348507E+01 -0.147569E+01  0.302746E-01  0.417390E-01  0.810289E-02  0.118702E-01  0.177000E-01 -0.854284E+03
  0.302259E+02  0.316730E+00 -0.413730E+01  0.545880E+01  0.943204E+01  0.348507E+01 -0.256073E+01  0.282558E-01  0.379050E-01  0.745330E-02  0.109841E-01  0.177000E-01 -0.853467E+03
  0.302259E+02  0.316730E+00 -0.618818E+01  0.545880E+01  0.943204E+01  0.348507E+01 -0.212418E+01  0.279065E-01  0.380661E-01  0.788063E-02  0.922849E-02  0.174206E-01 -0.854566E+03
  0.302259E+02  0.316730E+00 -0.618818E+01  0.545880E+01  0.861869E+01  0.432644E+01 -0.171156E+01  0.230513E-01  0.400534E-01  0.768460E-02  0.903126E-02  0.172596E-01 -0.853356E+03
  0.300762E+02  0.316730E+00 -0.618818E+01  0.545880E+01  0.877588E+01  0.432644E+01 -0.251877E+01  0.252819E-01  0.395291E-01  0.850841E-02  0.978386E-02  0.160256E-01 -0.854036E+03
  0.300762E+02 -0.174571E+01 -0.629897E+01  0.545880E+01  0.877588E+01  0.199152E+01 -0.251877E+01  0.282682E-01  0.364901E-01  0.850841E-02  0.872142E-02  0.125143E-01 -0.857462E+03
  0.300762E+02 -0.174571E+01 -0.302321E+01  0.545880E+01  0.877588E+01  0.199152E+01 -0.140034E+01  0.272453E-01  0.370356E-01  0.974630E-02  0.102914E-01  0.110767E-01 -0.856582E+03
  0.300762E+02 -0.174571E+01 -0.302321E+01  0.545880E+01  0.877588E+01  0.149143E+01  0.219974E+01  0.265293E-01  0.326482E-01  0.603076E-02  0.131732E-01  0.104411E-01 -0.856518E+03
  0.300762E+02 -0.121348E+01 -0.505976E+01  0.545880E+01  0.877588E+01  0.220958E+01 -0.156485E+00  0.265293E-01  0.361721E-01  0.413766E-02  0.157904E-01  0.101532E-01 -0.853740E+03
  0.300762E+02 -0.950867E+00 -0.379477E+01  0.545880E+01  0.877588E+01  0.262766E+01 -0.156485E+00  0.260761E-01  0.337916E-01  0.262982E-02  0.157904E-01  0.895640E-02 -0.852502E+03
  0.302349E+02 -0.950867E+00 -0.379477E+01  0.545880E+01  0.877588E+01  0.423464E+01 -0.156485E+00  0.262542E-01  0.311830E-01  0.262982E-02  0.134244E-01  0.712067E-02 -0.851242E+03
  0.302349E+02 -0.950867E+00 -0.379477E+01  0.545880E+01  0.795128E+01  0.423464E+01 -0.986801E+00  0.276373E-01  0.286512E-01  0.262982E-02  0.124234E-01  0.873337E-02 -0.851087E+03
  0.302349E+02 -0.950867E+00 -0.379477E+01  0.545880E+01  0.795128E+01  0.423464E+01 -0.986801E+00  0.261022E-01  0.286512E-01  0.239255E-02  0.112930E-01  0.505827E-02 -0.850373E+03
  0.302349E+02 -0.950867E+00 -0.379477E+01  0.590250E+01  0.795128E+01  0.423464E+01 -0.986801E+00  0.286580E-01  0.277308E-01  0.257868E-02  0.966743E-02  0.627765E-02 -0.850460E+03
  0.302349E+02 -0.933120E+00 -0.296963E+01  0.515035E+01  0.795128E+01  0.423464E+01 -0.986801E+00  0.304154E-01  0.239433E-01  0.551237E-02  0.758386E-02  0.387662E-02 -0.851141E+03
  0.302349E+02 -0.933120E+00 -0.296963E+01  0.573956E+01  0.795128E+01  0.549234E+01 -0.986801E+00  0.275700E-01  0.243955E-01  0.551237E-02  0.832908E-02  0.628012E-02 -0.851099E+03
  0.302349E+02 -0.933120E+00 -0.306213E+01  0.573956E+01  0.795128E+01  0.325633E+01 -0.378437E+00  0.250606E-01  0.264489E-01  0.716129E-02  0.832908E-02  0.628012E-02 -0.850885E+03
  0.302349E+02 -0.293719E-01 -0.306213E+01  0.573956E+01  0.795128E+01  0.234363E+01 -0.289838E+01  0.225217E-01  0.264489E-01  0.661217E-02  0.639903E-02  0.681269E-02 -0.851121E+03
  0.302349E+02 -0.293719E-01 -0.306213E+01  0.573956E+01  0.795128E+01  0.490554E+01  0.740908E+00  0.241166E-01  0.298032E-01  0.867937E-03  0.716059E-02  0.887508E-02 -0.850341E+03
  0.302349E+02 -0.304779E+00 -0.306213E+01  0.573956E+01  0.795128E+01  0.490554E+01  0.240890E+01  0.249458E-01  0.316987E-01  0.867937E-03  0.757571E-02  0.741777E-02 -0.851743E+03
  0.302349E+02 -0.304779E+00 -0.306213E+01  0.573956E+01  0.957013E+01  0.490554E+01  0.289638E+01  0.256161E-01  0.294969E-01  0.312274E-02  0.929586E-02  0.637968E-02 -0.852467E+03
  0.308851E+02 -0.304779E+00 -0.306213E+01  0.573956E+01  0.957013E+01  0.510797E+01  0.289638E+01  0.251976E-01  0.313089E-01  0.676835E-02  0.104612E-01  0.448082E-02 -0.854281E+03
  0.309036E+02 -0.179131E+00 -0.304904E+01  0.573956E+01  0.957013E+01  0.748326E+01  0.289638E+01  0.251976E-01  0.296791E-01  0.676835E-02  0.104612E-01  0.676049E-02 -0.855314E+03
  0.309036E+02 -0.179131E+00 -0.304904E+01  0.573956E+01  0.957013E+01  0.317968E+01 -0.336286E+00  0.268431E-01  0.310059E-01  0.704304E-02  0.817118E-02  0.745905E-02 -0.852356E+03
  0.309036E+02 -0.179131E+00 -0.309251E+01  0.573956E+01  0.957013E+01  0.317968E+01 -0.336286E+00  0.318073E-01  0.316360E-01  0.648613E-02  0.103189E-01  0.108850E-01 -0.853240E+03
  0.309036E+02 -0.179131E+00 -0.309251E+01  0.573956E+01  0.957013E+01  0.317968E+01 -0.336286E+00  0.318073E-01  0.292097E-01  0.578955E-02  0.114085E-01  0.112908E-01 -0.853077E+03
  0.311316E+02 -0.179131E+00 -0.309251E+01  0.577639E+01  0.957013E+01  0.337080E+01 -0.363273E+01  0.299683E-01  0.234750E-01  0.647019E-02  0.114085E-01  0.128392E-01 -0.853386E+03
  0.311316E+02 -0.179131E+00 -0.309251E+01  0.577639E+01  0.957013E+01  0.304473E+01 -0.363273E+01  0.298534E-01  0.220970E-01  0.715553E-02  0.130199E-01  0.179057E-01 -0.854101E+03
  0.311316E+02 -0.179131E+00 -0.309251E+01  0.577639E+01  0.957013E+01  0.304473E+01 -0.363273E+01  0.276960E-01  0.208706E-01  0.533643E-02  0.840248E-02  0.158077E-01 -0.853082E+03
  0.311316E+02 -0.179131E+00 -0.309251E+01  0.577639E+01  0.957013E+01  0.304473E+01 -0.176907E+01  0.308546E-01  0.220820E-01  0.494568E-02  0.123477E-01  0.140192E-01 -0.853006E+03
  0.311316E+02 -0.179131E+00 -0.461771E+01  0.692810E+01  0.957013E+01  0.304473E+01 -0.176907E+01  0.283936E-01  0.168596E-01  0.460934E-02  0.139002E-01  0.126916E-01 -0.850892E+03
  0.311316E+02 -0.179131E+00 -0.461771E+01  0.692810E+01  0.107964E+02  0.304473E+01 -0.176907E+01  0.283936E-01  0.173878E-01  0.572856E-02  0.141885E-01  0.128438E-01 -0.851717E+03
  0.301819E+02 -0.179131E+00 -0.461771E+01  0.692810E+01  0.107964E+02  0.464880E+01 -0.315381E+01  0.263004E-01  0.182269E-01  0.827720E-02  0.151300E-01  0.110102E-01 -0.854491E+03
  0.302398E+02  0.227113E+01 -0.461771E+01  0.692810E+01  0.108591E+02  0.464880E+01 -0.315381E+01  0.262677E-01  0.201521E-01  0.714378E-02  0.106874E-01  0.723274E-02 -0.854739E+03
  0.302398E+02  0.227113E+01 -0.461771E+01  0.692810E+01  0.108591E+02  0.464880E+01 -0.315381E+01  0.258262E-01  0.215965E-01  0.742857E-02  0.106633E-01  0.152133E-02 -0.854189E+03
  0.302398E+02  0.227113E+01 -0.461771E+01  0.692810E+01  0.108591E+02  0.464880E+01 -0.643501E+01  0.266772E-01  0.183633E-01  0.635501E-02  0.116447E-01  0.152133E-02 -0.857721E+03
  0.302398E+02  0.144203E+01 -0.461771E+01  0.692810E+01  0.108591E+02  0.527483E+01 -0.643501E+01  0.266772E-01  0.173283E-01  0.573789E-02  0.122144E-01  0.152133E-02 -0.856654E+03
  0.302398E+02  0.144203E+01 -0.461771E+01  0.692810E+01  0.970345E+01  0.527483E+01 -0.643501E+01  0.266725E-01  0.111366E-01  0.456367E-02  0.170735E-01  0.190448E-02 -0.855025E+03
  0.302398E+02  0.144203E+01 -0.461771E+01  0.692810E+01  0.970345E+01  0.317622E+01 -0.643501E+01  0.275933E-01  0.166561E-01  0.643283E-02  0.180536E-01  0.190448E-02 -0.855775E+03
  0.302398E+02  0.144203E+01 -0.461771E+01  0.692810E+01  0.917327E+01  0.317622E+01 -0.671917E+01  0.275933E-01  0.208151E-01  0.643283E-02  0.190320E-01  0.129148E-02 -0.856408E+03
  0.303900E+02  0.454895E+00 -0.461771E+01  0.692810E+01  0.917327E+01  0.317622E+01 -0.673509E+01  0.289507E-01  0.215246E-01  0.732969E-02  0.191656E-01  0.126293E-03 -0.855749E+03
  0.303900E+02  0.454895E+00 -0.461771E+01  0.692810E+01  0.917327E+01  0.317622E+01 -0.673509E+01  0.294717E-01  0.219253E-01  0.106671E-01  0.206366E-01  0.126293E-03 -0.856426E+03
  0.308766E+02  0.454895E+00 -0.461771E+01  0.692810E+01  0.917327E+01  0.317622E+01 -0.544025E+00  0.318044E-01  0.224610E-01  0.115510E-01  0.191121E-01  0.188357E-02 -0.852418E+03
  0.308766E+02  0.454895E+00 -0.361023E+01  0.692810E+01  0.917327E+01  0.507211E+01 -0.544025E+00  0.318044E-01  0.226904E-01  0.125463E-01  0.168170E-01  0.155334E-02 -0.852014E+03
  0.308766E+02  0.454895E+00 -0.410804E+01  0.692810E+01  0.917327E+01  0.507211E+01 -0.544025E+00  0.258261E-01  0.226904E-01  0.125463E-01  0.142481E-01  0.155334E-02 -0.850404E+03
  0.308766E+02  0.454895E+00 -0.410804E+01  0.692810E+01  0.917327E+01  0.507211E+01 -0.544025E+00  0.267916E-01  0.208847E-01  0.168461E-01  0.175930E-01  0.398547E-02 -0.851379E+03
  0.308766E+02  0.454895E+00 -0.410804E+01  0.475145E+01  0.917327E+01  0.507211E+01 -0.544025E+00  0.244370E-01  0.235273E-01  0.164164E-01  0.203387E-01  0.223270E-02 -0.854028E+03
  0.308766E+02 -0.193326E+01 -0.410804E+01  0.475145E+01  0.917327E+01  0.510939E+01 -0.766935E+00  0.261978E-01  0.269997E-01  0.120188E-01  0.227421E-01  0.515055E-02 -0.855608E+03
  0.310691E+02 -0.193326E+01 -0.410804E+01  0.475145E+01  0.917327E+01  0.522982E+01 -0.394056E+00  0.250947E-01  0.269997E-01  0.109251E-01  0.227422E-01  0.423636E-02 -0.855943E+03
  0.310691E+02 -0.193326E+01 -0.707705E+01  0.693596E+01  0.917327E+01  0.522982E+01 -0.394056E+00  0.247262E-01  0.270657E-01  0.867328E-02  0.220560E-01  0.496194E-02 -0.855830E+03
  0.310691E+02 -0.193326E+01 -0.688998E+01  0.589579E+01  0.953214E+01  0.522982E+01 -0.394056E+00  0.242001E-01  0.277431E-01  0.725367E-02  0.237205E-01  0.825651E-02 -0.856277E+03
  0.310691E+02 -0.193326E+01 -0.688998E+01  0.589579E+01  0.767073E+01  0.522982E+01 -0.126671E+01  0.189109E-01  0.290418E-01  0.784216E-02  0.233943E-01  0.370488E-02 -0.856105E+03
  0.310691E+02 -0.193326E+01 -0.688998E+01  0.887667E+01  0.767073E+01  0.522982E+01 -0.180827E+00  0.221560E-01  0.296840E-01  0.625438E-02  0.230500E-01  0.616079E-04 -0.855883E+03
  0.310691E+02 -0.193326E+01 -0.688998E+01  0.887667E+01  0.946292E+01  0.541562E+01 -0.180827E+00  0.243567E-01  0.281281E-01  0.248914E-02  0.278383E-01  0.616079E-04 -0.857541E+03
