"X1" "X2"
1 5.44981533333333
1 16.349446
1 27.2490766666667
1 38.1487073333333
1 49.048338
1 59.9479686666667
1 70.8475993333333
1 81.74723
1 92.6468606666667
1 103.546491333333
1 114.446122
1 125.345752666667
1 136.245383333333
1 147.145014
1 158.044644666667
1 168.944275333333
1 179.843906
1 190.743536666667
1 201.643167333333
1 212.542798
1 223.442428666667
1 234.342059333333
1 245.24169
1 256.141320666667
1 267.040951333333
1 277.940582
1 288.840212666667
1 299.739843333333
1 310.639474
1 321.539104666667
1 332.438735333333
1 343.338366
1 354.237996666667
1 365.137627333333
1 376.037258
1 386.936888666667
1 397.836519333333
1 408.73615
1 419.635780666667
1 430.535411333333
1 441.435042
1 452.334672666667
1 463.234303333333
1 474.133934
1 485.033564666667
1 495.933195333333
1 506.832826
1 517.732456666667
1 528.632087333333
1 539.531718
1 550.431348666667
1 561.330979333333
1 572.23061
1 583.130240666667
1 594.029871333333
1 604.929502
1 615.829132666667
1 626.728763333333
1 637.628394
1 648.528024666667
1 659.427655333333
1 670.327286
1 681.226916666667
1 692.126547333333
1 703.026178
1 713.925808666667
1 724.825439333333
1 735.72507
1 746.624700666667
1 757.524331333333
1 768.423962
1 779.323592666667
1 790.223223333333
1 801.122854
1 812.022484666667
1 822.922115333333
1 833.821746
1 844.721376666667
1 855.621007333333
1 866.520638
1 877.420268666667
1 888.319899333333
1 899.21953
1 910.119160666667
1 921.018791333333
1 931.918422
1 942.818052666667
1 953.717683333333
1 964.617314
1 975.516944666667
1 986.416575333333
1 997.316206
1 1008.21583666667
1 1019.11546733333
1 1030.015098
1 1040.91472866667
1 1051.81435933333
1 1062.71399
1 1073.61362066667
