Km_SU1_Rh_a0   Km_SU1_Rh_a1   Km_SU1_Rh_a2   Km_SU1_Rh_a3   Km_SU1_Rh_a4   Km_SU2_Rh_a0   Km_SU2_Rh_a1   Km_SU1_Ai_a0   Km_SU1_Ai_a1   Km_SU1_Ai_a2   Km_SU1_Ai_a3   Km_SU1_Ai_a4   Km_SU2_Ai_a0   Km_SU2_Ai_a1   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.398269E+02  -0.113925E+00   0.184735E+01   0.727517E+01   0.712962E+01   0.361143E+02   0.129733E+02   0.204766E+02  -0.282798E-02  -0.682535E+01   0.275300E+00   0.671923E+01   0.104691E+02  -0.525711E+00   0.102682E+00   0.606047E-02   0.124429E-01   0.131513E-01   0.157110E-01  -0.329627E+03   0.136841E+02   0.000000E+00  -0.343311E+03   0.686622E+03
   0.398269E+02  -0.113925E+00   0.379953E+01   0.727517E+01   0.712962E+01   0.361143E+02   0.118318E+02   0.204766E+02  -0.106869E+02  -0.682535E+01   0.275300E+00   0.671923E+01   0.173276E+02  -0.475788E+01   0.103646E+00   0.633531E-02   0.137290E-01   0.131191E-01   0.159560E-01  -0.204243E+03   0.135067E+02   0.000000E+00  -0.217750E+03   0.435499E+03
   0.405668E+02  -0.113925E+00   0.379953E+01   0.727517E+01   0.712962E+01   0.355173E+02   0.917206E+01   0.204766E+02  -0.971734E+01  -0.682535E+01   0.275300E+00   0.671923E+01   0.203692E+02  -0.714078E+01   0.103646E+00   0.645935E-02   0.139518E-01   0.132460E-01   0.172566E-01  -0.171423E+03   0.133293E+02   0.000000E+00  -0.184752E+03   0.369505E+03
   0.404024E+02  -0.113925E+00   0.379953E+01   0.723237E+01   0.712962E+01   0.355654E+02   0.105477E+02   0.207736E+02  -0.971734E+01  -0.682535E+01   0.275300E+00   0.671923E+01   0.164441E+02  -0.767795E+01   0.103646E+00   0.476492E-02   0.151166E-01   0.127356E-01   0.164981E-01  -0.149380E+03   0.135092E+02   0.000000E+00  -0.162889E+03   0.325778E+03
   0.404024E+02  -0.113925E+00   0.379953E+01   0.723237E+01   0.712962E+01   0.355654E+02   0.105477E+02   0.207737E+02  -0.762389E+01  -0.101798E+02  -0.215127E+01   0.671923E+01   0.138157E+02  -0.808564E+01   0.103670E+00   0.543903E-02   0.152231E-01   0.120163E-01   0.145171E-01  -0.531805E+02   0.137011E+02   0.000000E+00  -0.668816E+02   0.133763E+03
   0.404024E+02  -0.113925E+00   0.379953E+01   0.723237E+01   0.712962E+01   0.355654E+02   0.105477E+02   0.207737E+02  -0.762389E+01  -0.101798E+02  -0.215127E+01   0.671923E+01   0.145135E+02  -0.116279E+02   0.104617E+00   0.452398E-02   0.155418E-01   0.120163E-01   0.127456E-01  -0.458263E+02   0.139379E+02   0.000000E+00  -0.597642E+02   0.119528E+03
   0.404024E+02  -0.113925E+00   0.298176E+01   0.723237E+01   0.712962E+01   0.355654E+02   0.103604E+02   0.207737E+02  -0.762389E+01  -0.101798E+02  -0.215127E+01   0.671923E+01   0.183305E+02  -0.718956E+01   0.105365E+00   0.466850E-02   0.166138E-01   0.122158E-01   0.117764E-01  -0.409346E+02   0.138932E+02   0.000000E+00  -0.548278E+02   0.109656E+03
   0.404024E+02  -0.113925E+00   0.298176E+01   0.723237E+01   0.712962E+01   0.355654E+02   0.103604E+02   0.225133E+02  -0.920883E+01  -0.101798E+02  -0.215127E+01   0.671923E+01   0.178138E+02  -0.847370E+01   0.105268E+00   0.457507E-02   0.158684E-01   0.121075E-01   0.127824E-01  -0.115763E+02   0.138873E+02   0.000000E+00  -0.254636E+02   0.509273E+02
   0.404024E+02  -0.113925E+00   0.298176E+01   0.723237E+01   0.712962E+01   0.365263E+02   0.103604E+02   0.225133E+02  -0.920883E+01  -0.101798E+02  -0.215127E+01   0.671923E+01   0.203264E+02  -0.393100E+01   0.106450E+00   0.461408E-02   0.176310E-01   0.130586E-01   0.140860E-01  -0.329930E+01   0.134817E+02   0.000000E+00  -0.167810E+02   0.335620E+02
   0.404340E+02  -0.113925E+00   0.298176E+01   0.847156E+01   0.712962E+01   0.362144E+02   0.103604E+02   0.222411E+02  -0.920883E+01  -0.101798E+02  -0.215127E+01   0.879591E+01   0.162136E+02  -0.120069E+02   0.106450E+00   0.555788E-02   0.175224E-01   0.137745E-01   0.146885E-01   0.250139E+01   0.132664E+02   0.000000E+00  -0.107650E+02   0.215299E+02
   0.404340E+02  -0.113925E+00   0.298176E+01   0.847156E+01   0.702779E+01   0.362144E+02   0.103604E+02   0.222411E+02  -0.920883E+01  -0.101798E+02  -0.215127E+01   0.879591E+01   0.173702E+02  -0.120069E+02   0.106450E+00   0.339087E-02   0.175224E-01   0.116571E-01   0.153543E-01   0.285593E+01   0.136282E+02   0.000000E+00  -0.107723E+02   0.215446E+02
   0.404340E+02  -0.113925E+00   0.298176E+01   0.847156E+01   0.702779E+01   0.362144E+02   0.103604E+02   0.222411E+02  -0.920883E+01  -0.101798E+02  -0.215127E+01   0.879591E+01   0.173702E+02  -0.644687E+00   0.106450E+00   0.373146E-02   0.172082E-01   0.118480E-01   0.149832E-01   0.284763E+01   0.136436E+02   0.000000E+00  -0.107960E+02   0.215919E+02
   0.404010E+02  -0.113925E+00   0.298176E+01   0.647027E+01   0.702779E+01   0.362144E+02   0.103604E+02   0.228237E+02  -0.920883E+01  -0.101798E+02  -0.215127E+01   0.879591E+01   0.220699E+02  -0.410769E+01   0.106450E+00   0.278616E-02   0.177165E-01   0.119307E-01   0.148521E-01   0.302316E+01   0.136921E+02   0.000000E+00  -0.106690E+02   0.213379E+02
   0.404010E+02  -0.113925E+00   0.298176E+01   0.647027E+01   0.702779E+01   0.360845E+02   0.103604E+02   0.228237E+02  -0.920883E+01  -0.101798E+02  -0.215127E+01   0.114345E+02   0.248445E+02  -0.559023E+01   0.106426E+00   0.224517E-02   0.162638E-01   0.123013E-01   0.154629E-01   0.596020E+01   0.137934E+02   0.000000E+00  -0.783316E+01   0.156663E+02
   0.404010E+02   0.447956E-01   0.298176E+01   0.647027E+01   0.496025E+01   0.356477E+02   0.103604E+02   0.228237E+02  -0.920883E+01  -0.101798E+02  -0.215127E+01   0.114345E+02   0.259994E+02   0.265503E+00   0.106030E+00   0.215702E-02   0.165656E-01   0.123013E-01   0.139888E-01   0.140539E+01   0.139194E+02   0.000000E+00  -0.125140E+02   0.250280E+02
   0.399760E+02   0.447956E-01   0.298176E+01   0.647027E+01   0.496025E+01   0.356477E+02   0.103604E+02   0.228237E+02  -0.920883E+01  -0.101798E+02  -0.215127E+01   0.114345E+02   0.206457E+02  -0.202452E+01   0.106030E+00   0.845749E-03   0.172871E-01   0.124614E-01   0.151630E-01   0.169159E+01   0.138450E+02   0.000000E+00  -0.121534E+02   0.243067E+02
   0.399760E+02   0.447956E-01   0.298176E+01   0.647027E+01   0.496025E+01   0.371656E+02   0.974841E+01   0.228237E+02  -0.920883E+01  -0.101798E+02  -0.215127E+01   0.114345E+02   0.161031E+02  -0.588314E+01   0.106030E+00   0.845749E-03   0.167245E-01   0.129326E-01   0.148296E-01   0.169036E+01   0.138874E+02   0.000000E+00  -0.121971E+02   0.243942E+02
   0.399760E+02   0.447956E-01   0.298176E+01   0.647027E+01   0.496025E+01   0.371656E+02   0.974841E+01   0.228237E+02  -0.920883E+01  -0.103116E+02  -0.215127E+01   0.114345E+02   0.116821E+02  -0.588314E+01   0.106030E+00   0.133914E-02   0.169453E-01   0.145282E-01   0.152499E-01   0.243957E+01   0.136144E+02   0.000000E+00  -0.111749E+02   0.223497E+02
   0.399760E+02   0.447956E-01   0.298176E+01   0.647027E+01   0.496025E+01   0.371656E+02   0.105758E+02   0.228237E+02  -0.920883E+01  -0.103116E+02  -0.215127E+01   0.114345E+02   0.122055E+02  -0.348189E+01   0.108031E+00   0.289793E-02   0.170433E-01   0.149708E-01   0.159172E-01   0.138028E+02   0.133378E+02   0.000000E+00   0.465042E+00  -0.930085E+00
   0.399760E+02   0.447956E-01   0.298176E+01   0.655818E+01   0.496025E+01   0.371656E+02   0.105758E+02   0.228237E+02  -0.920883E+01  -0.103116E+02  -0.215127E+01   0.114345E+02   0.130780E+02  -0.669863E+01   0.108031E+00   0.221742E-02   0.179594E-01   0.133422E-01   0.161924E-01   0.140135E+02   0.134495E+02   0.000000E+00   0.563961E+00  -0.112792E+01
   0.399760E+02   0.447956E-01   0.260720E+01   0.784873E+01   0.629492E+01   0.371656E+02   0.105758E+02   0.224660E+02  -0.920883E+01  -0.103116E+02  -0.215127E+01   0.114345E+02   0.107285E+02  -0.669863E+01   0.110072E+00   0.174860E-02   0.164858E-01   0.136244E-01   0.179574E-01   0.271798E+02   0.134391E+02   0.000000E+00   0.137407E+02  -0.274815E+02
   0.399760E+02   0.447956E-01   0.260720E+01   0.784873E+01   0.629492E+01   0.371656E+02   0.105758E+02   0.224660E+02  -0.920883E+01  -0.103116E+02  -0.215127E+01   0.114345E+02   0.145584E+02  -0.132779E+00   0.110072E+00   0.925870E-03   0.159064E-01   0.150600E-01   0.177230E-01   0.272056E+02   0.134592E+02   0.000000E+00   0.137464E+02  -0.274929E+02
   0.399760E+02   0.212809E+00   0.380067E+01   0.784873E+01   0.655769E+01   0.371656E+02   0.105758E+02   0.224660E+02  -0.920883E+01  -0.103116E+02  -0.215127E+01   0.114345E+02   0.206265E+02   0.290649E+01   0.110621E+00   0.146868E-02   0.148033E-01   0.141832E-01   0.184247E-01   0.293192E+02   0.135327E+02   0.000000E+00   0.157865E+02  -0.315730E+02
   0.399760E+02   0.212809E+00   0.285160E+01   0.807879E+01   0.655769E+01   0.371656E+02   0.105758E+02   0.225637E+02  -0.920883E+01  -0.103116E+02  -0.215127E+01   0.114345E+02   0.270110E+02   0.674148E+01   0.110621E+00   0.399247E-02   0.147161E-01   0.155777E-01   0.196648E-01   0.289636E+02   0.130256E+02   0.000000E+00   0.159380E+02  -0.318761E+02
   0.399760E+02   0.212809E+00   0.285160E+01   0.807879E+01   0.655769E+01   0.371656E+02   0.105758E+02   0.225637E+02  -0.920883E+01  -0.103116E+02  -0.215127E+01   0.114345E+02   0.271838E+02   0.111468E+02   0.111377E+00   0.382537E-02   0.143335E-01   0.158045E-01   0.204807E-01   0.328026E+02   0.129763E+02   0.000000E+00   0.198263E+02  -0.396527E+02
   0.399760E+02   0.212809E+00   0.285160E+01   0.807879E+01   0.673722E+01   0.371656E+02   0.105758E+02   0.225637E+02  -0.920883E+01  -0.103116E+02  -0.293832E+01   0.114345E+02   0.237885E+02   0.966587E+01   0.112718E+00   0.222334E-02   0.150600E-01   0.141987E-01   0.209257E-01   0.403318E+02   0.131799E+02   0.000000E+00   0.271519E+02  -0.543038E+02
   0.402147E+02   0.212809E+00   0.285160E+01   0.807879E+01   0.673722E+01   0.371656E+02   0.108603E+02   0.225637E+02  -0.920883E+01  -0.103116E+02  -0.293832E+01   0.978719E+01   0.286221E+02   0.166475E+02   0.112718E+00   0.110864E-02   0.147534E-01   0.142585E-01   0.216565E-01   0.406554E+02   0.132430E+02   0.000000E+00   0.274124E+02  -0.548248E+02
   0.402147E+02   0.212809E+00   0.285160E+01   0.807879E+01   0.673722E+01   0.371656E+02   0.108603E+02   0.225637E+02  -0.920883E+01  -0.103116E+02  -0.293832E+01   0.978719E+01   0.287266E+02   0.174585E+02   0.112926E+00   0.542990E-03   0.154625E-01   0.142278E-01   0.227840E-01   0.415279E+02   0.131190E+02   0.000000E+00   0.284089E+02  -0.568179E+02
   0.402147E+02   0.212809E+00   0.254636E+01   0.807879E+01   0.673722E+01   0.367206E+02   0.100666E+02   0.225637E+02  -0.920883E+01  -0.103116E+02  -0.293832E+01   0.109513E+02   0.287353E+02   0.174585E+02   0.114360E+00   0.542990E-03   0.171956E-01   0.152493E-01   0.224115E-01   0.492049E+02   0.128807E+02   0.000000E+00   0.363242E+02  -0.726483E+02
   0.402147E+02   0.212809E+00   0.254636E+01   0.807879E+01   0.673722E+01   0.367206E+02   0.115989E+02   0.225637E+02  -0.920883E+01  -0.103116E+02  -0.285970E+01   0.109513E+02   0.316323E+02   0.134175E+02   0.114692E+00   0.125636E-02   0.176153E-01   0.136635E-01   0.199135E-01   0.500071E+02   0.131758E+02   0.000000E+00   0.368313E+02  -0.736626E+02
   0.402147E+02   0.212809E+00   0.254636E+01   0.807879E+01   0.808875E+01   0.367206E+02   0.953856E+01   0.225637E+02  -0.920883E+01  -0.103116E+02  -0.364316E+01   0.109513E+02   0.353417E+02   0.641861E+01   0.114692E+00   0.149218E-02   0.188172E-01   0.135559E-01   0.193286E-01   0.494663E+02   0.131013E+02   0.000000E+00   0.363650E+02  -0.727300E+02
   0.402147E+02   0.212809E+00   0.254636E+01   0.807879E+01   0.808875E+01   0.367206E+02   0.101903E+02   0.225637E+02  -0.920883E+01  -0.103116E+02  -0.364316E+01   0.109513E+02   0.394983E+02   0.286804E+01   0.115327E+00   0.149218E-02   0.178725E-01   0.134653E-01   0.217439E-01   0.521343E+02   0.129633E+02   0.000000E+00   0.391710E+02  -0.783420E+02
   0.402147E+02   0.212809E+00   0.254636E+01   0.807879E+01   0.861538E+01   0.367206E+02   0.101903E+02   0.223671E+02  -0.920883E+01  -0.103116E+02  -0.364316E+01   0.109513E+02   0.368615E+02   0.637920E+01   0.115901E+00   0.306446E-02   0.174701E-01   0.137098E-01   0.215598E-01   0.533580E+02   0.128403E+02   0.000000E+00   0.405177E+02  -0.810355E+02
   0.402147E+02   0.212809E+00   0.254636E+01   0.807879E+01   0.725948E+01   0.367206E+02   0.101903E+02   0.223671E+02  -0.920883E+01  -0.103116E+02  -0.175321E+01   0.109513E+02   0.337608E+02  -0.371264E+01   0.116727E+00   0.280638E-02   0.169184E-01   0.145105E-01   0.227792E-01   0.575379E+02   0.127192E+02   0.000000E+00   0.448187E+02  -0.896373E+02
   0.402147E+02   0.245194E+00   0.254636E+01   0.817450E+01   0.725948E+01   0.367206E+02   0.101903E+02   0.223671E+02  -0.920883E+01  -0.103116E+02  -0.175321E+01   0.109513E+02   0.384446E+02  -0.701191E+01   0.117623E+00   0.421107E-02   0.156093E-01   0.127623E-01   0.239764E-01   0.611772E+02   0.127648E+02   0.000000E+00   0.484124E+02  -0.968249E+02
   0.402147E+02   0.245194E+00   0.254636E+01   0.817450E+01   0.725948E+01   0.368036E+02   0.101903E+02   0.223107E+02  -0.920883E+01  -0.103116E+02  -0.175321E+01   0.109513E+02   0.367636E+02  -0.701544E+01   0.117952E+00   0.363985E-02   0.150645E-01   0.123842E-01   0.219841E-01   0.620324E+02   0.131134E+02   0.000000E+00   0.489190E+02  -0.978380E+02
   0.402147E+02   0.245194E+00   0.254636E+01   0.817450E+01   0.738227E+01   0.368036E+02   0.101903E+02   0.223107E+02  -0.920883E+01  -0.103116E+02  -0.175321E+01   0.109513E+02   0.459501E+02  -0.848478E+00   0.118757E+00   0.342687E-02   0.152312E-01   0.110897E-01   0.213379E-01   0.652505E+02   0.133121E+02   0.000000E+00   0.519384E+02  -0.103877E+03
   0.402147E+02   0.245194E+00   0.254636E+01   0.817450E+01   0.738227E+01   0.369471E+02   0.109287E+02   0.223107E+02  -0.920883E+01  -0.103116E+02  -0.274165E+01   0.109513E+02   0.555105E+02   0.950266E+01   0.118398E+00   0.397248E-02   0.170546E-01   0.123776E-01   0.223332E-01   0.645341E+02   0.128469E+02   0.000000E+00   0.516872E+02  -0.103374E+03
   0.402147E+02   0.245194E+00   0.254636E+01   0.817450E+01   0.738227E+01   0.369471E+02   0.109287E+02   0.223107E+02  -0.920883E+01  -0.103116E+02  -0.274165E+01   0.109819E+02   0.571527E+02   0.571512E+01   0.118398E+00   0.205491E-02   0.190230E-01   0.120238E-01   0.232164E-01   0.644887E+02   0.127889E+02   0.000000E+00   0.516998E+02  -0.103400E+03
   0.402147E+02   0.245194E+00   0.254636E+01   0.817450E+01   0.568756E+01   0.367356E+02   0.109287E+02   0.223107E+02  -0.920883E+01  -0.103116E+02  -0.274165E+01   0.108516E+02   0.598424E+02   0.530132E+01   0.118398E+00   0.292369E-02   0.195630E-01   0.132513E-01   0.235921E-01   0.648994E+02   0.124877E+02   0.000000E+00   0.524117E+02  -0.104823E+03
   0.402147E+02   0.245194E+00   0.254636E+01   0.817450E+01   0.568756E+01   0.367356E+02   0.109287E+02   0.223107E+02  -0.920883E+01  -0.103116E+02  -0.274165E+01   0.111620E+02   0.555737E+02   0.128859E+02   0.118398E+00   0.413686E-02   0.185576E-01   0.129616E-01   0.225275E-01   0.653938E+02   0.126023E+02   0.000000E+00   0.527915E+02  -0.105583E+03
   0.402147E+02   0.721647E+00   0.254636E+01   0.729661E+01   0.568756E+01   0.367356E+02   0.109287E+02   0.226930E+02  -0.920883E+01  -0.103116E+02  -0.274165E+01   0.105748E+02   0.497203E+02   0.442322E+01   0.118398E+00   0.627946E-02   0.191356E-01   0.141109E-01   0.216273E-01   0.645688E+02   0.123054E+02   0.000000E+00   0.522634E+02  -0.104527E+03
   0.402147E+02   0.721647E+00   0.254636E+01   0.729661E+01   0.568756E+01   0.367356E+02   0.109287E+02   0.229581E+02  -0.920883E+01  -0.103116E+02  -0.246937E+01   0.105748E+02   0.475112E+02  -0.154934E+01   0.118627E+00   0.664437E-02   0.191909E-01   0.155097E-01   0.207518E-01   0.644679E+02   0.122110E+02   0.000000E+00   0.522569E+02  -0.104514E+03
   0.402147E+02   0.721647E+00   0.254636E+01   0.729661E+01   0.568756E+01   0.372134E+02   0.975204E+01   0.229581E+02  -0.920883E+01  -0.103116E+02  -0.246937E+01   0.120649E+02   0.509208E+02  -0.273473E+01   0.119459E+00   0.650833E-02   0.168094E-01   0.153656E-01   0.207518E-01   0.674327E+02   0.124772E+02   0.000000E+00   0.549555E+02  -0.109911E+03
   0.402147E+02   0.721647E+00   0.254636E+01   0.729661E+01   0.568756E+01   0.372134E+02   0.975204E+01   0.229581E+02  -0.920883E+01  -0.103116E+02  -0.393786E+01   0.120649E+02   0.487565E+02  -0.410412E+01   0.119549E+00   0.590762E-02   0.151647E-01   0.152200E-01   0.207747E-01   0.674645E+02   0.127140E+02   0.000000E+00   0.547505E+02  -0.109501E+03
   0.402147E+02   0.721647E+00   0.254636E+01   0.775765E+01   0.708593E+01   0.372134E+02   0.784185E+01   0.229581E+02  -0.920883E+01  -0.103116E+02  -0.393786E+01   0.120649E+02   0.455328E+02  -0.243366E+01   0.120190E+00   0.413941E-02   0.166285E-01   0.149979E-01   0.219453E-01   0.679802E+02   0.126496E+02   0.000000E+00   0.553306E+02  -0.110661E+03
   0.402147E+02   0.721647E+00   0.254636E+01   0.775765E+01   0.708593E+01   0.372134E+02   0.784185E+01   0.229581E+02  -0.920883E+01  -0.103116E+02  -0.393786E+01   0.120649E+02   0.565584E+02  -0.880997E+01   0.121171E+00   0.289214E-02   0.178681E-01   0.153310E-01   0.226901E-01   0.714094E+02   0.125425E+02   0.000000E+00   0.588669E+02  -0.117734E+03
   0.402147E+02  -0.923657E-02   0.254636E+01   0.775765E+01   0.708593E+01   0.366983E+02   0.784185E+01   0.229430E+02  -0.920883E+01  -0.103116E+02  -0.393786E+01   0.140291E+02   0.541175E+02   0.220199E+01   0.122199E+00   0.201262E-02   0.193876E-01   0.160632E-01   0.194174E-01   0.753801E+02   0.127326E+02   0.000000E+00   0.626475E+02  -0.125295E+03
   0.402147E+02  -0.923657E-02   0.254636E+01   0.775765E+01   0.708593E+01   0.366983E+02   0.784185E+01   0.229430E+02  -0.920883E+01  -0.106711E+02  -0.393786E+01   0.138876E+02   0.511772E+02   0.405208E+01   0.122744E+00   0.142065E-02   0.209062E-01   0.166054E-01   0.201608E-01   0.789824E+02   0.125114E+02   0.000000E+00   0.664710E+02  -0.132942E+03
   0.402147E+02  -0.923657E-02   0.254636E+01   0.775765E+01   0.708593E+01   0.366983E+02   0.784185E+01   0.229430E+02  -0.920883E+01  -0.106711E+02  -0.393786E+01   0.138876E+02   0.597473E+02   0.516462E+01   0.122744E+00   0.302161E-02   0.200332E-01   0.153024E-01   0.218237E-01   0.788737E+02   0.124026E+02   0.000000E+00   0.664711E+02  -0.132942E+03
   0.402147E+02  -0.133331E+00   0.254636E+01   0.698536E+01   0.708593E+01   0.367732E+02   0.784185E+01   0.229430E+02  -0.920883E+01  -0.106711E+02  -0.393786E+01   0.127129E+02   0.575960E+02   0.538039E+01   0.122744E+00   0.360715E-02   0.227003E-01   0.149108E-01   0.214296E-01   0.792314E+02   0.121559E+02   0.000000E+00   0.670755E+02  -0.134151E+03
   0.404055E+02  -0.133331E+00   0.254636E+01   0.698536E+01   0.708593E+01   0.367732E+02   0.784185E+01   0.229430E+02  -0.920883E+01  -0.106711E+02  -0.393786E+01   0.127129E+02   0.653700E+02   0.514668E+01   0.122744E+00   0.289738E-02   0.255416E-01   0.147787E-01   0.237771E-01   0.783298E+02   0.117212E+02   0.000000E+00   0.666086E+02  -0.133217E+03
   0.399441E+02  -0.133331E+00   0.254636E+01   0.536603E+01   0.708593E+01   0.367732E+02   0.784185E+01   0.229430E+02  -0.920883E+01  -0.106711E+02  -0.393786E+01   0.127129E+02   0.646784E+02  -0.104920E+02   0.124198E+00   0.269735E-02   0.258937E-01   0.147787E-01   0.227992E-01   0.811146E+02   0.118038E+02   0.000000E+00   0.693108E+02  -0.138622E+03
   0.399441E+02  -0.133331E+00   0.254636E+01   0.536603E+01   0.400666E+01   0.366103E+02   0.784185E+01   0.229430E+02  -0.920883E+01  -0.106711E+02  -0.393786E+01   0.127129E+02   0.672399E+02  -0.662947E+01   0.125414E+00   0.108957E-02   0.283304E-01   0.179401E-01   0.230807E-01   0.834119E+02   0.113766E+02   0.000000E+00   0.720353E+02  -0.144071E+03
   0.399441E+02  -0.133331E+00   0.254636E+01   0.536603E+01   0.400666E+01   0.366103E+02   0.103297E+02   0.229430E+02  -0.920883E+01  -0.106711E+02  -0.393786E+01   0.127129E+02   0.716867E+02  -0.128267E+02   0.126269E+00   0.781500E-03   0.281494E-01   0.170681E-01   0.211105E-01   0.879732E+02   0.117097E+02   0.000000E+00   0.762635E+02  -0.152527E+03
   0.399441E+02  -0.133331E+00   0.254636E+01   0.536603E+01   0.400666E+01   0.366103E+02   0.103297E+02   0.229430E+02  -0.920883E+01  -0.106711E+02  -0.250471E+01   0.129450E+02   0.755335E+02  -0.179695E+02   0.126643E+00   0.781500E-03   0.289007E-01   0.170681E-01   0.202825E-01   0.901982E+02   0.117174E+02   0.000000E+00   0.784808E+02  -0.156962E+03
   0.399441E+02  -0.133331E+00   0.254636E+01   0.536603E+01   0.331881E+01   0.366103E+02   0.103297E+02   0.230852E+02  -0.920883E+01  -0.106711E+02  -0.250471E+01   0.129450E+02   0.782457E+02  -0.147032E+02   0.127151E+00   0.103047E-02   0.304395E-01   0.165037E-01   0.212123E-01   0.900554E+02   0.115021E+02   0.000000E+00   0.785533E+02  -0.157107E+03
   0.399441E+02  -0.133331E+00   0.254636E+01   0.536603E+01   0.331881E+01   0.366103E+02   0.103297E+02   0.229150E+02  -0.920883E+01  -0.106711E+02  -0.250471E+01   0.129450E+02   0.734888E+02  -0.163402E+02   0.127978E+00   0.137015E-02   0.316342E-01   0.170212E-01   0.203108E-01   0.921919E+02   0.113870E+02   0.000000E+00   0.808049E+02  -0.161610E+03
