a0_min         a1_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.100963E+03   0.281056E+01   0.390767E-03   0.245821E-03   0.300199E-03   0.882882E-03   0.190757E+03   0.000000E+00   0.000000E+00   0.190757E+03  -0.381514E+03
   0.100963E+03  -0.172093E+01   0.390767E-03   0.245821E-03   0.300199E-03   0.882882E-03   0.189619E+03   0.000000E+00   0.000000E+00   0.189619E+03  -0.379238E+03
   0.100963E+03   0.187933E+01   0.390767E-03   0.245821E-03   0.300199E-03   0.882882E-03   0.190942E+03   0.000000E+00   0.000000E+00   0.190942E+03  -0.381884E+03
   0.100725E+03   0.187933E+01   0.390767E-03   0.245821E-03   0.300199E-03   0.882882E-03   0.191061E+03   0.000000E+00   0.000000E+00   0.191061E+03  -0.382122E+03
   0.100725E+03   0.187933E+01   0.390767E-03   0.245821E-03   0.300199E-03   0.882882E-03   0.191061E+03   0.000000E+00   0.000000E+00   0.191061E+03  -0.382122E+03
   0.100725E+03   0.187933E+01   0.390767E-03   0.245821E-03   0.202667E-03   0.882882E-03   0.191527E+03   0.000000E+00   0.000000E+00   0.191527E+03  -0.383054E+03
   0.100725E+03   0.182165E+01   0.390767E-03   0.245821E-03   0.202667E-03   0.146892E-02   0.191887E+03   0.000000E+00   0.000000E+00   0.191887E+03  -0.383774E+03
   0.100725E+03   0.159946E+01   0.390767E-03   0.245821E-03   0.202667E-03   0.146892E-02   0.191902E+03   0.000000E+00   0.000000E+00   0.191902E+03  -0.383804E+03
   0.100725E+03   0.159946E+01   0.390767E-03   0.245821E-03   0.202667E-03   0.146892E-02   0.191902E+03   0.000000E+00   0.000000E+00   0.191902E+03  -0.383804E+03
   0.100725E+03   0.159946E+01   0.390767E-03   0.191874E-03   0.202667E-03   0.146892E-02   0.192081E+03   0.000000E+00   0.000000E+00   0.192081E+03  -0.384162E+03
   0.100725E+03   0.159946E+01   0.390767E-03   0.191874E-03   0.202667E-03   0.146892E-02   0.192081E+03   0.000000E+00   0.000000E+00   0.192081E+03  -0.384162E+03
   0.100372E+03   0.159946E+01   0.390767E-03   0.191874E-03   0.202667E-03   0.146892E-02   0.191647E+03   0.000000E+00   0.000000E+00   0.191647E+03  -0.383294E+03
   0.100372E+03   0.233533E+01   0.390767E-03   0.191874E-03   0.202667E-03   0.146892E-02   0.191576E+03   0.000000E+00   0.000000E+00   0.191576E+03  -0.383152E+03
   0.100372E+03   0.233533E+01   0.390767E-03   0.191874E-03   0.202667E-03   0.146892E-02   0.191576E+03   0.000000E+00   0.000000E+00   0.191576E+03  -0.383152E+03
   0.100372E+03   0.233533E+01   0.377386E-03   0.191874E-03   0.202667E-03   0.146892E-02   0.191613E+03   0.000000E+00   0.000000E+00   0.191613E+03  -0.383226E+03
   0.100372E+03  -0.790880E+00   0.377386E-03   0.201035E-03   0.202667E-03   0.146892E-02   0.190830E+03   0.000000E+00   0.000000E+00   0.190830E+03  -0.381660E+03
   0.100372E+03  -0.790880E+00   0.377386E-03   0.219989E-03   0.202667E-03   0.146892E-02   0.190807E+03   0.000000E+00   0.000000E+00   0.190807E+03  -0.381614E+03
   0.100504E+03   0.109353E+01   0.495553E-03   0.219989E-03   0.202667E-03   0.146892E-02   0.191445E+03   0.000000E+00   0.000000E+00   0.191445E+03  -0.382890E+03
   0.100504E+03   0.109353E+01   0.495553E-03   0.219989E-03   0.202667E-03   0.168159E-02   0.191020E+03   0.000000E+00   0.000000E+00   0.191020E+03  -0.382040E+03
   0.101964E+03   0.109353E+01   0.495553E-03   0.219989E-03   0.202667E-03   0.168159E-02   0.189876E+03   0.000000E+00   0.000000E+00   0.189876E+03  -0.379752E+03
   0.101964E+03   0.109353E+01   0.357429E-03   0.219989E-03   0.202667E-03   0.167776E-02   0.190242E+03   0.000000E+00   0.000000E+00   0.190242E+03  -0.380484E+03
   0.101964E+03   0.109353E+01   0.357429E-03   0.219989E-03   0.202667E-03   0.167776E-02   0.190242E+03   0.000000E+00   0.000000E+00   0.190242E+03  -0.380484E+03
   0.101964E+03   0.109353E+01   0.357429E-03   0.335918E-03   0.202667E-03   0.204504E-02   0.189004E+03   0.000000E+00   0.000000E+00   0.189004E+03  -0.378008E+03
   0.101964E+03   0.871987E+00   0.253628E-03   0.335918E-03   0.202667E-03   0.204504E-02   0.189212E+03   0.000000E+00   0.000000E+00   0.189212E+03  -0.378424E+03
   0.101964E+03   0.871987E+00   0.253628E-03   0.335918E-03   0.202667E-03   0.204504E-02   0.189212E+03   0.000000E+00   0.000000E+00   0.189212E+03  -0.378424E+03
   0.101964E+03   0.871987E+00   0.253340E-04   0.335918E-03   0.202667E-03   0.204504E-02   0.189429E+03   0.000000E+00   0.000000E+00   0.189429E+03  -0.378858E+03
   0.101964E+03   0.152396E+01   0.206808E-03   0.335918E-03   0.202667E-03   0.204504E-02   0.189253E+03   0.000000E+00   0.000000E+00   0.189253E+03  -0.378506E+03
   0.101358E+03   0.152396E+01   0.206808E-03   0.335918E-03   0.354153E-03   0.109795E-02   0.190882E+03   0.000000E+00   0.000000E+00   0.190882E+03  -0.381764E+03
   0.102198E+03   0.152396E+01   0.206808E-03   0.335918E-03   0.354153E-03   0.109795E-02   0.188590E+03   0.000000E+00   0.000000E+00   0.188590E+03  -0.377180E+03
   0.102198E+03  -0.269839E+01   0.206808E-03   0.335918E-03   0.354153E-03   0.109795E-02   0.187041E+03   0.000000E+00   0.000000E+00   0.187041E+03  -0.374082E+03
   0.101557E+03   0.621772E+01   0.206808E-03   0.335918E-03   0.354153E-03   0.142162E-02   0.188314E+03   0.000000E+00   0.000000E+00   0.188314E+03  -0.376628E+03
   0.101515E+03   0.177860E+01   0.206808E-03   0.335918E-03   0.274077E-03   0.142162E-02   0.191081E+03   0.000000E+00   0.000000E+00   0.191081E+03  -0.382162E+03
   0.101515E+03   0.162217E+01   0.206808E-03   0.335918E-03   0.274077E-03   0.866848E-03   0.189965E+03   0.000000E+00   0.000000E+00   0.189965E+03  -0.379930E+03
   0.101515E+03   0.162217E+01   0.206808E-03   0.335918E-03   0.274077E-03   0.866848E-03   0.189965E+03   0.000000E+00   0.000000E+00   0.189965E+03  -0.379930E+03
   0.998250E+02   0.382913E+01   0.176967E-03   0.335918E-03   0.274077E-03   0.942648E-03   0.189911E+03   0.000000E+00   0.000000E+00   0.189911E+03  -0.379822E+03
   0.998250E+02   0.382913E+01   0.176967E-03   0.335918E-03   0.274077E-03   0.986025E-03   0.189976E+03   0.000000E+00   0.000000E+00   0.189976E+03  -0.379952E+03
   0.998250E+02   0.382913E+01   0.176967E-03   0.335918E-03   0.274077E-03   0.976207E-03   0.189964E+03   0.000000E+00   0.000000E+00   0.189964E+03  -0.379928E+03
   0.998250E+02   0.327718E+01   0.176967E-03   0.335918E-03   0.274077E-03   0.976207E-03   0.190234E+03   0.000000E+00   0.000000E+00   0.190234E+03  -0.380468E+03
   0.998250E+02   0.663221E+01   0.176967E-03   0.335918E-03   0.274077E-03   0.121808E-02   0.187334E+03   0.000000E+00   0.000000E+00   0.187334E+03  -0.374668E+03
   0.998250E+02   0.376629E+01   0.176967E-03   0.335918E-03   0.274077E-03   0.953018E-03   0.189965E+03   0.000000E+00   0.000000E+00   0.189965E+03  -0.379930E+03
   0.998250E+02  -0.625322E+00   0.176967E-03   0.335918E-03   0.274077E-03   0.953018E-03   0.189699E+03   0.000000E+00   0.000000E+00   0.189699E+03  -0.379398E+03
   0.100463E+03  -0.315449E+01   0.412926E-03   0.335918E-03   0.274077E-03   0.953018E-03   0.188268E+03   0.000000E+00   0.000000E+00   0.188268E+03  -0.376536E+03
   0.100463E+03  -0.315449E+01   0.175712E-03   0.335918E-03   0.274077E-03   0.953018E-03   0.188590E+03   0.000000E+00   0.000000E+00   0.188590E+03  -0.377180E+03
   0.100463E+03   0.459740E+00   0.175712E-03   0.335918E-03   0.274077E-03   0.953018E-03   0.191345E+03   0.000000E+00   0.000000E+00   0.191345E+03  -0.382690E+03
   0.100463E+03   0.459740E+00   0.175712E-03   0.212652E-03   0.274077E-03   0.953018E-03   0.191697E+03   0.000000E+00   0.000000E+00   0.191697E+03  -0.383394E+03
   0.100463E+03   0.459740E+00   0.175712E-03   0.212652E-03   0.274077E-03   0.128521E-02   0.191853E+03   0.000000E+00   0.000000E+00   0.191853E+03  -0.383706E+03
   0.100463E+03   0.919507E+00   0.175712E-03   0.212652E-03   0.274077E-03   0.128521E-02   0.191995E+03   0.000000E+00   0.000000E+00   0.191995E+03  -0.383990E+03
   0.101629E+03  -0.196432E+00   0.525209E-04   0.212652E-03   0.274077E-03   0.128521E-02   0.191358E+03   0.000000E+00   0.000000E+00   0.191358E+03  -0.382716E+03
   0.101629E+03   0.134087E+00   0.128770E-03   0.212652E-03   0.288395E-03   0.128521E-02   0.191358E+03   0.000000E+00   0.000000E+00   0.191358E+03  -0.382716E+03
   0.995810E+02   0.147456E+00   0.128770E-03   0.212652E-03   0.288395E-03   0.128521E-02   0.189057E+03   0.000000E+00   0.000000E+00   0.189057E+03  -0.378114E+03
   0.995810E+02   0.147456E+00   0.128770E-03   0.212652E-03   0.288395E-03   0.128521E-02   0.189057E+03   0.000000E+00   0.000000E+00   0.189057E+03  -0.378114E+03
   0.995810E+02   0.147456E+00   0.157712E-03   0.212652E-03   0.288395E-03   0.128521E-02   0.189034E+03   0.000000E+00   0.000000E+00   0.189034E+03  -0.378068E+03
   0.995810E+02   0.569466E+01   0.240290E-03   0.212652E-03   0.288395E-03   0.128521E-02   0.187580E+03   0.000000E+00   0.000000E+00   0.187580E+03  -0.375160E+03
   0.997570E+02   0.569466E+01   0.240290E-03   0.212652E-03   0.288395E-03   0.128521E-02   0.188236E+03   0.000000E+00   0.000000E+00   0.188236E+03  -0.376472E+03
   0.101789E+03   0.117694E+01   0.619388E-04   0.212652E-03   0.288395E-03   0.128521E-02   0.191224E+03   0.000000E+00   0.000000E+00   0.191224E+03  -0.382448E+03
   0.100800E+03  -0.621552E+00   0.619388E-04   0.212652E-03   0.288395E-03   0.128521E-02   0.191669E+03   0.000000E+00   0.000000E+00   0.191669E+03  -0.383338E+03
   0.100800E+03  -0.621552E+00   0.619388E-04   0.212652E-03   0.288395E-03   0.128521E-02   0.191669E+03   0.000000E+00   0.000000E+00   0.191669E+03  -0.383338E+03
   0.100800E+03   0.864810E+00   0.619388E-04   0.212652E-03   0.288395E-03   0.128521E-02   0.192313E+03   0.000000E+00   0.000000E+00   0.192313E+03  -0.384626E+03
   0.100800E+03   0.864810E+00   0.619388E-04   0.212652E-03   0.288395E-03   0.128521E-02   0.192313E+03   0.000000E+00   0.000000E+00   0.192313E+03  -0.384626E+03
   0.100800E+03   0.864810E+00   0.619388E-04   0.212652E-03   0.288395E-03   0.128521E-02   0.192313E+03   0.000000E+00   0.000000E+00   0.192313E+03  -0.384626E+03
