a0_min         a1_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   LogPost        
   0.101928E+03   0.112346E+00   0.660806E-04   0.432885E-03   0.465486E-03   0.136467E-02   0.188653E+03
   0.101928E+03   0.112346E+00   0.660806E-04   0.432885E-03   0.465486E-03   0.104294E-02   0.188185E+03
   0.101673E+03   0.112346E+00   0.660806E-04   0.432885E-03   0.106064E-03   0.104294E-02   0.190452E+03
   0.101279E+03   0.112346E+00   0.660806E-04   0.432885E-03   0.106064E-03   0.104294E-02   0.191424E+03
   0.101279E+03   0.112346E+00   0.660806E-04   0.432885E-03   0.106064E-03   0.187045E-02   0.190819E+03
   0.101279E+03   0.339492E+00   0.660806E-04   0.432885E-03   0.106064E-03   0.117539E-02   0.191671E+03
   0.101279E+03   0.283780E+01   0.660806E-04   0.432885E-03   0.106064E-03   0.141588E-02   0.191188E+03
   0.101279E+03   0.283780E+01   0.660806E-04   0.432885E-03   0.106064E-03   0.125785E-02   0.191263E+03
   0.101279E+03   0.283780E+01   0.660806E-04   0.307514E-04   0.106064E-03   0.125785E-02   0.192950E+03
   0.101279E+03   0.283780E+01   0.660806E-04   0.307514E-04   0.106064E-03   0.125785E-02   0.192950E+03
   0.101279E+03   0.234397E+01   0.660806E-04   0.307514E-04   0.106064E-03   0.125785E-02   0.193132E+03
   0.101279E+03   0.234397E+01   0.660806E-04   0.307514E-04   0.106064E-03   0.125785E-02   0.193132E+03
   0.101279E+03   0.234397E+01   0.660806E-04   0.307514E-04   0.106064E-03   0.125785E-02   0.193132E+03
   0.101279E+03   0.234397E+01   0.660806E-04   0.307514E-04   0.106064E-03   0.125785E-02   0.193132E+03
   0.101279E+03   0.285966E+01   0.660806E-04   0.307514E-04   0.106064E-03   0.236369E-02   0.191027E+03
   0.101279E+03   0.285966E+01   0.660806E-04   0.969402E-04   0.106064E-03   0.784841E-03   0.191144E+03
   0.101279E+03   0.285966E+01   0.660806E-04   0.969402E-04   0.106064E-03   0.784841E-03   0.191144E+03
   0.101279E+03   0.794238E+00   0.660806E-04   0.969402E-04   0.106064E-03   0.784841E-03   0.191499E+03
   0.101279E+03   0.794238E+00   0.660806E-04   0.969402E-04   0.106064E-03   0.784841E-03   0.191499E+03
   0.101279E+03   0.794238E+00   0.238660E-03   0.969402E-04   0.317374E-04   0.784841E-03   0.191405E+03
   0.101279E+03   0.155565E+01   0.238660E-03   0.969402E-04   0.317374E-04   0.200712E-02   0.191939E+03
   0.101279E+03   0.155565E+01   0.238660E-03   0.969402E-04   0.317374E-04   0.200712E-02   0.191939E+03
   0.101279E+03   0.650816E+00   0.238660E-03   0.969402E-04   0.317374E-04   0.894768E-03   0.192203E+03
   0.101279E+03   0.650816E+00   0.238660E-03   0.969402E-04   0.317374E-04   0.894768E-03   0.192203E+03
   0.100209E+03   0.650816E+00   0.238660E-03   0.969402E-04   0.317374E-04   0.180234E-02   0.191342E+03
   0.100209E+03   0.168923E+01   0.238660E-03   0.969402E-04   0.317374E-04   0.180234E-02   0.191481E+03
   0.100209E+03   0.168923E+01   0.238660E-03   0.969402E-04   0.317374E-04   0.180234E-02   0.191481E+03
