Kmin_a0        Kmin_a1        Kmin_a2        Kmin_a3        Kmin_a4        Kmin_a5        Kmin_a6        Kmin_a7        Kmin_a8        Kmin_a9        Kmin_a10       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.317901E+02   0.260331E+01  -0.552676E+01   0.347227E+01   0.894060E+01   0.841373E+01  -0.560438E+00  -0.111738E+02  -0.578325E+01  -0.114738E+02   0.608250E+01   0.976971E-02   0.507535E-02   0.350450E-02   0.934995E-02   0.721141E-02  -0.825214E+03
   0.308443E+02   0.912551E+00  -0.585406E+01   0.591283E+01   0.720866E+01   0.419718E+01   0.495224E+01  -0.101239E+02  -0.697371E+01  -0.114738E+02   0.819381E+00   0.149255E-02   0.114257E-02   0.277178E-03   0.217696E-02   0.113079E-01  -0.822620E+03
   0.303507E+02   0.100190E+01  -0.444240E+01   0.415027E+01   0.947387E+01   0.522748E+01   0.176385E+01  -0.496134E+01  -0.197961E+01  -0.135446E+02   0.638596E+01   0.590101E-03   0.549228E-02   0.277178E-03   0.256500E-02   0.240616E-03  -0.818054E+03
   0.310663E+02   0.100190E+01  -0.486668E+01   0.422847E+01   0.927923E+01   0.558113E+01   0.284634E+01  -0.430097E+01  -0.673714E+01  -0.144137E+02   0.277226E+01   0.220228E-02   0.216332E-02   0.141977E-01   0.553317E-02   0.162470E-01  -0.823688E+03
   0.309324E+02   0.753234E+00  -0.486668E+01   0.662049E+01   0.694167E+01   0.364481E+01   0.551898E+00  -0.861562E+01  -0.387903E+00  -0.956245E+01   0.541732E+01   0.690126E-02   0.147559E-01   0.685664E-04   0.365050E-01   0.133410E-01  -0.824725E+03
   0.307931E+02   0.529355E+00  -0.598768E+01   0.412884E+01   0.813382E+01   0.492146E+01   0.406555E+01  -0.104922E+02  -0.317288E+00  -0.829543E+01   0.339031E+01   0.699285E-02   0.158903E-01   0.306484E-02   0.243889E-02   0.727526E-02  -0.822682E+03
   0.308821E+02   0.529355E+00  -0.450524E+01   0.551457E+01   0.724848E+01   0.612057E+01   0.807151E+01  -0.103708E+02  -0.428142E+01  -0.120906E+02   0.596925E+01   0.618859E-02   0.192705E-01   0.390553E-02   0.134036E-02   0.271567E-02  -0.824050E+03
   0.308821E+02   0.233270E+01  -0.292909E+01   0.359080E+01   0.767580E+01   0.100829E+02   0.185216E+01  -0.767831E+01  -0.356552E+01  -0.138070E+02   0.719491E+01   0.999347E-02   0.291294E-02   0.168648E-01   0.227139E-01   0.384024E-02  -0.826234E+03
   0.308819E+02   0.158925E+01  -0.341258E+01   0.359080E+01   0.855842E+01   0.729853E+01   0.574800E+01  -0.798020E+01  -0.577600E+01  -0.148115E+02   0.358124E+01   0.313767E-02   0.809919E-02   0.741708E-02   0.176809E-02   0.492324E-02  -0.821749E+03
   0.311690E+02   0.233500E+01  -0.582059E+01   0.465886E+01   0.734438E+01   0.470712E+01   0.291035E+01  -0.724694E+01  -0.670984E+01  -0.577988E+01   0.673296E+01   0.363324E-02   0.250711E-02   0.201942E-02   0.182663E-01   0.602525E-02  -0.823816E+03
   0.311786E+02   0.530697E+00  -0.498276E+01   0.616601E+01   0.734438E+01   0.301046E+01   0.144165E+01  -0.691120E+01  -0.266036E+01  -0.100151E+02   0.863194E+01   0.150809E-01   0.141762E-01   0.182243E-01   0.997939E-02   0.133539E-01  -0.825134E+03
   0.314473E+02   0.118682E+01  -0.516536E+01   0.470733E+01   0.780112E+01   0.618546E+01   0.204760E+01  -0.545182E+01  -0.293494E+01  -0.102194E+02   0.812315E+01   0.857142E-02   0.984036E-03   0.613682E-03   0.270263E-01   0.154397E-01  -0.823122E+03
   0.310567E+02   0.186030E+01  -0.319083E+01   0.377032E+01   0.772204E+01   0.630223E+01   0.964003E+00  -0.857996E+01  -0.432821E+01  -0.120656E+02   0.572784E+01   0.390839E-02   0.220044E-02   0.613682E-03   0.150393E-02   0.223993E-01  -0.820110E+03
   0.310567E+02   0.129682E+01  -0.319083E+01   0.728740E+01   0.728864E+01   0.514118E+01   0.362805E+01  -0.747615E+01  -0.451620E+01  -0.127120E+02   0.491298E+01   0.110216E-01   0.190326E-01   0.161424E-02   0.833186E-02   0.112170E-01  -0.821695E+03
   0.310567E+02   0.168121E+01  -0.357541E+01   0.492012E+01   0.767632E+01   0.708893E+01   0.540046E+01  -0.834072E+01  -0.692894E+01  -0.109610E+02   0.248687E+01   0.745134E-02   0.297936E-02   0.161424E-02   0.145296E-01   0.354299E-02  -0.820926E+03
   0.314432E+02   0.118719E+01  -0.447321E+01   0.225582E+01   0.599721E+01   0.453677E+01   0.536174E+00  -0.902714E+01  -0.608326E+01  -0.920876E+01   0.110953E+02   0.750241E-02   0.691355E-02   0.111642E-01   0.861984E-02   0.350659E-02  -0.826382E+03
   0.307089E+02   0.400082E+00  -0.489899E+01   0.731349E+01   0.738532E+01   0.423606E+01   0.321891E+01  -0.523707E+01  -0.492112E+01  -0.124491E+02   0.351920E+01   0.854871E-02   0.165750E-02   0.583188E-02   0.390968E-02   0.138323E-01  -0.820733E+03
   0.308590E+02   0.455542E+00  -0.652267E+01   0.324889E+01   0.789519E+01   0.617352E+01   0.210085E+01  -0.710034E+01  -0.271725E+01  -0.856037E+01   0.497093E+01   0.201463E-02   0.504280E-02   0.222440E-02   0.165431E-02   0.136769E-01  -0.820617E+03
   0.306052E+02   0.698210E+00  -0.482905E+01   0.344568E+01   0.730804E+01   0.449486E+01   0.226912E+01  -0.933693E+01  -0.244804E+01  -0.105339E+02   0.489248E+01   0.153113E-01   0.276160E-02   0.328229E-02   0.166533E-01   0.216921E-01  -0.823807E+03
   0.313813E+02   0.147204E+01  -0.248507E+01   0.738974E+01   0.735268E+01   0.626767E+01   0.290673E+01  -0.588372E+01  -0.643390E+01  -0.166253E+02   0.442903E+01   0.862541E-02   0.188327E-01   0.224086E-02   0.162106E-01   0.105480E-02  -0.825404E+03
   0.310420E+02   0.159643E+01  -0.439158E+01   0.647293E+01   0.776093E+01   0.653527E+01   0.311743E+01  -0.878202E+01  -0.489157E+01  -0.125470E+02   0.436092E+01   0.415372E-02   0.137683E-01   0.683153E-02   0.182344E-02   0.252027E-02  -0.818552E+03
   0.310901E+02   0.159643E+01  -0.439158E+01   0.532686E+01   0.748943E+01   0.477051E+01   0.334849E+01  -0.545433E+01  -0.627962E+01  -0.145002E+02   0.354469E+01   0.265126E-02   0.495272E-02   0.224477E-01   0.599017E-02   0.242742E-02  -0.821910E+03
   0.311130E+02   0.192968E+01  -0.446015E+01   0.624254E+01   0.976360E+01   0.546618E+01   0.211345E+01  -0.582161E+01  -0.152724E+01  -0.161647E+02   0.553184E+01   0.313746E-02   0.267180E-02   0.930250E-02   0.890238E-02   0.140734E-02  -0.820849E+03
   0.307123E+02   0.249630E+01  -0.349947E+01   0.624254E+01   0.856688E+01   0.514291E+01   0.240306E+01  -0.638445E+01  -0.330946E+01  -0.109431E+02   0.273722E+01   0.691923E-02   0.100911E-01   0.146837E-02   0.104713E-02   0.109185E-01  -0.820879E+03
   0.307123E+02  -0.114721E+00  -0.630163E+01   0.393350E+01   0.809464E+01   0.642716E+01  -0.270529E+00  -0.925957E+01  -0.143345E+01  -0.127763E+02   0.295615E+01   0.310152E-02   0.329757E-02   0.107424E-01   0.191645E-01   0.587971E-02  -0.825637E+03
   0.312111E+02   0.139419E+01  -0.570280E+01   0.655504E+01   0.893103E+01   0.680313E+01   0.435171E+01  -0.607719E+01  -0.143345E+01  -0.131398E+02   0.335179E+01   0.940556E-02   0.796815E-02   0.886337E-02   0.825962E-02   0.157796E-02  -0.823105E+03
   0.309143E+02   0.217157E+01  -0.377412E+01   0.583383E+01   0.899641E+01   0.527359E+01  -0.208607E+01  -0.724658E+01  -0.394529E+01  -0.713469E+01   0.374638E+01   0.640461E-02   0.363058E-02   0.983202E-02   0.591946E-02   0.824351E-03  -0.823587E+03
   0.305998E+02   0.167469E+01  -0.370210E+01   0.432333E+01   0.741868E+01   0.452541E+01   0.189662E+01  -0.462036E+01  -0.542749E+01  -0.124977E+02   0.718443E+01   0.172835E-03   0.711439E-02   0.852503E-02   0.110022E-01   0.438967E-02  -0.820225E+03
   0.303253E+02   0.128290E+01  -0.566713E+01   0.106642E+01   0.701187E+01   0.583359E+01   0.322649E+01  -0.873206E+01  -0.414901E+01  -0.934650E+01   0.739805E+01   0.196627E-02   0.961762E-02   0.110564E-01   0.590673E-02   0.190471E-01  -0.824861E+03
   0.305356E+02   0.824195E+00  -0.167243E+01   0.562446E+01   0.696491E+01   0.534745E+01   0.287398E+01  -0.873206E+01  -0.172918E+01  -0.126325E+02   0.340828E+01   0.567773E-02   0.127269E-01   0.243986E-02   0.118055E-01   0.791473E-02  -0.823269E+03
   0.315948E+02   0.141269E+01  -0.566530E+01   0.536012E+01   0.884063E+01   0.395284E+01  -0.181735E+00  -0.844939E+01  -0.477906E+01  -0.958630E+01   0.360871E+01   0.711267E-02   0.834526E-01   0.163794E-01   0.633217E-02   0.686951E-02  -0.830042E+03
   0.313535E+02   0.125505E+01  -0.566530E+01   0.536012E+01   0.962642E+01   0.648129E+01   0.153860E+01  -0.452024E+01  -0.457776E+01  -0.961263E+01   0.484108E+01   0.108097E-01   0.888278E-01   0.944984E-02   0.190858E-02   0.124484E-01  -0.830180E+03
   0.308196E+02   0.134833E+01  -0.401127E+01   0.661412E+01   0.726152E+01   0.434308E+01   0.646933E-01  -0.744322E+01  -0.328866E+01  -0.134606E+02   0.875911E+01   0.688587E-02   0.189734E-01   0.178335E-01   0.809017E-02   0.670793E-02  -0.825664E+03
   0.308202E+02   0.297220E+01  -0.443961E+01   0.456659E+01   0.102858E+02   0.532989E+01   0.196189E+01  -0.842567E+01  -0.501669E+01  -0.826376E+01   0.513063E+01   0.115391E-02   0.131683E-01   0.559828E-02   0.166421E-01   0.256000E-02  -0.823282E+03
   0.304883E+02   0.197423E+01  -0.194910E+01   0.612566E+01   0.673053E+01   0.800856E+01   0.557726E+01  -0.752469E+01  -0.422373E+01  -0.987918E+01   0.427698E+01   0.148587E-02   0.220299E-02   0.471725E-03   0.114031E-01   0.528843E-02  -0.822426E+03
   0.299528E+02   0.186303E+01  -0.530308E+01   0.612566E+01   0.619276E+01   0.399185E+01   0.172607E+01  -0.572789E+01  -0.518684E+01  -0.102532E+02   0.383012E+01   0.100747E-01   0.396746E-02   0.186058E-01   0.923108E-02   0.101749E-01  -0.824828E+03
   0.305970E+02   0.205936E+01  -0.365995E+01   0.635295E+01   0.733601E+01   0.727341E+01   0.431613E+01  -0.108218E+02  -0.279470E+01  -0.115828E+02   0.247244E+01   0.550931E-03   0.343781E-02   0.514461E-01   0.226732E-02   0.875737E-02  -0.825540E+03
   0.311537E+02   0.197527E+01  -0.319985E+01   0.272003E+01   0.951383E+01   0.837677E+01   0.453030E+01  -0.771367E+01  -0.386857E+01  -0.141628E+02   0.414354E+01   0.719009E-02   0.204659E-01   0.499828E-01   0.109097E-02   0.136141E-01  -0.830326E+03
   0.313125E+02   0.252984E+01  -0.404070E+01   0.460510E+01   0.920266E+01   0.462078E+01  -0.227106E+01  -0.771367E+01  -0.361808E+01  -0.101885E+02   0.713798E+01   0.203874E-01   0.230606E-01   0.193513E-01   0.879065E-02   0.121517E-02  -0.829021E+03
   0.309827E+02   0.176735E+01  -0.550097E+01   0.372201E+01   0.955744E+01   0.587538E+01   0.202765E+01  -0.748133E+01  -0.242317E+01  -0.107779E+02   0.603985E+01   0.434876E-02   0.231061E-01   0.762083E-02   0.115253E-01   0.103432E-01  -0.821438E+03
   0.305807E+02   0.176735E+01  -0.448527E+01   0.510023E+01   0.898100E+01   0.543066E+01   0.201997E+01  -0.709908E+01  -0.208634E+01  -0.924805E+01   0.512141E+01   0.287735E-02   0.252883E-01   0.102923E-02   0.140894E-01   0.214624E-01  -0.822361E+03
   0.305807E+02   0.176735E+01  -0.654648E+01   0.402732E+01   0.898100E+01   0.426226E+01   0.844223E+00  -0.524201E+01  -0.255949E+01  -0.116161E+02   0.847326E+01   0.438595E-03   0.665153E-02   0.923648E-03   0.668608E-03   0.962515E-02  -0.819998E+03
   0.309677E+02   0.206162E+01  -0.209553E+01   0.445063E+01   0.769987E+01   0.701376E+01   0.478616E+01  -0.632514E+01  -0.592126E+01  -0.940413E+01   0.837990E+01   0.372543E-02   0.191252E-01   0.839317E-03   0.181342E-01   0.850181E-02  -0.826274E+03
   0.315192E+02   0.172997E+01  -0.227995E+01   0.445063E+01   0.642993E+01   0.673054E+01   0.280460E+01  -0.806375E+01  -0.749917E+01  -0.125094E+02   0.988047E+01   0.143540E-01   0.176248E-01   0.459280E-02   0.132044E-01   0.104972E-01  -0.828186E+03
   0.315192E+02   0.172997E+01  -0.641783E+01   0.461128E+01   0.907745E+01   0.727809E+01   0.550276E+01  -0.684351E+01  -0.540604E+01  -0.121473E+02   0.492951E+01   0.353806E-02   0.180748E-02   0.213079E-01   0.917633E-02   0.118324E-02  -0.822059E+03
   0.315293E+02   0.163070E+01  -0.641783E+01   0.483106E+01   0.101308E+02   0.562133E+01  -0.193576E+00  -0.660132E+01  -0.367887E+01  -0.124101E+02   0.667704E+01   0.124504E-01   0.344600E-02   0.104016E-02   0.119764E-01   0.786375E-02  -0.821657E+03
   0.310397E+02   0.150064E+01  -0.474790E+01   0.728304E+01   0.911516E+01   0.446148E+01   0.408253E+00  -0.709413E+01  -0.367887E+01  -0.154078E+02   0.145286E+01   0.576166E-02   0.322820E-02   0.151016E-01   0.192807E-01   0.186265E-01  -0.825246E+03
   0.307480E+02   0.566717E+00  -0.498390E+01   0.575873E+01   0.699582E+01   0.650078E+01   0.303808E+01  -0.785104E+01  -0.380780E+01  -0.728527E+01   0.241335E+01   0.576166E-02   0.466654E-01   0.415976E-02   0.604045E-02   0.493634E-02  -0.823897E+03
   0.310461E+02   0.566717E+00  -0.589784E+01   0.575873E+01   0.668236E+01   0.158026E+01   0.360718E+01  -0.102288E+02  -0.546700E+01  -0.108294E+02   0.584736E+01   0.941597E-02   0.111092E-01   0.114470E-01   0.189849E-02   0.466377E-02  -0.823604E+03
   0.303116E+02   0.206779E+01  -0.413093E+01   0.515428E+01   0.606642E+01   0.292018E+01   0.294529E+01  -0.725244E+01  -0.575260E+01  -0.116223E+02   0.697690E+01   0.802255E-02   0.914161E-02   0.569086E-02   0.268206E-02   0.300220E-02  -0.820621E+03
   0.306300E+02   0.173664E+01  -0.413093E+01   0.333395E+01   0.828721E+01   0.605670E+01  -0.177518E+01  -0.632133E+01  -0.348514E+01  -0.100532E+02   0.423195E+01   0.304693E-02   0.188547E-01   0.246513E-02   0.223954E-02   0.575345E-03  -0.821801E+03
   0.308376E+02   0.173664E+01  -0.508307E+01   0.304169E+01   0.637115E+01   0.440099E+01   0.155749E+01  -0.835597E+01  -0.642644E+01  -0.104404E+02   0.106647E+02   0.139057E-02   0.713777E-01   0.246513E-02   0.392382E-02   0.712962E-02  -0.827390E+03
   0.309904E+02   0.179772E+01  -0.562089E+01   0.547836E+01   0.672219E+01   0.729486E+01   0.348455E+01  -0.835597E+01  -0.465982E+01  -0.100746E+02   0.697925E+01   0.206585E-02   0.399129E-02   0.524974E-02   0.207831E-02   0.912932E-02  -0.818770E+03
   0.305298E+02   0.212370E+01  -0.503084E+01   0.411404E+01   0.699135E+01   0.604170E+01   0.461911E+01  -0.785871E+01  -0.697949E+01  -0.114728E+02   0.308087E+01   0.372861E-02   0.129904E-02   0.612704E-02   0.903293E-02   0.668087E-02  -0.820536E+03
   0.313417E+02   0.240085E+01  -0.281574E+01   0.634789E+01   0.865649E+01   0.545500E+01   0.160847E+01  -0.104733E+02  -0.475935E+01  -0.116197E+02   0.549170E+01   0.124564E-02   0.115190E-01   0.743123E-02   0.329179E-02   0.861028E-02  -0.822551E+03
   0.310260E+02   0.223799E+01  -0.281574E+01   0.566282E+01   0.664549E+01   0.646589E+01   0.293264E+01  -0.759461E+01  -0.344741E+01  -0.129664E+02   0.538330E+01   0.512127E-02   0.720571E-03   0.117053E-01   0.469973E-02   0.202989E-01  -0.822106E+03
   0.301915E+02   0.137634E+01  -0.544589E+01   0.537295E+01   0.100522E+02   0.543284E+01  -0.685836E+00  -0.548894E+01  -0.950663E+00  -0.124513E+02   0.255679E+01   0.662655E-02   0.237389E-01   0.487335E-02   0.164497E-01   0.182840E-02  -0.824608E+03
   0.317887E+02   0.146844E+00  -0.538576E+01   0.408982E+01   0.843103E+01   0.879711E+01   0.852651E-01  -0.689554E+01  -0.530632E+01  -0.130589E+02   0.170540E+01   0.714918E-02   0.160615E-01   0.218140E-01   0.337420E-02   0.492198E-02  -0.828655E+03
   0.317887E+02   0.169568E+01  -0.672102E+01   0.602513E+01   0.104992E+02   0.810230E+01   0.115049E+01  -0.614186E+01  -0.537630E+01  -0.138363E+02   0.326512E+01   0.755586E-02   0.335261E-01   0.195142E-01   0.283975E-01   0.131984E-01  -0.830847E+03
   0.305195E+02   0.204020E+01  -0.672102E+01   0.441110E+01   0.779834E+01   0.639271E+01   0.253095E+01  -0.703558E+01  -0.496483E+01  -0.119188E+02   0.404159E+01   0.635727E-02   0.410993E-02   0.378055E-02   0.585832E-02   0.500830E-01  -0.824916E+03
   0.311520E+02   0.628607E+00  -0.665712E+01   0.541065E+01   0.825208E+01   0.293857E+01   0.294118E+01  -0.474189E+01  -0.553442E+01  -0.110398E+02   0.959255E+01   0.102475E-01   0.719019E-02   0.787988E-02   0.883508E-02   0.493405E-01  -0.826980E+03
   0.316219E+02   0.485277E+00  -0.580893E+01   0.679003E+01   0.101556E+02   0.273061E+01   0.166722E+01  -0.511573E+01  -0.342278E+01  -0.100682E+02   0.321262E+01   0.570088E-02   0.168204E-01   0.191476E-02   0.336023E-02   0.214692E-01  -0.825092E+03
   0.319721E+02   0.268473E+00  -0.659607E+01   0.849631E+01   0.886886E+01   0.602887E+01   0.170647E+01  -0.665036E+01  -0.271220E+01  -0.154801E+02   0.240920E+01   0.550539E-02   0.131940E-01   0.212690E-01   0.365944E-02   0.114658E-01  -0.828671E+03
   0.319782E+02   0.223989E+01  -0.431702E+01   0.477539E+01   0.886886E+01   0.531990E+01   0.153998E+01  -0.981422E+01  -0.756612E+01  -0.129985E+02   0.159675E+01   0.253663E-02   0.136714E-01   0.338985E-01   0.141097E-01   0.193186E-01  -0.830890E+03
   0.312867E+02   0.141885E+01  -0.477069E+01   0.403148E+01   0.613422E+01   0.483252E+01   0.515321E+01  -0.902930E+01  -0.505288E+01  -0.111432E+02   0.103348E+02   0.610104E-02   0.244357E-01   0.131211E-01   0.707722E-02   0.441412E-02  -0.823671E+03
   0.309117E+02   0.947953E+00  -0.524193E+01   0.326740E+01   0.787713E+01   0.528075E+01   0.135557E+01  -0.701052E+01  -0.335668E+01  -0.162646E+02   0.545349E+01   0.825007E-02   0.689758E-01   0.784868E-02   0.964496E-02   0.347308E-03  -0.827781E+03
   0.313086E+02   0.488564E+00  -0.429859E+01   0.720803E+01   0.664482E+01   0.228505E+01   0.504783E+01  -0.639701E+01  -0.409754E+01  -0.747253E+01   0.949406E+01   0.814430E-02   0.208323E-01   0.502478E-01   0.201604E-02   0.390353E-01  -0.833363E+03
   0.312366E+02   0.412979E+00  -0.664317E+01   0.528236E+01   0.646925E+01   0.149067E+01  -0.227951E+00  -0.879443E+01  -0.516584E+01  -0.126774E+02   0.606211E+01   0.891619E-02   0.246834E-01   0.420701E-01   0.219269E-02   0.675207E-02  -0.831098E+03
   0.317403E+02   0.490541E+00  -0.472324E+01   0.672390E+01   0.616910E+01   0.526229E+01   0.322998E+01  -0.722579E+01  -0.383805E+01  -0.132860E+02   0.402040E+01   0.863441E-04   0.476705E-02   0.277487E-02   0.219269E-02   0.107244E-01  -0.821510E+03
   0.311942E+02   0.181233E+01  -0.333559E+01   0.657919E+01   0.848034E+01   0.431526E+01   0.380781E+01  -0.307707E+01  -0.399868E+01  -0.151811E+02   0.542046E+01   0.224599E-02   0.302702E-01   0.475364E-02   0.218103E-02   0.974846E-02  -0.826585E+03
   0.311828E+02  -0.275191E-01  -0.501493E+01   0.657919E+01   0.671752E+01   0.575466E+01  -0.292537E-01  -0.904005E+01  -0.138560E+01  -0.808344E+01   0.614528E+01   0.697702E-02   0.147470E-01   0.905122E-02   0.891020E-03   0.157760E-01  -0.825390E+03
   0.309611E+02  -0.275191E-01  -0.451857E+01   0.561098E+01   0.660777E+01   0.812436E+01   0.262203E+01  -0.782962E+01  -0.289473E+01  -0.138949E+02   0.351437E+01   0.390364E-02   0.635715E-02   0.132414E-01   0.955075E-02   0.115805E-01  -0.822756E+03
   0.304433E+02   0.130186E+01  -0.435310E+01   0.613679E+01   0.728780E+01   0.822703E+01   0.512182E+01  -0.119202E+02   0.533114E+00  -0.952098E+01   0.196606E+01   0.841151E-02   0.315321E-01   0.174439E-02   0.101436E-01   0.758219E-02  -0.830487E+03
   0.307159E+02   0.200424E+01  -0.435310E+01   0.552003E+01   0.713953E+01   0.836777E+01   0.207669E+01  -0.274068E+01  -0.413472E+01  -0.153814E+02   0.725239E+01   0.874562E-02   0.835648E-02   0.983570E-02   0.369566E-02   0.262708E-03  -0.824400E+03
   0.307159E+02   0.120730E+01  -0.290832E+01   0.512912E+01   0.773423E+01   0.667410E+01   0.614686E+01  -0.742734E+01  -0.298454E+01  -0.134862E+02   0.616760E+01   0.518863E-02   0.145667E-01   0.107112E-02   0.135647E-01   0.256291E-03  -0.821282E+03
   0.305729E+02   0.188025E+01  -0.489039E+01   0.475413E+01   0.893337E+01   0.730553E+01   0.436352E+01  -0.660830E+01  -0.361170E+01  -0.102728E+02   0.318518E+01   0.750853E-03   0.105151E-02   0.327301E-01   0.132116E-01   0.195879E-02  -0.822003E+03
   0.308061E+02   0.188072E+01  -0.601112E+01   0.399150E+01   0.112717E+02   0.695144E+01   0.115019E+01  -0.843895E+01   0.557759E+00  -0.124734E+02   0.293583E+01   0.422277E-02   0.682511E-02   0.373956E-02   0.643328E-02   0.195879E-02  -0.822298E+03
   0.306404E+02   0.271010E+01  -0.492462E+01   0.399150E+01   0.775458E+01   0.518346E+01  -0.213487E+00  -0.101443E+02  -0.283938E+01  -0.448520E+01   0.506879E+01   0.298030E-02   0.388172E-02   0.190543E-03   0.421481E-02   0.787837E-02  -0.824663E+03
   0.307397E+02   0.131443E+01  -0.482942E+01   0.552234E+01   0.582458E+01   0.838757E+01   0.284001E+01  -0.666806E+01  -0.445047E+01  -0.126865E+02   0.569579E+01   0.557765E-02   0.979503E-02   0.129534E-01   0.474547E-02   0.224805E-03  -0.820351E+03
   0.310773E+02   0.104755E+01  -0.522812E+01   0.552234E+01   0.642141E+01   0.649180E+01   0.347329E+01  -0.916097E+01  -0.554624E+01  -0.865028E+01   0.763434E+01   0.434824E-02   0.871815E-03   0.731601E-02   0.111999E-02   0.103930E-02  -0.818741E+03
   0.318908E+02   0.532381E+00  -0.635227E+01   0.585044E+01   0.733624E+01   0.411458E+01   0.441685E+01  -0.959214E+01  -0.253135E+01  -0.877339E+01   0.101455E+02   0.127829E-01   0.808695E-02   0.702835E-02   0.298183E-02   0.283955E-01  -0.827169E+03
   0.301936E+02   0.130616E+01  -0.417034E+01   0.718263E+01   0.674012E+01   0.636337E+01   0.147543E+01  -0.511830E+01  -0.335197E+01  -0.120959E+02   0.312621E+01   0.151939E-02   0.834906E-02   0.496855E-01   0.458525E-02   0.386971E-01  -0.828516E+03
   0.309169E+02   0.218787E+01  -0.395604E+01   0.718263E+01   0.925713E+01   0.365915E+01   0.334473E+01  -0.546037E+01  -0.288111E+01  -0.163580E+02   0.414685E+01   0.910228E-02   0.412240E-02   0.705003E-02   0.382849E-03   0.108817E-01  -0.823608E+03
   0.305737E+02   0.845769E+00  -0.395604E+01   0.488618E+01   0.546369E+01   0.923172E+01   0.446611E+01  -0.784535E+01  -0.213749E+01  -0.103245E+02   0.522997E+01   0.161448E-02   0.978956E-02   0.806369E-02   0.382849E-03   0.118768E-01  -0.822020E+03
   0.323859E+02   0.845769E+00  -0.474007E+01   0.697147E+01   0.106440E+02   0.867636E+01   0.562242E+01  -0.784535E+01  -0.483765E+01  -0.118618E+02   0.334978E+01   0.149044E-03   0.212133E-01   0.258396E-01   0.382849E-03   0.138962E-02  -0.829055E+03
   0.313707E+02   0.196424E+01  -0.449627E+01   0.265764E+01   0.103690E+02   0.606294E+01   0.864651E+00  -0.855158E+01  -0.586576E+00  -0.140951E+02   0.106376E+02   0.278234E-02   0.648116E-02   0.139282E-02   0.382849E-03   0.158212E-01  -0.824320E+03
   0.304721E+02   0.162225E+01  -0.322969E+01   0.523634E+01   0.810989E+01   0.517306E+01   0.399074E+01  -0.768962E+01  -0.951347E+00  -0.106494E+02   0.476432E+01   0.115473E-02   0.823587E-03   0.327722E-01   0.898281E-02   0.257586E-01  -0.824305E+03
   0.304721E+02   0.162225E+01  -0.322969E+01   0.344827E+01   0.810989E+01   0.488577E+01   0.136410E+01  -0.549382E+01  -0.963281E+00  -0.166391E+02   0.569007E+01   0.433469E-02   0.745869E-02   0.127783E-01   0.394561E-01   0.108197E-01  -0.828589E+03
   0.314385E+02   0.497630E+00  -0.534942E+01   0.371654E+01   0.691698E+01   0.654325E+01   0.352308E+01  -0.587166E+01  -0.744306E+01  -0.102130E+02   0.747452E+01   0.113345E-01   0.465850E-02   0.494051E-02   0.176192E-01   0.123588E-01  -0.823846E+03
   0.316904E+02   0.254816E+00  -0.534942E+01   0.371654E+01   0.782090E+01   0.378774E+01   0.467056E+01  -0.927794E+01  -0.407896E+01  -0.110375E+02   0.526195E+01   0.505817E-02   0.105390E-01   0.979192E-02   0.140782E-02   0.116276E-01  -0.823731E+03
   0.313896E+02   0.429855E-01  -0.593389E+01   0.743948E+01   0.740849E+01   0.567433E+01   0.114592E+01  -0.496806E+01  -0.159362E+01  -0.123622E+02   0.574275E+01   0.246860E-03   0.253181E-01   0.301510E-01   0.449050E-02   0.834946E-02  -0.825889E+03
   0.313483E+02   0.413561E+00  -0.332190E+01   0.743948E+01   0.627464E+01   0.235461E+01   0.104016E+01  -0.824570E+01  -0.242645E+01  -0.134827E+02   0.574275E+01   0.385957E-02   0.295539E-02   0.927382E-02   0.726275E-02   0.834946E-02  -0.823025E+03
   0.309016E+02   0.752394E-02  -0.456672E+01   0.364093E+01   0.549319E+01   0.694965E+01   0.302001E+01  -0.938557E+01  -0.162912E+01  -0.994828E+01   0.297735E+01   0.128990E-02   0.322200E-03   0.396531E-02   0.252646E-02   0.132346E-02  -0.821424E+03
   0.310876E+02  -0.392097E+00  -0.456672E+01   0.773210E+01   0.821075E+01   0.282964E+01   0.349101E+01  -0.706582E+01  -0.495528E+01  -0.956617E+01   0.183525E+01   0.196091E-02   0.197614E-02   0.443737E-01   0.334184E-02   0.169539E-01  -0.827871E+03
   0.327655E+02   0.122403E+01  -0.699113E+01   0.714624E+01   0.734522E+01   0.406714E+01   0.962706E+00  -0.945878E+01  -0.709076E+01  -0.129525E+02   0.891606E+01   0.305745E-02   0.307016E-03   0.292559E-01   0.477265E-02   0.484080E-02  -0.829405E+03
   0.304442E+02   0.722174E+00  -0.472332E+01   0.309221E+01   0.699950E+01   0.689106E+01   0.252764E+01  -0.538316E+01  -0.191525E+01  -0.111436E+02   0.881587E+01   0.409868E-02   0.258431E-02   0.115164E-01   0.309641E-02   0.113139E-01  -0.821700E+03
   0.304442E+02   0.127762E+01  -0.383054E+01   0.584489E+01   0.632000E+01   0.517838E+01   0.243374E+01  -0.620718E+01  -0.379483E+01  -0.140481E+02   0.440683E+01   0.799715E-02   0.594710E-02   0.109813E-01   0.167893E-01   0.131298E-01  -0.821936E+03
