a0_min         a1_min         a2_min         a3_min         Y1_intercept   Y2_intercept   Y3_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.101305E+03   0.333052E+01  -0.151722E+01   0.182853E+02   0.205248E-03   0.142688E-03   0.217987E-03   0.147076E+03   0.000000E+00   0.000000E+00   0.147076E+03  -0.294152E+03
   0.101305E+03   0.333052E+01  -0.151722E+01   0.850575E+01   0.205248E-03   0.142688E-03   0.217987E-03   0.150081E+03   0.000000E+00   0.000000E+00   0.150081E+03  -0.300162E+03
   0.101305E+03   0.333052E+01   0.676906E+01   0.737588E+01   0.205248E-03   0.142688E-03   0.204911E-03   0.149983E+03   0.000000E+00   0.000000E+00   0.149983E+03  -0.299966E+03
   0.101305E+03   0.333052E+01   0.676906E+01   0.533759E+01   0.205248E-03   0.142688E-03   0.204911E-03   0.150083E+03   0.000000E+00   0.000000E+00   0.150083E+03  -0.300166E+03
   0.101305E+03   0.368609E+01   0.676906E+01   0.533759E+01   0.205248E-03   0.142688E-03   0.204911E-03   0.150073E+03   0.000000E+00   0.000000E+00   0.150073E+03  -0.300146E+03
   0.101305E+03   0.368609E+01   0.676906E+01   0.533759E+01   0.205248E-03   0.142688E-03   0.204911E-03   0.150073E+03   0.000000E+00   0.000000E+00   0.150073E+03  -0.300146E+03
   0.101305E+03   0.448872E+01   0.279570E+01   0.111399E+02   0.205248E-03   0.142688E-03   0.204911E-03   0.150368E+03   0.000000E+00   0.000000E+00   0.150368E+03  -0.300736E+03
   0.101305E+03   0.448872E+01   0.279570E+01   0.789026E+01   0.205248E-03   0.142688E-03   0.204911E-03   0.150672E+03   0.000000E+00   0.000000E+00   0.150672E+03  -0.301344E+03
   0.101305E+03   0.316323E+01   0.279570E+01  -0.132465E+01   0.205248E-03   0.142688E-03   0.204911E-03   0.150473E+03   0.000000E+00   0.000000E+00   0.150473E+03  -0.300946E+03
   0.101305E+03   0.316323E+01   0.279570E+01  -0.133914E+01   0.205248E-03   0.142688E-03   0.204911E-03   0.150471E+03   0.000000E+00   0.000000E+00   0.150471E+03  -0.300942E+03
   0.100975E+03   0.316323E+01  -0.916072E+01  -0.634145E+01   0.205248E-03   0.142688E-03   0.204911E-03   0.147876E+03   0.000000E+00   0.000000E+00   0.147876E+03  -0.295752E+03
   0.100975E+03   0.316323E+01  -0.129299E+01   0.118025E+02   0.205248E-03   0.142688E-03   0.204911E-03   0.149527E+03   0.000000E+00   0.000000E+00   0.149527E+03  -0.299054E+03
   0.101302E+03   0.586740E+01  -0.258115E+01   0.995652E+01   0.205248E-03   0.142688E-03   0.149152E-03   0.148656E+03   0.000000E+00   0.000000E+00   0.148656E+03  -0.297312E+03
   0.101302E+03   0.188539E+01   0.530318E+01   0.727593E+01   0.205248E-03   0.142688E-03   0.149152E-03   0.150252E+03   0.000000E+00   0.000000E+00   0.150252E+03  -0.300504E+03
   0.101302E+03   0.439718E+01   0.439884E+01   0.727593E+01   0.205248E-03   0.142688E-03   0.149152E-03   0.150761E+03   0.000000E+00   0.000000E+00   0.150761E+03  -0.301522E+03
   0.101302E+03   0.317064E+01   0.439884E+01   0.727593E+01   0.205248E-03   0.142688E-03   0.149152E-03   0.150823E+03   0.000000E+00   0.000000E+00   0.150823E+03  -0.301646E+03
   0.101302E+03   0.317064E+01   0.365702E+01   0.727593E+01   0.678010E-03   0.142688E-03   0.149152E-03   0.149610E+03   0.000000E+00   0.000000E+00   0.149610E+03  -0.299220E+03
   0.101302E+03   0.317064E+01   0.365702E+01  -0.144209E+01   0.678010E-03   0.904576E-04   0.149152E-03   0.149179E+03   0.000000E+00   0.000000E+00   0.149179E+03  -0.298358E+03
   0.101302E+03   0.317064E+01   0.146194E+01   0.353249E+01   0.678010E-03   0.904576E-04   0.149152E-03   0.149868E+03   0.000000E+00   0.000000E+00   0.149868E+03  -0.299736E+03
   0.101302E+03   0.317064E+01   0.204587E+00   0.254545E+01   0.322073E-03   0.904576E-04   0.700166E-03   0.148164E+03   0.000000E+00   0.000000E+00   0.148164E+03  -0.296328E+03
   0.101059E+03   0.317064E+01   0.204587E+00   0.114472E+02   0.322073E-03   0.904576E-04   0.700166E-03   0.146857E+03   0.000000E+00   0.000000E+00   0.146857E+03  -0.293714E+03
   0.101249E+03   0.317064E+01   0.489322E+01   0.144398E+02   0.322073E-03   0.904576E-04   0.700166E-03   0.145369E+03   0.000000E+00   0.000000E+00   0.145369E+03  -0.290738E+03
   0.101249E+03   0.317064E+01   0.489322E+01   0.144398E+02   0.373819E-03   0.904576E-04   0.700166E-03   0.145263E+03   0.000000E+00   0.000000E+00   0.145263E+03  -0.290526E+03
   0.101249E+03   0.522665E+01   0.670404E+01  -0.894912E-01   0.373819E-03   0.904576E-04   0.700166E-03   0.146000E+03   0.000000E+00   0.000000E+00   0.146000E+03  -0.292000E+03
   0.102046E+03   0.383696E+01   0.670404E+01   0.744334E+01   0.373819E-03   0.910693E-04   0.263048E-04   0.150345E+03   0.000000E+00   0.000000E+00   0.150345E+03  -0.300690E+03
   0.102046E+03   0.781268E+00   0.703280E+01   0.400509E+01   0.373819E-03   0.339674E-03   0.263048E-04   0.149239E+03   0.000000E+00   0.000000E+00   0.149239E+03  -0.298478E+03
   0.102080E+03   0.781268E+00   0.644274E+01   0.400509E+01   0.373819E-03   0.339674E-03   0.263048E-04   0.149245E+03   0.000000E+00   0.000000E+00   0.149245E+03  -0.298490E+03
   0.102080E+03   0.268820E+01   0.653904E+01   0.400509E+01   0.232500E-03   0.339674E-03   0.244098E-03   0.149239E+03   0.000000E+00   0.000000E+00   0.149239E+03  -0.298478E+03
   0.102080E+03   0.268820E+01   0.625446E+00  -0.183026E+01   0.232500E-03   0.339674E-03   0.244098E-03   0.148426E+03   0.000000E+00   0.000000E+00   0.148426E+03  -0.296852E+03
   0.100819E+03   0.268820E+01   0.625446E+00  -0.169306E+01   0.232500E-03   0.406104E-03   0.244098E-03   0.149286E+03   0.000000E+00   0.000000E+00   0.149286E+03  -0.298572E+03
   0.100819E+03   0.268820E+01   0.625446E+00  -0.169306E+01   0.232500E-03   0.406104E-03   0.244098E-03   0.149286E+03   0.000000E+00   0.000000E+00   0.149286E+03  -0.298572E+03
   0.100819E+03  -0.444325E+00   0.231979E+01   0.102521E+01   0.232500E-03   0.406104E-03   0.244098E-03   0.148908E+03   0.000000E+00   0.000000E+00   0.148908E+03  -0.297816E+03
   0.100819E+03   0.209474E+01  -0.835026E+01  -0.266951E+01   0.232500E-03   0.435773E-03   0.244098E-03   0.147845E+03   0.000000E+00   0.000000E+00   0.147845E+03  -0.295690E+03
   0.100819E+03   0.209474E+01  -0.936466E+01  -0.244586E+01   0.232500E-03   0.435773E-03   0.244098E-03   0.147450E+03   0.000000E+00   0.000000E+00   0.147450E+03  -0.294900E+03
   0.101422E+03   0.415744E+01  -0.690767E+01  -0.556838E+01   0.232500E-03   0.435773E-03   0.244098E-03   0.145878E+03   0.000000E+00   0.000000E+00   0.145878E+03  -0.291756E+03
   0.101422E+03   0.474090E+01   0.842598E+00   0.215587E+02   0.232500E-03   0.166835E-03   0.244098E-03   0.146583E+03   0.000000E+00   0.000000E+00   0.146583E+03  -0.293166E+03
   0.101422E+03   0.624584E+01   0.234930E+01   0.215587E+02   0.232500E-03   0.166835E-03   0.244098E-03   0.147240E+03   0.000000E+00   0.000000E+00   0.147240E+03  -0.294480E+03
   0.101422E+03   0.563833E+01   0.296848E+01   0.109651E+02   0.232500E-03   0.166835E-03   0.244098E-03   0.150008E+03   0.000000E+00   0.000000E+00   0.150008E+03  -0.300016E+03
   0.101422E+03   0.563833E+01   0.758645E+01   0.821870E+01   0.232500E-03   0.166835E-03   0.244098E-03   0.149417E+03   0.000000E+00   0.000000E+00   0.149417E+03  -0.298834E+03
   0.102599E+03   0.629406E+01   0.550328E+01   0.821870E+01   0.232500E-03   0.166835E-03   0.493746E-03   0.147658E+03   0.000000E+00   0.000000E+00   0.147658E+03  -0.295316E+03
   0.101473E+03   0.629406E+01   0.832257E+01   0.143023E+02   0.232500E-03   0.166835E-03   0.127878E-03   0.149149E+03   0.000000E+00   0.000000E+00   0.149149E+03  -0.298298E+03
   0.101473E+03   0.559571E+01   0.502626E+01   0.143023E+02   0.232500E-03   0.166835E-03   0.127878E-03   0.149930E+03   0.000000E+00   0.000000E+00   0.149930E+03  -0.299860E+03
   0.101473E+03   0.559571E+01  -0.159626E+00   0.143023E+02   0.232500E-03   0.233764E-03   0.251022E-03   0.148711E+03   0.000000E+00   0.000000E+00   0.148711E+03  -0.297422E+03
   0.101473E+03   0.559571E+01  -0.159626E+00   0.111623E+02   0.232500E-03   0.233764E-03   0.251022E-03   0.149096E+03   0.000000E+00   0.000000E+00   0.149096E+03  -0.298192E+03
   0.101045E+03   0.559571E+01   0.625969E+01   0.149131E+02   0.232500E-03   0.715330E-03   0.251022E-03   0.146427E+03   0.000000E+00   0.000000E+00   0.146427E+03  -0.292854E+03
   0.101551E+03   0.559571E+01   0.625969E+01  -0.174257E+01   0.529842E-04   0.715330E-03   0.251022E-03   0.145317E+03   0.000000E+00   0.000000E+00   0.145317E+03  -0.290634E+03
   0.101551E+03   0.448511E+01   0.106646E+02   0.973146E+01   0.529842E-04   0.154883E-03   0.236541E-03   0.148407E+03   0.000000E+00   0.000000E+00   0.148407E+03  -0.296814E+03
   0.101551E+03   0.448511E+01   0.654253E+01   0.589285E+01   0.529842E-04   0.154883E-03   0.236541E-03   0.150277E+03   0.000000E+00   0.000000E+00   0.150277E+03  -0.300554E+03
   0.101551E+03   0.544324E+01   0.654253E+01   0.530225E+01   0.529842E-04   0.240267E-03   0.236541E-03   0.149598E+03   0.000000E+00   0.000000E+00   0.149598E+03  -0.299196E+03
   0.101551E+03   0.696371E+01   0.654253E+01   0.530225E+01   0.529842E-04   0.240267E-03   0.236541E-03   0.148581E+03   0.000000E+00   0.000000E+00   0.148581E+03  -0.297162E+03
   0.101551E+03   0.588393E+01   0.103146E+02   0.530225E+01   0.529842E-04   0.240267E-03   0.236541E-03   0.147993E+03   0.000000E+00   0.000000E+00   0.147993E+03  -0.295986E+03
   0.101551E+03   0.588393E+01   0.103146E+02   0.530225E+01   0.268478E-03   0.240267E-03   0.236541E-03   0.147753E+03   0.000000E+00   0.000000E+00   0.147753E+03  -0.295506E+03
   0.101062E+03   0.239410E+01  -0.433214E+01   0.578494E+01   0.268478E-03   0.240267E-03   0.473396E-03   0.148378E+03   0.000000E+00   0.000000E+00   0.148378E+03  -0.296756E+03
   0.101062E+03   0.506733E+01  -0.345056E+01   0.172080E+02   0.268478E-03   0.240267E-03   0.473396E-03   0.146273E+03   0.000000E+00   0.000000E+00   0.146273E+03  -0.292546E+03
   0.101062E+03   0.506733E+01   0.641534E+01   0.656947E+01   0.268478E-03   0.240267E-03   0.308520E-03   0.148801E+03   0.000000E+00   0.000000E+00   0.148801E+03  -0.297602E+03
   0.101062E+03   0.397294E+00   0.641534E+01  -0.461075E+01   0.268478E-03   0.126839E-03   0.722562E-04   0.149290E+03   0.000000E+00   0.000000E+00   0.149290E+03  -0.298580E+03
   0.101062E+03   0.269053E+01   0.641534E+01  -0.431485E+00   0.268478E-03   0.126839E-03   0.722562E-04   0.149681E+03   0.000000E+00   0.000000E+00   0.149681E+03  -0.299362E+03
   0.101062E+03   0.100934E+01  -0.401874E+01  -0.431485E+00   0.566793E-03   0.126839E-03   0.722562E-04   0.149960E+03   0.000000E+00   0.000000E+00   0.149960E+03  -0.299920E+03
   0.101062E+03   0.100934E+01   0.224721E+01  -0.431485E+00   0.566793E-03   0.126839E-03   0.722562E-04   0.150401E+03   0.000000E+00   0.000000E+00   0.150401E+03  -0.300802E+03
   0.100823E+03   0.100934E+01   0.566618E+00  -0.354284E+01   0.566793E-03   0.126839E-03   0.722562E-04   0.150177E+03   0.000000E+00   0.000000E+00   0.150177E+03  -0.300354E+03
   0.100823E+03   0.294120E-01  -0.270403E+01   0.594176E+01   0.566793E-03   0.721303E-03   0.722562E-04   0.146615E+03   0.000000E+00   0.000000E+00   0.146615E+03  -0.293230E+03
   0.100823E+03   0.294120E-01   0.155337E+01   0.106534E+01   0.566793E-03   0.721303E-03   0.722562E-04   0.147539E+03   0.000000E+00   0.000000E+00   0.147539E+03  -0.295078E+03
   0.100823E+03   0.294120E-01   0.906696E+00  -0.413960E+01   0.566793E-03   0.837234E-03   0.722562E-04   0.146839E+03   0.000000E+00   0.000000E+00   0.146839E+03  -0.293678E+03
   0.100771E+03  -0.745404E+00   0.906696E+00  -0.413960E+01   0.566793E-03   0.837234E-03   0.722562E-04   0.146879E+03   0.000000E+00   0.000000E+00   0.146879E+03  -0.293758E+03
   0.100771E+03  -0.275301E+01  -0.531877E+01  -0.582617E+01   0.566793E-03   0.837234E-03   0.722562E-04   0.146070E+03   0.000000E+00   0.000000E+00   0.146070E+03  -0.292140E+03
   0.100771E+03  -0.275301E+01   0.199434E+01  -0.655522E+01   0.979329E-03   0.736817E-03   0.722562E-04   0.145508E+03   0.000000E+00   0.000000E+00   0.145508E+03  -0.291016E+03
   0.100771E+03   0.607017E+01   0.686806E+01   0.183930E+02   0.108801E-02   0.736817E-03   0.722562E-04   0.142848E+03   0.000000E+00   0.000000E+00   0.142848E+03  -0.285696E+03
   0.100771E+03   0.607017E+01   0.135527E+01   0.965834E+01   0.108801E-02   0.736817E-03   0.357809E-03   0.143070E+03   0.000000E+00   0.000000E+00   0.143070E+03  -0.286140E+03
   0.101571E+03   0.354554E+01   0.135527E+01   0.144261E+01   0.108801E-02   0.736817E-03   0.357809E-03   0.143466E+03   0.000000E+00   0.000000E+00   0.143466E+03  -0.286932E+03
   0.101571E+03  -0.677895E+01   0.135527E+01  -0.324865E+01   0.108801E-02   0.736817E-03   0.357809E-03   0.141145E+03   0.000000E+00   0.000000E+00   0.141145E+03  -0.282290E+03
   0.101571E+03  -0.249835E+01   0.728662E+01  -0.324865E+01   0.346691E-03   0.736817E-03   0.357809E-03   0.145463E+03   0.000000E+00   0.000000E+00   0.145463E+03  -0.290926E+03
   0.101571E+03  -0.249835E+01   0.311199E+01  -0.324865E+01   0.346691E-03   0.116853E-02   0.357809E-03   0.143765E+03   0.000000E+00   0.000000E+00   0.143765E+03  -0.287530E+03
   0.101612E+03   0.163706E+01   0.224999E+01  -0.324865E+01   0.346691E-03   0.116853E-02   0.357809E-03   0.143837E+03   0.000000E+00   0.000000E+00   0.143837E+03  -0.287674E+03
   0.101612E+03   0.163706E+01   0.399934E+00  -0.104608E+02   0.346691E-03   0.116853E-02   0.357809E-03   0.143096E+03   0.000000E+00   0.000000E+00   0.143096E+03  -0.286192E+03
   0.996568E+02   0.163706E+01  -0.985947E+01  -0.104608E+02   0.346691E-03   0.116853E-02   0.214652E-04   0.141999E+03   0.000000E+00   0.000000E+00   0.141999E+03  -0.283998E+03
   0.101364E+03   0.163706E+01   0.115773E+02   0.923192E+01   0.346691E-03   0.110524E-02   0.214652E-04   0.144049E+03   0.000000E+00   0.000000E+00   0.144049E+03  -0.288098E+03
   0.101364E+03   0.299227E+01   0.762812E+01   0.109577E+02   0.100699E-02   0.110524E-02   0.214652E-04   0.143258E+03   0.000000E+00   0.000000E+00   0.143258E+03  -0.286516E+03
   0.101149E+03   0.679690E+01   0.762812E+01   0.109577E+02   0.100699E-02   0.110524E-02   0.214652E-04   0.142054E+03   0.000000E+00   0.000000E+00   0.142054E+03  -0.284108E+03
   0.101149E+03   0.679690E+01   0.762812E+01   0.159790E+02   0.120576E-02   0.110524E-02   0.214652E-04   0.141363E+03   0.000000E+00   0.000000E+00   0.141363E+03  -0.282726E+03
   0.101149E+03   0.679690E+01   0.762812E+01   0.190402E+02   0.574258E-03   0.110524E-02   0.214652E-04   0.143296E+03   0.000000E+00   0.000000E+00   0.143296E+03  -0.286592E+03
   0.101149E+03   0.679690E+01   0.762812E+01   0.138575E+02   0.574258E-03   0.110524E-02   0.736947E-04   0.143748E+03   0.000000E+00   0.000000E+00   0.143748E+03  -0.287496E+03
   0.101362E+03   0.679690E+01   0.392026E+01   0.115332E+02   0.574258E-03   0.110524E-02   0.736947E-04   0.143535E+03   0.000000E+00   0.000000E+00   0.143535E+03  -0.287070E+03
   0.101362E+03   0.679690E+01   0.383613E+01   0.115332E+02   0.574258E-03   0.110524E-02   0.736947E-04   0.143519E+03   0.000000E+00   0.000000E+00   0.143519E+03  -0.287038E+03
   0.101362E+03   0.263066E+01   0.383613E+01   0.223674E+02   0.574258E-03   0.110524E-02   0.736947E-04   0.141975E+03   0.000000E+00   0.000000E+00   0.141975E+03  -0.283950E+03
   0.101362E+03   0.263066E+01   0.383613E+01   0.131278E+02   0.574258E-03   0.110524E-02   0.436643E-03   0.142783E+03   0.000000E+00   0.000000E+00   0.142783E+03  -0.285566E+03
   0.101362E+03   0.263066E+01   0.896063E+01   0.131278E+02   0.574258E-03   0.110524E-02   0.436643E-03   0.142216E+03   0.000000E+00   0.000000E+00   0.142216E+03  -0.284432E+03
   0.101362E+03   0.601713E+00   0.389555E+01   0.100860E+02   0.905731E-03   0.110524E-02   0.436643E-03   0.141567E+03   0.000000E+00   0.000000E+00   0.141567E+03  -0.283134E+03
   0.101362E+03   0.440471E+01  -0.660003E+01  -0.249087E+01   0.905731E-03   0.154027E-02   0.436643E-03   0.137656E+03   0.000000E+00   0.000000E+00   0.137656E+03  -0.275312E+03
   0.101362E+03  -0.731206E+00   0.166173E+02   0.485677E+01   0.905731E-03   0.117346E-02   0.436643E-03   0.138037E+03   0.000000E+00   0.000000E+00   0.138037E+03  -0.276074E+03
   0.101362E+03  -0.731206E+00   0.276993E+01  -0.701082E+01   0.875758E-03   0.321814E-03   0.664565E-04   0.148251E+03   0.000000E+00   0.000000E+00   0.148251E+03  -0.296502E+03
   0.101362E+03  -0.731206E+00  -0.990041E+01  -0.343737E+01   0.875758E-03   0.110686E-03   0.664565E-04   0.146224E+03   0.000000E+00   0.000000E+00   0.146224E+03  -0.292448E+03
   0.101362E+03  -0.731206E+00   0.240421E+01  -0.343737E+01   0.682068E-03   0.944835E-04   0.664565E-04   0.149861E+03   0.000000E+00   0.000000E+00   0.149861E+03  -0.299722E+03
   0.101362E+03  -0.282236E+00   0.240421E+01  -0.323895E+01   0.682068E-03   0.944835E-04   0.664565E-04   0.149968E+03   0.000000E+00   0.000000E+00   0.149968E+03  -0.299936E+03
   0.101362E+03   0.190421E+01   0.240421E+01   0.199902E+00   0.682068E-03   0.944835E-04   0.254444E-03   0.149553E+03   0.000000E+00   0.000000E+00   0.149553E+03  -0.299106E+03
   0.101362E+03   0.205860E+01   0.271676E+01  -0.263559E+01   0.682068E-03   0.944835E-04   0.254444E-03   0.149256E+03   0.000000E+00   0.000000E+00   0.149256E+03  -0.298512E+03
   0.101362E+03   0.229531E+01   0.271676E+01   0.992230E+01   0.682068E-03   0.944835E-04   0.294333E-03   0.148492E+03   0.000000E+00   0.000000E+00   0.148492E+03  -0.296984E+03
   0.101362E+03   0.215784E+01   0.271676E+01   0.117345E+02   0.682068E-03   0.944835E-04   0.294333E-03   0.147942E+03   0.000000E+00   0.000000E+00   0.147942E+03  -0.295884E+03
   0.101111E+03   0.206012E+01   0.308187E+01   0.125619E+02   0.682068E-03   0.944835E-04   0.294333E-03   0.147291E+03   0.000000E+00   0.000000E+00   0.147291E+03  -0.294582E+03
   0.101855E+03   0.206012E+01   0.308187E+01   0.516937E+01   0.947775E-03   0.944835E-04   0.294333E-03   0.147961E+03   0.000000E+00   0.000000E+00   0.147961E+03  -0.295922E+03
   0.101855E+03   0.206012E+01   0.308187E+01   0.249490E+01   0.947775E-03   0.944835E-04   0.294333E-03   0.148083E+03   0.000000E+00   0.000000E+00   0.148083E+03  -0.296166E+03
   0.101855E+03   0.206012E+01   0.361476E+01   0.229274E+01   0.947775E-03   0.944835E-04   0.369859E-03   0.147710E+03   0.000000E+00   0.000000E+00   0.147710E+03  -0.295420E+03
   0.101855E+03   0.254406E+01   0.361476E+01   0.229274E+01   0.947775E-03   0.944835E-04   0.369859E-03   0.147720E+03   0.000000E+00   0.000000E+00   0.147720E+03  -0.295440E+03
   0.101855E+03   0.254406E+01   0.487300E+01   0.350643E+00   0.947775E-03   0.944835E-04   0.369859E-03   0.147561E+03   0.000000E+00   0.000000E+00   0.147561E+03  -0.295122E+03
   0.101855E+03   0.254406E+01   0.453979E+01  -0.825674E+00   0.947775E-03   0.944835E-04   0.369859E-03   0.147499E+03   0.000000E+00   0.000000E+00   0.147499E+03  -0.294998E+03
   0.101855E+03   0.483026E+01   0.453979E+01   0.825900E+01   0.162401E-02   0.944835E-04   0.369859E-03   0.144976E+03   0.000000E+00   0.000000E+00   0.144976E+03  -0.289952E+03
   0.101855E+03   0.483026E+01   0.896334E+00   0.369956E+01   0.789116E-03   0.944835E-04   0.378675E-03   0.147586E+03   0.000000E+00   0.000000E+00   0.147586E+03  -0.295172E+03
   0.101855E+03   0.589872E+01   0.896334E+00   0.132494E+02   0.789116E-03   0.937236E-04   0.378675E-03   0.147194E+03   0.000000E+00   0.000000E+00   0.147194E+03  -0.294388E+03
   0.101855E+03   0.589872E+01   0.196824E+01   0.590219E+01   0.789116E-03   0.937236E-04   0.378675E-03   0.147430E+03   0.000000E+00   0.000000E+00   0.147430E+03  -0.294860E+03
   0.101855E+03   0.589872E+01   0.819246E+00  -0.319576E+01   0.231014E-03   0.937236E-04   0.378675E-03   0.147186E+03   0.000000E+00   0.000000E+00   0.147186E+03  -0.294372E+03
   0.101855E+03   0.589872E+01   0.819246E+00   0.189282E+02   0.920329E-05   0.937236E-04   0.378675E-03   0.147882E+03   0.000000E+00   0.000000E+00   0.147882E+03  -0.295764E+03
   0.101855E+03   0.589872E+01   0.338101E+01   0.369015E+01   0.920329E-05   0.937236E-04   0.378675E-03   0.149212E+03   0.000000E+00   0.000000E+00   0.149212E+03  -0.298424E+03
   0.101855E+03   0.517561E+01   0.338101E+01   0.127781E+02   0.920329E-05   0.937236E-04   0.378675E-03   0.149593E+03   0.000000E+00   0.000000E+00   0.149593E+03  -0.299186E+03
   0.101855E+03   0.517561E+01   0.546121E+01   0.127781E+02   0.196110E-03   0.937236E-04   0.378675E-03   0.149478E+03   0.000000E+00   0.000000E+00   0.149478E+03  -0.298956E+03
   0.101855E+03   0.379463E+01   0.101976E+02   0.170696E+02   0.196110E-03   0.937236E-04   0.150421E-03   0.147256E+03   0.000000E+00   0.000000E+00   0.147256E+03  -0.294512E+03
   0.101855E+03   0.379463E+01   0.101976E+02   0.170696E+02   0.196110E-03   0.937236E-04   0.150421E-03   0.147256E+03   0.000000E+00   0.000000E+00   0.147256E+03  -0.294512E+03
   0.101855E+03   0.379463E+01  -0.232367E+01   0.170696E+02   0.196110E-03   0.425029E-03   0.150421E-03   0.145986E+03   0.000000E+00   0.000000E+00   0.145986E+03  -0.291972E+03
   0.101855E+03   0.486487E+01   0.682787E+01   0.115416E+02   0.196110E-03   0.425029E-03   0.150421E-03   0.149121E+03   0.000000E+00   0.000000E+00   0.149121E+03  -0.298242E+03
   0.101855E+03   0.486487E+01   0.439567E+01   0.919076E+01   0.196110E-03   0.378701E-03   0.150421E-03   0.149361E+03   0.000000E+00   0.000000E+00   0.149361E+03  -0.298722E+03
   0.101855E+03   0.486487E+01   0.439567E+01   0.871727E+01   0.196110E-03   0.378701E-03   0.120944E-03   0.149400E+03   0.000000E+00   0.000000E+00   0.149400E+03  -0.298800E+03
   0.101855E+03   0.622308E+01   0.616861E+01   0.871727E+01   0.196110E-03   0.336510E-03   0.120944E-03   0.149192E+03   0.000000E+00   0.000000E+00   0.149192E+03  -0.298384E+03
   0.101855E+03   0.564541E+01   0.616861E+01   0.123739E+02   0.196110E-03   0.336510E-03   0.120944E-03   0.149527E+03   0.000000E+00   0.000000E+00   0.149527E+03  -0.299054E+03
   0.101736E+03   0.564541E+01   0.706500E+01   0.529319E+01   0.196110E-03   0.336510E-03   0.120944E-03   0.149055E+03   0.000000E+00   0.000000E+00   0.149055E+03  -0.298110E+03
   0.101736E+03   0.320746E+01   0.109576E+01   0.131970E+02   0.526943E-03   0.336510E-03   0.120944E-03   0.148085E+03   0.000000E+00   0.000000E+00   0.148085E+03  -0.296170E+03
   0.101736E+03   0.320746E+01   0.123945E+01   0.334515E+01   0.526943E-03   0.368771E-03   0.120944E-03   0.148698E+03   0.000000E+00   0.000000E+00   0.148698E+03  -0.297396E+03
   0.101779E+03   0.732527E+00   0.975297E+01   0.334515E+01   0.526943E-03   0.325894E-03   0.120944E-03   0.148100E+03   0.000000E+00   0.000000E+00   0.148100E+03  -0.296200E+03
   0.101779E+03   0.448124E+01   0.975297E+01  -0.454246E+01   0.526943E-03   0.325894E-03   0.120944E-03   0.145317E+03   0.000000E+00   0.000000E+00   0.145317E+03  -0.290634E+03
