a0_min         a1_min         a2_min         a3_min         Y1_intercept   Y2_intercept   Y3_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.102954E+03   0.615932E+01   0.708392E+01   0.120026E+02   0.334908E-03   0.939165E-04   0.211437E-03   0.147953E+03   0.000000E+00   0.000000E+00   0.147953E+03  -0.295906E+03
   0.102954E+03   0.615932E+01   0.119903E+02   0.834372E+01   0.416207E-03   0.939165E-04   0.211437E-03   0.147772E+03   0.000000E+00   0.000000E+00   0.147772E+03  -0.295544E+03
   0.102954E+03   0.615932E+01   0.110689E+02   0.104842E+02   0.416207E-03   0.939165E-04   0.211437E-03   0.148128E+03   0.000000E+00   0.000000E+00   0.148128E+03  -0.296256E+03
   0.102954E+03   0.615932E+01   0.110689E+02   0.104842E+02   0.416207E-03   0.939165E-04   0.211437E-03   0.148128E+03   0.000000E+00   0.000000E+00   0.148128E+03  -0.296256E+03
   0.102983E+03   0.615932E+01   0.110689E+02   0.104842E+02   0.416207E-03   0.939165E-04   0.211437E-03   0.148069E+03   0.000000E+00   0.000000E+00   0.148069E+03  -0.296138E+03
   0.102983E+03   0.615932E+01   0.667773E+01   0.104842E+02   0.613177E-03   0.939165E-04   0.211437E-03   0.146956E+03   0.000000E+00   0.000000E+00   0.146956E+03  -0.293912E+03
   0.101390E+03   0.415107E+01   0.151976E+01   0.683252E+01   0.544343E-03   0.939165E-04   0.211437E-03   0.149911E+03   0.000000E+00   0.000000E+00   0.149911E+03  -0.299822E+03
   0.101390E+03   0.308567E+01   0.160075E+01   0.394973E+01   0.544343E-03   0.939165E-04   0.211437E-03   0.150162E+03   0.000000E+00   0.000000E+00   0.150162E+03  -0.300324E+03
   0.101390E+03  -0.295007E+01  -0.271993E+00  -0.140060E+00   0.240558E-03   0.939165E-04   0.211437E-03   0.148426E+03   0.000000E+00   0.000000E+00   0.148426E+03  -0.296852E+03
   0.102511E+03   0.487014E+01  -0.139384E+01   0.153368E+02   0.240558E-03   0.939165E-04   0.211437E-03   0.145916E+03   0.000000E+00   0.000000E+00   0.145916E+03  -0.291832E+03
   0.102511E+03   0.634247E+01   0.932741E+01   0.124931E+02   0.323849E-03   0.616770E-03   0.211437E-03   0.146702E+03   0.000000E+00   0.000000E+00   0.146702E+03  -0.293404E+03
   0.102511E+03   0.634247E+01   0.932741E+01   0.511352E+01   0.323849E-03   0.616770E-03   0.211437E-03   0.145724E+03   0.000000E+00   0.000000E+00   0.145724E+03  -0.291448E+03
   0.102511E+03   0.200429E+01   0.142435E+02   0.511352E+01   0.323849E-03   0.616770E-03   0.211437E-03   0.145853E+03   0.000000E+00   0.000000E+00   0.145853E+03  -0.291706E+03
   0.103023E+03   0.200429E+01   0.142435E+02   0.511352E+01   0.323849E-03   0.616770E-03   0.211437E-03   0.145533E+03   0.000000E+00   0.000000E+00   0.145533E+03  -0.291066E+03
   0.103023E+03   0.200429E+01   0.817537E+01   0.174741E+02   0.323849E-03   0.616770E-03   0.211437E-03   0.144350E+03   0.000000E+00   0.000000E+00   0.144350E+03  -0.288700E+03
   0.102335E+03   0.348664E+01   0.817537E+01  -0.665786E+01   0.323849E-03   0.616770E-03   0.211437E-03   0.144991E+03   0.000000E+00   0.000000E+00   0.144991E+03  -0.289982E+03
   0.102335E+03   0.934347E+00   0.817537E+01  -0.790036E+00   0.323849E-03   0.514644E-03   0.364194E-03   0.146983E+03   0.000000E+00   0.000000E+00   0.146983E+03  -0.293966E+03
   0.103204E+03   0.173235E+01   0.582889E+01  -0.934764E+01   0.323849E-03   0.514644E-03   0.232168E-05   0.143833E+03   0.000000E+00   0.000000E+00   0.143833E+03  -0.287666E+03
   0.103204E+03  -0.220511E+01   0.104578E+02  -0.364770E+01   0.118867E-02   0.571660E-03   0.232168E-05   0.143002E+03   0.000000E+00   0.000000E+00   0.143002E+03  -0.286004E+03
   0.103204E+03  -0.220511E+01   0.104578E+02  -0.948949E+01   0.118867E-02   0.167735E-03   0.232168E-05   0.144306E+03   0.000000E+00   0.000000E+00   0.144306E+03  -0.288612E+03
   0.103204E+03   0.264836E+00   0.726063E+01   0.795250E+01   0.118867E-02   0.312868E-03   0.232168E-05   0.143388E+03   0.000000E+00   0.000000E+00   0.143388E+03  -0.286776E+03
   0.101311E+03   0.264836E+00   0.934058E+01   0.110079E+01   0.118867E-02   0.312868E-03   0.232168E-05   0.145588E+03   0.000000E+00   0.000000E+00   0.145588E+03  -0.291176E+03
   0.101311E+03   0.264836E+00  -0.198569E+01   0.110079E+01   0.226579E-03   0.823353E-04   0.232168E-05   0.150974E+03   0.000000E+00   0.000000E+00   0.150974E+03  -0.301948E+03
   0.101311E+03   0.264836E+00  -0.562762E+01  -0.423014E+01   0.226579E-03   0.823353E-04   0.232168E-05   0.150437E+03   0.000000E+00   0.000000E+00   0.150437E+03  -0.300874E+03
   0.100408E+03   0.501804E+00  -0.387510E+01  -0.154886E+01   0.226579E-03   0.823353E-04   0.232168E-05   0.150773E+03   0.000000E+00   0.000000E+00   0.150773E+03  -0.301546E+03
   0.100408E+03   0.501804E+00  -0.116105E+02  -0.154886E+01   0.226579E-03   0.823353E-04   0.232168E-05   0.147828E+03   0.000000E+00   0.000000E+00   0.147828E+03  -0.295656E+03
   0.100408E+03   0.501804E+00  -0.701237E+01  -0.154886E+01   0.238828E-03   0.823353E-04   0.232168E-05   0.150044E+03   0.000000E+00   0.000000E+00   0.150044E+03  -0.300088E+03
   0.100408E+03   0.501804E+00  -0.430914E+01  -0.154886E+01   0.238828E-03   0.823353E-04   0.232168E-05   0.150696E+03   0.000000E+00   0.000000E+00   0.150696E+03  -0.301392E+03
   0.101339E+03   0.226059E+01  -0.125405E+01   0.241307E+00   0.792872E-03   0.823353E-04   0.232168E-05   0.149380E+03   0.000000E+00   0.000000E+00   0.149380E+03  -0.298760E+03
   0.101339E+03   0.226059E+01   0.180812E+01   0.241307E+00   0.792872E-03   0.823353E-04   0.232168E-05   0.149688E+03   0.000000E+00   0.000000E+00   0.149688E+03  -0.299376E+03
   0.101339E+03   0.226059E+01   0.888465E+00  -0.594453E+01   0.194984E-03   0.823353E-04   0.387963E-03   0.149735E+03   0.000000E+00   0.000000E+00   0.149735E+03  -0.299470E+03
   0.101339E+03   0.163766E+01  -0.546992E+01  -0.178071E+02   0.194984E-03   0.823353E-04   0.387963E-03   0.147115E+03   0.000000E+00   0.000000E+00   0.147115E+03  -0.294230E+03
   0.101339E+03   0.163766E+01  -0.546992E+01  -0.173347E+02   0.258428E-03   0.823353E-04   0.387963E-03   0.147191E+03   0.000000E+00   0.000000E+00   0.147191E+03  -0.294382E+03
   0.101339E+03   0.163766E+01  -0.101968E+02   0.188816E+01   0.258428E-03   0.823353E-04   0.387963E-03   0.147131E+03   0.000000E+00   0.000000E+00   0.147131E+03  -0.294262E+03
   0.101339E+03   0.163766E+01  -0.386643E+01   0.791075E+01   0.258428E-03   0.823353E-04   0.387963E-03   0.148561E+03   0.000000E+00   0.000000E+00   0.148561E+03  -0.297122E+03
   0.101339E+03   0.163766E+01   0.923400E+01   0.791075E+01   0.258428E-03   0.823353E-04   0.386299E-03   0.146796E+03   0.000000E+00   0.000000E+00   0.146796E+03  -0.293592E+03
   0.101339E+03   0.748069E+01   0.303706E+01   0.163417E+02   0.366112E-04   0.823353E-04   0.667605E-04   0.149228E+03   0.000000E+00   0.000000E+00   0.149228E+03  -0.298456E+03
   0.101339E+03   0.748069E+01   0.303706E+01   0.156932E+02   0.366112E-04   0.823353E-04   0.667605E-04   0.149335E+03   0.000000E+00   0.000000E+00   0.149335E+03  -0.298670E+03
   0.101339E+03   0.678401E+01   0.303706E+01   0.952822E+01   0.366112E-04   0.823353E-04   0.667605E-04   0.150044E+03   0.000000E+00   0.000000E+00   0.150044E+03  -0.300088E+03
   0.101339E+03   0.678401E+01   0.598382E+01   0.123735E+02   0.366112E-04   0.481101E-04   0.667605E-04   0.150074E+03   0.000000E+00   0.000000E+00   0.150074E+03  -0.300148E+03
   0.101339E+03   0.678401E+01   0.477544E+01   0.631233E+01   0.366112E-04   0.343059E-04   0.410306E-03   0.149083E+03   0.000000E+00   0.000000E+00   0.149083E+03  -0.298166E+03
   0.101339E+03   0.678401E+01  -0.169815E+01   0.585493E+01   0.366112E-04   0.343059E-04   0.410306E-03   0.148458E+03   0.000000E+00   0.000000E+00   0.148458E+03  -0.296916E+03
   0.100376E+03   0.678401E+01  -0.169815E+01   0.635786E+01   0.366112E-04   0.343059E-04   0.410306E-03   0.147998E+03   0.000000E+00   0.000000E+00   0.147998E+03  -0.295996E+03
   0.100376E+03   0.678401E+01  -0.169815E+01   0.913989E+01   0.366112E-04   0.343059E-04   0.295969E-03   0.148230E+03   0.000000E+00   0.000000E+00   0.148230E+03  -0.296460E+03
   0.100376E+03   0.678401E+01  -0.169815E+01   0.913989E+01   0.366112E-04   0.343059E-04   0.295969E-03   0.148230E+03   0.000000E+00   0.000000E+00   0.148230E+03  -0.296460E+03
   0.100376E+03   0.678401E+01   0.125229E+01   0.913989E+01   0.366112E-04   0.343059E-04   0.295969E-03   0.148389E+03   0.000000E+00   0.000000E+00   0.148389E+03  -0.296778E+03
   0.100376E+03   0.244677E+01   0.125229E+01  -0.140634E+02   0.660444E-03   0.235645E-03   0.295969E-03   0.143080E+03   0.000000E+00   0.000000E+00   0.143080E+03  -0.286160E+03
   0.101489E+03   0.247438E+01   0.125229E+01  -0.127296E+02   0.660444E-03   0.170674E-03   0.295969E-03   0.146309E+03   0.000000E+00   0.000000E+00   0.146309E+03  -0.292618E+03
   0.101489E+03   0.247438E+01   0.444794E+01  -0.332360E+00   0.660444E-03   0.170674E-03   0.295969E-03   0.148899E+03   0.000000E+00   0.000000E+00   0.148899E+03  -0.297798E+03
   0.101489E+03   0.247438E+01   0.801310E+01   0.605481E+01   0.660444E-03   0.170674E-03   0.295969E-03   0.147985E+03   0.000000E+00   0.000000E+00   0.147985E+03  -0.295970E+03
   0.100278E+03   0.591443E+01   0.297614E+01   0.143405E+02   0.660444E-03   0.170674E-03   0.295969E-03   0.145809E+03   0.000000E+00   0.000000E+00   0.145809E+03  -0.291618E+03
   0.100278E+03   0.530434E+01   0.249307E+00   0.312358E+01   0.660444E-03   0.170674E-03   0.295969E-03   0.147200E+03   0.000000E+00   0.000000E+00   0.147200E+03  -0.294400E+03
   0.100278E+03   0.530434E+01   0.249307E+00   0.174798E+02   0.660444E-03   0.170674E-03   0.295969E-03   0.145007E+03   0.000000E+00   0.000000E+00   0.145007E+03  -0.290014E+03
   0.101610E+03   0.530434E+01   0.156842E+01   0.174798E+02   0.660444E-03   0.170674E-03   0.295969E-03   0.147341E+03   0.000000E+00   0.000000E+00   0.147341E+03  -0.294682E+03
   0.101610E+03   0.530434E+01   0.452930E+01   0.159247E+02   0.660444E-03   0.170674E-03   0.295969E-03   0.147961E+03   0.000000E+00   0.000000E+00   0.147961E+03  -0.295922E+03
   0.101610E+03   0.546184E+01   0.601358E+01   0.907755E+01   0.598856E-04   0.170674E-03   0.295969E-03   0.149994E+03   0.000000E+00   0.000000E+00   0.149994E+03  -0.299988E+03
   0.101224E+03   0.262284E+01   0.351767E+01   0.612487E+01   0.598856E-04   0.170674E-03   0.295969E-03   0.150348E+03   0.000000E+00   0.000000E+00   0.150348E+03  -0.300696E+03
   0.101224E+03   0.262284E+01   0.607625E+01  -0.141138E+00   0.598856E-04   0.170674E-03   0.295969E-03   0.149624E+03   0.000000E+00   0.000000E+00   0.149624E+03  -0.299248E+03
   0.101692E+03  -0.107954E+01   0.521508E+00  -0.459138E+01   0.598856E-04   0.170674E-03   0.295969E-03   0.150087E+03   0.000000E+00   0.000000E+00   0.150087E+03  -0.300174E+03
   0.101692E+03  -0.107954E+01  -0.751599E+01  -0.143430E+02   0.598856E-04   0.170674E-03   0.295969E-03   0.149051E+03   0.000000E+00   0.000000E+00   0.149051E+03  -0.298102E+03
   0.101692E+03  -0.107954E+01   0.571644E-02  -0.171985E+02   0.598856E-04   0.170674E-03   0.295969E-03   0.148853E+03   0.000000E+00   0.000000E+00   0.148853E+03  -0.297706E+03
   0.101692E+03   0.182588E+00  -0.411405E+01  -0.120181E+02   0.598856E-04   0.170674E-03   0.295969E-03   0.149619E+03   0.000000E+00   0.000000E+00   0.149619E+03  -0.299238E+03
   0.100948E+03   0.182588E+00  -0.411405E+01  -0.213242E+02   0.598856E-04   0.170674E-03   0.226328E-03   0.145583E+03   0.000000E+00   0.000000E+00   0.145583E+03  -0.291166E+03
   0.100509E+03   0.182588E+00  -0.411405E+01  -0.222150E+02   0.817143E-04   0.170674E-03   0.562082E-03   0.142180E+03   0.000000E+00   0.000000E+00   0.142180E+03  -0.284360E+03
   0.100509E+03   0.222568E+00  -0.419480E+01  -0.158731E+02   0.817143E-04   0.170674E-03   0.478260E-03   0.146389E+03   0.000000E+00   0.000000E+00   0.146389E+03  -0.292778E+03
   0.100930E+03  -0.685170E+00  -0.419480E+01  -0.210275E+01   0.817143E-04   0.170674E-03   0.478260E-03   0.148763E+03   0.000000E+00   0.000000E+00   0.148763E+03  -0.297526E+03
   0.100930E+03  -0.685170E+00   0.307414E+01  -0.210275E+01   0.448918E-03   0.170674E-03   0.784117E-03   0.145169E+03   0.000000E+00   0.000000E+00   0.145169E+03  -0.290338E+03
   0.101051E+03  -0.685170E+00  -0.383801E+01  -0.149903E+02   0.448918E-03   0.170674E-03   0.784117E-03   0.145469E+03   0.000000E+00   0.000000E+00   0.145469E+03  -0.290938E+03
   0.101951E+03  -0.395849E+01   0.156176E+01  -0.149903E+02   0.389511E-03   0.170674E-03   0.784117E-03   0.145033E+03   0.000000E+00   0.000000E+00   0.145033E+03  -0.290066E+03
   0.101951E+03  -0.456134E+00  -0.189340E+02  -0.149903E+02   0.389511E-03   0.170674E-03   0.408881E-03   0.143115E+03   0.000000E+00   0.000000E+00   0.143115E+03  -0.286230E+03
   0.101951E+03  -0.456134E+00  -0.189340E+02  -0.162795E+02   0.389511E-03   0.170674E-03   0.408881E-03   0.143115E+03   0.000000E+00   0.000000E+00   0.143115E+03  -0.286230E+03
   0.101951E+03  -0.456134E+00   0.465420E+00  -0.334559E+01   0.389511E-03   0.170674E-03   0.408881E-03   0.148758E+03   0.000000E+00   0.000000E+00   0.148758E+03  -0.297516E+03
   0.101951E+03  -0.456134E+00   0.465420E+00   0.546398E+01   0.389511E-03   0.170674E-03   0.408881E-03   0.147397E+03   0.000000E+00   0.000000E+00   0.147397E+03  -0.294794E+03
   0.101951E+03  -0.456134E+00  -0.119775E+00   0.546398E+01   0.389511E-03   0.170674E-03   0.408881E-03   0.147310E+03   0.000000E+00   0.000000E+00   0.147310E+03  -0.294620E+03
   0.101951E+03  -0.456134E+00  -0.119775E+00  -0.700954E+01   0.460051E-03   0.170674E-03   0.408881E-03   0.148689E+03   0.000000E+00   0.000000E+00   0.148689E+03  -0.297378E+03
   0.101951E+03  -0.456134E+00   0.489380E+01  -0.168065E+02   0.460051E-03   0.170674E-03   0.408881E-03   0.146377E+03   0.000000E+00   0.000000E+00   0.146377E+03  -0.292754E+03
   0.101951E+03  -0.508945E+01   0.489380E+01  -0.168065E+02   0.460051E-03   0.534459E-03   0.209049E-03   0.146521E+03   0.000000E+00   0.000000E+00   0.146521E+03  -0.293042E+03
   0.101951E+03  -0.508945E+01   0.190734E+01  -0.168065E+02   0.460051E-03   0.534459E-03   0.209049E-03   0.146929E+03   0.000000E+00   0.000000E+00   0.146929E+03  -0.293858E+03
   0.102306E+03  -0.508945E+01   0.680178E+01  -0.168065E+02   0.460051E-03   0.534459E-03   0.209049E-03   0.146226E+03   0.000000E+00   0.000000E+00   0.146226E+03  -0.292452E+03
   0.102306E+03  -0.508945E+01   0.680178E+01  -0.111243E+02   0.460051E-03   0.206301E-03   0.209049E-03   0.147094E+03   0.000000E+00   0.000000E+00   0.147094E+03  -0.294188E+03
   0.102306E+03  -0.706295E+00   0.399531E+01   0.985409E+01   0.460051E-03   0.206301E-03   0.262337E-03   0.146234E+03   0.000000E+00   0.000000E+00   0.146234E+03  -0.292468E+03
   0.102306E+03   0.521295E+01   0.399531E+01   0.581639E+01   0.264066E-03   0.206301E-03   0.262337E-03   0.148712E+03   0.000000E+00   0.000000E+00   0.148712E+03  -0.297424E+03
   0.100561E+03   0.367449E+01   0.101091E+01   0.546666E+01   0.264066E-03   0.206301E-03   0.183241E-03   0.150087E+03   0.000000E+00   0.000000E+00   0.150087E+03  -0.300174E+03
   0.100561E+03   0.199795E+01  -0.633153E+01  -0.479682E+01   0.363755E-03   0.206301E-03   0.183241E-03   0.149278E+03   0.000000E+00   0.000000E+00   0.149278E+03  -0.298556E+03
   0.100748E+03   0.199795E+01  -0.328230E+01   0.208045E+01   0.169859E-03   0.206301E-03   0.183241E-03   0.150585E+03   0.000000E+00   0.000000E+00   0.150585E+03  -0.301170E+03
   0.100748E+03   0.199795E+01  -0.497788E+01  -0.303497E+01   0.169859E-03   0.206301E-03   0.183241E-03   0.150237E+03   0.000000E+00   0.000000E+00   0.150237E+03  -0.300474E+03
   0.100748E+03  -0.766507E+00  -0.541678E+00  -0.508228E+01   0.169859E-03   0.206301E-03   0.183241E-03   0.150398E+03   0.000000E+00   0.000000E+00   0.150398E+03  -0.300796E+03
   0.100748E+03  -0.106091E+01  -0.886069E+01   0.286657E+01   0.169859E-03   0.206301E-03   0.183241E-03   0.147504E+03   0.000000E+00   0.000000E+00   0.147504E+03  -0.295008E+03
   0.100748E+03   0.239459E+01   0.199064E+01   0.286657E+01   0.169859E-03   0.157690E-03   0.183241E-03   0.150735E+03   0.000000E+00   0.000000E+00   0.150735E+03  -0.301470E+03
   0.100748E+03   0.284660E+01  -0.254061E+01   0.604866E+00   0.169859E-03   0.157690E-03   0.183241E-03   0.150710E+03   0.000000E+00   0.000000E+00   0.150710E+03  -0.301420E+03
   0.100748E+03   0.284660E+01  -0.254061E+01   0.604866E+00   0.169859E-03   0.244139E-03   0.353617E-04   0.150593E+03   0.000000E+00   0.000000E+00   0.150593E+03  -0.301186E+03
   0.100748E+03   0.284660E+01  -0.254061E+01   0.604866E+00   0.169859E-03   0.244139E-03   0.353617E-04   0.150593E+03   0.000000E+00   0.000000E+00   0.150593E+03  -0.301186E+03
   0.100748E+03   0.597137E+01  -0.254061E+01   0.655846E+01   0.169859E-03   0.244139E-03   0.353617E-04   0.148581E+03   0.000000E+00   0.000000E+00   0.148581E+03  -0.297162E+03
   0.100748E+03   0.597137E+01  -0.210199E+01   0.989510E+01   0.169859E-03   0.244139E-03   0.353617E-04   0.148707E+03   0.000000E+00   0.000000E+00   0.148707E+03  -0.297414E+03
   0.100748E+03   0.597137E+01  -0.266854E+01   0.682766E+01   0.169859E-03   0.244139E-03   0.353617E-04   0.148544E+03   0.000000E+00   0.000000E+00   0.148544E+03  -0.297088E+03
   0.100245E+03   0.597137E+01   0.824804E+00   0.353864E+01   0.169859E-03   0.510663E-03   0.353617E-04   0.146959E+03   0.000000E+00   0.000000E+00   0.146959E+03  -0.293918E+03
   0.100245E+03   0.398216E+01  -0.181766E+01   0.172939E+01   0.169859E-03   0.510663E-03   0.353617E-04   0.148345E+03   0.000000E+00   0.000000E+00   0.148345E+03  -0.296690E+03
   0.100245E+03   0.398216E+01   0.178812E+01   0.172939E+01   0.169859E-03   0.510663E-03   0.177378E-03   0.147976E+03   0.000000E+00   0.000000E+00   0.147976E+03  -0.295952E+03
   0.100245E+03   0.398216E+01  -0.807491E+01   0.172939E+01   0.169859E-03   0.274155E-03   0.177378E-03   0.147751E+03   0.000000E+00   0.000000E+00   0.147751E+03  -0.295502E+03
   0.100245E+03   0.398216E+01  -0.463225E+01  -0.690482E+01   0.169859E-03   0.274155E-03   0.177378E-03   0.147178E+03   0.000000E+00   0.000000E+00   0.147178E+03  -0.294356E+03
   0.100245E+03   0.320927E+00  -0.367277E+01  -0.776124E+01   0.169859E-03   0.274155E-03   0.177378E-03   0.149267E+03   0.000000E+00   0.000000E+00   0.149267E+03  -0.298534E+03
   0.100245E+03   0.160147E+01  -0.111126E+02  -0.348065E+01   0.169859E-03   0.658641E-03   0.177378E-03   0.145959E+03   0.000000E+00   0.000000E+00   0.145959E+03  -0.291918E+03
   0.100245E+03  -0.959238E+00  -0.111126E+02  -0.348065E+01   0.169859E-03   0.658641E-03   0.177378E-03   0.146099E+03   0.000000E+00   0.000000E+00   0.146099E+03  -0.292198E+03
   0.100245E+03  -0.959238E+00  -0.159249E+02  -0.228039E+01   0.169859E-03   0.658641E-03   0.177378E-03   0.143387E+03   0.000000E+00   0.000000E+00   0.143387E+03  -0.286774E+03
   0.100245E+03  -0.959238E+00  -0.151474E+02  -0.470559E+01   0.169859E-03   0.658641E-03   0.177378E-03   0.144151E+03   0.000000E+00   0.000000E+00   0.144151E+03  -0.288302E+03
   0.100245E+03  -0.631801E+00  -0.303164E+01  -0.384408E+01   0.441710E-03   0.115178E-03   0.177378E-03   0.149198E+03   0.000000E+00   0.000000E+00   0.149198E+03  -0.298396E+03
   0.100245E+03  -0.631801E+00  -0.189748E+01  -0.384408E+01   0.496662E-03   0.115178E-03   0.177378E-03   0.148965E+03   0.000000E+00   0.000000E+00   0.148965E+03  -0.297930E+03
   0.101991E+03   0.160707E+01  -0.277618E+01  -0.254278E+00   0.496662E-03   0.115178E-03   0.177378E-03   0.148518E+03   0.000000E+00   0.000000E+00   0.148518E+03  -0.297036E+03
   0.100448E+03   0.596308E+00  -0.368849E+01   0.187311E+01   0.496662E-03   0.549853E-05   0.177378E-03   0.149619E+03   0.000000E+00   0.000000E+00   0.149619E+03  -0.299238E+03
   0.998900E+02   0.423463E+01  -0.107510E+02   0.187311E+01   0.496662E-03   0.549853E-05   0.177378E-03   0.145157E+03   0.000000E+00   0.000000E+00   0.145157E+03  -0.290314E+03
   0.998900E+02   0.444503E+01  -0.747312E+01   0.487604E+01   0.496662E-03   0.549853E-05   0.177378E-03   0.146622E+03   0.000000E+00   0.000000E+00   0.146622E+03  -0.293244E+03
   0.998900E+02   0.444503E+01  -0.747312E+01  -0.496567E+01   0.496662E-03   0.549853E-05   0.177378E-03   0.145500E+03   0.000000E+00   0.000000E+00   0.145500E+03  -0.291000E+03
   0.998900E+02   0.444503E+01  -0.281415E+01  -0.496567E+01   0.496662E-03   0.549853E-05   0.768883E-03   0.144066E+03   0.000000E+00   0.000000E+00   0.144066E+03  -0.288132E+03
   0.998900E+02   0.444503E+01  -0.281415E+01  -0.896590E+01   0.496662E-03   0.549853E-05   0.741305E-03   0.142767E+03   0.000000E+00   0.000000E+00   0.142767E+03  -0.285534E+03
   0.100119E+03   0.444503E+01  -0.436278E+01  -0.922310E+00   0.496662E-03   0.262601E-03   0.741305E-03   0.145340E+03   0.000000E+00   0.000000E+00   0.145340E+03  -0.290680E+03
   0.100119E+03   0.273089E+01  -0.408275E+01  -0.922310E+00   0.496662E-03   0.118473E-03   0.741305E-03   0.146031E+03   0.000000E+00   0.000000E+00   0.146031E+03  -0.292062E+03
   0.100119E+03   0.273089E+01  -0.408275E+01  -0.922310E+00   0.496662E-03   0.134191E-03   0.741305E-03   0.146005E+03   0.000000E+00   0.000000E+00   0.146005E+03  -0.292010E+03
   0.101602E+03   0.765920E+00   0.142403E+01   0.497657E+01   0.496662E-03   0.134191E-03   0.350494E-03   0.148897E+03   0.000000E+00   0.000000E+00   0.148897E+03  -0.297794E+03
   0.101602E+03   0.383059E+01   0.505655E+01   0.458344E+01   0.496662E-03   0.142688E-03   0.350494E-03   0.149295E+03   0.000000E+00   0.000000E+00   0.149295E+03  -0.298590E+03
   0.101852E+03   0.252189E+01   0.680610E+01   0.795440E+01   0.496662E-03   0.142688E-03   0.166636E-03   0.149583E+03   0.000000E+00   0.000000E+00   0.149583E+03  -0.299166E+03
   0.101852E+03   0.935134E+01   0.728665E+01   0.128780E+02   0.496662E-03   0.142688E-03   0.166636E-03   0.147434E+03   0.000000E+00   0.000000E+00   0.147434E+03  -0.294868E+03
   0.103043E+03   0.935134E+01   0.774626E+01   0.154607E+02   0.687666E-03   0.142688E-03   0.166636E-03   0.145710E+03   0.000000E+00   0.000000E+00   0.145710E+03  -0.291420E+03
   0.103043E+03   0.294461E+01   0.107728E+02   0.154607E+02   0.687666E-03   0.142688E-03   0.166636E-03   0.146140E+03   0.000000E+00   0.000000E+00   0.146140E+03  -0.292280E+03
   0.103043E+03   0.495620E+01   0.107728E+02   0.879833E+01   0.687666E-03   0.142688E-03   0.166636E-03   0.147234E+03   0.000000E+00   0.000000E+00   0.147234E+03  -0.294468E+03
   0.103043E+03   0.495620E+01   0.986122E+01   0.113818E+02   0.687666E-03   0.142688E-03   0.166636E-03   0.147324E+03   0.000000E+00   0.000000E+00   0.147324E+03  -0.294648E+03
   0.102150E+03   0.258687E+00   0.204021E+01   0.146965E+01   0.365355E-03   0.142688E-03   0.166636E-03   0.149413E+03   0.000000E+00   0.000000E+00   0.149413E+03  -0.298826E+03
   0.102150E+03   0.258687E+00   0.204021E+01  -0.143195E+01   0.365355E-03   0.142688E-03   0.761494E-04   0.149791E+03   0.000000E+00   0.000000E+00   0.149791E+03  -0.299582E+03
   0.102150E+03   0.258687E+00   0.775049E+01  -0.105678E+01   0.366165E-03   0.142688E-03   0.761494E-04   0.149685E+03   0.000000E+00   0.000000E+00   0.149685E+03  -0.299370E+03
   0.102150E+03   0.258687E+00   0.251411E+01  -0.747048E+01   0.366165E-03   0.142688E-03   0.761494E-04   0.149711E+03   0.000000E+00   0.000000E+00   0.149711E+03  -0.299422E+03
   0.102332E+03  -0.202503E-01   0.297830E+01  -0.118372E+02   0.366165E-03   0.142688E-03   0.355846E-03   0.148354E+03   0.000000E+00   0.000000E+00   0.148354E+03  -0.296708E+03
   0.101305E+03   0.981721E+00   0.297830E+01   0.999947E+00   0.366165E-03   0.142688E-03   0.355846E-03   0.149687E+03   0.000000E+00   0.000000E+00   0.149687E+03  -0.299374E+03
   0.101305E+03   0.981721E+00  -0.178141E+01   0.999947E+00   0.366165E-03   0.142688E-03   0.355846E-03   0.149740E+03   0.000000E+00   0.000000E+00   0.149740E+03  -0.299480E+03
   0.101305E+03  -0.124897E+01  -0.178141E+01  -0.246924E+01   0.366165E-03   0.142688E-03   0.333839E-03   0.149320E+03   0.000000E+00   0.000000E+00   0.149320E+03  -0.298640E+03
   0.101305E+03  -0.124897E+01  -0.178141E+01   0.406757E+01   0.205248E-03   0.142688E-03   0.333839E-03   0.148267E+03   0.000000E+00   0.000000E+00   0.148267E+03  -0.296534E+03
   0.101305E+03  -0.124897E+01  -0.271315E+01   0.406757E+01   0.205248E-03   0.142688E-03   0.333839E-03   0.148134E+03   0.000000E+00   0.000000E+00   0.148134E+03  -0.296268E+03
   0.101305E+03   0.208209E+01  -0.129689E+01  -0.398850E+01   0.205248E-03   0.142688E-03   0.333839E-03   0.150213E+03   0.000000E+00   0.000000E+00   0.150213E+03  -0.300426E+03
   0.101305E+03   0.208209E+01  -0.915791E+01  -0.398850E+01   0.205248E-03   0.142688E-03   0.333839E-03   0.148291E+03   0.000000E+00   0.000000E+00   0.148291E+03  -0.296582E+03
   0.101305E+03   0.208209E+01  -0.471187E+01  -0.619574E+01   0.205248E-03   0.142688E-03   0.333839E-03   0.149590E+03   0.000000E+00   0.000000E+00   0.149590E+03  -0.299180E+03
   0.101305E+03   0.208209E+01  -0.151722E+01  -0.195868E+01   0.205248E-03   0.142688E-03   0.333839E-03   0.150331E+03   0.000000E+00   0.000000E+00   0.150331E+03  -0.300662E+03
   0.101305E+03   0.147794E+01  -0.151722E+01  -0.127501E+01   0.205248E-03   0.142688E-03   0.217987E-03   0.150870E+03   0.000000E+00   0.000000E+00   0.150870E+03  -0.301740E+03
