a0_min        a1_min        a2_min        a3_min        Y1_intercept  Y2_intercept  Y3_intercept  LogPost       
  0.101736E+03 -0.190840E+01 -0.495048E+01 -0.254762E+02  0.382049E-03  0.144225E-04  0.336697E-05  0.146100E+03
  0.101736E+03 -0.190840E+01 -0.495048E+01 -0.103393E+02  0.382049E-03  0.144225E-04  0.336697E-05  0.149743E+03
  0.101736E+03 -0.247551E+01 -0.495048E+01 -0.103393E+02  0.382049E-03  0.144225E-04  0.336697E-05  0.149553E+03
  0.101736E+03 -0.247551E+01  0.518036E+01 -0.103393E+02  0.212553E-03  0.144225E-04  0.336697E-05  0.149874E+03
  0.101736E+03 -0.505364E+01  0.518036E+01 -0.103393E+02  0.212553E-03  0.144225E-04  0.336697E-05  0.148184E+03
  0.102167E+03 -0.505364E+01  0.518036E+01 -0.135835E+02  0.212553E-03  0.334526E-03  0.336697E-05  0.148245E+03
  0.102167E+03 -0.505364E+01  0.209372E+01 -0.553570E+01  0.212553E-03  0.334526E-03  0.336697E-05  0.147116E+03
  0.102167E+03 -0.505364E+01  0.209372E+01 -0.553570E+01  0.212553E-03  0.334526E-03  0.336697E-05  0.147116E+03
  0.102167E+03  0.476294E+01  0.209372E+01 -0.553570E+01  0.212553E-03  0.334526E-03  0.336697E-05  0.145956E+03
  0.102167E+03  0.476294E+01  0.232430E+01 -0.553570E+01  0.212553E-03  0.334526E-03  0.336697E-05  0.145991E+03
  0.102167E+03  0.458613E-01  0.232430E+01  0.455871E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.148778E+03
  0.102167E+03  0.458613E-01  0.232430E+01  0.284278E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.149036E+03
  0.100837E+03  0.458613E-01  0.446301E+00  0.284278E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.150378E+03
  0.100837E+03  0.458613E-01  0.446301E+00  0.284278E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.150378E+03
  0.100837E+03  0.327010E+01  0.446301E+00  0.669992E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.150479E+03
  0.100837E+03  0.327010E+01  0.101680E+01  0.899483E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.150232E+03
  0.100837E+03  0.327010E+01  0.240146E+00  0.103425E+02  0.536108E-04  0.334526E-03  0.336697E-05  0.149932E+03
  0.100837E+03  0.327010E+01  0.240146E+00 -0.542919E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.149053E+03
  0.100837E+03  0.327010E+01  0.240146E+00  0.700727E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.150436E+03
  0.999181E+02  0.327010E+01 -0.339940E+01  0.700727E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.148651E+03
  0.999181E+02  0.327010E+01 -0.339940E+01  0.700727E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.148651E+03
  0.999181E+02  0.513693E+01 -0.339940E+01  0.700727E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.147741E+03
  0.999181E+02  0.777078E+00 -0.339940E+01  0.341507E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.149016E+03
  0.999181E+02  0.777078E+00 -0.101046E+02 -0.799121E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.147358E+03
  0.999181E+02  0.777078E+00 -0.101046E+02 -0.799121E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.147358E+03
  0.999181E+02  0.777078E+00 -0.195886E+01 -0.546984E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.148803E+03
  0.999181E+02  0.777078E+00 -0.195886E+01  0.433512E+01  0.536108E-04  0.334526E-03  0.336697E-05  0.148841E+03
  0.999181E+02  0.177259E+00 -0.663289E+01 -0.296701E+00  0.536108E-04  0.334526E-03  0.336697E-05  0.148808E+03
  0.999181E+02  0.177259E+00 -0.663289E+01 -0.402451E+01  0.230855E-03  0.334526E-03  0.336697E-05  0.148704E+03
  0.999181E+02  0.177259E+00 -0.663289E+01 -0.402451E+01  0.230855E-03  0.334526E-03  0.336697E-05  0.148704E+03
  0.999181E+02  0.177259E+00 -0.663289E+01 -0.516915E-01  0.230855E-03  0.334526E-03  0.336697E-05  0.148608E+03
  0.100924E+03  0.177259E+00 -0.663289E+01  0.570006E+01  0.230855E-03  0.334526E-03  0.336697E-05  0.148135E+03
  0.100924E+03  0.177259E+00 -0.663289E+01  0.408512E+01  0.230855E-03  0.334526E-03  0.336697E-05  0.148540E+03
  0.100924E+03  0.177259E+00 -0.663289E+01  0.408512E+01  0.230855E-03  0.334526E-03  0.336697E-05  0.148540E+03
  0.100924E+03  0.177259E+00 -0.663289E+01 -0.776073E+01  0.230855E-03  0.334526E-03  0.336697E-05  0.149609E+03
  0.100924E+03  0.177259E+00 -0.542821E+01 -0.776073E+01  0.230855E-03  0.334526E-03  0.336697E-05  0.149892E+03
  0.100924E+03 -0.180427E+01 -0.542821E+01 -0.776073E+01  0.230855E-03  0.334526E-03  0.336697E-05  0.149743E+03
  0.100924E+03 -0.180427E+01 -0.542821E+01 -0.776073E+01  0.230855E-03  0.149246E-03  0.336697E-05  0.150258E+03
  0.100924E+03 -0.180427E+01 -0.542821E+01 -0.927396E+01  0.230855E-03  0.149246E-03  0.336697E-05  0.150239E+03
  0.100924E+03 -0.180427E+01  0.104728E+01 -0.927396E+01  0.230855E-03  0.149246E-03  0.336697E-05  0.150197E+03
  0.100924E+03 -0.180427E+01  0.104728E+01 -0.927396E+01  0.230855E-03  0.149246E-03  0.336697E-05  0.150197E+03
  0.100924E+03 -0.180427E+01  0.104728E+01 -0.927396E+01  0.230855E-03  0.149246E-03  0.336697E-05  0.150197E+03
  0.100577E+03 -0.180427E+01  0.104728E+01 -0.330528E+01  0.230855E-03  0.149246E-03  0.336697E-05  0.149660E+03
  0.100577E+03 -0.180427E+01 -0.125653E+02 -0.772981E+01  0.230855E-03  0.149246E-03  0.336697E-05  0.146936E+03
  0.100577E+03 -0.180427E+01 -0.996009E+01 -0.119457E+02  0.700389E-03  0.149246E-03  0.336697E-05  0.146841E+03
  0.100577E+03 -0.180427E+01 -0.996009E+01 -0.769285E+01  0.700389E-03  0.149246E-03  0.336697E-05  0.147152E+03
  0.100577E+03  0.265838E+01 -0.865633E+01 -0.700421E+01  0.700389E-03  0.149246E-03  0.336697E-05  0.146779E+03
  0.100577E+03  0.265838E+01 -0.865633E+01 -0.700421E+01  0.700389E-03  0.149246E-03  0.336697E-05  0.146779E+03
  0.100577E+03  0.265838E+01 -0.785894E+01  0.181687E+01  0.700389E-03  0.149246E-03  0.336697E-05  0.147638E+03
  0.100577E+03  0.265838E+01  0.641229E+01  0.840328E+01  0.700389E-03  0.149246E-03  0.336697E-05  0.147125E+03
  0.100577E+03  0.265838E+01  0.641229E+01  0.710119E+01  0.700389E-03  0.149246E-03  0.336697E-05  0.147352E+03
  0.100577E+03  0.499375E+01  0.641229E+01  0.710119E+01  0.700389E-03  0.149246E-03  0.336697E-05  0.147191E+03
  0.100577E+03  0.499375E+01 -0.242917E+01  0.127464E+02  0.857274E-03  0.149246E-03  0.336697E-05  0.146713E+03
  0.100577E+03  0.499375E+01 -0.156734E+01  0.632623E+01  0.857274E-03  0.149246E-03  0.336697E-05  0.147706E+03
  0.100577E+03  0.367105E-01 -0.156734E+01  0.632623E+01  0.857274E-03  0.149246E-03  0.336697E-05  0.147746E+03
  0.100577E+03  0.367105E-01 -0.156734E+01  0.632623E+01  0.857274E-03  0.149246E-03  0.336697E-05  0.147746E+03
  0.100577E+03  0.367105E-01  0.510636E+01  0.632623E+01  0.857274E-03  0.149246E-03  0.336697E-05  0.146282E+03
  0.100577E+03  0.367105E-01  0.510636E+01 -0.516732E+01  0.125322E-03  0.179781E-03  0.336697E-05  0.148656E+03
  0.100577E+03  0.367105E-01 -0.809802E+01 -0.105608E+02  0.125322E-03  0.179781E-03  0.336697E-05  0.149375E+03
  0.100577E+03  0.367105E-01 -0.809802E+01 -0.113922E+02  0.125322E-03  0.179781E-03  0.336697E-05  0.149198E+03
  0.100577E+03  0.367105E-01 -0.390741E+01 -0.113922E+02  0.125322E-03  0.179781E-03  0.336697E-05  0.149730E+03
  0.100577E+03  0.367105E-01  0.100013E+01 -0.416456E+00  0.125322E-03  0.179781E-03  0.336697E-05  0.150674E+03
  0.100577E+03  0.367105E-01  0.100013E+01 -0.416456E+00  0.367059E-03  0.179781E-03  0.336697E-05  0.150268E+03
  0.100577E+03  0.107759E+01  0.587209E+01  0.357387E+01  0.367059E-03  0.179781E-03  0.336697E-05  0.148496E+03
  0.100577E+03  0.107759E+01  0.587209E+01  0.357387E+01  0.367059E-03  0.179781E-03  0.336697E-05  0.148496E+03
  0.100577E+03  0.503001E+01  0.430633E+01  0.105501E+02  0.367059E-03  0.179781E-03  0.336697E-05  0.148916E+03
  0.100577E+03  0.503001E+01  0.430633E+01  0.111445E+02  0.314545E-03  0.179781E-03  0.336697E-05  0.148944E+03
  0.100903E+03  0.503001E+01  0.430633E+01  0.111445E+02  0.314545E-03  0.179781E-03  0.336697E-05  0.149785E+03
  0.100903E+03  0.596498E+01  0.430633E+01  0.125083E+01  0.314545E-03  0.150722E-03  0.336697E-05  0.148132E+03
  0.100903E+03  0.596498E+01  0.430633E+01  0.124532E+02  0.314545E-03  0.150722E-03  0.336697E-05  0.149436E+03
  0.100903E+03  0.651026E+01  0.430633E+01  0.124532E+02  0.314545E-03  0.150722E-03  0.336697E-05  0.149210E+03
  0.100903E+03  0.651026E+01  0.430633E+01  0.507885E+01  0.314545E-03  0.150722E-03  0.336697E-05  0.148678E+03
  0.100903E+03  0.651026E+01  0.430633E+01  0.507885E+01  0.314545E-03  0.934541E-03  0.336697E-05  0.144778E+03
  0.100903E+03  0.651026E+01  0.430633E+01  0.507885E+01  0.314545E-03  0.934541E-03  0.336697E-05  0.144778E+03
  0.100537E+03  0.636441E+01  0.771742E+01  0.566060E+01  0.314545E-03  0.934541E-03  0.336697E-05  0.143923E+03
  0.100537E+03  0.636441E+01  0.771742E+01  0.566060E+01  0.314545E-03  0.124512E-02  0.336697E-05  0.142490E+03
  0.100537E+03  0.636441E+01  0.737972E+00  0.147467E+02  0.314545E-03  0.124512E-02  0.336697E-05  0.143104E+03
  0.101033E+03  0.990224E+00  0.737972E+00  0.147467E+02  0.314545E-03  0.124512E-02  0.336697E-05  0.143519E+03
  0.101484E+03  0.990224E+00  0.737972E+00  0.147467E+02  0.314545E-03  0.124512E-02  0.336697E-05  0.143242E+03
  0.101272E+03  0.990224E+00  0.263785E+01  0.147467E+02  0.314545E-03  0.124512E-02  0.336697E-05  0.143645E+03
  0.101272E+03  0.990224E+00  0.263785E+01  0.135401E+02  0.314545E-03  0.124512E-02  0.336697E-05  0.143958E+03
  0.101272E+03  0.990224E+00  0.263785E+01  0.135401E+02  0.314545E-03  0.124512E-02  0.336697E-05  0.143958E+03
  0.101272E+03 -0.394845E-01  0.263785E+01  0.139476E+02  0.314545E-03  0.124512E-02  0.336697E-05  0.143306E+03
  0.101272E+03 -0.394845E-01  0.364746E+01  0.139476E+02  0.314545E-03  0.142184E-02  0.336697E-05  0.142579E+03
  0.101272E+03 -0.394845E-01  0.377952E+01  0.629098E+01  0.314545E-03  0.142184E-02  0.336697E-05  0.144163E+03
  0.101272E+03 -0.394845E-01  0.324357E+01  0.629098E+01  0.314545E-03  0.150422E-02  0.336697E-05  0.143791E+03
  0.101272E+03  0.109421E+01  0.324357E+01  0.629098E+01  0.314545E-03  0.150422E-02  0.336697E-05  0.143979E+03
  0.101272E+03  0.321906E+00  0.324357E+01  0.629098E+01  0.314545E-03  0.150422E-02  0.336697E-05  0.143874E+03
  0.101272E+03  0.321906E+00  0.324357E+01  0.629098E+01  0.314545E-03  0.131237E-02  0.336697E-05  0.144738E+03
  0.101272E+03  0.321906E+00  0.324357E+01  0.629098E+01  0.314545E-03  0.131237E-02  0.336697E-05  0.144738E+03
  0.100275E+03  0.203752E+01  0.324357E+01 -0.227430E+01  0.314545E-03  0.238474E-03  0.336697E-05  0.148618E+03
  0.100275E+03  0.203752E+01  0.324357E+01 -0.224464E+01  0.314545E-03  0.238474E-03  0.336697E-05  0.148623E+03
  0.100275E+03  0.203752E+01  0.573202E+01  0.945197E+01  0.314545E-03  0.238474E-03  0.336697E-05  0.146695E+03
  0.100275E+03  0.529727E+01  0.573202E+01  0.280287E+01  0.314545E-03  0.238474E-03  0.336697E-05  0.146646E+03
  0.100275E+03  0.529727E+01 -0.990926E+00  0.139070E+02  0.314545E-03  0.238474E-03  0.336697E-05  0.147669E+03
  0.100275E+03  0.207728E+01  0.109986E+01  0.129142E+02  0.667136E-03  0.238474E-03  0.336697E-05  0.146431E+03
  0.101623E+03  0.207728E+01 -0.132545E+01  0.129142E+02  0.667136E-03  0.238474E-03  0.336697E-05  0.147286E+03
  0.101623E+03  0.253097E+01 -0.132545E+01  0.165868E+02  0.667136E-03  0.238474E-03  0.336697E-05  0.146267E+03
  0.101623E+03  0.253097E+01  0.313796E-01  0.205957E+02  0.667136E-03  0.238474E-03  0.336697E-05  0.144865E+03
  0.101419E+03  0.253097E+01  0.313796E-01  0.163704E+02  0.667136E-03  0.238474E-03  0.336697E-05  0.146900E+03
  0.101419E+03  0.233831E+01  0.313796E-01  0.130710E+00  0.132464E-03  0.238474E-03  0.456554E-03  0.149480E+03
  0.101419E+03  0.233831E+01 -0.489283E+01  0.130710E+00  0.132464E-03  0.238474E-03  0.456554E-03  0.148713E+03
  0.101419E+03  0.233831E+01 -0.489283E+01  0.130710E+00  0.132464E-03  0.238474E-03  0.456554E-03  0.148713E+03
  0.101419E+03  0.233831E+01  0.182915E+00  0.130710E+00  0.132464E-03  0.238474E-03  0.456554E-03  0.149485E+03
  0.101419E+03 -0.476731E+00  0.182915E+00 -0.289186E+01  0.132464E-03  0.238474E-03  0.456554E-03  0.149087E+03
  0.101419E+03 -0.476731E+00 -0.924666E+01 -0.289186E+01  0.132464E-03  0.238474E-03  0.456554E-03  0.147358E+03
  0.101419E+03 -0.476731E+00 -0.201888E+01 -0.289186E+01  0.132464E-03  0.238474E-03  0.456554E-03  0.149009E+03
  0.101419E+03 -0.327597E+01 -0.201888E+01 -0.289186E+01  0.132464E-03  0.238474E-03  0.456554E-03  0.147028E+03
  0.101419E+03 -0.327597E+01 -0.201888E+01 -0.289186E+01  0.132464E-03  0.238474E-03  0.456554E-03  0.147028E+03
  0.101419E+03 -0.327597E+01 -0.201888E+01 -0.289186E+01  0.132464E-03  0.238474E-03  0.456554E-03  0.147028E+03
  0.101419E+03 -0.327597E+01 -0.201888E+01 -0.624075E+01  0.132464E-03  0.238474E-03  0.456554E-03  0.147604E+03
  0.101419E+03 -0.327597E+01 -0.201888E+01 -0.624075E+01  0.132464E-03  0.140942E-03  0.456554E-03  0.147781E+03
  0.101419E+03  0.602774E+01  0.668403E+01 -0.112822E+01  0.132464E-03  0.140942E-03  0.456554E-03  0.147026E+03
  0.101419E+03  0.602774E+01  0.668403E+01  0.591316E+01  0.132464E-03  0.140942E-03  0.456554E-03  0.148620E+03
  0.101419E+03  0.602774E+01  0.668403E+01  0.141081E+02  0.132464E-03  0.140942E-03  0.456554E-03  0.148347E+03
  0.101419E+03  0.602774E+01  0.668403E+01  0.138393E+02  0.132464E-03  0.140942E-03  0.456554E-03  0.148395E+03
  0.101419E+03  0.602774E+01  0.668403E+01  0.138393E+02  0.132464E-03  0.140942E-03  0.456554E-03  0.148395E+03
  0.101419E+03  0.602774E+01 -0.284172E+00  0.138393E+02  0.132464E-03  0.140942E-03  0.456554E-03  0.148519E+03
  0.101419E+03  0.586329E+01  0.816245E+01  0.138393E+02  0.132464E-03  0.140942E-03  0.456554E-03  0.147829E+03
  0.101419E+03  0.586329E+01  0.816245E+01  0.998705E+01  0.132464E-03  0.140942E-03  0.456554E-03  0.148276E+03
  0.101419E+03  0.375441E+01  0.816245E+01  0.529351E+00  0.415729E-04  0.140942E-03  0.456554E-03  0.148063E+03
  0.101419E+03  0.375441E+01  0.816245E+01  0.897796E+01  0.415729E-04  0.140942E-03  0.279812E-03  0.149269E+03
  0.101419E+03  0.375441E+01  0.816245E+01  0.897796E+01  0.415729E-04  0.140942E-03  0.279812E-03  0.149269E+03
  0.101419E+03  0.375441E+01  0.816245E+01  0.897796E+01  0.415729E-04  0.140942E-03  0.279812E-03  0.149269E+03
  0.101419E+03  0.375441E+01 -0.487910E+00  0.897796E+01  0.415729E-04  0.140942E-03  0.279812E-03  0.150132E+03
  0.101419E+03  0.375441E+01 -0.487910E+00  0.637021E+01  0.415729E-04  0.140942E-03  0.279812E-03  0.150379E+03
  0.101419E+03  0.375441E+01  0.281345E+01  0.637021E+01  0.415729E-04  0.140942E-03  0.279812E-03  0.150705E+03
  0.101776E+03  0.375441E+01  0.990367E+01  0.637021E+01  0.415729E-04  0.140942E-03  0.279812E-03  0.149137E+03
  0.101776E+03  0.378233E+01  0.990367E+01  0.637021E+01  0.415729E-04  0.140942E-03  0.279812E-03  0.149139E+03
  0.101776E+03  0.378233E+01  0.990367E+01  0.637021E+01  0.415729E-04  0.140942E-03  0.279812E-03  0.149139E+03
  0.101776E+03  0.378233E+01  0.983158E+01  0.637021E+01  0.626326E-04  0.140942E-03  0.279812E-03  0.149168E+03
  0.101923E+03  0.378233E+01  0.983158E+01  0.637021E+01  0.626326E-04  0.140942E-03  0.279812E-03  0.149303E+03
  0.101923E+03  0.378233E+01  0.312780E+01  0.930225E+01  0.626326E-04  0.140942E-03  0.279812E-03  0.150073E+03
  0.101923E+03  0.378233E+01  0.105653E+02  0.930225E+01  0.626326E-04  0.140942E-03  0.279812E-03  0.148809E+03
  0.101923E+03  0.378233E+01  0.461338E+01  0.930225E+01  0.626326E-04  0.140942E-03  0.279812E-03  0.150175E+03
  0.101923E+03  0.378233E+01  0.461338E+01  0.930225E+01  0.626326E-04  0.140942E-03  0.279812E-03  0.150175E+03
  0.101923E+03  0.378233E+01  0.415023E+01  0.930225E+01  0.626326E-04  0.137840E-03  0.279812E-03  0.150169E+03
  0.101923E+03  0.378233E+01  0.415023E+01 -0.409275E-01  0.626326E-04  0.137840E-03  0.279812E-03  0.149875E+03
  0.101923E+03  0.378233E+01  0.415023E+01 -0.409275E-01  0.626326E-04  0.367699E-03  0.279812E-03  0.148807E+03
  0.101923E+03  0.378233E+01  0.415023E+01  0.557903E+01  0.626326E-04  0.367699E-03  0.279812E-03  0.149254E+03
  0.101923E+03 -0.129836E+01  0.415023E+01  0.600663E+01  0.626326E-04  0.665200E-03  0.279812E-03  0.146158E+03
  0.101923E+03 -0.166291E+01  0.295397E+01 -0.111256E+02  0.626326E-04  0.665200E-03  0.279812E-03  0.147322E+03
  0.101923E+03 -0.416754E+01  0.295397E+01 -0.111256E+02  0.626326E-04  0.665200E-03  0.279812E-03  0.146878E+03
  0.101923E+03 -0.416754E+01  0.295397E+01 -0.111256E+02  0.626326E-04  0.665200E-03  0.279812E-03  0.146878E+03
  0.101923E+03 -0.416754E+01 -0.898735E+01 -0.111256E+02  0.626326E-04  0.665200E-03  0.279812E-03  0.144985E+03
  0.101923E+03 -0.416754E+01 -0.975285E+01 -0.111256E+02  0.626326E-04  0.665200E-03  0.130179E-03  0.144991E+03
  0.101923E+03 -0.416754E+01 -0.213876E+01 -0.111256E+02  0.626326E-04  0.665200E-03  0.130179E-03  0.147180E+03
  0.101923E+03 -0.416754E+01 -0.305345E+01 -0.111256E+02  0.626326E-04  0.216989E-03  0.130179E-03  0.148809E+03
  0.101923E+03 -0.416754E+01 -0.305345E+01 -0.585315E+01  0.230950E-03  0.216989E-03  0.130179E-03  0.147599E+03
  0.101923E+03 -0.416754E+01 -0.305345E+01 -0.585315E+01  0.230950E-03  0.216989E-03  0.130179E-03  0.147599E+03
  0.101923E+03 -0.416754E+01  0.896684E+00 -0.124211E+02  0.230950E-03  0.216989E-03  0.130179E-03  0.149245E+03
  0.101923E+03 -0.237140E+00  0.328736E+01 -0.124211E+02  0.230950E-03  0.216989E-03  0.130179E-03  0.149302E+03
  0.101923E+03 -0.431102E+01  0.328736E+01 -0.114794E+02  0.230950E-03  0.216989E-03  0.130179E-03  0.148990E+03
  0.101923E+03 -0.431102E+01  0.328736E+01 -0.114794E+02  0.230950E-03  0.216989E-03  0.130179E-03  0.148990E+03
  0.101876E+03 -0.431102E+01  0.328736E+01 -0.103377E+01  0.230950E-03  0.216989E-03  0.130179E-03  0.147110E+03
  0.101876E+03 -0.431102E+01  0.328736E+01 -0.103377E+01  0.230950E-03  0.159968E-03  0.130179E-03  0.147129E+03
  0.101876E+03 -0.431102E+01 -0.200396E+01 -0.103377E+01  0.230950E-03  0.159968E-03  0.130179E-03  0.146411E+03
  0.101876E+03 -0.431102E+01 -0.200396E+01 -0.103377E+01  0.230950E-03  0.159968E-03  0.130179E-03  0.146411E+03
  0.101876E+03 -0.431102E+01 -0.200396E+01 -0.103377E+01  0.422379E-03  0.159968E-03  0.130179E-03  0.146142E+03
  0.101876E+03  0.210183E+01  0.270790E+01 -0.829956E+00  0.422379E-03  0.159968E-03  0.130179E-03  0.150087E+03
  0.101803E+03  0.210183E+01  0.270790E+01 -0.829956E+00  0.422379E-03  0.159968E-03  0.130179E-03  0.150207E+03
  0.101803E+03  0.210183E+01  0.270790E+01  0.110011E+02  0.422379E-03  0.159968E-03  0.130179E-03  0.149292E+03
  0.100715E+03  0.137947E+01 -0.105143E+01  0.110011E+02  0.422379E-03  0.159968E-03  0.130179E-03  0.148494E+03
  0.100715E+03  0.137947E+01 -0.105143E+01  0.981412E+01  0.414426E-03  0.159968E-03  0.130179E-03  0.148951E+03
  0.100715E+03  0.137947E+01 -0.105143E+01  0.981412E+01  0.414426E-03  0.159968E-03  0.130179E-03  0.148951E+03
  0.100715E+03  0.137947E+01 -0.105143E+01  0.981412E+01  0.414426E-03  0.159968E-03  0.130179E-03  0.148951E+03
  0.100715E+03  0.137947E+01 -0.105143E+01  0.981412E+01  0.414426E-03  0.159968E-03  0.130179E-03  0.148951E+03
  0.100715E+03  0.419951E+01  0.553414E+00  0.981412E+01  0.199724E-03  0.159968E-03  0.130179E-03  0.150212E+03
  0.100715E+03  0.419951E+01  0.553414E+00  0.981412E+01  0.199724E-03  0.159968E-03  0.130179E-03  0.150212E+03
  0.100715E+03  0.419951E+01  0.995879E+01  0.981412E+01  0.199724E-03  0.159968E-03  0.130179E-03  0.146117E+03
  0.100715E+03  0.419951E+01  0.177853E+01  0.981412E+01  0.199724E-03  0.159968E-03  0.130179E-03  0.150184E+03
  0.100715E+03  0.419951E+01  0.177853E+01  0.981412E+01  0.199724E-03  0.159968E-03  0.130179E-03  0.150184E+03
  0.100715E+03  0.419951E+01  0.177853E+01  0.109635E+02  0.199724E-03  0.159968E-03  0.130179E-03  0.149963E+03
  0.100715E+03  0.419951E+01  0.177853E+01  0.119606E+01  0.199724E-03  0.159968E-03  0.130179E-03  0.150098E+03
  0.100715E+03  0.338346E+01  0.177853E+01  0.820694E+00  0.199724E-03  0.159968E-03  0.130179E-03  0.150490E+03
  0.100715E+03  0.338346E+01  0.177853E+01  0.820694E+00  0.199724E-03  0.159968E-03  0.130179E-03  0.150490E+03
  0.100715E+03 -0.142365E+01  0.177853E+01 -0.827464E+01  0.199724E-03  0.159968E-03  0.130179E-03  0.149567E+03
  0.100715E+03 -0.142365E+01  0.177853E+01 -0.155363E+01  0.199724E-03  0.429042E-03  0.130179E-03  0.149142E+03
  0.100715E+03 -0.142365E+01  0.177853E+01 -0.155363E+01  0.199724E-03  0.429042E-03  0.130179E-03  0.149142E+03
  0.100715E+03 -0.142365E+01  0.177853E+01 -0.155363E+01  0.199724E-03  0.429042E-03  0.130179E-03  0.149142E+03
  0.100715E+03 -0.142365E+01  0.177853E+01 -0.155363E+01  0.199724E-03  0.429042E-03  0.130179E-03  0.149142E+03
  0.100715E+03 -0.253959E+01  0.136545E+01 -0.155363E+01  0.199724E-03  0.429042E-03  0.130179E-03  0.148430E+03
  0.102079E+03 -0.253959E+01  0.535427E+01 -0.150081E+01  0.199724E-03  0.429042E-03  0.130179E-03  0.148156E+03
  0.102079E+03 -0.253959E+01  0.535427E+01 -0.130041E+02  0.199724E-03  0.429042E-03  0.135052E-03  0.148421E+03
  0.102079E+03 -0.253959E+01  0.535427E+01 -0.130041E+02  0.199724E-03  0.429042E-03  0.135052E-03  0.148421E+03
  0.102079E+03 -0.253959E+01  0.535427E+01 -0.130041E+02  0.199724E-03  0.429042E-03  0.135052E-03  0.148421E+03
  0.102079E+03 -0.253959E+01 -0.532303E+01 -0.130041E+02  0.199724E-03  0.429042E-03  0.135052E-03  0.147985E+03
  0.102079E+03 -0.253959E+01 -0.532303E+01 -0.190008E+02  0.199724E-03  0.429042E-03  0.135052E-03  0.148064E+03
  0.101387E+03 -0.253959E+01 -0.522598E+01 -0.190008E+02  0.145676E-03  0.429042E-03  0.135052E-03  0.148150E+03
  0.101387E+03 -0.228787E+01 -0.522598E+01 -0.190008E+02  0.145676E-03  0.429042E-03  0.135052E-03  0.148154E+03
  0.100447E+03 -0.228787E+01 -0.522598E+01 -0.190008E+02  0.145676E-03  0.429042E-03  0.135052E-03  0.145884E+03
  0.100447E+03 -0.204637E+01 -0.522598E+01 -0.716153E+01  0.145676E-03  0.429042E-03  0.135052E-03  0.148793E+03
  0.100447E+03 -0.204637E+01 -0.557922E+01 -0.106698E+02  0.627508E-03  0.429042E-03  0.135052E-03  0.147398E+03
  0.100447E+03 -0.204637E+01  0.170619E+01 -0.163812E+01  0.627508E-03  0.429042E-03  0.135052E-03  0.147303E+03
  0.100447E+03 -0.204637E+01  0.170619E+01 -0.327996E+01  0.627508E-03  0.429042E-03  0.135052E-03  0.147416E+03
  0.100447E+03 -0.204637E+01 -0.615732E+01 -0.327996E+01  0.627508E-03  0.429042E-03  0.135052E-03  0.147358E+03
  0.100447E+03 -0.204637E+01  0.219230E+01 -0.327996E+01  0.627508E-03  0.373474E-04  0.135052E-03  0.147521E+03
  0.100447E+03  0.300745E+00  0.219230E+01 -0.156863E+01  0.627508E-03  0.373474E-04  0.135052E-03  0.148805E+03
  0.100447E+03  0.300745E+00  0.219230E+01 -0.156863E+01  0.627508E-03  0.373474E-04  0.135052E-03  0.148805E+03
  0.101867E+03  0.300745E+00  0.219230E+01 -0.156863E+01  0.627508E-03  0.373474E-04  0.135052E-03  0.149785E+03
  0.101867E+03  0.300745E+00  0.219230E+01 -0.156863E+01  0.627508E-03  0.373474E-04  0.135052E-03  0.149785E+03
  0.101867E+03  0.300745E+00  0.219230E+01 -0.125593E+01  0.627508E-03  0.373474E-04  0.135052E-03  0.149776E+03
  0.101867E+03  0.243906E+00  0.219230E+01 -0.125593E+01  0.627508E-03  0.373474E-04  0.135052E-03  0.149766E+03
  0.101867E+03  0.298968E+01  0.219230E+01 -0.125593E+01  0.627508E-03  0.373474E-04  0.135052E-03  0.149271E+03
  0.101867E+03  0.298968E+01  0.219230E+01 -0.125593E+01  0.627508E-03  0.373474E-04  0.135052E-03  0.149271E+03
  0.101867E+03  0.272880E+01  0.173802E+01 -0.299621E+01  0.627508E-03  0.373474E-04  0.135052E-03  0.149111E+03
  0.101867E+03  0.272880E+01  0.188410E+01  0.307353E+01  0.627508E-03  0.373474E-04  0.135052E-03  0.149645E+03
  0.101867E+03  0.272880E+01  0.188410E+01  0.307353E+01  0.611713E-03  0.373474E-04  0.135052E-03  0.149699E+03
  0.101867E+03  0.272880E+01  0.188410E+01  0.307353E+01  0.611713E-03  0.373474E-04  0.135052E-03  0.149699E+03
  0.101867E+03  0.272880E+01  0.188410E+01  0.307353E+01  0.611713E-03  0.373474E-04  0.135052E-03  0.149699E+03
