a0_min        a1_min        a2_min        a3_min        Y1_intercept  Y2_intercept  Y3_intercept  LogPost       
  0.101871E+03 -0.531955E+00 -0.676787E+01 -0.127869E+02  0.299175E-04  0.413780E-03  0.365989E-03  0.147730E+03
  0.101871E+03 -0.531955E+00 -0.468337E+01 -0.977115E+01  0.235638E-03  0.413780E-03  0.365989E-03  0.147853E+03
  0.101871E+03 -0.531955E+00  0.503738E+01 -0.881020E+00  0.235638E-03  0.413780E-03  0.365989E-03  0.148130E+03
  0.101871E+03 -0.531955E+00 -0.194562E+01 -0.881020E+00  0.235638E-03  0.413780E-03  0.365989E-03  0.147702E+03
  0.101871E+03  0.201342E+01 -0.781511E+01 -0.104665E+02  0.235638E-03  0.413780E-03  0.365989E-03  0.146345E+03
  0.101871E+03  0.201342E+01 -0.529000E+00 -0.676033E+01  0.235638E-03  0.413780E-03  0.365989E-03  0.147866E+03
  0.101871E+03  0.201342E+01  0.351561E+01 -0.100236E+02  0.235638E-03  0.413780E-03  0.365989E-03  0.147248E+03
  0.101871E+03  0.283151E+01 -0.144896E+01 -0.100236E+02  0.235638E-03  0.413780E-03  0.451029E-03  0.146691E+03
  0.101871E+03 -0.312892E+01 -0.186815E+01 -0.910156E+01  0.235638E-03  0.413780E-03  0.451029E-03  0.147121E+03
  0.101871E+03 -0.185115E+01 -0.186815E+01 -0.186396E+02  0.235638E-03  0.413780E-03  0.451029E-03  0.147163E+03
  0.101871E+03 -0.185115E+01 -0.186815E+01 -0.162333E+02  0.235638E-03  0.413780E-03  0.451029E-03  0.147487E+03
  0.101871E+03 -0.185115E+01 -0.186815E+01 -0.999270E+01  0.235638E-03  0.413780E-03  0.451029E-03  0.147661E+03
  0.101871E+03 -0.185115E+01 -0.186815E+01 -0.999270E+01  0.235638E-03  0.413780E-03  0.336697E-05  0.149162E+03
  0.101871E+03 -0.185115E+01 -0.186815E+01 -0.147699E+02  0.235638E-03  0.413780E-03  0.336697E-05  0.149024E+03
  0.101871E+03 -0.185115E+01 -0.342930E+01 -0.147699E+02  0.190294E-03  0.413780E-03  0.336697E-05  0.148954E+03
  0.101871E+03 -0.185115E+01 -0.292384E+01 -0.147699E+02  0.190294E-03  0.413780E-03  0.336697E-05  0.149011E+03
  0.101871E+03 -0.185115E+01 -0.292384E+01 -0.147699E+02  0.190294E-03  0.413780E-03  0.336697E-05  0.149011E+03
  0.101871E+03 -0.185115E+01 -0.886244E+01 -0.147699E+02  0.190294E-03  0.144225E-04  0.336697E-05  0.148789E+03
  0.101588E+03 -0.185115E+01 -0.580443E+01 -0.981554E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.150098E+03
  0.101588E+03 -0.185115E+01 -0.851779E+01 -0.981554E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.149096E+03
  0.101588E+03 -0.185115E+01 -0.105662E+02 -0.981554E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.148113E+03
  0.101588E+03 -0.122443E-01 -0.105662E+02 -0.981554E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.148258E+03
  0.101588E+03 -0.104026E+01 -0.106184E+02 -0.981554E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.148299E+03
  0.101588E+03 -0.104026E+01 -0.293644E+01 -0.981554E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.150882E+03
  0.101588E+03 -0.104026E+01 -0.293644E+01 -0.981554E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.150882E+03
  0.101588E+03 -0.735462E+00  0.287823E+00 -0.928111E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.151105E+03
  0.101588E+03 -0.735462E+00  0.287823E+00 -0.928111E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.151105E+03
  0.101272E+03 -0.735462E+00 -0.504480E+01 -0.928111E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.150809E+03
  0.101272E+03 -0.735462E+00 -0.504480E+01 -0.125197E+02  0.190294E-03  0.144225E-04  0.336697E-05  0.150481E+03
  0.101272E+03 -0.735462E+00 -0.504480E+01 -0.125197E+02  0.190294E-03  0.144225E-04  0.336697E-05  0.150481E+03
  0.101272E+03 -0.735462E+00 -0.504480E+01 -0.629136E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.150810E+03
  0.101272E+03 -0.735462E+00  0.285914E+00 -0.629136E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.151420E+03
  0.101272E+03 -0.735462E+00  0.563185E+01 -0.487449E+00  0.190294E-03  0.144225E-04  0.336697E-05  0.150201E+03
  0.101272E+03 -0.735462E+00  0.563185E+01 -0.487449E+00  0.190294E-03  0.144225E-04  0.336697E-05  0.150201E+03
  0.101272E+03 -0.735462E+00  0.563185E+01 -0.487449E+00  0.190294E-03  0.144225E-04  0.336697E-05  0.150201E+03
  0.101272E+03 -0.735462E+00  0.563185E+01 -0.487449E+00  0.190294E-03  0.144225E-04  0.336697E-05  0.150201E+03
  0.101272E+03 -0.735462E+00  0.563185E+01 -0.487449E+00  0.190294E-03  0.144225E-04  0.336697E-05  0.150201E+03
  0.101272E+03 -0.735462E+00  0.563185E+01 -0.542460E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.150162E+03
  0.101736E+03 -0.735462E+00 -0.209586E+01 -0.233800E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.150413E+03
  0.101736E+03 -0.735462E+00  0.535811E+01 -0.760607E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.150442E+03
  0.101736E+03 -0.735462E+00  0.630636E+01  0.573186E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.149086E+03
  0.101736E+03 -0.735462E+00  0.532020E+01 -0.945171E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.150129E+03
  0.101736E+03 -0.280088E+01  0.532020E+01 -0.945171E+01  0.190294E-03  0.144225E-04  0.336697E-05  0.149813E+03
  0.101736E+03  0.461154E+01  0.532020E+01 -0.118299E+02  0.190294E-03  0.144225E-04  0.336697E-05  0.143704E+03
  0.101736E+03  0.461154E+01 -0.212214E+01 -0.118299E+02  0.190294E-03  0.144225E-04  0.336697E-05  0.144998E+03
  0.101736E+03  0.461154E+01 -0.160770E+01 -0.118299E+02  0.382049E-03  0.144225E-04  0.336697E-05  0.144634E+03
  0.101736E+03 -0.692021E+01 -0.160770E+01 -0.926567E+01  0.382049E-03  0.144225E-04  0.336697E-05  0.145258E+03
  0.101736E+03 -0.692021E+01 -0.160770E+01 -0.823993E+01  0.382049E-03  0.144225E-04  0.336697E-05  0.144957E+03
  0.101736E+03 -0.692021E+01 -0.160770E+01 -0.823993E+01  0.382049E-03  0.144225E-04  0.336697E-05  0.144957E+03
  0.101736E+03 -0.343844E+01  0.129452E+01 -0.180051E+02  0.382049E-03  0.144225E-04  0.336697E-05  0.148944E+03
  0.101736E+03 -0.343844E+01  0.129452E+01 -0.180051E+02  0.382049E-03  0.144225E-04  0.336697E-05  0.148944E+03
  0.101736E+03 -0.343844E+01 -0.358605E+01 -0.226505E+02  0.382049E-03  0.144225E-04  0.336697E-05  0.147808E+03
  0.101736E+03 -0.343844E+01 -0.358605E+01 -0.226505E+02  0.382049E-03  0.144225E-04  0.336697E-05  0.147808E+03
  0.101736E+03 -0.343844E+01 -0.358605E+01 -0.226505E+02  0.382049E-03  0.144225E-04  0.336697E-05  0.147808E+03
  0.101736E+03 -0.343844E+01 -0.358605E+01 -0.226505E+02  0.382049E-03  0.144225E-04  0.336697E-05  0.147808E+03
  0.101736E+03 -0.343844E+01 -0.402130E+01 -0.226505E+02  0.382049E-03  0.144225E-04  0.336697E-05  0.147790E+03
  0.101736E+03 -0.343844E+01 -0.402130E+01 -0.226505E+02  0.382049E-03  0.144225E-04  0.336697E-05  0.147790E+03
  0.101736E+03 -0.190840E+01 -0.402130E+01 -0.226505E+02  0.382049E-03  0.144225E-04  0.336697E-05  0.147678E+03
  0.101736E+03 -0.190840E+01 -0.402130E+01 -0.226505E+02  0.382049E-03  0.144225E-04  0.336697E-05  0.147678E+03
  0.101736E+03 -0.190840E+01 -0.551450E+01 -0.226505E+02  0.382049E-03  0.144225E-04  0.336697E-05  0.147659E+03
