a0_min         a0_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.100000E+03   0.611025E+02   0.547913E-03   0.713107E+01   0.109764E+02   0.265142E-03   0.169973E+02   0.634564E+02  -0.419486E+00   0.000000E+00   0.638759E+02  -0.127752E+03
   0.100000E+03   0.611025E+02   0.547913E-03   0.713107E+01   0.123594E+02   0.265142E-03   0.150084E+02   0.632051E+02  -0.670807E+00   0.000000E+00   0.638759E+02  -0.127752E+03
   0.100000E+03   0.611025E+02   0.665468E-03   0.759685E+01   0.108785E+02   0.265142E-03   0.162884E+02   0.631977E+02   0.183918E+00   0.000000E+00   0.630138E+02  -0.126028E+03
   0.100000E+03   0.589778E+02   0.665468E-03   0.112439E+02   0.820431E+01   0.265142E-03   0.140512E+02   0.642176E+02   0.624628E+00   0.000000E+00   0.635930E+02  -0.127186E+03
   0.100000E+03   0.589778E+02   0.665468E-03   0.112439E+02   0.820431E+01   0.265142E-03   0.118173E+02   0.637331E+02   0.140199E+00   0.000000E+00   0.635929E+02  -0.127186E+03
   0.100000E+03   0.592687E+02   0.665468E-03   0.112439E+02   0.117298E+02   0.265142E-03   0.171871E+02   0.636681E+02   0.589924E-01   0.000000E+00   0.636091E+02  -0.127218E+03
   0.100000E+03   0.575148E+02   0.665468E-03   0.132284E+02   0.131993E+02   0.265142E-03   0.121578E+02   0.613717E+02  -0.164707E+01   0.000000E+00   0.630188E+02  -0.126038E+03
   0.100000E+03   0.575148E+02   0.665468E-03   0.148267E+02   0.131993E+02   0.264587E-03   0.147533E+02   0.606533E+02  -0.236754E+01   0.000000E+00   0.630208E+02  -0.126042E+03
   0.100000E+03   0.580209E+02   0.723678E-03   0.132560E+02   0.103356E+02   0.264587E-03   0.138179E+02   0.626715E+02  -0.130953E+00   0.000000E+00   0.628025E+02  -0.125605E+03
   0.100000E+03   0.580209E+02   0.987798E-03   0.116070E+02   0.831144E+01   0.264587E-03   0.155542E+02   0.610874E+02   0.470786E+00   0.000000E+00   0.606166E+02  -0.121233E+03
   0.100000E+03   0.541220E+02   0.138423E-02   0.156979E+02   0.830998E+01   0.264587E-03   0.155542E+02   0.546708E+02  -0.209603E+01   0.000000E+00   0.567668E+02  -0.113534E+03
   0.100000E+03   0.577184E+02   0.138423E-02   0.156979E+02   0.830998E+01   0.264587E-03   0.155542E+02   0.557959E+02  -0.209603E+01   0.000000E+00   0.578919E+02  -0.115784E+03
   0.100000E+03   0.628055E+02   0.138423E-02   0.156979E+02   0.830998E+01   0.264587E-03   0.118116E+02   0.549762E+02  -0.251815E+01   0.000000E+00   0.574943E+02  -0.114989E+03
   0.100000E+03   0.619954E+02   0.143362E-02   0.154172E+02   0.113148E+02   0.264587E-03   0.118116E+02   0.550480E+02  -0.237175E+01   0.000000E+00   0.574197E+02  -0.114839E+03
   0.100000E+03   0.608064E+02   0.143362E-02   0.147758E+02   0.979367E+01   0.508652E-03   0.157402E+02   0.557944E+02  -0.116276E+01   0.000000E+00   0.569572E+02  -0.113914E+03
   0.100000E+03   0.570200E+02   0.143362E-02   0.145951E+02   0.867266E+01   0.508652E-03   0.157402E+02   0.556802E+02  -0.115877E+01   0.000000E+00   0.568390E+02  -0.113678E+03
