a0_min         a1_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   Y9_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.100637E+03   0.152159E+01   0.464137E-03   0.126600E-02   0.625674E-03   0.865676E-03   0.321855E-03   0.414826E-02   0.351647E-03   0.180882E-03   0.216827E-03   0.205766E+03   0.000000E+00   0.000000E+00   0.205766E+03  -0.411532E+03
   0.990495E+02   0.152159E+01   0.464137E-03   0.126600E-02   0.178861E-04   0.624356E-03   0.321855E-03   0.414826E-02   0.351647E-03   0.263820E-03   0.216827E-03   0.204756E+03   0.000000E+00   0.000000E+00   0.204756E+03  -0.409512E+03
   0.990495E+02   0.925469E+00   0.464137E-03   0.126600E-02   0.178861E-04   0.624356E-03   0.321855E-03   0.775570E-03   0.351647E-03   0.263820E-03   0.216827E-03   0.209258E+03   0.000000E+00   0.000000E+00   0.209258E+03  -0.418516E+03
   0.990495E+02   0.925469E+00   0.464137E-03   0.126600E-02   0.178861E-04   0.980817E-03   0.321855E-03   0.775570E-03   0.165081E-02   0.263820E-03   0.216827E-03   0.206765E+03   0.000000E+00   0.000000E+00   0.206765E+03  -0.413530E+03
   0.990495E+02   0.135968E+01   0.464137E-03   0.126600E-02   0.178861E-04   0.980817E-03   0.321855E-03   0.775570E-03   0.129407E-02   0.263820E-03   0.784783E-03   0.206832E+03   0.000000E+00   0.000000E+00   0.206832E+03  -0.413664E+03
   0.990495E+02  -0.902119E-01   0.464137E-03   0.126600E-02   0.178861E-04   0.143941E-02   0.321855E-03   0.775570E-03   0.129407E-02   0.263820E-03   0.927269E-03   0.205271E+03   0.000000E+00   0.000000E+00   0.205271E+03  -0.410542E+03
   0.990495E+02  -0.902119E-01   0.464137E-03   0.964945E-03   0.178861E-04   0.873225E-03   0.215713E-03   0.444274E-03   0.129407E-02   0.263820E-03   0.143901E-02   0.205350E+03   0.000000E+00   0.000000E+00   0.205350E+03  -0.410700E+03
   0.990495E+02  -0.350177E+00   0.434409E-03   0.964945E-03   0.178861E-04   0.419356E-03   0.879538E-04   0.682190E-03   0.129407E-02   0.373150E-03   0.143901E-02   0.204679E+03   0.000000E+00   0.000000E+00   0.204679E+03  -0.409358E+03
   0.994703E+02   0.101029E+01   0.434409E-03   0.964945E-03   0.178861E-04   0.419356E-03   0.879538E-04   0.682190E-03   0.142160E-02   0.373150E-03   0.329236E-02   0.203048E+03   0.000000E+00   0.000000E+00   0.203048E+03  -0.406096E+03
   0.995906E+02   0.101029E+01   0.434409E-03   0.174991E-02   0.635539E-03   0.419356E-03   0.879538E-04   0.682190E-03   0.134011E-02   0.373150E-03   0.228701E-02   0.203508E+03   0.000000E+00   0.000000E+00   0.203508E+03  -0.407016E+03
   0.995906E+02   0.101029E+01   0.434409E-03   0.174991E-02   0.635539E-03   0.419356E-03   0.141728E-02   0.682190E-03   0.195370E-03   0.373150E-03   0.228701E-02   0.204222E+03   0.000000E+00   0.000000E+00   0.204222E+03  -0.408444E+03
   0.995906E+02   0.101029E+01   0.421392E-04   0.226005E-02   0.635539E-03   0.419356E-03   0.141728E-02   0.682190E-03   0.195370E-03   0.169475E-03   0.228701E-02   0.203288E+03   0.000000E+00   0.000000E+00   0.203288E+03  -0.406576E+03
   0.995906E+02   0.101029E+01   0.421392E-04   0.226005E-02   0.300599E-03   0.419356E-03   0.141728E-02   0.682190E-03   0.195370E-03   0.169475E-03   0.228701E-02   0.203270E+03   0.000000E+00   0.000000E+00   0.203270E+03  -0.406540E+03
   0.995906E+02   0.101029E+01   0.421392E-04   0.226005E-02   0.300599E-03   0.610697E-03   0.141728E-02   0.682190E-03   0.195370E-03   0.169475E-03   0.228701E-02   0.203496E+03   0.000000E+00   0.000000E+00   0.203496E+03  -0.406992E+03
   0.995906E+02   0.101029E+01   0.421392E-04   0.226005E-02   0.300599E-03   0.610697E-03   0.141728E-02   0.682190E-03   0.195370E-03   0.136532E-03   0.228701E-02   0.203495E+03   0.000000E+00   0.000000E+00   0.203495E+03  -0.406990E+03
   0.995906E+02   0.101029E+01   0.421392E-04   0.173950E-02   0.300599E-03   0.610697E-03   0.141728E-02   0.682190E-03   0.195370E-03   0.136532E-03   0.353732E-03   0.208073E+03   0.000000E+00   0.000000E+00   0.208073E+03  -0.416146E+03
   0.995906E+02   0.101029E+01   0.421392E-04   0.173950E-02   0.300599E-03   0.610697E-03   0.195550E-03   0.682190E-03   0.195370E-03   0.136532E-03   0.353732E-03   0.209281E+03   0.000000E+00   0.000000E+00   0.209281E+03  -0.418562E+03
   0.995906E+02   0.101029E+01   0.421392E-04   0.173950E-02   0.263358E-03   0.610697E-03   0.483643E-03   0.682190E-03   0.195370E-03   0.136532E-03   0.353732E-03   0.209459E+03   0.000000E+00   0.000000E+00   0.209459E+03  -0.418918E+03
   0.997222E+02   0.101029E+01   0.421392E-04   0.173950E-02   0.263358E-03   0.610697E-03   0.483643E-03   0.383477E-03   0.195370E-03   0.136532E-03   0.353732E-03   0.209260E+03   0.000000E+00   0.000000E+00   0.209260E+03  -0.418520E+03
   0.997222E+02   0.101029E+01   0.421392E-04   0.173950E-02   0.263358E-03   0.610697E-03   0.483643E-03   0.265237E-03   0.195370E-03   0.136532E-03   0.219782E-03   0.208847E+03   0.000000E+00   0.000000E+00   0.208847E+03  -0.417694E+03
   0.997222E+02  -0.666257E+00   0.178887E-03   0.173950E-02   0.263358E-03   0.610697E-03   0.483643E-03   0.265237E-03   0.195370E-03   0.693007E-03   0.219782E-03   0.207676E+03   0.000000E+00   0.000000E+00   0.207676E+03  -0.415352E+03
   0.997222E+02  -0.380404E+00   0.178887E-03   0.109944E-02   0.263358E-03   0.610697E-03   0.190738E-03   0.265237E-03   0.195370E-03   0.693007E-03   0.219782E-03   0.208870E+03   0.000000E+00   0.000000E+00   0.208870E+03  -0.417740E+03
   0.997222E+02  -0.380404E+00   0.178887E-03   0.109944E-02   0.263358E-03   0.610697E-03   0.190738E-03   0.265237E-03   0.195370E-03   0.693007E-03   0.219782E-03   0.208870E+03   0.000000E+00   0.000000E+00   0.208870E+03  -0.417740E+03
   0.997222E+02  -0.380404E+00   0.178887E-03   0.109944E-02   0.263358E-03   0.610697E-03   0.582576E-04   0.581871E-03   0.195370E-03   0.693007E-03   0.219782E-03   0.209284E+03   0.000000E+00   0.000000E+00   0.209284E+03  -0.418568E+03
   0.997222E+02  -0.380404E+00   0.178887E-03   0.654064E-03   0.154977E-03   0.610697E-03   0.261664E-03   0.581871E-03   0.195370E-03   0.741163E-03   0.219782E-03   0.210172E+03   0.000000E+00   0.000000E+00   0.210172E+03  -0.420344E+03
   0.997222E+02  -0.936927E+00   0.135699E-02   0.654064E-03   0.301380E-03   0.610697E-03   0.261664E-03   0.581871E-03   0.195370E-03   0.741163E-03   0.219782E-03   0.208472E+03   0.000000E+00   0.000000E+00   0.208472E+03  -0.416944E+03
   0.997222E+02   0.255616E+01   0.135699E-02   0.654064E-03   0.237700E-03   0.610697E-03   0.261664E-03   0.581871E-03   0.195370E-03   0.305043E-04   0.219782E-03   0.210000E+03   0.000000E+00   0.000000E+00   0.210000E+03  -0.420000E+03
   0.997222E+02   0.255616E+01   0.151848E-02   0.654064E-03   0.237700E-03   0.610697E-03   0.298961E-04   0.581871E-03   0.195370E-03   0.350046E-03   0.219782E-03   0.209428E+03   0.000000E+00   0.000000E+00   0.209428E+03  -0.418856E+03
   0.997222E+02   0.255616E+01   0.151848E-02   0.654064E-03   0.237700E-03   0.610697E-03   0.393966E-03   0.845247E-03   0.195370E-03   0.994245E-03   0.671142E-03   0.208109E+03   0.000000E+00   0.000000E+00   0.208109E+03  -0.416218E+03
   0.997222E+02   0.255616E+01   0.607144E-03   0.654064E-03   0.237700E-03   0.610697E-03   0.393966E-03   0.845247E-03   0.195370E-03   0.179540E-02   0.671142E-03   0.208275E+03   0.000000E+00   0.000000E+00   0.208275E+03  -0.416550E+03
   0.997222E+02   0.255616E+01   0.607144E-03   0.654064E-03   0.237700E-03   0.610697E-03   0.393966E-03   0.845247E-03   0.241606E-03   0.485570E-03   0.671142E-03   0.211151E+03   0.000000E+00   0.000000E+00   0.211151E+03  -0.422302E+03
   0.991382E+02   0.255616E+01   0.607144E-03   0.654064E-03   0.104142E-02   0.610697E-03   0.393966E-03   0.433848E-04   0.158156E-02   0.485570E-03   0.265809E-03   0.206434E+03   0.000000E+00   0.000000E+00   0.206434E+03  -0.412868E+03
   0.991382E+02   0.255616E+01   0.607144E-03   0.654064E-03   0.104142E-02   0.610697E-03   0.946943E-03   0.220385E-02   0.158156E-02   0.273418E-03   0.265809E-03   0.205085E+03   0.000000E+00   0.000000E+00   0.205085E+03  -0.410170E+03
   0.100088E+03   0.255616E+01   0.607144E-03   0.654064E-03   0.104142E-02   0.610697E-03   0.946943E-03   0.220385E-02   0.158156E-02   0.273418E-03   0.265809E-03   0.205910E+03   0.000000E+00   0.000000E+00   0.205910E+03  -0.411820E+03
   0.100088E+03   0.102321E+01   0.105406E-02   0.654064E-03   0.144721E-02   0.610697E-03   0.946943E-03   0.324980E-03   0.126101E-02   0.273418E-03   0.711544E-03   0.206214E+03   0.000000E+00   0.000000E+00   0.206214E+03  -0.412428E+03
   0.100692E+03  -0.694597E+00   0.105406E-02   0.654064E-03   0.144721E-02   0.610697E-03   0.946943E-03   0.324980E-03   0.126101E-02   0.273418E-03   0.711544E-03   0.205846E+03   0.000000E+00   0.000000E+00   0.205846E+03  -0.411692E+03
   0.100692E+03  -0.694597E+00   0.105406E-02   0.654064E-03   0.144721E-02   0.610697E-03   0.195444E-02   0.324980E-03   0.126101E-02   0.273418E-03   0.711544E-03   0.203948E+03   0.000000E+00   0.000000E+00   0.203948E+03  -0.407896E+03
   0.100692E+03   0.292559E+01   0.644702E-03   0.468322E-03   0.143262E-03   0.101353E-02   0.195444E-02   0.324980E-03   0.126101E-02   0.273418E-03   0.711544E-03   0.204918E+03   0.000000E+00   0.000000E+00   0.204918E+03  -0.409836E+03
   0.100692E+03   0.207487E+01   0.644702E-03   0.468322E-03   0.143262E-03   0.101353E-02   0.195444E-02   0.324980E-03   0.126101E-02   0.273418E-03   0.806225E-03   0.204891E+03   0.000000E+00   0.000000E+00   0.204891E+03  -0.409782E+03
   0.100692E+03   0.207487E+01   0.644702E-03   0.468322E-03   0.133474E-02   0.101353E-02   0.195444E-02   0.324980E-03   0.273462E-02   0.273418E-03   0.806225E-03   0.201887E+03   0.000000E+00   0.000000E+00   0.201887E+03  -0.403774E+03
   0.100692E+03   0.207487E+01   0.644702E-03   0.468322E-03   0.133474E-02   0.101353E-02   0.162397E-03   0.324980E-03   0.273462E-02   0.108481E-02   0.806225E-03   0.202855E+03   0.000000E+00   0.000000E+00   0.202855E+03  -0.405710E+03
   0.101275E+03  -0.314372E+01   0.644702E-03   0.468322E-03   0.133474E-02   0.101353E-02   0.597802E-03   0.324980E-03   0.273462E-02   0.137848E-02   0.806225E-03   0.200718E+03   0.000000E+00   0.000000E+00   0.200718E+03  -0.401436E+03
   0.993168E+02  -0.314372E+01   0.644702E-03   0.468322E-03   0.133474E-02   0.101353E-02   0.597802E-03   0.324980E-03   0.283772E-02   0.137848E-02   0.806225E-03   0.201238E+03   0.000000E+00   0.000000E+00   0.201238E+03  -0.402476E+03
   0.993168E+02  -0.314372E+01   0.519981E-03   0.468322E-03   0.477125E-03   0.101353E-02   0.750492E-03   0.324980E-03   0.283772E-02   0.137848E-02   0.708450E-04   0.203683E+03   0.000000E+00   0.000000E+00   0.203683E+03  -0.407366E+03
   0.993168E+02  -0.790518E-01   0.519981E-03   0.482712E-03   0.724634E-03   0.122520E-02   0.140256E-02   0.104070E-02   0.283772E-02   0.137848E-02   0.708450E-04   0.202805E+03   0.000000E+00   0.000000E+00   0.202805E+03  -0.405610E+03
   0.993168E+02  -0.790518E-01   0.519981E-03   0.482712E-03   0.724634E-03   0.122520E-02   0.242804E-02   0.104070E-02   0.203020E-02   0.126270E-02   0.708450E-04   0.202582E+03   0.000000E+00   0.000000E+00   0.202582E+03  -0.405164E+03
   0.993168E+02  -0.105244E+01   0.133688E-02   0.482712E-03   0.912655E-03   0.122520E-02   0.242804E-02   0.448139E-02   0.106434E-03   0.126270E-02   0.708450E-04   0.198556E+03   0.000000E+00   0.000000E+00   0.198556E+03  -0.397112E+03
   0.993168E+02  -0.490890E+01   0.133688E-02   0.482712E-03   0.912655E-03   0.122520E-02   0.609201E-03   0.448139E-02   0.163058E-02   0.126270E-02   0.708450E-04   0.198023E+03   0.000000E+00   0.000000E+00   0.198023E+03  -0.396046E+03
   0.992569E+02  -0.915253E+01   0.244771E-02   0.286756E-03   0.912655E-03   0.122520E-02   0.148264E-02   0.236751E-02   0.300792E-02   0.126270E-02   0.708450E-04   0.193551E+03   0.000000E+00   0.000000E+00   0.193551E+03  -0.387102E+03
   0.992569E+02  -0.915253E+01   0.183546E-02   0.286756E-03   0.116482E-02   0.124742E-02   0.483088E-02   0.238022E-02   0.238703E-02   0.245623E-02   0.708450E-04   0.189883E+03   0.000000E+00   0.000000E+00   0.189883E+03  -0.379766E+03
   0.992589E+02   0.287881E+01   0.183546E-02   0.286756E-03   0.116482E-02   0.620963E-03   0.483088E-02   0.238022E-02   0.238703E-02   0.180087E-03   0.197687E-03   0.196016E+03   0.000000E+00   0.000000E+00   0.196016E+03  -0.392032E+03
   0.992589E+02  -0.148076E+01   0.159923E-02   0.249648E-03   0.116482E-02   0.921309E-03   0.323867E-02   0.903857E-03   0.465734E-03   0.588520E-03   0.197687E-03   0.203081E+03   0.000000E+00   0.000000E+00   0.203081E+03  -0.406162E+03
   0.992589E+02  -0.148076E+01   0.159923E-02   0.249648E-03   0.116482E-02   0.921309E-03   0.323867E-02   0.141415E-02   0.465734E-03   0.588520E-03   0.197687E-03   0.202199E+03   0.000000E+00   0.000000E+00   0.202199E+03  -0.404398E+03
   0.101171E+03  -0.521848E+01   0.494181E-03   0.249648E-03   0.116482E-02   0.921309E-03   0.199098E-02   0.141415E-02   0.168165E-02   0.588520E-03   0.197687E-03   0.200596E+03   0.000000E+00   0.000000E+00   0.200596E+03  -0.401192E+03
   0.101171E+03  -0.509203E+01   0.494181E-03   0.249648E-03   0.116482E-02   0.921309E-03   0.199098E-02   0.141415E-02   0.168165E-02   0.588520E-03   0.197687E-03   0.200707E+03   0.000000E+00   0.000000E+00   0.200707E+03  -0.401414E+03
   0.100608E+03  -0.270296E+01   0.963763E-03   0.224752E-03   0.116482E-02   0.921309E-03   0.199098E-02   0.141415E-02   0.353928E-02   0.588520E-03   0.197687E-03   0.200212E+03   0.000000E+00   0.000000E+00   0.200212E+03  -0.400424E+03
   0.100608E+03  -0.270296E+01   0.963763E-03   0.224752E-03   0.116482E-02   0.921309E-03   0.199098E-02   0.141415E-02   0.376681E-02   0.588520E-03   0.197687E-03   0.199978E+03   0.000000E+00   0.000000E+00   0.199978E+03  -0.399956E+03
   0.998284E+02   0.452719E+00   0.963763E-03   0.224752E-03   0.116482E-02   0.119746E-02   0.199098E-02   0.141415E-02   0.478695E-02   0.588520E-03   0.197687E-03   0.199699E+03   0.000000E+00   0.000000E+00   0.199699E+03  -0.399398E+03
   0.100040E+03  -0.443226E+01   0.213997E-02   0.285560E-04   0.116482E-02   0.925591E-03   0.199098E-02   0.141415E-02   0.572904E-02   0.588520E-03   0.197687E-03   0.195372E+03   0.000000E+00   0.000000E+00   0.195372E+03  -0.390744E+03
   0.100040E+03  -0.443226E+01   0.809183E-02   0.855233E-03   0.116482E-02   0.925591E-03   0.118148E-02   0.141415E-02   0.341480E-02   0.588520E-03   0.197687E-03   0.193703E+03   0.000000E+00   0.000000E+00   0.193703E+03  -0.387406E+03
   0.100040E+03  -0.443226E+01   0.151079E-02   0.855233E-03   0.116482E-02   0.925591E-03   0.115687E-02   0.141415E-02   0.351451E-02   0.588520E-03   0.197687E-03   0.199783E+03   0.000000E+00   0.000000E+00   0.199783E+03  -0.399566E+03
   0.100040E+03   0.303597E+01   0.151079E-02   0.855233E-03   0.401480E-03   0.925591E-03   0.115687E-02   0.331483E-03   0.247806E-02   0.588520E-03   0.197687E-03   0.203220E+03   0.000000E+00   0.000000E+00   0.203220E+03  -0.406440E+03
   0.100040E+03  -0.978480E+00   0.151079E-02   0.855233E-03   0.401480E-03   0.108560E-02   0.115687E-02   0.331483E-03   0.171643E-02   0.588520E-03   0.197687E-03   0.204525E+03   0.000000E+00   0.000000E+00   0.204525E+03  -0.409050E+03
   0.100040E+03  -0.978480E+00   0.151079E-02   0.855233E-03   0.401480E-03   0.108560E-02   0.151805E-02   0.101582E-02   0.171643E-02   0.588520E-03   0.197687E-03   0.203823E+03   0.000000E+00   0.000000E+00   0.203823E+03  -0.407646E+03
   0.100040E+03  -0.978480E+00   0.151079E-02   0.855233E-03   0.401480E-03   0.108560E-02   0.151805E-02   0.101582E-02   0.533944E-02   0.588520E-03   0.277249E-03   0.199732E+03   0.000000E+00   0.000000E+00   0.199732E+03  -0.399464E+03
   0.100040E+03   0.133043E+01   0.141984E-03   0.855233E-03   0.401480E-03   0.108560E-02   0.151805E-02   0.101092E-02   0.639753E-03   0.130642E-02   0.277249E-03   0.206857E+03   0.000000E+00   0.000000E+00   0.206857E+03  -0.413714E+03
   0.996732E+02   0.133043E+01   0.141984E-03   0.855233E-03   0.401480E-03   0.108560E-02   0.151805E-02   0.101092E-02   0.639753E-03   0.130642E-02   0.277249E-03   0.206769E+03   0.000000E+00   0.000000E+00   0.206769E+03  -0.413538E+03
   0.996732E+02   0.133043E+01   0.141984E-03   0.855233E-03   0.401480E-03   0.108560E-02   0.764115E-03   0.101092E-02   0.639753E-03   0.130642E-02   0.277249E-03   0.208176E+03   0.000000E+00   0.000000E+00   0.208176E+03  -0.416352E+03
   0.996732E+02   0.133043E+01   0.475561E-04   0.855233E-03   0.401480E-03   0.108560E-02   0.764115E-03   0.196324E-02   0.639753E-03   0.893526E-03   0.277249E-03   0.207422E+03   0.000000E+00   0.000000E+00   0.207422E+03  -0.414844E+03
   0.996732E+02   0.133043E+01   0.261607E-02   0.858327E-03   0.401480E-03   0.108560E-02   0.764115E-03   0.309354E-02   0.306794E-03   0.893526E-03   0.277249E-03   0.202354E+03   0.000000E+00   0.000000E+00   0.202354E+03  -0.404708E+03
   0.999146E+02   0.133043E+01   0.261607E-02   0.858327E-03   0.401480E-03   0.108560E-02   0.764115E-03   0.279007E-02   0.306794E-03   0.893526E-03   0.277249E-03   0.202772E+03   0.000000E+00   0.000000E+00   0.202772E+03  -0.405544E+03
   0.999146E+02   0.133043E+01   0.913891E-03   0.858327E-03   0.401480E-03   0.108560E-02   0.764115E-03   0.279007E-02   0.306794E-03   0.893526E-03   0.277249E-03   0.205960E+03   0.000000E+00   0.000000E+00   0.205960E+03  -0.411920E+03
   0.993419E+02   0.133043E+01   0.913891E-03   0.858327E-03   0.401480E-03   0.687405E-03   0.764115E-03   0.104607E-02   0.306794E-03   0.323661E-03   0.277249E-03   0.209971E+03   0.000000E+00   0.000000E+00   0.209971E+03  -0.419942E+03
   0.990719E+02   0.133043E+01   0.913891E-03   0.858327E-03   0.401480E-03   0.687405E-03   0.909395E-03   0.104607E-02   0.306794E-03   0.114318E-02   0.277249E-03   0.207668E+03   0.000000E+00   0.000000E+00   0.207668E+03  -0.415336E+03
   0.990719E+02   0.219705E+01   0.913891E-03   0.858327E-03   0.401480E-03   0.687405E-03   0.113705E-02   0.104607E-02   0.306794E-03   0.114318E-02   0.277249E-03   0.207341E+03   0.000000E+00   0.000000E+00   0.207341E+03  -0.414682E+03
   0.991996E+02   0.219705E+01   0.913891E-03   0.858327E-03   0.401480E-03   0.687405E-03   0.138382E-03   0.104607E-02   0.853273E-03   0.114318E-02   0.277249E-03   0.207320E+03   0.000000E+00   0.000000E+00   0.207320E+03  -0.414640E+03
   0.992011E+02   0.219705E+01   0.500051E-03   0.858327E-03   0.401480E-03   0.687405E-03   0.158319E-03   0.420713E-03   0.853273E-03   0.114318E-02   0.277249E-03   0.208276E+03   0.000000E+00   0.000000E+00   0.208276E+03  -0.416552E+03
   0.992011E+02   0.534546E+01   0.500051E-03   0.858327E-03   0.822494E-03   0.845937E-03   0.184271E-03   0.420713E-03   0.853273E-03   0.114662E-02   0.277249E-03   0.206590E+03   0.000000E+00   0.000000E+00   0.206590E+03  -0.413180E+03
   0.100830E+03   0.635736E+01   0.500051E-03   0.858327E-03   0.822494E-03   0.575499E-03   0.184271E-03   0.420713E-03   0.258887E-02   0.114662E-02   0.277249E-03   0.202763E+03   0.000000E+00   0.000000E+00   0.202763E+03  -0.405526E+03
   0.100830E+03   0.635736E+01   0.313422E-03   0.858327E-03   0.822494E-03   0.575499E-03   0.184271E-03   0.191280E-02   0.172373E-02   0.114662E-02   0.277249E-03   0.204262E+03   0.000000E+00   0.000000E+00   0.204262E+03  -0.408524E+03
   0.100830E+03   0.143790E+01   0.313422E-03   0.858327E-03   0.822494E-03   0.575499E-03   0.184271E-03   0.804785E-03   0.172373E-02   0.827328E-03   0.277249E-03   0.207335E+03   0.000000E+00   0.000000E+00   0.207335E+03  -0.414670E+03
   0.101104E+03   0.143790E+01   0.313422E-03   0.858327E-03   0.822494E-03   0.575499E-03   0.184271E-03   0.804785E-03   0.172373E-02   0.341396E-03   0.277249E-03   0.207669E+03   0.000000E+00   0.000000E+00   0.207669E+03  -0.415338E+03
   0.101104E+03   0.143790E+01   0.375289E-03   0.858327E-03   0.822494E-03   0.160516E-03   0.644354E-03   0.804785E-03   0.284812E-02   0.341396E-03   0.277249E-03   0.204720E+03   0.000000E+00   0.000000E+00   0.204720E+03  -0.409440E+03
   0.101486E+03   0.143790E+01   0.375289E-03   0.858327E-03   0.822494E-03   0.144164E-02   0.644354E-03   0.804785E-03   0.925675E-03   0.341396E-03   0.277249E-03   0.207736E+03   0.000000E+00   0.000000E+00   0.207736E+03  -0.415472E+03
   0.101486E+03   0.143790E+01   0.375289E-03   0.858327E-03   0.822494E-03   0.144164E-02   0.644354E-03   0.804785E-03   0.925675E-03   0.341396E-03   0.530550E-03   0.207641E+03   0.000000E+00   0.000000E+00   0.207641E+03  -0.415282E+03
   0.101486E+03  -0.124152E+01   0.375289E-03   0.201982E-02   0.128787E-02   0.144164E-02   0.644354E-03   0.804785E-03   0.925675E-03   0.341396E-03   0.530550E-03   0.204433E+03   0.000000E+00   0.000000E+00   0.204433E+03  -0.408866E+03
   0.990821E+02  -0.816303E-01   0.118202E-02   0.201982E-02   0.161967E-02   0.144164E-02   0.939434E-03   0.804785E-03   0.925675E-03   0.341396E-03   0.530550E-03   0.202505E+03   0.000000E+00   0.000000E+00   0.202505E+03  -0.405010E+03
   0.101151E+03  -0.816303E-01   0.118202E-02   0.201982E-02   0.161967E-02   0.144164E-02   0.817933E-04   0.804785E-03   0.925675E-03   0.341396E-03   0.530550E-03   0.203001E+03   0.000000E+00   0.000000E+00   0.203001E+03  -0.406002E+03
   0.101151E+03  -0.816303E-01   0.129536E-02   0.201982E-02   0.161967E-02   0.144164E-02   0.817933E-04   0.804785E-03   0.925675E-03   0.690581E-03   0.530550E-03   0.202183E+03   0.000000E+00   0.000000E+00   0.202183E+03  -0.404366E+03
   0.102205E+03  -0.816303E-01   0.129536E-02   0.201982E-02   0.515895E-03   0.111503E-02   0.817933E-04   0.804785E-03   0.925675E-03   0.690581E-03   0.530550E-03   0.201570E+03   0.000000E+00   0.000000E+00   0.201570E+03  -0.403140E+03
   0.102205E+03   0.444336E+01   0.129536E-02   0.163440E-02   0.515895E-03   0.111503E-02   0.649202E-03   0.119095E-02   0.174121E-02   0.690581E-03   0.530550E-03   0.200674E+03   0.000000E+00   0.000000E+00   0.200674E+03  -0.401348E+03
   0.102205E+03  -0.243180E+00   0.129536E-02   0.238810E-02   0.147330E-02   0.111503E-02   0.438053E-03   0.119095E-02   0.211076E-02   0.690581E-03   0.530550E-03   0.198917E+03   0.000000E+00   0.000000E+00   0.198917E+03  -0.397834E+03
   0.102205E+03  -0.170623E+01   0.140413E-02   0.270714E-03   0.163396E-02   0.177114E-02   0.219703E-03   0.119095E-02   0.272498E-03   0.690581E-03   0.530550E-03   0.202109E+03   0.000000E+00   0.000000E+00   0.202109E+03  -0.404218E+03
   0.102205E+03  -0.170623E+01   0.140413E-02   0.210567E-02   0.163396E-02   0.177114E-02   0.219703E-03   0.840119E-03   0.272498E-03   0.153322E-03   0.121476E-02   0.200279E+03   0.000000E+00   0.000000E+00   0.200279E+03  -0.400558E+03
   0.996735E+02  -0.170623E+01   0.140413E-02   0.349447E-02   0.163396E-02   0.177114E-02   0.219703E-03   0.840119E-03   0.272498E-03   0.153322E-03   0.121476E-02   0.198590E+03   0.000000E+00   0.000000E+00   0.198590E+03  -0.397180E+03
   0.996735E+02  -0.805149E+00   0.140413E-02   0.195679E-02   0.163396E-02   0.177114E-02   0.714907E-03   0.104763E-02   0.272498E-03   0.231942E-03   0.121476E-02   0.201125E+03   0.000000E+00   0.000000E+00   0.201125E+03  -0.402250E+03
   0.996735E+02   0.188420E+01   0.140413E-02   0.195679E-02   0.163396E-02   0.177114E-02   0.714907E-03   0.104763E-02   0.272498E-03   0.231942E-03   0.121476E-02   0.201747E+03   0.000000E+00   0.000000E+00   0.201747E+03  -0.403494E+03
   0.996735E+02   0.188420E+01   0.140413E-02   0.195679E-02   0.163396E-02   0.177114E-02   0.714907E-03   0.104763E-02   0.227544E-02   0.590593E-04   0.224831E-03   0.199775E+03   0.000000E+00   0.000000E+00   0.199775E+03  -0.399550E+03
   0.996735E+02   0.188420E+01   0.140413E-02   0.195679E-02   0.163396E-02   0.198920E-02   0.714907E-03   0.104763E-02   0.387663E-04   0.894943E-03   0.224831E-03   0.201730E+03   0.000000E+00   0.000000E+00   0.201730E+03  -0.403460E+03
   0.996735E+02   0.188420E+01   0.140413E-02   0.312376E-02   0.163396E-02   0.215236E-02   0.714907E-03   0.104763E-02   0.469985E-03   0.894943E-03   0.224831E-03   0.199834E+03   0.000000E+00   0.000000E+00   0.199834E+03  -0.399668E+03
   0.101708E+03  -0.116252E+01   0.140413E-02   0.263159E-04   0.163396E-02   0.238490E-02   0.273939E-03   0.104763E-02   0.469985E-03   0.894943E-03   0.224831E-03   0.201993E+03   0.000000E+00   0.000000E+00   0.201993E+03  -0.403986E+03
   0.101708E+03  -0.116252E+01   0.140413E-02   0.263159E-04   0.163396E-02   0.238490E-02   0.273939E-03   0.216621E-02   0.469985E-03   0.894943E-03   0.224831E-03   0.200185E+03   0.000000E+00   0.000000E+00   0.200185E+03  -0.400370E+03
   0.101708E+03  -0.116252E+01   0.140413E-02   0.263159E-04   0.227861E-03   0.238490E-02   0.492083E-03   0.254685E-02   0.434790E-03   0.894943E-03   0.224831E-03   0.199093E+03   0.000000E+00   0.000000E+00   0.199093E+03  -0.398186E+03
   0.101708E+03  -0.116252E+01   0.140413E-02   0.762914E-03   0.227861E-03   0.238490E-02   0.492083E-03   0.167980E-02   0.434790E-03   0.894943E-03   0.224831E-03   0.201188E+03   0.000000E+00   0.000000E+00   0.201188E+03  -0.402376E+03
   0.101708E+03  -0.187803E+01   0.140413E-02   0.762914E-03   0.178140E-02   0.235729E-02   0.492083E-03   0.167980E-02   0.434790E-03   0.894943E-03   0.547748E-04   0.201614E+03   0.000000E+00   0.000000E+00   0.201614E+03  -0.403228E+03
   0.101708E+03  -0.131950E+01   0.140413E-02   0.762914E-03   0.178140E-02   0.256180E-02   0.492083E-03   0.167980E-02   0.434790E-03   0.894943E-03   0.234483E-03   0.201478E+03   0.000000E+00   0.000000E+00   0.201478E+03  -0.402956E+03
