a0_min        a1_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  Y6_intercept  Y7_intercept  Y8_intercept  Y9_intercept  LogPost       
  0.100000E+03  0.316961E+01  0.145139E-02  0.799952E-03  0.199296E-02  0.205101E-02  0.287107E-03  0.112071E-02  0.151261E-02  0.877877E-03  0.295218E-02  0.196980E+03
  0.100000E+03  0.316961E+01  0.145139E-02  0.799952E-03  0.199296E-02  0.205101E-02  0.287107E-03  0.112071E-02  0.151261E-02  0.877877E-03  0.295218E-02  0.196980E+03
  0.100000E+03  0.316961E+01  0.145139E-02  0.799952E-03  0.183149E-02  0.205101E-02  0.287107E-03  0.112071E-02  0.151261E-02  0.877877E-03  0.170114E-02  0.199170E+03
  0.100000E+03  0.316961E+01  0.499250E-03  0.799952E-03  0.183149E-02  0.205101E-02  0.287107E-03  0.112071E-02  0.151261E-02  0.877877E-03  0.170114E-02  0.201121E+03
  0.100000E+03  0.326817E+01  0.499250E-03  0.799952E-03  0.183149E-02  0.182272E-02  0.287107E-03  0.112071E-02  0.151261E-02  0.835073E-03  0.170114E-02  0.201573E+03
  0.100146E+03  0.326817E+01  0.499250E-03  0.378034E-03  0.183149E-02  0.182272E-02  0.287107E-03  0.112071E-02  0.151261E-02  0.297900E-03  0.170114E-02  0.203100E+03
  0.100146E+03  0.326817E+01  0.499250E-03  0.378034E-03  0.183149E-02  0.182272E-02  0.287107E-03  0.112071E-02  0.151261E-02  0.297900E-03  0.170114E-02  0.203100E+03
  0.100146E+03  0.326817E+01  0.499250E-03  0.638316E-03  0.183149E-02  0.182272E-02  0.287107E-03  0.112071E-02  0.224321E-02  0.297900E-03  0.170114E-02  0.201443E+03
  0.100146E+03 -0.162921E+00  0.499250E-03  0.117100E-02  0.183149E-02  0.165319E-02  0.287107E-03  0.605632E-03  0.224321E-02  0.297900E-03  0.170114E-02  0.201092E+03
  0.100146E+03 -0.162921E+00  0.499250E-03  0.117100E-02  0.183149E-02  0.165319E-02  0.287107E-03  0.605632E-03  0.224321E-02  0.297900E-03  0.170114E-02  0.201092E+03
  0.100146E+03  0.282605E+01  0.499250E-03  0.117100E-02  0.106889E-02  0.165319E-02  0.287107E-03  0.605632E-03  0.142544E-02  0.297900E-03  0.170114E-02  0.204011E+03
  0.100146E+03  0.245126E+01  0.499250E-03  0.117100E-02  0.106889E-02  0.165319E-02  0.287107E-03  0.605632E-03  0.142544E-02  0.297900E-03  0.170114E-02  0.204091E+03
  0.100146E+03  0.444676E+01  0.499250E-03  0.117100E-02  0.106889E-02  0.165319E-02  0.287107E-03  0.605632E-03  0.142544E-02  0.297900E-03  0.170114E-02  0.203391E+03
  0.100146E+03  0.444676E+01  0.499250E-03  0.145603E-03  0.187988E-02  0.761514E-03  0.287107E-03  0.605632E-03  0.141293E-03  0.297900E-03  0.170114E-02  0.206203E+03
  0.992113E+02  0.444676E+01  0.499250E-03  0.145603E-03  0.187988E-02  0.761514E-03  0.287107E-03  0.605632E-03  0.141293E-03  0.297900E-03  0.463975E-02  0.201746E+03
  0.992113E+02  0.433546E+01  0.499250E-03  0.145603E-03  0.187988E-02  0.761514E-03  0.287107E-03  0.605632E-03  0.141293E-03  0.297900E-03  0.463975E-02  0.201828E+03
  0.996014E+02  0.433546E+01  0.499250E-03  0.145603E-03  0.192373E-02  0.761514E-03  0.287107E-03  0.605632E-03  0.141293E-03  0.297900E-03  0.416709E-02  0.202788E+03
  0.996014E+02  0.252070E+01  0.499250E-03  0.145603E-03  0.192373E-02  0.761514E-03  0.287107E-03  0.605632E-03  0.141293E-03  0.297900E-03  0.416709E-02  0.203667E+03
  0.996014E+02  0.252070E+01  0.499250E-03  0.145603E-03  0.192373E-02  0.761514E-03  0.287107E-03  0.605632E-03  0.394613E-04  0.297900E-03  0.416709E-02  0.203609E+03
  0.996014E+02  0.252070E+01  0.499250E-03  0.145603E-03  0.192373E-02  0.761514E-03  0.287107E-03  0.605632E-03  0.215317E-02  0.297900E-03  0.416709E-02  0.200412E+03
  0.996014E+02  0.252070E+01  0.499250E-03  0.145603E-03  0.192373E-02  0.761514E-03  0.287107E-03  0.605632E-03  0.215317E-02  0.297900E-03  0.416709E-02  0.200412E+03
  0.996014E+02  0.469939E+01  0.499250E-03  0.145603E-03  0.192373E-02  0.761514E-03  0.287107E-03  0.605632E-03  0.724922E-03  0.297900E-03  0.248038E-02  0.204242E+03
  0.996014E+02  0.469939E+01  0.499250E-03  0.145603E-03  0.192373E-02  0.761514E-03  0.287107E-03  0.605632E-03  0.724922E-03  0.297900E-03  0.248038E-02  0.204242E+03
  0.996014E+02  0.469939E+01  0.499250E-03  0.145603E-03  0.192373E-02  0.761514E-03  0.287107E-03  0.605632E-03  0.724922E-03  0.297900E-03  0.285634E-02  0.203734E+03
  0.996014E+02  0.469939E+01  0.499250E-03  0.145603E-03  0.192373E-02  0.761514E-03  0.287107E-03  0.605632E-03  0.528098E-03  0.297900E-03  0.173288E-02  0.205758E+03
  0.996014E+02  0.469939E+01  0.499250E-03  0.145603E-03  0.192373E-02  0.761514E-03  0.287107E-03  0.495597E-03  0.528098E-03  0.102693E-02  0.173288E-02  0.204479E+03
  0.996014E+02  0.469939E+01  0.426319E-04  0.450245E-03  0.192373E-02  0.761514E-03  0.287107E-03  0.495597E-03  0.528098E-03  0.102693E-02  0.173288E-02  0.204236E+03
  0.996014E+02  0.469939E+01  0.426319E-04  0.450245E-03  0.192373E-02  0.761514E-03  0.287107E-03  0.495597E-03  0.127431E-03  0.102693E-02  0.173288E-02  0.204094E+03
  0.996014E+02  0.351893E+01  0.426319E-04  0.450245E-03  0.192373E-02  0.761514E-03  0.287107E-03  0.495597E-03  0.127431E-03  0.102693E-02  0.173288E-02  0.204868E+03
  0.996014E+02  0.351893E+01  0.101828E-03  0.450245E-03  0.192373E-02  0.761514E-03  0.287107E-03  0.495597E-03  0.127431E-03  0.102693E-02  0.173288E-02  0.204910E+03
  0.996014E+02  0.277895E+01  0.101828E-03  0.450245E-03  0.192373E-02  0.274913E-03  0.287107E-03  0.495597E-03  0.127431E-03  0.102693E-02  0.173288E-02  0.204673E+03
  0.996014E+02  0.392489E+01  0.101828E-03  0.450245E-03  0.192373E-02  0.274913E-03  0.565797E-03  0.495597E-03  0.127431E-03  0.102693E-02  0.217170E-03  0.206591E+03
  0.996014E+02  0.392489E+01  0.101828E-03  0.450245E-03  0.192373E-02  0.274913E-03  0.565797E-03  0.495597E-03  0.127431E-03  0.102693E-02  0.217170E-03  0.206591E+03
  0.996014E+02  0.363185E+01  0.101828E-03  0.450245E-03  0.257719E-02  0.274913E-03  0.565797E-03  0.495597E-03  0.127431E-03  0.102693E-02  0.217170E-03  0.205761E+03
  0.996014E+02  0.363185E+01  0.101828E-03  0.450245E-03  0.472910E-03  0.274913E-03  0.197708E-02  0.495597E-03  0.127431E-03  0.102693E-02  0.217170E-03  0.206923E+03
  0.996014E+02  0.363185E+01  0.762657E-03  0.450245E-03  0.472910E-03  0.274913E-03  0.197708E-02  0.495597E-03  0.127431E-03  0.102693E-02  0.217170E-03  0.206779E+03
  0.996014E+02  0.363185E+01  0.545679E-04  0.450245E-03  0.472910E-03  0.274913E-03  0.197708E-02  0.495597E-03  0.127431E-03  0.102693E-02  0.217170E-03  0.206886E+03
  0.996014E+02 -0.221676E+01  0.545679E-04  0.955251E-04  0.472910E-03  0.274913E-03  0.197708E-02  0.495597E-03  0.127431E-03  0.102693E-02  0.217170E-03  0.205805E+03
  0.996014E+02 -0.221676E+01  0.545679E-04  0.955251E-04  0.472910E-03  0.274913E-03  0.784813E-03  0.495597E-03  0.127431E-03  0.102693E-02  0.217170E-03  0.207706E+03
  0.100999E+03 -0.221676E+01  0.545679E-04  0.955251E-04  0.472910E-03  0.274913E-03  0.784813E-03  0.495597E-03  0.127431E-03  0.102693E-02  0.217170E-03  0.205867E+03
  0.100999E+03 -0.221676E+01  0.545679E-04  0.955251E-04  0.472910E-03  0.274913E-03  0.784813E-03  0.495597E-03  0.127431E-03  0.102693E-02  0.217170E-03  0.205867E+03
  0.100999E+03 -0.221676E+01  0.545679E-04  0.955251E-04  0.472910E-03  0.274913E-03  0.784813E-03  0.495597E-03  0.127431E-03  0.102693E-02  0.403852E-03  0.205767E+03
  0.100999E+03  0.315637E+01  0.317341E-03  0.955251E-04  0.472910E-03  0.274913E-03  0.784813E-03  0.495597E-03  0.127431E-03  0.102693E-02  0.403852E-03  0.208400E+03
  0.100999E+03  0.315637E+01  0.317341E-03  0.955251E-04  0.472910E-03  0.274913E-03  0.784813E-03  0.169361E-02  0.959663E-03  0.102693E-02  0.633911E-03  0.207093E+03
  0.100999E+03  0.315637E+01  0.317341E-03  0.955251E-04  0.798464E-03  0.274913E-03  0.784813E-03  0.169361E-02  0.959663E-03  0.102693E-02  0.633911E-03  0.206889E+03
  0.100999E+03  0.315637E+01  0.317341E-03  0.955251E-04  0.798464E-03  0.274913E-03  0.784813E-03  0.169361E-02  0.959663E-03  0.102693E-02  0.633911E-03  0.206889E+03
  0.100999E+03  0.315637E+01  0.317341E-03  0.955251E-04  0.798464E-03  0.274913E-03  0.784813E-03  0.661508E-03  0.959663E-03  0.102693E-02  0.633911E-03  0.207971E+03
  0.994795E+02  0.315637E+01  0.317341E-03  0.955251E-04  0.798464E-03  0.274913E-03  0.784813E-03  0.661508E-03  0.473806E-03  0.102693E-02  0.633911E-03  0.208819E+03
  0.994795E+02  0.315637E+01  0.317341E-03  0.955251E-04  0.798464E-03  0.274913E-03  0.784813E-03  0.661508E-03  0.473806E-03  0.102693E-02  0.633911E-03  0.208819E+03
  0.994795E+02  0.315637E+01  0.317341E-03  0.955251E-04  0.112990E-02  0.274913E-03  0.784813E-03  0.661508E-03  0.473806E-03  0.102693E-02  0.633911E-03  0.208121E+03
  0.100049E+03  0.315637E+01  0.317341E-03  0.955251E-04  0.112990E-02  0.274913E-03  0.784813E-03  0.661508E-03  0.473806E-03  0.154180E-02  0.633911E-03  0.207673E+03
  0.100049E+03  0.369986E+01  0.317341E-03  0.955251E-04  0.112990E-02  0.274913E-03  0.784813E-03  0.661508E-03  0.473806E-03  0.154180E-02  0.633911E-03  0.207524E+03
  0.100049E+03  0.369986E+01  0.317341E-03  0.955251E-04  0.112990E-02  0.406849E-03  0.784813E-03  0.661508E-03  0.473806E-03  0.154180E-02  0.633911E-03  0.207890E+03
  0.100049E+03 -0.204048E+01  0.354595E-03  0.955251E-04  0.112990E-02  0.406849E-03  0.784813E-03  0.661508E-03  0.473806E-03  0.154180E-02  0.633911E-03  0.206575E+03
  0.100049E+03 -0.204048E+01  0.607179E-03  0.955251E-04  0.112990E-02  0.406849E-03  0.784813E-03  0.661508E-03  0.473806E-03  0.154180E-02  0.633911E-03  0.206429E+03
  0.100049E+03  0.231597E+01  0.142763E-02  0.955251E-04  0.112990E-02  0.406849E-03  0.784813E-03  0.661508E-03  0.473806E-03  0.154180E-02  0.633911E-03  0.206106E+03
  0.100223E+03  0.231597E+01  0.142763E-02  0.955251E-04  0.112990E-02  0.406849E-03  0.784813E-03  0.661508E-03  0.473806E-03  0.154180E-02  0.633911E-03  0.206102E+03
  0.100223E+03  0.231597E+01  0.142763E-02  0.397232E-04  0.112990E-02  0.406849E-03  0.784813E-03  0.661508E-03  0.473806E-03  0.154180E-02  0.633911E-03  0.206078E+03
  0.100223E+03  0.231597E+01  0.142763E-02  0.397232E-04  0.112990E-02  0.618150E-03  0.784813E-03  0.661508E-03  0.473806E-03  0.175544E-02  0.207848E-03  0.206112E+03
  0.100223E+03  0.231597E+01  0.142763E-02  0.397232E-04  0.112990E-02  0.618150E-03  0.784813E-03  0.661508E-03  0.473806E-03  0.175544E-02  0.207848E-03  0.206112E+03
  0.100223E+03  0.231597E+01  0.142763E-02  0.397232E-04  0.112990E-02  0.618150E-03  0.784813E-03  0.661508E-03  0.473806E-03  0.175544E-02  0.207848E-03  0.206112E+03
  0.100223E+03  0.231597E+01  0.195427E-02  0.397232E-04  0.112990E-02  0.618150E-03  0.129459E-03  0.661508E-03  0.473806E-03  0.175544E-02  0.207848E-03  0.205188E+03
  0.100223E+03  0.231597E+01  0.195427E-02  0.397232E-04  0.112990E-02  0.370061E-03  0.129459E-03  0.661508E-03  0.473806E-03  0.175544E-02  0.207848E-03  0.204869E+03
  0.100223E+03 -0.395839E+00  0.195427E-02  0.397232E-04  0.112990E-02  0.414962E-03  0.129459E-03  0.661508E-03  0.473806E-03  0.812347E-03  0.207848E-03  0.206635E+03
  0.100223E+03 -0.395839E+00  0.887790E-03  0.397232E-04  0.112990E-02  0.414962E-03  0.129459E-03  0.263836E-02  0.513787E-03  0.812347E-03  0.207848E-03  0.205755E+03
  0.100415E+03  0.247519E+01  0.887790E-03  0.397232E-04  0.112990E-02  0.414962E-03  0.129459E-03  0.263836E-02  0.513787E-03  0.812347E-03  0.207848E-03  0.206350E+03
  0.100415E+03  0.247519E+01  0.887790E-03  0.397232E-04  0.112990E-02  0.414962E-03  0.129459E-03  0.263836E-02  0.513787E-03  0.812347E-03  0.207848E-03  0.206350E+03
  0.100415E+03  0.247519E+01  0.887790E-03  0.397232E-04  0.112990E-02  0.414962E-03  0.129459E-03  0.263836E-02  0.513787E-03  0.812347E-03  0.207848E-03  0.206350E+03
  0.100415E+03  0.246936E+01  0.887790E-03  0.397232E-04  0.112990E-02  0.414962E-03  0.129459E-03  0.263836E-02  0.513787E-03  0.812347E-03  0.207848E-03  0.206350E+03
  0.100415E+03  0.246936E+01  0.282527E-03  0.397232E-04  0.112990E-02  0.414962E-03  0.129459E-03  0.263836E-02  0.513787E-03  0.812347E-03  0.207848E-03  0.207266E+03
  0.100415E+03  0.246936E+01  0.282527E-03  0.397232E-04  0.249824E-03  0.110413E-02  0.129459E-03  0.355216E-02  0.559017E-03  0.812347E-03  0.207848E-03  0.206474E+03
  0.100415E+03  0.246936E+01  0.282527E-03  0.397232E-04  0.249824E-03  0.110413E-02  0.129459E-03  0.355216E-02  0.559017E-03  0.812347E-03  0.207848E-03  0.206474E+03
  0.100415E+03  0.352889E+01  0.282527E-03  0.397232E-04  0.249824E-03  0.110413E-02  0.129459E-03  0.355216E-02  0.559017E-03  0.812347E-03  0.207848E-03  0.206475E+03
  0.100415E+03  0.352889E+01  0.282527E-03  0.397232E-04  0.249824E-03  0.110413E-02  0.129459E-03  0.280842E-02  0.559017E-03  0.812347E-03  0.207848E-03  0.207322E+03
  0.100415E+03  0.352889E+01  0.282527E-03  0.397232E-04  0.249824E-03  0.110413E-02  0.129459E-03  0.280842E-02  0.559017E-03  0.612754E-03  0.207848E-03  0.207714E+03
  0.100415E+03  0.471317E-01  0.194237E-03  0.397232E-04  0.249824E-03  0.110413E-02  0.129459E-03  0.280842E-02  0.559017E-03  0.467945E-03  0.207848E-03  0.207096E+03
  0.997307E+02  0.471317E-01  0.194237E-03  0.397232E-04  0.249824E-03  0.265634E-02  0.129459E-03  0.280842E-02  0.559017E-03  0.467945E-03  0.207848E-03  0.204937E+03
  0.997307E+02  0.471317E-01  0.194237E-03  0.738161E-03  0.249824E-03  0.265634E-02  0.474330E-03  0.280842E-02  0.559017E-03  0.467945E-03  0.207848E-03  0.204973E+03
  0.997307E+02  0.471317E-01  0.194237E-03  0.188545E-03  0.249824E-03  0.265634E-02  0.106254E-02  0.280842E-02  0.559017E-03  0.467945E-03  0.207848E-03  0.204684E+03
  0.997307E+02  0.471317E-01  0.194237E-03  0.188545E-03  0.249824E-03  0.265634E-02  0.106254E-02  0.215603E-02  0.559017E-03  0.797289E-03  0.207848E-03  0.204893E+03
  0.997307E+02  0.471317E-01  0.194237E-03  0.188545E-03  0.249824E-03  0.427347E-03  0.106254E-02  0.215603E-02  0.559017E-03  0.797289E-03  0.207848E-03  0.207463E+03
  0.997307E+02  0.392585E+00  0.194237E-03  0.188545E-03  0.113335E-02  0.427347E-03  0.106254E-02  0.242831E-02  0.559017E-03  0.797289E-03  0.207848E-03  0.206519E+03
  0.997307E+02  0.144584E+01  0.194237E-03  0.188545E-03  0.113335E-02  0.427347E-03  0.106254E-02  0.242831E-02  0.559017E-03  0.797289E-03  0.207848E-03  0.206651E+03
  0.997307E+02  0.144584E+01  0.194237E-03  0.912586E-03  0.113335E-02  0.427347E-03  0.106254E-02  0.504533E-03  0.559017E-03  0.797289E-03  0.207848E-03  0.208459E+03
  0.997307E+02  0.144584E+01  0.194237E-03  0.912586E-03  0.113335E-02  0.427347E-03  0.526826E-03  0.504533E-03  0.559017E-03  0.797289E-03  0.207848E-03  0.209272E+03
  0.997307E+02  0.144584E+01  0.194237E-03  0.912586E-03  0.113335E-02  0.427347E-03  0.526826E-03  0.504533E-03  0.559017E-03  0.797289E-03  0.207848E-03  0.209272E+03
  0.997307E+02  0.412196E+01  0.194237E-03  0.912586E-03  0.113335E-02  0.822708E-03  0.526826E-03  0.504533E-03  0.559017E-03  0.195463E-03  0.302337E-03  0.209170E+03
  0.997307E+02 -0.183846E+01  0.194237E-03  0.912586E-03  0.113335E-02  0.822708E-03  0.526826E-03  0.504533E-03  0.559017E-03  0.195463E-03  0.941225E-03  0.207968E+03
  0.997307E+02 -0.183846E+01  0.194237E-03  0.912586E-03  0.113335E-02  0.822708E-03  0.526826E-03  0.504533E-03  0.559017E-03  0.195463E-03  0.941225E-03  0.207968E+03
  0.997307E+02  0.173737E+01  0.194237E-03  0.912586E-03  0.113335E-02  0.822708E-03  0.526826E-03  0.504533E-03  0.559017E-03  0.195463E-03  0.941225E-03  0.209282E+03
  0.997307E+02  0.173737E+01  0.194237E-03  0.912586E-03  0.113335E-02  0.822708E-03  0.526826E-03  0.568702E-04  0.559017E-03  0.195463E-03  0.941225E-03  0.207743E+03
  0.997307E+02  0.173737E+01  0.194237E-03  0.912586E-03  0.113335E-02  0.822708E-03  0.526826E-03  0.568702E-04  0.559017E-03  0.195463E-03  0.941225E-03  0.207743E+03
  0.997307E+02  0.163661E+01  0.194237E-03  0.912586E-03  0.113335E-02  0.822708E-03  0.526826E-03  0.284330E-03  0.559017E-03  0.195463E-03  0.941225E-03  0.208672E+03
  0.997307E+02  0.163661E+01  0.105551E-02  0.555115E-03  0.113335E-02  0.822708E-03  0.526826E-03  0.284330E-03  0.559017E-03  0.195463E-03  0.941225E-03  0.208280E+03
  0.997307E+02  0.163661E+01  0.105551E-02  0.555115E-03  0.113335E-02  0.665471E-03  0.526826E-03  0.284330E-03  0.559017E-03  0.195463E-03  0.941225E-03  0.208379E+03
  0.992933E+02  0.163661E+01  0.105551E-02  0.555115E-03  0.113335E-02  0.665471E-03  0.526826E-03  0.284330E-03  0.559017E-03  0.195463E-03  0.941225E-03  0.208068E+03
  0.992933E+02  0.163661E+01  0.105551E-02  0.555115E-03  0.113335E-02  0.665471E-03  0.135433E-02  0.284330E-03  0.559017E-03  0.195463E-03  0.941225E-03  0.206779E+03
  0.992933E+02  0.163661E+01  0.541507E-03  0.529009E-03  0.113335E-02  0.665471E-03  0.659271E-03  0.284330E-03  0.672590E-03  0.195463E-03  0.464442E-02  0.203476E+03
  0.992933E+02  0.163661E+01  0.541507E-03  0.529009E-03  0.113335E-02  0.665471E-03  0.659271E-03  0.284330E-03  0.672590E-03  0.195463E-03  0.464442E-02  0.203476E+03
  0.995676E+02  0.163661E+01  0.808726E-03  0.529009E-03  0.113335E-02  0.581606E-03  0.659271E-03  0.284330E-03  0.672590E-03  0.195463E-03  0.464442E-02  0.203291E+03
  0.995676E+02  0.163661E+01  0.808726E-03  0.529009E-03  0.957764E-03  0.581606E-03  0.659271E-03  0.284330E-03  0.672590E-03  0.195463E-03  0.464442E-02  0.203659E+03
  0.995676E+02  0.163661E+01  0.808726E-03  0.529009E-03  0.957764E-03  0.581606E-03  0.659271E-03  0.284330E-03  0.672590E-03  0.195463E-03  0.464442E-02  0.203659E+03
  0.995676E+02  0.163661E+01  0.808726E-03  0.529009E-03  0.957764E-03  0.581606E-03  0.659271E-03  0.284330E-03  0.672590E-03  0.195463E-03  0.588971E-02  0.202733E+03
  0.995676E+02  0.163661E+01  0.808726E-03  0.529009E-03  0.957764E-03  0.334693E-03  0.659271E-03  0.284330E-03  0.672590E-03  0.195463E-03  0.201503E-02  0.206325E+03
  0.995676E+02  0.163661E+01  0.808726E-03  0.529009E-03  0.957764E-03  0.334693E-03  0.659271E-03  0.284330E-03  0.672590E-03  0.195463E-03  0.391085E-03  0.209493E+03
  0.995676E+02  0.163661E+01  0.808726E-03  0.529009E-03  0.957764E-03  0.334693E-03  0.659271E-03  0.284330E-03  0.672590E-03  0.195463E-03  0.391085E-03  0.209493E+03
  0.995676E+02  0.163661E+01  0.808726E-03  0.529009E-03  0.957764E-03  0.334693E-03  0.659271E-03  0.284330E-03  0.672590E-03  0.195463E-03  0.391085E-03  0.209493E+03
  0.995676E+02  0.163661E+01  0.808726E-03  0.529009E-03  0.957764E-03  0.334693E-03  0.659271E-03  0.139017E-02  0.672590E-03  0.453305E-03  0.391085E-03  0.208871E+03
  0.995676E+02  0.472321E+01  0.808726E-03  0.529009E-03  0.957764E-03  0.334693E-03  0.732814E-03  0.139017E-02  0.672590E-03  0.453305E-03  0.391085E-03  0.208195E+03
  0.995676E+02  0.334751E+01  0.808726E-03  0.529009E-03  0.957764E-03  0.334693E-03  0.732814E-03  0.139017E-02  0.672590E-03  0.453305E-03  0.391085E-03  0.208648E+03
  0.995676E+02  0.236134E+01  0.808726E-03  0.529009E-03  0.957764E-03  0.334693E-03  0.732814E-03  0.139017E-02  0.672590E-03  0.453305E-03  0.391085E-03  0.208779E+03
  0.995676E+02  0.236134E+01  0.808726E-03  0.529009E-03  0.957764E-03  0.334693E-03  0.732814E-03  0.320000E-03  0.672590E-03  0.453305E-03  0.391085E-03  0.209244E+03
  0.995676E+02  0.236134E+01  0.808726E-03  0.529009E-03  0.957764E-03  0.334693E-03  0.732814E-03  0.320000E-03  0.672590E-03  0.453305E-03  0.648304E-03  0.208916E+03
  0.995676E+02  0.278746E+01  0.808726E-03  0.437248E-03  0.957764E-03  0.334693E-03  0.732814E-03  0.147389E-02  0.672590E-03  0.453305E-03  0.648304E-03  0.208370E+03
  0.995676E+02  0.213862E+01  0.808726E-03  0.437248E-03  0.957764E-03  0.334693E-03  0.732814E-03  0.147389E-02  0.672590E-03  0.453305E-03  0.648304E-03  0.208394E+03
  0.995676E+02  0.213862E+01  0.808726E-03  0.437248E-03  0.642912E-03  0.207558E-02  0.732814E-03  0.147389E-02  0.672590E-03  0.453305E-03  0.648304E-03  0.207320E+03
  0.995676E+02  0.213862E+01  0.808726E-03  0.437248E-03  0.642912E-03  0.207558E-02  0.732814E-03  0.147389E-02  0.672590E-03  0.453305E-03  0.418354E-04  0.207531E+03
  0.995676E+02  0.213862E+01  0.247386E-03  0.437248E-03  0.642912E-03  0.207558E-02  0.732814E-03  0.172320E-03  0.672590E-03  0.453305E-03  0.418354E-04  0.208061E+03
  0.995676E+02  0.213862E+01  0.247386E-03  0.437248E-03  0.642912E-03  0.207558E-02  0.732814E-03  0.172320E-03  0.672590E-03  0.453305E-03  0.418354E-04  0.208061E+03
  0.995676E+02  0.213862E+01  0.247386E-03  0.437248E-03  0.642912E-03  0.983548E-03  0.732814E-03  0.172320E-03  0.672590E-03  0.453305E-03  0.418354E-04  0.209830E+03
  0.995676E+02  0.213862E+01  0.247386E-03  0.437248E-03  0.642912E-03  0.983548E-03  0.732814E-03  0.172320E-03  0.672590E-03  0.453305E-03  0.418354E-04  0.209830E+03
