a0_min        a1_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  Y6_intercept  Y7_intercept  Y8_intercept  Y9_intercept  LogPost       
  0.995676E+02  0.213862E+01  0.247386E-03  0.437248E-03  0.715030E-04  0.983548E-03  0.732814E-03  0.172320E-03  0.672590E-03  0.453305E-03  0.418354E-04  0.209526E+03
  0.995676E+02  0.213862E+01  0.247386E-03  0.437248E-03  0.715030E-04  0.983548E-03  0.121962E-03  0.172320E-03  0.672590E-03  0.453305E-03  0.418354E-04  0.209471E+03
  0.995676E+02  0.213862E+01  0.247386E-03  0.747176E-03  0.715030E-04  0.983548E-03  0.121962E-03  0.188443E-02  0.672590E-03  0.453305E-03  0.418354E-04  0.208286E+03
  0.995676E+02  0.213862E+01  0.247386E-03  0.747176E-03  0.715030E-04  0.983548E-03  0.121962E-03  0.162923E-02  0.672590E-03  0.453305E-03  0.418354E-04  0.208721E+03
  0.995676E+02  0.213862E+01  0.247386E-03  0.747176E-03  0.715030E-04  0.104216E-02  0.121962E-03  0.162923E-02  0.672590E-03  0.244051E-03  0.418354E-04  0.208807E+03
  0.995676E+02  0.213862E+01  0.247386E-03  0.747176E-03  0.715030E-04  0.104216E-02  0.121962E-03  0.208877E-03  0.672590E-03  0.244051E-03  0.418354E-04  0.209249E+03
  0.995676E+02  0.213862E+01  0.642575E-03  0.747176E-03  0.715030E-04  0.104216E-02  0.121962E-03  0.208877E-03  0.672590E-03  0.244051E-03  0.418354E-04  0.209031E+03
  0.995676E+02  0.213862E+01  0.642575E-03  0.747176E-03  0.715030E-04  0.104216E-02  0.121962E-03  0.208877E-03  0.672590E-03  0.244051E-03  0.418354E-04  0.209031E+03
  0.995676E+02  0.213862E+01  0.642575E-03  0.747176E-03  0.715030E-04  0.104216E-02  0.121962E-03  0.208877E-03  0.672590E-03  0.244051E-03  0.146644E-03  0.209095E+03
  0.995676E+02  0.213862E+01  0.642575E-03  0.747176E-03  0.659352E-03  0.104216E-02  0.121962E-03  0.208877E-03  0.672590E-03  0.244051E-03  0.146644E-03  0.209376E+03
  0.995676E+02 -0.160929E+01  0.642575E-03  0.747176E-03  0.659352E-03  0.262189E-03  0.121962E-03  0.208877E-03  0.672590E-03  0.244051E-03  0.146644E-03  0.208069E+03
  0.995676E+02 -0.160929E+01  0.642575E-03  0.747176E-03  0.659352E-03  0.137052E-02  0.121962E-03  0.208877E-03  0.672590E-03  0.244051E-03  0.146644E-03  0.208158E+03
  0.995676E+02  0.385984E+01  0.642575E-03  0.747176E-03  0.659352E-03  0.137052E-02  0.121962E-03  0.178680E-02  0.672590E-03  0.244051E-03  0.146644E-03  0.207690E+03
  0.995676E+02  0.385984E+01  0.901893E-03  0.747176E-03  0.659352E-03  0.137052E-02  0.121962E-03  0.178680E-02  0.672590E-03  0.244051E-03  0.146644E-03  0.207241E+03
  0.995676E+02  0.385984E+01  0.901893E-03  0.747176E-03  0.659352E-03  0.137052E-02  0.121962E-03  0.178680E-02  0.672590E-03  0.244051E-03  0.146644E-03  0.207241E+03
  0.995676E+02  0.385984E+01  0.901893E-03  0.747176E-03  0.659352E-03  0.137052E-02  0.121962E-03  0.178680E-02  0.672590E-03  0.244051E-03  0.146644E-03  0.207241E+03
  0.995676E+02  0.385984E+01  0.901893E-03  0.747176E-03  0.237910E-02  0.124619E-03  0.133219E-02  0.178680E-02  0.672590E-03  0.244051E-03  0.146644E-03  0.202698E+03
  0.995676E+02  0.275328E+01  0.901893E-03  0.747176E-03  0.237910E-02  0.124619E-03  0.133219E-02  0.178680E-02  0.672590E-03  0.244051E-03  0.146644E-03  0.203030E+03
  0.995676E+02 -0.512363E+00  0.901893E-03  0.747176E-03  0.237910E-02  0.124619E-03  0.133219E-02  0.178680E-02  0.672590E-03  0.244051E-03  0.146644E-03  0.202843E+03
  0.995676E+02 -0.512363E+00  0.901893E-03  0.747176E-03  0.168304E-02  0.124619E-03  0.133219E-02  0.178680E-02  0.672590E-03  0.244051E-03  0.146644E-03  0.203994E+03
  0.995676E+02  0.354931E+01  0.901893E-03  0.747176E-03  0.168304E-02  0.124619E-03  0.133219E-02  0.324152E-02  0.672590E-03  0.244051E-03  0.146644E-03  0.201967E+03
  0.995676E+02  0.851519E-02  0.901893E-03  0.747176E-03  0.619888E-03  0.124619E-03  0.133219E-02  0.297160E-02  0.672590E-03  0.244051E-03  0.146644E-03  0.204422E+03
  0.995676E+02  0.851519E-02  0.901893E-03  0.747176E-03  0.619888E-03  0.124619E-03  0.169713E-03  0.297160E-02  0.672590E-03  0.244051E-03  0.365464E-03  0.205261E+03
  0.995676E+02  0.851519E-02  0.901893E-03  0.747176E-03  0.619888E-03  0.124619E-03  0.169713E-03  0.297160E-02  0.672590E-03  0.244051E-03  0.365464E-03  0.205261E+03
  0.995676E+02  0.851519E-02  0.901893E-03  0.747176E-03  0.619888E-03  0.124619E-03  0.728587E-03  0.297160E-02  0.672590E-03  0.244051E-03  0.365464E-03  0.205431E+03
  0.995676E+02  0.181083E+01  0.144951E-02  0.747176E-03  0.619888E-03  0.124619E-03  0.728587E-03  0.297160E-02  0.672590E-03  0.244051E-03  0.365464E-03  0.204677E+03
  0.995676E+02  0.181083E+01  0.144951E-02  0.747176E-03  0.619888E-03  0.124619E-03  0.728587E-03  0.259843E-02  0.672590E-03  0.244051E-03  0.365464E-03  0.205155E+03
  0.995676E+02  0.181083E+01  0.144951E-02  0.747176E-03  0.619888E-03  0.124619E-03  0.728587E-03  0.651772E-03  0.672590E-03  0.244051E-03  0.365464E-03  0.208150E+03
  0.995676E+02  0.181083E+01  0.144951E-02  0.747176E-03  0.619888E-03  0.124619E-03  0.728587E-03  0.158338E-02  0.672590E-03  0.244051E-03  0.365464E-03  0.206742E+03
  0.995676E+02  0.181083E+01  0.144951E-02  0.747176E-03  0.619888E-03  0.124619E-03  0.728587E-03  0.158338E-02  0.672590E-03  0.244051E-03  0.365464E-03  0.206742E+03
  0.995676E+02  0.896360E+01  0.144951E-02  0.747176E-03  0.233262E-03  0.124619E-03  0.728587E-03  0.158338E-02  0.672590E-03  0.244051E-03  0.365464E-03  0.203548E+03
  0.995676E+02 -0.122529E+01  0.144951E-02  0.747176E-03  0.233262E-03  0.124619E-03  0.728587E-03  0.158338E-02  0.672590E-03  0.244051E-03  0.365464E-03  0.205302E+03
  0.995676E+02 -0.165347E+01  0.144951E-02  0.747176E-03  0.233262E-03  0.124619E-03  0.728587E-03  0.535200E-03  0.672590E-03  0.244051E-03  0.365464E-03  0.206439E+03
  0.995676E+02 -0.109326E+01  0.796151E-03  0.747176E-03  0.233262E-03  0.130880E-02  0.728587E-03  0.535200E-03  0.125226E-02  0.244051E-03  0.365464E-03  0.207892E+03
  0.995676E+02 -0.109326E+01  0.796151E-03  0.747176E-03  0.233262E-03  0.130880E-02  0.728587E-03  0.535200E-03  0.125226E-02  0.244051E-03  0.678484E-03  0.207342E+03
  0.995676E+02 -0.109326E+01  0.796151E-03  0.747176E-03  0.233262E-03  0.130880E-02  0.728587E-03  0.535200E-03  0.125226E-02  0.244051E-03  0.678484E-03  0.207342E+03
  0.995676E+02 -0.368361E+00  0.796151E-03  0.747176E-03  0.875701E-03  0.130880E-02  0.728587E-03  0.535200E-03  0.125226E-02  0.244051E-03  0.678484E-03  0.207590E+03
  0.995676E+02 -0.368361E+00  0.796151E-03  0.211999E-03  0.875701E-03  0.130880E-02  0.728587E-03  0.535200E-03  0.125226E-02  0.244051E-03  0.678484E-03  0.208056E+03
  0.995676E+02  0.196700E+01  0.796151E-03  0.211999E-03  0.730571E-03  0.130880E-02  0.728587E-03  0.535200E-03  0.125226E-02  0.244051E-03  0.678484E-03  0.208509E+03
  0.995676E+02  0.196700E+01  0.796151E-03  0.211999E-03  0.730571E-03  0.130880E-02  0.728587E-03  0.887766E-03  0.125226E-02  0.244051E-03  0.678484E-03  0.208345E+03
  0.995676E+02  0.196700E+01  0.796151E-03  0.211999E-03  0.730571E-03  0.130880E-02  0.728587E-03  0.887766E-03  0.125226E-02  0.244051E-03  0.678484E-03  0.208345E+03
  0.995676E+02  0.734611E+00  0.796151E-03  0.211999E-03  0.730571E-03  0.130880E-02  0.728587E-03  0.887766E-03  0.125226E-02  0.373596E-03  0.678484E-03  0.208225E+03
  0.995676E+02  0.734611E+00  0.796151E-03  0.211999E-03  0.730571E-03  0.130880E-02  0.728587E-03  0.887766E-03  0.125226E-02  0.584152E-03  0.678484E-03  0.207872E+03
  0.995676E+02  0.734611E+00  0.796151E-03  0.211999E-03  0.730571E-03  0.130880E-02  0.728587E-03  0.887766E-03  0.125226E-02  0.584152E-03  0.678484E-03  0.207872E+03
  0.995676E+02 -0.212146E-01  0.796151E-03  0.211999E-03  0.730571E-03  0.597962E-03  0.728587E-03  0.887766E-03  0.125226E-02  0.584152E-03  0.998914E-03  0.207688E+03
  0.995676E+02 -0.212146E-01  0.796151E-03  0.211999E-03  0.730571E-03  0.597962E-03  0.728587E-03  0.887766E-03  0.125226E-02  0.584152E-03  0.998914E-03  0.207688E+03
  0.995676E+02 -0.212146E-01  0.109459E-02  0.211999E-03  0.730571E-03  0.597962E-03  0.119698E-02  0.288084E-02  0.125226E-02  0.584152E-03  0.998914E-03  0.203070E+03
  0.995676E+02 -0.212146E-01  0.109459E-02  0.211999E-03  0.730571E-03  0.597962E-03  0.119698E-02  0.288084E-02  0.125226E-02  0.584152E-03  0.998914E-03  0.203070E+03
  0.994687E+02 -0.212146E-01  0.109459E-02  0.211999E-03  0.730571E-03  0.597962E-03  0.111316E-02  0.288084E-02  0.125226E-02  0.283848E-03  0.998914E-03  0.203553E+03
  0.994687E+02  0.381074E+00  0.109459E-02  0.211999E-03  0.730571E-03  0.597962E-03  0.111316E-02  0.288084E-02  0.125226E-02  0.283848E-03  0.998914E-03  0.203662E+03
  0.994687E+02  0.381074E+00  0.109459E-02  0.176124E-03  0.730571E-03  0.597962E-03  0.111316E-02  0.288084E-02  0.125226E-02  0.283848E-03  0.998914E-03  0.203632E+03
  0.994687E+02  0.381074E+00  0.109459E-02  0.176124E-03  0.730571E-03  0.597962E-03  0.111316E-02  0.608139E-03  0.125226E-02  0.283848E-03  0.998914E-03  0.207062E+03
  0.994687E+02  0.381074E+00  0.109459E-02  0.176124E-03  0.730571E-03  0.597962E-03  0.259848E-02  0.608139E-03  0.125226E-02  0.283848E-03  0.998914E-03  0.204631E+03
  0.994687E+02  0.381074E+00  0.109459E-02  0.176124E-03  0.730571E-03  0.519689E-03  0.259848E-02  0.608139E-03  0.125226E-02  0.283848E-03  0.998914E-03  0.204565E+03
  0.994687E+02  0.381074E+00  0.868710E-03  0.103201E-03  0.730571E-03  0.784121E-03  0.102142E-02  0.608139E-03  0.125226E-02  0.175852E-02  0.998914E-03  0.204588E+03
  0.994687E+02  0.522293E+01  0.125215E-02  0.103201E-03  0.730571E-03  0.784121E-03  0.102142E-02  0.608139E-03  0.125226E-02  0.175852E-02  0.998914E-03  0.203038E+03
  0.994687E+02  0.479974E+01  0.125215E-02  0.103201E-03  0.730571E-03  0.784121E-03  0.102142E-02  0.608139E-03  0.125226E-02  0.175852E-02  0.127748E-02  0.202641E+03
  0.994687E+02  0.479974E+01  0.125215E-02  0.103201E-03  0.730571E-03  0.784121E-03  0.903864E-03  0.608139E-03  0.516919E-03  0.175852E-02  0.127748E-02  0.204338E+03
  0.994687E+02  0.761305E+00  0.125215E-02  0.103201E-03  0.730571E-03  0.784121E-03  0.903864E-03  0.608139E-03  0.516919E-03  0.175852E-02  0.127748E-02  0.204806E+03
  0.994687E+02  0.393705E+00  0.376349E-03  0.587125E-03  0.701194E-03  0.784121E-03  0.440495E-03  0.608139E-03  0.516919E-03  0.192521E-02  0.127748E-02  0.206391E+03
  0.994687E+02  0.393705E+00  0.376349E-03  0.587125E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.608139E-03  0.516919E-03  0.192521E-02  0.127748E-02  0.206324E+03
  0.994687E+02  0.393705E+00  0.376349E-03  0.587125E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.608139E-03  0.297668E-03  0.192521E-02  0.127748E-02  0.206459E+03
  0.996335E+02  0.393705E+00  0.376349E-03  0.587125E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.608139E-03  0.297668E-03  0.192521E-02  0.891330E-03  0.207546E+03
  0.996335E+02  0.393705E+00  0.376349E-03  0.587125E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.608139E-03  0.297668E-03  0.192521E-02  0.891330E-03  0.207546E+03
  0.992498E+02  0.393705E+00  0.376349E-03  0.587125E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.608139E-03  0.297668E-03  0.192521E-02  0.275625E-03  0.208025E+03
  0.100639E+03  0.393705E+00  0.376349E-03  0.587125E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.608139E-03  0.297668E-03  0.192521E-02  0.275625E-03  0.208425E+03
  0.100639E+03  0.420672E+00  0.376349E-03  0.587125E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.162614E-02  0.297668E-03  0.192521E-02  0.275625E-03  0.207086E+03
  0.100639E+03  0.420672E+00  0.376349E-03  0.587125E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.195785E-02  0.297668E-03  0.192521E-02  0.275625E-03  0.206534E+03
  0.100639E+03  0.420672E+00  0.376349E-03  0.587125E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.195785E-02  0.115299E-02  0.155596E-02  0.759289E-03  0.205216E+03
  0.100639E+03  0.420672E+00  0.376349E-03  0.587125E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.195785E-02  0.115299E-02  0.155596E-02  0.759289E-03  0.205216E+03
  0.100639E+03  0.724560E+01  0.376349E-03  0.587125E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.195785E-02  0.115299E-02  0.155596E-02  0.759289E-03  0.204850E+03
  0.100639E+03  0.724560E+01  0.376349E-03  0.473539E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.195785E-02  0.115299E-02  0.155596E-02  0.759289E-03  0.205011E+03
  0.100639E+03  0.705294E+01  0.376349E-03  0.473539E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.251734E-02  0.115299E-02  0.155596E-02  0.759289E-03  0.204344E+03
  0.100639E+03  0.362482E+01  0.376349E-03  0.473539E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.251734E-02  0.115299E-02  0.155596E-02  0.759289E-03  0.205144E+03
  0.100639E+03  0.362482E+01  0.376349E-03  0.473539E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.251734E-02  0.115299E-02  0.155596E-02  0.759289E-03  0.205144E+03
  0.100639E+03  0.112683E+01  0.376349E-03  0.473539E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.251734E-02  0.115299E-02  0.155596E-02  0.759289E-03  0.204771E+03
  0.100639E+03  0.112683E+01  0.376349E-03  0.473539E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.238142E-02  0.326070E-04  0.503363E-03  0.759289E-03  0.208518E+03
  0.100639E+03  0.112683E+01  0.376349E-03  0.473539E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.238142E-02  0.320151E-03  0.503363E-03  0.759289E-03  0.208703E+03
  0.100639E+03  0.112683E+01  0.376349E-03  0.473539E-03  0.701194E-03  0.784121E-03  0.636851E-03  0.238142E-02  0.320151E-03  0.503363E-03  0.759289E-03  0.208703E+03
  0.100639E+03  0.112683E+01  0.376349E-03  0.473539E-03  0.701194E-03  0.261125E-02  0.636851E-03  0.238142E-02  0.320151E-03  0.503363E-03  0.759289E-03  0.205877E+03
  0.100639E+03  0.112683E+01  0.376349E-03  0.353129E-03  0.701194E-03  0.261125E-02  0.636851E-03  0.238142E-02  0.320151E-03  0.503363E-03  0.759289E-03  0.205957E+03
  0.100639E+03  0.106915E+01  0.376349E-03  0.353129E-03  0.701194E-03  0.261125E-02  0.636851E-03  0.238142E-02  0.320151E-03  0.503363E-03  0.759289E-03  0.205945E+03
  0.100639E+03  0.237145E+01  0.376349E-03  0.353129E-03  0.701194E-03  0.261125E-02  0.636851E-03  0.238142E-02  0.320151E-03  0.403379E-03  0.759289E-03  0.206145E+03
  0.100639E+03  0.237145E+01  0.376349E-03  0.353129E-03  0.701194E-03  0.261125E-02  0.636851E-03  0.238142E-02  0.320151E-03  0.403379E-03  0.759289E-03  0.206145E+03
  0.100639E+03  0.237145E+01  0.376349E-03  0.353129E-03  0.701194E-03  0.144349E-02  0.636851E-03  0.315777E-02  0.246150E-03  0.403379E-03  0.759289E-03  0.206933E+03
  0.100639E+03  0.237145E+01  0.376349E-03  0.353129E-03  0.701194E-03  0.752976E-03  0.636851E-03  0.172511E-02  0.246150E-03  0.403379E-03  0.759289E-03  0.209987E+03
  0.100639E+03  0.262569E+00  0.376349E-03  0.353129E-03  0.701194E-03  0.752976E-03  0.636851E-03  0.172511E-02  0.246150E-03  0.403379E-03  0.759289E-03  0.209694E+03
  0.100639E+03  0.365168E+01  0.376349E-03  0.134928E-03  0.701194E-03  0.752976E-03  0.636851E-03  0.172511E-02  0.246150E-03  0.403379E-03  0.759289E-03  0.209662E+03
  0.100639E+03  0.508703E+00  0.376349E-03  0.134928E-03  0.701194E-03  0.752976E-03  0.636851E-03  0.172511E-02  0.246150E-03  0.403379E-03  0.759289E-03  0.209626E+03
  0.100639E+03  0.508703E+00  0.376349E-03  0.134928E-03  0.701194E-03  0.752976E-03  0.636851E-03  0.172511E-02  0.246150E-03  0.403379E-03  0.759289E-03  0.209626E+03
  0.100639E+03  0.508703E+00  0.376349E-03  0.134928E-03  0.701194E-03  0.752976E-03  0.636851E-03  0.172511E-02  0.246150E-03  0.403379E-03  0.759289E-03  0.209626E+03
  0.100639E+03  0.467913E+00  0.376349E-03  0.134928E-03  0.701194E-03  0.752976E-03  0.636851E-03  0.318318E-03  0.246150E-03  0.415946E-03  0.759289E-03  0.210390E+03
  0.100639E+03  0.467913E+00  0.376349E-03  0.134928E-03  0.701194E-03  0.752976E-03  0.636851E-03  0.318318E-03  0.246150E-03  0.415946E-03  0.759289E-03  0.210390E+03
  0.100639E+03  0.467913E+00  0.376349E-03  0.134928E-03  0.668424E-03  0.752976E-03  0.662851E-03  0.318318E-03  0.246150E-03  0.415946E-03  0.759289E-03  0.210382E+03
  0.100639E+03  0.467913E+00  0.376349E-03  0.134928E-03  0.668424E-03  0.752976E-03  0.662851E-03  0.318318E-03  0.744558E-03  0.415946E-03  0.759289E-03  0.209879E+03
  0.100639E+03  0.467913E+00  0.376349E-03  0.134928E-03  0.668424E-03  0.752976E-03  0.662851E-03  0.318318E-03  0.744558E-03  0.415946E-03  0.759289E-03  0.209879E+03
  0.101022E+03  0.467913E+00  0.376349E-03  0.134928E-03  0.668424E-03  0.752976E-03  0.662851E-03  0.318318E-03  0.744558E-03  0.415946E-03  0.759289E-03  0.209051E+03
  0.101022E+03  0.467913E+00  0.376349E-03  0.134928E-03  0.457902E-03  0.752976E-03  0.662851E-03  0.314488E-03  0.744558E-03  0.415946E-03  0.759289E-03  0.208902E+03
  0.100318E+03  0.467913E+00  0.376349E-03  0.134928E-03  0.457902E-03  0.752976E-03  0.662851E-03  0.164997E-02  0.744558E-03  0.415946E-03  0.759289E-03  0.209484E+03
  0.100318E+03  0.467913E+00  0.376349E-03  0.134928E-03  0.457902E-03  0.752976E-03  0.662851E-03  0.164997E-02  0.744558E-03  0.415946E-03  0.759289E-03  0.209484E+03
  0.100318E+03  0.467913E+00  0.376349E-03  0.134928E-03  0.634597E-03  0.752976E-03  0.103014E-02  0.164997E-02  0.744558E-03  0.415946E-03  0.577016E-03  0.209199E+03
  0.100318E+03  0.467913E+00  0.376349E-03  0.134928E-03  0.634597E-03  0.116051E-02  0.103014E-02  0.164997E-02  0.744558E-03  0.415946E-03  0.577016E-03  0.208669E+03
  0.100318E+03  0.499804E+01  0.376349E-03  0.134928E-03  0.634597E-03  0.116051E-02  0.103014E-02  0.164997E-02  0.744558E-03  0.415946E-03  0.577016E-03  0.208118E+03
  0.100318E+03 -0.585771E+01  0.376349E-03  0.134928E-03  0.634597E-03  0.116051E-02  0.103014E-02  0.137415E-02  0.744558E-03  0.102785E-03  0.577016E-03  0.203235E+03
  0.100318E+03 -0.251367E+01  0.376349E-03  0.134928E-03  0.634597E-03  0.116051E-02  0.103014E-02  0.137415E-02  0.744558E-03  0.396173E-03  0.577016E-03  0.207388E+03
  0.100318E+03 -0.251367E+01  0.376349E-03  0.134928E-03  0.634597E-03  0.116051E-02  0.476789E-03  0.137415E-02  0.744558E-03  0.396173E-03  0.577016E-03  0.208020E+03
  0.100318E+03  0.184374E+01  0.607238E-03  0.134928E-03  0.634597E-03  0.116051E-02  0.476789E-03  0.137415E-02  0.744558E-03  0.396173E-03  0.577016E-03  0.210001E+03
  0.100318E+03  0.184374E+01  0.607238E-03  0.134928E-03  0.634597E-03  0.116051E-02  0.476789E-03  0.137415E-02  0.744558E-03  0.396173E-03  0.577016E-03  0.210001E+03
  0.100318E+03  0.401708E+01  0.607238E-03  0.134928E-03  0.634597E-03  0.116051E-02  0.476789E-03  0.137415E-02  0.744558E-03  0.396173E-03  0.577016E-03  0.209684E+03
  0.100318E+03  0.283305E+01  0.607238E-03  0.134928E-03  0.634597E-03  0.720947E-03  0.476789E-03  0.137415E-02  0.744558E-03  0.396173E-03  0.577016E-03  0.210569E+03
  0.100271E+03  0.283305E+01  0.607238E-03  0.134928E-03  0.634597E-03  0.720947E-03  0.476789E-03  0.137415E-02  0.744558E-03  0.396173E-03  0.577016E-03  0.210576E+03
  0.100271E+03  0.283305E+01  0.529020E-03  0.523625E-03  0.634597E-03  0.720947E-03  0.476789E-03  0.137415E-02  0.744558E-03  0.396173E-03  0.577016E-03  0.210574E+03
  0.100271E+03  0.283305E+01  0.155165E-03  0.523625E-03  0.634597E-03  0.720947E-03  0.476789E-03  0.137415E-02  0.744558E-03  0.396173E-03  0.577016E-03  0.210679E+03
  0.100271E+03  0.283305E+01  0.417755E-03  0.155538E-03  0.634597E-03  0.720947E-03  0.476789E-03  0.137415E-02  0.820358E-03  0.396173E-03  0.577016E-03  0.210691E+03
  0.100271E+03  0.274209E+01  0.417755E-03  0.155538E-03  0.634597E-03  0.720947E-03  0.476789E-03  0.137415E-02  0.820358E-03  0.396173E-03  0.577016E-03  0.210701E+03
  0.100271E+03  0.274209E+01  0.417755E-03  0.155538E-03  0.634597E-03  0.720947E-03  0.151726E-03  0.137415E-02  0.820358E-03  0.396173E-03  0.577016E-03  0.210443E+03
  0.100271E+03  0.274209E+01  0.417755E-03  0.155538E-03  0.634597E-03  0.720947E-03  0.141908E-03  0.137415E-02  0.820358E-03  0.396173E-03  0.577016E-03  0.210428E+03
  0.100271E+03  0.274209E+01  0.417755E-03  0.155538E-03  0.634597E-03  0.720947E-03  0.141908E-03  0.137415E-02  0.820358E-03  0.396173E-03  0.577016E-03  0.210428E+03
  0.100271E+03  0.327959E+01  0.417755E-03  0.155538E-03  0.634597E-03  0.495251E-02  0.141908E-03  0.137415E-02  0.820358E-03  0.396173E-03  0.577016E-03  0.205043E+03
  0.100271E+03  0.473854E+01  0.417755E-03  0.155538E-03  0.634597E-03  0.495251E-02  0.141908E-03  0.137415E-02  0.820358E-03  0.396173E-03  0.577016E-03  0.204460E+03
  0.100271E+03  0.473854E+01  0.417755E-03  0.155538E-03  0.634597E-03  0.495251E-02  0.398956E-02  0.137415E-02  0.820358E-03  0.396173E-03  0.577016E-03  0.199414E+03
  0.100271E+03  0.473854E+01  0.417755E-03  0.155538E-03  0.634597E-03  0.587928E-02  0.398956E-02  0.137415E-02  0.820358E-03  0.789846E-03  0.577016E-03  0.198289E+03
  0.100271E+03  0.473854E+01  0.417755E-03  0.155538E-03  0.307146E-03  0.587928E-02  0.220501E-02  0.137415E-02  0.820358E-03  0.789846E-03  0.577016E-03  0.200588E+03
  0.100271E+03  0.401543E+01  0.417755E-03  0.155538E-03  0.307146E-03  0.184314E-02  0.220501E-02  0.137415E-02  0.820358E-03  0.789846E-03  0.168992E-03  0.204964E+03
  0.100271E+03  0.370521E+01  0.417755E-03  0.155538E-03  0.307146E-03  0.120338E-02  0.220501E-02  0.137415E-02  0.820358E-03  0.789846E-03  0.168992E-03  0.206171E+03
  0.100459E+03  0.286588E+01  0.417755E-03  0.155538E-03  0.307146E-03  0.120338E-02  0.203592E-02  0.137415E-02  0.820358E-03  0.789846E-03  0.168992E-03  0.206490E+03
  0.100459E+03  0.286588E+01  0.417755E-03  0.155538E-03  0.676246E-03  0.120338E-02  0.203592E-02  0.137415E-02  0.820358E-03  0.789846E-03  0.168992E-03  0.206518E+03
  0.100459E+03  0.286588E+01  0.417755E-03  0.155538E-03  0.676246E-03  0.120338E-02  0.149637E-02  0.158105E-02  0.820358E-03  0.789846E-03  0.168992E-03  0.207143E+03
  0.100459E+03  0.286588E+01  0.417755E-03  0.155538E-03  0.676246E-03  0.120338E-02  0.149637E-02  0.107887E-02  0.651372E-03  0.789846E-03  0.168992E-03  0.208285E+03
  0.100459E+03  0.286588E+01  0.417755E-03  0.155538E-03  0.676246E-03  0.122521E-02  0.907612E-03  0.107887E-02  0.651372E-03  0.789846E-03  0.168992E-03  0.209456E+03
  0.100459E+03  0.602767E+01  0.417755E-03  0.155538E-03  0.676246E-03  0.123189E-02  0.907612E-03  0.107887E-02  0.651372E-03  0.789846E-03  0.168992E-03  0.207994E+03
  0.100459E+03  0.602767E+01  0.417755E-03  0.155538E-03  0.676246E-03  0.123189E-02  0.907612E-03  0.107887E-02  0.651372E-03  0.789846E-03  0.168992E-03  0.207994E+03
  0.100459E+03  0.602767E+01  0.417755E-03  0.155538E-03  0.676246E-03  0.728140E-03  0.907612E-03  0.107887E-02  0.651372E-03  0.789846E-03  0.168992E-03  0.208777E+03
  0.100459E+03  0.602767E+01  0.417755E-03  0.155538E-03  0.676246E-03  0.728140E-03  0.907612E-03  0.107887E-02  0.651372E-03  0.789846E-03  0.168992E-03  0.208777E+03
  0.100459E+03  0.627939E+01  0.417755E-03  0.343843E-02  0.676246E-03  0.728140E-03  0.907612E-03  0.107887E-02  0.129257E-03  0.789846E-03  0.168992E-03  0.202819E+03
  0.100459E+03  0.627939E+01  0.417755E-03  0.343843E-02  0.676246E-03  0.848892E-03  0.907612E-03  0.107887E-02  0.129257E-03  0.789846E-03  0.168992E-03  0.202679E+03
  0.100459E+03  0.176168E+01  0.257194E-03  0.213370E-02  0.676246E-03  0.848892E-03  0.907612E-03  0.978728E-03  0.129257E-03  0.789846E-03  0.168992E-03  0.207028E+03
  0.100459E+03 -0.368161E-01  0.257194E-03  0.134556E-02  0.676246E-03  0.848892E-03  0.907612E-03  0.978728E-03  0.129257E-03  0.789846E-03  0.168992E-03  0.208410E+03
  0.100459E+03 -0.368161E-01  0.257194E-03  0.134556E-02  0.676246E-03  0.848892E-03  0.907612E-03  0.978728E-03  0.129257E-03  0.789846E-03  0.168992E-03  0.208410E+03
  0.100459E+03 -0.368161E-01  0.257194E-03  0.430311E-03  0.676246E-03  0.848892E-03  0.907612E-03  0.978728E-03  0.129257E-03  0.789846E-03  0.168992E-03  0.210229E+03
  0.100459E+03 -0.368161E-01  0.257194E-03  0.430311E-03  0.676246E-03  0.848892E-03  0.907612E-03  0.978728E-03  0.129257E-03  0.789846E-03  0.168992E-03  0.210229E+03
  0.100459E+03 -0.368161E-01  0.257194E-03  0.430311E-03  0.676246E-03  0.848892E-03  0.907612E-03  0.305157E-02  0.129257E-03  0.789846E-03  0.168992E-03  0.207032E+03
  0.100459E+03 -0.368161E-01  0.257194E-03  0.546603E-03  0.676246E-03  0.848892E-03  0.907612E-03  0.305157E-02  0.129257E-03  0.789846E-03  0.168992E-03  0.206911E+03
