"P0" "P1" "P2" "P3" "P4"
1 0.522863144288253 -0.089921198517502 -0.426936230517218 -0.323210235934785
1 0.532961706253029 -0.0739277295017894 -0.42097555225983 -0.337190937964276
1 0.543060268217806 -0.0576283176248072 -0.414199594855652 -0.350415612167924
1 0.553158830182582 -0.0410229628865564 -0.406592910389973 -0.362826080510818
1 0.563257392147358 -0.024111665287036 -0.398140050948082 -0.37436307294598
1 0.573355954112134 -0.00689442482624592 -0.388825568615267 -0.384966227414365
1 0.58345451607691 0.0106287584958127 -0.378634015476819 -0.394574089844858
1 0.593553078041687 0.0284578846791412 -0.367549943618025 -0.403124114154279
1 0.603651640006463 0.0465929537237387 -0.355557905124175 -0.410552662247378
1 0.613750201971239 0.0650339656296052 -0.342642452080558 -0.416795004016839
1 0.623848763936016 0.0837809203967416 -0.328788136572462 -0.42178531734328
1 0.633947325900792 0.102833818025147 -0.313979510685177 -0.425456688095247
1 0.644045887865568 0.122192658514821 -0.298201126503992 -0.427741110129223
1 0.654144449830344 0.141857441865765 -0.281437536114194 -0.428569485289622
1 0.66424301179512 0.161828168077979 -0.263673291601074 -0.427871623408788
1 0.674341573759896 0.182104837151461 -0.244892945049922 -0.425576242307
1 0.684440135724673 0.202687449086213 -0.225081048546023 -0.42161096779247
1 0.694538697689449 0.223576003882234 -0.20422215417467 -0.415902333661341
1 0.704637259654225 0.244770501539523 -0.18230081402115 -0.408375781697688
1 0.714735821619001 0.266270942058083 -0.159301580170751 -0.39895566167352
1 0.724834383583778 0.288077325437912 -0.135209004708764 -0.387565231348777
1 0.734932945548554 0.31018965167901 -0.110007639720478 -0.374126656471333
1 0.74503150751333 0.332607920781378 -0.0836820372911799 -0.358561010776994
1 0.755130069478106 0.355332132745014 -0.0562167495061603 -0.340788275989496
1 0.765228631442882 0.37836228756992 -0.0275963284507077 -0.320727341820511
1 0.775327193407659 0.401698385256095 0.00219467378988895 -0.298296005969642
1 0.785425755372435 0.42534042580354 0.0331717051303407 -0.273410974124423
1 0.795524317337211 0.449288409212254 0.0653502134853585 -0.245987859960324
1 0.805622879301987 0.473542335482237 0.0987456467696535 -0.215941185140743
1 0.815721441266763 0.498102204613489 0.133373452897937 -0.183184379317014
1 0.82582000323154 0.52296801660601 0.169249079784919 -0.147629780128403
1 0.835918565196316 0.548139771459801 0.206387975345312 -0.109188633202106
1 0.846017127161092 0.573617469174861 0.244805587493826 -0.0677710921532534
1 0.856115689125868 0.599401109751191 0.284517364145173 -0.023286218584908
1 0.866214251090645 0.625490693188789 0.325538753214062 0.0243580179119351
1 0.876312813055421 0.651886219487658 0.367885202615208 0.0752547397583499
1 0.886411375020197 0.678587688647794 0.411572160263317 0.129498161387473
1 0.896509936984973 0.705595100669201 0.456615074073103 0.187183589244515
1 0.905918124531794 0.731031472532804 0.499812351263193 0.244107264380208
1 0.915326312078614 0.756733386375156 0.544212424910144 0.304180876009267
1 0.924734499625435 0.782700842196255 0.589827786357645 0.367484048397384
1 0.934142687172256 0.808933839996105 0.636670926949384 0.434097228456581
1 0.943550874719076 0.835432379774701 0.684754338029047 0.504101685745206
1 0.952959062265897 0.862196461532047 0.734090510940326 0.577579512467941
1 0.962367249812718 0.88922608526814 0.784691937026904 0.654613623475787
1 0.971775437359538 0.916521250982982 0.836571107632471 0.735287756266085
1 0.981183624906359 0.944081958676573 0.88974051410072 0.819686470982505
1 0.99059181245318 0.971908208348913 0.944212647775334 0.907895150415037
1 1 1 1 1
