a0_min         a1_min         a2_min         a3_min         a4_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   Y9_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.100793E+03   0.103994E+01  -0.188986E+01  -0.221217E+02   0.381812E+01   0.245369E-03   0.833127E-03   0.437551E-03   0.252722E-02   0.177339E-02   0.558455E-02   0.557766E-03   0.384400E-03   0.626563E-03   0.199350E+03   0.000000E+00   0.000000E+00   0.199350E+03  -0.398700E+03
   0.100793E+03  -0.190630E+01  -0.188986E+01  -0.213353E+02  -0.180005E+01   0.245369E-03   0.833127E-03   0.437551E-03   0.436325E-02   0.177339E-02   0.558455E-02   0.179202E-02   0.625963E-03   0.626563E-03   0.195561E+03   0.000000E+00   0.000000E+00   0.195561E+03  -0.391122E+03
   0.100793E+03   0.346752E-01  -0.350433E+01  -0.908113E+01  -0.107306E+02   0.245369E-03   0.712379E-03   0.437551E-03   0.786579E-02   0.177339E-02   0.481802E-02   0.179202E-02   0.625963E-03   0.626563E-03   0.193997E+03   0.000000E+00   0.000000E+00   0.193997E+03  -0.387994E+03
   0.100793E+03   0.292813E+01  -0.350433E+01  -0.953896E+01  -0.968656E+01   0.245369E-03   0.712379E-03   0.564393E-03   0.404361E-02   0.177339E-02   0.481802E-02   0.658154E-03   0.625963E-03   0.626563E-03   0.198972E+03   0.000000E+00   0.000000E+00   0.198972E+03  -0.397944E+03
   0.100793E+03   0.292813E+01  -0.350433E+01  -0.121201E+02   0.941456E+01   0.545715E-03   0.487069E-03   0.564393E-03   0.687546E-03   0.177339E-02   0.342268E-02   0.658154E-03   0.242682E-03   0.626563E-03   0.205413E+03   0.000000E+00   0.000000E+00   0.205413E+03  -0.410826E+03
   0.100793E+03   0.406210E+01  -0.764390E+01  -0.544063E+01   0.941456E+01   0.545715E-03   0.487069E-03   0.564393E-03   0.687546E-03   0.177339E-02   0.480930E-02   0.359005E-03   0.242682E-03   0.626563E-03   0.204076E+03   0.000000E+00   0.000000E+00   0.204076E+03  -0.408152E+03
   0.100793E+03   0.406210E+01  -0.764390E+01  -0.963803E+01  -0.299011E+01   0.545715E-03   0.487069E-03   0.564393E-03   0.687546E-03   0.177339E-02   0.450651E-02   0.359005E-03   0.242682E-03   0.626563E-03   0.203946E+03   0.000000E+00   0.000000E+00   0.203946E+03  -0.407892E+03
   0.100793E+03   0.257654E+01  -0.583584E+01  -0.165894E+02  -0.149396E+01   0.545715E-03   0.487069E-03   0.536731E-03   0.687546E-03   0.177339E-02   0.900460E-03   0.941964E-03   0.242682E-03   0.626563E-03   0.207732E+03   0.000000E+00   0.000000E+00   0.207732E+03  -0.415464E+03
   0.100793E+03   0.257654E+01  -0.145999E+02  -0.724086E+01  -0.149396E+01   0.605138E-03   0.487069E-03   0.536731E-03   0.687546E-03   0.177339E-02   0.120729E-02   0.941964E-03   0.242682E-03   0.626563E-03   0.206578E+03   0.000000E+00   0.000000E+00   0.206578E+03  -0.413156E+03
   0.100793E+03   0.257654E+01  -0.145999E+02   0.242550E+01  -0.129855E+02   0.605138E-03   0.487069E-03   0.681803E-03   0.194699E-02   0.177339E-02   0.120729E-02   0.723969E-03   0.242682E-03   0.155809E-02   0.201355E+03   0.000000E+00   0.000000E+00   0.201355E+03  -0.402710E+03
   0.100793E+03   0.242316E+01  -0.645455E+01  -0.789731E+01  -0.288685E+01   0.605138E-03   0.487069E-03   0.681803E-03   0.967458E-03   0.235271E-02   0.120729E-02   0.723969E-03   0.242682E-03   0.155809E-02   0.204658E+03   0.000000E+00   0.000000E+00   0.204658E+03  -0.409316E+03
   0.100793E+03   0.242316E+01  -0.137446E+02  -0.111745E+02  -0.775577E+01   0.605138E-03   0.667607E-03   0.681803E-03   0.967458E-03   0.165903E-03   0.120729E-02   0.723969E-03   0.242682E-03   0.583695E-03   0.207230E+03   0.000000E+00   0.000000E+00   0.207230E+03  -0.414460E+03
   0.100793E+03   0.242316E+01  -0.991207E+01  -0.107443E+02  -0.431655E+01   0.605138E-03   0.261913E-03   0.681803E-03   0.967458E-03   0.165903E-03   0.764203E-03   0.723969E-03   0.242682E-03   0.583695E-03   0.208852E+03   0.000000E+00   0.000000E+00   0.208852E+03  -0.417704E+03
   0.990322E+02   0.727059E-01  -0.114515E+01  -0.119289E+02   0.178095E+01   0.605138E-03   0.261913E-03   0.681803E-03   0.967458E-03   0.165903E-03   0.764203E-03   0.108515E-02   0.242682E-03   0.583695E-03   0.207810E+03   0.000000E+00   0.000000E+00   0.207810E+03  -0.415620E+03
   0.990322E+02   0.727059E-01  -0.114515E+01  -0.471656E+01   0.109574E+01   0.866941E-05   0.261913E-03   0.681803E-03   0.967458E-03   0.165903E-03   0.764203E-03   0.108515E-02   0.242682E-03   0.583695E-03   0.208815E+03   0.000000E+00   0.000000E+00   0.208815E+03  -0.417630E+03
   0.990322E+02   0.727059E-01  -0.114515E+01  -0.375267E+01   0.109574E+01   0.866941E-05   0.261913E-03   0.681803E-03   0.967458E-03   0.165903E-03   0.758757E-03   0.108515E-02   0.242682E-03   0.583695E-03   0.208859E+03   0.000000E+00   0.000000E+00   0.208859E+03  -0.417718E+03
   0.990322E+02  -0.309227E+01  -0.945895E+01   0.963023E+00   0.109574E+01   0.866941E-05   0.261913E-03   0.681803E-03   0.967458E-03   0.442735E-03   0.758757E-03   0.108515E-02   0.242682E-03   0.220035E-04   0.206673E+03   0.000000E+00   0.000000E+00   0.206673E+03  -0.413346E+03
   0.990322E+02   0.284798E+01  -0.945895E+01  -0.242312E+01  -0.141153E+02   0.866941E-05   0.261913E-03   0.681803E-03   0.967458E-03   0.442735E-03   0.758757E-03   0.122892E-02   0.242682E-03   0.103928E-02   0.206001E+03   0.000000E+00   0.000000E+00   0.206001E+03  -0.412002E+03
   0.990322E+02   0.284798E+01  -0.696501E+01  -0.366251E+01  -0.141153E+02   0.257718E-02   0.265352E-03   0.681803E-03   0.967458E-03   0.442735E-03   0.758757E-03   0.122892E-02   0.242682E-03   0.542528E-03   0.206120E+03   0.000000E+00   0.000000E+00   0.206120E+03  -0.412240E+03
   0.990322E+02   0.284798E+01  -0.696501E+01  -0.366251E+01  -0.964926E+01   0.257718E-02   0.265352E-03   0.681803E-03   0.967458E-03   0.442735E-03   0.758757E-03   0.122892E-02   0.242682E-03   0.462921E-03   0.206653E+03   0.000000E+00   0.000000E+00   0.206653E+03  -0.413306E+03
   0.990322E+02   0.284798E+01  -0.696501E+01  -0.304150E+01  -0.964926E+01   0.628595E-03   0.130496E-03   0.681803E-03   0.757274E-03   0.442735E-03   0.552958E-03   0.122892E-02   0.242682E-03   0.462921E-03   0.209758E+03   0.000000E+00   0.000000E+00   0.209758E+03  -0.419516E+03
   0.101056E+03   0.284798E+01  -0.696501E+01  -0.100787E+02  -0.287176E+02   0.628595E-03   0.358155E-03   0.681803E-03   0.757274E-03   0.442735E-03   0.552958E-03   0.332007E-03   0.242682E-03   0.462921E-03   0.207378E+03   0.000000E+00   0.000000E+00   0.207378E+03  -0.414756E+03
   0.990584E+02   0.425923E+01  -0.696501E+01   0.257399E+01  -0.346700E+01   0.628595E-03   0.358155E-03   0.681803E-03   0.854644E-03   0.442735E-03   0.114849E-02   0.878486E-03   0.992097E-03   0.140712E-03   0.208391E+03   0.000000E+00   0.000000E+00   0.208391E+03  -0.416782E+03
   0.995395E+02   0.146408E+01  -0.696501E+01   0.192565E+01  -0.759826E+01   0.657731E-04   0.358155E-03   0.681803E-03   0.854644E-03   0.443886E-03   0.161628E-02   0.878486E-03   0.640662E-03   0.140712E-03   0.209576E+03   0.000000E+00   0.000000E+00   0.209576E+03  -0.419152E+03
   0.995395E+02   0.147353E+01  -0.861443E+01  -0.269460E+01  -0.759826E+01   0.657731E-04   0.358155E-03   0.681803E-03   0.317350E-02   0.443886E-03   0.161628E-02   0.878486E-03   0.100950E-02   0.140712E-03   0.205781E+03   0.000000E+00   0.000000E+00   0.205781E+03  -0.411562E+03
   0.995395E+02   0.147353E+01  -0.139193E+02  -0.269460E+01  -0.565555E+01   0.657731E-04   0.358155E-03   0.681803E-03   0.317350E-02   0.443886E-03   0.161628E-02   0.878486E-03   0.174251E-03   0.140712E-03   0.205085E+03   0.000000E+00   0.000000E+00   0.205085E+03  -0.410170E+03
   0.995395E+02   0.147353E+01  -0.139193E+02  -0.607813E+01  -0.141758E+02   0.309633E-02   0.358155E-03   0.681803E-03   0.588800E-03   0.443886E-03   0.161628E-02   0.878486E-03   0.174251E-03   0.140712E-03   0.203852E+03   0.000000E+00   0.000000E+00   0.203852E+03  -0.407704E+03
   0.995395E+02   0.147353E+01  -0.449892E+00  -0.552267E+01  -0.599229E+01   0.309633E-02   0.358155E-03   0.681803E-03   0.197694E-02   0.443886E-03   0.161628E-02   0.878486E-03   0.174251E-03   0.140712E-03   0.203994E+03   0.000000E+00   0.000000E+00   0.203994E+03  -0.407988E+03
   0.995395E+02   0.147353E+01   0.910932E+00  -0.474608E+01   0.103669E+02   0.235821E-02   0.358155E-03   0.898734E-03   0.197694E-02   0.443886E-03   0.264763E-02   0.878486E-03   0.174251E-03   0.140712E-03   0.201355E+03   0.000000E+00   0.000000E+00   0.201355E+03  -0.402710E+03
   0.995395E+02   0.147353E+01   0.910932E+00  -0.474608E+01   0.947747E+01   0.258618E-02   0.358155E-03   0.898734E-03   0.152661E-03   0.443886E-03   0.264763E-02   0.148799E-02   0.174251E-03   0.140712E-03   0.200868E+03   0.000000E+00   0.000000E+00   0.200868E+03  -0.401736E+03
   0.995395E+02   0.147353E+01  -0.410333E+00  -0.247914E+01  -0.474585E+01   0.258618E-02   0.796502E-03   0.136411E-02   0.143751E-02   0.443886E-03   0.264763E-02   0.195774E-02   0.900305E-03   0.140712E-03   0.198665E+03   0.000000E+00   0.000000E+00   0.198665E+03  -0.397330E+03
   0.102510E+03  -0.411391E+01  -0.410333E+00  -0.247914E+01   0.130667E+02   0.258618E-02   0.796502E-03   0.136411E-02   0.143751E-02   0.443886E-03   0.264763E-02   0.195774E-02   0.205616E-03   0.140712E-03   0.196445E+03   0.000000E+00   0.000000E+00   0.196445E+03  -0.392890E+03
   0.102510E+03  -0.411391E+01  -0.410333E+00  -0.150377E+02  -0.156138E+01   0.258618E-02   0.796502E-03   0.179521E-02   0.143751E-02   0.443886E-03   0.264763E-02   0.207109E-02   0.205616E-03   0.140712E-03   0.198783E+03   0.000000E+00   0.000000E+00   0.198783E+03  -0.397566E+03
   0.102510E+03  -0.411391E+01  -0.410333E+00  -0.101249E+02   0.284717E+00   0.501343E-03   0.469898E-03   0.179521E-02   0.143751E-02   0.443886E-03   0.264763E-02   0.207109E-02   0.205616E-03   0.140712E-03   0.199734E+03   0.000000E+00   0.000000E+00   0.199734E+03  -0.399468E+03
   0.102510E+03   0.415502E+01   0.731852E+00  -0.180448E+02   0.284717E+00   0.501343E-03   0.469898E-03   0.145742E-02   0.143751E-02   0.443886E-03   0.147588E-02   0.188105E-02   0.205616E-03   0.510262E-03   0.201724E+03   0.000000E+00   0.000000E+00   0.201724E+03  -0.403448E+03
   0.102510E+03   0.375164E+01  -0.118358E+02  -0.235274E+02   0.241765E+01   0.501343E-03   0.469898E-03   0.123907E-02   0.143751E-02   0.443886E-03   0.147588E-02   0.188105E-02   0.205616E-03   0.510262E-03   0.201877E+03   0.000000E+00   0.000000E+00   0.201877E+03  -0.403754E+03
   0.102510E+03  -0.357844E+01  -0.118358E+02  -0.709178E+01   0.157512E+02   0.111713E-02   0.469898E-03   0.123907E-02   0.143751E-02   0.270927E-02   0.147588E-02   0.353729E-03   0.205616E-03   0.510262E-03   0.199555E+03   0.000000E+00   0.000000E+00   0.199555E+03  -0.399110E+03
   0.102510E+03   0.501475E+01  -0.620670E+01  -0.709178E+01   0.244523E+02   0.111713E-02   0.469898E-03   0.117992E-02   0.143751E-02   0.270927E-02   0.202610E-02   0.353729E-03   0.205616E-03   0.597618E-03   0.199878E+03   0.000000E+00   0.000000E+00   0.199878E+03  -0.399756E+03
   0.102510E+03   0.501475E+01   0.514570E+01   0.142414E+02  -0.213622E+00   0.111713E-02   0.469898E-03   0.117992E-02   0.143751E-02   0.270927E-02   0.202610E-02   0.353729E-03   0.162782E-02   0.597618E-03   0.197283E+03   0.000000E+00   0.000000E+00   0.197283E+03  -0.394566E+03
   0.102510E+03   0.745078E+01   0.118336E+02   0.888356E+01  -0.132349E+02   0.432486E-03   0.809496E-03   0.117992E-02   0.143751E-02   0.270927E-02   0.354636E-03   0.235667E-02   0.145493E-02   0.153045E-03   0.196192E+03   0.000000E+00   0.000000E+00   0.196192E+03  -0.392384E+03
   0.102510E+03   0.515804E+01   0.118336E+02   0.164654E+02  -0.191090E+02   0.432486E-03   0.809496E-03   0.117992E-02   0.143751E-02   0.270927E-02   0.354636E-03   0.235667E-02   0.158709E-02   0.153045E-03   0.195274E+03   0.000000E+00   0.000000E+00   0.195274E+03  -0.390548E+03
   0.102510E+03   0.825937E+01   0.112947E+02  -0.824141E+01  -0.213458E+02   0.641770E-03   0.809496E-03   0.117992E-02   0.143751E-02   0.270927E-02   0.354636E-03   0.235667E-02   0.298541E-02   0.153045E-03   0.195587E+03   0.000000E+00   0.000000E+00   0.195587E+03  -0.391174E+03
   0.104747E+03  -0.285882E+01   0.166187E+02  -0.220313E+02  -0.127249E+02   0.984341E-03   0.809496E-03   0.117992E-02   0.143751E-02   0.586516E-03   0.354636E-03   0.211858E-02   0.168960E-02   0.153045E-03   0.197958E+03   0.000000E+00   0.000000E+00   0.197958E+03  -0.395916E+03
   0.105183E+03   0.566192E+01   0.576760E+01  -0.114691E+02  -0.333499E+02   0.984341E-03   0.809496E-03   0.117992E-02   0.266962E-03   0.586516E-03   0.188040E-02   0.182880E-02   0.168960E-02   0.153045E-03   0.198759E+03   0.000000E+00   0.000000E+00   0.198759E+03  -0.397518E+03
   0.105183E+03   0.566192E+01   0.396618E+01  -0.931029E+01  -0.275126E+02   0.984341E-03   0.101401E-02   0.163355E-02   0.266962E-03   0.586516E-03   0.184973E-02   0.200851E-02   0.260591E-02   0.153045E-03   0.196166E+03   0.000000E+00   0.000000E+00   0.196166E+03  -0.392332E+03
   0.105183E+03   0.698863E+01   0.576783E+01  -0.138115E+02  -0.362473E+02   0.984341E-03   0.101401E-02   0.163355E-02   0.266962E-03   0.586516E-03   0.184973E-02   0.986031E-03   0.260591E-02   0.153045E-03   0.197423E+03   0.000000E+00   0.000000E+00   0.197423E+03  -0.394846E+03
   0.105183E+03   0.824887E+01  -0.405115E+01  -0.206180E+02  -0.258663E+02   0.984341E-03   0.101401E-02   0.163355E-02   0.266962E-03   0.586516E-03   0.184973E-02   0.181084E-02   0.260591E-02   0.153045E-03   0.196598E+03   0.000000E+00   0.000000E+00   0.196598E+03  -0.393196E+03
   0.105183E+03   0.445376E+01  -0.405115E+01  -0.235601E+02  -0.203159E+02   0.984341E-03   0.101401E-02   0.163355E-02   0.266962E-03   0.673148E-03   0.184973E-02   0.181084E-02   0.260591E-02   0.153045E-03   0.195608E+03   0.000000E+00   0.000000E+00   0.195608E+03  -0.391216E+03
   0.105246E+03   0.858917E+01   0.443897E+01  -0.235601E+02  -0.290410E+02   0.984341E-03   0.101401E-02   0.199851E-04   0.266962E-03   0.673148E-03   0.184973E-02   0.181084E-02   0.260591E-02   0.153045E-03   0.198790E+03   0.000000E+00   0.000000E+00   0.198790E+03  -0.397580E+03
   0.105456E+03   0.127276E+02   0.365114E+01  -0.336612E+02  -0.184878E+02   0.984341E-03   0.101401E-02   0.199851E-04   0.266962E-03   0.836786E-03   0.184973E-02   0.451516E-02   0.260591E-02   0.153045E-03   0.196755E+03   0.000000E+00   0.000000E+00   0.196755E+03  -0.393510E+03
   0.105456E+03   0.833840E+01   0.365114E+01  -0.258064E+02  -0.184878E+02   0.984341E-03   0.101401E-02   0.199851E-04   0.173171E-03   0.920187E-03   0.246780E-02   0.192105E-02   0.247302E-02   0.153045E-03   0.198297E+03   0.000000E+00   0.000000E+00   0.198297E+03  -0.396594E+03
   0.105456E+03   0.104292E+02   0.488031E+01  -0.258064E+02  -0.184878E+02   0.984341E-03   0.101401E-02   0.551146E-03   0.173171E-03   0.920187E-03   0.246780E-02   0.182452E-02   0.351898E-02   0.153045E-03   0.197980E+03   0.000000E+00   0.000000E+00   0.197980E+03  -0.395960E+03
   0.105456E+03   0.884170E+01   0.488031E+01  -0.258064E+02  -0.184878E+02   0.984341E-03   0.101401E-02   0.551146E-03   0.113792E-03   0.193217E-03   0.270432E-02   0.238343E-02   0.418605E-02   0.153045E-03   0.197867E+03   0.000000E+00   0.000000E+00   0.197867E+03  -0.395734E+03
   0.105456E+03   0.877217E+01   0.488031E+01  -0.220969E+02  -0.172117E+02   0.114739E-03   0.101401E-02   0.551146E-03   0.113792E-03   0.193217E-03   0.414643E-02   0.238343E-02   0.383879E-02   0.153045E-03   0.195531E+03   0.000000E+00   0.000000E+00   0.195531E+03  -0.391062E+03
   0.103553E+03   0.877217E+01   0.488031E+01  -0.169469E+02  -0.628048E+01   0.114739E-03   0.101401E-02   0.551146E-03   0.113792E-03   0.193217E-03   0.414643E-02   0.341499E-02   0.383879E-02   0.835997E-03   0.195430E+03   0.000000E+00   0.000000E+00   0.195430E+03  -0.390860E+03
   0.103553E+03   0.585333E+01   0.217978E+01  -0.225185E+02  -0.237916E+02   0.147519E-02   0.101401E-02   0.551146E-03   0.201529E-02   0.193217E-03   0.414643E-02   0.166711E-02   0.211818E-02   0.835997E-03   0.195150E+03   0.000000E+00   0.000000E+00   0.195150E+03  -0.390300E+03
   0.103553E+03   0.585333E+01   0.217978E+01  -0.149559E+02  -0.203592E+02   0.853991E-03   0.993514E-03   0.551146E-03   0.201529E-02   0.193217E-03   0.414643E-02   0.369962E-02   0.211818E-02   0.835997E-03   0.193822E+03   0.000000E+00   0.000000E+00   0.193822E+03  -0.387644E+03
   0.103553E+03   0.121021E+02   0.217978E+01  -0.241929E+02  -0.207864E+02   0.853991E-03   0.993514E-03   0.527774E-03   0.156534E-02   0.115837E-04   0.414643E-02   0.311534E-02   0.228606E-02   0.356468E-03   0.197147E+03   0.000000E+00   0.000000E+00   0.197147E+03  -0.394294E+03
   0.103553E+03   0.121021E+02  -0.464893E+01  -0.241929E+02  -0.226043E+02   0.853991E-03   0.993514E-03   0.527774E-03   0.156534E-02   0.115837E-04   0.351056E-02   0.171080E-02   0.228606E-02   0.356468E-03   0.198008E+03   0.000000E+00   0.000000E+00   0.198008E+03  -0.396016E+03
   0.103553E+03   0.711293E+01  -0.464893E+01  -0.192451E+02  -0.288330E+02   0.853991E-03   0.993514E-03   0.527774E-03   0.156534E-02   0.115837E-04   0.360322E-02   0.171080E-02   0.228606E-02   0.356468E-03   0.197266E+03   0.000000E+00   0.000000E+00   0.197266E+03  -0.394532E+03
   0.103553E+03   0.127493E+01   0.560186E+01  -0.192451E+02  -0.111528E+02   0.682032E-03   0.654206E-03   0.663557E-03   0.156534E-02   0.115837E-04   0.360322E-02   0.171080E-02   0.112164E-02   0.300792E-03   0.200674E+03   0.000000E+00   0.000000E+00   0.200674E+03  -0.401348E+03
   0.103553E+03   0.127493E+01  -0.133926E+01  -0.345558E+02  -0.735162E+01   0.682032E-03   0.243727E-03   0.161476E-03   0.156534E-02   0.115837E-04   0.268988E-02   0.171080E-02   0.789926E-03   0.300792E-03   0.202583E+03   0.000000E+00   0.000000E+00   0.202583E+03  -0.405166E+03
   0.103553E+03   0.127493E+01  -0.133926E+01  -0.345558E+02  -0.804211E-01   0.682032E-03   0.401632E-03   0.161476E-03   0.687288E-03   0.231786E-03   0.262084E-02   0.142546E-02   0.789926E-03   0.300792E-03   0.204832E+03   0.000000E+00   0.000000E+00   0.204832E+03  -0.409664E+03
   0.103553E+03   0.127493E+01   0.681669E+01  -0.345558E+02   0.144206E+01   0.144810E-03   0.401632E-03   0.161476E-03   0.687288E-03   0.231786E-03   0.263204E-02   0.142546E-02   0.235566E-03   0.300792E-03   0.201850E+03   0.000000E+00   0.000000E+00   0.201850E+03  -0.403700E+03
   0.103553E+03   0.127493E+01  -0.695027E+00  -0.345558E+02   0.144206E+01   0.144810E-03   0.401632E-03   0.161476E-03   0.687288E-03   0.231786E-03   0.263204E-02   0.142546E-02   0.235566E-03   0.300792E-03   0.204601E+03   0.000000E+00   0.000000E+00   0.204601E+03  -0.409202E+03
   0.103553E+03  -0.260411E+01   0.281975E+01  -0.345600E+02  -0.286009E+01   0.144810E-03   0.882435E-03   0.161476E-03   0.687288E-03   0.231786E-03   0.265252E-02   0.142546E-02   0.235566E-03   0.300792E-03   0.203169E+03   0.000000E+00   0.000000E+00   0.203169E+03  -0.406338E+03
   0.102784E+03  -0.260411E+01  -0.631537E+00  -0.258408E+02  -0.789550E-01   0.877132E-03   0.882435E-03   0.161476E-03   0.687288E-03   0.231786E-03   0.265252E-02   0.634945E-03   0.235566E-03   0.300792E-03   0.206481E+03   0.000000E+00   0.000000E+00   0.206481E+03  -0.412962E+03
   0.102784E+03  -0.260411E+01   0.264729E+01  -0.214049E+02   0.382662E+01   0.877132E-03   0.882435E-03   0.609858E-03   0.687288E-03   0.231786E-03   0.175463E-02   0.634945E-03   0.235566E-03   0.300792E-03   0.207788E+03   0.000000E+00   0.000000E+00   0.207788E+03  -0.415576E+03
   0.102784E+03  -0.871286E+01   0.491252E+01  -0.214049E+02   0.382662E+01   0.877132E-03   0.882435E-03   0.609858E-03   0.687288E-03   0.231786E-03   0.175463E-02   0.406079E-03   0.222912E-02   0.300792E-03   0.203105E+03   0.000000E+00   0.000000E+00   0.203105E+03  -0.406210E+03
   0.101666E+03  -0.456415E+01   0.812551E+01  -0.177328E+02   0.174643E+02   0.877132E-03   0.882435E-03   0.609858E-03   0.783142E-03   0.155081E-02   0.175463E-02   0.406079E-03   0.179456E-02   0.450729E-02   0.197003E+03   0.000000E+00   0.000000E+00   0.197003E+03  -0.394006E+03
   0.101666E+03  -0.456415E+01   0.757255E+01  -0.426001E+01   0.243237E+02   0.877132E-03   0.655554E-03   0.609858E-03   0.783142E-03   0.155081E-02   0.175463E-02   0.406079E-03   0.179456E-02   0.450729E-02   0.196729E+03   0.000000E+00   0.000000E+00   0.196729E+03  -0.393458E+03
   0.101666E+03  -0.456415E+01   0.496614E+01  -0.426001E+01   0.243237E+02   0.877132E-03   0.655554E-03   0.522685E-03   0.783142E-03   0.155081E-02   0.170070E-02   0.406079E-03   0.179456E-02   0.437631E-02   0.197033E+03   0.000000E+00   0.000000E+00   0.197033E+03  -0.394066E+03
   0.101666E+03  -0.132382E+01   0.924144E+01  -0.227146E+01   0.175940E+02   0.877132E-03   0.628946E-03   0.443296E-03   0.783142E-03   0.155081E-02   0.141186E-02   0.406079E-03   0.179456E-02   0.437631E-02   0.199257E+03   0.000000E+00   0.000000E+00   0.199257E+03  -0.398514E+03
   0.101666E+03   0.222770E+01   0.136173E+02  -0.227146E+01  -0.140140E+01   0.877132E-03   0.628946E-03   0.443296E-03   0.783142E-03   0.155081E-02   0.141186E-02   0.916752E-03   0.179456E-02   0.437631E-02   0.197657E+03   0.000000E+00   0.000000E+00   0.197657E+03  -0.395314E+03
   0.103020E+03   0.222770E+01   0.153707E+02  -0.143960E+02   0.210689E+02   0.877132E-03   0.628946E-03   0.443296E-03   0.783142E-03   0.188568E-02   0.141186E-02   0.916752E-03   0.179456E-02   0.251918E-02   0.198072E+03   0.000000E+00   0.000000E+00   0.198072E+03  -0.396144E+03
   0.103020E+03   0.230133E+01   0.142240E+02  -0.657007E+01   0.123926E+02   0.877132E-03   0.548265E-03   0.443296E-03   0.132008E-02   0.145247E-02   0.141186E-02   0.916752E-03   0.179456E-02   0.249144E-02   0.199482E+03   0.000000E+00   0.000000E+00   0.199482E+03  -0.398964E+03
   0.103020E+03   0.230133E+01   0.835416E+01  -0.140126E+02   0.162927E+02   0.877132E-03   0.548265E-03   0.443296E-03   0.132008E-02   0.145247E-02   0.141186E-02   0.336864E-03   0.136924E-02   0.233456E-02   0.199163E+03   0.000000E+00   0.000000E+00   0.199163E+03  -0.398326E+03
   0.103020E+03   0.253242E+01   0.768461E+01  -0.512265E+01   0.298881E+02   0.877132E-03   0.548265E-03   0.443296E-03   0.132008E-02   0.152356E-02   0.232340E-02   0.336864E-03   0.136924E-02   0.210410E-02   0.200653E+03   0.000000E+00   0.000000E+00   0.200653E+03  -0.401306E+03
   0.103020E+03   0.253242E+01   0.528977E+01  -0.170699E+01   0.298881E+02   0.877132E-03   0.548265E-03   0.524292E-05   0.132008E-02   0.152356E-02   0.232340E-02   0.336864E-03   0.136924E-02   0.147901E-02   0.201822E+03   0.000000E+00   0.000000E+00   0.201822E+03  -0.403644E+03
   0.100370E+03   0.253242E+01  -0.489233E+01  -0.126287E+01  -0.363291E+01   0.877132E-03   0.548265E-03   0.524292E-05   0.181625E-02   0.152356E-02   0.232340E-02   0.336864E-03   0.136924E-02   0.203773E-02   0.198767E+03   0.000000E+00   0.000000E+00   0.198767E+03  -0.397534E+03
   0.100370E+03   0.225868E+01   0.427406E+00  -0.323816E+01   0.940585E+01   0.233167E-03   0.548265E-03   0.524292E-05   0.428234E-03   0.152356E-02   0.624245E-03   0.336864E-03   0.136924E-02   0.203773E-02   0.204672E+03   0.000000E+00   0.000000E+00   0.204672E+03  -0.409344E+03
   0.100370E+03   0.225868E+01   0.427406E+00   0.636090E+01   0.158005E+02   0.233167E-03   0.548265E-03   0.524292E-05   0.428234E-03   0.152356E-02   0.624245E-03   0.336864E-03   0.136924E-02   0.203773E-02   0.203848E+03   0.000000E+00   0.000000E+00   0.203848E+03  -0.407696E+03
   0.100370E+03   0.261862E+01   0.195157E+01  -0.340517E+01   0.154471E+02   0.576302E-03   0.548265E-03   0.524292E-05   0.428234E-03   0.205208E-02   0.624245E-03   0.425705E-05   0.976172E-03   0.152094E-02   0.204496E+03   0.000000E+00   0.000000E+00   0.204496E+03  -0.408992E+03
   0.100370E+03   0.261862E+01   0.928537E+00  -0.117544E+01   0.692554E+01   0.576302E-03   0.548265E-03   0.524292E-05   0.294014E-04   0.205208E-02   0.624245E-03   0.425705E-05   0.976172E-03   0.116449E-02   0.204875E+03   0.000000E+00   0.000000E+00   0.204875E+03  -0.409750E+03
   0.100370E+03   0.261862E+01   0.689946E+01  -0.427511E+01   0.242303E+00   0.576302E-03   0.548265E-03   0.524292E-05   0.202972E-02   0.205208E-02   0.624245E-03   0.591911E-03   0.693105E-03   0.692795E-03   0.205208E+03   0.000000E+00   0.000000E+00   0.205208E+03  -0.410416E+03
   0.100370E+03   0.212205E+01  -0.164567E+01  -0.594260E+01   0.216767E+01   0.576302E-03   0.548265E-03   0.524292E-05   0.202972E-02   0.588937E-03   0.624245E-03   0.591911E-03   0.693105E-03   0.717185E-03   0.208169E+03   0.000000E+00   0.000000E+00   0.208169E+03  -0.416338E+03
   0.100370E+03   0.212205E+01  -0.164567E+01   0.710915E+01   0.216767E+01   0.576302E-03   0.548265E-03   0.203889E-02   0.202972E-02   0.588937E-03   0.624245E-03   0.591911E-03   0.693105E-03   0.464413E-03   0.206104E+03   0.000000E+00   0.000000E+00   0.206104E+03  -0.412208E+03
   0.100370E+03   0.185421E+01  -0.374663E+01  -0.533506E+01  -0.674738E+01   0.576302E-03   0.548265E-03   0.806626E-03   0.202972E-02   0.588937E-03   0.624245E-03   0.973601E-03   0.874610E-03   0.464413E-03   0.208011E+03   0.000000E+00   0.000000E+00   0.208011E+03  -0.416022E+03
