a0_min         a1_min         a2_min         a3_min         a4_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   Y9_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.100370E+03  -0.200583E+01  -0.956047E+00  -0.533506E+01   0.203695E+01   0.576302E-03   0.548265E-03   0.806626E-03   0.202972E-02   0.667529E-03   0.624245E-03   0.973601E-03   0.232668E-03   0.464413E-03   0.208432E+03   0.000000E+00   0.000000E+00   0.208432E+03  -0.416864E+03
   0.100370E+03  -0.200583E+01  -0.343912E+01  -0.572417E+00  -0.189538E+02   0.576302E-03   0.535258E-03   0.806626E-03   0.202972E-02   0.667529E-03   0.923317E-03   0.973601E-03   0.161970E-02   0.464413E-03   0.203930E+03   0.000000E+00   0.000000E+00   0.203930E+03  -0.407860E+03
   0.100370E+03   0.945550E-01  -0.297159E+01  -0.246495E+00  -0.180310E+02   0.576302E-03   0.953536E-03   0.806626E-03   0.202972E-02   0.667529E-03   0.923317E-03   0.129627E-03   0.161970E-02   0.464413E-03   0.205144E+03   0.000000E+00   0.000000E+00   0.205144E+03  -0.410288E+03
   0.100370E+03   0.945550E-01  -0.297159E+01   0.684178E+00  -0.292550E+02   0.576302E-03   0.953536E-03   0.806626E-03   0.202972E-02   0.249983E-02   0.923317E-03   0.148879E-02   0.161970E-02   0.464413E-03   0.199295E+03   0.000000E+00   0.000000E+00   0.199295E+03  -0.398590E+03
   0.100370E+03   0.945550E-01  -0.297159E+01  -0.194798E+01  -0.976302E+01   0.576302E-03   0.953536E-03   0.806626E-03   0.202972E-02   0.249983E-02   0.923317E-03   0.148879E-02   0.161970E-02   0.104348E-03   0.201409E+03   0.000000E+00   0.000000E+00   0.201409E+03  -0.402818E+03
   0.100370E+03   0.945550E-01  -0.329249E+01  -0.978930E+01  -0.114730E+02   0.576302E-03   0.953536E-03   0.806626E-03   0.202972E-02   0.249983E-02   0.923317E-03   0.380313E-03   0.161970E-02   0.104348E-03   0.203477E+03   0.000000E+00   0.000000E+00   0.203477E+03  -0.406954E+03
   0.100689E+03   0.534098E+01  -0.318291E+01  -0.540724E+01  -0.114730E+02   0.766502E-03   0.953536E-03   0.806626E-03   0.101809E-02   0.482673E-03   0.923317E-03   0.380313E-03   0.161970E-02   0.104348E-03   0.206617E+03   0.000000E+00   0.000000E+00   0.206617E+03  -0.413234E+03
   0.996269E+02   0.291617E+01  -0.318291E+01  -0.120829E+02  -0.123744E+02   0.124059E-02   0.953536E-03   0.806626E-03   0.101809E-02   0.482673E-03   0.923317E-03   0.150334E-02   0.161970E-02   0.104348E-03   0.204552E+03   0.000000E+00   0.000000E+00   0.204552E+03  -0.409104E+03
   0.996269E+02   0.191085E+01  -0.318291E+01  -0.120829E+02  -0.170690E+01   0.727944E-03   0.953536E-03   0.587354E-03   0.101809E-02   0.482673E-03   0.923317E-03   0.150334E-02   0.408598E-03   0.104348E-03   0.208805E+03   0.000000E+00   0.000000E+00   0.208805E+03  -0.417610E+03
   0.996269E+02   0.191085E+01  -0.613964E+01   0.498648E+01  -0.987432E+01   0.223280E-03   0.953536E-03   0.122741E-02   0.101809E-02   0.685871E-03   0.230475E-02   0.457880E-03   0.408598E-03   0.104348E-03   0.207036E+03   0.000000E+00   0.000000E+00   0.207036E+03  -0.414072E+03
   0.996269E+02   0.233497E+01  -0.930017E+01   0.498648E+01  -0.987432E+01   0.223280E-03   0.953536E-03   0.122741E-02   0.106891E-02   0.550175E-03   0.985255E-03   0.457880E-03   0.408598E-03   0.104348E-03   0.208707E+03   0.000000E+00   0.000000E+00   0.208707E+03  -0.417414E+03
   0.996269E+02   0.384566E+01  -0.930017E+01   0.498648E+01  -0.987432E+01   0.223280E-03   0.953536E-03   0.122741E-02   0.106891E-02   0.550175E-03   0.985255E-03   0.457880E-03   0.408598E-03   0.104348E-03   0.207792E+03   0.000000E+00   0.000000E+00   0.207792E+03  -0.415584E+03
   0.996269E+02   0.384566E+01  -0.912370E+01  -0.128260E+01  -0.176662E+01   0.111643E-03   0.953536E-03   0.250253E-03   0.106891E-02   0.550175E-03   0.985255E-03   0.457880E-03   0.408598E-03   0.104348E-03   0.209313E+03   0.000000E+00   0.000000E+00   0.209313E+03  -0.418626E+03
   0.996269E+02   0.384566E+01  -0.972813E+01   0.489955E+00  -0.923575E+01   0.111643E-03   0.953536E-03   0.250253E-03   0.106891E-02   0.550175E-03   0.169410E-02   0.457880E-03   0.408598E-03   0.892785E-03   0.205538E+03   0.000000E+00   0.000000E+00   0.205538E+03  -0.411076E+03
   0.996269E+02   0.384566E+01  -0.972813E+01  -0.116132E+02   0.872968E+00   0.120731E-02   0.953536E-03   0.250253E-03   0.106891E-02   0.550175E-03   0.169410E-02   0.457880E-03   0.408598E-03   0.177613E-02   0.203742E+03   0.000000E+00   0.000000E+00   0.203742E+03  -0.407484E+03
   0.996269E+02   0.531829E+01  -0.972813E+01  -0.895053E+01   0.872968E+00   0.120731E-02   0.953536E-03   0.250253E-03   0.106891E-02   0.550175E-03   0.169410E-02   0.457880E-03   0.408598E-03   0.100312E-02   0.205190E+03   0.000000E+00   0.000000E+00   0.205190E+03  -0.410380E+03
   0.996269E+02   0.300933E+01  -0.385492E+01  -0.895053E+01   0.872968E+00   0.123910E-02   0.953536E-03   0.250253E-03   0.106891E-02   0.550175E-03   0.316378E-02   0.457880E-03   0.408598E-03   0.625570E-03   0.205504E+03   0.000000E+00   0.000000E+00   0.205504E+03  -0.411008E+03
   0.996269E+02   0.300933E+01  -0.385492E+01   0.369621E+01   0.302376E+01   0.123910E-02   0.953536E-03   0.250253E-03   0.106891E-02   0.550175E-03   0.189472E-02   0.457880E-03   0.439878E-03   0.625570E-03   0.206721E+03   0.000000E+00   0.000000E+00   0.206721E+03  -0.413442E+03
   0.996269E+02   0.300933E+01  -0.679539E+01  -0.677581E+01   0.375789E+01   0.123910E-02   0.170976E-02   0.250253E-03   0.106891E-02   0.550175E-03   0.358834E-03   0.531502E-03   0.403958E-03   0.625570E-03   0.204977E+03   0.000000E+00   0.000000E+00   0.204977E+03  -0.409954E+03
   0.996269E+02   0.376995E+01   0.443424E+00  -0.765276E+01   0.375789E+01   0.847841E-03   0.236924E-03   0.250253E-03   0.106891E-02   0.550175E-03   0.358834E-03   0.531502E-03   0.403958E-03   0.625570E-03   0.207445E+03   0.000000E+00   0.000000E+00   0.207445E+03  -0.414890E+03
   0.996269E+02  -0.157537E+01   0.110241E+02  -0.439250E+01   0.890202E+01   0.847841E-03   0.706281E-03   0.250253E-03   0.106891E-02   0.136841E-04   0.358834E-03   0.531502E-03   0.431000E-03   0.408210E-03   0.204599E+03   0.000000E+00   0.000000E+00   0.204599E+03  -0.409198E+03
   0.996269E+02  -0.157537E+01   0.662016E+01   0.200499E+01   0.160593E+01   0.847841E-03   0.706281E-03   0.167474E-02   0.106891E-02   0.285335E-02   0.358834E-03   0.531502E-03   0.431000E-03   0.408210E-03   0.202809E+03   0.000000E+00   0.000000E+00   0.202809E+03  -0.405618E+03
   0.996269E+02  -0.157537E+01   0.284697E+01  -0.120437E+02  -0.149956E+01   0.847841E-03   0.706281E-03   0.886519E-03   0.126889E-02   0.285335E-02   0.358834E-03   0.531502E-03   0.431000E-03   0.408210E-03   0.205387E+03   0.000000E+00   0.000000E+00   0.205387E+03  -0.410774E+03
   0.100621E+03  -0.157537E+01  -0.579062E+01  -0.581074E+01  -0.398038E+00   0.847841E-03   0.706281E-03   0.886519E-03   0.126889E-02   0.429953E-03   0.302396E-03   0.531502E-03   0.431000E-03   0.408210E-03   0.208002E+03   0.000000E+00   0.000000E+00   0.208002E+03  -0.416004E+03
   0.100621E+03  -0.157537E+01  -0.649680E+01  -0.581074E+01  -0.173184E+02   0.240532E-03   0.706281E-03   0.886519E-03   0.126889E-02   0.429953E-03   0.302396E-03   0.161741E-02   0.431000E-03   0.408210E-03   0.206544E+03   0.000000E+00   0.000000E+00   0.206544E+03  -0.413088E+03
   0.100621E+03   0.699333E+00   0.781085E+01  -0.581074E+01  -0.103631E+01   0.240532E-03   0.706281E-03   0.886519E-03   0.126889E-02   0.429953E-03   0.302396E-03   0.132315E-02   0.431000E-03   0.408210E-03   0.206917E+03   0.000000E+00   0.000000E+00   0.206917E+03  -0.413834E+03
   0.989467E+02   0.699333E+00   0.781085E+01  -0.435086E+01  -0.103631E+01   0.240532E-03   0.494695E-03   0.886519E-03   0.126889E-02   0.474880E-03   0.302396E-03   0.111263E-02   0.431000E-03   0.408210E-03   0.204905E+03   0.000000E+00   0.000000E+00   0.204905E+03  -0.409810E+03
   0.989467E+02  -0.140555E+01   0.266057E+01  -0.435086E+01   0.271321E+01   0.240532E-03   0.494695E-03   0.886519E-03   0.126889E-02   0.474880E-03   0.302396E-03   0.111263E-02   0.431000E-03   0.408210E-03   0.206996E+03   0.000000E+00   0.000000E+00   0.206996E+03  -0.413992E+03
   0.989467E+02   0.569363E+00   0.266057E+01   0.320066E+01   0.271321E+01   0.240532E-03   0.494695E-03   0.886519E-03   0.126889E-02   0.474880E-03   0.302396E-03   0.111263E-02   0.979026E-03   0.408210E-03   0.205731E+03   0.000000E+00   0.000000E+00   0.205731E+03  -0.411462E+03
   0.989467E+02  -0.318142E+00   0.145809E+01   0.195251E+01   0.271321E+01   0.240532E-03   0.494695E-03   0.886519E-03   0.214126E-03   0.474880E-03   0.302396E-03   0.111263E-02   0.979026E-03   0.527570E-03   0.205346E+03   0.000000E+00   0.000000E+00   0.205346E+03  -0.410692E+03
   0.100733E+03  -0.318142E+00   0.354606E+01   0.117089E+01   0.271321E+01   0.259119E-03   0.494695E-03   0.886519E-03   0.214126E-03   0.474880E-03   0.302396E-03   0.111263E-02   0.979026E-03   0.527570E-03   0.206765E+03   0.000000E+00   0.000000E+00   0.206765E+03  -0.413530E+03
   0.100733E+03   0.419088E+01   0.102544E+02   0.117089E+01   0.127730E+02   0.259119E-03   0.494695E-03   0.886519E-03   0.214126E-03   0.474880E-03   0.302396E-03   0.111263E-02   0.979026E-03   0.527570E-03   0.205729E+03   0.000000E+00   0.000000E+00   0.205729E+03  -0.411458E+03
   0.100733E+03   0.419088E+01   0.539708E+01   0.122855E+02  -0.240145E+01   0.259119E-03   0.494695E-03   0.781004E-03   0.115477E-02   0.474880E-03   0.302396E-03   0.111263E-02   0.232628E-02   0.527570E-03   0.204583E+03   0.000000E+00   0.000000E+00   0.204583E+03  -0.409166E+03
   0.100733E+03   0.828530E+01   0.539708E+01   0.188264E+02  -0.240145E+01   0.259119E-03   0.494695E-03   0.781004E-03   0.228114E-02   0.474880E-03   0.302396E-03   0.716851E-03   0.232628E-02   0.527570E-03   0.202028E+03   0.000000E+00   0.000000E+00   0.202028E+03  -0.404056E+03
   0.100733E+03   0.828530E+01   0.539708E+01   0.188264E+02  -0.149454E+02   0.409093E-03   0.494695E-03   0.781004E-03   0.237531E-02   0.474880E-03   0.302396E-03   0.716851E-03   0.180611E-02   0.527570E-03   0.201031E+03   0.000000E+00   0.000000E+00   0.201031E+03  -0.402062E+03
   0.102421E+03   0.846329E+01   0.124032E+02   0.218368E+01  -0.149454E+02   0.408469E-03   0.494695E-03   0.781004E-03   0.237531E-02   0.474880E-03   0.302396E-03   0.716851E-03   0.180611E-02   0.527570E-03   0.202102E+03   0.000000E+00   0.000000E+00   0.202102E+03  -0.404204E+03
   0.102421E+03   0.361307E+01   0.164295E+02   0.734818E+01  -0.321534E+01   0.408469E-03   0.494695E-03   0.781004E-03   0.678834E-03   0.474880E-03   0.302396E-03   0.716851E-03   0.900103E-03   0.527570E-03   0.205465E+03   0.000000E+00   0.000000E+00   0.205465E+03  -0.410930E+03
   0.102923E+03   0.871859E+01   0.198408E+02   0.943381E+01   0.687020E+00   0.408469E-03   0.494695E-03   0.781004E-03   0.678834E-03   0.474880E-03   0.656385E-03   0.716851E-03   0.900103E-03   0.527570E-03   0.205365E+03   0.000000E+00   0.000000E+00   0.205365E+03  -0.410730E+03
   0.102923E+03   0.101366E+02   0.198408E+02   0.215167E+02   0.348751E+01   0.408469E-03   0.494695E-03   0.781004E-03   0.678834E-03   0.474880E-03   0.656385E-03   0.716851E-03   0.900103E-03   0.527570E-03   0.205443E+03   0.000000E+00   0.000000E+00   0.205443E+03  -0.410886E+03
   0.102481E+03   0.101366E+02   0.175967E+02   0.111697E+02   0.348751E+01   0.408469E-03   0.124513E-02   0.781004E-03   0.180935E-03   0.474880E-03   0.656385E-03   0.716851E-03   0.900103E-03   0.527570E-03   0.204242E+03   0.000000E+00   0.000000E+00   0.204242E+03  -0.408484E+03
   0.102955E+03   0.101366E+02   0.171237E+02   0.150762E+02   0.147192E+02   0.179494E-03   0.124513E-02   0.781004E-03   0.180935E-03   0.474880E-03   0.656385E-03   0.716851E-03   0.952498E-03   0.527570E-03   0.204788E+03   0.000000E+00   0.000000E+00   0.204788E+03  -0.409576E+03
   0.102955E+03   0.122638E+02   0.171237E+02   0.119567E+02   0.153277E+02   0.179494E-03   0.660134E-03   0.781004E-03   0.180935E-03   0.474880E-03   0.656385E-03   0.716851E-03   0.107941E-02   0.183323E-02   0.205544E+03   0.000000E+00   0.000000E+00   0.205544E+03  -0.411088E+03
   0.102955E+03   0.122638E+02   0.171237E+02   0.247874E+02   0.866259E+01   0.179494E-03   0.660134E-03   0.123255E-02   0.180935E-03   0.585845E-03   0.656385E-03   0.373110E-03   0.107941E-02   0.238837E-02   0.204798E+03   0.000000E+00   0.000000E+00   0.204798E+03  -0.409596E+03
   0.102955E+03   0.133437E+02   0.171237E+02   0.247874E+02   0.866259E+01   0.179494E-03   0.660134E-03   0.123255E-02   0.180935E-03   0.585845E-03   0.656385E-03   0.373110E-03   0.322789E-03   0.120364E-02   0.205262E+03   0.000000E+00   0.000000E+00   0.205262E+03  -0.410524E+03
   0.102955E+03   0.133437E+02   0.171237E+02   0.190775E+02   0.161347E+02   0.116355E-02   0.660134E-03   0.123255E-02   0.180935E-03   0.585845E-03   0.656385E-03   0.147018E-03   0.322789E-03   0.120364E-02   0.204287E+03   0.000000E+00   0.000000E+00   0.204287E+03  -0.408574E+03
   0.102955E+03   0.158453E+02   0.171237E+02   0.240475E+02   0.553002E+01   0.122560E-02   0.371824E-03   0.123255E-02   0.113942E-02   0.585845E-03   0.656385E-03   0.147018E-03   0.258158E-02   0.120364E-02   0.202588E+03   0.000000E+00   0.000000E+00   0.202588E+03  -0.405176E+03
   0.102955E+03   0.158453E+02   0.171237E+02   0.302192E+02   0.857719E+01   0.958944E-03   0.371824E-03   0.163003E-02   0.113942E-02   0.152853E-02   0.656385E-03   0.147018E-03   0.127968E-02   0.120364E-02   0.202619E+03   0.000000E+00   0.000000E+00   0.202619E+03  -0.405238E+03
   0.102955E+03   0.122720E+02   0.171237E+02   0.257098E+02   0.151840E+02   0.133878E-02   0.371824E-03   0.163003E-02   0.113942E-02   0.152853E-02   0.656385E-03   0.147018E-03   0.841174E-03   0.120364E-02   0.203256E+03   0.000000E+00   0.000000E+00   0.203256E+03  -0.406512E+03
   0.102955E+03   0.122720E+02   0.171237E+02   0.257098E+02   0.151320E+02   0.123903E-03   0.452483E-03   0.363067E-03   0.113942E-02   0.332835E-03   0.656385E-03   0.231968E-04   0.234856E-03   0.382335E-03   0.206189E+03   0.000000E+00   0.000000E+00   0.206189E+03  -0.412378E+03
   0.102955E+03   0.111861E+02   0.171237E+02   0.257098E+02   0.194921E+02   0.123903E-03   0.452483E-03   0.363067E-03   0.113942E-02   0.332835E-03   0.656385E-03   0.100576E-02   0.234856E-03   0.382335E-03   0.205418E+03   0.000000E+00   0.000000E+00   0.205418E+03  -0.410836E+03
   0.102955E+03   0.111861E+02   0.175663E+02   0.212197E+02   0.194921E+02   0.123903E-03   0.452483E-03   0.363067E-03   0.763140E-03   0.332835E-03   0.656385E-03   0.856573E-03   0.234856E-03   0.247307E-02   0.207834E+03   0.000000E+00   0.000000E+00   0.207834E+03  -0.415668E+03
   0.102955E+03   0.111861E+02   0.175663E+02   0.212197E+02   0.194921E+02   0.145658E-02   0.108260E-02   0.363067E-03   0.131104E-02   0.104240E-03   0.656385E-03   0.856573E-03   0.121748E-03   0.163541E-02   0.204124E+03   0.000000E+00   0.000000E+00   0.204124E+03  -0.408248E+03
   0.102027E+03   0.111861E+02   0.175663E+02   0.212197E+02   0.352726E+02   0.145658E-02   0.108260E-02   0.363067E-03   0.131104E-02   0.104240E-03   0.656385E-03   0.856573E-03   0.121748E-03   0.163541E-02   0.201728E+03   0.000000E+00   0.000000E+00   0.201728E+03  -0.403456E+03
   0.102027E+03   0.111861E+02   0.108060E+02   0.212197E+02   0.390497E+02   0.145658E-02   0.130082E-02   0.363067E-03   0.131104E-02   0.164147E-02   0.656385E-03   0.332722E-03   0.121748E-03   0.163541E-02   0.198885E+03   0.000000E+00   0.000000E+00   0.198885E+03  -0.397770E+03
   0.102027E+03   0.111861E+02   0.785435E+01   0.212197E+02   0.252622E+02   0.145658E-02   0.806178E-03   0.363067E-03   0.738587E-03   0.164147E-02   0.656385E-03   0.608458E-03   0.281062E-03   0.163541E-02   0.204266E+03   0.000000E+00   0.000000E+00   0.204266E+03  -0.408532E+03
   0.102027E+03   0.111861E+02   0.672394E+01   0.212197E+02   0.252622E+02   0.145658E-02   0.806178E-03   0.363067E-03   0.738587E-03   0.603624E-03   0.656385E-03   0.608458E-03   0.281062E-03   0.174050E-02   0.205373E+03   0.000000E+00   0.000000E+00   0.205373E+03  -0.410746E+03
   0.102027E+03   0.111861E+02   0.135063E+02   0.212197E+02   0.176122E+02   0.145658E-02   0.806178E-03   0.279296E-02   0.738587E-03   0.603624E-03   0.656385E-03   0.419300E-03   0.281062E-03   0.174050E-02   0.202823E+03   0.000000E+00   0.000000E+00   0.202823E+03  -0.405646E+03
   0.102027E+03   0.111861E+02   0.104788E+02   0.260792E+02   0.176122E+02   0.145658E-02   0.806178E-03   0.219972E-02   0.199966E-02   0.603624E-03   0.656385E-03   0.419300E-03   0.281062E-03   0.174050E-02   0.201609E+03   0.000000E+00   0.000000E+00   0.201609E+03  -0.403218E+03
   0.102027E+03   0.111861E+02   0.904437E+01   0.239436E+02   0.206058E+02   0.145658E-02   0.650866E-04   0.269096E-02   0.178382E-02   0.603624E-03   0.656385E-03   0.419300E-03   0.281062E-03   0.174050E-02   0.201409E+03   0.000000E+00   0.000000E+00   0.201409E+03  -0.402818E+03
   0.102027E+03   0.111861E+02   0.828881E+01   0.217382E+02   0.206058E+02   0.145658E-02   0.650866E-04   0.269096E-02   0.178382E-02   0.603624E-03   0.656385E-03   0.419300E-03   0.281062E-03   0.270015E-02   0.200073E+03   0.000000E+00   0.000000E+00   0.200073E+03  -0.400146E+03
   0.102027E+03   0.111861E+02   0.167584E+02   0.183889E+02   0.196594E+02   0.123670E-02   0.650866E-04   0.269096E-02   0.178382E-02   0.603624E-03   0.816267E-03   0.250133E-03   0.694511E-03   0.270015E-02   0.200082E+03   0.000000E+00   0.000000E+00   0.200082E+03  -0.400164E+03
   0.102027E+03   0.104591E+02   0.167584E+02   0.183889E+02   0.196594E+02   0.123670E-02   0.650866E-04   0.269096E-02   0.178382E-02   0.870731E-03   0.816267E-03   0.250133E-03   0.694511E-03   0.270015E-02   0.199817E+03   0.000000E+00   0.000000E+00   0.199817E+03  -0.399634E+03
   0.102027E+03   0.103022E+02   0.961231E+01   0.226856E+02   0.189523E+02   0.123670E-02   0.650866E-04   0.304634E-02   0.178382E-02   0.870731E-03   0.816267E-03   0.250133E-03   0.694511E-03   0.880352E-03   0.201277E+03   0.000000E+00   0.000000E+00   0.201277E+03  -0.402554E+03
   0.102027E+03   0.103022E+02   0.961231E+01   0.150808E+02   0.157579E+02   0.123670E-02   0.650866E-04   0.962747E-03   0.178382E-02   0.870731E-03   0.816267E-03   0.250133E-03   0.694511E-03   0.880352E-03   0.204805E+03   0.000000E+00   0.000000E+00   0.204805E+03  -0.409610E+03
   0.102027E+03   0.800085E+01   0.114986E+02   0.150808E+02   0.195522E+02   0.123670E-02   0.650866E-04   0.703394E-03   0.658448E-03   0.870731E-03   0.210289E-02   0.250133E-03   0.694511E-03   0.880352E-03   0.205578E+03   0.000000E+00   0.000000E+00   0.205578E+03  -0.411156E+03
   0.102027E+03   0.126162E+02   0.184898E+02   0.150808E+02   0.233176E+02   0.150545E-02   0.650866E-04   0.172981E-02   0.658448E-03   0.870731E-03   0.210289E-02   0.343145E-03   0.210079E-03   0.880352E-03   0.199496E+03   0.000000E+00   0.000000E+00   0.199496E+03  -0.398992E+03
   0.102027E+03   0.126162E+02   0.171119E+02   0.150808E+02   0.233176E+02   0.150545E-02   0.650866E-04   0.172981E-02   0.658448E-03   0.870731E-03   0.287552E-04   0.343145E-03   0.103312E-03   0.899151E-03   0.199947E+03   0.000000E+00   0.000000E+00   0.199947E+03  -0.399894E+03
   0.102027E+03   0.397566E+01   0.103532E+02   0.115041E+02   0.185273E+02   0.150545E-02   0.846528E-04   0.824477E-03   0.658448E-03   0.870731E-03   0.287552E-04   0.343145E-03   0.103312E-03   0.899151E-03   0.206232E+03   0.000000E+00   0.000000E+00   0.206232E+03  -0.412464E+03
   0.102027E+03   0.275005E+01   0.130321E+02   0.115041E+02   0.185273E+02   0.150545E-02   0.846528E-04   0.824477E-03   0.771360E-03   0.870731E-03   0.200403E-02   0.343145E-03   0.103312E-03   0.123704E-02   0.204595E+03   0.000000E+00   0.000000E+00   0.204595E+03  -0.409190E+03
   0.102751E+03   0.275005E+01   0.130321E+02   0.115041E+02   0.198323E+02   0.150545E-02   0.846528E-04   0.824477E-03   0.771360E-03   0.870731E-03   0.200403E-02   0.343145E-03   0.104754E-02   0.123704E-02   0.202668E+03   0.000000E+00   0.000000E+00   0.202668E+03  -0.405336E+03
   0.102751E+03   0.895507E+01   0.108777E+02   0.115041E+02   0.187782E+02   0.150545E-02   0.846528E-04   0.824477E-03   0.771360E-03   0.870731E-03   0.200403E-02   0.343145E-03   0.105608E-02   0.134623E-02   0.203508E+03   0.000000E+00   0.000000E+00   0.203508E+03  -0.407016E+03
   0.102751E+03   0.201910E+01   0.111207E+02   0.110798E+02   0.187782E+02   0.150545E-02   0.846528E-04   0.824477E-03   0.771360E-03   0.870731E-03   0.200403E-02   0.343145E-03   0.105608E-02   0.143648E-02   0.201944E+03   0.000000E+00   0.000000E+00   0.201944E+03  -0.403888E+03
   0.102751E+03   0.201910E+01   0.701471E+01  -0.265399E+01   0.369315E+02   0.150545E-02   0.515862E-03   0.824477E-03   0.771360E-03   0.141846E-02   0.200403E-02   0.649039E-03   0.180779E-02   0.143648E-02   0.199273E+03   0.000000E+00   0.000000E+00   0.199273E+03  -0.398546E+03
   0.103256E+03   0.201910E+01   0.790874E+01   0.604056E+01   0.355550E+02   0.150545E-02   0.515862E-03   0.824477E-03   0.771360E-03   0.141846E-02   0.200403E-02   0.649039E-03   0.180779E-02   0.143648E-02   0.199426E+03   0.000000E+00   0.000000E+00   0.199426E+03  -0.398852E+03
   0.103256E+03   0.201910E+01   0.790874E+01  -0.248387E+01   0.369014E+02   0.148075E-02   0.515862E-03   0.824477E-03   0.771360E-03   0.141846E-02   0.150143E-02   0.142666E-02   0.180779E-02   0.143648E-02   0.198704E+03   0.000000E+00   0.000000E+00   0.198704E+03  -0.397408E+03
   0.103256E+03   0.486631E+01   0.577987E+01   0.577356E+01   0.341669E+02   0.148075E-02   0.515862E-03   0.824477E-03   0.771360E-03   0.141846E-02   0.995831E-03   0.142666E-02   0.180779E-02   0.143648E-02   0.198912E+03   0.000000E+00   0.000000E+00   0.198912E+03  -0.397824E+03
   0.103256E+03   0.486631E+01  -0.282132E+01  -0.321077E+00   0.434441E+02   0.571842E-03   0.515862E-03   0.824477E-03   0.771360E-03   0.141846E-02   0.151398E-02   0.142666E-02   0.185141E-02   0.143648E-02   0.196356E+03   0.000000E+00   0.000000E+00   0.196356E+03  -0.392712E+03
   0.103256E+03   0.486631E+01   0.671630E+01   0.294142E+01   0.366709E+02   0.571842E-03   0.515862E-03   0.824477E-03   0.576420E-03   0.141846E-02   0.151398E-02   0.142666E-02   0.185141E-02   0.143648E-02   0.200242E+03   0.000000E+00   0.000000E+00   0.200242E+03  -0.400484E+03
   0.102563E+03   0.486631E+01  -0.218688E+01   0.760939E-01   0.240539E+02   0.571842E-03   0.515862E-03   0.173101E-03   0.267167E-03   0.141846E-02   0.151398E-02   0.142666E-02   0.973633E-03   0.106443E-02   0.201403E+03   0.000000E+00   0.000000E+00   0.201403E+03  -0.402806E+03
   0.102563E+03   0.153963E+01  -0.218688E+01   0.179887E+01   0.244736E+02   0.571842E-03   0.598159E-03   0.738350E-03   0.267167E-03   0.141846E-02   0.180598E-02   0.142666E-02   0.973633E-03   0.106443E-02   0.199838E+03   0.000000E+00   0.000000E+00   0.199838E+03  -0.399676E+03
   0.102563E+03   0.564196E+01   0.108909E+02   0.552943E+01   0.157282E+02   0.571842E-03   0.598159E-03   0.293205E-02   0.267167E-03   0.141846E-02   0.180598E-02   0.142666E-02   0.146952E-03   0.106443E-02   0.199255E+03   0.000000E+00   0.000000E+00   0.199255E+03  -0.398510E+03
   0.102563E+03   0.717759E+01   0.108909E+02  -0.651051E+01   0.147239E+02   0.571842E-03   0.767788E-03   0.293205E-02   0.267167E-03   0.141846E-02   0.180598E-02   0.707481E-03   0.133676E-02   0.106443E-02   0.198160E+03   0.000000E+00   0.000000E+00   0.198160E+03  -0.396320E+03
   0.103293E+03   0.254325E+01  -0.176130E+00  -0.651051E+01   0.319799E+02   0.571842E-03   0.767788E-03   0.293205E-02   0.308255E-03   0.141846E-02   0.180598E-02   0.204371E-03   0.403333E-03   0.106443E-02   0.199281E+03   0.000000E+00   0.000000E+00   0.199281E+03  -0.398562E+03
   0.103293E+03   0.254325E+01   0.232623E+01  -0.172717E+01   0.112214E+02   0.571842E-03   0.767788E-03   0.293205E-02   0.989629E-03   0.141846E-02   0.180598E-02   0.204371E-03   0.403333E-03   0.200142E-02   0.196712E+03   0.000000E+00   0.000000E+00   0.196712E+03  -0.393424E+03
   0.986528E+02   0.403730E+01  -0.460200E+01   0.534945E+01   0.112214E+02   0.571842E-03   0.767788E-03   0.293205E-02   0.989629E-03   0.850340E-03   0.104848E-02   0.204371E-03   0.403333E-03   0.200142E-02   0.199611E+03   0.000000E+00   0.000000E+00   0.199611E+03  -0.399222E+03
   0.986528E+02   0.624634E+01  -0.460200E+01   0.193276E-01  -0.148125E+02   0.176448E-02   0.767788E-03   0.342301E-02   0.989629E-03   0.850340E-03   0.104848E-02   0.204371E-03   0.403333E-03   0.200142E-02   0.197927E+03   0.000000E+00   0.000000E+00   0.197927E+03  -0.395854E+03
   0.986528E+02   0.624634E+01  -0.123211E+02   0.582709E+01  -0.145252E+02   0.176448E-02   0.767788E-03   0.342301E-02   0.989629E-03   0.850340E-03   0.104848E-02   0.204371E-03   0.403333E-03   0.200142E-02   0.198379E+03   0.000000E+00   0.000000E+00   0.198379E+03  -0.396758E+03
   0.986528E+02   0.624634E+01  -0.123211E+02   0.299825E+01   0.258709E+01   0.176448E-02   0.767788E-03   0.128163E-02   0.989629E-03   0.850340E-03   0.104848E-02   0.149082E-02   0.403333E-03   0.191686E-04   0.202571E+03   0.000000E+00   0.000000E+00   0.202571E+03  -0.405142E+03
   0.998254E+02   0.624634E+01  -0.102004E+02   0.919557E+01  -0.198786E+02   0.427817E-03   0.536890E-04   0.128163E-02   0.989629E-03   0.850340E-03   0.104848E-02   0.149082E-02   0.403333E-03   0.191686E-04   0.201209E+03   0.000000E+00   0.000000E+00   0.201209E+03  -0.402418E+03
