a0_min         a1_min         a2_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.993562E+02   0.526550E+00  -0.127041E+01   0.108486E-03   0.619552E-03   0.267667E-03   0.120503E-02   0.188561E+03   0.000000E+00   0.000000E+00   0.188561E+03  -0.377122E+03
   0.100434E+03   0.526550E+00  -0.127041E+01   0.108486E-03   0.619552E-03   0.267667E-03   0.120503E-02   0.190361E+03   0.000000E+00   0.000000E+00   0.190361E+03  -0.380722E+03
   0.101387E+03   0.526550E+00  -0.106079E+01   0.108486E-03   0.460609E-03   0.267667E-03   0.120503E-02   0.190542E+03   0.000000E+00   0.000000E+00   0.190542E+03  -0.381084E+03
   0.101387E+03   0.526550E+00  -0.316545E+01   0.108486E-03   0.460609E-03   0.267667E-03   0.120503E-02   0.190009E+03   0.000000E+00   0.000000E+00   0.190009E+03  -0.380018E+03
   0.101387E+03   0.526550E+00  -0.316545E+01   0.108486E-03   0.460609E-03   0.267667E-03   0.120503E-02   0.190009E+03   0.000000E+00   0.000000E+00   0.190009E+03  -0.380018E+03
   0.101387E+03   0.526550E+00  -0.316545E+01   0.108486E-03   0.460609E-03   0.267667E-03   0.120503E-02   0.190009E+03   0.000000E+00   0.000000E+00   0.190009E+03  -0.380018E+03
   0.101387E+03   0.526550E+00   0.663293E+01   0.108486E-03   0.460609E-03   0.267667E-03   0.120503E-02   0.190639E+03   0.000000E+00   0.000000E+00   0.190639E+03  -0.381278E+03
   0.101387E+03   0.526550E+00   0.100724E+02   0.108486E-03   0.118833E-05   0.267667E-03   0.120503E-02   0.189988E+03   0.000000E+00   0.000000E+00   0.189988E+03  -0.379976E+03
   0.101387E+03   0.519955E+01   0.333698E+01   0.108486E-03   0.118833E-05   0.267667E-03   0.120503E-02   0.191206E+03   0.000000E+00   0.000000E+00   0.191206E+03  -0.382412E+03
   0.101387E+03  -0.896064E+00   0.333698E+01   0.108486E-03   0.118833E-05   0.267667E-03   0.120503E-02   0.191735E+03   0.000000E+00   0.000000E+00   0.191735E+03  -0.383470E+03
   0.101387E+03  -0.896064E+00   0.562914E+01   0.108486E-03   0.118833E-05   0.267667E-03   0.120503E-02   0.191295E+03   0.000000E+00   0.000000E+00   0.191295E+03  -0.382590E+03
   0.101387E+03  -0.149588E+01  -0.216077E+01   0.108486E-03   0.118833E-05   0.267667E-03   0.120503E-02   0.190900E+03   0.000000E+00   0.000000E+00   0.190900E+03  -0.381800E+03
   0.101387E+03  -0.149588E+01  -0.474404E+01   0.108486E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.190184E+03   0.000000E+00   0.000000E+00   0.190184E+03  -0.380368E+03
   0.101387E+03  -0.253941E+00  -0.599421E+01   0.108486E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.190489E+03   0.000000E+00   0.000000E+00   0.190489E+03  -0.380978E+03
   0.101387E+03   0.841295E+00  -0.599421E+01   0.108486E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.190796E+03   0.000000E+00   0.000000E+00   0.190796E+03  -0.381592E+03
   0.100655E+03   0.841295E+00  -0.597314E+01   0.168755E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.191670E+03   0.000000E+00   0.000000E+00   0.191670E+03  -0.383340E+03
   0.100655E+03   0.841295E+00  -0.588443E+01   0.168755E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.191698E+03   0.000000E+00   0.000000E+00   0.191698E+03  -0.383396E+03
   0.100284E+03   0.309283E+01   0.126834E+01   0.168755E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.191504E+03   0.000000E+00   0.000000E+00   0.191504E+03  -0.383008E+03
   0.100284E+03   0.309283E+01   0.123358E+00   0.168755E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.191737E+03   0.000000E+00   0.000000E+00   0.191737E+03  -0.383474E+03
   0.100284E+03   0.309283E+01   0.123358E+00   0.168755E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.191737E+03   0.000000E+00   0.000000E+00   0.191737E+03  -0.383474E+03
   0.100284E+03   0.425217E+01   0.123358E+00   0.168755E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.191152E+03   0.000000E+00   0.000000E+00   0.191152E+03  -0.382304E+03
   0.100791E+03   0.425217E+01  -0.196278E+01   0.168755E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.191682E+03   0.000000E+00   0.000000E+00   0.191682E+03  -0.383364E+03
   0.100791E+03   0.425217E+01  -0.196278E+01   0.168755E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.191682E+03   0.000000E+00   0.000000E+00   0.191682E+03  -0.383364E+03
   0.100791E+03   0.425217E+01   0.199751E+01   0.168755E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.191731E+03   0.000000E+00   0.000000E+00   0.191731E+03  -0.383462E+03
   0.100791E+03   0.425217E+01   0.199751E+01   0.168755E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.191731E+03   0.000000E+00   0.000000E+00   0.191731E+03  -0.383462E+03
   0.101426E+03   0.488411E+01   0.199751E+01   0.168755E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.191285E+03   0.000000E+00   0.000000E+00   0.191285E+03  -0.382570E+03
   0.101426E+03   0.365172E+01   0.806452E+01   0.168755E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.190912E+03   0.000000E+00   0.000000E+00   0.190912E+03  -0.381824E+03
   0.101426E+03   0.365172E+01   0.806452E+01   0.168755E-03   0.118833E-05   0.267667E-03   0.140197E-02   0.190912E+03   0.000000E+00   0.000000E+00   0.190912E+03  -0.381824E+03
   0.101426E+03   0.365172E+01   0.906303E+01   0.168755E-03   0.118833E-05   0.267667E-03   0.169036E-02   0.189861E+03   0.000000E+00   0.000000E+00   0.189861E+03  -0.379722E+03
   0.101426E+03   0.365172E+01   0.494952E+01   0.168755E-03   0.118833E-05   0.267667E-03   0.195895E-02   0.190843E+03   0.000000E+00   0.000000E+00   0.190843E+03  -0.381686E+03
   0.101426E+03   0.365172E+01   0.494952E+01   0.590311E-03   0.118833E-05   0.267667E-03   0.195895E-02   0.189754E+03   0.000000E+00   0.000000E+00   0.189754E+03  -0.379508E+03
   0.101426E+03   0.365172E+01   0.494952E+01   0.590311E-03   0.118833E-05   0.223181E-03   0.195895E-02   0.189900E+03   0.000000E+00   0.000000E+00   0.189900E+03  -0.379800E+03
   0.101864E+03   0.352205E+01   0.494952E+01   0.590311E-03   0.118833E-05   0.223181E-03   0.195895E-02   0.189754E+03   0.000000E+00   0.000000E+00   0.189754E+03  -0.379508E+03
   0.100876E+03   0.352205E+01   0.487777E+01   0.590311E-03   0.118833E-05   0.223181E-03   0.220433E-02   0.188793E+03   0.000000E+00   0.000000E+00   0.188793E+03  -0.377586E+03
   0.100876E+03  -0.318190E+01  -0.466611E+01   0.590311E-03   0.118833E-05   0.223181E-03   0.220433E-02   0.186631E+03   0.000000E+00   0.000000E+00   0.186631E+03  -0.373262E+03
   0.100876E+03   0.742176E+01  -0.466611E+01   0.394225E-03   0.118833E-05   0.223181E-03   0.193059E-02   0.185388E+03   0.000000E+00   0.000000E+00   0.185388E+03  -0.370776E+03
   0.100757E+03   0.742176E+01  -0.413724E+01   0.394225E-03   0.311771E-03   0.223181E-03   0.193059E-02   0.185016E+03   0.000000E+00   0.000000E+00   0.185016E+03  -0.370032E+03
   0.100757E+03  -0.633870E+00  -0.413724E+01   0.394225E-03   0.311771E-03   0.517879E-04   0.218130E-02   0.189688E+03   0.000000E+00   0.000000E+00   0.189688E+03  -0.379376E+03
   0.100757E+03   0.109329E+01   0.437303E+01   0.394225E-03   0.311771E-03   0.517879E-04   0.141601E-02   0.191577E+03   0.000000E+00   0.000000E+00   0.191577E+03  -0.383154E+03
   0.100757E+03   0.109329E+01   0.327610E+01   0.394225E-03   0.311771E-03   0.279924E-04   0.141601E-02   0.191885E+03   0.000000E+00   0.000000E+00   0.191885E+03  -0.383770E+03
   0.100757E+03   0.201112E+01   0.364653E+01   0.394225E-03   0.488492E-03   0.279924E-04   0.141601E-02   0.190962E+03   0.000000E+00   0.000000E+00   0.190962E+03  -0.381924E+03
   0.100757E+03   0.164395E+01   0.364653E+01   0.394225E-03   0.562626E-03   0.279924E-04   0.141601E-02   0.190665E+03   0.000000E+00   0.000000E+00   0.190665E+03  -0.381330E+03
   0.100132E+03   0.164395E+01   0.364653E+01   0.394225E-03   0.562626E-03   0.279924E-04   0.141601E-02   0.189721E+03   0.000000E+00   0.000000E+00   0.189721E+03  -0.379442E+03
   0.100132E+03   0.164395E+01   0.364653E+01   0.394225E-03   0.389965E-03   0.279924E-04   0.917290E-03   0.190559E+03   0.000000E+00   0.000000E+00   0.190559E+03  -0.381118E+03
   0.101521E+03   0.164395E+01   0.364653E+01   0.108300E-03   0.389965E-03   0.279924E-04   0.917290E-03   0.191327E+03   0.000000E+00   0.000000E+00   0.191327E+03  -0.382654E+03
   0.101521E+03   0.164395E+01   0.590875E+01   0.108300E-03   0.389965E-03   0.279924E-04   0.121583E-02   0.191881E+03   0.000000E+00   0.000000E+00   0.191881E+03  -0.383762E+03
   0.101521E+03   0.190348E+01   0.590875E+01   0.108300E-03   0.908723E-04   0.380584E-03   0.121583E-02   0.191547E+03   0.000000E+00   0.000000E+00   0.191547E+03  -0.383094E+03
   0.101521E+03   0.356788E+01   0.590875E+01   0.273668E-03   0.908723E-04   0.380584E-03   0.244512E-02   0.188806E+03   0.000000E+00   0.000000E+00   0.188806E+03  -0.377612E+03
   0.101521E+03   0.356788E+01   0.565634E+01   0.273668E-03   0.908723E-04   0.380584E-03   0.378694E-02   0.186076E+03   0.000000E+00   0.000000E+00   0.186076E+03  -0.372152E+03
   0.101885E+03   0.481119E+01   0.565634E+01   0.273668E-03   0.908723E-04   0.380584E-03   0.228234E-02   0.188608E+03   0.000000E+00   0.000000E+00   0.188608E+03  -0.377216E+03
   0.101885E+03   0.246812E+01   0.126394E+02   0.273668E-03   0.908723E-04   0.380584E-03   0.228234E-02   0.186490E+03   0.000000E+00   0.000000E+00   0.186490E+03  -0.372980E+03
   0.101885E+03   0.246812E+01   0.706406E+01   0.273668E-03   0.908723E-04   0.380584E-03   0.144300E-02   0.190802E+03   0.000000E+00   0.000000E+00   0.190802E+03  -0.381604E+03
   0.101885E+03   0.216607E+01   0.329545E+01   0.273668E-03   0.908723E-04   0.380584E-03   0.144300E-02   0.191118E+03   0.000000E+00   0.000000E+00   0.191118E+03  -0.382236E+03
   0.102402E+03   0.216607E+01  -0.424732E+01   0.273668E-03   0.908723E-04   0.289571E-04   0.144300E-02   0.186804E+03   0.000000E+00   0.000000E+00   0.186804E+03  -0.373608E+03
   0.102402E+03   0.216607E+01  -0.141438E+01   0.273668E-03   0.908723E-04   0.289571E-04   0.144300E-02   0.188457E+03   0.000000E+00   0.000000E+00   0.188457E+03  -0.376914E+03
   0.102402E+03   0.216607E+01   0.475396E+01   0.273668E-03   0.908723E-04   0.289571E-04   0.144300E-02   0.190730E+03   0.000000E+00   0.000000E+00   0.190730E+03  -0.381460E+03
   0.102402E+03   0.216607E+01   0.475396E+01   0.273668E-03   0.908723E-04   0.289571E-04   0.144300E-02   0.190730E+03   0.000000E+00   0.000000E+00   0.190730E+03  -0.381460E+03
   0.102402E+03   0.216607E+01   0.140781E+02   0.192682E-03   0.908723E-04   0.289571E-04   0.144300E-02   0.189030E+03   0.000000E+00   0.000000E+00   0.189030E+03  -0.378060E+03
   0.102402E+03   0.216607E+01   0.140781E+02   0.192682E-03   0.908723E-04   0.289571E-04   0.144300E-02   0.189030E+03   0.000000E+00   0.000000E+00   0.189030E+03  -0.378060E+03
   0.102402E+03   0.216607E+01   0.126970E+02   0.192682E-03   0.908723E-04   0.289571E-04   0.144300E-02   0.189828E+03   0.000000E+00   0.000000E+00   0.189828E+03  -0.379656E+03
   0.102402E+03   0.168118E+01   0.270038E+00   0.192682E-03   0.908723E-04   0.289571E-04   0.144300E-02   0.189519E+03   0.000000E+00   0.000000E+00   0.189519E+03  -0.379038E+03
   0.100048E+03  -0.797026E-01   0.829691E+00   0.192682E-03   0.372583E-03   0.289571E-04   0.144300E-02   0.190965E+03   0.000000E+00   0.000000E+00   0.190965E+03  -0.381930E+03
   0.100048E+03  -0.797026E-01   0.829691E+00   0.192682E-03   0.372583E-03   0.289571E-04   0.144300E-02   0.190965E+03   0.000000E+00   0.000000E+00   0.190965E+03  -0.381930E+03
   0.100048E+03  -0.120492E+00  -0.109992E+01   0.192682E-03   0.372583E-03   0.289571E-04   0.144300E-02   0.191242E+03   0.000000E+00   0.000000E+00   0.191242E+03  -0.382484E+03
   0.100048E+03  -0.120492E+00  -0.109992E+01   0.192682E-03   0.348694E-03   0.289571E-04   0.146640E-02   0.191253E+03   0.000000E+00   0.000000E+00   0.191253E+03  -0.382506E+03
   0.100048E+03  -0.120492E+00   0.784487E+00   0.323979E-03   0.348694E-03   0.289571E-04   0.146640E-02   0.190747E+03   0.000000E+00   0.000000E+00   0.190747E+03  -0.381494E+03
   0.100048E+03  -0.120492E+00  -0.467468E+01   0.323979E-03   0.348694E-03   0.289571E-04   0.146640E-02   0.190854E+03   0.000000E+00   0.000000E+00   0.190854E+03  -0.381708E+03
   0.100048E+03  -0.120492E+00  -0.467468E+01   0.170508E-03   0.348694E-03   0.289571E-04   0.146295E-02   0.191116E+03   0.000000E+00   0.000000E+00   0.191116E+03  -0.382232E+03
   0.100048E+03   0.284725E+01  -0.467468E+01   0.170508E-03   0.348694E-03   0.289571E-04   0.171835E-02   0.190364E+03   0.000000E+00   0.000000E+00   0.190364E+03  -0.380728E+03
   0.100048E+03   0.284725E+01  -0.150275E+01   0.170508E-03   0.348694E-03   0.289571E-04   0.164990E-02   0.190830E+03   0.000000E+00   0.000000E+00   0.190830E+03  -0.381660E+03
   0.100048E+03   0.347215E+01  -0.181917E+01   0.170508E-03   0.348694E-03   0.289571E-04   0.164990E-02   0.190473E+03   0.000000E+00   0.000000E+00   0.190473E+03  -0.380946E+03
   0.100048E+03   0.207547E+00  -0.177828E+01   0.170508E-03   0.348694E-03   0.289571E-04   0.164990E-02   0.191047E+03   0.000000E+00   0.000000E+00   0.191047E+03  -0.382094E+03
   0.100048E+03  -0.405388E+00  -0.503029E+01   0.421939E-03   0.348694E-03   0.289571E-04   0.164990E-02   0.190082E+03   0.000000E+00   0.000000E+00   0.190082E+03  -0.380164E+03
   0.101106E+03   0.478432E+01  -0.503029E+01   0.118842E-03   0.348694E-03   0.197275E-03   0.115189E-02   0.188818E+03   0.000000E+00   0.000000E+00   0.188818E+03  -0.377636E+03
   0.102040E+03   0.478432E+01   0.116363E+02   0.118842E-03   0.348694E-03   0.197275E-03   0.115189E-02   0.188782E+03   0.000000E+00   0.000000E+00   0.188782E+03  -0.377564E+03
   0.102040E+03  -0.323417E+01   0.116363E+02   0.118842E-03   0.348694E-03   0.197275E-03   0.115189E-02   0.187534E+03   0.000000E+00   0.000000E+00   0.187534E+03  -0.375068E+03
   0.102040E+03  -0.329185E+01   0.719717E+01   0.118842E-03   0.348694E-03   0.197275E-03   0.115189E-02   0.188632E+03   0.000000E+00   0.000000E+00   0.188632E+03  -0.377264E+03
   0.101914E+03  -0.242808E+01   0.719717E+01   0.118842E-03   0.259721E-03   0.197275E-03   0.115189E-02   0.189729E+03   0.000000E+00   0.000000E+00   0.189729E+03  -0.379458E+03
   0.101914E+03  -0.242808E+01   0.719717E+01   0.118842E-03   0.259721E-03   0.197275E-03   0.115189E-02   0.189729E+03   0.000000E+00   0.000000E+00   0.189729E+03  -0.379458E+03
   0.101597E+03   0.790963E+00   0.591044E+01   0.118842E-03   0.259721E-03   0.197275E-03   0.122011E-02   0.191941E+03   0.000000E+00   0.000000E+00   0.191941E+03  -0.383882E+03
   0.101597E+03   0.790963E+00   0.456698E+01   0.118842E-03   0.259721E-03   0.197275E-03   0.122011E-02   0.192092E+03   0.000000E+00   0.000000E+00   0.192092E+03  -0.384184E+03
   0.101597E+03  -0.712478E-01   0.456698E+01   0.118842E-03   0.259721E-03   0.197275E-03   0.122011E-02   0.191867E+03   0.000000E+00   0.000000E+00   0.191867E+03  -0.383734E+03
   0.101597E+03   0.945049E+00   0.344378E+01   0.558948E-03   0.259721E-03   0.197275E-03   0.122011E-02   0.191166E+03   0.000000E+00   0.000000E+00   0.191166E+03  -0.382332E+03
   0.101597E+03   0.945049E+00   0.661743E+01   0.558948E-03   0.259721E-03   0.197275E-03   0.122011E-02   0.190898E+03   0.000000E+00   0.000000E+00   0.190898E+03  -0.381796E+03
   0.101597E+03   0.945049E+00   0.661743E+01   0.529535E-03   0.259721E-03   0.197275E-03   0.122011E-02   0.190989E+03   0.000000E+00   0.000000E+00   0.190989E+03  -0.381978E+03
   0.101597E+03  -0.158412E+01   0.733671E+01   0.529535E-03   0.259721E-03   0.197275E-03   0.122011E-02   0.189823E+03   0.000000E+00   0.000000E+00   0.189823E+03  -0.379646E+03
   0.101597E+03  -0.158412E+01   0.214351E+00   0.529535E-03   0.259721E-03   0.197275E-03   0.927249E-03   0.189254E+03   0.000000E+00   0.000000E+00   0.189254E+03  -0.378508E+03
   0.100936E+03   0.382409E+01  -0.958734E-01   0.529535E-03   0.259721E-03   0.197275E-03   0.927249E-03   0.190309E+03   0.000000E+00   0.000000E+00   0.190309E+03  -0.380618E+03
   0.100936E+03   0.382409E+01   0.338412E+01   0.392573E-03   0.528795E-03   0.197275E-03   0.927249E-03   0.189553E+03   0.000000E+00   0.000000E+00   0.189553E+03  -0.379106E+03
   0.100936E+03   0.382409E+01   0.338412E+01   0.392573E-03   0.528795E-03   0.197275E-03   0.927249E-03   0.189553E+03   0.000000E+00   0.000000E+00   0.189553E+03  -0.379106E+03
   0.100032E+03   0.344856E+01   0.338412E+01   0.392573E-03   0.528795E-03   0.197275E-03   0.160953E-02   0.188313E+03   0.000000E+00   0.000000E+00   0.188313E+03  -0.376626E+03
   0.100032E+03   0.344856E+01  -0.607906E+01   0.392573E-03   0.528795E-03   0.201660E-03   0.160953E-02   0.188352E+03   0.000000E+00   0.000000E+00   0.188352E+03  -0.376704E+03
   0.101388E+03   0.344856E+01  -0.270087E+01   0.392573E-03   0.528795E-03   0.201660E-03   0.160953E-02   0.188375E+03   0.000000E+00   0.000000E+00   0.188375E+03  -0.376750E+03
   0.101388E+03   0.344856E+01   0.373464E+01   0.392573E-03   0.528795E-03   0.201660E-03   0.120149E-02   0.189858E+03   0.000000E+00   0.000000E+00   0.189858E+03  -0.379716E+03
   0.101592E+03   0.344856E+01   0.373464E+01   0.392573E-03   0.528795E-03   0.201660E-03   0.731585E-03   0.187378E+03   0.000000E+00   0.000000E+00   0.187378E+03  -0.374756E+03
   0.101788E+03   0.344856E+01   0.373464E+01   0.392573E-03   0.528795E-03   0.201660E-03   0.377156E-02   0.184489E+03   0.000000E+00   0.000000E+00   0.184489E+03  -0.368978E+03
   0.101788E+03   0.312744E+01   0.829945E+01   0.392573E-03   0.528795E-03   0.201660E-03   0.368143E-02   0.184450E+03   0.000000E+00   0.000000E+00   0.184450E+03  -0.368900E+03
   0.101788E+03   0.312744E+01   0.694255E+01   0.392573E-03   0.528795E-03   0.201660E-03   0.149237E-02   0.189284E+03   0.000000E+00   0.000000E+00   0.189284E+03  -0.378568E+03
   0.101788E+03   0.312744E+01   0.835688E+01   0.392573E-03   0.137100E-03   0.201660E-03   0.114376E-02   0.190934E+03   0.000000E+00   0.000000E+00   0.190934E+03  -0.381868E+03
   0.101788E+03   0.312744E+01   0.835688E+01   0.392573E-03   0.137100E-03   0.201660E-03   0.114376E-02   0.190934E+03   0.000000E+00   0.000000E+00   0.190934E+03  -0.381868E+03
   0.101788E+03   0.312744E+01   0.861530E+01   0.392573E-03   0.137100E-03   0.201660E-03   0.114376E-02   0.190858E+03   0.000000E+00   0.000000E+00   0.190858E+03  -0.381716E+03
   0.101788E+03   0.312744E+01   0.388647E+01   0.392573E-03   0.137100E-03   0.201660E-03   0.114376E-02   0.191387E+03   0.000000E+00   0.000000E+00   0.191387E+03  -0.382774E+03
   0.101788E+03   0.557316E+00   0.362558E+01   0.257096E-03   0.137100E-03   0.201660E-03   0.141983E-02   0.191933E+03   0.000000E+00   0.000000E+00   0.191933E+03  -0.383866E+03
   0.100927E+03   0.557316E+00   0.362558E+01   0.425877E-03   0.137100E-03   0.201660E-03   0.141983E-02   0.191741E+03   0.000000E+00   0.000000E+00   0.191741E+03  -0.383482E+03
   0.100927E+03   0.134666E+01  -0.130472E+01   0.115449E-03   0.973606E-04   0.201660E-03   0.141983E-02   0.192898E+03   0.000000E+00   0.000000E+00   0.192898E+03  -0.385796E+03
   0.100927E+03   0.134666E+01   0.133070E+00   0.115449E-03   0.973606E-04   0.201660E-03   0.141983E-02   0.192978E+03   0.000000E+00   0.000000E+00   0.192978E+03  -0.385956E+03
   0.100927E+03   0.134666E+01   0.133070E+00   0.115449E-03   0.973606E-04   0.201660E-03   0.141983E-02   0.192978E+03   0.000000E+00   0.000000E+00   0.192978E+03  -0.385956E+03
   0.100736E+03   0.134666E+01   0.278786E+01   0.115449E-03   0.973606E-04   0.201660E-03   0.141983E-02   0.192492E+03   0.000000E+00   0.000000E+00   0.192492E+03  -0.384984E+03
   0.101088E+03   0.134666E+01   0.278786E+01   0.115449E-03   0.973606E-04   0.201660E-03   0.148967E-02   0.192736E+03   0.000000E+00   0.000000E+00   0.192736E+03  -0.385472E+03
   0.101088E+03   0.134666E+01   0.727541E+01   0.115449E-03   0.795701E-03   0.201660E-03   0.148967E-02   0.188793E+03   0.000000E+00   0.000000E+00   0.188793E+03  -0.377586E+03
   0.101088E+03   0.134666E+01   0.537295E+01   0.115449E-03   0.795701E-03   0.201660E-03   0.148967E-02   0.189180E+03   0.000000E+00   0.000000E+00   0.189180E+03  -0.378360E+03
   0.101280E+03   0.134666E+01  -0.221771E+01   0.115449E-03   0.289722E-03   0.201660E-03   0.148967E-02   0.191630E+03   0.000000E+00   0.000000E+00   0.191630E+03  -0.383260E+03
   0.101280E+03   0.134666E+01  -0.333712E+01   0.115449E-03   0.289722E-03   0.201660E-03   0.148967E-02   0.191325E+03   0.000000E+00   0.000000E+00   0.191325E+03  -0.382650E+03
   0.101280E+03   0.134666E+01  -0.406911E+01   0.115449E-03   0.289722E-03   0.201660E-03   0.148967E-02   0.191092E+03   0.000000E+00   0.000000E+00   0.191092E+03  -0.382184E+03
   0.101280E+03   0.134666E+01   0.465275E+01   0.115449E-03   0.289722E-03   0.201660E-03   0.153123E-02   0.191859E+03   0.000000E+00   0.000000E+00   0.191859E+03  -0.383718E+03
   0.101280E+03   0.134666E+01   0.465275E+01   0.115449E-03   0.289722E-03   0.201660E-03   0.153123E-02   0.191859E+03   0.000000E+00   0.000000E+00   0.191859E+03  -0.383718E+03
   0.101280E+03   0.337739E+01   0.160107E+01   0.356486E-05   0.289722E-03   0.201660E-03   0.153123E-02   0.191663E+03   0.000000E+00   0.000000E+00   0.191663E+03  -0.383326E+03
   0.101562E+03   0.337739E+01   0.518933E+01   0.356486E-05   0.289722E-03   0.201660E-03   0.221181E-02   0.189926E+03   0.000000E+00   0.000000E+00   0.189926E+03  -0.379852E+03
   0.101562E+03   0.337739E+01  -0.345538E+00   0.356486E-05   0.289722E-03   0.201660E-03   0.221181E-02   0.189657E+03   0.000000E+00   0.000000E+00   0.189657E+03  -0.379314E+03
   0.101562E+03   0.337739E+01   0.650884E+01   0.356486E-05   0.142730E-03   0.201660E-03   0.112669E-02   0.191898E+03   0.000000E+00   0.000000E+00   0.191898E+03  -0.383796E+03
   0.103247E+03  -0.516772E+00   0.650884E+01   0.356486E-05   0.142730E-03   0.201660E-03   0.112669E-02   0.186676E+03   0.000000E+00   0.000000E+00   0.186676E+03  -0.373352E+03
   0.103247E+03  -0.136656E+01   0.808726E+01   0.356486E-05   0.142730E-03   0.201660E-03   0.112669E-02   0.186759E+03   0.000000E+00   0.000000E+00   0.186759E+03  -0.373518E+03
   0.103247E+03  -0.282733E+01   0.808726E+01   0.356486E-05   0.142730E-03   0.201660E-03   0.183345E-02   0.185738E+03   0.000000E+00   0.000000E+00   0.185738E+03  -0.371476E+03
   0.103247E+03   0.210892E+01   0.667504E+01   0.778396E-04   0.142730E-03   0.559750E-03   0.183345E-02   0.186302E+03   0.000000E+00   0.000000E+00   0.186302E+03  -0.372604E+03
   0.103247E+03   0.210892E+01   0.787182E+01   0.778396E-04   0.142730E-03   0.559750E-03   0.119865E-02   0.186698E+03   0.000000E+00   0.000000E+00   0.186698E+03  -0.373396E+03
   0.103247E+03   0.210892E+01   0.950963E+01   0.778396E-04   0.142730E-03   0.559750E-03   0.119865E-02   0.186936E+03   0.000000E+00   0.000000E+00   0.186936E+03  -0.373872E+03
   0.103247E+03   0.210892E+01   0.950963E+01   0.778396E-04   0.142730E-03   0.559750E-03   0.930154E-03   0.185843E+03   0.000000E+00   0.000000E+00   0.185843E+03  -0.371686E+03
   0.103247E+03   0.775168E+01   0.950963E+01   0.778396E-04   0.213700E-03   0.559750E-03   0.104233E-02   0.183910E+03   0.000000E+00   0.000000E+00   0.183910E+03  -0.367820E+03
   0.103247E+03   0.225771E+01   0.950963E+01   0.778396E-04   0.213700E-03   0.559750E-03   0.104233E-02   0.186292E+03   0.000000E+00   0.000000E+00   0.186292E+03  -0.372584E+03
   0.103247E+03   0.132211E+01   0.144577E+02   0.778396E-04   0.213700E-03   0.559750E-03   0.104233E-02   0.186102E+03   0.000000E+00   0.000000E+00   0.186102E+03  -0.372204E+03
