"P0" "P1" "P2" "P3" "P4"
1 -1 1 -1 1
1 -0.989949748743719 0.970000757556627 -0.940453511211521 0.901752436808267
1 -0.979899497487437 0.940304537764198 -0.882406908408866 0.807944247403111
1 -0.969849246231156 0.910911340622711 -0.825844964323143 0.71847044780001
1 -0.959798994974874 0.881821166132169 -0.770752451685462 0.633227125279596
1 -0.949748743718593 0.853034014292568 -0.71711414322693 0.552111438387644
1 -0.939698492462312 0.824549885103911 -0.664914811678655 0.475021616935081
1 -0.92964824120603 0.796368778566198 -0.614139229771747 0.401856961997981
1 -0.919597989949749 0.768490694679427 -0.564772170237313 0.332517845917563
1 -0.909547738693467 0.7409156334436 -0.516798405806463 0.2669057123002
1 -0.899497487437186 0.713643594858716 -0.470202709210302 0.204923076017406
1 -0.889447236180904 0.686674578924774 -0.424969853179942 0.146473523205851
1 -0.879396984924623 0.660008585641777 -0.38108461044649 0.091461711267349
1 -0.869346733668342 0.633645615009722 -0.338531753741054 0.0397933688688602
1 -0.85929648241206 0.607585667028611 -0.297296055794744 -0.0086247040575026
1 -0.849246231155779 0.581828741698442 -0.257362289338666 -0.0538846363144826
1 -0.839195979899497 0.556374839019216 -0.218715227103929 -0.096077485439672
1 -0.829145728643216 0.531223958990935 -0.181339641821643 -0.135293237705515
1 -0.819095477386935 0.506376101613595 -0.145220306222915 -0.17162080811931
1 -0.809045226130653 0.4818312668872 -0.110341993038854 -0.205148040423203
1 -0.798994974874372 0.457589454811747 -0.0766894750005678 -0.235961707094197
1 -0.78894472361809 0.433650665387238 -0.0442475248391649 -0.264147509344144
1 -0.778894472361809 0.410014898613671 -0.0130009152857544 -0.289790077119747
1 -0.768844221105528 0.386682154491048 0.0170655809285564 -0.312972969102562
1 -0.758793969849246 0.363652433019368 0.045967191072658 -0.333778672708998
1 -0.748743718592965 0.340925734198631 0.0737191424154432 -0.352288604090314
1 -0.738693467336683 0.318502058028838 0.100336662225803 -0.368583108132622
1 -0.728643216080402 0.296381404509987 0.125834977772629 -0.382741458456885
1 -0.718592964824121 0.27456377364208 0.150229316324812 -0.394841857418918
1 -0.708542713567839 0.253049165425116 0.173534905151245 -0.404961436109388
1 -0.698492462311558 0.231837579859094 0.19576697152082 -0.413176254353815
1 -0.688442211055276 0.210929016944016 0.216940742702427 -0.419561300712569
1 -0.678391959798995 0.190323476679882 0.237071445964958 -0.424190492480872
1 -0.668341708542714 0.17002095906669 0.256174308577305 -0.4271366756888
1 -0.658291457286432 0.150021464104442 0.274264557808359 -0.428471625101278
1 -0.648241206030151 0.130324991793137 0.291357420927013 -0.428266044218085
1 -0.638190954773869 0.110931542132774 0.307468125202158 -0.42658956527385
1 -0.628140703517588 0.0918411151233556 0.322611897902685 -0.423510749238056
