a0_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.100700E+03   0.127520E-02   0.180575E-03   0.829163E-03   0.872429E-03   0.185559E+03   0.000000E+00   0.000000E+00   0.185559E+03  -0.371118E+03
   0.100285E+03   0.125592E-02   0.180575E-03   0.491367E-03   0.872429E-03   0.187748E+03   0.000000E+00   0.000000E+00   0.187748E+03  -0.375496E+03
   0.100285E+03   0.125592E-02   0.180575E-03   0.491367E-03   0.103148E-02   0.187703E+03   0.000000E+00   0.000000E+00   0.187703E+03  -0.375406E+03
   0.100285E+03   0.109609E-02   0.180575E-03   0.491367E-03   0.110561E-02   0.188208E+03   0.000000E+00   0.000000E+00   0.188208E+03  -0.376416E+03
   0.100285E+03   0.109609E-02   0.180575E-03   0.491367E-03   0.824107E-03   0.188303E+03   0.000000E+00   0.000000E+00   0.188303E+03  -0.376606E+03
   0.100285E+03   0.430436E-05   0.180575E-03   0.491367E-03   0.824107E-03   0.191228E+03   0.000000E+00   0.000000E+00   0.191228E+03  -0.382456E+03
   0.100285E+03   0.430436E-05   0.180575E-03   0.491367E-03   0.824107E-03   0.191228E+03   0.000000E+00   0.000000E+00   0.191228E+03  -0.382456E+03
   0.100285E+03   0.430436E-05   0.180575E-03   0.491367E-03   0.824107E-03   0.191228E+03   0.000000E+00   0.000000E+00   0.191228E+03  -0.382456E+03
   0.100285E+03   0.430436E-05   0.189421E-03   0.491367E-03   0.824107E-03   0.191217E+03   0.000000E+00   0.000000E+00   0.191217E+03  -0.382434E+03
   0.100285E+03   0.430436E-05   0.189421E-03   0.491367E-03   0.824107E-03   0.191217E+03   0.000000E+00   0.000000E+00   0.191217E+03  -0.382434E+03
   0.100285E+03   0.430436E-05   0.189421E-03   0.491367E-03   0.824107E-03   0.191217E+03   0.000000E+00   0.000000E+00   0.191217E+03  -0.382434E+03
   0.100285E+03   0.430436E-05   0.189421E-03   0.491367E-03   0.117670E-02   0.190992E+03   0.000000E+00   0.000000E+00   0.190992E+03  -0.381984E+03
   0.100946E+03   0.430436E-05   0.189421E-03   0.491367E-03   0.117670E-02   0.191843E+03   0.000000E+00   0.000000E+00   0.191843E+03  -0.383686E+03
   0.101755E+03   0.109118E-02   0.189421E-03   0.491367E-03   0.117670E-02   0.188243E+03   0.000000E+00   0.000000E+00   0.188243E+03  -0.376486E+03
   0.101755E+03   0.109118E-02   0.189421E-03   0.428165E-03   0.117670E-02   0.188633E+03   0.000000E+00   0.000000E+00   0.188633E+03  -0.377266E+03
   0.101755E+03   0.609974E-03   0.189421E-03   0.428165E-03   0.117670E-02   0.190399E+03   0.000000E+00   0.000000E+00   0.190399E+03  -0.380798E+03
   0.101755E+03   0.609974E-03   0.189421E-03   0.428165E-03   0.117670E-02   0.190399E+03   0.000000E+00   0.000000E+00   0.190399E+03  -0.380798E+03
   0.101755E+03   0.609974E-03   0.189421E-03   0.428165E-03   0.117670E-02   0.190399E+03   0.000000E+00   0.000000E+00   0.190399E+03  -0.380798E+03
   0.101755E+03   0.609974E-03   0.189421E-03   0.428165E-03   0.117670E-02   0.190399E+03   0.000000E+00   0.000000E+00   0.190399E+03  -0.380798E+03
   0.101755E+03   0.609974E-03   0.189421E-03   0.329077E-03   0.117670E-02   0.190952E+03   0.000000E+00   0.000000E+00   0.190952E+03  -0.381904E+03
   0.100220E+03   0.609974E-03   0.189421E-03   0.329077E-03   0.117670E-02   0.190943E+03   0.000000E+00   0.000000E+00   0.190943E+03  -0.381886E+03
   0.100220E+03   0.293510E-03   0.189421E-03   0.329077E-03   0.117670E-02   0.191784E+03   0.000000E+00   0.000000E+00   0.191784E+03  -0.383568E+03
   0.100220E+03   0.293510E-03   0.189421E-03   0.329077E-03   0.117670E-02   0.191784E+03   0.000000E+00   0.000000E+00   0.191784E+03  -0.383568E+03
   0.102618E+03   0.293510E-03   0.189421E-03   0.241298E-03   0.117670E-02   0.188875E+03   0.000000E+00   0.000000E+00   0.188875E+03  -0.377750E+03
   0.102618E+03   0.293510E-03   0.189421E-03   0.241298E-03   0.117670E-02   0.188875E+03   0.000000E+00   0.000000E+00   0.188875E+03  -0.377750E+03
   0.102618E+03   0.293510E-03   0.189421E-03   0.241298E-03   0.117670E-02   0.188875E+03   0.000000E+00   0.000000E+00   0.188875E+03  -0.377750E+03
   0.102618E+03   0.220622E-03   0.189421E-03   0.241298E-03   0.117670E-02   0.188970E+03   0.000000E+00   0.000000E+00   0.188970E+03  -0.377940E+03
   0.102618E+03   0.220622E-03   0.189421E-03   0.241298E-03   0.115192E-02   0.188952E+03   0.000000E+00   0.000000E+00   0.188952E+03  -0.377904E+03
   0.102618E+03   0.166676E-03   0.189421E-03   0.241298E-03   0.175704E-02   0.188378E+03   0.000000E+00   0.000000E+00   0.188378E+03  -0.376756E+03
   0.996469E+02   0.166676E-03   0.189421E-03   0.241298E-03   0.125365E-02   0.190409E+03   0.000000E+00   0.000000E+00   0.190409E+03  -0.380818E+03
   0.996469E+02   0.166676E-03   0.189421E-03   0.241298E-03   0.816749E-03   0.191167E+03   0.000000E+00   0.000000E+00   0.191167E+03  -0.382334E+03
   0.993287E+02   0.166676E-03   0.189421E-03   0.241298E-03   0.816749E-03   0.189757E+03   0.000000E+00   0.000000E+00   0.189757E+03  -0.379514E+03
   0.993287E+02   0.166676E-03   0.395780E-03   0.241298E-03   0.816749E-03   0.190045E+03   0.000000E+00   0.000000E+00   0.190045E+03  -0.380090E+03
   0.998358E+02   0.166676E-03   0.395780E-03   0.241298E-03   0.816749E-03   0.191675E+03   0.000000E+00   0.000000E+00   0.191675E+03  -0.383350E+03
   0.998358E+02   0.166676E-03   0.395780E-03   0.241298E-03   0.816749E-03   0.191675E+03   0.000000E+00   0.000000E+00   0.191675E+03  -0.383350E+03
   0.998358E+02   0.153295E-03   0.395780E-03   0.241298E-03   0.816749E-03   0.191688E+03   0.000000E+00   0.000000E+00   0.191688E+03  -0.383376E+03
   0.998358E+02   0.153295E-03   0.395780E-03   0.241298E-03   0.826928E-03   0.191694E+03   0.000000E+00   0.000000E+00   0.191694E+03  -0.383388E+03
   0.998358E+02   0.153295E-03   0.395780E-03   0.241298E-03   0.826928E-03   0.191694E+03   0.000000E+00   0.000000E+00   0.191694E+03  -0.383388E+03
   0.998358E+02   0.131795E-03   0.395780E-03   0.258356E-03   0.826928E-03   0.191612E+03   0.000000E+00   0.000000E+00   0.191612E+03  -0.383224E+03
   0.998358E+02   0.131795E-03   0.395780E-03   0.258356E-03   0.826928E-03   0.191612E+03   0.000000E+00   0.000000E+00   0.191612E+03  -0.383224E+03
   0.998358E+02   0.131795E-03   0.395780E-03   0.258356E-03   0.826928E-03   0.191612E+03   0.000000E+00   0.000000E+00   0.191612E+03  -0.383224E+03
   0.100146E+03   0.131795E-03   0.395780E-03   0.258356E-03   0.826928E-03   0.192218E+03   0.000000E+00   0.000000E+00   0.192218E+03  -0.384436E+03
   0.998696E+02   0.131795E-03   0.395780E-03   0.255843E-03   0.826928E-03   0.191699E+03   0.000000E+00   0.000000E+00   0.191699E+03  -0.383398E+03
   0.998696E+02   0.131795E-03   0.395780E-03   0.255843E-03   0.826928E-03   0.191699E+03   0.000000E+00   0.000000E+00   0.191699E+03  -0.383398E+03
   0.101989E+03   0.131795E-03   0.395780E-03   0.255843E-03   0.105679E-02   0.190691E+03   0.000000E+00   0.000000E+00   0.190691E+03  -0.381382E+03
   0.101989E+03   0.131795E-03   0.395780E-03   0.255843E-03   0.135429E-02   0.190602E+03   0.000000E+00   0.000000E+00   0.190602E+03  -0.381204E+03
