a0_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   LogPost        
   0.998589E+02   0.185441E-03   0.301302E-03   0.138346E-03   0.952735E-03   0.192293E+03
   0.998589E+02   0.185441E-03   0.301302E-03   0.138346E-03   0.952735E-03   0.192293E+03
   0.998166E+02   0.185441E-03   0.301302E-03   0.138346E-03   0.952735E-03   0.192169E+03
   0.998166E+02   0.185441E-03   0.301302E-03   0.138346E-03   0.952735E-03   0.192169E+03
   0.100064E+03   0.185441E-03   0.517749E-03   0.138346E-03   0.952735E-03   0.192258E+03
   0.997791E+02   0.185441E-03   0.517749E-03   0.138346E-03   0.952735E-03   0.191682E+03
   0.997791E+02   0.185441E-03   0.517749E-03   0.138346E-03   0.952735E-03   0.191682E+03
   0.997791E+02   0.185441E-03   0.517749E-03   0.138346E-03   0.952735E-03   0.191682E+03
   0.997791E+02   0.185441E-03   0.517749E-03   0.138346E-03   0.752736E-03   0.191664E+03
   0.997791E+02   0.185441E-03   0.517749E-03   0.138346E-03   0.752736E-03   0.191664E+03
   0.997791E+02   0.185441E-03   0.517749E-03   0.138346E-03   0.752736E-03   0.191664E+03
   0.997791E+02   0.185441E-03   0.517749E-03   0.138346E-03   0.752736E-03   0.191664E+03
   0.997791E+02   0.185441E-03   0.517749E-03   0.138346E-03   0.752736E-03   0.191664E+03
   0.100957E+03   0.185441E-03   0.517749E-03   0.138346E-03   0.752736E-03   0.192017E+03
   0.100957E+03   0.185441E-03   0.517749E-03   0.138346E-03   0.752736E-03   0.192017E+03
   0.100957E+03   0.185441E-03   0.517749E-03   0.138346E-03   0.752736E-03   0.192017E+03
   0.100957E+03   0.185441E-03   0.517749E-03   0.138346E-03   0.245466E-02   0.189294E+03
   0.100957E+03   0.185441E-03   0.517749E-03   0.138346E-03   0.245466E-02   0.189294E+03
   0.100957E+03   0.185441E-03   0.517749E-03   0.138346E-03   0.320110E-02   0.187540E+03
   0.100957E+03   0.358021E-03   0.517749E-03   0.640192E-04   0.340945E-02   0.186964E+03
   0.100957E+03   0.358021E-03   0.826123E-03   0.640192E-04   0.340945E-02   0.185191E+03
   0.100957E+03   0.358021E-03   0.826123E-03   0.640192E-04   0.206602E-02   0.188402E+03
   0.100447E+03   0.358021E-03   0.826123E-03   0.640192E-04   0.206602E-02   0.188399E+03
   0.100447E+03   0.470323E-03   0.826123E-03   0.640192E-04   0.206602E-02   0.188106E+03
   0.100447E+03   0.470323E-03   0.826123E-03   0.640192E-04   0.172284E-02   0.189083E+03
   0.100447E+03   0.470323E-03   0.826123E-03   0.640192E-04   0.124098E-02   0.190350E+03
   0.100447E+03   0.470323E-03   0.681895E-03   0.640192E-04   0.124098E-02   0.191102E+03
   0.100447E+03   0.470323E-03   0.681895E-03   0.640192E-04   0.124098E-02   0.191102E+03
   0.100447E+03   0.470323E-03   0.443356E-03   0.640192E-04   0.124098E-02   0.192226E+03
   0.100447E+03   0.470323E-03   0.443356E-03   0.640192E-04   0.383016E-03   0.188396E+03
   0.100447E+03   0.470323E-03   0.443356E-03   0.640192E-04   0.176982E-02   0.190824E+03
   0.100447E+03   0.470323E-03   0.443356E-03   0.640192E-04   0.176982E-02   0.190824E+03
   0.100447E+03   0.470323E-03   0.486081E-03   0.640192E-04   0.176982E-02   0.190644E+03
   0.100447E+03   0.470323E-03   0.486081E-03   0.640192E-04   0.176982E-02   0.190644E+03
   0.100447E+03   0.758416E-03   0.486081E-03   0.640192E-04   0.694830E-03   0.190914E+03
   0.100249E+03   0.758416E-03   0.486081E-03   0.640192E-04   0.694830E-03   0.190902E+03
   0.100249E+03   0.758416E-03   0.486081E-03   0.640192E-04   0.694830E-03   0.190902E+03
   0.100401E+03   0.758416E-03   0.486081E-03   0.640192E-04   0.694830E-03   0.190921E+03
   0.101259E+03   0.615368E-03   0.486081E-03   0.640192E-04   0.694830E-03   0.190323E+03
   0.101259E+03   0.615368E-03   0.204161E-03   0.640192E-04   0.694830E-03   0.191655E+03
   0.100014E+03   0.615368E-03   0.204161E-03   0.640192E-04   0.694830E-03   0.191745E+03
   0.100014E+03   0.615368E-03   0.204161E-03   0.640192E-04   0.694830E-03   0.191745E+03
   0.100014E+03   0.615368E-03   0.204161E-03   0.640192E-04   0.806537E-03   0.192009E+03
   0.100014E+03   0.615368E-03   0.204161E-03   0.640192E-04   0.806537E-03   0.192009E+03
   0.100014E+03   0.615368E-03   0.204161E-03   0.640192E-04   0.806537E-03   0.192009E+03
   0.101247E+03   0.145559E-02   0.204161E-03   0.640192E-04   0.227615E-02   0.186983E+03
   0.101247E+03   0.145559E-02   0.204161E-03   0.640192E-04   0.227615E-02   0.186983E+03
   0.101247E+03   0.145559E-02   0.204161E-03   0.640192E-04   0.171767E-02   0.188436E+03
   0.101247E+03   0.145559E-02   0.204161E-03   0.640192E-04   0.121024E-02   0.189499E+03
   0.101247E+03   0.145559E-02   0.204161E-03   0.640192E-04   0.121024E-02   0.189499E+03
   0.101247E+03   0.145559E-02   0.204161E-03   0.640192E-04   0.121024E-02   0.189499E+03
   0.100810E+03   0.145559E-02   0.204161E-03   0.640192E-04   0.687401E-03   0.189054E+03
   0.100810E+03   0.145559E-02   0.204161E-03   0.640192E-04   0.687401E-03   0.189054E+03
   0.100810E+03   0.145559E-02   0.204161E-03   0.640192E-04   0.687401E-03   0.189054E+03
   0.998984E+02   0.203756E-03   0.204161E-03   0.640192E-04   0.687401E-03   0.192411E+03
   0.998984E+02   0.203756E-03   0.204161E-03   0.640192E-04   0.687401E-03   0.192411E+03
   0.998984E+02   0.203756E-03   0.204161E-03   0.640192E-04   0.687401E-03   0.192411E+03
   0.998984E+02   0.203756E-03   0.204161E-03   0.640192E-04   0.687401E-03   0.192411E+03
   0.998984E+02   0.203756E-03   0.204161E-03   0.640192E-04   0.687401E-03   0.192411E+03
   0.998984E+02   0.203756E-03   0.792011E-03   0.640192E-04   0.687401E-03   0.190836E+03
   0.998984E+02   0.203756E-03   0.792011E-03   0.640192E-04   0.687401E-03   0.190836E+03
   0.998984E+02   0.203756E-03   0.792011E-03   0.640192E-04   0.687401E-03   0.190836E+03
   0.998984E+02   0.203756E-03   0.792011E-03   0.640192E-04   0.531330E-03   0.189894E+03
   0.998984E+02   0.203756E-03   0.792011E-03   0.640192E-04   0.531330E-03   0.189894E+03
   0.998984E+02   0.203756E-03   0.792011E-03   0.486600E-03   0.531330E-03   0.187462E+03
   0.998984E+02   0.203756E-03   0.792011E-03   0.486600E-03   0.215797E-02   0.185382E+03
   0.100762E+03   0.431948E-03   0.792011E-03   0.486600E-03   0.774784E-03   0.188121E+03
   0.100762E+03   0.431948E-03   0.792011E-03   0.486600E-03   0.103901E-02   0.188462E+03
   0.100762E+03   0.431948E-03   0.401867E-03   0.486600E-03   0.103901E-02   0.190533E+03
   0.100762E+03   0.431948E-03   0.401867E-03   0.486600E-03   0.933209E-03   0.190525E+03
   0.100762E+03   0.431948E-03   0.543063E-03   0.486600E-03   0.933209E-03   0.189830E+03
   0.100762E+03   0.431948E-03   0.543063E-03   0.486600E-03   0.933209E-03   0.189830E+03
   0.100762E+03   0.431948E-03   0.543063E-03   0.486600E-03   0.933209E-03   0.189830E+03
   0.100762E+03   0.431948E-03   0.543063E-03   0.486600E-03   0.933209E-03   0.189830E+03
   0.100762E+03   0.431948E-03   0.543063E-03   0.486600E-03   0.933209E-03   0.189830E+03
   0.100762E+03   0.440086E-03   0.543063E-03   0.486600E-03   0.933209E-03   0.189807E+03
   0.992569E+02   0.440086E-03   0.870623E-03   0.486600E-03   0.933209E-03   0.186870E+03
   0.992569E+02   0.440086E-03   0.870623E-03   0.486600E-03   0.933209E-03   0.186870E+03
   0.100880E+03   0.440086E-03   0.870623E-03   0.486600E-03   0.933209E-03   0.187903E+03
   0.101563E+03   0.440086E-03   0.870623E-03   0.486600E-03   0.933209E-03   0.186903E+03
   0.101563E+03   0.404052E-03   0.870623E-03   0.486600E-03   0.933209E-03   0.186999E+03
   0.101168E+03   0.404052E-03   0.809514E-03   0.486600E-03   0.107984E-02   0.188109E+03
   0.101168E+03   0.404052E-03   0.809514E-03   0.486600E-03   0.107984E-02   0.188109E+03
   0.100368E+03   0.127520E-02   0.809514E-03   0.463062E-03   0.107984E-02   0.185498E+03
   0.100368E+03   0.127520E-02   0.809514E-03   0.463062E-03   0.107984E-02   0.185498E+03
   0.100368E+03   0.127520E-02   0.809514E-03   0.463062E-03   0.107984E-02   0.185498E+03
   0.100368E+03   0.127520E-02   0.480264E-03   0.109796E-02   0.107984E-02   0.182585E+03
   0.100368E+03   0.127520E-02   0.480264E-03   0.949754E-03   0.102668E-02   0.183574E+03
   0.100871E+03   0.127520E-02   0.480264E-03   0.949754E-03   0.102668E-02   0.183736E+03
   0.100871E+03   0.127520E-02   0.480264E-03   0.949754E-03   0.872429E-03   0.183620E+03
   0.100871E+03   0.127520E-02   0.663033E-03   0.949754E-03   0.872429E-03   0.182614E+03
   0.100700E+03   0.127520E-02   0.180575E-03   0.949754E-03   0.872429E-03   0.184749E+03
   0.100700E+03   0.127520E-02   0.180575E-03   0.829163E-03   0.872429E-03   0.185559E+03
   0.100285E+03   0.125592E-02   0.180575E-03   0.491367E-03   0.872429E-03   0.187748E+03
   0.100285E+03   0.125592E-02   0.180575E-03   0.491367E-03   0.103148E-02   0.187703E+03
   0.100285E+03   0.109609E-02   0.180575E-03   0.491367E-03   0.110561E-02   0.188208E+03
   0.100285E+03   0.109609E-02   0.180575E-03   0.491367E-03   0.824107E-03   0.188303E+03
   0.100285E+03   0.430436E-05   0.180575E-03   0.491367E-03   0.824107E-03   0.191228E+03
   0.100285E+03   0.430436E-05   0.180575E-03   0.491367E-03   0.824107E-03   0.191228E+03
   0.100285E+03   0.430436E-05   0.180575E-03   0.491367E-03   0.824107E-03   0.191228E+03
   0.100285E+03   0.430436E-05   0.189421E-03   0.491367E-03   0.824107E-03   0.191217E+03
   0.100285E+03   0.430436E-05   0.189421E-03   0.491367E-03   0.824107E-03   0.191217E+03
   0.100285E+03   0.430436E-05   0.189421E-03   0.491367E-03   0.824107E-03   0.191217E+03
   0.100285E+03   0.430436E-05   0.189421E-03   0.491367E-03   0.117670E-02   0.190992E+03
   0.100946E+03   0.430436E-05   0.189421E-03   0.491367E-03   0.117670E-02   0.191843E+03
   0.101755E+03   0.109118E-02   0.189421E-03   0.491367E-03   0.117670E-02   0.188243E+03
   0.101755E+03   0.109118E-02   0.189421E-03   0.428165E-03   0.117670E-02   0.188633E+03
   0.101755E+03   0.609974E-03   0.189421E-03   0.428165E-03   0.117670E-02   0.190399E+03
   0.101755E+03   0.609974E-03   0.189421E-03   0.428165E-03   0.117670E-02   0.190399E+03
   0.101755E+03   0.609974E-03   0.189421E-03   0.428165E-03   0.117670E-02   0.190399E+03
   0.101755E+03   0.609974E-03   0.189421E-03   0.428165E-03   0.117670E-02   0.190399E+03
   0.101755E+03   0.609974E-03   0.189421E-03   0.329077E-03   0.117670E-02   0.190952E+03
   0.100220E+03   0.609974E-03   0.189421E-03   0.329077E-03   0.117670E-02   0.190943E+03
   0.100220E+03   0.293510E-03   0.189421E-03   0.329077E-03   0.117670E-02   0.191784E+03
   0.100220E+03   0.293510E-03   0.189421E-03   0.329077E-03   0.117670E-02   0.191784E+03
   0.102618E+03   0.293510E-03   0.189421E-03   0.241298E-03   0.117670E-02   0.188875E+03
   0.102618E+03   0.293510E-03   0.189421E-03   0.241298E-03   0.117670E-02   0.188875E+03
   0.102618E+03   0.293510E-03   0.189421E-03   0.241298E-03   0.117670E-02   0.188875E+03
   0.102618E+03   0.220622E-03   0.189421E-03   0.241298E-03   0.117670E-02   0.188970E+03
   0.102618E+03   0.220622E-03   0.189421E-03   0.241298E-03   0.115192E-02   0.188952E+03
   0.102618E+03   0.166676E-03   0.189421E-03   0.241298E-03   0.175704E-02   0.188378E+03
   0.996469E+02   0.166676E-03   0.189421E-03   0.241298E-03   0.125365E-02   0.190409E+03
   0.996469E+02   0.166676E-03   0.189421E-03   0.241298E-03   0.816749E-03   0.191167E+03
   0.993287E+02   0.166676E-03   0.189421E-03   0.241298E-03   0.816749E-03   0.189757E+03
   0.993287E+02   0.166676E-03   0.395780E-03   0.241298E-03   0.816749E-03   0.190045E+03
   0.998358E+02   0.166676E-03   0.395780E-03   0.241298E-03   0.816749E-03   0.191675E+03
   0.998358E+02   0.166676E-03   0.395780E-03   0.241298E-03   0.816749E-03   0.191675E+03
   0.998358E+02   0.153295E-03   0.395780E-03   0.241298E-03   0.816749E-03   0.191688E+03
   0.998358E+02   0.153295E-03   0.395780E-03   0.241298E-03   0.826928E-03   0.191694E+03
   0.998358E+02   0.153295E-03   0.395780E-03   0.241298E-03   0.826928E-03   0.191694E+03
   0.998358E+02   0.131795E-03   0.395780E-03   0.258356E-03   0.826928E-03   0.191612E+03
   0.998358E+02   0.131795E-03   0.395780E-03   0.258356E-03   0.826928E-03   0.191612E+03
   0.998358E+02   0.131795E-03   0.395780E-03   0.258356E-03   0.826928E-03   0.191612E+03
   0.100146E+03   0.131795E-03   0.395780E-03   0.258356E-03   0.826928E-03   0.192218E+03
   0.998696E+02   0.131795E-03   0.395780E-03   0.255843E-03   0.826928E-03   0.191699E+03
   0.998696E+02   0.131795E-03   0.395780E-03   0.255843E-03   0.826928E-03   0.191699E+03
   0.101989E+03   0.131795E-03   0.395780E-03   0.255843E-03   0.105679E-02   0.190691E+03
   0.101989E+03   0.131795E-03   0.395780E-03   0.255843E-03   0.135429E-02   0.190602E+03
   0.101989E+03   0.131795E-03   0.288150E-03   0.255843E-03   0.165138E-02   0.190626E+03
   0.100345E+03   0.131795E-03   0.288150E-03   0.255843E-03   0.165138E-02   0.191372E+03
   0.100345E+03   0.131795E-03   0.288150E-03   0.255843E-03   0.165138E-02   0.191372E+03
   0.100345E+03   0.131795E-03   0.107184E-03   0.134641E-03   0.139772E-02   0.192966E+03
   0.101202E+03   0.131795E-03   0.107184E-03   0.134641E-03   0.109463E-02   0.194077E+03
   0.101202E+03   0.131795E-03   0.107184E-03   0.134641E-03   0.109463E-02   0.194077E+03
   0.101505E+03   0.131795E-03   0.107184E-03   0.134641E-03   0.109463E-02   0.193605E+03
   0.101505E+03   0.131795E-03   0.107184E-03   0.134641E-03   0.109463E-02   0.193605E+03
   0.101505E+03   0.131795E-03   0.107184E-03   0.134641E-03   0.109463E-02   0.193605E+03
   0.100729E+03   0.131795E-03   0.107184E-03   0.134641E-03   0.103635E-02   0.194192E+03
   0.100691E+03   0.131795E-03   0.107184E-03   0.134641E-03   0.103635E-02   0.194165E+03
   0.100691E+03   0.131795E-03   0.107184E-03   0.884546E-04   0.103635E-02   0.194305E+03
   0.100691E+03   0.131795E-03   0.107184E-03   0.884546E-04   0.103635E-02   0.194305E+03
   0.100691E+03   0.361536E-05   0.107184E-03   0.884546E-04   0.103635E-02   0.194368E+03
   0.100691E+03   0.361536E-05   0.107184E-03   0.138187E-03   0.103635E-02   0.194215E+03
   0.100691E+03   0.361536E-05   0.107184E-03   0.138187E-03   0.103635E-02   0.194215E+03
   0.100691E+03   0.361536E-05   0.135644E-03   0.138187E-03   0.103635E-02   0.194176E+03
   0.100676E+03   0.361536E-05   0.135644E-03   0.138187E-03   0.103635E-02   0.194168E+03
   0.101469E+03   0.361536E-05   0.135644E-03   0.138187E-03   0.225926E-02   0.191247E+03
   0.101469E+03   0.361536E-05   0.135644E-03   0.138187E-03   0.225926E-02   0.191247E+03
   0.101469E+03   0.361536E-05   0.135644E-03   0.138187E-03   0.279105E-02   0.189956E+03
   0.101469E+03   0.361536E-05   0.135644E-03   0.138187E-03   0.279105E-02   0.189956E+03
   0.101469E+03   0.361536E-05   0.135644E-03   0.138187E-03   0.203257E-02   0.191825E+03
   0.998092E+02   0.239575E-03   0.135644E-03   0.138187E-03   0.203257E-02   0.189121E+03
   0.991908E+02   0.239575E-03   0.135644E-03   0.138187E-03   0.203257E-02   0.185688E+03
   0.991908E+02   0.239575E-03   0.135644E-03   0.138187E-03   0.203257E-02   0.185688E+03
   0.991908E+02   0.239575E-03   0.135644E-03   0.138187E-03   0.203257E-02   0.185688E+03
   0.991908E+02   0.315879E-03   0.247047E-04   0.138187E-03   0.203257E-02   0.185437E+03
   0.996751E+02   0.315879E-03   0.247047E-04   0.138187E-03   0.203257E-02   0.188347E+03
   0.996751E+02   0.315879E-03   0.247047E-04   0.138187E-03   0.203257E-02   0.188347E+03
   0.101027E+03   0.315879E-03   0.247047E-04   0.138187E-03   0.203257E-02   0.191868E+03
   0.101027E+03   0.315879E-03   0.247047E-04   0.138187E-03   0.189569E-02   0.192235E+03
   0.101027E+03   0.315879E-03   0.375916E-04   0.138187E-03   0.189569E-02   0.192229E+03
   0.101027E+03   0.315879E-03   0.415385E-04   0.138187E-03   0.189569E-02   0.192227E+03
   0.101027E+03   0.315879E-03   0.415385E-04   0.138187E-03   0.189569E-02   0.192227E+03
   0.101027E+03   0.315879E-03   0.415385E-04   0.138187E-03   0.152846E-02   0.193185E+03
   0.101027E+03   0.315879E-03   0.415385E-04   0.138187E-03   0.152846E-02   0.193185E+03
   0.101027E+03   0.315879E-03   0.108427E-03   0.138187E-03   0.376469E-02   0.187789E+03
   0.101027E+03   0.315879E-03   0.172599E-03   0.138187E-03   0.376469E-02   0.187656E+03
   0.101027E+03   0.314456E-03   0.172599E-03   0.138187E-03   0.610869E-03   0.192108E+03
   0.100881E+03   0.314456E-03   0.172599E-03   0.138187E-03   0.610869E-03   0.192314E+03
   0.100881E+03   0.314456E-03   0.172599E-03   0.138187E-03   0.610869E-03   0.192314E+03
   0.100881E+03   0.314456E-03   0.172599E-03   0.138187E-03   0.610869E-03   0.192314E+03
   0.100881E+03   0.314456E-03   0.172599E-03   0.138187E-03   0.112639E-02   0.193753E+03
   0.100881E+03   0.314456E-03   0.172599E-03   0.138187E-03   0.112639E-02   0.193753E+03
   0.100881E+03   0.314456E-03   0.172599E-03   0.138187E-03   0.112639E-02   0.193753E+03
   0.100881E+03   0.314456E-03   0.172599E-03   0.138187E-03   0.122059E-02   0.193624E+03
   0.100881E+03   0.249446E-03   0.172599E-03   0.138187E-03   0.122059E-02   0.193752E+03
   0.100881E+03   0.249446E-03   0.172599E-03   0.138187E-03   0.146905E-02   0.193230E+03
   0.100881E+03   0.249446E-03   0.172599E-03   0.138187E-03   0.131852E-02   0.193570E+03
   0.100881E+03   0.288652E-03   0.172599E-03   0.274899E-03   0.131852E-02   0.192825E+03
   0.100881E+03   0.288652E-03   0.172599E-03   0.274899E-03   0.131852E-02   0.192825E+03
   0.101623E+03   0.288652E-03   0.172599E-03   0.274899E-03   0.136419E-02   0.192214E+03
   0.101623E+03   0.288652E-03   0.172599E-03   0.274899E-03   0.136419E-02   0.192214E+03
   0.101623E+03   0.288652E-03   0.172599E-03   0.274899E-03   0.136419E-02   0.192214E+03
   0.101630E+03   0.288652E-03   0.172599E-03   0.274899E-03   0.136419E-02   0.192195E+03
   0.100333E+03   0.288652E-03   0.172599E-03   0.274899E-03   0.123803E-02   0.192294E+03
   0.100333E+03   0.288652E-03   0.288288E-03   0.274899E-03   0.123803E-02   0.192087E+03
   0.100333E+03   0.288652E-03   0.288288E-03   0.274899E-03   0.130088E-02   0.191941E+03
   0.100333E+03   0.917158E-03   0.288288E-03   0.274899E-03   0.130088E-02   0.189969E+03
   0.100333E+03   0.917158E-03   0.288288E-03   0.274899E-03   0.130088E-02   0.189969E+03
   0.100333E+03   0.917158E-03   0.288288E-03   0.337713E-03   0.130088E-02   0.189543E+03
   0.100333E+03   0.917158E-03   0.288288E-03   0.337713E-03   0.130088E-02   0.189543E+03
   0.100333E+03   0.586659E-03   0.288288E-03   0.337713E-03   0.130088E-02   0.190728E+03
   0.100333E+03   0.586659E-03   0.288288E-03   0.337713E-03   0.130088E-02   0.190728E+03
   0.101328E+03   0.370543E-03   0.288288E-03   0.337713E-03   0.130088E-02   0.191762E+03
   0.101328E+03   0.400840E-03   0.288288E-03   0.337713E-03   0.130088E-02   0.191685E+03
   0.101328E+03   0.400840E-03   0.288288E-03   0.337713E-03   0.130088E-02   0.191685E+03
   0.101328E+03   0.269488E-04   0.288288E-03   0.337713E-03   0.130088E-02   0.192240E+03
   0.101328E+03   0.269488E-04   0.288288E-03   0.337713E-03   0.142794E-02   0.192005E+03
   0.101328E+03   0.269488E-04   0.288288E-03   0.337713E-03   0.142794E-02   0.192005E+03
   0.100334E+03   0.269488E-04   0.288288E-03   0.337713E-03   0.142794E-02   0.191471E+03
   0.100334E+03   0.269488E-04   0.288288E-03   0.387763E-03   0.142794E-02   0.191106E+03
   0.100334E+03   0.269488E-04   0.288288E-03   0.387763E-03   0.142794E-02   0.191106E+03
   0.100040E+03   0.459681E-03   0.288288E-03   0.940589E-03   0.142794E-02   0.185677E+03
   0.100040E+03   0.459681E-03   0.288288E-03   0.940589E-03   0.142794E-02   0.185677E+03
   0.100040E+03   0.459681E-03   0.624815E-04   0.940589E-03   0.142794E-02   0.185811E+03
   0.100040E+03   0.459681E-03   0.624815E-04   0.497789E-03   0.142794E-02   0.189046E+03
   0.100040E+03   0.609316E-03   0.624815E-04   0.801342E-03   0.142794E-02   0.186325E+03
   0.100040E+03   0.609316E-03   0.624815E-04   0.109139E-02   0.142794E-02   0.184427E+03
   0.100040E+03   0.962661E-03   0.624815E-04   0.109139E-02   0.142794E-02   0.183185E+03
   0.100864E+03   0.349268E-03   0.624815E-04   0.674905E-03   0.142794E-02   0.189707E+03
   0.100864E+03   0.349268E-03   0.624815E-04   0.674905E-03   0.740605E-03   0.189783E+03
   0.100864E+03   0.349268E-03   0.624815E-04   0.674905E-03   0.740605E-03   0.189783E+03
   0.100429E+03   0.349268E-03   0.624815E-04   0.674905E-03   0.482124E-03   0.187376E+03
   0.100429E+03   0.431045E-03   0.624815E-04   0.674905E-03   0.482124E-03   0.187172E+03
   0.100429E+03   0.431045E-03   0.114219E-03   0.674905E-03   0.152419E-02   0.188518E+03
   0.100429E+03   0.431045E-03   0.114219E-03   0.674905E-03   0.753153E-03   0.189319E+03
   0.100429E+03   0.431045E-03   0.114219E-03   0.674905E-03   0.100813E-02   0.189584E+03
   0.100429E+03   0.431045E-03   0.114219E-03   0.674905E-03   0.100813E-02   0.189584E+03
   0.101044E+03   0.641903E-04   0.114219E-03   0.674905E-03   0.100813E-02   0.190750E+03
   0.101044E+03   0.532779E-03   0.114219E-03   0.674905E-03   0.100813E-02   0.189815E+03
   0.101044E+03   0.532779E-03   0.114219E-03   0.674905E-03   0.100813E-02   0.189815E+03
   0.101044E+03   0.532779E-03   0.114219E-03   0.711684E-04   0.100813E-02   0.193474E+03
   0.101191E+03   0.688790E-03   0.114219E-03   0.711684E-04   0.100813E-02   0.192813E+03
   0.101191E+03   0.688790E-03   0.114219E-03   0.711684E-04   0.100813E-02   0.192813E+03
   0.101191E+03   0.688790E-03   0.114219E-03   0.711684E-04   0.100813E-02   0.192813E+03
   0.101191E+03   0.688790E-03   0.114219E-03   0.809561E-04   0.100813E-02   0.192795E+03
   0.101191E+03   0.688790E-03   0.114219E-03   0.809561E-04   0.100813E-02   0.192795E+03
   0.101250E+03   0.415435E-05   0.303992E-03   0.809561E-04   0.100813E-02   0.193584E+03
   0.101605E+03   0.415435E-05   0.303992E-03   0.809561E-04   0.858754E-03   0.192485E+03
   0.101605E+03   0.415435E-05   0.303992E-03   0.809561E-04   0.858754E-03   0.192485E+03
   0.100976E+03   0.415435E-05   0.303992E-03   0.809561E-04   0.858754E-03   0.193705E+03
   0.100976E+03   0.415435E-05   0.303992E-03   0.809561E-04   0.858754E-03   0.193705E+03
   0.100609E+03   0.415435E-05   0.303992E-03   0.809561E-04   0.858754E-03   0.193821E+03
   0.101517E+03   0.415435E-05   0.600947E-04   0.809561E-04   0.858754E-03   0.193459E+03
   0.101517E+03   0.415435E-05   0.600947E-04   0.809561E-04   0.858754E-03   0.193459E+03
   0.101517E+03   0.474722E-03   0.600947E-04   0.809561E-04   0.858754E-03   0.192709E+03
   0.101517E+03   0.474722E-03   0.600947E-04   0.809561E-04   0.858754E-03   0.192709E+03
   0.100352E+03   0.474722E-03   0.600947E-04   0.809561E-04   0.858754E-03   0.193234E+03
   0.100352E+03   0.531981E-03   0.600947E-04   0.809561E-04   0.858754E-03   0.193065E+03
   0.100352E+03   0.412083E-03   0.600947E-04   0.809561E-04   0.858754E-03   0.193404E+03
   0.999529E+02   0.412083E-03   0.227845E-03   0.809561E-04   0.858754E-03   0.192415E+03
   0.100351E+03   0.412083E-03   0.227845E-03   0.809561E-04   0.858754E-03   0.193226E+03
   0.101557E+03   0.409186E-03   0.227845E-03   0.809561E-04   0.858754E-03   0.192362E+03
   0.993177E+02   0.851491E-03   0.582347E-03   0.809561E-04   0.858754E-03   0.188937E+03
   0.993177E+02   0.851491E-03   0.582347E-03   0.809561E-04   0.128128E-02   0.187937E+03
