x(m)	h2(mm)
0.504	39.9852649841114
0.604	39.8744936226672
0.704	40.2173360322233
0.804	40.0073807724457
0.904	40.2662917498878
1.004	40.0545742078892
1.104	40.0723478646687
1.204	40.1653960295556
1.304	40.4051477876685
1.404	41.3230079750012
1.504	41.4752799798874
1.604	41.4587282461103
1.704	41.2216177013339
1.804	40.7181108512206
1.904	40.5462317882244
2.004	39.9855086530007
2.104	39.8213664287785
2.204	39.5492436504437
2.304	39.1137306804468
2.404	39.1656112607783
2.504	39.5700518794451
2.604	39.7016130827778
2.704	39.6221412828901
2.804	39.8329334537797
2.904	39.6893835911117
3.004	39.9564067677784
3.104	40.1593609296661
3.204	40.0857088924463
3.304	40.3066461648872
3.404	40.5364506518885
3.504	40.6700873598882
3.604	40.4317579502224
3.704	40.3054261440011
3.804	40.2360917408895
3.904	40.2458894072215
4.004	39.6110198936656
4.104	39.4398649958887
4.204	39.4035391303334
4.304	39.3424518999998
4.404	39.4447079386661
4.504	39.1504655616661
4.604	39.2835696386678
4.704	40.1791553552233
4.804	40.3105028628889
4.904	39.7872471158901
5.004	39.777394742999
5.104	39.3126315627769
5.204	39.1844921803335
5.304	39.3117306788883
5.404	39.6278954212221
5.504	39.9205860942229
5.604	40.069136861887
5.704	40.4177204423338
5.804	40.5441376174425
5.904	40.7416915392236
6.004	40.808361789333
6.104	40.7769463035544
6.204	40.3249961487781
6.304	40.3894238744419
6.404	40.3322053844418
6.504	40.308195062999
6.604	39.7423815815566
6.704	39.5558565969994
6.804	39.3937306765556
6.904	39.690988400999
7.004	39.9903389392234
7.104	40.1061839883352
7.204	40.3998382266665
7.304	40.7175953889994
7.404	41.0373107485563
7.504	40.8868010347775
7.604	41.1701226544435
7.704	41.1773131526678
7.804	40.9787330472226
7.904	40.8944129801089
8.004	40.821860829666
8.104	40.8686527078871
8.204	40.8330259513323
8.304	40.3695182709999
8.404	40.1085116689983
8.504	40.0865653108903
8.604	39.8181859777766
8.704	40.1322780761096
8.804	40.041362436333
8.904	40.257595325778
9.004	40.7313268531123
9.104	40.948316140889
9.204	41.0268852268933
9.304	40.2948032207797
9.404	40.4427365662204
9.504	40.7849052547789
9.604	40.7409326004444
9.704	40.5793094388902
9.804	40.5783410514452
9.904	40.9948233157779
10.004	41.1549583085559
10.104	41.4831482426663
10.204	41.3064206138894
10.304	41.4194772565561
10.404	41.5343126141101
10.504	42.0015408005555
10.604	42.2952334697785
10.704	41.7665399402222
10.804	41.2568573914454
10.904	41.5590725957765
11.004	41.6699560423332
11.104	41.5154496141095
11.204	41.0410159582242
11.304	41.302382363333
11.404	40.8857939522219
11.504	40.8819344688886
11.604	40.5339620258899
11.704	40.3449534803337
11.804	40.3784812315573
11.904	40.3408631618894
12.004	40.2166869045539
12.104	39.9820369638889
12.204	39.9593823005584
12.304	40.1383619224454
12.404	40.1345435277779
12.504	40.3641382793337
12.604	39.9997830893342
12.704	39.7789092782225
12.804	39.4407739948903
12.904	40.1164366336666
13.004	40.7128879971132
13.104	40.9280594922228
13.204	41.0449450013338
13.304	40.9265759905541
13.404	40.9705454653332
13.504	41.358804458445
13.604	41.5285402531126
13.704	40.4529025220007
13.804	40.5339564960001
13.904	40.5906812454445
14.004	40.4050332980007
14.104	40.2411417096659
14.204	40.0505154605556
14.304	40.2029420206662
14.404	40.4915460578897
14.504	40.9898541746665
14.604	41.1077532214472
14.704	41.2253076431134
14.804	41.4005845774462
14.904	41.3134758466659
15.004	41.6717393764454
15.104	41.6960310763323
15.204	41.9463440618875
15.304	41.6166273807777
15.404	41.6626258826676
15.504	41.45601835
15.604	41.3177985543346
15.704	41.1011334136671
15.804	40.9139236644436
15.904	40.8856607158885
16.004	40.9868728006673
16.104	40.9576559117791
16.204	40.9598927862234
16.304	41.1861710206694
16.404	41.1531138476669
16.504	40.6879361263344
