"P0" "P1" "P2"
1 0.724834383583778 0.288077325437912
1 0.734932945548554 0.31018965167901
1 0.74503150751333 0.332607920781378
1 0.755130069478106 0.355332132745014
1 0.765228631442882 0.37836228756992
1 0.775327193407659 0.401698385256095
1 0.785425755372435 0.42534042580354
1 0.795524317337211 0.449288409212254
1 0.805622879301987 0.473542335482237
1 0.815721441266763 0.498102204613489
1 0.82582000323154 0.52296801660601
1 0.835918565196316 0.548139771459801
1 0.846017127161092 0.573617469174861
1 0.856115689125868 0.599401109751191
1 0.866214251090645 0.625490693188789
1 0.876312813055421 0.651886219487658
1 0.886411375020197 0.678587688647794
1 0.896509936984973 0.705595100669201
1 0.905918124531794 0.731031472532804
1 0.915326312078614 0.756733386375156
1 0.924734499625435 0.782700842196255
1 0.934142687172256 0.808933839996105
1 0.943550874719076 0.835432379774701
1 0.952959062265897 0.862196461532047
1 0.962367249812718 0.88922608526814
1 0.971775437359538 0.916521250982982
1 0.981183624906359 0.944081958676573
1 0.99059181245318 0.971908208348913
1 1 1
