a0_min         a1_min         a2_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   Y9_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.101196E+03   0.416718E+01   0.594117E+01   0.823132E-03   0.102254E-02   0.116381E-04   0.100825E-03   0.118841E-02   0.728408E-03   0.277700E-03   0.854779E-03   0.515740E-03   0.205408E+03   0.000000E+00   0.000000E+00   0.205408E+03  -0.410816E+03
   0.996182E+02   0.416718E+01  -0.218890E+01   0.920101E-03   0.355324E-04   0.116381E-04   0.100825E-03   0.118841E-02   0.728408E-03   0.277700E-03   0.854779E-03   0.515740E-03   0.207329E+03   0.000000E+00   0.000000E+00   0.207329E+03  -0.414658E+03
   0.996182E+02   0.376108E+01   0.110255E+01   0.920101E-03   0.355324E-04   0.116381E-04   0.100825E-03   0.150406E-02   0.625906E-04   0.277700E-03   0.550984E-03   0.515740E-03   0.205614E+03   0.000000E+00   0.000000E+00   0.205614E+03  -0.411228E+03
   0.996182E+02  -0.179045E+01  -0.299654E+01   0.920101E-03   0.355324E-04   0.116381E-04   0.101995E-02   0.150406E-02   0.107111E-02   0.277700E-03   0.550984E-03   0.515740E-03   0.206145E+03   0.000000E+00   0.000000E+00   0.206145E+03  -0.412290E+03
   0.996182E+02  -0.233148E+01  -0.172143E+01   0.920101E-03   0.355324E-04   0.116381E-04   0.101995E-02   0.150406E-02   0.107111E-02   0.873648E-03   0.550984E-03   0.515740E-03   0.205329E+03   0.000000E+00   0.000000E+00   0.205329E+03  -0.410658E+03
   0.996182E+02  -0.562281E+00   0.688878E+01   0.920101E-03   0.355324E-04   0.985394E-04   0.101995E-02   0.150406E-02   0.107111E-02   0.205997E-02   0.550984E-03   0.515740E-03   0.203171E+03   0.000000E+00   0.000000E+00   0.203171E+03  -0.406342E+03
   0.996182E+02  -0.562281E+00   0.156483E+01   0.920101E-03   0.786525E-03   0.985394E-04   0.101995E-02   0.679074E-03   0.107111E-02   0.205997E-02   0.550984E-03   0.188061E-02   0.202346E+03   0.000000E+00   0.000000E+00   0.202346E+03  -0.404692E+03
   0.996182E+02   0.117030E+01  -0.160987E+01   0.920101E-03   0.786525E-03   0.949429E-03   0.101995E-02   0.679074E-03   0.107111E-02   0.205997E-02   0.229609E-02   0.184862E-02   0.199474E+03   0.000000E+00   0.000000E+00   0.199474E+03  -0.398948E+03
   0.996182E+02   0.117030E+01  -0.160987E+01   0.920101E-03   0.786525E-03   0.949429E-03   0.101995E-02   0.175868E-02   0.719743E-03   0.406181E-02   0.204720E-02   0.184862E-02   0.195863E+03   0.000000E+00   0.000000E+00   0.195863E+03  -0.391726E+03
   0.996182E+02   0.963368E+01  -0.223126E+01   0.920101E-03   0.786525E-03   0.949429E-03   0.348939E-03   0.175868E-02   0.719743E-03   0.406181E-02   0.883237E-03   0.184862E-02   0.195224E+03   0.000000E+00   0.000000E+00   0.195224E+03  -0.390448E+03
   0.993669E+02   0.396888E+01  -0.558713E+01   0.920101E-03   0.786525E-03   0.186868E-02   0.348939E-03   0.214072E-03   0.719743E-03   0.406181E-02   0.145974E-02   0.184862E-02   0.196225E+03   0.000000E+00   0.000000E+00   0.196225E+03  -0.392450E+03
   0.993669E+02   0.538698E+01  -0.217700E+01   0.230878E-02   0.394850E-03   0.262869E-02   0.348939E-03   0.214072E-03   0.719743E-03   0.406181E-02   0.225120E-02   0.184862E-02   0.191882E+03   0.000000E+00   0.000000E+00   0.191882E+03  -0.383764E+03
   0.993669E+02   0.549784E+01  -0.217700E+01   0.230878E-02   0.394850E-03   0.262869E-02   0.348939E-03   0.214072E-03   0.719743E-03   0.224335E-02   0.225120E-02   0.684670E-03   0.196420E+03   0.000000E+00   0.000000E+00   0.196420E+03  -0.392840E+03
   0.993669E+02  -0.282508E+00  -0.975552E+01   0.230878E-02   0.394850E-03   0.262869E-02   0.348939E-03   0.214072E-03   0.719743E-03   0.224335E-02   0.187189E-02   0.684670E-03   0.196520E+03   0.000000E+00   0.000000E+00   0.196520E+03  -0.393040E+03
   0.993669E+02  -0.282508E+00   0.421453E+01   0.230878E-02   0.394850E-03   0.448116E-04   0.348939E-03   0.301100E-03   0.719743E-03   0.224335E-02   0.187189E-02   0.684670E-03   0.198470E+03   0.000000E+00   0.000000E+00   0.198470E+03  -0.396940E+03
   0.993669E+02  -0.282508E+00   0.131283E+00   0.230878E-02   0.394850E-03   0.448116E-04   0.348939E-03   0.301100E-03   0.719743E-03   0.274315E-02   0.187189E-02   0.684670E-03   0.199170E+03   0.000000E+00   0.000000E+00   0.199170E+03  -0.398340E+03
   0.993669E+02  -0.282508E+00  -0.503451E+01   0.126225E-02   0.392030E-03   0.448116E-04   0.348939E-03   0.301100E-03   0.719743E-03   0.274315E-02   0.187189E-02   0.684670E-03   0.201298E+03   0.000000E+00   0.000000E+00   0.201298E+03  -0.402596E+03
   0.989770E+02  -0.282508E+00  -0.443083E+01   0.721105E-03   0.392030E-03   0.448116E-04   0.348939E-03   0.301100E-03   0.478565E-03   0.126927E-02   0.187189E-02   0.684670E-03   0.204604E+03   0.000000E+00   0.000000E+00   0.204604E+03  -0.409208E+03
   0.100277E+03  -0.282508E+00   0.884922E+00   0.721105E-03   0.392030E-03   0.448116E-04   0.155443E-02   0.301100E-03   0.478565E-03   0.126927E-02   0.187189E-02   0.684670E-03   0.204033E+03   0.000000E+00   0.000000E+00   0.204033E+03  -0.408066E+03
   0.100277E+03  -0.329264E+00  -0.673172E+01   0.800942E-03   0.392030E-03   0.956504E-03   0.155443E-02   0.301100E-03   0.478565E-03   0.126927E-02   0.317039E-03   0.684670E-03   0.206809E+03   0.000000E+00   0.000000E+00   0.206809E+03  -0.413618E+03
   0.100277E+03   0.228579E+01  -0.673172E+01   0.611933E-03   0.392030E-03   0.293348E-04   0.893846E-03   0.301100E-03   0.478565E-03   0.126927E-02   0.277552E-03   0.684670E-03   0.207495E+03   0.000000E+00   0.000000E+00   0.207495E+03  -0.414990E+03
   0.100277E+03   0.189852E+01   0.390913E+01   0.611933E-03   0.384647E-04   0.293348E-04   0.893846E-03   0.301100E-03   0.478565E-03   0.126927E-02   0.277552E-03   0.684670E-03   0.208846E+03   0.000000E+00   0.000000E+00   0.208846E+03  -0.417692E+03
   0.991556E+02   0.189852E+01  -0.772059E+01   0.611933E-03   0.564216E-03   0.293348E-04   0.893846E-03   0.301100E-03   0.478565E-03   0.296287E-03   0.277552E-03   0.684670E-03   0.209499E+03   0.000000E+00   0.000000E+00   0.209499E+03  -0.418998E+03
   0.991556E+02   0.435879E+01  -0.141357E+01   0.611933E-03   0.564216E-03   0.293348E-04   0.794820E-03   0.301100E-03   0.478565E-03   0.296287E-03   0.773596E-03   0.530108E-03   0.209618E+03   0.000000E+00   0.000000E+00   0.209618E+03  -0.419236E+03
   0.991556E+02   0.435879E+01  -0.451162E+01   0.611933E-03   0.564216E-03   0.293348E-04   0.794820E-03   0.301100E-03   0.478565E-03   0.296287E-03   0.773596E-03   0.530108E-03   0.209374E+03   0.000000E+00   0.000000E+00   0.209374E+03  -0.418748E+03
   0.991556E+02   0.435879E+01   0.251356E+01   0.611933E-03   0.564216E-03   0.293348E-04   0.107084E-02   0.265598E-04   0.478565E-03   0.296287E-03   0.773596E-03   0.530108E-03   0.208419E+03   0.000000E+00   0.000000E+00   0.208419E+03  -0.416838E+03
   0.991556E+02   0.435879E+01   0.112730E+01   0.611933E-03   0.564216E-03   0.293348E-04   0.107084E-02   0.265598E-04   0.478565E-03   0.296287E-03   0.773596E-03   0.530108E-03   0.208736E+03   0.000000E+00   0.000000E+00   0.208736E+03  -0.417472E+03
   0.100200E+03   0.555798E+01   0.112730E+01   0.611933E-03   0.564216E-03   0.293348E-04   0.107084E-02   0.265598E-04   0.478565E-03   0.296287E-03   0.773596E-03   0.530108E-03   0.208568E+03   0.000000E+00   0.000000E+00   0.208568E+03  -0.417136E+03
   0.100200E+03   0.503725E+01   0.563969E+01   0.646371E-03   0.564216E-03   0.293348E-04   0.107084E-02   0.265598E-04   0.213679E-03   0.296287E-03   0.234436E-02   0.530108E-03   0.204970E+03   0.000000E+00   0.000000E+00   0.204970E+03  -0.409940E+03
   0.100200E+03   0.455461E+01   0.950108E+01   0.646371E-03   0.564216E-03   0.131727E-03   0.107084E-02   0.265598E-04   0.583710E-03   0.296287E-03   0.131792E-02   0.530108E-03   0.206708E+03   0.000000E+00   0.000000E+00   0.206708E+03  -0.413416E+03
   0.100200E+03   0.776241E+01   0.109798E+01   0.646371E-03   0.564216E-03   0.131727E-03   0.107084E-02   0.265598E-04   0.583710E-03   0.296287E-03   0.163873E-02   0.530108E-03   0.205440E+03   0.000000E+00   0.000000E+00   0.205440E+03  -0.410880E+03
   0.994869E+02   0.540256E+01   0.679193E+00   0.863475E-03   0.564216E-03   0.131727E-03   0.107084E-02   0.265598E-04   0.583710E-03   0.296287E-03   0.163873E-02   0.530108E-03   0.206797E+03   0.000000E+00   0.000000E+00   0.206797E+03  -0.413594E+03
   0.100509E+03  -0.296682E+01  -0.171571E+01   0.863475E-03   0.102281E-02   0.131727E-03   0.199993E-02   0.265598E-04   0.583710E-03   0.438773E-03   0.163873E-02   0.530108E-03   0.201933E+03   0.000000E+00   0.000000E+00   0.201933E+03  -0.403866E+03
   0.999673E+02  -0.296682E+01  -0.171571E+01   0.495369E-03   0.904877E-03   0.210043E-02   0.251167E-02   0.265598E-04   0.583710E-03   0.438773E-03   0.160570E-02   0.530108E-03   0.201387E+03   0.000000E+00   0.000000E+00   0.201387E+03  -0.402774E+03
   0.999673E+02  -0.243812E+01  -0.141993E+02   0.495369E-03   0.904877E-03   0.210043E-02   0.251167E-02   0.232378E-03   0.583710E-03   0.438773E-03   0.160570E-02   0.162475E-03   0.201057E+03   0.000000E+00   0.000000E+00   0.201057E+03  -0.402114E+03
   0.999673E+02  -0.128707E+01  -0.139975E+02   0.959789E-03   0.904877E-03   0.288540E-02   0.251167E-02   0.232378E-03   0.583710E-03   0.438773E-03   0.160570E-02   0.290004E-03   0.199180E+03   0.000000E+00   0.000000E+00   0.199180E+03  -0.398360E+03
   0.999673E+02  -0.128707E+01  -0.351698E+01   0.959789E-03   0.237462E-04   0.350305E-02   0.251167E-02   0.232378E-03   0.583710E-03   0.348227E-03   0.160570E-02   0.290004E-03   0.201011E+03   0.000000E+00   0.000000E+00   0.201011E+03  -0.402022E+03
   0.100886E+03  -0.128707E+01  -0.351698E+01   0.959789E-03   0.237462E-04   0.306125E-02   0.251167E-02   0.232378E-03   0.583710E-03   0.348227E-03   0.400240E-03   0.290004E-03   0.203355E+03   0.000000E+00   0.000000E+00   0.203355E+03  -0.406710E+03
   0.100886E+03  -0.128707E+01  -0.351698E+01   0.959789E-03   0.237462E-04   0.325160E-02   0.251167E-02   0.232378E-03   0.583710E-03   0.348227E-03   0.400240E-03   0.290004E-03   0.203137E+03   0.000000E+00   0.000000E+00   0.203137E+03  -0.406274E+03
   0.100886E+03   0.200328E-01  -0.658842E+01   0.959789E-03   0.237462E-04   0.325160E-02   0.251167E-02   0.180057E-02   0.583710E-03   0.348227E-03   0.400240E-03   0.229532E-03   0.201643E+03   0.000000E+00   0.000000E+00   0.201643E+03  -0.403286E+03
   0.100886E+03   0.200328E-01  -0.157485E+01   0.959789E-03   0.237462E-04   0.740217E-03   0.251167E-02   0.180057E-02   0.583710E-03   0.348227E-03   0.400240E-03   0.229532E-03   0.205310E+03   0.000000E+00   0.000000E+00   0.205310E+03  -0.410620E+03
   0.100886E+03   0.200328E-01  -0.157485E+01   0.664821E-03   0.237462E-04   0.740217E-03   0.199112E-02   0.180057E-02   0.583710E-03   0.348227E-03   0.400240E-03   0.229532E-03   0.206683E+03   0.000000E+00   0.000000E+00   0.206683E+03  -0.413366E+03
   0.101323E+03   0.200328E-01   0.301600E+01   0.664821E-03   0.237462E-04   0.740217E-03   0.769387E-03   0.180057E-02   0.583710E-03   0.348227E-03   0.400240E-03   0.229532E-03   0.207491E+03   0.000000E+00   0.000000E+00   0.207491E+03  -0.414982E+03
   0.101323E+03   0.660239E+00   0.284531E+01   0.664821E-03   0.237462E-04   0.740217E-03   0.769387E-03   0.889318E-02   0.583710E-03   0.348227E-03   0.400240E-03   0.196016E-03   0.201568E+03   0.000000E+00   0.000000E+00   0.201568E+03  -0.403136E+03
   0.101323E+03   0.660239E+00   0.618817E+01   0.664821E-03   0.411805E-03   0.830461E-03   0.769387E-03   0.488489E-02   0.583710E-03   0.348227E-03   0.400240E-03   0.196016E-03   0.204015E+03   0.000000E+00   0.000000E+00   0.204015E+03  -0.408030E+03
