a0_min         a1_min         a2_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   Y9_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.101323E+03   0.660239E+00   0.599035E+01   0.664821E-03   0.411805E-03   0.830461E-03   0.769387E-03   0.923230E-04   0.583710E-03   0.348227E-03   0.282000E-03   0.196016E-03   0.209670E+03   0.000000E+00   0.000000E+00   0.209670E+03  -0.419340E+03
   0.101323E+03   0.660239E+00  -0.249186E+01   0.833646E-03   0.411805E-03   0.830461E-03   0.229298E-03   0.923230E-04   0.583710E-03   0.348227E-03   0.282000E-03   0.196016E-03   0.207411E+03   0.000000E+00   0.000000E+00   0.207411E+03  -0.414822E+03
   0.101323E+03   0.660239E+00  -0.365102E+01   0.833646E-03   0.411805E-03   0.830461E-03   0.229298E-03   0.923230E-04   0.583710E-03   0.348227E-03   0.282000E-03   0.196016E-03   0.206891E+03   0.000000E+00   0.000000E+00   0.206891E+03  -0.413782E+03
   0.101323E+03   0.660239E+00   0.554582E+01   0.833646E-03   0.411805E-03   0.830461E-03   0.229298E-03   0.923230E-04   0.583710E-03   0.154903E-03   0.680956E-03   0.196016E-03   0.208363E+03   0.000000E+00   0.000000E+00   0.208363E+03  -0.416726E+03
   0.100638E+03   0.132218E+01  -0.196328E+01   0.833646E-03   0.411805E-03   0.722079E-03   0.229298E-03   0.923230E-04   0.766776E-03   0.154903E-03   0.680956E-03   0.244172E-03   0.209079E+03   0.000000E+00   0.000000E+00   0.209079E+03  -0.418158E+03
   0.100638E+03   0.206271E+01  -0.196328E+01   0.833646E-03   0.574475E-03   0.722079E-03   0.971236E-03   0.923230E-04   0.404143E-03   0.154903E-03   0.680956E-03   0.247805E-03   0.208908E+03   0.000000E+00   0.000000E+00   0.208908E+03  -0.417816E+03
   0.100523E+03   0.206271E+01  -0.962598E+01   0.833646E-03   0.574475E-03   0.722079E-03   0.971236E-03   0.923230E-04   0.404143E-03   0.316394E-03   0.680956E-03   0.247805E-03   0.206544E+03   0.000000E+00   0.000000E+00   0.206544E+03  -0.413088E+03
   0.100523E+03   0.264749E+01   0.104515E-01   0.127197E-02   0.574475E-03   0.722079E-03   0.971236E-03   0.923230E-04   0.404143E-03   0.316394E-03   0.680956E-03   0.247805E-03   0.208369E+03   0.000000E+00   0.000000E+00   0.208369E+03  -0.416738E+03
   0.100523E+03   0.288291E+01   0.104515E-01   0.127197E-02   0.574475E-03   0.722079E-03   0.971236E-03   0.923230E-04   0.404143E-03   0.644057E-03   0.680956E-03   0.933674E-03   0.207269E+03   0.000000E+00   0.000000E+00   0.207269E+03  -0.414538E+03
   0.100523E+03  -0.355486E+01   0.104515E-01   0.146872E-03   0.574475E-03   0.722079E-03   0.971236E-03   0.143696E-03   0.620598E-03   0.644057E-03   0.680956E-03   0.933674E-03   0.206376E+03   0.000000E+00   0.000000E+00   0.206376E+03  -0.412752E+03
   0.100523E+03  -0.355486E+01  -0.309485E+01   0.146872E-03   0.574475E-03   0.221091E-02   0.971236E-03   0.143696E-03   0.620598E-03   0.283582E-03   0.680956E-03   0.933674E-03   0.204258E+03   0.000000E+00   0.000000E+00   0.204258E+03  -0.408516E+03
   0.100523E+03   0.476241E+01  -0.309485E+01   0.146872E-03   0.574475E-03   0.221091E-02   0.971236E-03   0.104917E-02   0.620598E-03   0.283582E-03   0.680956E-03   0.933674E-03   0.205145E+03   0.000000E+00   0.000000E+00   0.205145E+03  -0.410290E+03
   0.100523E+03   0.476241E+01   0.271441E+01   0.146872E-03   0.283458E-03   0.221091E-02   0.162237E-02   0.104917E-02   0.620598E-03   0.283582E-03   0.680956E-03   0.933674E-03   0.204679E+03   0.000000E+00   0.000000E+00   0.204679E+03  -0.409358E+03
   0.100523E+03   0.587136E+00   0.175672E+01   0.146872E-03   0.778719E-03   0.221091E-02   0.162237E-02   0.359339E-03   0.106752E-02   0.283582E-03   0.108675E-02   0.933674E-03   0.204490E+03   0.000000E+00   0.000000E+00   0.204490E+03  -0.408980E+03
   0.100523E+03   0.587136E+00   0.678448E+01   0.607253E-03   0.778719E-03   0.235826E-02   0.162237E-02   0.359339E-03   0.106752E-02   0.283582E-03   0.108675E-02   0.933674E-03   0.203491E+03   0.000000E+00   0.000000E+00   0.203491E+03  -0.406982E+03
   0.100856E+03   0.290970E+01   0.678448E+01   0.607253E-03   0.778719E-03   0.235826E-02   0.162237E-02   0.359339E-03   0.158532E-02   0.283582E-03   0.108675E-02   0.933674E-03   0.202813E+03   0.000000E+00   0.000000E+00   0.202813E+03  -0.405626E+03
   0.100856E+03   0.290970E+01  -0.497191E+01   0.266165E-03   0.778719E-03   0.359778E-03   0.126511E-02   0.359339E-03   0.158532E-02   0.283582E-03   0.108675E-02   0.125071E-03   0.207190E+03   0.000000E+00   0.000000E+00   0.207190E+03  -0.414380E+03
   0.100167E+03   0.563076E+01  -0.497191E+01   0.266165E-03   0.778719E-03   0.359778E-03   0.126511E-02   0.359339E-03   0.158532E-02   0.368795E-03   0.108675E-02   0.125071E-03   0.206794E+03   0.000000E+00   0.000000E+00   0.206794E+03  -0.413588E+03
   0.100167E+03   0.563076E+01  -0.497191E+01   0.266165E-03   0.455771E-05   0.359778E-03   0.126511E-02   0.359339E-03   0.158532E-02   0.368795E-03   0.108675E-02   0.125071E-03   0.207306E+03   0.000000E+00   0.000000E+00   0.207306E+03  -0.414612E+03
   0.100167E+03   0.572863E+01  -0.497191E+01   0.266165E-03   0.455771E-05   0.136150E-02   0.193799E-02   0.359339E-03   0.158532E-02   0.447523E-03   0.108675E-02   0.125071E-03   0.204457E+03   0.000000E+00   0.000000E+00   0.204457E+03  -0.408914E+03
   0.100167E+03   0.653431E+01  -0.497191E+01   0.266165E-03   0.505992E-03   0.136150E-02   0.193799E-02   0.688470E-03   0.891086E-03   0.550628E-03   0.152216E-02   0.125071E-03   0.203414E+03   0.000000E+00   0.000000E+00   0.203414E+03  -0.406828E+03
   0.997275E+02   0.659346E+01  -0.902067E+00   0.435820E-03   0.505992E-03   0.136150E-02   0.917030E-03   0.688470E-03   0.629471E-02   0.550628E-03   0.152216E-02   0.495245E-03   0.199816E+03   0.000000E+00   0.000000E+00   0.199816E+03  -0.399632E+03
   0.997275E+02   0.659346E+01   0.238812E+00   0.435820E-03   0.505992E-03   0.626118E-03   0.931421E-03   0.688470E-03   0.351566E-02   0.101787E-02   0.223788E-02   0.495245E-03   0.201509E+03   0.000000E+00   0.000000E+00   0.201509E+03  -0.403018E+03
   0.997275E+02   0.659346E+01  -0.426942E+01   0.435820E-03   0.505992E-03   0.626118E-03   0.931421E-03   0.171395E-02   0.628159E-02   0.101787E-02   0.134063E-02   0.379468E-03   0.199050E+03   0.000000E+00   0.000000E+00   0.199050E+03  -0.398100E+03
   0.997275E+02  -0.175560E+01  -0.182882E+01   0.435820E-03   0.714904E-03   0.626118E-03   0.404863E-02   0.203742E-02   0.435783E-02   0.101787E-02   0.134063E-02   0.379468E-03   0.196557E+03   0.000000E+00   0.000000E+00   0.196557E+03  -0.393114E+03
   0.997275E+02  -0.175560E+01   0.180496E+02   0.435820E-03   0.714904E-03   0.626118E-03   0.404863E-02   0.373091E-02   0.435783E-02   0.980899E-03   0.134063E-02   0.596875E-03   0.190957E+03   0.000000E+00   0.000000E+00   0.190957E+03  -0.381914E+03
   0.101596E+03   0.268118E+01   0.180496E+02   0.435820E-03   0.714904E-03   0.626118E-03   0.697431E-03   0.318508E-02   0.225266E-02   0.980899E-03   0.287445E-03   0.596875E-03   0.198150E+03   0.000000E+00   0.000000E+00   0.198150E+03  -0.396300E+03
   0.101744E+03   0.346559E+01   0.821854E+01   0.435820E-03   0.714904E-03   0.626118E-03   0.217092E-02   0.674958E-02   0.123218E-02   0.980899E-03   0.217930E-02   0.596875E-03   0.195519E+03   0.000000E+00   0.000000E+00   0.195519E+03  -0.391038E+03
   0.101744E+03   0.964248E+01   0.108899E+02   0.435820E-03   0.714904E-03   0.626118E-03   0.110569E-02   0.675095E-02   0.858492E-03   0.980899E-03   0.217930E-02   0.596875E-03   0.196458E+03   0.000000E+00   0.000000E+00   0.196458E+03  -0.392916E+03
   0.101744E+03   0.964248E+01   0.123051E+02   0.435820E-03   0.714904E-03   0.626118E-03   0.110569E-02   0.675095E-02   0.858492E-03   0.980899E-03   0.236920E-02   0.596875E-03   0.196117E+03   0.000000E+00   0.000000E+00   0.196117E+03  -0.392234E+03
   0.101744E+03   0.964248E+01   0.123051E+02   0.435820E-03   0.714904E-03   0.626118E-03   0.806544E-03   0.389540E-02   0.858492E-03   0.144016E-02   0.236920E-02   0.165940E-02   0.196994E+03   0.000000E+00   0.000000E+00   0.196994E+03  -0.393988E+03
   0.101744E+03   0.955046E+01   0.123051E+02   0.435820E-03   0.714904E-03   0.626118E-03   0.806544E-03   0.805068E-03   0.858492E-03   0.144016E-02   0.236920E-02   0.143866E-02   0.202241E+03   0.000000E+00   0.000000E+00   0.202241E+03  -0.404482E+03
   0.101744E+03   0.955046E+01   0.123051E+02   0.435820E-03   0.714904E-03   0.626118E-03   0.806544E-03   0.418763E-03   0.177421E-02   0.800503E-03   0.234153E-02   0.143866E-02   0.202468E+03   0.000000E+00   0.000000E+00   0.202468E+03  -0.404936E+03
   0.101744E+03   0.955046E+01   0.591368E+01   0.435820E-03   0.714904E-03   0.626118E-03   0.806544E-03   0.418763E-03   0.177421E-02   0.800503E-03   0.234153E-02   0.143866E-02   0.202707E+03   0.000000E+00   0.000000E+00   0.202707E+03  -0.405414E+03
   0.101744E+03   0.955046E+01   0.591368E+01   0.435820E-03   0.714904E-03   0.626118E-03   0.108269E-02   0.418763E-03   0.177421E-02   0.800503E-03   0.159528E-02   0.249725E-02   0.201586E+03   0.000000E+00   0.000000E+00   0.201586E+03  -0.403172E+03
   0.101744E+03   0.570932E+00   0.591368E+01   0.435820E-03   0.714904E-03   0.626118E-03   0.108269E-02   0.563835E-03   0.177421E-02   0.800503E-03   0.159528E-02   0.232068E-02   0.201398E+03   0.000000E+00   0.000000E+00   0.201398E+03  -0.402796E+03
   0.100287E+03   0.570932E+00  -0.590663E+01   0.435820E-03   0.714904E-03   0.145978E-02   0.108269E-02   0.563835E-03   0.177421E-02   0.800503E-03   0.159528E-02   0.232068E-02   0.201194E+03   0.000000E+00   0.000000E+00   0.201194E+03  -0.402388E+03
   0.100287E+03   0.570932E+00  -0.590663E+01   0.636417E-03   0.714904E-03   0.145978E-02   0.108269E-02   0.563835E-03   0.126792E-02   0.800503E-03   0.512620E-03   0.136794E-02   0.205858E+03   0.000000E+00   0.000000E+00   0.205858E+03  -0.411716E+03
   0.100287E+03   0.702954E+01   0.528521E+01   0.636417E-03   0.714904E-03   0.696440E-03   0.677001E-03   0.563835E-03   0.909018E-03   0.800503E-03   0.512620E-03   0.136794E-02   0.206671E+03   0.000000E+00   0.000000E+00   0.206671E+03  -0.413342E+03
   0.100287E+03   0.702954E+01  -0.112338E+01   0.636417E-03   0.714904E-03   0.696440E-03   0.236445E-03   0.563835E-03   0.909018E-03   0.800503E-03   0.512620E-03   0.136794E-02   0.206329E+03   0.000000E+00   0.000000E+00   0.206329E+03  -0.412658E+03
   0.100287E+03   0.702954E+01  -0.112338E+01   0.636417E-03   0.714904E-03   0.696440E-03   0.236445E-03   0.563835E-03   0.909018E-03   0.800503E-03   0.512620E-03   0.238331E-03   0.207697E+03   0.000000E+00   0.000000E+00   0.207697E+03  -0.415394E+03
   0.100287E+03   0.702954E+01  -0.112338E+01   0.636417E-03   0.803305E-03   0.696440E-03   0.236445E-03   0.563835E-03   0.909018E-03   0.800503E-03   0.512620E-03   0.238331E-03   0.207523E+03   0.000000E+00   0.000000E+00   0.207523E+03  -0.415046E+03
   0.100278E+03   0.702954E+01   0.371257E+01   0.636417E-03   0.523773E-03   0.696440E-03   0.236445E-03   0.563835E-03   0.909018E-03   0.800503E-03   0.512620E-03   0.238331E-03   0.207598E+03   0.000000E+00   0.000000E+00   0.207598E+03  -0.415196E+03
   0.100278E+03  -0.372214E+01  -0.595717E+01   0.636417E-03   0.523773E-03   0.696440E-03   0.236445E-03   0.563835E-03   0.909018E-03   0.102474E-02   0.512620E-03   0.238331E-03   0.206486E+03   0.000000E+00   0.000000E+00   0.206486E+03  -0.412972E+03
   0.100278E+03  -0.336717E+01   0.477653E+01   0.519840E-03   0.523773E-03   0.696440E-03   0.236445E-03   0.656980E-03   0.189058E-02   0.102474E-02   0.512620E-03   0.238331E-03   0.205044E+03   0.000000E+00   0.000000E+00   0.205044E+03  -0.410088E+03
   0.100278E+03  -0.336717E+01  -0.608003E+01   0.519840E-03   0.523773E-03   0.696440E-03   0.236445E-03   0.656980E-03   0.139383E-02   0.102474E-02   0.935916E-04   0.238331E-03   0.205933E+03   0.000000E+00   0.000000E+00   0.205933E+03  -0.411866E+03
   0.100278E+03   0.538384E+01   0.755930E+00   0.519840E-03   0.186583E-03   0.696440E-03   0.236445E-03   0.656980E-03   0.139383E-02   0.102474E-02   0.935916E-04   0.238331E-03   0.207720E+03   0.000000E+00   0.000000E+00   0.207720E+03  -0.415440E+03
   0.100278E+03   0.770835E+00   0.755930E+00   0.496344E-03   0.186583E-03   0.696440E-03   0.297246E-02   0.656980E-03   0.139383E-02   0.102474E-02   0.935916E-04   0.238331E-03   0.206661E+03   0.000000E+00   0.000000E+00   0.206661E+03  -0.413322E+03
   0.100278E+03   0.770835E+00   0.755930E+00   0.164838E-02   0.186583E-03   0.696440E-03   0.301918E-02   0.656980E-03   0.139383E-02   0.102474E-02   0.935916E-04   0.238331E-03   0.204205E+03   0.000000E+00   0.000000E+00   0.204205E+03  -0.408410E+03
   0.100278E+03   0.460397E+01  -0.399015E+01   0.164838E-02   0.186583E-03   0.924099E-03   0.301918E-02   0.802260E-03   0.139383E-02   0.102474E-02   0.110534E-02   0.238331E-03   0.202027E+03   0.000000E+00   0.000000E+00   0.202027E+03  -0.404054E+03
   0.100278E+03   0.460397E+01   0.205238E+00   0.164838E-02   0.186583E-03   0.924099E-03   0.301918E-02   0.802260E-03   0.139383E-02   0.102474E-02   0.119298E-02   0.238331E-03   0.201486E+03   0.000000E+00   0.000000E+00   0.201486E+03  -0.402972E+03
   0.100278E+03  -0.167532E+01  -0.716520E+01   0.891139E-03   0.186583E-03   0.925135E-03   0.277831E-03   0.583024E-03   0.243843E-03   0.102474E-02   0.305331E-04   0.238331E-03   0.206146E+03   0.000000E+00   0.000000E+00   0.206146E+03  -0.412292E+03
   0.100278E+03   0.664776E+00  -0.866468E+01   0.891139E-03   0.186583E-03   0.925135E-03   0.277831E-03   0.583024E-03   0.765435E-03   0.102474E-02   0.564845E-04   0.238331E-03   0.208014E+03   0.000000E+00   0.000000E+00   0.208014E+03  -0.416028E+03
   0.100278E+03   0.664776E+00  -0.176936E+01   0.891139E-03   0.186583E-03   0.925135E-03   0.853182E-03   0.312586E-03   0.765435E-03   0.102474E-02   0.564845E-04   0.238331E-03   0.210035E+03   0.000000E+00   0.000000E+00   0.210035E+03  -0.420070E+03
   0.100278E+03   0.664776E+00  -0.176936E+01   0.891139E-03   0.186583E-03   0.925135E-03   0.853182E-03   0.312586E-03   0.765435E-03   0.102474E-02   0.564845E-04   0.238331E-03   0.210035E+03   0.000000E+00   0.000000E+00   0.210035E+03  -0.420070E+03
   0.100278E+03   0.664776E+00  -0.245816E+01   0.891139E-03   0.186583E-03   0.925135E-03   0.853182E-03   0.312586E-03   0.765435E-03   0.102474E-02   0.564845E-04   0.238331E-03   0.210047E+03   0.000000E+00   0.000000E+00   0.210047E+03  -0.420094E+03
   0.100278E+03   0.664776E+00  -0.245816E+01   0.891139E-03   0.186583E-03   0.925135E-03   0.853182E-03   0.312586E-03   0.765435E-03   0.484813E-03   0.112311E-03   0.390447E-03   0.210975E+03   0.000000E+00   0.000000E+00   0.210975E+03  -0.421950E+03
   0.100278E+03   0.664776E+00  -0.357401E+01   0.891139E-03   0.186583E-03   0.131140E-02   0.853182E-03   0.529516E-03   0.765435E-03   0.484813E-03   0.104052E-02   0.390447E-03   0.208785E+03   0.000000E+00   0.000000E+00   0.208785E+03  -0.417570E+03
   0.100278E+03  -0.498578E+01  -0.357401E+01   0.891139E-03   0.186583E-03   0.154771E-02   0.853182E-03   0.529516E-03   0.765435E-03   0.484813E-03   0.104052E-02   0.390447E-03   0.204848E+03   0.000000E+00   0.000000E+00   0.204848E+03  -0.409696E+03
   0.100278E+03  -0.498578E+01  -0.175303E+01   0.891139E-03   0.186583E-03   0.154771E-02   0.853182E-03   0.529516E-03   0.765435E-03   0.484813E-03   0.104052E-02   0.595621E-03   0.204346E+03   0.000000E+00   0.000000E+00   0.204346E+03  -0.408692E+03
   0.100278E+03   0.349659E+01   0.377797E+01   0.135652E-02   0.481663E-03   0.780723E-03   0.853182E-03   0.529516E-03   0.765435E-03   0.484813E-03   0.156248E-02   0.132168E-02   0.205681E+03   0.000000E+00   0.000000E+00   0.205681E+03  -0.411362E+03
   0.100278E+03   0.350396E+01   0.377797E+01   0.807007E-03   0.481663E-03   0.780723E-03   0.853182E-03   0.529516E-03   0.765435E-03   0.484813E-03   0.156248E-02   0.132168E-02   0.206909E+03   0.000000E+00   0.000000E+00   0.206909E+03  -0.413818E+03
   0.100278E+03   0.350396E+01  -0.192651E+01   0.807007E-03   0.481663E-03   0.894068E-03   0.853182E-03   0.529516E-03   0.765435E-03   0.484813E-03   0.306998E-03   0.132168E-02   0.208959E+03   0.000000E+00   0.000000E+00   0.208959E+03  -0.417918E+03
   0.101579E+03   0.350396E+01  -0.849198E+01   0.807007E-03   0.481663E-03   0.600125E-03   0.853182E-03   0.529516E-03   0.765435E-03   0.484813E-03   0.467866E-03   0.132168E-02   0.204735E+03   0.000000E+00   0.000000E+00   0.204735E+03  -0.409470E+03
   0.998122E+02   0.255230E+01  -0.849198E+01   0.807007E-03   0.481663E-03   0.947672E-03   0.853182E-03   0.143567E-02   0.765435E-03   0.484813E-03   0.130076E-03   0.132168E-02   0.206827E+03   0.000000E+00   0.000000E+00   0.206827E+03  -0.413654E+03
   0.998122E+02  -0.616675E+00  -0.983581E+01   0.709630E-03   0.892274E-03   0.947672E-03   0.853182E-03   0.143567E-02   0.765435E-03   0.756956E-03   0.130076E-03   0.132168E-02   0.204667E+03   0.000000E+00   0.000000E+00   0.204667E+03  -0.409334E+03
   0.100993E+03  -0.110190E+01   0.838137E+01   0.709630E-03   0.892274E-03   0.947672E-03   0.853182E-03   0.143567E-02   0.765435E-03   0.593585E-03   0.130076E-03   0.145181E-02   0.205477E+03   0.000000E+00   0.000000E+00   0.205477E+03  -0.410954E+03
   0.100993E+03  -0.188152E+01   0.659788E+01   0.709630E-03   0.157648E-02   0.947672E-03   0.853182E-03   0.143567E-02   0.398919E-02   0.593585E-03   0.130076E-03   0.145181E-02   0.199510E+03   0.000000E+00   0.000000E+00   0.199510E+03  -0.399020E+03
   0.100993E+03  -0.565269E+01   0.768819E+01   0.709630E-03   0.157648E-02   0.548139E-03   0.853182E-03   0.143567E-02   0.116695E-02   0.593585E-03   0.130076E-03   0.145181E-02   0.201470E+03   0.000000E+00   0.000000E+00   0.201470E+03  -0.402940E+03
   0.100993E+03  -0.721557E+00   0.768819E+01   0.709630E-03   0.163636E-02   0.548139E-03   0.853182E-03   0.193087E-02   0.116695E-02   0.593585E-03   0.227138E-03   0.145181E-02   0.203079E+03   0.000000E+00   0.000000E+00   0.203079E+03  -0.406158E+03
   0.991774E+02   0.426359E+01   0.768819E+01   0.709630E-03   0.163636E-02   0.548139E-03   0.853182E-03   0.158616E-02   0.276014E-03   0.593585E-03   0.227138E-03   0.145181E-02   0.202638E+03   0.000000E+00   0.000000E+00   0.202638E+03  -0.405276E+03
   0.991774E+02  -0.406447E+00   0.100577E+01   0.709630E-03   0.386185E-02   0.356047E-03   0.359214E-03   0.454907E-03   0.276014E-03   0.593585E-03   0.227138E-03   0.162844E-02   0.201498E+03   0.000000E+00   0.000000E+00   0.201498E+03  -0.402996E+03
   0.100089E+03   0.226168E+01   0.251514E+01   0.709630E-03   0.149507E-02   0.356047E-03   0.359214E-03   0.454907E-03   0.276014E-03   0.593585E-03   0.390300E-03   0.162844E-02   0.206203E+03   0.000000E+00   0.000000E+00   0.206203E+03  -0.412406E+03
   0.100089E+03   0.226168E+01   0.411368E+01   0.709630E-03   0.131288E-02   0.356047E-03   0.359214E-03   0.454907E-03   0.485298E-03   0.196713E-03   0.390300E-03   0.162844E-02   0.207256E+03   0.000000E+00   0.000000E+00   0.207256E+03  -0.414512E+03
   0.100089E+03   0.226168E+01   0.411368E+01   0.709630E-03   0.131288E-02   0.356047E-03   0.359214E-03   0.454907E-03   0.149203E-02   0.196713E-03   0.390300E-03   0.162844E-02   0.205999E+03   0.000000E+00   0.000000E+00   0.205999E+03  -0.411998E+03
   0.996124E+02   0.226168E+01   0.411368E+01   0.927775E-03   0.131288E-02   0.320852E-03   0.739849E-03   0.454907E-03   0.149203E-02   0.196713E-03   0.390300E-03   0.162844E-02   0.205397E+03   0.000000E+00   0.000000E+00   0.205397E+03  -0.410794E+03
   0.101086E+03  -0.794178E-01   0.411368E+01   0.927775E-03   0.131288E-02   0.320852E-03   0.417869E-03   0.454907E-03   0.250827E-03   0.196713E-03   0.390300E-03   0.162844E-02   0.205340E+03   0.000000E+00   0.000000E+00   0.205340E+03  -0.410680E+03
   0.100746E+03  -0.794178E-01   0.478950E+01   0.686157E-03   0.131288E-02   0.110942E-02   0.894798E-03   0.454907E-03   0.250827E-03   0.196713E-03   0.407842E-03   0.241895E-02   0.204488E+03   0.000000E+00   0.000000E+00   0.204488E+03  -0.408976E+03
   0.100746E+03  -0.794178E-01   0.478950E+01   0.686157E-03   0.335114E-02   0.110942E-02   0.149182E-02   0.106403E-02   0.910911E-03   0.196713E-03   0.153550E-02   0.241895E-02   0.197480E+03   0.000000E+00   0.000000E+00   0.197480E+03  -0.394960E+03
   0.100746E+03   0.327784E+01   0.341593E+01   0.686157E-03   0.335114E-02   0.158050E-02   0.149182E-02   0.106403E-02   0.910911E-03   0.196713E-03   0.150363E-02   0.241895E-02   0.196510E+03   0.000000E+00   0.000000E+00   0.196510E+03  -0.393020E+03
   0.100746E+03   0.327784E+01   0.436930E+01   0.686157E-03   0.335114E-02   0.158050E-02   0.149182E-02   0.106403E-02   0.910911E-03   0.196713E-03   0.158160E-02   0.127714E-02   0.198332E+03   0.000000E+00   0.000000E+00   0.198332E+03  -0.396664E+03
   0.100111E+03   0.327784E+01  -0.724071E+00   0.686157E-03   0.335114E-02   0.160880E-02   0.149182E-02   0.106403E-02   0.910911E-03   0.196713E-03   0.158160E-02   0.127714E-02   0.198420E+03   0.000000E+00   0.000000E+00   0.198420E+03  -0.396840E+03
   0.100111E+03   0.327784E+01   0.688861E+00   0.686157E-03   0.335114E-02   0.160880E-02   0.149182E-02   0.106403E-02   0.910911E-03   0.159948E-03   0.148246E-02   0.330982E-03   0.200145E+03   0.000000E+00   0.000000E+00   0.200145E+03  -0.400290E+03
   0.985061E+02   0.268593E+01  -0.788307E+01   0.686157E-03   0.161371E-02   0.160880E-02   0.149182E-02   0.360818E-03   0.116611E-02   0.159948E-03   0.148246E-02   0.416072E-03   0.202253E+03   0.000000E+00   0.000000E+00   0.202253E+03  -0.404506E+03
   0.982108E+02   0.649056E+01  -0.437283E+01   0.686157E-03   0.161371E-02   0.160880E-02   0.149182E-02   0.360818E-03   0.116611E-02   0.227502E-03   0.148246E-02   0.416072E-03   0.200647E+03   0.000000E+00   0.000000E+00   0.200647E+03  -0.401294E+03
   0.982108E+02   0.649056E+01  -0.223029E+00   0.686157E-03   0.161371E-02   0.160880E-02   0.664452E-03   0.360818E-03   0.154012E-02   0.227502E-03   0.148246E-02   0.416072E-03   0.200665E+03   0.000000E+00   0.000000E+00   0.200665E+03  -0.401330E+03
   0.982108E+02   0.413273E+01  -0.339439E+01   0.686157E-03   0.161371E-02   0.160880E-02   0.664452E-03   0.307376E-03   0.854745E-03   0.419080E-03   0.241815E-04   0.416072E-03   0.205644E+03   0.000000E+00   0.000000E+00   0.205644E+03  -0.411288E+03
   0.982108E+02   0.244842E+01  -0.310087E+01   0.686157E-03   0.294591E-02   0.158064E-02   0.664452E-03   0.307376E-03   0.854745E-03   0.772097E-03   0.241815E-04   0.416072E-03   0.203230E+03   0.000000E+00   0.000000E+00   0.203230E+03  -0.406460E+03
   0.982108E+02   0.244842E+01  -0.760288E+01   0.686157E-03   0.340585E-02   0.118476E-02   0.107552E-02   0.307376E-03   0.854745E-03   0.386246E-03   0.241815E-04   0.416072E-03   0.203459E+03   0.000000E+00   0.000000E+00   0.203459E+03  -0.406918E+03
   0.995767E+02   0.370493E+00  -0.170446E+01   0.686157E-03   0.340585E-02   0.118476E-02   0.107552E-02   0.307376E-03   0.854745E-03   0.386246E-03   0.241815E-04   0.416072E-03   0.205243E+03   0.000000E+00   0.000000E+00   0.205243E+03  -0.410486E+03
   0.995767E+02   0.126094E+01  -0.455243E+01   0.686157E-03   0.128165E-02   0.363033E-03   0.107552E-02   0.307376E-03   0.854745E-03   0.386246E-03   0.241815E-04   0.416072E-03   0.209718E+03   0.000000E+00   0.000000E+00   0.209718E+03  -0.419436E+03
   0.101050E+03   0.126094E+01   0.496196E+01   0.376200E-03   0.723642E-03   0.363033E-03   0.107552E-02   0.307376E-03   0.854745E-03   0.386246E-03   0.241815E-04   0.475394E-03   0.209812E+03   0.000000E+00   0.000000E+00   0.209812E+03  -0.419624E+03
   0.101050E+03   0.126094E+01   0.496196E+01   0.376200E-03   0.723642E-03   0.363033E-03   0.101285E-02   0.307376E-03   0.836302E-03   0.386246E-03   0.241815E-04   0.475394E-03   0.209933E+03   0.000000E+00   0.000000E+00   0.209933E+03  -0.419866E+03
   0.101008E+03   0.126094E+01   0.496196E+01   0.376200E-03   0.723642E-03   0.363033E-03   0.101285E-02   0.307376E-03   0.356773E-03   0.816544E-03   0.241815E-04   0.153602E-03   0.208748E+03   0.000000E+00   0.000000E+00   0.208748E+03  -0.417496E+03
   0.101008E+03   0.126094E+01   0.502185E+01   0.376200E-03   0.925679E-03   0.363033E-03   0.101285E-02   0.307376E-03   0.356773E-03   0.816544E-03   0.241815E-04   0.153602E-03   0.208305E+03   0.000000E+00   0.000000E+00   0.208305E+03  -0.416610E+03
   0.994394E+02   0.126094E+01   0.502185E+01   0.509446E-03   0.925679E-03   0.363033E-03   0.101285E-02   0.700412E-03   0.356773E-03   0.816544E-03   0.241815E-04   0.247755E-03   0.208659E+03   0.000000E+00   0.000000E+00   0.208659E+03  -0.417318E+03
   0.994394E+02   0.126094E+01   0.883108E+01   0.509446E-03   0.925679E-03   0.363033E-03   0.101285E-02   0.134080E-02   0.356773E-03   0.816544E-03   0.241815E-04   0.247755E-03   0.206223E+03   0.000000E+00   0.000000E+00   0.206223E+03  -0.412446E+03
   0.994394E+02   0.126094E+01  -0.166231E+01   0.509446E-03   0.925679E-03   0.363033E-03   0.101285E-02   0.114973E-02   0.356773E-03   0.938749E-03   0.241815E-04   0.706830E-03   0.208331E+03   0.000000E+00   0.000000E+00   0.208331E+03  -0.416662E+03
   0.100439E+03   0.126094E+01  -0.309660E+01   0.509446E-03   0.423598E-03   0.363033E-03   0.101285E-02   0.327719E-03   0.356773E-03   0.938749E-03   0.241815E-04   0.706830E-03   0.209389E+03   0.000000E+00   0.000000E+00   0.209389E+03  -0.418778E+03
   0.100439E+03   0.126094E+01   0.369675E+01   0.509446E-03   0.423598E-03   0.363033E-03   0.101285E-02   0.327719E-03   0.356773E-03   0.108086E-02   0.241815E-04   0.883224E-03   0.209170E+03   0.000000E+00   0.000000E+00   0.209170E+03  -0.418340E+03
