a0_min        a1_min        a2_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  Y6_intercept  Y7_intercept  Y8_intercept  Y9_intercept  LogPost       
  0.992281E+02  0.808826E+00 -0.927616E+00  0.724114E-03  0.284012E-02  0.327658E-03  0.124705E-02  0.479169E-03  0.110818E-02  0.181488E-02  0.824252E-03  0.123619E-03  0.202539E+03
  0.992281E+02  0.808826E+00 -0.927616E+00  0.724114E-03  0.241288E-02  0.327658E-03  0.128675E-02  0.479169E-03  0.110818E-02  0.181488E-02  0.824252E-03  0.123619E-03  0.203068E+03
  0.994320E+02  0.808826E+00 -0.927616E+00  0.724114E-03  0.241288E-02  0.327658E-03  0.764635E-03  0.479169E-03  0.110818E-02  0.181488E-02  0.824252E-03  0.123619E-03  0.203895E+03
  0.994320E+02  0.831494E+01 -0.661963E+00  0.724114E-03  0.241288E-02  0.327658E-03  0.764635E-03  0.479169E-03  0.110818E-02  0.181488E-02  0.824252E-03  0.123619E-03  0.201876E+03
  0.994320E+02  0.658631E+01 -0.560328E+01  0.724114E-03  0.241288E-02  0.216383E-03  0.764635E-03  0.479169E-03  0.110818E-02  0.181488E-02  0.824252E-03  0.123619E-03  0.203041E+03
  0.994320E+02  0.483489E+01 -0.560328E+01  0.724114E-03  0.241288E-02  0.216383E-03  0.764635E-03  0.479169E-03  0.110818E-02  0.181488E-02  0.861854E-04  0.123619E-03  0.204589E+03
  0.994320E+02  0.483489E+01 -0.560328E+01  0.724114E-03  0.115030E-02  0.216383E-03  0.764635E-03  0.479169E-03  0.110818E-02  0.181488E-02  0.861854E-04  0.123619E-03  0.206847E+03
  0.994320E+02  0.483489E+01 -0.560328E+01  0.724114E-03  0.115030E-02  0.216383E-03  0.764635E-03  0.479169E-03  0.110818E-02  0.181488E-02  0.861854E-04  0.123619E-03  0.206847E+03
  0.994320E+02  0.483489E+01 -0.560328E+01  0.724114E-03  0.115030E-02  0.216383E-03  0.764635E-03  0.479169E-03  0.318103E-02  0.181488E-02  0.861854E-04  0.123619E-03  0.203937E+03
  0.994320E+02  0.483489E+01 -0.560328E+01  0.853328E-03  0.115030E-02  0.216383E-03  0.764635E-03  0.479169E-03  0.318103E-02  0.181488E-02  0.861854E-04  0.245332E-04  0.203758E+03
  0.994320E+02  0.483489E+01 -0.560328E+01  0.853328E-03  0.115030E-02  0.216383E-03  0.764635E-03  0.479169E-03  0.318103E-02  0.181488E-02  0.619411E-03  0.245332E-04  0.203401E+03
  0.994320E+02  0.483489E+01 -0.962861E+01  0.119415E-02  0.115030E-02  0.216383E-03  0.125135E-02  0.479169E-03  0.299519E-02  0.109575E-02  0.619411E-03  0.245332E-04  0.203583E+03
  0.994320E+02  0.269243E+01 -0.962861E+01  0.119415E-02  0.115030E-02  0.216383E-03  0.125135E-02  0.479169E-03  0.299519E-02  0.109575E-02  0.619411E-03  0.256057E-03  0.203581E+03
  0.994320E+02  0.269243E+01 -0.112153E+02  0.119415E-02  0.124474E-02  0.216383E-03  0.125135E-02  0.479169E-03  0.299519E-02  0.109575E-02  0.619411E-03  0.256057E-03  0.203071E+03
  0.994320E+02  0.269243E+01 -0.112153E+02  0.119415E-02  0.124474E-02  0.216383E-03  0.125135E-02  0.479169E-03  0.727122E-04  0.109575E-02  0.619411E-03  0.256057E-03  0.202606E+03
  0.994320E+02  0.269243E+01 -0.112153E+02  0.119415E-02  0.124474E-02  0.216383E-03  0.125135E-02  0.479169E-03  0.955673E-03  0.109575E-02  0.619411E-03  0.256057E-03  0.205891E+03
  0.994320E+02  0.269243E+01 -0.112153E+02  0.119415E-02  0.124474E-02  0.216383E-03  0.125135E-02  0.484286E-03  0.955673E-03  0.109575E-02  0.619411E-03  0.256057E-03  0.205896E+03
  0.994320E+02  0.269243E+01 -0.112153E+02  0.119415E-02  0.124474E-02  0.216383E-03  0.797121E-03  0.484286E-03  0.799921E-03  0.109575E-02  0.212149E-04  0.256057E-03  0.206880E+03
  0.994320E+02  0.269243E+01 -0.112153E+02  0.119415E-02  0.124474E-02  0.216383E-03  0.797121E-03  0.484286E-03  0.799921E-03  0.109575E-02  0.217136E-03  0.256057E-03  0.206899E+03
  0.994320E+02  0.269243E+01 -0.131294E+02  0.128037E-02  0.513138E-03  0.216383E-03  0.797121E-03  0.484286E-03  0.799921E-03  0.109575E-02  0.217136E-03  0.256057E-03  0.207502E+03
  0.994320E+02  0.420994E+01 -0.131294E+02  0.234475E-02  0.513138E-03  0.216383E-03  0.797121E-03  0.484286E-03  0.799921E-03  0.109575E-02  0.217136E-03  0.256057E-03  0.205761E+03
  0.994320E+02  0.420994E+01 -0.131294E+02  0.234475E-02  0.513138E-03  0.216383E-03  0.115469E-02  0.484286E-03  0.906296E-03  0.109575E-02  0.217136E-03  0.256057E-03  0.205456E+03
  0.994320E+02  0.266755E+01 -0.131294E+02  0.234475E-02  0.513138E-03  0.216383E-03  0.115469E-02  0.484286E-03  0.906296E-03  0.109575E-02  0.217136E-03  0.256057E-03  0.205433E+03
  0.994320E+02  0.266755E+01 -0.131294E+02  0.234475E-02  0.513138E-03  0.216383E-03  0.115469E-02  0.484286E-03  0.906296E-03  0.109575E-02  0.217136E-03  0.256057E-03  0.205433E+03
  0.994320E+02  0.266755E+01 -0.152098E+02  0.234475E-02  0.513138E-03  0.499795E-03  0.264077E-02  0.484286E-03  0.906296E-03  0.109575E-02  0.217136E-03  0.256057E-03  0.202861E+03
  0.994320E+02  0.266755E+01 -0.135401E+02  0.234475E-02  0.513138E-03  0.499795E-03  0.264077E-02  0.484286E-03  0.906296E-03  0.114706E-02  0.217136E-03  0.256057E-03  0.203350E+03
  0.994320E+02  0.266755E+01 -0.103383E+02  0.234475E-02  0.513138E-03  0.499795E-03  0.158810E-02  0.484286E-03  0.906296E-03  0.114706E-02  0.217136E-03  0.256057E-03  0.205758E+03
  0.994320E+02  0.266755E+01 -0.334513E+01  0.234475E-02  0.513138E-03  0.499795E-03  0.158810E-02  0.484286E-03  0.906296E-03  0.114706E-02  0.217136E-03  0.256057E-03  0.206260E+03
  0.994320E+02  0.266755E+01 -0.167880E+01  0.234475E-02  0.513138E-03  0.499795E-03  0.158810E-02  0.484286E-03  0.906296E-03  0.114706E-02  0.217136E-03  0.412912E-03  0.206035E+03
  0.994320E+02  0.266755E+01 -0.167880E+01  0.234475E-02  0.135336E-02  0.499795E-03  0.158810E-02  0.484286E-03  0.906296E-03  0.114706E-02  0.217136E-03  0.412912E-03  0.204349E+03
  0.994320E+02  0.266755E+01 -0.776716E+01  0.234475E-02  0.135336E-02  0.499795E-03  0.360333E-02  0.484286E-03  0.906296E-03  0.114706E-02  0.217136E-03  0.412912E-03  0.201510E+03
  0.994320E+02  0.266755E+01  0.541094E+01  0.941708E-03  0.135336E-02  0.499795E-03  0.360333E-02  0.484286E-03  0.906296E-03  0.114706E-02  0.217136E-03  0.412912E-03  0.202668E+03
  0.994320E+02  0.266755E+01 -0.400640E+01  0.941708E-03  0.122149E-03  0.499795E-03  0.130965E-02  0.484286E-03  0.906296E-03  0.114706E-02  0.217136E-03  0.412912E-03  0.209238E+03
  0.994320E+02  0.266755E+01 -0.563665E+01  0.107076E-02  0.122149E-03  0.499795E-03  0.130965E-02  0.484286E-03  0.158993E-02  0.114706E-02  0.217136E-03  0.412912E-03  0.207896E+03
  0.994320E+02  0.266755E+01 -0.563665E+01  0.107076E-02  0.122149E-03  0.499795E-03  0.130965E-02  0.484286E-03  0.120752E-02  0.114706E-02  0.217136E-03  0.412912E-03  0.208531E+03
  0.994320E+02  0.266755E+01 -0.563665E+01  0.869655E-04  0.122149E-03  0.499795E-03  0.559762E-03  0.484286E-03  0.120752E-02  0.114706E-02  0.445204E-03  0.412912E-03  0.209717E+03
  0.994320E+02  0.266755E+01 -0.563665E+01  0.869655E-04  0.122149E-03  0.107098E-02  0.559762E-03  0.484286E-03  0.120752E-02  0.114706E-02  0.936411E-03  0.412912E-03  0.207706E+03
  0.994320E+02  0.266755E+01 -0.719010E+01  0.869655E-04  0.122149E-03  0.107098E-02  0.559762E-03  0.484286E-03  0.120752E-02  0.114706E-02  0.936411E-03  0.412912E-03  0.207455E+03
  0.994320E+02  0.266755E+01  0.136782E+01  0.869655E-04  0.122149E-03  0.107098E-02  0.559762E-03  0.484286E-03  0.120752E-02  0.114706E-02  0.936411E-03  0.412912E-03  0.207107E+03
  0.994320E+02  0.266755E+01 -0.290141E+01  0.869655E-04  0.122149E-03  0.128140E-03  0.559762E-03  0.484286E-03  0.120752E-02  0.114706E-02  0.936411E-03  0.412912E-03  0.208449E+03
  0.994320E+02  0.266755E+01 -0.290141E+01  0.869655E-04  0.122149E-03  0.128140E-03  0.559762E-03  0.484286E-03  0.909191E-03  0.114706E-02  0.936411E-03  0.412912E-03  0.208897E+03
  0.994320E+02  0.266755E+01 -0.290141E+01  0.869655E-04  0.122149E-03  0.128140E-03  0.559762E-03  0.484286E-03  0.909191E-03  0.114706E-02  0.936411E-03  0.412912E-03  0.208897E+03
  0.996563E+02  0.266755E+01  0.330562E+01  0.869655E-04  0.122149E-03  0.128140E-03  0.559762E-03  0.484286E-03  0.909191E-03  0.114706E-02  0.936411E-03  0.412912E-03  0.208208E+03
  0.996563E+02  0.118112E+01  0.330562E+01  0.869655E-04  0.122149E-03  0.128140E-03  0.559762E-03  0.484286E-03  0.909191E-03  0.114706E-02  0.936411E-03  0.412912E-03  0.208034E+03
  0.996563E+02  0.118112E+01  0.330562E+01  0.869655E-04  0.122149E-03  0.128140E-03  0.559762E-03  0.484286E-03  0.909191E-03  0.114706E-02  0.125120E-02  0.412912E-03  0.207285E+03
  0.996563E+02  0.118112E+01  0.698199E+01  0.869655E-04  0.122149E-03  0.128140E-03  0.559762E-03  0.484286E-03  0.909191E-03  0.114706E-02  0.847741E-03  0.412912E-03  0.206421E+03
  0.996563E+02  0.118112E+01  0.660142E+01  0.869655E-04  0.122149E-03  0.128140E-03  0.559762E-03  0.127784E-02  0.909191E-03  0.114706E-02  0.847741E-03  0.412912E-03  0.205987E+03
  0.996563E+02  0.118112E+01  0.660142E+01  0.869655E-04  0.122149E-03  0.128140E-03  0.559762E-03  0.127784E-02  0.909191E-03  0.114706E-02  0.847741E-03  0.412912E-03  0.205987E+03
  0.996563E+02  0.118112E+01 -0.793722E+00  0.869655E-04  0.122149E-03  0.128140E-03  0.559762E-03  0.127784E-02  0.909191E-03  0.114706E-02  0.847741E-03  0.412912E-03  0.207991E+03
  0.996563E+02  0.118112E+01  0.201329E+01  0.869655E-04  0.122149E-03  0.128140E-03  0.559762E-03  0.140176E-02  0.909191E-03  0.739778E-03  0.497686E-03  0.412912E-03  0.208977E+03
  0.996563E+02  0.118112E+01 -0.620289E+01  0.869655E-04  0.122149E-03  0.128140E-03  0.559762E-03  0.140176E-02  0.909191E-03  0.482603E-03  0.497686E-03  0.412912E-03  0.209537E+03
  0.996563E+02  0.118112E+01 -0.185879E+00  0.869655E-04  0.122149E-03  0.128140E-03  0.559762E-03  0.588302E-03  0.909191E-03  0.482603E-03  0.497686E-03  0.412912E-03  0.211159E+03
  0.998436E+02 -0.212366E+00 -0.185879E+00  0.869655E-04  0.122149E-03  0.128140E-03  0.559762E-03  0.588302E-03  0.909191E-03  0.482603E-03  0.497686E-03  0.412912E-03  0.210596E+03
  0.998436E+02 -0.212366E+00  0.253418E+01  0.869655E-04  0.122149E-03  0.128140E-03  0.559762E-03  0.588302E-03  0.909191E-03  0.482603E-03  0.854779E-03  0.412912E-03  0.209317E+03
  0.998436E+02 -0.681333E+00  0.680825E+01  0.869655E-04  0.122149E-03  0.428353E-03  0.559762E-03  0.588302E-03  0.909191E-03  0.277700E-03  0.854779E-03  0.412912E-03  0.208010E+03
  0.998436E+02 -0.681333E+00  0.680825E+01  0.869655E-04  0.122149E-03  0.428353E-03  0.559762E-03  0.118841E-02  0.909191E-03  0.277700E-03  0.854779E-03  0.412912E-03  0.207556E+03
  0.989806E+02 -0.681333E+00  0.418753E+01  0.869655E-04  0.122149E-03  0.428353E-03  0.559762E-03  0.118841E-02  0.909191E-03  0.277700E-03  0.854779E-03  0.412912E-03  0.206680E+03
  0.989806E+02 -0.681333E+00 -0.222950E+01  0.869655E-04  0.122149E-03  0.116381E-04  0.559762E-03  0.118841E-02  0.909191E-03  0.277700E-03  0.854779E-03  0.412912E-03  0.207777E+03
  0.999052E+02 -0.681333E+00  0.956773E+00  0.869655E-04  0.891473E-03  0.116381E-04  0.100825E-03  0.118841E-02  0.909191E-03  0.277700E-03  0.854779E-03  0.412912E-03  0.206339E+03
  0.999052E+02 -0.681333E+00  0.594117E+01  0.869655E-04  0.891473E-03  0.116381E-04  0.100825E-03  0.118841E-02  0.728408E-03  0.277700E-03  0.854779E-03  0.515740E-03  0.205535E+03
  0.101196E+03  0.416718E+01  0.594117E+01  0.823132E-03  0.102254E-02  0.116381E-04  0.100825E-03  0.118841E-02  0.728408E-03  0.277700E-03  0.854779E-03  0.515740E-03  0.205408E+03
  0.996182E+02  0.416718E+01 -0.218890E+01  0.823132E-03  0.355324E-04  0.116381E-04  0.100825E-03  0.118841E-02  0.728408E-03  0.277700E-03  0.854779E-03  0.515740E-03  0.207509E+03
  0.996182E+02  0.416718E+01 -0.218890E+01  0.920101E-03  0.355324E-04  0.116381E-04  0.100825E-03  0.118841E-02  0.728408E-03  0.277700E-03  0.854779E-03  0.515740E-03  0.207329E+03
  0.996182E+02  0.376108E+01  0.110255E+01  0.920101E-03  0.355324E-04  0.116381E-04  0.100825E-03  0.150406E-02  0.728408E-03  0.277700E-03  0.550984E-03  0.515740E-03  0.207381E+03
  0.996182E+02  0.376108E+01  0.110255E+01  0.920101E-03  0.355324E-04  0.116381E-04  0.100825E-03  0.150406E-02  0.625906E-04  0.277700E-03  0.550984E-03  0.515740E-03  0.205614E+03
  0.996182E+02  0.376108E+01 -0.299654E+01  0.920101E-03  0.355324E-04  0.116381E-04  0.101995E-02  0.150406E-02  0.625906E-04  0.277700E-03  0.550984E-03  0.515740E-03  0.205776E+03
  0.996182E+02 -0.179045E+01 -0.299654E+01  0.920101E-03  0.355324E-04  0.116381E-04  0.101995E-02  0.150406E-02  0.107111E-02  0.277700E-03  0.550984E-03  0.515740E-03  0.206145E+03
  0.996182E+02 -0.179045E+01 -0.172143E+01  0.920101E-03  0.355324E-04  0.116381E-04  0.101995E-02  0.150406E-02  0.107111E-02  0.277700E-03  0.550984E-03  0.515740E-03  0.206248E+03
  0.996182E+02 -0.233148E+01 -0.172143E+01  0.920101E-03  0.355324E-04  0.116381E-04  0.101995E-02  0.150406E-02  0.107111E-02  0.873648E-03  0.550984E-03  0.515740E-03  0.205329E+03
  0.996182E+02 -0.206625E+01 -0.172143E+01  0.920101E-03  0.355324E-04  0.116381E-04  0.101995E-02  0.150406E-02  0.107111E-02  0.205997E-02  0.550984E-03  0.515740E-03  0.203475E+03
  0.996182E+02 -0.562281E+00  0.688878E+01  0.920101E-03  0.355324E-04  0.985394E-04  0.101995E-02  0.150406E-02  0.107111E-02  0.205997E-02  0.550984E-03  0.515740E-03  0.203171E+03
  0.996182E+02 -0.562281E+00 -0.900587E+01  0.920101E-03  0.540742E-03  0.985394E-04  0.101995E-02  0.679074E-03  0.107111E-02  0.205997E-02  0.550984E-03  0.188061E-02  0.201719E+03
  0.996182E+02 -0.562281E+00  0.156483E+01  0.920101E-03  0.786525E-03  0.985394E-04  0.101995E-02  0.679074E-03  0.107111E-02  0.205997E-02  0.550984E-03  0.188061E-02  0.202346E+03
  0.996182E+02 -0.562281E+00 -0.160987E+01  0.920101E-03  0.786525E-03  0.949429E-03  0.101995E-02  0.679074E-03  0.107111E-02  0.205997E-02  0.550984E-03  0.188061E-02  0.202644E+03
  0.996182E+02  0.117030E+01 -0.160987E+01  0.920101E-03  0.786525E-03  0.949429E-03  0.101995E-02  0.679074E-03  0.107111E-02  0.205997E-02  0.229609E-02  0.184862E-02  0.199474E+03
  0.996182E+02  0.117030E+01 -0.160987E+01  0.920101E-03  0.786525E-03  0.949429E-03  0.101995E-02  0.679074E-03  0.719743E-03  0.205997E-02  0.229609E-02  0.184862E-02  0.199912E+03
  0.996182E+02  0.117030E+01 -0.160987E+01  0.920101E-03  0.786525E-03  0.949429E-03  0.101995E-02  0.175868E-02  0.719743E-03  0.406181E-02  0.204720E-02  0.184862E-02  0.195863E+03
  0.996182E+02  0.337544E+01 -0.223126E+01  0.920101E-03  0.786525E-03  0.949429E-03  0.348939E-03  0.175868E-02  0.719743E-03  0.406181E-02  0.883237E-03  0.184862E-02  0.198124E+03
  0.996182E+02  0.963368E+01 -0.223126E+01  0.920101E-03  0.786525E-03  0.949429E-03  0.348939E-03  0.175868E-02  0.719743E-03  0.406181E-02  0.883237E-03  0.184862E-02  0.195224E+03
  0.996182E+02  0.129699E+01 -0.558713E+01  0.920101E-03  0.786525E-03  0.949429E-03  0.348939E-03  0.214072E-03  0.719743E-03  0.406181E-02  0.145974E-02  0.184862E-02  0.198336E+03
  0.993669E+02  0.396888E+01 -0.558713E+01  0.920101E-03  0.786525E-03  0.186868E-02  0.348939E-03  0.214072E-03  0.719743E-03  0.406181E-02  0.145974E-02  0.184862E-02  0.196225E+03
  0.993669E+02  0.396888E+01 -0.558713E+01  0.920101E-03  0.786525E-03  0.186868E-02  0.348939E-03  0.214072E-03  0.719743E-03  0.406181E-02  0.145974E-02  0.184862E-02  0.196225E+03
  0.993669E+02  0.538698E+01 -0.217700E+01  0.230878E-02  0.394850E-03  0.262869E-02  0.348939E-03  0.214072E-03  0.719743E-03  0.406181E-02  0.225120E-02  0.184862E-02  0.191882E+03
  0.993669E+02  0.549784E+01 -0.217700E+01  0.230878E-02  0.394850E-03  0.262869E-02  0.348939E-03  0.214072E-03  0.719743E-03  0.511970E-02  0.225120E-02  0.684670E-03  0.193329E+03
  0.993669E+02  0.549784E+01 -0.217700E+01  0.230878E-02  0.394850E-03  0.262869E-02  0.348939E-03  0.214072E-03  0.719743E-03  0.224335E-02  0.225120E-02  0.684670E-03  0.196420E+03
  0.993669E+02  0.549784E+01 -0.133534E+01  0.230878E-02  0.394850E-03  0.262869E-02  0.348939E-03  0.214072E-03  0.719743E-03  0.224335E-02  0.283898E-02  0.684670E-03  0.195609E+03
  0.993669E+02 -0.282508E+00 -0.975552E+01  0.230878E-02  0.394850E-03  0.262869E-02  0.348939E-03  0.214072E-03  0.719743E-03  0.224335E-02  0.187189E-02  0.684670E-03  0.196520E+03
  0.993669E+02 -0.282508E+00 -0.109470E+02  0.230878E-02  0.394850E-03  0.448116E-04  0.348939E-03  0.301100E-03  0.719743E-03  0.224335E-02  0.187189E-02  0.684670E-03  0.198651E+03
  0.993669E+02 -0.282508E+00  0.421453E+01  0.230878E-02  0.394850E-03  0.448116E-04  0.348939E-03  0.301100E-03  0.719743E-03  0.224335E-02  0.187189E-02  0.684670E-03  0.198470E+03
  0.993669E+02 -0.282508E+00 -0.674430E+01  0.230878E-02  0.394850E-03  0.448116E-04  0.348939E-03  0.301100E-03  0.719743E-03  0.274315E-02  0.187189E-02  0.684670E-03  0.199117E+03
  0.993669E+02 -0.282508E+00  0.131283E+00  0.230878E-02  0.394850E-03  0.448116E-04  0.348939E-03  0.301100E-03  0.719743E-03  0.274315E-02  0.187189E-02  0.684670E-03  0.199170E+03
  0.993669E+02 -0.282508E+00  0.131283E+00  0.230878E-02  0.392030E-03  0.448116E-04  0.348939E-03  0.301100E-03  0.719743E-03  0.274315E-02  0.187189E-02  0.684670E-03  0.199171E+03
  0.993669E+02 -0.282508E+00 -0.503451E+01  0.126225E-02  0.392030E-03  0.448116E-04  0.348939E-03  0.301100E-03  0.719743E-03  0.274315E-02  0.187189E-02  0.684670E-03  0.201298E+03
  0.989770E+02 -0.282508E+00 -0.443083E+01  0.721105E-03  0.392030E-03  0.448116E-04  0.348939E-03  0.301100E-03  0.478565E-03  0.126927E-02  0.187189E-02  0.684670E-03  0.204604E+03
  0.989770E+02 -0.282508E+00 -0.443083E+01  0.721105E-03  0.392030E-03  0.448116E-04  0.348939E-03  0.301100E-03  0.478565E-03  0.126927E-02  0.187189E-02  0.684670E-03  0.204604E+03
  0.100277E+03 -0.282508E+00  0.884922E+00  0.721105E-03  0.392030E-03  0.448116E-04  0.348939E-03  0.301100E-03  0.478565E-03  0.126927E-02  0.187189E-02  0.684670E-03  0.204793E+03
  0.100277E+03 -0.282508E+00  0.884922E+00  0.721105E-03  0.392030E-03  0.448116E-04  0.155443E-02  0.301100E-03  0.478565E-03  0.126927E-02  0.187189E-02  0.684670E-03  0.204033E+03
  0.100277E+03 -0.282508E+00 -0.801167E+01  0.800942E-03  0.392030E-03  0.176727E-02  0.155443E-02  0.301100E-03  0.478565E-03  0.126927E-02  0.187189E-02  0.684670E-03  0.202180E+03
  0.100277E+03 -0.329264E+00 -0.673172E+01  0.800942E-03  0.392030E-03  0.956504E-03  0.155443E-02  0.301100E-03  0.478565E-03  0.126927E-02  0.317039E-03  0.684670E-03  0.206809E+03
  0.100277E+03  0.228579E+01 -0.673172E+01  0.611933E-03  0.392030E-03  0.293348E-04  0.893846E-03  0.301100E-03  0.478565E-03  0.126927E-02  0.317039E-03  0.684670E-03  0.207472E+03
  0.100277E+03  0.228579E+01 -0.673172E+01  0.611933E-03  0.392030E-03  0.293348E-04  0.893846E-03  0.301100E-03  0.478565E-03  0.126927E-02  0.277552E-03  0.684670E-03  0.207495E+03
  0.100277E+03  0.189852E+01 -0.206779E+01  0.611933E-03  0.384647E-04  0.293348E-04  0.893846E-03  0.301100E-03  0.478565E-03  0.126927E-02  0.277552E-03  0.684670E-03  0.208785E+03
  0.100277E+03  0.189852E+01  0.390913E+01  0.611933E-03  0.384647E-04  0.293348E-04  0.893846E-03  0.301100E-03  0.478565E-03  0.126927E-02  0.277552E-03  0.684670E-03  0.208846E+03
  0.991556E+02  0.189852E+01  0.390913E+01  0.611933E-03  0.564216E-03  0.293348E-04  0.893846E-03  0.301100E-03  0.478565E-03  0.126927E-02  0.277552E-03  0.684670E-03  0.207566E+03
  0.991556E+02  0.189852E+01 -0.772059E+01  0.611933E-03  0.564216E-03  0.293348E-04  0.893846E-03  0.301100E-03  0.478565E-03  0.296287E-03  0.277552E-03  0.684670E-03  0.209499E+03
  0.991556E+02  0.435879E+01 -0.772059E+01  0.611933E-03  0.564216E-03  0.293348E-04  0.893846E-03  0.301100E-03  0.478565E-03  0.296287E-03  0.773596E-03  0.684670E-03  0.208069E+03
  0.991556E+02  0.435879E+01 -0.141357E+01  0.611933E-03  0.564216E-03  0.293348E-04  0.794820E-03  0.301100E-03  0.478565E-03  0.296287E-03  0.773596E-03  0.530108E-03  0.209618E+03
  0.991556E+02  0.435879E+01 -0.451162E+01  0.611933E-03  0.564216E-03  0.293348E-04  0.794820E-03  0.301100E-03  0.478565E-03  0.296287E-03  0.773596E-03  0.530108E-03  0.209374E+03
  0.991556E+02  0.435879E+01 -0.451162E+01  0.611933E-03  0.564216E-03  0.293348E-04  0.794820E-03  0.301100E-03  0.478565E-03  0.296287E-03  0.773596E-03  0.530108E-03  0.209374E+03
  0.991556E+02  0.435879E+01  0.102455E+01  0.611933E-03  0.564216E-03  0.293348E-04  0.107084E-02  0.301100E-03  0.478565E-03  0.296287E-03  0.773596E-03  0.530108E-03  0.209041E+03
  0.991556E+02  0.435879E+01  0.251356E+01  0.611933E-03  0.564216E-03  0.293348E-04  0.107084E-02  0.265598E-04  0.478565E-03  0.296287E-03  0.773596E-03  0.530108E-03  0.208419E+03
  0.991556E+02  0.435879E+01  0.457338E+01  0.611933E-03  0.564216E-03  0.293348E-04  0.107084E-02  0.265598E-04  0.478565E-03  0.296287E-03  0.773596E-03  0.530108E-03  0.207657E+03
  0.991556E+02  0.435879E+01  0.112730E+01  0.611933E-03  0.564216E-03  0.293348E-04  0.107084E-02  0.265598E-04  0.478565E-03  0.296287E-03  0.773596E-03  0.530108E-03  0.208736E+03
  0.991556E+02  0.555798E+01  0.112730E+01  0.611933E-03  0.564216E-03  0.293348E-04  0.107084E-02  0.265598E-04  0.478565E-03  0.296287E-03  0.773596E-03  0.530108E-03  0.208072E+03
  0.100200E+03  0.555798E+01  0.112730E+01  0.611933E-03  0.564216E-03  0.293348E-04  0.107084E-02  0.265598E-04  0.478565E-03  0.296287E-03  0.773596E-03  0.530108E-03  0.208568E+03
  0.100200E+03  0.555798E+01  0.563969E+01  0.646371E-03  0.564216E-03  0.293348E-04  0.107084E-02  0.265598E-04  0.478565E-03  0.296287E-03  0.163557E-02  0.530108E-03  0.206894E+03
  0.100200E+03  0.503725E+01  0.563969E+01  0.646371E-03  0.564216E-03  0.293348E-04  0.107084E-02  0.265598E-04  0.213679E-03  0.296287E-03  0.234436E-02  0.530108E-03  0.204970E+03
  0.100200E+03  0.455461E+01  0.761917E+01  0.646371E-03  0.564216E-03  0.131727E-03  0.107084E-02  0.265598E-04  0.213679E-03  0.296287E-03  0.131792E-02  0.530108E-03  0.206727E+03
  0.100200E+03  0.455461E+01  0.950108E+01  0.646371E-03  0.564216E-03  0.131727E-03  0.107084E-02  0.265598E-04  0.583710E-03  0.296287E-03  0.131792E-02  0.530108E-03  0.206708E+03
  0.100200E+03  0.455461E+01  0.270769E+01  0.646371E-03  0.564216E-03  0.131727E-03  0.107084E-02  0.265598E-04  0.583710E-03  0.296287E-03  0.163873E-02  0.530108E-03  0.207722E+03
  0.100200E+03  0.776241E+01  0.109798E+01  0.646371E-03  0.564216E-03  0.131727E-03  0.107084E-02  0.265598E-04  0.583710E-03  0.296287E-03  0.163873E-02  0.530108E-03  0.205440E+03
  0.100200E+03  0.776241E+01  0.109798E+01  0.646371E-03  0.564216E-03  0.131727E-03  0.107084E-02  0.265598E-04  0.583710E-03  0.296287E-03  0.163873E-02  0.530108E-03  0.205440E+03
  0.994869E+02  0.540256E+01  0.679193E+00  0.863475E-03  0.564216E-03  0.131727E-03  0.107084E-02  0.265598E-04  0.583710E-03  0.296287E-03  0.163873E-02  0.530108E-03  0.206797E+03
  0.100509E+03 -0.151693E+01  0.711741E+01  0.863475E-03  0.564216E-03  0.131727E-03  0.199993E-02  0.265598E-04  0.583710E-03  0.296287E-03  0.163873E-02  0.530108E-03  0.203621E+03
  0.100509E+03 -0.296682E+01 -0.171571E+01  0.863475E-03  0.102281E-02  0.131727E-03  0.199993E-02  0.265598E-04  0.583710E-03  0.438773E-03  0.163873E-02  0.530108E-03  0.201933E+03
  0.100509E+03 -0.296682E+01 -0.171571E+01  0.863475E-03  0.904877E-03  0.210043E-02  0.199993E-02  0.265598E-04  0.583710E-03  0.438773E-03  0.163873E-02  0.530108E-03  0.201749E+03
  0.999673E+02 -0.296682E+01 -0.171571E+01  0.495369E-03  0.904877E-03  0.210043E-02  0.251167E-02  0.265598E-04  0.583710E-03  0.438773E-03  0.160570E-02  0.530108E-03  0.201387E+03
  0.999673E+02 -0.296682E+01 -0.141993E+02  0.495369E-03  0.904877E-03  0.210043E-02  0.251167E-02  0.232378E-03  0.583710E-03  0.438773E-03  0.160570E-02  0.162475E-03  0.200825E+03
  0.999673E+02 -0.243812E+01 -0.141993E+02  0.495369E-03  0.904877E-03  0.210043E-02  0.251167E-02  0.232378E-03  0.583710E-03  0.438773E-03  0.160570E-02  0.162475E-03  0.201057E+03
  0.999673E+02 -0.243812E+01 -0.141993E+02  0.959789E-03  0.904877E-03  0.210043E-02  0.251167E-02  0.232378E-03  0.583710E-03  0.438773E-03  0.160570E-02  0.290004E-03  0.199868E+03
  0.999673E+02 -0.128707E+01 -0.139975E+02  0.959789E-03  0.904877E-03  0.288540E-02  0.251167E-02  0.232378E-03  0.583710E-03  0.438773E-03  0.160570E-02  0.290004E-03  0.199180E+03
