a0_min        a1_min        a2_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  Y6_intercept  Y7_intercept  Y8_intercept  Y9_intercept  LogPost       
  0.100000E+03  0.562367E+01 -0.308733E+01  0.196796E-03  0.499266E-03  0.146968E-02  0.661303E-03  0.101686E-02  0.137627E-02  0.245557E-03  0.416830E-03  0.331355E-03  0.207019E+03
  0.100000E+03  0.562367E+01 -0.308733E+01  0.196796E-03  0.499266E-03  0.146968E-02  0.661303E-03  0.101686E-02  0.137627E-02  0.222240E-02  0.456811E-03  0.331355E-03  0.204179E+03
  0.100000E+03  0.562367E+01 -0.308733E+01  0.196796E-03  0.499266E-03  0.146968E-02  0.661303E-03  0.101686E-02  0.137627E-02  0.222240E-02  0.456811E-03  0.331355E-03  0.204179E+03
  0.100000E+03  0.562367E+01 -0.570531E+01  0.196796E-03  0.499266E-03  0.146968E-02  0.661303E-03  0.101686E-02  0.137627E-02  0.222240E-02  0.456811E-03  0.331355E-03  0.204019E+03
  0.100000E+03 -0.149859E+01 -0.570531E+01  0.196796E-03  0.499266E-03  0.146968E-02  0.661303E-03  0.101686E-02  0.137627E-02  0.292885E-03  0.453893E-03  0.331355E-03  0.208275E+03
  0.100000E+03 -0.149859E+01 -0.883018E+01  0.196796E-03  0.499266E-03  0.146968E-02  0.661303E-03  0.101686E-02  0.771003E-03  0.292885E-03  0.453893E-03  0.331355E-03  0.208645E+03
  0.100000E+03 -0.149859E+01 -0.883018E+01  0.196796E-03  0.499266E-03  0.146968E-02  0.661303E-03  0.101686E-02  0.771003E-03  0.292885E-03  0.453893E-03  0.331355E-03  0.208645E+03
  0.100000E+03 -0.140813E+01 -0.883018E+01  0.196796E-03  0.499266E-03  0.224469E-03  0.825324E-04  0.101686E-02  0.771003E-03  0.292885E-03  0.453893E-03  0.331355E-03  0.206154E+03
  0.100000E+03 -0.140813E+01 -0.883018E+01  0.196796E-03  0.499266E-03  0.224469E-03  0.825324E-04  0.101686E-02  0.771003E-03  0.292885E-03  0.453893E-03  0.331355E-03  0.206154E+03
  0.100000E+03 -0.140813E+01 -0.883018E+01  0.196796E-03  0.499266E-03  0.224469E-03  0.825324E-04  0.101686E-02  0.771003E-03  0.292885E-03  0.453893E-03  0.365303E-03  0.206085E+03
  0.100000E+03 -0.140813E+01 -0.883018E+01  0.196796E-03  0.499266E-03  0.224469E-03  0.825324E-04  0.101686E-02  0.771003E-03  0.292885E-03  0.254300E-03  0.365303E-03  0.206076E+03
  0.100000E+03 -0.140813E+01 -0.900676E+01  0.196796E-03  0.499266E-03  0.224469E-03  0.825324E-04  0.101686E-02  0.771003E-03  0.148077E-03  0.254300E-03  0.233124E-04  0.206231E+03
  0.100000E+03 -0.140813E+01 -0.454348E+01  0.196796E-03  0.499266E-03  0.334525E-02  0.825324E-04  0.101686E-02  0.771003E-03  0.148077E-03  0.254300E-03  0.233124E-04  0.204810E+03
  0.100000E+03 -0.140813E+01 -0.454348E+01  0.196796E-03  0.499266E-03  0.334525E-02  0.825324E-04  0.101686E-02  0.771003E-03  0.857204E-03  0.254300E-03  0.233124E-04  0.204355E+03
  0.100000E+03 -0.140813E+01 -0.454348E+01  0.196796E-03  0.499266E-03  0.334525E-02  0.825324E-04  0.101686E-02  0.771003E-03  0.857204E-03  0.254300E-03  0.233124E-04  0.204355E+03
  0.100000E+03  0.469951E+01 -0.584825E+01  0.196796E-03  0.828610E-03  0.334525E-02  0.825324E-04  0.101686E-02  0.771003E-03  0.857204E-03  0.254300E-03  0.233124E-04  0.202638E+03
  0.100000E+03  0.469951E+01 -0.584825E+01  0.196796E-03  0.828610E-03  0.334525E-02  0.255259E-03  0.101686E-02  0.771003E-03  0.857204E-03  0.254300E-03  0.233124E-04  0.203438E+03
  0.100605E+03  0.100712E+01 -0.584825E+01  0.196796E-03  0.828610E-03  0.334525E-02  0.176313E-02  0.124544E-02  0.771003E-03  0.857204E-03  0.254300E-03  0.233124E-04  0.204211E+03
  0.100605E+03  0.100712E+01 -0.584825E+01  0.196796E-03  0.155265E-02  0.216855E-02  0.176313E-02  0.124544E-02  0.771003E-03  0.857204E-03  0.254300E-03  0.233124E-04  0.204099E+03
  0.100605E+03  0.100712E+01 -0.697248E+01  0.196796E-03  0.155265E-02  0.157330E-02  0.176313E-02  0.300827E-03  0.771003E-03  0.857204E-03  0.254300E-03  0.233124E-04  0.205698E+03
  0.100605E+03  0.100712E+01 -0.985403E+01  0.196796E-03  0.155265E-02  0.157330E-02  0.176313E-02  0.300827E-03  0.771003E-03  0.857204E-03  0.254300E-03  0.233124E-04  0.205091E+03
  0.100605E+03 -0.292883E+01 -0.117061E+02  0.196796E-03  0.164714E-02  0.157330E-02  0.176313E-02  0.300827E-03  0.771003E-03  0.857204E-03  0.254300E-03  0.233124E-04  0.203027E+03
  0.100605E+03 -0.292883E+01 -0.117061E+02  0.196796E-03  0.164714E-02  0.157330E-02  0.176313E-02  0.300827E-03  0.771003E-03  0.857204E-03  0.254300E-03  0.233124E-04  0.203027E+03
  0.100605E+03 -0.292883E+01 -0.117061E+02  0.196796E-03  0.164714E-02  0.157330E-02  0.176313E-02  0.300827E-03  0.771003E-03  0.857204E-03  0.254300E-03  0.233124E-04  0.203027E+03
  0.100605E+03 -0.292883E+01 -0.117061E+02  0.196796E-03  0.164714E-02  0.157330E-02  0.126573E-02  0.300827E-03  0.771003E-03  0.857204E-03  0.254300E-03  0.233124E-04  0.203741E+03
  0.100605E+03  0.395409E+01 -0.143097E+02  0.196796E-03  0.164714E-02  0.159787E-03  0.126573E-02  0.300827E-03  0.771003E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.202410E+03
  0.100605E+03  0.395409E+01 -0.138042E+02  0.196796E-03  0.631808E-02  0.159787E-03  0.126573E-02  0.300827E-03  0.771003E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.197725E+03
  0.100605E+03  0.395409E+01 -0.138042E+02  0.199492E-02  0.631808E-02  0.159787E-03  0.126573E-02  0.300827E-03  0.771003E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.195305E+03
  0.100605E+03  0.363961E+01 -0.138042E+02  0.199492E-02  0.631808E-02  0.159787E-03  0.126573E-02  0.300827E-03  0.771003E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.195377E+03
  0.100605E+03  0.363961E+01 -0.138042E+02  0.382594E-03  0.557622E-03  0.159787E-03  0.126573E-02  0.300827E-03  0.771003E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.205607E+03
  0.100605E+03  0.363961E+01 -0.138042E+02  0.382594E-03  0.557622E-03  0.159787E-03  0.126573E-02  0.274720E-03  0.771003E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.205421E+03
  0.100605E+03  0.363961E+01 -0.612226E+01  0.382594E-03  0.557622E-03  0.159787E-03  0.126573E-02  0.274720E-03  0.771003E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.208691E+03
  0.989276E+02  0.363961E+01 -0.612226E+01  0.534991E-03  0.557622E-03  0.427006E-03  0.126573E-02  0.274720E-03  0.695524E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.209725E+03
  0.989276E+02  0.363961E+01 -0.246253E+01  0.534991E-03  0.557622E-03  0.251417E-03  0.126573E-02  0.274720E-03  0.695524E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.209604E+03
  0.989276E+02  0.363961E+01 -0.747141E+01  0.534991E-03  0.557622E-03  0.251417E-03  0.126573E-02  0.274720E-03  0.695524E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.209446E+03
  0.989276E+02  0.219628E+01 -0.747141E+01  0.534991E-03  0.557622E-03  0.251417E-03  0.126573E-02  0.274720E-03  0.695524E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.209853E+03
  0.989276E+02  0.219628E+01 -0.747141E+01  0.288079E-03  0.557622E-03  0.251417E-03  0.126573E-02  0.274720E-03  0.695524E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.209614E+03
  0.989276E+02  0.219628E+01 -0.747141E+01  0.288079E-03  0.557622E-03  0.251417E-03  0.126573E-02  0.274720E-03  0.695524E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.209614E+03
  0.989276E+02  0.219628E+01 -0.100582E+02  0.288079E-03  0.557622E-03  0.251417E-03  0.126573E-02  0.274720E-03  0.695524E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.208793E+03
  0.989276E+02  0.219628E+01 -0.100582E+02  0.288079E-03  0.557622E-03  0.251417E-03  0.126573E-02  0.274720E-03  0.695524E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.208793E+03
  0.100237E+03  0.465370E+01 -0.687344E+01  0.545921E-03  0.557622E-03  0.251417E-03  0.126573E-02  0.181802E-02  0.695524E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.207139E+03
  0.100384E+03  0.465370E+01 -0.103820E+02  0.545921E-03  0.557622E-03  0.251417E-03  0.126573E-02  0.181802E-02  0.695524E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.206510E+03
  0.100384E+03  0.465370E+01 -0.472171E+01  0.545921E-03  0.557622E-03  0.251417E-03  0.126573E-02  0.181802E-02  0.695524E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.207067E+03
  0.100384E+03  0.465370E+01 -0.472171E+01  0.545921E-03  0.557622E-03  0.251417E-03  0.126573E-02  0.181802E-02  0.695524E-03  0.806822E-03  0.254300E-03  0.233124E-04  0.207067E+03
  0.100384E+03  0.465370E+01 -0.718147E+01  0.545921E-03  0.557622E-03  0.251417E-03  0.126573E-02  0.181802E-02  0.695524E-03  0.806822E-03  0.511519E-03  0.233124E-04  0.206778E+03
  0.100384E+03  0.465370E+01 -0.718147E+01  0.545921E-03  0.557622E-03  0.251417E-03  0.414433E-03  0.139108E-02  0.695524E-03  0.552914E-04  0.823415E-03  0.404021E-03  0.206706E+03
  0.100384E+03  0.465370E+01 -0.718147E+01  0.545921E-03  0.557622E-03  0.251417E-03  0.414433E-03  0.139108E-02  0.695524E-03  0.552914E-04  0.823415E-03  0.404021E-03  0.206706E+03
  0.998172E+02  0.465370E+01 -0.427926E+01  0.545921E-03  0.557622E-03  0.251417E-03  0.414433E-03  0.139108E-02  0.695524E-03  0.552914E-04  0.823415E-03  0.558070E-03  0.208011E+03
  0.998172E+02  0.465370E+01  0.340835E+01  0.545921E-03  0.557622E-03  0.251417E-03  0.414433E-03  0.139108E-02  0.695524E-03  0.835197E-03  0.823415E-03  0.558070E-03  0.207822E+03
  0.998172E+02  0.465370E+01  0.340835E+01  0.545921E-03  0.557622E-03  0.251417E-03  0.414433E-03  0.139108E-02  0.695524E-03  0.835197E-03  0.823415E-03  0.558070E-03  0.207822E+03
  0.998172E+02  0.465370E+01  0.340835E+01  0.545921E-03  0.557622E-03  0.251417E-03  0.414433E-03  0.139108E-02  0.695524E-03  0.835197E-03  0.823415E-03  0.558070E-03  0.207822E+03
  0.998172E+02  0.425802E+01  0.340835E+01  0.146896E-02  0.557622E-03  0.251417E-03  0.414433E-03  0.139108E-02  0.695524E-03  0.835197E-03  0.823415E-03  0.558070E-03  0.206162E+03
  0.998172E+02  0.425802E+01  0.340835E+01  0.146896E-02  0.557622E-03  0.251417E-03  0.414433E-03  0.139108E-02  0.695524E-03  0.835197E-03  0.823415E-03  0.558070E-03  0.206162E+03
