a0_min        a1_min        a2_min        a3_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  LogPost       
  0.100000E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.180395E+03
  0.100000E+03  0.000000E+00  0.000000E+00 -0.670349E+01  0.125884E-02  0.100000E-02  0.100000E-02  0.155077E-02  0.178713E+03
  0.100000E+03 -0.203505E+01 -0.677110E+01 -0.670349E+01  0.125884E-02  0.100000E-02  0.100000E-02  0.155077E-02  0.178333E+03
  0.100000E+03 -0.304128E+01  0.851433E+00 -0.670349E+01  0.125884E-02  0.100000E-02  0.100000E-02  0.161314E-02  0.177944E+03
  0.100000E+03 -0.304128E+01  0.851433E+00 -0.119830E+02  0.102023E-02  0.100000E-02  0.100000E-02  0.161314E-02  0.178550E+03
  0.100000E+03 -0.337135E+01  0.851433E+00 -0.952755E+01  0.102023E-02  0.100000E-02  0.100000E-02  0.783924E-03  0.178963E+03
  0.100000E+03 -0.337135E+01  0.851433E+00  0.127137E+01  0.102023E-02  0.100000E-02  0.100000E-02  0.783924E-03  0.178411E+03
  0.100000E+03 -0.337135E+01  0.574848E+01  0.127137E+01  0.102023E-02  0.100000E-02  0.893334E-03  0.783924E-03  0.178903E+03
  0.100000E+03 -0.337135E+01  0.127802E+02 -0.114531E+02  0.102023E-02  0.100000E-02  0.893334E-03  0.783924E-03  0.177256E+03
  0.100000E+03 -0.337135E+01 -0.132848E+01 -0.201578E+01  0.102023E-02  0.100000E-02  0.893334E-03  0.783924E-03  0.179326E+03
  0.100000E+03 -0.337135E+01 -0.785518E+01 -0.165094E+02  0.102023E-02  0.100000E-02  0.893334E-03  0.783924E-03  0.178689E+03
  0.100000E+03 -0.167939E+01 -0.785518E+01 -0.979768E+01  0.102023E-02  0.100000E-02  0.893334E-03  0.783924E-03  0.179345E+03
  0.100000E+03 -0.167939E+01  0.425232E+01 -0.155545E+01  0.102023E-02  0.100000E-02  0.893334E-03  0.783924E-03  0.179977E+03
  0.100000E+03  0.717065E+01  0.425232E+01  0.893232E+01  0.102023E-02  0.100000E-02  0.893334E-03  0.783924E-03  0.180282E+03
  0.100000E+03  0.717065E+01  0.425232E+01  0.893232E+01  0.102023E-02  0.100000E-02  0.893334E-03  0.112715E-02  0.180716E+03
  0.100000E+03  0.761776E+01  0.425232E+01  0.451008E+01  0.102023E-02  0.100000E-02  0.893334E-03  0.112715E-02  0.180254E+03
  0.100000E+03 -0.225428E+01  0.925852E+01  0.451008E+01  0.102023E-02  0.100000E-02  0.893334E-03  0.112715E-02  0.178561E+03
  0.100000E+03 -0.225428E+01  0.205936E+01  0.100552E+01  0.102023E-02  0.100000E-02  0.893334E-03  0.112715E-02  0.180214E+03
  0.100000E+03 -0.225428E+01  0.255494E+01 -0.185460E+01  0.102023E-02  0.100000E-02  0.893334E-03  0.112715E-02  0.180360E+03
  0.100000E+03  0.537132E+01  0.106522E+02 -0.185460E+01  0.102023E-02  0.100000E-02  0.893334E-03  0.112715E-02  0.178856E+03
  0.100000E+03  0.537132E+01  0.811072E+01 -0.185460E+01  0.102023E-02  0.100000E-02  0.893334E-03  0.112715E-02  0.179591E+03
  0.100000E+03  0.456813E+00  0.479927E+01 -0.185460E+01  0.102023E-02  0.100000E-02  0.893334E-03  0.112715E-02  0.180749E+03
  0.100000E+03  0.231802E+01  0.539760E+01 -0.185460E+01  0.102023E-02  0.100000E-02  0.893334E-03  0.112715E-02  0.180713E+03
  0.100000E+03  0.505153E+00  0.539760E+01 -0.177347E+02  0.102023E-02  0.100000E-02  0.893334E-03  0.151616E-02  0.177515E+03
  0.103498E+03  0.120183E+01  0.514451E+01 -0.265748E+02  0.102023E-02  0.100000E-02  0.893334E-03  0.151616E-02  0.176778E+03
  0.103988E+03 -0.693484E+01 -0.565450E+01 -0.265748E+02  0.102023E-02  0.100000E-02  0.893334E-03  0.151616E-02  0.177264E+03
  0.103988E+03 -0.756792E+01  0.315857E+01 -0.251093E+02  0.102023E-02  0.100000E-02  0.893334E-03  0.151616E-02  0.177787E+03
  0.103988E+03 -0.756792E+01 -0.455602E+00 -0.251093E+02  0.176272E-02  0.100000E-02  0.893334E-03  0.151616E-02  0.175068E+03
  0.103810E+03 -0.756792E+01 -0.100377E+02 -0.251093E+02  0.560320E-03  0.100000E-02  0.893334E-03  0.151616E-02  0.177446E+03
  0.103810E+03 -0.789086E+01 -0.758693E+01 -0.230541E+02  0.560320E-03  0.100000E-02  0.893334E-03  0.151616E-02  0.177495E+03
  0.103810E+03 -0.789086E+01 -0.949121E+01 -0.230541E+02  0.560320E-03  0.100000E-02  0.893334E-03  0.151616E-02  0.177074E+03
  0.103810E+03 -0.789086E+01 -0.103938E+02 -0.218137E+02  0.560320E-03  0.100000E-02  0.893334E-03  0.151616E-02  0.176637E+03
  0.103810E+03  0.130145E+00 -0.104794E+02 -0.218137E+02  0.633101E-03  0.100000E-02  0.893334E-03  0.109425E-02  0.176401E+03
  0.103810E+03  0.130145E+00  0.107813E+01 -0.286553E+02  0.633101E-03  0.100000E-02  0.893334E-03  0.109425E-02  0.177697E+03
  0.103810E+03  0.130145E+00 -0.364671E+01 -0.286553E+02  0.633101E-03  0.100000E-02  0.313002E-03  0.109425E-02  0.178268E+03
  0.103810E+03  0.130145E+00 -0.364671E+01 -0.286546E+02  0.633101E-03  0.100000E-02  0.313002E-03  0.182485E-02  0.178815E+03
  0.103810E+03 -0.685220E+00 -0.341030E+01 -0.219135E+02  0.633101E-03  0.100000E-02  0.143469E-03  0.182485E-02  0.178148E+03
  0.102780E+03 -0.685220E+00  0.108909E+00  0.302858E+01  0.633101E-03  0.959230E-03  0.143469E-03  0.182485E-02  0.181718E+03
  0.102780E+03 -0.685220E+00  0.504242E+01  0.302858E+01  0.633101E-03  0.959230E-03  0.143469E-03  0.182485E-02  0.183413E+03
  0.102780E+03  0.250177E+01  0.173391E+02  0.302858E+01  0.633101E-03  0.959230E-03  0.143469E-03  0.100708E-02  0.184215E+03
  0.102780E+03  0.250177E+01  0.173391E+02  0.265378E+01  0.633101E-03  0.959230E-03  0.143469E-03  0.100708E-02  0.184164E+03
  0.102780E+03  0.250177E+01  0.173391E+02  0.265378E+01  0.633101E-03  0.959230E-03  0.143469E-03  0.100708E-02  0.184164E+03
  0.102780E+03  0.250177E+01  0.173391E+02  0.265378E+01  0.633101E-03  0.959230E-03  0.143469E-03  0.100708E-02  0.184164E+03
  0.102780E+03  0.250177E+01  0.141692E+02  0.120171E+02  0.633101E-03  0.675554E-04  0.143469E-03  0.100708E-02  0.187590E+03
  0.102780E+03  0.153787E+01  0.132350E+02  0.456323E+01  0.915314E-04  0.675554E-04  0.143469E-03  0.100708E-02  0.189192E+03
  0.102780E+03  0.153787E+01  0.191122E+02  0.456323E+01  0.358821E-04  0.675554E-04  0.143469E-03  0.100708E-02  0.185467E+03
  0.102780E+03  0.153787E+01  0.191122E+02  0.456323E+01  0.358821E-04  0.262591E-03  0.143469E-03  0.100708E-02  0.185750E+03
  0.102780E+03  0.162557E+01  0.158957E+02  0.456323E+01  0.358821E-04  0.262591E-03  0.143469E-03  0.100708E-02  0.188015E+03
  0.102780E+03  0.162557E+01  0.158957E+02  0.453029E+01  0.358821E-04  0.262591E-03  0.143469E-03  0.100708E-02  0.188014E+03
  0.102780E+03  0.162557E+01  0.158957E+02  0.733035E+01  0.358821E-04  0.262591E-03  0.143469E-03  0.100708E-02  0.187833E+03
  0.102780E+03  0.162557E+01  0.158957E+02  0.733035E+01  0.358821E-04  0.262591E-03  0.143469E-03  0.100708E-02  0.187833E+03
  0.102780E+03  0.162557E+01  0.145394E+02  0.733035E+01  0.358821E-04  0.262591E-03  0.143469E-03  0.100708E-02  0.188429E+03
  0.102780E+03  0.162557E+01  0.145394E+02 -0.832366E+01  0.358821E-04  0.262591E-03  0.143469E-03  0.100708E-02  0.186039E+03
  0.102780E+03  0.162557E+01  0.125537E+02 -0.614496E+01  0.358821E-04  0.262591E-03  0.143469E-03  0.100708E-02  0.187638E+03
  0.102780E+03  0.162557E+01  0.125537E+02  0.348445E+01  0.358821E-04  0.216796E-03  0.143469E-03  0.100708E-02  0.189226E+03
  0.102780E+03  0.359024E+01  0.159537E+02  0.146009E+02  0.358821E-04  0.216796E-03  0.143469E-03  0.100708E-02  0.187738E+03
  0.102780E+03  0.359024E+01  0.965733E+01 -0.324197E+00  0.358821E-04  0.216796E-03  0.143469E-03  0.138305E-02  0.189196E+03
  0.101588E+03  0.359024E+01  0.268738E+01 -0.324197E+00  0.358821E-04  0.216796E-03  0.143469E-03  0.118622E-02  0.191809E+03
