a0_min         a1_min         a2_min         Y1_intercept   Y2_intercept   Y3_intercept   LogPost        
   0.102205E+03   0.191936E+01   0.387412E+01   0.444174E-04   0.417471E-03   0.284303E-03   0.148507E+03
   0.101201E+03   0.191936E+01  -0.187789E+01   0.444174E-04   0.572506E-03   0.284303E-03   0.148414E+03
   0.101201E+03   0.191936E+01   0.439831E+01   0.444174E-04   0.572506E-03   0.146179E-03   0.149029E+03
   0.101201E+03   0.191936E+01   0.216465E+00   0.444174E-04   0.572506E-03   0.146179E-03   0.149138E+03
   0.101201E+03  -0.316133E+01   0.216465E+00   0.160347E-03   0.249309E-03   0.413929E-03   0.146753E+03
   0.101201E+03  -0.234626E+01  -0.288669E+01   0.160347E-03   0.249309E-03   0.413929E-03   0.147496E+03
   0.101201E+03   0.218387E+01   0.282590E+01   0.160347E-03   0.249309E-03   0.413929E-03   0.149507E+03
   0.100754E+03   0.218387E+01  -0.405785E+00   0.160347E-03   0.249309E-03   0.413929E-03   0.149521E+03
   0.100754E+03   0.349013E+01  -0.405785E+00   0.160347E-03   0.249309E-03   0.413929E-03   0.149308E+03
   0.100754E+03   0.349013E+01  -0.333226E+01   0.160347E-03   0.249309E-03   0.413929E-03   0.149208E+03
   0.100754E+03   0.349013E+01   0.208224E+00   0.160347E-03   0.249309E-03   0.413929E-03   0.149265E+03
   0.100754E+03   0.349013E+01   0.208224E+00   0.160347E-03   0.249309E-03   0.413929E-03   0.149265E+03
   0.100754E+03   0.230610E+01  -0.352644E+01   0.160347E-03   0.230388E-03   0.413929E-03   0.149528E+03
   0.997352E+02   0.343050E+01  -0.352644E+01   0.160347E-03   0.179070E-03   0.413929E-03   0.147505E+03
   0.997352E+02   0.343050E+01  -0.881776E+01   0.160347E-03   0.179070E-03   0.413929E-03   0.146833E+03
   0.997352E+02   0.343050E+01  -0.101331E+02   0.160347E-03   0.179070E-03   0.413929E-03   0.146372E+03
   0.998580E+02  -0.528927E+00  -0.621849E+01   0.130506E-03   0.179070E-03   0.413929E-03   0.146862E+03
   0.999282E+02  -0.528927E+00  -0.621849E+01   0.130506E-03   0.179070E-03   0.413929E-03   0.147078E+03
   0.999123E+02  -0.528927E+00  -0.621849E+01   0.130506E-03   0.179070E-03   0.413929E-03   0.147031E+03
   0.999123E+02   0.384240E+01  -0.477041E+00   0.526601E-03   0.179070E-03   0.413929E-03   0.146636E+03
   0.102032E+03   0.976480E+00   0.262499E+01   0.526601E-03   0.179070E-03   0.220698E-03   0.149331E+03
   0.102032E+03   0.565830E+01   0.262499E+01   0.526601E-03   0.179070E-03   0.220698E-03   0.147222E+03
   0.102032E+03  -0.454604E-02  -0.264031E+01   0.526601E-03   0.179070E-03   0.220698E-03   0.148042E+03
   0.100188E+03   0.714732E+00  -0.159540E+01   0.526601E-03   0.179070E-03   0.220698E-03   0.148860E+03
   0.100188E+03   0.714732E+00  -0.159540E+01   0.258896E-03   0.179070E-03   0.118929E-03   0.149959E+03
   0.101382E+03   0.714732E+00  -0.274702E+01   0.258896E-03   0.179070E-03   0.118929E-03   0.150510E+03
   0.101382E+03   0.714732E+00  -0.316034E+01   0.258896E-03   0.421236E-03   0.118929E-03   0.149212E+03
   0.101382E+03   0.714732E+00  -0.316034E+01   0.258896E-03   0.421236E-03   0.269755E-03   0.148801E+03
   0.101382E+03   0.714732E+00  -0.844192E+01   0.783890E-03   0.551525E-04   0.146564E-03   0.146935E+03
   0.101414E+03  -0.593614E+00  -0.100167E+02   0.783890E-03   0.131401E-03   0.146564E-03   0.145707E+03
   0.101414E+03  -0.593614E+00  -0.100167E+02   0.102840E-02   0.131401E-03   0.146564E-03   0.144820E+03
   0.101414E+03  -0.593614E+00  -0.100167E+02   0.102840E-02   0.131401E-03   0.146564E-03   0.144820E+03
   0.101414E+03  -0.593614E+00  -0.293759E+01   0.102840E-02   0.131401E-03   0.146564E-03   0.147655E+03
   0.101414E+03  -0.593614E+00  -0.140670E+01   0.730361E-03   0.131401E-03   0.146564E-03   0.149080E+03
   0.101414E+03  -0.593614E+00  -0.506459E+00   0.728781E-03   0.131401E-03   0.225789E-03   0.148903E+03
   0.101252E+03   0.195308E+01   0.487746E+01   0.728781E-03   0.131401E-03   0.225789E-03   0.148927E+03
   0.101252E+03   0.195308E+01   0.258743E+01   0.190730E-03   0.131401E-03   0.225789E-03   0.150941E+03
   0.101252E+03  -0.776593E+00  -0.308125E+01   0.190730E-03   0.131401E-03   0.225789E-03   0.149989E+03
   0.101252E+03  -0.776593E+00   0.734773E+01   0.190730E-03   0.131401E-03   0.225789E-03   0.148541E+03
   0.101252E+03   0.477664E+01  -0.669104E+01   0.190730E-03   0.131401E-03   0.225789E-03   0.147622E+03
   0.100515E+03   0.471980E+01  -0.669104E+01   0.190730E-03   0.131401E-03   0.225789E-03   0.148197E+03
   0.100515E+03   0.167225E+01  -0.236725E+01   0.190730E-03   0.131401E-03   0.225789E-03   0.150594E+03
   0.100515E+03   0.167225E+01  -0.184448E+01   0.133121E-03   0.131401E-03   0.225789E-03   0.150675E+03
   0.100515E+03   0.167225E+01  -0.184448E+01   0.133121E-03   0.131401E-03   0.225789E-03   0.150675E+03
   0.100515E+03   0.167225E+01  -0.163671E+01   0.133121E-03   0.131401E-03   0.225789E-03   0.150672E+03
   0.100515E+03   0.496260E+01   0.291998E+01   0.133121E-03   0.131401E-03   0.225789E-03   0.148517E+03
   0.100515E+03  -0.103281E+01  -0.109506E+01   0.133121E-03   0.131401E-03   0.225789E-03   0.149493E+03
   0.100515E+03  -0.103281E+01  -0.381610E+01   0.133121E-03   0.131401E-03   0.225789E-03   0.149477E+03
   0.100515E+03  -0.103281E+01  -0.381610E+01   0.195774E-04   0.131401E-03   0.225789E-03   0.149536E+03
   0.100515E+03   0.485049E+01  -0.573018E+01   0.761465E-04   0.259945E-03   0.410199E-04   0.147986E+03
   0.100515E+03   0.485049E+01   0.334013E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.145471E+03
   0.100515E+03  -0.391935E+01   0.334013E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.145066E+03
   0.101094E+03  -0.546173E+01   0.360016E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.144166E+03
   0.101094E+03  -0.546173E+01   0.911038E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.142583E+03
   0.101094E+03  -0.473515E+01   0.911038E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.143390E+03
   0.102201E+03   0.552502E+01   0.830519E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.144170E+03
   0.102201E+03  -0.758958E+01   0.573199E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.141234E+03
   0.102201E+03   0.120993E+01   0.147245E+02   0.761465E-04   0.888451E-03   0.410199E-04   0.144640E+03
   0.102201E+03  -0.184175E+01  -0.122737E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.144677E+03
   0.102201E+03   0.419379E+00   0.114854E+02   0.761465E-04   0.302034E-03   0.410199E-04   0.148475E+03
   0.102201E+03   0.119164E+01   0.187917E+01   0.761465E-04   0.302034E-03   0.410199E-04   0.149348E+03
   0.102201E+03   0.119164E+01   0.107959E+02   0.761465E-04   0.302034E-03   0.410199E-04   0.148858E+03
   0.102201E+03   0.119164E+01   0.130845E+02   0.659230E-03   0.302034E-03   0.410199E-04   0.146603E+03
   0.102201E+03   0.119164E+01   0.147556E+02   0.659230E-03   0.302034E-03   0.410199E-04   0.145498E+03
   0.102201E+03   0.341849E+00   0.448691E+01   0.659230E-03   0.302034E-03   0.410199E-04   0.148499E+03
   0.102201E+03   0.341849E+00   0.504441E+01   0.659230E-03   0.302034E-03   0.410199E-04   0.148530E+03
   0.102201E+03   0.143342E+01   0.707818E+01   0.659230E-03   0.302034E-03   0.410199E-04   0.148492E+03
   0.102201E+03   0.263020E+01   0.378620E+01   0.659230E-03   0.302034E-03   0.410199E-04   0.148087E+03
   0.101058E+03   0.263020E+01   0.378620E+01   0.659230E-03   0.302034E-03   0.410199E-04   0.149052E+03
   0.101058E+03  -0.703931E+00   0.378620E+01   0.659230E-03   0.302034E-03   0.410199E-04   0.148929E+03
   0.101058E+03  -0.136689E+01  -0.689770E+01   0.659230E-03   0.302034E-03   0.410199E-04   0.147500E+03
   0.101058E+03   0.341395E+01   0.412416E+01   0.659230E-03   0.383812E-03   0.410199E-04   0.148241E+03
   0.101058E+03   0.341395E+01   0.412416E+01   0.659230E-03   0.383812E-03   0.410199E-04   0.148241E+03
   0.101058E+03  -0.311414E+01  -0.163344E+01   0.176291E-03   0.383812E-03   0.247551E-03   0.147543E+03
   0.101058E+03  -0.311414E+01   0.463427E+01   0.176291E-03   0.119104E-03   0.247551E-03   0.146936E+03
   0.101058E+03  -0.152702E+01   0.425370E+01   0.176291E-03   0.119104E-03   0.247551E-03   0.148815E+03
   0.101058E+03   0.483365E+01   0.425370E+01   0.176291E-03   0.119104E-03   0.247551E-03   0.149244E+03
   0.101058E+03   0.182732E+01  -0.249517E+01   0.176291E-03   0.275115E-03   0.247551E-03   0.150261E+03
   0.101058E+03   0.207514E+01   0.448621E+01   0.176291E-03   0.275115E-03   0.178793E-04   0.150479E+03
   0.101058E+03   0.207514E+01   0.448621E+01   0.176291E-03   0.275115E-03   0.178793E-04   0.150479E+03
   0.101058E+03   0.230633E+01   0.116377E+01   0.176291E-03   0.275115E-03   0.178793E-04   0.150926E+03
   0.101058E+03   0.230633E+01   0.116377E+01   0.176291E-03   0.275115E-03   0.178793E-04   0.150926E+03
   0.101058E+03   0.230633E+01   0.182424E+01   0.176291E-03   0.275115E-03   0.178793E-04   0.150895E+03
   0.100759E+03   0.230633E+01  -0.457353E+01   0.613767E-03   0.275115E-03   0.178793E-04   0.148968E+03
   0.100759E+03   0.230633E+01  -0.553364E+01   0.613767E-03   0.275115E-03   0.178793E-04   0.148671E+03
   0.100759E+03   0.230633E+01  -0.553364E+01   0.613767E-03   0.170883E-05   0.178793E-04   0.149360E+03
   0.100759E+03   0.384498E+01   0.306858E+01   0.279202E-03   0.170883E-05   0.873089E-03   0.146052E+03
   0.100759E+03   0.141198E+01   0.306858E+01   0.279202E-03   0.170883E-05   0.754477E-03   0.146520E+03
   0.100759E+03   0.141198E+01  -0.577912E+01   0.279202E-03   0.170883E-05   0.754477E-03   0.147346E+03
   0.100759E+03   0.141198E+01  -0.577912E+01   0.279202E-03   0.170883E-05   0.754477E-03   0.147346E+03
   0.100759E+03   0.160592E+01  -0.577912E+01   0.279202E-03   0.170883E-05   0.754477E-03   0.147400E+03
   0.100759E+03   0.160592E+01  -0.577912E+01   0.279202E-03   0.170883E-05   0.961577E-03   0.146146E+03
   0.100759E+03   0.160592E+01  -0.118473E+02   0.279202E-03   0.170883E-05   0.961577E-03   0.144657E+03
   0.100759E+03   0.160592E+01  -0.960052E+01   0.279202E-03   0.170883E-05   0.961577E-03   0.145389E+03
   0.100759E+03  -0.311944E+00  -0.334925E+01   0.765487E-03   0.170883E-05   0.507618E-03   0.146922E+03
   0.100759E+03   0.512707E+01  -0.208981E+01   0.765487E-03   0.170883E-05   0.507618E-03   0.146756E+03
   0.100365E+03   0.645140E+01  -0.208981E+01   0.657038E-04   0.170883E-05   0.585925E-03   0.146780E+03
   0.102287E+03   0.322395E+00  -0.208981E+01   0.657038E-04   0.246683E-04   0.585925E-03   0.147235E+03
   0.102287E+03   0.197136E+01   0.428595E+01   0.657038E-04   0.246683E-04   0.585925E-03   0.148399E+03
   0.102287E+03   0.635182E+01   0.151641E+01   0.657038E-04   0.246683E-04   0.222393E-03   0.146684E+03
   0.102609E+03   0.635182E+01   0.151641E+01   0.794942E-03   0.246683E-04   0.222393E-03   0.143917E+03
   0.102666E+03   0.370402E+01   0.151641E+01   0.794942E-03   0.246683E-04   0.222393E-03   0.145941E+03
   0.102666E+03   0.370402E+01   0.578221E+01   0.771618E-03   0.246683E-04   0.222393E-03   0.147032E+03
   0.102154E+03  -0.180260E+01   0.578221E+01   0.771618E-03   0.246683E-04   0.222393E-03   0.147498E+03
   0.101783E+03  -0.180260E+01   0.578221E+01   0.771618E-03   0.246683E-04   0.222393E-03   0.147653E+03
   0.101783E+03  -0.180260E+01  -0.297680E+01   0.771618E-03   0.246683E-04   0.222393E-03   0.147212E+03
   0.101783E+03   0.402597E+00  -0.297680E+01   0.771618E-03   0.246683E-04   0.222393E-03   0.148183E+03
   0.101783E+03   0.168373E+01   0.890499E+01   0.680035E-03   0.246683E-04   0.222393E-03   0.148285E+03
   0.101783E+03   0.168373E+01   0.185268E+01   0.680035E-03   0.246683E-04   0.222393E-03   0.149499E+03
   0.101783E+03   0.900375E+00   0.371047E+01   0.680035E-03   0.246683E-04   0.222393E-03   0.149483E+03
   0.101783E+03   0.900375E+00   0.371047E+01   0.712768E-03   0.246683E-04   0.222393E-03   0.149366E+03
   0.101783E+03   0.900375E+00   0.751212E+01   0.712768E-03   0.246683E-04   0.222393E-03   0.148642E+03
   0.101783E+03   0.900375E+00   0.751212E+01   0.712768E-03   0.371746E-03   0.222393E-03   0.147770E+03
   0.101783E+03   0.277443E+00  -0.908054E+00   0.782626E-04   0.371746E-03   0.222393E-03   0.149176E+03
   0.100700E+03  -0.805701E+00  -0.685967E+01   0.104078E-03   0.371746E-03   0.222393E-03   0.148580E+03
   0.100700E+03  -0.805701E+00  -0.635023E+01   0.104078E-03   0.371746E-03   0.222393E-03   0.148725E+03
   0.100700E+03   0.304966E+00  -0.881254E+00   0.104078E-03   0.371746E-03   0.222393E-03   0.149896E+03
   0.100700E+03   0.304966E+00   0.402760E+01   0.104078E-03   0.371746E-03   0.222393E-03   0.149036E+03
   0.100700E+03   0.304966E+00   0.402140E+01   0.104078E-03   0.371746E-03   0.222393E-03   0.149038E+03
   0.100700E+03   0.304966E+00  -0.217555E+01   0.104078E-03   0.192074E-03   0.222393E-03   0.150533E+03
   0.100700E+03   0.304966E+00  -0.489589E+01   0.104078E-03   0.192074E-03   0.799794E-04   0.150584E+03
   0.100700E+03   0.304966E+00  -0.313037E+01   0.104078E-03   0.210574E-03   0.799794E-04   0.150874E+03
   0.100700E+03   0.304966E+00  -0.313037E+01   0.104078E-03   0.210574E-03   0.491768E-04   0.150918E+03
   0.100700E+03   0.304966E+00  -0.615162E+01   0.104078E-03   0.210574E-03   0.491768E-04   0.150200E+03
   0.100700E+03   0.304966E+00  -0.615162E+01   0.104078E-03   0.210574E-03   0.491768E-04   0.150200E+03
   0.100700E+03   0.304966E+00  -0.412154E+00   0.104078E-03   0.210574E-03   0.491768E-04   0.151047E+03
   0.100452E+03   0.251593E+01  -0.267857E+01   0.104078E-03   0.210574E-03   0.491768E-04   0.150653E+03
   0.100452E+03   0.251593E+01   0.308901E+01   0.104078E-03   0.210574E-03   0.491768E-04   0.149864E+03
   0.100452E+03   0.251593E+01   0.231116E+01   0.104078E-03   0.210574E-03   0.491768E-04   0.150135E+03
   0.100452E+03   0.555983E+00  -0.185392E+00   0.104078E-03   0.210574E-03   0.491768E-04   0.150689E+03
   0.100452E+03   0.323820E+01  -0.185392E+00   0.104078E-03   0.210574E-03   0.491768E-04   0.150336E+03
   0.100452E+03   0.323820E+01  -0.185392E+00   0.830461E-03   0.210574E-03   0.491768E-04   0.148173E+03
   0.100900E+03   0.323820E+01   0.168091E+01   0.838611E-03   0.210574E-03   0.342086E-03   0.147725E+03
   0.100900E+03   0.301815E+01  -0.141714E+01   0.838611E-03   0.210574E-03   0.240678E-03   0.148294E+03
   0.100900E+03   0.301815E+01   0.350488E+01   0.838611E-03   0.210574E-03   0.240678E-03   0.147930E+03
   0.100900E+03   0.301815E+01   0.191510E+01   0.740953E-03   0.210574E-03   0.240678E-03   0.148616E+03
   0.100900E+03   0.301815E+01  -0.200088E+01   0.175822E-03   0.210574E-03   0.240678E-03   0.150374E+03
