a0_min         a1_min         a2_min         Y1_intercept   Y2_intercept   Y3_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.100515E+03   0.167225E+01  -0.184448E+01   0.133121E-03   0.131401E-03   0.225789E-03   0.150675E+03   0.000000E+00   0.000000E+00   0.150675E+03  -0.301350E+03
   0.100515E+03   0.167225E+01  -0.184448E+01   0.133121E-03   0.131401E-03   0.225789E-03   0.150675E+03   0.000000E+00   0.000000E+00   0.150675E+03  -0.301350E+03
   0.100515E+03   0.167225E+01  -0.163671E+01   0.133121E-03   0.131401E-03   0.225789E-03   0.150672E+03   0.000000E+00   0.000000E+00   0.150672E+03  -0.301344E+03
   0.100515E+03   0.496260E+01   0.291998E+01   0.133121E-03   0.131401E-03   0.225789E-03   0.148517E+03   0.000000E+00   0.000000E+00   0.148517E+03  -0.297034E+03
   0.100515E+03  -0.103281E+01  -0.109506E+01   0.133121E-03   0.131401E-03   0.225789E-03   0.149493E+03   0.000000E+00   0.000000E+00   0.149493E+03  -0.298986E+03
   0.100515E+03  -0.103281E+01  -0.381610E+01   0.133121E-03   0.131401E-03   0.225789E-03   0.149477E+03   0.000000E+00   0.000000E+00   0.149477E+03  -0.298954E+03
   0.100515E+03  -0.103281E+01  -0.381610E+01   0.195774E-04   0.131401E-03   0.225789E-03   0.149536E+03   0.000000E+00   0.000000E+00   0.149536E+03  -0.299072E+03
   0.100515E+03   0.485049E+01  -0.573018E+01   0.761465E-04   0.259945E-03   0.410199E-04   0.147986E+03   0.000000E+00   0.000000E+00   0.147986E+03  -0.295972E+03
   0.100515E+03   0.485049E+01   0.334013E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.145471E+03   0.000000E+00   0.000000E+00   0.145471E+03  -0.290942E+03
   0.100515E+03  -0.391935E+01   0.334013E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.145066E+03   0.000000E+00   0.000000E+00   0.145066E+03  -0.290132E+03
   0.101094E+03  -0.546173E+01   0.360016E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.144166E+03   0.000000E+00   0.000000E+00   0.144166E+03  -0.288332E+03
   0.101094E+03  -0.546173E+01   0.911038E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.142583E+03   0.000000E+00   0.000000E+00   0.142583E+03  -0.285166E+03
   0.101094E+03  -0.473515E+01   0.911038E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.143390E+03   0.000000E+00   0.000000E+00   0.143390E+03  -0.286780E+03
   0.102201E+03   0.552502E+01   0.830519E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.144170E+03   0.000000E+00   0.000000E+00   0.144170E+03  -0.288340E+03
   0.102201E+03  -0.758958E+01   0.573199E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.141234E+03   0.000000E+00   0.000000E+00   0.141234E+03  -0.282468E+03
   0.102201E+03   0.120993E+01   0.147245E+02   0.761465E-04   0.888451E-03   0.410199E-04   0.144640E+03   0.000000E+00   0.000000E+00   0.144640E+03  -0.289280E+03
   0.102201E+03  -0.184175E+01  -0.122737E+01   0.761465E-04   0.888451E-03   0.410199E-04   0.144677E+03   0.000000E+00   0.000000E+00   0.144677E+03  -0.289354E+03
   0.102201E+03   0.419379E+00   0.114854E+02   0.761465E-04   0.302034E-03   0.410199E-04   0.148475E+03   0.000000E+00   0.000000E+00   0.148475E+03  -0.296950E+03
   0.102201E+03   0.119164E+01   0.187917E+01   0.761465E-04   0.302034E-03   0.410199E-04   0.149348E+03   0.000000E+00   0.000000E+00   0.149348E+03  -0.298696E+03
   0.102201E+03   0.119164E+01   0.107959E+02   0.761465E-04   0.302034E-03   0.410199E-04   0.148858E+03   0.000000E+00   0.000000E+00   0.148858E+03  -0.297716E+03
   0.102201E+03   0.119164E+01   0.130845E+02   0.659230E-03   0.302034E-03   0.410199E-04   0.146603E+03   0.000000E+00   0.000000E+00   0.146603E+03  -0.293206E+03
   0.102201E+03   0.119164E+01   0.147556E+02   0.659230E-03   0.302034E-03   0.410199E-04   0.145498E+03   0.000000E+00   0.000000E+00   0.145498E+03  -0.290996E+03
   0.102201E+03   0.341849E+00   0.448691E+01   0.659230E-03   0.302034E-03   0.410199E-04   0.148499E+03   0.000000E+00   0.000000E+00   0.148499E+03  -0.296998E+03
   0.102201E+03   0.341849E+00   0.504441E+01   0.659230E-03   0.302034E-03   0.410199E-04   0.148530E+03   0.000000E+00   0.000000E+00   0.148530E+03  -0.297060E+03
   0.102201E+03   0.143342E+01   0.707818E+01   0.659230E-03   0.302034E-03   0.410199E-04   0.148492E+03   0.000000E+00   0.000000E+00   0.148492E+03  -0.296984E+03
   0.102201E+03   0.263020E+01   0.378620E+01   0.659230E-03   0.302034E-03   0.410199E-04   0.148087E+03   0.000000E+00   0.000000E+00   0.148087E+03  -0.296174E+03
   0.101058E+03   0.263020E+01   0.378620E+01   0.659230E-03   0.302034E-03   0.410199E-04   0.149052E+03   0.000000E+00   0.000000E+00   0.149052E+03  -0.298104E+03
   0.101058E+03  -0.703931E+00   0.378620E+01   0.659230E-03   0.302034E-03   0.410199E-04   0.148929E+03   0.000000E+00   0.000000E+00   0.148929E+03  -0.297858E+03
   0.101058E+03  -0.136689E+01  -0.689770E+01   0.659230E-03   0.302034E-03   0.410199E-04   0.147500E+03   0.000000E+00   0.000000E+00   0.147500E+03  -0.295000E+03
   0.101058E+03   0.341395E+01   0.412416E+01   0.659230E-03   0.383812E-03   0.410199E-04   0.148241E+03   0.000000E+00   0.000000E+00   0.148241E+03  -0.296482E+03
   0.101058E+03   0.341395E+01   0.412416E+01   0.659230E-03   0.383812E-03   0.410199E-04   0.148241E+03   0.000000E+00   0.000000E+00   0.148241E+03  -0.296482E+03
   0.101058E+03  -0.311414E+01  -0.163344E+01   0.176291E-03   0.383812E-03   0.247551E-03   0.147543E+03   0.000000E+00   0.000000E+00   0.147543E+03  -0.295086E+03
   0.101058E+03  -0.311414E+01   0.463427E+01   0.176291E-03   0.119104E-03   0.247551E-03   0.146936E+03   0.000000E+00   0.000000E+00   0.146936E+03  -0.293872E+03
   0.101058E+03  -0.152702E+01   0.425370E+01   0.176291E-03   0.119104E-03   0.247551E-03   0.148815E+03   0.000000E+00   0.000000E+00   0.148815E+03  -0.297630E+03
   0.101058E+03   0.483365E+01   0.425370E+01   0.176291E-03   0.119104E-03   0.247551E-03   0.149244E+03   0.000000E+00   0.000000E+00   0.149244E+03  -0.298488E+03
   0.101058E+03   0.182732E+01  -0.249517E+01   0.176291E-03   0.275115E-03   0.247551E-03   0.150261E+03   0.000000E+00   0.000000E+00   0.150261E+03  -0.300522E+03
   0.101058E+03   0.207514E+01   0.448621E+01   0.176291E-03   0.275115E-03   0.178793E-04   0.150479E+03   0.000000E+00   0.000000E+00   0.150479E+03  -0.300958E+03
   0.101058E+03   0.207514E+01   0.448621E+01   0.176291E-03   0.275115E-03   0.178793E-04   0.150479E+03   0.000000E+00   0.000000E+00   0.150479E+03  -0.300958E+03
   0.101058E+03   0.230633E+01   0.116377E+01   0.176291E-03   0.275115E-03   0.178793E-04   0.150926E+03   0.000000E+00   0.000000E+00   0.150926E+03  -0.301852E+03
   0.101058E+03   0.230633E+01   0.116377E+01   0.176291E-03   0.275115E-03   0.178793E-04   0.150926E+03   0.000000E+00   0.000000E+00   0.150926E+03  -0.301852E+03
   0.101058E+03   0.230633E+01   0.182424E+01   0.176291E-03   0.275115E-03   0.178793E-04   0.150895E+03   0.000000E+00   0.000000E+00   0.150895E+03  -0.301790E+03
   0.100759E+03   0.230633E+01  -0.457353E+01   0.613767E-03   0.275115E-03   0.178793E-04   0.148968E+03   0.000000E+00   0.000000E+00   0.148968E+03  -0.297936E+03
   0.100759E+03   0.230633E+01  -0.553364E+01   0.613767E-03   0.275115E-03   0.178793E-04   0.148671E+03   0.000000E+00   0.000000E+00   0.148671E+03  -0.297342E+03
   0.100759E+03   0.230633E+01  -0.553364E+01   0.613767E-03   0.170883E-05   0.178793E-04   0.149360E+03   0.000000E+00   0.000000E+00   0.149360E+03  -0.298720E+03
   0.100759E+03   0.384498E+01   0.306858E+01   0.279202E-03   0.170883E-05   0.873089E-03   0.146052E+03   0.000000E+00   0.000000E+00   0.146052E+03  -0.292104E+03
   0.100759E+03   0.141198E+01   0.306858E+01   0.279202E-03   0.170883E-05   0.754477E-03   0.146520E+03   0.000000E+00   0.000000E+00   0.146520E+03  -0.293040E+03
   0.100759E+03   0.141198E+01  -0.577912E+01   0.279202E-03   0.170883E-05   0.754477E-03   0.147346E+03   0.000000E+00   0.000000E+00   0.147346E+03  -0.294692E+03
   0.100759E+03   0.141198E+01  -0.577912E+01   0.279202E-03   0.170883E-05   0.754477E-03   0.147346E+03   0.000000E+00   0.000000E+00   0.147346E+03  -0.294692E+03
   0.100759E+03   0.160592E+01  -0.577912E+01   0.279202E-03   0.170883E-05   0.754477E-03   0.147400E+03   0.000000E+00   0.000000E+00   0.147400E+03  -0.294800E+03
   0.100759E+03   0.160592E+01  -0.577912E+01   0.279202E-03   0.170883E-05   0.961577E-03   0.146146E+03   0.000000E+00   0.000000E+00   0.146146E+03  -0.292292E+03
   0.100759E+03   0.160592E+01  -0.118473E+02   0.279202E-03   0.170883E-05   0.961577E-03   0.144657E+03   0.000000E+00   0.000000E+00   0.144657E+03  -0.289314E+03
   0.100759E+03   0.160592E+01  -0.960052E+01   0.279202E-03   0.170883E-05   0.961577E-03   0.145389E+03   0.000000E+00   0.000000E+00   0.145389E+03  -0.290778E+03
   0.100759E+03  -0.311944E+00  -0.334925E+01   0.765487E-03   0.170883E-05   0.507618E-03   0.146922E+03   0.000000E+00   0.000000E+00   0.146922E+03  -0.293844E+03
   0.100759E+03   0.512707E+01  -0.208981E+01   0.765487E-03   0.170883E-05   0.507618E-03   0.146756E+03   0.000000E+00   0.000000E+00   0.146756E+03  -0.293512E+03
   0.100365E+03   0.645140E+01  -0.208981E+01   0.657038E-04   0.170883E-05   0.585925E-03   0.146780E+03   0.000000E+00   0.000000E+00   0.146780E+03  -0.293560E+03
   0.102287E+03   0.322395E+00  -0.208981E+01   0.657038E-04   0.246683E-04   0.585925E-03   0.147235E+03   0.000000E+00   0.000000E+00   0.147235E+03  -0.294470E+03
   0.102287E+03   0.197136E+01   0.428595E+01   0.657038E-04   0.246683E-04   0.585925E-03   0.148399E+03   0.000000E+00   0.000000E+00   0.148399E+03  -0.296798E+03
   0.102287E+03   0.635182E+01   0.151641E+01   0.657038E-04   0.246683E-04   0.222393E-03   0.146684E+03   0.000000E+00   0.000000E+00   0.146684E+03  -0.293368E+03
   0.102609E+03   0.635182E+01   0.151641E+01   0.794942E-03   0.246683E-04   0.222393E-03   0.143917E+03   0.000000E+00   0.000000E+00   0.143917E+03  -0.287834E+03
   0.102666E+03   0.370402E+01   0.151641E+01   0.794942E-03   0.246683E-04   0.222393E-03   0.145941E+03   0.000000E+00   0.000000E+00   0.145941E+03  -0.291882E+03
   0.102666E+03   0.370402E+01   0.578221E+01   0.771618E-03   0.246683E-04   0.222393E-03   0.147032E+03   0.000000E+00   0.000000E+00   0.147032E+03  -0.294064E+03
   0.102154E+03  -0.180260E+01   0.578221E+01   0.771618E-03   0.246683E-04   0.222393E-03   0.147498E+03   0.000000E+00   0.000000E+00   0.147498E+03  -0.294996E+03
   0.101783E+03  -0.180260E+01   0.578221E+01   0.771618E-03   0.246683E-04   0.222393E-03   0.147653E+03   0.000000E+00   0.000000E+00   0.147653E+03  -0.295306E+03
   0.101783E+03  -0.180260E+01  -0.297680E+01   0.771618E-03   0.246683E-04   0.222393E-03   0.147212E+03   0.000000E+00   0.000000E+00   0.147212E+03  -0.294424E+03
   0.101783E+03   0.402597E+00  -0.297680E+01   0.771618E-03   0.246683E-04   0.222393E-03   0.148183E+03   0.000000E+00   0.000000E+00   0.148183E+03  -0.296366E+03
   0.101783E+03   0.168373E+01   0.890499E+01   0.680035E-03   0.246683E-04   0.222393E-03   0.148285E+03   0.000000E+00   0.000000E+00   0.148285E+03  -0.296570E+03
   0.101783E+03   0.168373E+01   0.185268E+01   0.680035E-03   0.246683E-04   0.222393E-03   0.149499E+03   0.000000E+00   0.000000E+00   0.149499E+03  -0.298998E+03
   0.101783E+03   0.900375E+00   0.371047E+01   0.680035E-03   0.246683E-04   0.222393E-03   0.149483E+03   0.000000E+00   0.000000E+00   0.149483E+03  -0.298966E+03
   0.101783E+03   0.900375E+00   0.371047E+01   0.712768E-03   0.246683E-04   0.222393E-03   0.149366E+03   0.000000E+00   0.000000E+00   0.149366E+03  -0.298732E+03
   0.101783E+03   0.900375E+00   0.751212E+01   0.712768E-03   0.246683E-04   0.222393E-03   0.148642E+03   0.000000E+00   0.000000E+00   0.148642E+03  -0.297284E+03
   0.101783E+03   0.900375E+00   0.751212E+01   0.712768E-03   0.371746E-03   0.222393E-03   0.147770E+03   0.000000E+00   0.000000E+00   0.147770E+03  -0.295540E+03
   0.101783E+03   0.277443E+00  -0.908054E+00   0.782626E-04   0.371746E-03   0.222393E-03   0.149176E+03   0.000000E+00   0.000000E+00   0.149176E+03  -0.298352E+03
   0.100700E+03  -0.805701E+00  -0.685967E+01   0.104078E-03   0.371746E-03   0.222393E-03   0.148580E+03   0.000000E+00   0.000000E+00   0.148580E+03  -0.297160E+03
   0.100700E+03  -0.805701E+00  -0.635023E+01   0.104078E-03   0.371746E-03   0.222393E-03   0.148725E+03   0.000000E+00   0.000000E+00   0.148725E+03  -0.297450E+03
   0.100700E+03   0.304966E+00  -0.881254E+00   0.104078E-03   0.371746E-03   0.222393E-03   0.149896E+03   0.000000E+00   0.000000E+00   0.149896E+03  -0.299792E+03
   0.100700E+03   0.304966E+00   0.402760E+01   0.104078E-03   0.371746E-03   0.222393E-03   0.149036E+03   0.000000E+00   0.000000E+00   0.149036E+03  -0.298072E+03
   0.100700E+03   0.304966E+00   0.402140E+01   0.104078E-03   0.371746E-03   0.222393E-03   0.149038E+03   0.000000E+00   0.000000E+00   0.149038E+03  -0.298076E+03
   0.100700E+03   0.304966E+00  -0.217555E+01   0.104078E-03   0.192074E-03   0.222393E-03   0.150533E+03   0.000000E+00   0.000000E+00   0.150533E+03  -0.301066E+03
   0.100700E+03   0.304966E+00  -0.489589E+01   0.104078E-03   0.192074E-03   0.799794E-04   0.150584E+03   0.000000E+00   0.000000E+00   0.150584E+03  -0.301168E+03
   0.100700E+03   0.304966E+00  -0.313037E+01   0.104078E-03   0.210574E-03   0.799794E-04   0.150874E+03   0.000000E+00   0.000000E+00   0.150874E+03  -0.301748E+03
   0.100700E+03   0.304966E+00  -0.313037E+01   0.104078E-03   0.210574E-03   0.491768E-04   0.150918E+03   0.000000E+00   0.000000E+00   0.150918E+03  -0.301836E+03
   0.100700E+03   0.304966E+00  -0.615162E+01   0.104078E-03   0.210574E-03   0.491768E-04   0.150200E+03   0.000000E+00   0.000000E+00   0.150200E+03  -0.300400E+03
   0.100700E+03   0.304966E+00  -0.615162E+01   0.104078E-03   0.210574E-03   0.491768E-04   0.150200E+03   0.000000E+00   0.000000E+00   0.150200E+03  -0.300400E+03
   0.100700E+03   0.304966E+00  -0.412154E+00   0.104078E-03   0.210574E-03   0.491768E-04   0.151047E+03   0.000000E+00   0.000000E+00   0.151047E+03  -0.302094E+03
   0.100452E+03   0.251593E+01  -0.267857E+01   0.104078E-03   0.210574E-03   0.491768E-04   0.150653E+03   0.000000E+00   0.000000E+00   0.150653E+03  -0.301306E+03
   0.100452E+03   0.251593E+01   0.308901E+01   0.104078E-03   0.210574E-03   0.491768E-04   0.149864E+03   0.000000E+00   0.000000E+00   0.149864E+03  -0.299728E+03
   0.100452E+03   0.251593E+01   0.231116E+01   0.104078E-03   0.210574E-03   0.491768E-04   0.150135E+03   0.000000E+00   0.000000E+00   0.150135E+03  -0.300270E+03
   0.100452E+03   0.555983E+00  -0.185392E+00   0.104078E-03   0.210574E-03   0.491768E-04   0.150689E+03   0.000000E+00   0.000000E+00   0.150689E+03  -0.301378E+03
   0.100452E+03   0.323820E+01  -0.185392E+00   0.104078E-03   0.210574E-03   0.491768E-04   0.150336E+03   0.000000E+00   0.000000E+00   0.150336E+03  -0.300672E+03
   0.100452E+03   0.323820E+01  -0.185392E+00   0.830461E-03   0.210574E-03   0.491768E-04   0.148173E+03   0.000000E+00   0.000000E+00   0.148173E+03  -0.296346E+03
   0.100900E+03   0.323820E+01   0.168091E+01   0.838611E-03   0.210574E-03   0.342086E-03   0.147725E+03   0.000000E+00   0.000000E+00   0.147725E+03  -0.295450E+03
   0.100900E+03   0.301815E+01  -0.141714E+01   0.838611E-03   0.210574E-03   0.240678E-03   0.148294E+03   0.000000E+00   0.000000E+00   0.148294E+03  -0.296588E+03
   0.100900E+03   0.301815E+01   0.350488E+01   0.838611E-03   0.210574E-03   0.240678E-03   0.147930E+03   0.000000E+00   0.000000E+00   0.147930E+03  -0.295860E+03
   0.100900E+03   0.301815E+01   0.191510E+01   0.740953E-03   0.210574E-03   0.240678E-03   0.148616E+03   0.000000E+00   0.000000E+00   0.148616E+03  -0.297232E+03
   0.100900E+03   0.301815E+01  -0.200088E+01   0.175822E-03   0.210574E-03   0.240678E-03   0.150374E+03   0.000000E+00   0.000000E+00   0.150374E+03  -0.300748E+03
   0.100900E+03   0.301815E+01  -0.226800E+01   0.175822E-03   0.210574E-03   0.240678E-03   0.150342E+03   0.000000E+00   0.000000E+00   0.150342E+03  -0.300684E+03
   0.100900E+03   0.301815E+01   0.130782E+01   0.175822E-03   0.210574E-03   0.240678E-03   0.150390E+03   0.000000E+00   0.000000E+00   0.150390E+03  -0.300780E+03
   0.100900E+03   0.504911E+01   0.262693E+01   0.175822E-03   0.210574E-03   0.240678E-03   0.149012E+03   0.000000E+00   0.000000E+00   0.149012E+03  -0.298024E+03
   0.100900E+03   0.256562E+01   0.262693E+01   0.175822E-03   0.210574E-03   0.240678E-03   0.150300E+03   0.000000E+00   0.000000E+00   0.150300E+03  -0.300600E+03
   0.100900E+03   0.256562E+01   0.688929E+00   0.175822E-03   0.210574E-03   0.240678E-03   0.150574E+03   0.000000E+00   0.000000E+00   0.150574E+03  -0.301148E+03
   0.100900E+03   0.256562E+01   0.242152E+01   0.175822E-03   0.210574E-03   0.112430E-03   0.150761E+03   0.000000E+00   0.000000E+00   0.150761E+03  -0.301522E+03
   0.100900E+03   0.132136E+01   0.242152E+01   0.243001E-03   0.210574E-03   0.112430E-03   0.150807E+03   0.000000E+00   0.000000E+00   0.150807E+03  -0.301614E+03
   0.102022E+03  -0.119110E+01   0.242152E+01   0.243001E-03   0.210574E-03   0.112430E-03   0.149502E+03   0.000000E+00   0.000000E+00   0.149502E+03  -0.299004E+03
   0.102022E+03  -0.119110E+01   0.242152E+01   0.243001E-03   0.210574E-03   0.301869E-03   0.148806E+03   0.000000E+00   0.000000E+00   0.148806E+03  -0.297612E+03
   0.102022E+03  -0.306526E+00   0.539594E+01   0.243001E-03   0.210574E-03   0.301869E-03   0.149198E+03   0.000000E+00   0.000000E+00   0.149198E+03  -0.298396E+03
   0.101444E+03  -0.266637E+01   0.497715E+01   0.371199E-03   0.210574E-03   0.301869E-03   0.147360E+03   0.000000E+00   0.000000E+00   0.147360E+03  -0.294720E+03
   0.102272E+03   0.182056E+01   0.497715E+01   0.371199E-03   0.210574E-03   0.301869E-03   0.149007E+03   0.000000E+00   0.000000E+00   0.149007E+03  -0.298014E+03
   0.101361E+03   0.370671E+00  -0.364288E+00   0.371199E-03   0.429920E-03   0.301869E-03   0.148756E+03   0.000000E+00   0.000000E+00   0.148756E+03  -0.297512E+03
   0.101361E+03   0.370671E+00   0.421208E+01   0.371199E-03   0.373511E-03   0.301869E-03   0.148885E+03   0.000000E+00   0.000000E+00   0.148885E+03  -0.297770E+03
   0.100922E+03   0.370671E+00   0.421208E+01   0.173482E-03   0.373511E-03   0.301869E-03   0.148841E+03   0.000000E+00   0.000000E+00   0.148841E+03  -0.297682E+03
   0.101669E+03   0.370671E+00   0.290165E-01   0.151810E-03   0.373511E-03   0.301869E-03   0.149172E+03   0.000000E+00   0.000000E+00   0.149172E+03  -0.298344E+03
   0.101669E+03  -0.144531E+01   0.440923E+01   0.151810E-03   0.156427E-03   0.301869E-03   0.149067E+03   0.000000E+00   0.000000E+00   0.149067E+03  -0.298134E+03
   0.101669E+03  -0.144531E+01  -0.725750E+01   0.151810E-03   0.156427E-03   0.301869E-03   0.147302E+03   0.000000E+00   0.000000E+00   0.147302E+03  -0.294604E+03
   0.101789E+03  -0.144531E+01  -0.123224E+01   0.244779E-03   0.156427E-03   0.577140E-03   0.147115E+03   0.000000E+00   0.000000E+00   0.147115E+03  -0.294230E+03
   0.101789E+03   0.350121E+01  -0.123224E+01   0.244779E-03   0.156427E-03   0.577140E-03   0.148296E+03   0.000000E+00   0.000000E+00   0.148296E+03  -0.296592E+03
   0.101657E+03   0.350121E+01  -0.317073E+01   0.244779E-03   0.156427E-03   0.577140E-03   0.148156E+03   0.000000E+00   0.000000E+00   0.148156E+03  -0.296312E+03
   0.101657E+03   0.350121E+01  -0.142453E+02   0.244779E-03   0.156427E-03   0.577140E-03   0.143636E+03   0.000000E+00   0.000000E+00   0.143636E+03  -0.287272E+03
   0.100730E+03   0.350121E+01  -0.142453E+02   0.244779E-03   0.156427E-03   0.577140E-03   0.144927E+03   0.000000E+00   0.000000E+00   0.144927E+03  -0.289854E+03
   0.100730E+03   0.253264E+01  -0.342280E+01   0.244779E-03   0.156427E-03   0.577140E-03   0.148676E+03   0.000000E+00   0.000000E+00   0.148676E+03  -0.297352E+03
   0.100730E+03   0.253264E+01  -0.342280E+01   0.244779E-03   0.156427E-03   0.577140E-03   0.148676E+03   0.000000E+00   0.000000E+00   0.148676E+03  -0.297352E+03
   0.100730E+03   0.253264E+01   0.410559E+00   0.244779E-03   0.156427E-03   0.577140E-03   0.148501E+03   0.000000E+00   0.000000E+00   0.148501E+03  -0.297002E+03
   0.100730E+03   0.253264E+01   0.184838E+01   0.244779E-03   0.156427E-03   0.577140E-03   0.148212E+03   0.000000E+00   0.000000E+00   0.148212E+03  -0.296424E+03
   0.100981E+03   0.253264E+01  -0.143446E+01   0.244779E-03   0.156427E-03   0.577140E-03   0.148892E+03   0.000000E+00   0.000000E+00   0.148892E+03  -0.297784E+03
   0.100981E+03   0.253264E+01  -0.153387E+01   0.244779E-03   0.156427E-03   0.577140E-03   0.148892E+03   0.000000E+00   0.000000E+00   0.148892E+03  -0.297784E+03
   0.100981E+03   0.253264E+01  -0.153387E+01   0.244779E-03   0.156427E-03   0.141823E-03   0.150925E+03   0.000000E+00   0.000000E+00   0.150925E+03  -0.301850E+03
   0.100981E+03   0.253264E+01   0.269891E+01   0.244779E-03   0.156427E-03   0.141823E-03   0.150783E+03   0.000000E+00   0.000000E+00   0.150783E+03  -0.301566E+03
   0.101645E+03   0.144402E+01   0.351523E+01   0.244779E-03   0.285648E-03   0.141823E-03   0.150410E+03   0.000000E+00   0.000000E+00   0.150410E+03  -0.300820E+03
   0.101645E+03   0.144402E+01   0.102729E+02   0.244779E-03   0.285648E-03   0.141823E-03   0.148452E+03   0.000000E+00   0.000000E+00   0.148452E+03  -0.296904E+03
   0.101645E+03   0.144402E+01   0.102729E+02   0.244779E-03   0.265856E-03   0.141823E-03   0.148495E+03   0.000000E+00   0.000000E+00   0.148495E+03  -0.296990E+03
   0.102065E+03   0.144402E+01   0.897519E+00   0.244779E-03   0.265856E-03   0.141823E-03   0.149444E+03   0.000000E+00   0.000000E+00   0.149444E+03  -0.298888E+03
   0.102065E+03   0.144402E+01  -0.243942E+01   0.487936E-04   0.496463E-03   0.141823E-03   0.147252E+03   0.000000E+00   0.000000E+00   0.147252E+03  -0.294504E+03
   0.100331E+03   0.144402E+01   0.108844E+01   0.487936E-04   0.496463E-03   0.141823E-03   0.149131E+03   0.000000E+00   0.000000E+00   0.149131E+03  -0.298262E+03
   0.101507E+03   0.114635E+01   0.108844E+01   0.487936E-04   0.496463E-03   0.789856E-04   0.149639E+03   0.000000E+00   0.000000E+00   0.149639E+03  -0.299278E+03
   0.101507E+03   0.114635E+01   0.108844E+01   0.735992E-03   0.496463E-03   0.789856E-04   0.147958E+03   0.000000E+00   0.000000E+00   0.147958E+03  -0.295916E+03
   0.101507E+03   0.114635E+01   0.257307E+01   0.735992E-03   0.296222E-03   0.789856E-04   0.149187E+03   0.000000E+00   0.000000E+00   0.149187E+03  -0.298374E+03
   0.100719E+03  -0.210391E+01   0.257307E+01   0.243938E-03   0.296222E-03   0.789856E-04   0.148672E+03   0.000000E+00   0.000000E+00   0.148672E+03  -0.297344E+03
   0.100852E+03   0.481796E+01   0.700795E+00   0.243938E-03   0.296222E-03   0.789856E-04   0.149028E+03   0.000000E+00   0.000000E+00   0.149028E+03  -0.298056E+03
   0.100852E+03   0.474040E+01  -0.417934E+01   0.243938E-03   0.225816E-03   0.291008E-03   0.148618E+03   0.000000E+00   0.000000E+00   0.148618E+03  -0.297236E+03
   0.100852E+03   0.474040E+01  -0.438058E+01   0.265704E-03   0.225816E-03   0.887118E-04   0.148471E+03   0.000000E+00   0.000000E+00   0.148471E+03  -0.296942E+03
   0.100852E+03   0.190632E+00  -0.423525E+01   0.265704E-03   0.225816E-03   0.887118E-04   0.150383E+03   0.000000E+00   0.000000E+00   0.150383E+03  -0.300766E+03
   0.100852E+03   0.190632E+00  -0.397003E+01   0.265704E-03   0.152018E-04   0.887118E-04   0.150834E+03   0.000000E+00   0.000000E+00   0.150834E+03  -0.301668E+03
   0.100852E+03   0.515972E+00  -0.397003E+01   0.101394E-03   0.710858E-03   0.887118E-04   0.148139E+03   0.000000E+00   0.000000E+00   0.148139E+03  -0.296278E+03
   0.100852E+03  -0.166818E+01  -0.596314E+01   0.101394E-03   0.496727E-03   0.887118E-04   0.148199E+03   0.000000E+00   0.000000E+00   0.148199E+03  -0.296398E+03
   0.100852E+03   0.505198E+00   0.686170E+01   0.101394E-03   0.496727E-03   0.887118E-04   0.148376E+03   0.000000E+00   0.000000E+00   0.148376E+03  -0.296752E+03
   0.100852E+03   0.505198E+00   0.155197E+01   0.101394E-03   0.592085E-03   0.887118E-04   0.149320E+03   0.000000E+00   0.000000E+00   0.149320E+03  -0.298640E+03
   0.100852E+03   0.108998E+01   0.155197E+01   0.360222E-03   0.592085E-03   0.887118E-04   0.148892E+03   0.000000E+00   0.000000E+00   0.148892E+03  -0.297784E+03
   0.100348E+03   0.108998E+01   0.155197E+01   0.360222E-03   0.592085E-03   0.887118E-04   0.148345E+03   0.000000E+00   0.000000E+00   0.148345E+03  -0.296690E+03
   0.101006E+03  -0.116349E+01   0.356993E+01   0.360222E-03   0.112851E-05   0.887118E-04   0.149737E+03   0.000000E+00   0.000000E+00   0.149737E+03  -0.299474E+03
   0.101006E+03  -0.341370E+01   0.356993E+01   0.360222E-03   0.112851E-05   0.887118E-04   0.147269E+03   0.000000E+00   0.000000E+00   0.147269E+03  -0.294538E+03
   0.101006E+03   0.619102E+01   0.356993E+01   0.360222E-03   0.112851E-05   0.116014E-03   0.147769E+03   0.000000E+00   0.000000E+00   0.147769E+03  -0.295538E+03
   0.101357E+03   0.298722E+01   0.356993E+01   0.360222E-03   0.112851E-05   0.116014E-03   0.150736E+03   0.000000E+00   0.000000E+00   0.150736E+03  -0.301472E+03
   0.101357E+03   0.209716E+01   0.356993E+01   0.360222E-03   0.112851E-05   0.116014E-03   0.150984E+03   0.000000E+00   0.000000E+00   0.150984E+03  -0.301968E+03
   0.101357E+03   0.209716E+01   0.286215E+01   0.360222E-03   0.112851E-05   0.116014E-03   0.151076E+03   0.000000E+00   0.000000E+00   0.151076E+03  -0.302152E+03
