a0_min         a1_min         a2_min         Y1_intercept   Y2_intercept   Y3_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.101357E+03   0.217841E+00   0.507552E+01   0.360222E-03   0.112851E-05   0.116014E-03   0.150443E+03   0.000000E+00   0.000000E+00   0.150443E+03  -0.300886E+03
   0.101357E+03   0.320913E+01   0.427075E+01   0.360222E-03   0.112851E-05   0.116014E-03   0.150521E+03   0.000000E+00   0.000000E+00   0.150521E+03  -0.301042E+03
   0.101357E+03   0.320913E+01   0.395654E-01   0.360222E-03   0.112851E-05   0.116014E-03   0.150662E+03   0.000000E+00   0.000000E+00   0.150662E+03  -0.301324E+03
   0.101357E+03   0.320913E+01  -0.485654E+01   0.626465E-03   0.112851E-05   0.116014E-03   0.148456E+03   0.000000E+00   0.000000E+00   0.148456E+03  -0.296912E+03
   0.101357E+03   0.241765E+01  -0.485654E+01   0.278840E-03   0.112851E-05   0.116014E-03   0.149917E+03   0.000000E+00   0.000000E+00   0.149917E+03  -0.299834E+03
   0.101357E+03   0.194456E+01   0.997622E+00   0.278840E-03   0.112851E-05   0.116014E-03   0.151356E+03   0.000000E+00   0.000000E+00   0.151356E+03  -0.302712E+03
   0.101961E+03  -0.100689E+00   0.150568E+01   0.278840E-03   0.112851E-05   0.116014E-03   0.150310E+03   0.000000E+00   0.000000E+00   0.150310E+03  -0.300620E+03
   0.101961E+03   0.309873E+00   0.691529E+01   0.278840E-03   0.456395E-04   0.116014E-03   0.150234E+03   0.000000E+00   0.000000E+00   0.150234E+03  -0.300468E+03
   0.101961E+03   0.309873E+00   0.522086E+01   0.278840E-03   0.456395E-04   0.116014E-03   0.150515E+03   0.000000E+00   0.000000E+00   0.150515E+03  -0.301030E+03
   0.101961E+03   0.309873E+00   0.117897E+02   0.278840E-03   0.456395E-04   0.116014E-03   0.148020E+03   0.000000E+00   0.000000E+00   0.148020E+03  -0.296040E+03
   0.101961E+03   0.111553E+01   0.108539E+02   0.278840E-03   0.456395E-04   0.116014E-03   0.148811E+03   0.000000E+00   0.000000E+00   0.148811E+03  -0.297622E+03
   0.100653E+03   0.383659E+01  -0.100900E+02   0.278840E-03   0.456395E-04   0.116014E-03   0.147126E+03   0.000000E+00   0.000000E+00   0.147126E+03  -0.294252E+03
   0.100653E+03  -0.101077E+01  -0.927327E+00   0.278840E-03   0.456395E-04   0.116014E-03   0.150131E+03   0.000000E+00   0.000000E+00   0.150131E+03  -0.300262E+03
   0.100653E+03   0.277796E+01  -0.927327E+00   0.278840E-03   0.456395E-04   0.116014E-03   0.150878E+03   0.000000E+00   0.000000E+00   0.150878E+03  -0.301756E+03
   0.100653E+03   0.277796E+01  -0.927327E+00   0.278840E-03   0.456395E-04   0.116014E-03   0.150878E+03   0.000000E+00   0.000000E+00   0.150878E+03  -0.301756E+03
   0.100653E+03   0.297235E+01   0.237340E+01   0.278840E-03   0.378417E-03   0.116014E-03   0.149428E+03   0.000000E+00   0.000000E+00   0.149428E+03  -0.298856E+03
   0.100653E+03   0.297235E+01  -0.892848E+01   0.278840E-03   0.378417E-03   0.289423E-03   0.147429E+03   0.000000E+00   0.000000E+00   0.147429E+03  -0.294858E+03
   0.100653E+03   0.297235E+01   0.510728E+01   0.462483E-03   0.378417E-03   0.289423E-03   0.147536E+03   0.000000E+00   0.000000E+00   0.147536E+03  -0.295072E+03
   0.100820E+03   0.297235E+01  -0.446540E+01   0.462483E-03   0.378417E-03   0.289423E-03   0.148283E+03   0.000000E+00   0.000000E+00   0.148283E+03  -0.296566E+03
   0.100820E+03   0.297235E+01  -0.446540E+01   0.462483E-03   0.378417E-03   0.302154E-03   0.148245E+03   0.000000E+00   0.000000E+00   0.148245E+03  -0.296490E+03
   0.100820E+03   0.266440E+01  -0.750201E+01   0.462483E-03   0.378417E-03   0.302154E-03   0.147505E+03   0.000000E+00   0.000000E+00   0.147505E+03  -0.295010E+03
   0.100820E+03   0.321442E+01  -0.750201E+01   0.462483E-03   0.386065E-03   0.302154E-03   0.147216E+03   0.000000E+00   0.000000E+00   0.147216E+03  -0.294432E+03
   0.100594E+03   0.466346E+01  -0.575246E+01   0.462483E-03   0.386065E-03   0.302154E-03   0.146871E+03   0.000000E+00   0.000000E+00   0.146871E+03  -0.293742E+03
   0.100594E+03   0.328505E+01   0.739757E+00   0.368704E-03   0.386065E-03   0.302154E-03   0.148578E+03   0.000000E+00   0.000000E+00   0.148578E+03  -0.297156E+03
   0.100868E+03  -0.281155E+01   0.153045E+01   0.813142E-04   0.868434E-03   0.302154E-03   0.145523E+03   0.000000E+00   0.000000E+00   0.145523E+03  -0.291046E+03
   0.100868E+03   0.411559E+01  -0.417722E+01   0.813142E-04   0.868434E-03   0.302154E-03   0.145376E+03   0.000000E+00   0.000000E+00   0.145376E+03  -0.290752E+03
   0.100868E+03   0.787892E+01   0.774909E+01   0.813142E-04   0.868434E-03   0.430530E-03   0.142048E+03   0.000000E+00   0.000000E+00   0.142048E+03  -0.284096E+03
   0.100868E+03   0.296467E+01   0.774909E+01   0.813142E-04   0.868434E-03   0.430530E-03   0.144625E+03   0.000000E+00   0.000000E+00   0.144625E+03  -0.289250E+03
   0.102667E+03   0.296467E+01   0.774909E+01   0.291214E-03   0.868434E-03   0.336805E-03   0.144275E+03   0.000000E+00   0.000000E+00   0.144275E+03  -0.288550E+03
   0.102667E+03   0.556782E+01   0.112404E+02   0.291214E-03   0.868434E-03   0.457414E-03   0.142891E+03   0.000000E+00   0.000000E+00   0.142891E+03  -0.285782E+03
   0.102667E+03   0.556782E+01   0.132155E+02   0.291214E-03   0.868434E-03   0.457414E-03   0.142629E+03   0.000000E+00   0.000000E+00   0.142629E+03  -0.285258E+03
   0.102696E+03   0.556782E+01   0.466264E+01   0.291214E-03   0.535509E-03   0.457414E-03   0.144579E+03   0.000000E+00   0.000000E+00   0.144579E+03  -0.289158E+03
   0.102696E+03   0.556782E+01   0.569626E+01   0.374435E-03   0.536238E-03   0.457414E-03   0.144569E+03   0.000000E+00   0.000000E+00   0.144569E+03  -0.289138E+03
   0.102696E+03  -0.676750E+00   0.278231E+01   0.374435E-03   0.315581E-03   0.457414E-03   0.146153E+03   0.000000E+00   0.000000E+00   0.146153E+03  -0.292306E+03
   0.102696E+03  -0.676750E+00   0.214070E+01   0.347384E-03   0.315581E-03   0.828358E-04   0.146931E+03   0.000000E+00   0.000000E+00   0.146931E+03  -0.293862E+03
   0.102696E+03   0.218863E+01   0.214070E+01   0.347384E-03   0.315581E-03   0.679732E-03   0.145504E+03   0.000000E+00   0.000000E+00   0.145504E+03  -0.291008E+03
   0.100825E+03   0.218863E+01   0.214070E+01   0.347384E-03   0.315581E-03   0.679732E-03   0.146793E+03   0.000000E+00   0.000000E+00   0.146793E+03  -0.293586E+03
   0.100328E+03   0.218863E+01  -0.313056E+00   0.347384E-03   0.315581E-03   0.135795E-03   0.149571E+03   0.000000E+00   0.000000E+00   0.149571E+03  -0.299142E+03
   0.100411E+03   0.218863E+01  -0.313056E+00   0.347384E-03   0.315581E-03   0.135795E-03   0.149727E+03   0.000000E+00   0.000000E+00   0.149727E+03  -0.299454E+03
   0.100411E+03   0.218863E+01  -0.115035E+01   0.347384E-03   0.170756E-03   0.135795E-03   0.150253E+03   0.000000E+00   0.000000E+00   0.150253E+03  -0.300506E+03
   0.100411E+03   0.218863E+01  -0.115035E+01   0.347384E-03   0.156055E-03   0.135795E-03   0.150287E+03   0.000000E+00   0.000000E+00   0.150287E+03  -0.300574E+03
   0.100411E+03   0.347613E+01   0.125053E+00   0.347384E-03   0.156055E-03   0.135795E-03   0.149683E+03   0.000000E+00   0.000000E+00   0.149683E+03  -0.299366E+03
   0.100411E+03   0.360818E+01   0.188270E+01   0.347384E-03   0.156055E-03   0.135795E-03   0.149251E+03   0.000000E+00   0.000000E+00   0.149251E+03  -0.298502E+03
   0.100411E+03   0.360818E+01   0.188270E+01   0.347384E-03   0.156055E-03   0.135795E-03   0.149251E+03   0.000000E+00   0.000000E+00   0.149251E+03  -0.298502E+03
   0.100814E+03   0.360818E+01  -0.101732E+02   0.347384E-03   0.156055E-03   0.135795E-03   0.146866E+03   0.000000E+00   0.000000E+00   0.146866E+03  -0.293732E+03
   0.100814E+03   0.360818E+01  -0.101732E+02   0.347384E-03   0.156055E-03   0.760881E-03   0.145884E+03   0.000000E+00   0.000000E+00   0.145884E+03  -0.291768E+03
   0.100418E+03   0.412184E+01  -0.101732E+02   0.347384E-03   0.156055E-03   0.760881E-03   0.145561E+03   0.000000E+00   0.000000E+00   0.145561E+03  -0.291122E+03
   0.100418E+03   0.412184E+01  -0.181115E+01   0.347384E-03   0.156055E-03   0.760881E-03   0.146671E+03   0.000000E+00   0.000000E+00   0.146671E+03  -0.293342E+03
   0.100418E+03  -0.135655E+01   0.226210E+01   0.347384E-03   0.156055E-03   0.760881E-03   0.143754E+03   0.000000E+00   0.000000E+00   0.143754E+03  -0.287508E+03
   0.100418E+03  -0.135655E+01  -0.710913E+01   0.347384E-03   0.142979E-03   0.760881E-03   0.144636E+03   0.000000E+00   0.000000E+00   0.144636E+03  -0.289272E+03
   0.100579E+03  -0.135655E+01  -0.710913E+01   0.347384E-03   0.142979E-03   0.210070E-03   0.148322E+03   0.000000E+00   0.000000E+00   0.148322E+03  -0.296644E+03
   0.100870E+03   0.152286E+01   0.265427E+01   0.347384E-03   0.142979E-03   0.210070E-03   0.150306E+03   0.000000E+00   0.000000E+00   0.150306E+03  -0.300612E+03
   0.100870E+03   0.152286E+01  -0.294900E+01   0.347384E-03   0.142979E-03   0.210070E-03   0.150534E+03   0.000000E+00   0.000000E+00   0.150534E+03  -0.301068E+03
   0.100228E+03   0.152286E+01  -0.266116E+01   0.347384E-03   0.142979E-03   0.210070E-03   0.149774E+03   0.000000E+00   0.000000E+00   0.149774E+03  -0.299548E+03
   0.100228E+03   0.152286E+01  -0.177827E+01   0.347384E-03   0.142979E-03   0.210070E-03   0.149739E+03   0.000000E+00   0.000000E+00   0.149739E+03  -0.299478E+03
   0.100228E+03   0.152286E+01  -0.133340E+01   0.347384E-03   0.142979E-03   0.210070E-03   0.149699E+03   0.000000E+00   0.000000E+00   0.149699E+03  -0.299398E+03
   0.100228E+03   0.152286E+01  -0.133340E+01   0.347384E-03   0.142979E-03   0.210070E-03   0.149699E+03   0.000000E+00   0.000000E+00   0.149699E+03  -0.299398E+03
   0.100228E+03   0.197376E+00  -0.133340E+01   0.347384E-03   0.142979E-03   0.210070E-03   0.149343E+03   0.000000E+00   0.000000E+00   0.149343E+03  -0.298686E+03
   0.100744E+03   0.197376E+00   0.162271E+01   0.347384E-03   0.927965E-05   0.210070E-03   0.150123E+03   0.000000E+00   0.000000E+00   0.150123E+03  -0.300246E+03
   0.100744E+03   0.197376E+00  -0.251143E+01   0.347384E-03   0.927965E-05   0.210070E-03   0.150432E+03   0.000000E+00   0.000000E+00   0.150432E+03  -0.300864E+03
   0.100744E+03   0.197376E+00  -0.251143E+01   0.347384E-03   0.927965E-05   0.210070E-03   0.150432E+03   0.000000E+00   0.000000E+00   0.150432E+03  -0.300864E+03
   0.100744E+03   0.248047E+01  -0.251143E+01   0.494504E-03   0.927965E-05   0.210070E-03   0.150153E+03   0.000000E+00   0.000000E+00   0.150153E+03  -0.300306E+03
   0.100744E+03   0.459673E+01   0.154535E+00   0.432550E-03   0.927965E-05   0.210070E-03   0.149280E+03   0.000000E+00   0.000000E+00   0.149280E+03  -0.298560E+03
   0.100744E+03   0.381894E+01  -0.324125E+01   0.432550E-03   0.927965E-05   0.210070E-03   0.149617E+03   0.000000E+00   0.000000E+00   0.149617E+03  -0.299234E+03
   0.100744E+03   0.381894E+01   0.942893E+00   0.432550E-03   0.609971E-03   0.508169E-04   0.147554E+03   0.000000E+00   0.000000E+00   0.147554E+03  -0.295108E+03
   0.100749E+03   0.259239E+01   0.293565E+01   0.902482E-05   0.609971E-03   0.508169E-04   0.148791E+03   0.000000E+00   0.000000E+00   0.148791E+03  -0.297582E+03
   0.100749E+03   0.231760E+01   0.293565E+01   0.902482E-05   0.609971E-03   0.508169E-04   0.148886E+03   0.000000E+00   0.000000E+00   0.148886E+03  -0.297772E+03
   0.100749E+03   0.231760E+01   0.271943E+01   0.902482E-05   0.609971E-03   0.508169E-04   0.148918E+03   0.000000E+00   0.000000E+00   0.148918E+03  -0.297836E+03
   0.100749E+03   0.231760E+01   0.271943E+01   0.902482E-05   0.609971E-03   0.508169E-04   0.148918E+03   0.000000E+00   0.000000E+00   0.148918E+03  -0.297836E+03
   0.100749E+03   0.231760E+01   0.524346E+00   0.902482E-05   0.609971E-03   0.508169E-04   0.149077E+03   0.000000E+00   0.000000E+00   0.149077E+03  -0.298154E+03
   0.100749E+03   0.231760E+01   0.599340E+01   0.902482E-05   0.609971E-03   0.709264E-04   0.148044E+03   0.000000E+00   0.000000E+00   0.148044E+03  -0.296088E+03
   0.100749E+03   0.231760E+01   0.120144E+01   0.902482E-05   0.609971E-03   0.709264E-04   0.149036E+03   0.000000E+00   0.000000E+00   0.149036E+03  -0.298072E+03
   0.100749E+03   0.264045E+01  -0.311317E+01   0.902482E-05   0.609971E-03   0.168926E-03   0.148407E+03   0.000000E+00   0.000000E+00   0.148407E+03  -0.296814E+03
   0.100749E+03   0.264045E+01  -0.311317E+01   0.471970E-03   0.609971E-03   0.168926E-03   0.147542E+03   0.000000E+00   0.000000E+00   0.147542E+03  -0.295084E+03
   0.100749E+03   0.264045E+01  -0.534016E+01   0.471970E-03   0.609971E-03   0.168926E-03   0.147015E+03   0.000000E+00   0.000000E+00   0.147015E+03  -0.294030E+03
   0.100749E+03   0.112597E+01  -0.679540E+01   0.260569E-03   0.737827E-03   0.168926E-03   0.146842E+03   0.000000E+00   0.000000E+00   0.146842E+03  -0.293684E+03
   0.100749E+03  -0.176727E+01   0.425723E+01   0.260569E-03   0.161119E-03   0.168926E-03   0.148179E+03   0.000000E+00   0.000000E+00   0.148179E+03  -0.296358E+03
   0.100749E+03   0.142546E+01   0.568837E+00   0.260569E-03   0.161119E-03   0.168926E-03   0.150823E+03   0.000000E+00   0.000000E+00   0.150823E+03  -0.301646E+03
   0.100786E+03   0.142546E+01   0.277030E+00   0.354180E-03   0.161119E-03   0.168926E-03   0.150685E+03   0.000000E+00   0.000000E+00   0.150685E+03  -0.301370E+03
   0.100786E+03   0.824482E+00   0.277030E+00   0.354180E-03   0.161119E-03   0.168926E-03   0.150616E+03   0.000000E+00   0.000000E+00   0.150616E+03  -0.301232E+03
   0.100786E+03   0.824482E+00   0.139011E+01   0.354180E-03   0.161119E-03   0.168926E-03   0.150472E+03   0.000000E+00   0.000000E+00   0.150472E+03  -0.300944E+03
   0.100786E+03   0.824482E+00   0.139011E+01   0.354180E-03   0.161119E-03   0.168926E-03   0.150472E+03   0.000000E+00   0.000000E+00   0.150472E+03  -0.300944E+03
   0.100969E+03   0.824482E+00  -0.269925E+01   0.354180E-03   0.161119E-03   0.168926E-03   0.150602E+03   0.000000E+00   0.000000E+00   0.150602E+03  -0.301204E+03
   0.100969E+03   0.824482E+00  -0.269925E+01   0.354180E-03   0.161119E-03   0.168926E-03   0.150602E+03   0.000000E+00   0.000000E+00   0.150602E+03  -0.301204E+03
   0.100969E+03   0.824482E+00  -0.269925E+01   0.354180E-03   0.161119E-03   0.168926E-03   0.150602E+03   0.000000E+00   0.000000E+00   0.150602E+03  -0.301204E+03
   0.100609E+03   0.824482E+00  -0.416571E+01   0.354180E-03   0.260922E-03   0.168926E-03   0.149937E+03   0.000000E+00   0.000000E+00   0.149937E+03  -0.299874E+03
   0.100609E+03  -0.977029E-01  -0.402925E+01   0.354180E-03   0.260922E-03   0.168926E-03   0.149727E+03   0.000000E+00   0.000000E+00   0.149727E+03  -0.299454E+03
   0.100609E+03  -0.977029E-01  -0.402925E+01   0.394771E-03   0.260922E-03   0.262308E-03   0.149204E+03   0.000000E+00   0.000000E+00   0.149204E+03  -0.298408E+03
   0.100609E+03   0.164685E+01  -0.402925E+01   0.394771E-03   0.260922E-03   0.262308E-03   0.149530E+03   0.000000E+00   0.000000E+00   0.149530E+03  -0.299060E+03
   0.100609E+03   0.164685E+01  -0.402925E+01   0.394771E-03   0.260922E-03   0.262308E-03   0.149530E+03   0.000000E+00   0.000000E+00   0.149530E+03  -0.299060E+03
   0.101597E+03   0.164685E+01  -0.509385E+01   0.394771E-03   0.260922E-03   0.262308E-03   0.148410E+03   0.000000E+00   0.000000E+00   0.148410E+03  -0.296820E+03
   0.100419E+03   0.444209E+00  -0.447467E+01   0.394771E-03   0.260922E-03   0.262308E-03   0.149139E+03   0.000000E+00   0.000000E+00   0.149139E+03  -0.298278E+03
   0.102301E+03   0.147839E+01  -0.164800E+01   0.394771E-03   0.260922E-03   0.262308E-03   0.147499E+03   0.000000E+00   0.000000E+00   0.147499E+03  -0.294998E+03
   0.102301E+03   0.147839E+01  -0.164800E+01   0.394771E-03   0.260922E-03   0.700140E-04   0.147514E+03   0.000000E+00   0.000000E+00   0.147514E+03  -0.295028E+03
   0.102301E+03   0.141714E+01   0.106589E+02   0.394771E-03   0.437251E-03   0.700140E-04   0.147853E+03   0.000000E+00   0.000000E+00   0.147853E+03  -0.295706E+03
   0.102306E+03   0.141714E+01   0.106589E+02   0.394771E-03   0.437251E-03   0.700140E-04   0.147849E+03   0.000000E+00   0.000000E+00   0.147849E+03  -0.295698E+03
   0.102306E+03   0.141714E+01   0.441885E+01   0.394771E-03   0.437251E-03   0.700140E-04   0.148211E+03   0.000000E+00   0.000000E+00   0.148211E+03  -0.296422E+03
   0.102306E+03   0.141714E+01   0.472670E+01   0.325181E-03   0.437251E-03   0.700140E-04   0.148400E+03   0.000000E+00   0.000000E+00   0.148400E+03  -0.296800E+03
   0.102306E+03   0.141714E+01   0.196612E+01   0.325181E-03   0.437251E-03   0.700140E-04   0.147879E+03   0.000000E+00   0.000000E+00   0.147879E+03  -0.295758E+03
   0.100696E+03   0.691355E+00   0.196612E+01   0.325181E-03   0.437251E-03   0.700140E-04   0.149642E+03   0.000000E+00   0.000000E+00   0.149642E+03  -0.299284E+03
   0.100696E+03   0.691355E+00   0.196612E+01   0.325181E-03   0.437251E-03   0.700140E-04   0.149642E+03   0.000000E+00   0.000000E+00   0.149642E+03  -0.299284E+03
   0.100696E+03   0.691355E+00   0.196612E+01   0.325181E-03   0.437251E-03   0.700140E-04   0.149642E+03   0.000000E+00   0.000000E+00   0.149642E+03  -0.299284E+03
   0.100960E+03  -0.419244E+00  -0.919294E+01   0.325181E-03   0.437251E-03   0.700140E-04   0.147355E+03   0.000000E+00   0.000000E+00   0.147355E+03  -0.294710E+03
   0.100960E+03  -0.888464E+00  -0.845379E+01   0.325181E-03   0.437251E-03   0.352447E-03   0.146818E+03   0.000000E+00   0.000000E+00   0.146818E+03  -0.293636E+03
