a0_min         a1_min         a2_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   LogPost        
   0.101028E+03   0.176623E+01   0.333039E+01   0.223770E-04   0.166829E-03   0.604224E-04   0.827325E-03   0.194417E+03
   0.101381E+03   0.176623E+01   0.333039E+01   0.223770E-04   0.166829E-03   0.604224E-04   0.897164E-03   0.194325E+03
   0.101381E+03   0.176623E+01   0.781794E+01   0.223770E-04   0.865169E-03   0.604224E-04   0.897164E-03   0.190422E+03
   0.101381E+03   0.176623E+01   0.591548E+01   0.223770E-04   0.865169E-03   0.604224E-04   0.897164E-03   0.190575E+03
   0.101572E+03   0.176623E+01   0.591548E+01   0.223770E-04   0.359190E-03   0.604224E-04   0.897164E-03   0.193197E+03
   0.101572E+03   0.176623E+01   0.479607E+01   0.223770E-04   0.359190E-03   0.604224E-04   0.897164E-03   0.193242E+03
   0.101572E+03   0.176623E+01   0.208900E-01   0.223770E-04   0.359190E-03   0.604224E-04   0.223464E-02   0.190420E+03
   0.101655E+03   0.176623E+01   0.525040E+01   0.223770E-04   0.359190E-03   0.604224E-04   0.223464E-02   0.190594E+03
   0.101655E+03   0.176623E+01   0.525040E+01   0.223770E-04   0.359190E-03   0.604224E-04   0.223464E-02   0.190594E+03
   0.101655E+03   0.176623E+01   0.219871E+01   0.223770E-04   0.359190E-03   0.604224E-04   0.223464E-02   0.190592E+03
   0.101655E+03   0.176623E+01   0.784661E+01   0.223770E-04   0.359190E-03   0.604224E-04   0.291522E-02   0.188373E+03
   0.101655E+03   0.176623E+01   0.231174E+01   0.223770E-04   0.359190E-03   0.604224E-04   0.291522E-02   0.188957E+03
   0.101655E+03   0.176623E+01   0.916612E+01   0.223770E-04   0.212198E-03   0.604224E-04   0.183011E-02   0.191148E+03
   0.103341E+03   0.176623E+01   0.916612E+01   0.223770E-04   0.212198E-03   0.604224E-04   0.183011E-02   0.187666E+03
   0.103341E+03   0.916439E+00   0.107445E+02   0.223770E-04   0.212198E-03   0.604224E-04   0.183011E-02   0.187939E+03
   0.103341E+03  -0.544327E+00   0.107445E+02   0.223770E-04   0.212198E-03   0.604224E-04   0.183011E-02   0.187634E+03
   0.103341E+03   0.439192E+01   0.774514E+01   0.966517E-04   0.212198E-03   0.418512E-03   0.183011E-02   0.186539E+03
   0.103341E+03   0.439192E+01   0.894192E+01   0.966517E-04   0.212198E-03   0.418512E-03   0.119531E-02   0.187729E+03
   0.103341E+03   0.439192E+01   0.105797E+02   0.966517E-04   0.212198E-03   0.418512E-03   0.119531E-02   0.187989E+03
   0.103341E+03   0.439192E+01   0.105797E+02   0.966517E-04   0.212198E-03   0.418512E-03   0.639613E-03   0.185422E+03
   0.103341E+03   0.439192E+01   0.105797E+02   0.966517E-04   0.283168E-03   0.418512E-03   0.751791E-03   0.186399E+03
   0.103341E+03   0.439192E+01   0.105797E+02   0.966517E-04   0.283168E-03   0.418512E-03   0.751791E-03   0.186399E+03
   0.103341E+03   0.345632E+01   0.155278E+02   0.966517E-04   0.283168E-03   0.418512E-03   0.751791E-03   0.186889E+03
   0.103341E+03   0.345632E+01   0.155278E+02   0.966517E-04   0.283168E-03   0.418512E-03   0.751791E-03   0.186889E+03
   0.103341E+03   0.345632E+01   0.155278E+02   0.966517E-04   0.283168E-03   0.418512E-03   0.138885E-02   0.187487E+03
   0.103341E+03   0.519041E+01   0.155278E+02   0.966517E-04   0.283168E-03   0.418512E-03   0.138885E-02   0.186905E+03
   0.103341E+03   0.437585E+01   0.152783E+02   0.966517E-04   0.283168E-03   0.418512E-03   0.148922E-02   0.187103E+03
   0.103341E+03   0.513767E+00   0.152783E+02   0.966517E-04   0.283168E-03   0.418512E-03   0.128091E-02   0.187609E+03
   0.103341E+03  -0.879720E+00   0.914707E+01   0.966517E-04   0.283168E-03   0.418512E-03   0.128091E-02   0.187312E+03
   0.103341E+03   0.461412E+01   0.914707E+01   0.966517E-04   0.283168E-03   0.451518E-03   0.160229E-02   0.186877E+03
   0.102361E+03   0.461412E+01   0.696097E+01   0.966517E-04   0.283168E-03   0.451518E-03   0.184546E-02   0.188847E+03
   0.102361E+03   0.209023E+01   0.696097E+01   0.966517E-04   0.283168E-03   0.274183E-04   0.184546E-02   0.190652E+03
   0.102361E+03   0.209023E+01   0.696097E+01   0.159822E-03   0.283168E-03   0.274183E-04   0.184546E-02   0.190599E+03
   0.102361E+03   0.209023E+01   0.810241E+01   0.159822E-03   0.283168E-03   0.274183E-04   0.246862E-02   0.188989E+03
   0.102361E+03   0.107037E+01   0.126337E+02   0.159822E-03   0.283168E-03   0.274183E-04   0.246862E-02   0.187793E+03
   0.102361E+03   0.107037E+01   0.459031E+01   0.234784E-03   0.753736E-03   0.274183E-04   0.246862E-02   0.186057E+03
   0.102361E+03   0.155950E+00   0.264215E+01   0.234784E-03   0.753736E-03   0.274183E-04   0.246862E-02   0.185694E+03
   0.100802E+03   0.155950E+00   0.711133E+01   0.234784E-03   0.753736E-03   0.274183E-04   0.127782E-02   0.190374E+03
   0.100802E+03   0.155950E+00  -0.558402E+01   0.234784E-03   0.753736E-03   0.274183E-04   0.156190E-02   0.189416E+03
   0.100802E+03   0.155950E+00  -0.127164E+01   0.234784E-03   0.753736E-03   0.274183E-04   0.799308E-03   0.191030E+03
   0.100802E+03   0.155950E+00  -0.189978E+01   0.234784E-03   0.753736E-03   0.274183E-04   0.155432E-02   0.190357E+03
   0.100802E+03   0.155950E+00   0.282812E+01   0.234784E-03   0.109598E-02   0.274183E-04   0.155432E-02   0.188765E+03
   0.100407E+03   0.155950E+00   0.282812E+01   0.234784E-03   0.109598E-02   0.105726E-03   0.155432E-02   0.188438E+03
   0.100407E+03   0.155950E+00   0.290588E+01   0.234784E-03   0.109598E-02   0.105726E-03   0.163253E-02   0.188195E+03
   0.100407E+03   0.262009E+01   0.669163E+00   0.234784E-03   0.352623E-03   0.105726E-03   0.163253E-02   0.191886E+03
   0.100766E+03   0.262009E+01  -0.332326E+01   0.234784E-03   0.352623E-03   0.105726E-03   0.163253E-02   0.191767E+03
   0.100766E+03   0.262009E+01   0.299852E+01   0.234784E-03   0.378051E-03   0.105726E-03   0.163253E-02   0.191901E+03
   0.100708E+03   0.262009E+01   0.299852E+01   0.234784E-03   0.378051E-03   0.105726E-03   0.163253E-02   0.191838E+03
   0.100708E+03   0.183927E+01   0.213116E+01   0.234784E-03   0.378051E-03   0.105726E-03   0.673702E-03   0.192870E+03
   0.100708E+03   0.183927E+01   0.213116E+01   0.234784E-03   0.211266E-03   0.105726E-03   0.673702E-03   0.193489E+03
   0.100708E+03   0.183927E+01   0.213116E+01   0.234784E-03   0.211266E-03   0.105726E-03   0.673702E-03   0.193489E+03
   0.101642E+03   0.404446E+01   0.182096E+01   0.234784E-03   0.211266E-03   0.105726E-03   0.673702E-03   0.191064E+03
   0.101642E+03   0.608725E+01   0.182096E+01   0.234784E-03   0.211266E-03   0.105726E-03   0.169301E-02   0.189440E+03
   0.101642E+03   0.608725E+01   0.103761E+01   0.733423E-03   0.211266E-03   0.105726E-03   0.169301E-02   0.187762E+03
   0.101642E+03  -0.449867E+01   0.103761E+01   0.766156E-03   0.211266E-03   0.105726E-03   0.169301E-02   0.187123E+03
   0.101642E+03  -0.258242E+01   0.103761E+01   0.766156E-03   0.211266E-03   0.105726E-03   0.169301E-02   0.189243E+03
   0.102594E+03   0.274956E+01   0.659346E+01   0.766156E-03   0.211266E-03   0.105726E-03   0.169301E-02   0.188852E+03
   0.102594E+03   0.274956E+01   0.659346E+01   0.262445E-03   0.211266E-03   0.105726E-03   0.169301E-02   0.190208E+03
   0.102594E+03   0.294295E+01   0.176185E+01   0.143270E-02   0.211266E-03   0.105726E-03   0.169301E-02   0.185150E+03
   0.102594E+03   0.340608E+01   0.137690E+02   0.143270E-02   0.211266E-03   0.433645E-03   0.169301E-02   0.184323E+03
   0.102594E+03   0.715409E+00   0.137690E+02   0.143270E-02   0.211266E-03   0.433645E-03   0.169301E-02   0.184342E+03
   0.102594E+03   0.313402E+01   0.137633E+02   0.143270E-02   0.211266E-03   0.433645E-03   0.169301E-02   0.184378E+03
   0.102594E+03   0.313402E+01   0.130872E+02   0.123456E-02   0.163814E-03   0.433645E-03   0.169301E-02   0.185432E+03
   0.102594E+03   0.259806E+01   0.981189E+01   0.123456E-02   0.163814E-03   0.433645E-03   0.169301E-02   0.186368E+03
   0.102086E+03   0.259806E+01   0.471686E+01   0.123456E-02   0.163814E-03   0.433645E-03   0.169301E-02   0.187371E+03
   0.102086E+03   0.527694E+01   0.706833E+01   0.123456E-02   0.129589E-03   0.433645E-03   0.580643E-03   0.185192E+03
   0.102086E+03   0.527694E+01   0.706833E+01   0.123456E-02   0.129589E-03   0.419840E-03   0.105190E-02   0.187526E+03
   0.102086E+03   0.527694E+01   0.968338E+01   0.123456E-02   0.129589E-03   0.308232E-03   0.105190E-02   0.187481E+03
   0.102086E+03   0.380897E+01   0.627432E+01   0.123456E-02   0.129589E-03   0.308232E-03   0.105190E-02   0.188677E+03
   0.102086E+03   0.380897E+01   0.627432E+01   0.123456E-02   0.129589E-03   0.308232E-03   0.895058E-03   0.188479E+03
   0.102086E+03   0.380897E+01   0.627432E+01   0.123456E-02   0.129589E-03   0.308232E-03   0.895058E-03   0.188479E+03
   0.101077E+03   0.380897E+01   0.627432E+01   0.123456E-02   0.129589E-03   0.308232E-03   0.895058E-03   0.188991E+03
   0.101077E+03   0.380897E+01   0.873459E+01   0.123456E-02   0.129589E-03   0.308232E-03   0.895058E-03   0.188050E+03
   0.102314E+03   0.383657E+01   0.873459E+01   0.156001E-02   0.129589E-03   0.243261E-03   0.895058E-03   0.186990E+03
   0.102314E+03   0.383657E+01   0.873459E+01   0.156001E-02   0.129589E-03   0.243261E-03   0.895058E-03   0.186990E+03
   0.102314E+03   0.321998E+00   0.119756E+02   0.156001E-02   0.129589E-03   0.243261E-03   0.895058E-03   0.186688E+03
   0.100968E+03   0.376204E+01   0.739659E+01   0.156001E-02   0.129589E-03   0.243261E-03   0.831793E-03   0.187495E+03
   0.100968E+03   0.345482E+01   0.178893E+01   0.130751E-03   0.129589E-03   0.243261E-03   0.831793E-03   0.193625E+03
   0.100968E+03   0.345482E+01   0.178893E+01   0.130751E-03   0.129589E-03   0.243261E-03   0.831793E-03   0.193625E+03
   0.100968E+03   0.465401E+01   0.178893E+01   0.130751E-03   0.129589E-03   0.243261E-03   0.165433E-02   0.191810E+03
   0.100968E+03   0.465401E+01   0.131195E+01   0.130751E-03   0.129589E-03   0.243261E-03   0.165433E-02   0.191834E+03
   0.100478E+03   0.465401E+01   0.131195E+01   0.130751E-03   0.695132E-03   0.243261E-03   0.165433E-02   0.188781E+03
   0.100049E+03   0.181502E+01  -0.957054E+00   0.130751E-03   0.695132E-03   0.243261E-03   0.115041E-02   0.190962E+03
   0.100049E+03   0.181502E+01   0.136893E+01   0.130751E-03   0.695132E-03   0.243261E-03   0.115041E-02   0.190790E+03
   0.100049E+03   0.181502E+01   0.208185E+01   0.130751E-03   0.695132E-03   0.243261E-03   0.115041E-02   0.190671E+03
   0.100996E+03   0.181502E+01   0.296643E+01   0.130751E-03   0.695132E-03   0.243261E-03   0.115041E-02   0.191215E+03
   0.100354E+03  -0.544829E+00   0.258572E+01   0.246129E-03   0.158366E-03   0.243261E-03   0.115041E-02   0.191852E+03
   0.100354E+03  -0.121543E+01   0.258572E+01   0.246129E-03   0.706984E-03   0.243261E-03   0.115041E-02   0.190185E+03
   0.100354E+03  -0.121543E+01   0.180366E+01   0.246129E-03   0.706984E-03   0.327398E-03   0.115041E-02   0.189714E+03
   0.100354E+03   0.178124E+01   0.180366E+01   0.263810E-03   0.706984E-03   0.264721E-03   0.879456E-03   0.191042E+03
   0.100354E+03   0.178124E+01   0.106745E+01   0.263810E-03   0.706984E-03   0.566900E-03   0.764473E-03   0.188892E+03
   0.100354E+03   0.117345E+01   0.770608E+01   0.404297E-03   0.706984E-03   0.566900E-03   0.764473E-03   0.187406E+03
   0.100821E+03   0.696899E+01  -0.720484E+00   0.404297E-03   0.706984E-03   0.813712E-03   0.764473E-03   0.185168E+03
