<CdSiteHydro>;<CdStationHydro>;<CdCapteur>;<GrdSerieObsHydro>;<DtObsHydro>;<StObsHydro>;<ResObsHydro>;<QualifObsHydro>;<MethObsHydro>;<ContObsHydro>;<FLG>
"Code du site hydrométrique";"Code de la station hydrométrique";"Code du capteur";"Grandeur observée de la série";"Date d'observation hydrométrique";"Résultat de l'observation hydro";"Résultat de l'observation hydrométrique";"Qualification de la donnée de l'observation hydrométrique";"Méthode d'obtention du résultat de l'observation hydrométrique";"Continuité de la donnée de l'observation hydrométrique";<FLG>
V2712010;V271201001;;Q;"1980-12-31 23:01:00";16;49738;20;10;1;<FLG>
V2712010;V271201001;;Q;"1981-01-01 00:12:00";16;49738;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-01 01:09:00";16;41360;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-01 01:52:00";16;42607;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-01 03:48:00";16;25338;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-01 06:40:00";16;18963;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-01 08:21:00";16;18963;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-01 10:02:00";16;23213;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-01 11:57:00";16;20025;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-01 13:38:00";16;18963;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-01 15:47:00";16;18963;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-01 16:45:00";16;17088;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-02 00:26:00";16;15463;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-02 08:21:00";16;15463;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-02 09:33:00";16;17900;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-02 10:45:00";16;36373;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-02 12:55:00";16;43853;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-02 15:04:00";16;23213;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-02 15:33:00";16;15463;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-02 17:00:00";16;23213;20;10;0;<FLG>
V2712010;V271201001;;Q;"1981-01-02 17:57:00";16;43853;20;10;0;<FLG>
