a0_min_r_1     a0_flood_r_1   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.966583E+02   0.630197E+02   0.299440E-03   0.866116E+01   0.947500E+01   0.147041E+02   0.144034E+02   0.485757E+02  -0.732126E+01   0.000000E+00   0.558970E+02  -0.111794E+03
   0.966583E+02   0.630197E+02   0.299440E-03   0.949815E+01   0.947500E+01   0.147041E+02   0.144034E+02   0.487086E+02  -0.718839E+01   0.000000E+00   0.558970E+02  -0.111794E+03
   0.970270E+02   0.630197E+02   0.299440E-03   0.949815E+01   0.124718E+02   0.147041E+02   0.144034E+02   0.486029E+02  -0.803673E+01   0.000000E+00   0.566396E+02  -0.113279E+03
   0.970270E+02   0.630197E+02   0.299440E-03   0.151745E+02   0.130142E+02   0.147041E+02   0.154379E+02   0.456341E+02  -0.110055E+02   0.000000E+00   0.566396E+02  -0.113279E+03
   0.975009E+02   0.630197E+02   0.236477E-03   0.112540E+02   0.130142E+02   0.190321E+02   0.154379E+02   0.478355E+02  -0.966865E+01   0.000000E+00   0.575041E+02  -0.115008E+03
   0.975009E+02   0.651436E+02   0.236477E-03   0.123839E+02   0.130142E+02   0.202822E+02   0.154379E+02   0.466939E+02  -0.106542E+02   0.000000E+00   0.573481E+02  -0.114696E+03
   0.975009E+02   0.620039E+02   0.177687E-03   0.958712E+01   0.130142E+02   0.202822E+02   0.151442E+02   0.470027E+02  -0.982054E+01   0.000000E+00   0.568232E+02  -0.113646E+03
   0.975009E+02   0.639347E+02   0.177687E-03   0.958712E+01   0.142653E+02   0.202822E+02   0.166246E+02   0.471003E+02  -0.108465E+02   0.000000E+00   0.579468E+02  -0.115894E+03
   0.975009E+02   0.639347E+02   0.177687E-03   0.958712E+01   0.142653E+02   0.133034E+02   0.181548E+02   0.480683E+02  -0.987847E+01   0.000000E+00   0.579468E+02  -0.115894E+03
   0.976801E+02   0.639347E+02   0.177687E-03   0.958712E+01   0.142653E+02   0.153489E+02   0.179822E+02   0.481179E+02  -0.979402E+01   0.000000E+00   0.579119E+02  -0.115824E+03
   0.976801E+02   0.639347E+02   0.177687E-03   0.137495E+02   0.159534E+02   0.107959E+02   0.170894E+02   0.445065E+02  -0.134054E+02   0.000000E+00   0.579119E+02  -0.115824E+03
   0.974179E+02   0.639347E+02   0.177687E-03   0.137495E+02   0.159534E+02   0.160593E+02   0.136809E+02   0.457599E+02  -0.121796E+02   0.000000E+00   0.579395E+02  -0.115879E+03
   0.979840E+02   0.639347E+02   0.177687E-03   0.127070E+02   0.159534E+02   0.160593E+02   0.120737E+02   0.457879E+02  -0.119086E+02   0.000000E+00   0.576965E+02  -0.115393E+03
   0.979840E+02   0.639347E+02   0.177687E-03   0.971784E+01   0.159534E+02   0.160593E+02   0.121685E+02   0.467971E+02  -0.108994E+02   0.000000E+00   0.576965E+02  -0.115393E+03
   0.979840E+02   0.639347E+02   0.177687E-03   0.692052E+01   0.159534E+02   0.130970E+02   0.153805E+02   0.457901E+02  -0.119064E+02   0.000000E+00   0.576965E+02  -0.115393E+03
   0.979840E+02   0.639347E+02   0.177687E-03   0.692052E+01   0.152508E+02   0.173501E+02   0.153805E+02   0.460198E+02  -0.116767E+02   0.000000E+00   0.576965E+02  -0.115393E+03
   0.979840E+02   0.639347E+02   0.177687E-03   0.129704E+02   0.152508E+02   0.121488E+02   0.153805E+02   0.463053E+02  -0.113911E+02   0.000000E+00   0.576964E+02  -0.115393E+03
   0.979840E+02   0.639347E+02   0.177687E-03   0.129704E+02   0.152508E+02   0.177434E+02   0.153805E+02   0.461294E+02  -0.115670E+02   0.000000E+00   0.576964E+02  -0.115393E+03
   0.979840E+02   0.639347E+02   0.177687E-03   0.129704E+02   0.152508E+02   0.177434E+02   0.153805E+02   0.461294E+02  -0.115670E+02   0.000000E+00   0.576964E+02  -0.115393E+03
   0.979840E+02   0.635207E+02   0.177687E-03   0.129704E+02   0.152508E+02   0.177434E+02   0.153805E+02   0.463024E+02  -0.115670E+02   0.000000E+00   0.578694E+02  -0.115739E+03
   0.979840E+02   0.635207E+02   0.177687E-03   0.129704E+02   0.152508E+02   0.152357E+02   0.115105E+02   0.462257E+02  -0.116438E+02   0.000000E+00   0.578695E+02  -0.115739E+03
   0.979840E+02   0.630913E+02   0.177687E-03   0.115763E+02   0.152508E+02   0.152357E+02   0.115105E+02   0.469927E+02  -0.109523E+02   0.000000E+00   0.579450E+02  -0.115890E+03
   0.979840E+02   0.641332E+02   0.177687E-03   0.115763E+02   0.134132E+02   0.152357E+02   0.156222E+02   0.484519E+02  -0.912495E+01   0.000000E+00   0.575769E+02  -0.115154E+03
   0.981520E+02   0.641332E+02   0.177687E-03   0.939554E+01   0.167619E+02   0.152357E+02   0.156222E+02   0.461526E+02  -0.111769E+02   0.000000E+00   0.573295E+02  -0.114659E+03
   0.981520E+02   0.642011E+02   0.177687E-03   0.939554E+01   0.167619E+02   0.152357E+02   0.156222E+02   0.460921E+02  -0.111769E+02   0.000000E+00   0.572690E+02  -0.114538E+03
   0.981520E+02   0.642011E+02   0.177687E-03   0.934895E+01   0.179234E+02   0.152598E+02   0.147636E+02   0.451725E+02  -0.120965E+02   0.000000E+00   0.572690E+02  -0.114538E+03
   0.981520E+02   0.636091E+02   0.177687E-03   0.934895E+01   0.156874E+02   0.152598E+02   0.147636E+02   0.474510E+02  -0.102413E+02   0.000000E+00   0.576923E+02  -0.115385E+03
   0.981520E+02   0.636091E+02   0.177687E-03   0.934895E+01   0.131439E+02   0.152598E+02   0.147636E+02   0.492280E+02  -0.846426E+01   0.000000E+00   0.576923E+02  -0.115385E+03
   0.981520E+02   0.636091E+02   0.331391E-03   0.934895E+01   0.131439E+02   0.152598E+02   0.147636E+02   0.485986E+02  -0.846426E+01   0.000000E+00   0.570629E+02  -0.114126E+03
   0.981520E+02   0.636091E+02   0.331391E-03   0.100143E+02   0.135976E+02   0.113506E+02   0.147636E+02   0.476344E+02  -0.942848E+01   0.000000E+00   0.570629E+02  -0.114126E+03
   0.977707E+02   0.617106E+02   0.596503E-05   0.100143E+02   0.100402E+02   0.113506E+02   0.147636E+02   0.492686E+02  -0.794491E+01   0.000000E+00   0.572135E+02  -0.114427E+03
   0.977707E+02   0.617106E+02   0.596503E-05   0.100143E+02   0.100402E+02   0.113506E+02   0.147636E+02   0.492686E+02  -0.794491E+01   0.000000E+00   0.572135E+02  -0.114427E+03
   0.988829E+02   0.617106E+02   0.596503E-05   0.100143E+02   0.946822E+01   0.113506E+02   0.147636E+02   0.502481E+02  -0.792337E+01   0.000000E+00   0.581715E+02  -0.116343E+03
   0.988829E+02   0.617106E+02   0.596503E-05   0.100143E+02   0.946822E+01   0.113506E+02   0.147636E+02   0.502481E+02  -0.792337E+01   0.000000E+00   0.581715E+02  -0.116343E+03
   0.988829E+02   0.617106E+02   0.397951E-04   0.100143E+02   0.946822E+01   0.113506E+02   0.147636E+02   0.502350E+02  -0.792337E+01   0.000000E+00   0.581584E+02  -0.116317E+03
   0.988829E+02   0.617106E+02   0.397951E-04   0.980469E+01   0.946822E+01   0.113506E+02   0.147636E+02   0.502513E+02  -0.790706E+01   0.000000E+00   0.581584E+02  -0.116317E+03
   0.988829E+02   0.617106E+02   0.397951E-04   0.980469E+01   0.946822E+01   0.113506E+02   0.159289E+02   0.501334E+02  -0.802500E+01   0.000000E+00   0.581584E+02  -0.116317E+03
   0.988829E+02   0.617106E+02   0.397951E-04   0.980469E+01   0.946822E+01   0.113506E+02   0.159289E+02   0.501334E+02  -0.802500E+01   0.000000E+00   0.581584E+02  -0.116317E+03
   0.988829E+02   0.617106E+02   0.397951E-04   0.120922E+02   0.661244E+01   0.113506E+02   0.159289E+02   0.477351E+02  -0.104233E+02   0.000000E+00   0.581584E+02  -0.116317E+03
   0.988829E+02   0.630088E+02   0.397951E-04   0.114504E+02   0.140916E+02   0.123141E+02   0.159289E+02   0.473767E+02  -0.983209E+01   0.000000E+00   0.572088E+02  -0.114418E+03
   0.988829E+02   0.630088E+02   0.595468E-03   0.114504E+02   0.643684E+01   0.135102E+02   0.153901E+02   0.454115E+02  -0.967558E+01   0.000000E+00   0.550871E+02  -0.110174E+03
   0.988829E+02   0.590810E+02   0.595468E-03   0.114504E+02   0.643684E+01   0.135102E+02   0.153901E+02   0.450875E+02  -0.967558E+01   0.000000E+00   0.547631E+02  -0.109526E+03
   0.988829E+02   0.590810E+02   0.595468E-03   0.111527E+02   0.818507E+01   0.135102E+02   0.153901E+02   0.468787E+02  -0.788433E+01   0.000000E+00   0.547630E+02  -0.109526E+03
   0.998653E+02   0.570243E+02   0.595468E-03   0.111527E+02   0.818507E+01   0.135102E+02   0.144313E+02   0.467128E+02  -0.783044E+01   0.000000E+00   0.545432E+02  -0.109086E+03
   0.996137E+02   0.570243E+02   0.595468E-03   0.121092E+02   0.818507E+01   0.138961E+02   0.144313E+02   0.459850E+02  -0.818620E+01   0.000000E+00   0.541712E+02  -0.108342E+03
   0.996137E+02   0.570243E+02   0.523428E-03   0.121092E+02   0.855912E+01   0.138961E+02   0.144313E+02   0.464503E+02  -0.803211E+01   0.000000E+00   0.544824E+02  -0.108965E+03
   0.996137E+02   0.606913E+02   0.523428E-03   0.108108E+02   0.849653E+01   0.138961E+02   0.165089E+02   0.481197E+02  -0.778938E+01   0.000000E+00   0.559091E+02  -0.111818E+03
   0.996137E+02   0.606913E+02   0.523428E-03   0.104229E+02   0.849653E+01   0.141398E+02   0.165089E+02   0.482228E+02  -0.768626E+01   0.000000E+00   0.559091E+02  -0.111818E+03
   0.996137E+02   0.606913E+02   0.523428E-03   0.104229E+02   0.849653E+01   0.141398E+02   0.171954E+02   0.480637E+02  -0.784537E+01   0.000000E+00   0.559091E+02  -0.111818E+03
   0.996137E+02   0.573173E+02   0.523428E-03   0.104229E+02   0.101534E+02   0.149491E+02   0.171954E+02   0.470721E+02  -0.770681E+01   0.000000E+00   0.547789E+02  -0.109558E+03
   0.996137E+02   0.573173E+02   0.523428E-03   0.753171E+01   0.824000E+01   0.126690E+02   0.171954E+02   0.459664E+02  -0.881253E+01   0.000000E+00   0.547789E+02  -0.109558E+03
   0.996137E+02   0.573173E+02   0.523428E-03   0.123591E+02   0.824000E+01   0.127379E+02   0.171954E+02   0.459318E+02  -0.884708E+01   0.000000E+00   0.547789E+02  -0.109558E+03
   0.996137E+02   0.589813E+02   0.523428E-03   0.123591E+02   0.824000E+01   0.127379E+02   0.171954E+02   0.469778E+02  -0.884708E+01   0.000000E+00   0.558249E+02  -0.111650E+03
   0.996137E+02   0.589813E+02   0.523428E-03   0.786697E+01   0.108080E+02   0.126568E+02   0.191986E+02   0.467340E+02  -0.909087E+01   0.000000E+00   0.558249E+02  -0.111650E+03
   0.996137E+02   0.589813E+02   0.523428E-03   0.725251E+01   0.108080E+02   0.126568E+02   0.995503E+01   0.455620E+02  -0.102629E+02   0.000000E+00   0.558249E+02  -0.111650E+03
   0.996137E+02   0.589813E+02   0.523428E-03   0.725251E+01   0.108080E+02   0.126568E+02   0.142787E+02   0.472719E+02  -0.855298E+01   0.000000E+00   0.558249E+02  -0.111650E+03
   0.100630E+03   0.589813E+02   0.523428E-03   0.105922E+02   0.123208E+02   0.126568E+02   0.142787E+02   0.475925E+02  -0.828321E+01   0.000000E+00   0.558757E+02  -0.111751E+03
   0.102076E+03   0.568480E+02   0.523428E-03   0.101714E+02   0.153763E+02   0.126568E+02   0.142787E+02   0.455377E+02  -0.101958E+02   0.000000E+00   0.557335E+02  -0.111467E+03
   0.102076E+03   0.568480E+02   0.523428E-03   0.128854E+02   0.153763E+02   0.148994E+02   0.142787E+02   0.446984E+02  -0.110351E+02   0.000000E+00   0.557335E+02  -0.111467E+03
   0.102076E+03   0.568480E+02   0.332899E-03   0.142544E+02   0.153763E+02   0.167834E+02   0.142787E+02   0.446792E+02  -0.121797E+02   0.000000E+00   0.568589E+02  -0.113718E+03
   0.101619E+03   0.568480E+02   0.332899E-03   0.142544E+02   0.124573E+02   0.187691E+02   0.137050E+02   0.463312E+02  -0.108715E+02   0.000000E+00   0.572027E+02  -0.114405E+03
   0.101619E+03   0.568480E+02   0.332899E-03   0.146420E+02   0.140807E+02   0.187691E+02   0.124560E+02   0.448404E+02  -0.123624E+02   0.000000E+00   0.572028E+02  -0.114406E+03
   0.101619E+03   0.568480E+02   0.388155E-03   0.146420E+02   0.140807E+02   0.187691E+02   0.124560E+02   0.445131E+02  -0.123624E+02   0.000000E+00   0.568755E+02  -0.113751E+03
   0.101619E+03   0.568480E+02   0.388155E-03   0.153390E+02   0.140807E+02   0.187691E+02   0.124560E+02   0.439962E+02  -0.128792E+02   0.000000E+00   0.568754E+02  -0.113751E+03
   0.101619E+03   0.558334E+02   0.522304E-03   0.105631E+02   0.140807E+02   0.122362E+02   0.116882E+02   0.459286E+02  -0.100010E+02   0.000000E+00   0.559296E+02  -0.111859E+03
   0.101619E+03   0.555764E+02   0.549675E-03   0.105631E+02   0.140807E+02   0.122362E+02   0.109435E+02   0.452702E+02  -0.103999E+02   0.000000E+00   0.556701E+02  -0.111340E+03
   0.101619E+03   0.555764E+02   0.414936E-03   0.100124E+02   0.140807E+02   0.169799E+02   0.109435E+02   0.462568E+02  -0.103102E+02   0.000000E+00   0.565670E+02  -0.113134E+03
   0.103412E+03   0.532436E+02   0.414936E-03   0.133462E+02   0.143038E+02   0.169799E+02   0.109435E+02   0.449366E+02  -0.117924E+02   0.000000E+00   0.567290E+02  -0.113458E+03
   0.103412E+03   0.532436E+02   0.249327E-03   0.133462E+02   0.129258E+02   0.169799E+02   0.109435E+02   0.467410E+02  -0.109128E+02   0.000000E+00   0.576538E+02  -0.115308E+03
   0.103401E+03   0.551852E+02   0.249327E-03   0.133462E+02   0.129258E+02   0.163651E+02   0.109435E+02   0.458931E+02  -0.107787E+02   0.000000E+00   0.566718E+02  -0.113344E+03
   0.103401E+03   0.551852E+02   0.337381E-03   0.120987E+02   0.129258E+02   0.163651E+02   0.109435E+02   0.462867E+02  -0.100928E+02   0.000000E+00   0.563795E+02  -0.112759E+03
   0.103401E+03   0.551852E+02   0.337381E-03   0.142289E+02   0.129258E+02   0.163651E+02   0.109435E+02   0.450234E+02  -0.113561E+02   0.000000E+00   0.563795E+02  -0.112759E+03
   0.103401E+03   0.551852E+02   0.337381E-03   0.142289E+02   0.129258E+02   0.163651E+02   0.109435E+02   0.450234E+02  -0.113561E+02   0.000000E+00   0.563795E+02  -0.112759E+03
   0.103208E+03   0.546741E+02   0.337381E-03   0.142289E+02   0.112202E+02   0.134823E+02   0.144386E+02   0.475368E+02  -0.946327E+01   0.000000E+00   0.570001E+02  -0.114000E+03
   0.103208E+03   0.546741E+02   0.337381E-03   0.142289E+02   0.112202E+02   0.127748E+02   0.144386E+02   0.474106E+02  -0.958943E+01   0.000000E+00   0.570000E+02  -0.114000E+03
   0.102978E+03   0.546741E+02   0.282394E-03   0.142289E+02   0.981512E+01   0.127748E+02   0.144386E+02   0.481434E+02  -0.929431E+01   0.000000E+00   0.574377E+02  -0.114875E+03
   0.102978E+03   0.546741E+02   0.436220E-03   0.106133E+02   0.828361E+01   0.215313E+02   0.144386E+02   0.469510E+02  -0.959266E+01   0.000000E+00   0.565437E+02  -0.113087E+03
   0.102978E+03   0.546741E+02   0.436220E-03   0.792556E+01   0.828361E+01   0.190448E+02   0.144386E+02   0.476550E+02  -0.888864E+01   0.000000E+00   0.565436E+02  -0.113087E+03
   0.103632E+03   0.546741E+02   0.436220E-03   0.792556E+01   0.828361E+01   0.190448E+02   0.129822E+02   0.470013E+02  -0.902503E+01   0.000000E+00   0.560263E+02  -0.112053E+03
   0.103632E+03   0.528653E+02   0.436220E-03   0.792556E+01   0.938221E+01   0.190448E+02   0.129822E+02   0.478289E+02  -0.875716E+01   0.000000E+00   0.565861E+02  -0.113172E+03
   0.104085E+03   0.535818E+02   0.436220E-03   0.900172E+01   0.889867E+01   0.190448E+02   0.129822E+02   0.478470E+02  -0.841352E+01   0.000000E+00   0.562605E+02  -0.112521E+03
   0.102898E+03   0.523893E+02   0.618166E-03   0.896150E+01   0.889867E+01   0.179163E+02   0.208642E+02   0.450732E+02  -0.961672E+01   0.000000E+00   0.546899E+02  -0.109380E+03
   0.102898E+03   0.532078E+02   0.309108E-03   0.896150E+01   0.889867E+01   0.179163E+02   0.901993E+01   0.463497E+02  -0.106506E+02   0.000000E+00   0.570003E+02  -0.114001E+03
   0.102898E+03   0.549119E+02   0.309108E-03   0.896150E+01   0.889867E+01   0.179163E+02   0.201294E+02   0.479660E+02  -0.930116E+01   0.000000E+00   0.572672E+02  -0.114534E+03
   0.103309E+03   0.549119E+02   0.413136E-03   0.896150E+01   0.889867E+01   0.133126E+02   0.128720E+02   0.487994E+02  -0.755170E+01   0.000000E+00   0.563511E+02  -0.112702E+03
   0.103309E+03   0.549119E+02   0.413136E-03   0.728966E+01   0.889867E+01   0.133126E+02   0.192504E+02   0.470191E+02  -0.933204E+01   0.000000E+00   0.563511E+02  -0.112702E+03
   0.102032E+03   0.549119E+02   0.413136E-03   0.131012E+02   0.889867E+01   0.133126E+02   0.192504E+02   0.470032E+02  -0.958113E+01   0.000000E+00   0.565843E+02  -0.113169E+03
   0.102032E+03   0.549119E+02   0.219358E-03   0.131012E+02   0.889867E+01   0.133126E+02   0.192504E+02   0.479672E+02  -0.958113E+01   0.000000E+00   0.575483E+02  -0.115097E+03
   0.103000E+03   0.537593E+02   0.219358E-03   0.128345E+02   0.889867E+01   0.133126E+02   0.105745E+02   0.481678E+02  -0.957765E+01   0.000000E+00   0.577455E+02  -0.115491E+03
   0.103000E+03   0.537593E+02   0.219358E-03   0.128108E+02   0.889867E+01   0.133126E+02   0.105745E+02   0.481812E+02  -0.956432E+01   0.000000E+00   0.577455E+02  -0.115491E+03
   0.103000E+03   0.537593E+02   0.219358E-03   0.123129E+02   0.889867E+01   0.133126E+02   0.105745E+02   0.484467E+02  -0.929884E+01   0.000000E+00   0.577455E+02  -0.115491E+03
   0.103000E+03   0.537593E+02   0.128823E-03   0.802950E+01   0.889867E+01   0.133738E+02   0.105745E+02   0.490973E+02  -0.892340E+01   0.000000E+00   0.580207E+02  -0.116041E+03
   0.103000E+03   0.537593E+02   0.128823E-03   0.995764E+01   0.736358E+01   0.133738E+02   0.140731E+02   0.498638E+02  -0.815688E+01   0.000000E+00   0.580207E+02  -0.116041E+03
   0.103000E+03   0.537593E+02   0.174353E-03   0.995764E+01   0.122052E+02   0.133738E+02   0.140731E+02   0.499128E+02  -0.798784E+01   0.000000E+00   0.579006E+02  -0.115801E+03
   0.103000E+03   0.537593E+02   0.174353E-03   0.964932E+01   0.857910E+01   0.133738E+02   0.132826E+02   0.504078E+02  -0.749291E+01   0.000000E+00   0.579007E+02  -0.115801E+03
   0.103000E+03   0.547086E+02   0.232077E-03   0.975634E+01   0.857910E+01   0.133738E+02   0.132826E+02   0.501369E+02  -0.749562E+01   0.000000E+00   0.576325E+02  -0.115265E+03
   0.103000E+03   0.534844E+02   0.232077E-03   0.121991E+02   0.123999E+02   0.133738E+02   0.132826E+02   0.487298E+02  -0.885850E+01   0.000000E+00   0.575883E+02  -0.115177E+03
   0.103000E+03   0.534844E+02   0.232077E-03   0.109154E+02   0.991456E+01   0.133738E+02   0.132826E+02   0.500401E+02  -0.754817E+01   0.000000E+00   0.575883E+02  -0.115177E+03
   0.103335E+03   0.534844E+02   0.125855E-03   0.109154E+02   0.991456E+01   0.133738E+02   0.132826E+02   0.505358E+02  -0.754817E+01   0.000000E+00   0.580840E+02  -0.116168E+03
   0.103335E+03   0.534844E+02   0.125855E-03   0.109154E+02   0.991456E+01   0.154707E+02   0.141074E+02   0.506203E+02  -0.746363E+01   0.000000E+00   0.580839E+02  -0.116168E+03
   0.103335E+03   0.534844E+02   0.430276E-03   0.109154E+02   0.729063E+01   0.169684E+02   0.119246E+02   0.475218E+02  -0.911690E+01   0.000000E+00   0.566387E+02  -0.113277E+03
   0.103335E+03   0.534844E+02   0.430276E-03   0.109154E+02   0.120288E+02   0.169684E+02   0.119246E+02   0.478427E+02  -0.879597E+01   0.000000E+00   0.566387E+02  -0.113277E+03
   0.103335E+03   0.534844E+02   0.430276E-03   0.109154E+02   0.120288E+02   0.169498E+02   0.119246E+02   0.478471E+02  -0.879150E+01   0.000000E+00   0.566386E+02  -0.113277E+03
   0.103335E+03   0.534844E+02   0.430276E-03   0.916429E+01   0.120288E+02   0.202049E+02   0.162508E+02   0.471929E+02  -0.944571E+01   0.000000E+00   0.566386E+02  -0.113277E+03
   0.103335E+03   0.534844E+02   0.430276E-03   0.916429E+01   0.120288E+02   0.202049E+02   0.162508E+02   0.471929E+02  -0.944571E+01   0.000000E+00   0.566386E+02  -0.113277E+03
   0.103335E+03   0.534844E+02   0.348149E-03   0.916429E+01   0.120288E+02   0.202049E+02   0.162508E+02   0.477105E+02  -0.944571E+01   0.000000E+00   0.571562E+02  -0.114312E+03
   0.103335E+03   0.534844E+02   0.588393E-03   0.916429E+01   0.127991E+02   0.181501E+02   0.162508E+02   0.464353E+02  -0.908044E+01   0.000000E+00   0.555157E+02  -0.111031E+03
   0.104402E+03   0.534844E+02   0.588393E-03   0.916429E+01   0.127991E+02   0.181501E+02   0.162508E+02   0.459892E+02  -0.908044E+01   0.000000E+00   0.550696E+02  -0.110139E+03
   0.104296E+03   0.534844E+02   0.588393E-03   0.103019E+02   0.127991E+02   0.181501E+02   0.179793E+02   0.456108E+02  -0.954449E+01   0.000000E+00   0.551553E+02  -0.110311E+03
   0.104296E+03   0.520357E+02   0.473483E-03   0.103019E+02   0.127991E+02   0.209471E+02   0.179552E+02   0.457260E+02  -0.106202E+02   0.000000E+00   0.563462E+02  -0.112692E+03
   0.104296E+03   0.520357E+02   0.473483E-03   0.103019E+02   0.127991E+02   0.209471E+02   0.189589E+02   0.453901E+02  -0.109561E+02   0.000000E+00   0.563462E+02  -0.112692E+03
   0.104296E+03   0.520357E+02   0.473483E-03   0.103019E+02   0.127991E+02   0.209471E+02   0.189589E+02   0.453901E+02  -0.109561E+02   0.000000E+00   0.563462E+02  -0.112692E+03
   0.104296E+03   0.520618E+02   0.506539E-03   0.103019E+02   0.127991E+02   0.167675E+02   0.203837E+02   0.460559E+02  -0.100571E+02   0.000000E+00   0.561130E+02  -0.112226E+03
   0.104296E+03   0.520618E+02   0.823723E-03   0.103019E+02   0.127991E+02   0.152053E+02   0.203837E+02   0.439849E+02  -0.980647E+01   0.000000E+00   0.537914E+02  -0.107583E+03
   0.104296E+03   0.465812E+02   0.719726E-03   0.975057E+01   0.127991E+02   0.152053E+02   0.205414E+02   0.400792E+02  -0.981592E+01   0.000000E+00   0.498951E+02  -0.997902E+02
   0.104296E+03   0.495153E+02   0.719726E-03   0.975057E+01   0.618774E+01   0.176458E+02   0.205414E+02   0.419161E+02  -0.116844E+02   0.000000E+00   0.536005E+02  -0.107201E+03
   0.108531E+03   0.495153E+02   0.101860E-02   0.975057E+01   0.688747E+01   0.150661E+02   0.205414E+02   0.409798E+02  -0.101617E+02   0.000000E+00   0.511415E+02  -0.102283E+03
   0.108531E+03   0.495153E+02   0.145880E-02   0.940865E+01   0.537416E+01   0.150661E+02   0.205414E+02   0.361378E+02  -0.129986E+02   0.000000E+00   0.491364E+02  -0.982728E+02
   0.108531E+03   0.514979E+02   0.111198E-02   0.940865E+01   0.537416E+01   0.150661E+02   0.146500E+02   0.378467E+02  -0.114320E+02   0.000000E+00   0.492787E+02  -0.985574E+02
   0.105442E+03   0.514979E+02   0.111198E-02   0.940865E+01   0.537416E+01   0.194094E+02   0.146500E+02   0.392234E+02  -0.125153E+02   0.000000E+00   0.517387E+02  -0.103477E+03
   0.105442E+03   0.514979E+02   0.111198E-02   0.940865E+01   0.846634E+01   0.140584E+02   0.172727E+02   0.439363E+02  -0.780232E+01   0.000000E+00   0.517386E+02  -0.103477E+03
   0.105442E+03   0.508783E+02   0.112205E-03   0.940865E+01   0.107915E+02   0.140584E+02   0.172727E+02   0.501843E+02  -0.777103E+01   0.000000E+00   0.579553E+02  -0.115911E+03
   0.105442E+03   0.508783E+02   0.112205E-03   0.940865E+01   0.138263E+02   0.140584E+02   0.172727E+02   0.486969E+02  -0.925842E+01   0.000000E+00   0.579553E+02  -0.115911E+03
   0.105442E+03   0.508783E+02   0.112205E-03   0.940865E+01   0.117867E+02   0.140584E+02   0.172727E+02   0.498308E+02  -0.812450E+01   0.000000E+00   0.579553E+02  -0.115911E+03
   0.104223E+03   0.508565E+02   0.112205E-03   0.112224E+02   0.143672E+02   0.140584E+02   0.172727E+02   0.473782E+02  -0.992212E+01   0.000000E+00   0.573003E+02  -0.114601E+03
   0.104223E+03   0.508565E+02   0.112205E-03   0.927216E+01   0.106211E+02   0.140584E+02   0.172727E+02   0.495620E+02  -0.773830E+01   0.000000E+00   0.573003E+02  -0.114601E+03
   0.104832E+03   0.512509E+02   0.112205E-03   0.927216E+01   0.984880E+01   0.140584E+02   0.997863E+01   0.492183E+02  -0.889962E+01   0.000000E+00   0.581179E+02  -0.116236E+03
   0.104832E+03   0.512509E+02   0.100874E-03   0.927216E+01   0.984880E+01   0.140584E+02   0.142721E+02   0.509277E+02  -0.721165E+01   0.000000E+00   0.581393E+02  -0.116279E+03
   0.104832E+03   0.507723E+02   0.100874E-03   0.927216E+01   0.121357E+02   0.140584E+02   0.142721E+02   0.501511E+02  -0.788590E+01   0.000000E+00   0.580370E+02  -0.116074E+03
   0.104832E+03   0.507723E+02   0.100874E-03   0.927216E+01   0.142165E+02   0.140584E+02   0.178729E+02   0.483361E+02  -0.970089E+01   0.000000E+00   0.580370E+02  -0.116074E+03
   0.104832E+03   0.507723E+02   0.100874E-03   0.927216E+01   0.142165E+02   0.140584E+02   0.138466E+02   0.488952E+02  -0.914182E+01   0.000000E+00   0.580370E+02  -0.116074E+03
   0.104832E+03   0.507723E+02   0.134258E-04   0.927216E+01   0.142165E+02   0.145197E+02   0.138466E+02   0.489850E+02  -0.913481E+01   0.000000E+00   0.581198E+02  -0.116240E+03
   0.105900E+03   0.507723E+02   0.134258E-04   0.927216E+01   0.142165E+02   0.145197E+02   0.138466E+02   0.483918E+02  -0.913481E+01   0.000000E+00   0.575266E+02  -0.115053E+03
   0.105900E+03   0.507723E+02   0.134258E-04   0.927216E+01   0.149008E+02   0.145197E+02   0.108936E+02   0.469446E+02  -0.105821E+02   0.000000E+00   0.575267E+02  -0.115053E+03
   0.105786E+03   0.507723E+02   0.134258E-04   0.927216E+01   0.158209E+02   0.145197E+02   0.108936E+02   0.464280E+02  -0.112843E+02   0.000000E+00   0.577123E+02  -0.115425E+03
   0.105786E+03   0.507723E+02   0.134258E-04   0.104115E+02   0.158209E+02   0.161855E+02   0.108936E+02   0.461954E+02  -0.115168E+02   0.000000E+00   0.577122E+02  -0.115424E+03
   0.105786E+03   0.515387E+02   0.134258E-04   0.104115E+02   0.154406E+02   0.161855E+02   0.163885E+02   0.461879E+02  -0.104482E+02   0.000000E+00   0.566361E+02  -0.113272E+03
   0.103525E+03   0.515387E+02   0.134258E-04   0.104115E+02   0.154406E+02   0.145009E+02   0.163885E+02   0.464646E+02  -0.102803E+02   0.000000E+00   0.567449E+02  -0.113490E+03
   0.103525E+03   0.515387E+02   0.134258E-04   0.104115E+02   0.137911E+02   0.139923E+02   0.100572E+02   0.462232E+02  -0.105217E+02   0.000000E+00   0.567449E+02  -0.113490E+03
   0.103525E+03   0.518402E+02   0.134258E-04   0.106113E+02   0.139161E+02   0.179107E+02   0.100572E+02   0.459862E+02  -0.112265E+02   0.000000E+00   0.572127E+02  -0.114425E+03
