a0_min_r_1     a0_flood_r_1   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.110610E+03   0.442445E+02   0.193922E-03   0.870441E+01   0.111535E+02   0.153002E+02   0.146882E+02   0.494498E+02  -0.762855E+01   0.000000E+00   0.570784E+02  -0.114157E+03
   0.110610E+03   0.442445E+02   0.193922E-03   0.993638E+01   0.111535E+02   0.136240E+02   0.151890E+02   0.495328E+02  -0.754553E+01   0.000000E+00   0.570783E+02  -0.114157E+03
   0.110929E+03   0.442445E+02   0.193922E-03   0.119489E+02   0.998480E+01   0.151318E+02   0.165504E+02   0.483536E+02  -0.806112E+01   0.000000E+00   0.564147E+02  -0.112829E+03
   0.110929E+03   0.442445E+02   0.193922E-03   0.119489E+02   0.776434E+01   0.136811E+02   0.151126E+02   0.480118E+02  -0.840299E+01   0.000000E+00   0.564148E+02  -0.112830E+03
   0.110929E+03   0.442445E+02   0.193922E-03   0.110225E+02   0.997581E+01   0.142132E+02   0.151126E+02   0.489514E+02  -0.746334E+01   0.000000E+00   0.564147E+02  -0.112829E+03
   0.110929E+03   0.442445E+02   0.193922E-03   0.110225E+02   0.997581E+01   0.141013E+02   0.191615E+02   0.479618E+02  -0.845295E+01   0.000000E+00   0.564147E+02  -0.112829E+03
   0.110929E+03   0.442445E+02   0.193922E-03   0.956637E+01   0.117859E+02   0.120246E+02   0.181513E+02   0.476382E+02  -0.877652E+01   0.000000E+00   0.564147E+02  -0.112829E+03
   0.110929E+03   0.442445E+02   0.193922E-03   0.920811E+01   0.117859E+02   0.120246E+02   0.183188E+02   0.475618E+02  -0.885289E+01   0.000000E+00   0.564147E+02  -0.112829E+03
   0.110929E+03   0.442445E+02   0.193922E-03   0.920811E+01   0.126087E+02   0.117628E+02   0.158626E+02   0.476588E+02  -0.875596E+01   0.000000E+00   0.564148E+02  -0.112830E+03
   0.110929E+03   0.442445E+02   0.193922E-03   0.896480E+01   0.126087E+02   0.117628E+02   0.121252E+02   0.473632E+02  -0.905148E+01   0.000000E+00   0.564147E+02  -0.112829E+03
   0.110606E+03   0.433637E+02   0.193922E-03   0.896480E+01   0.126087E+02   0.117628E+02   0.123418E+02   0.488524E+02  -0.897892E+01   0.000000E+00   0.578313E+02  -0.115663E+03
   0.110606E+03   0.433637E+02   0.193922E-03   0.107068E+02   0.149979E+02   0.129666E+02   0.172561E+02   0.474815E+02  -0.103499E+02   0.000000E+00   0.578314E+02  -0.115663E+03
   0.110606E+03   0.433637E+02   0.193922E-03   0.107068E+02   0.159179E+02   0.124151E+02   0.163886E+02   0.468349E+02  -0.109964E+02   0.000000E+00   0.578313E+02  -0.115663E+03
   0.110606E+03   0.433637E+02   0.193922E-03   0.100642E+02   0.142168E+02   0.112745E+02   0.182579E+02   0.472531E+02  -0.105783E+02   0.000000E+00   0.578314E+02  -0.115663E+03
   0.109990E+03   0.433637E+02   0.193922E-03   0.813686E+01   0.142168E+02   0.114215E+02   0.182579E+02   0.469468E+02  -0.108191E+02   0.000000E+00   0.577659E+02  -0.115532E+03
   0.109990E+03   0.433637E+02   0.297868E-03   0.733829E+01   0.127876E+02   0.116378E+02   0.170673E+02   0.472951E+02  -0.100375E+02   0.000000E+00   0.573326E+02  -0.114665E+03
   0.109990E+03   0.423676E+02   0.297868E-03   0.733829E+01   0.100579E+02   0.146250E+02   0.182252E+02   0.476187E+02  -0.880477E+01   0.000000E+00   0.564235E+02  -0.112847E+03
   0.110399E+03   0.423676E+02   0.481753E-03   0.968304E+01   0.130104E+02   0.146250E+02   0.182252E+02   0.469899E+02  -0.902046E+01   0.000000E+00   0.560104E+02  -0.112021E+03
   0.110399E+03   0.423676E+02   0.481753E-03   0.106559E+02   0.135806E+02   0.142371E+02   0.163797E+02   0.469935E+02  -0.901683E+01   0.000000E+00   0.560103E+02  -0.112021E+03
   0.110399E+03   0.423676E+02   0.481753E-03   0.106559E+02   0.130904E+02   0.142371E+02   0.116333E+02   0.469261E+02  -0.908430E+01   0.000000E+00   0.560104E+02  -0.112021E+03
   0.110399E+03   0.423676E+02   0.481753E-03   0.107937E+02   0.101547E+02   0.150970E+02   0.103923E+02   0.472601E+02  -0.875032E+01   0.000000E+00   0.560104E+02  -0.112021E+03
   0.110399E+03   0.423676E+02   0.481753E-03   0.846525E+01   0.117747E+02   0.178979E+02   0.116512E+02   0.469620E+02  -0.904848E+01   0.000000E+00   0.560105E+02  -0.112021E+03
   0.109161E+03   0.432784E+02   0.481753E-03   0.846525E+01   0.134755E+02   0.178979E+02   0.184103E+02   0.452850E+02  -0.101462E+02   0.000000E+00   0.554312E+02  -0.110862E+03
   0.109161E+03   0.432784E+02   0.481753E-03   0.843754E+01   0.136285E+02   0.150802E+02   0.149096E+02   0.464733E+02  -0.895784E+01   0.000000E+00   0.554311E+02  -0.110862E+03
   0.109161E+03   0.432784E+02   0.481753E-03   0.843754E+01   0.105495E+02   0.148815E+02   0.129248E+02   0.477706E+02  -0.766054E+01   0.000000E+00   0.554311E+02  -0.110862E+03
   0.111537E+03   0.432784E+02   0.481753E-03   0.105742E+02   0.124561E+02   0.188113E+02   0.129248E+02   0.464381E+02  -0.917205E+01   0.000000E+00   0.556101E+02  -0.111220E+03
   0.111537E+03   0.437038E+02   0.351343E-03   0.889936E+01   0.135922E+02   0.199496E+02   0.129696E+02   0.454399E+02  -0.102175E+02   0.000000E+00   0.556574E+02  -0.111315E+03
   0.109484E+03   0.437038E+02   0.336840E-03   0.985322E+01   0.135922E+02   0.183254E+02   0.125336E+02   0.472871E+02  -0.965672E+01   0.000000E+00   0.569438E+02  -0.113888E+03
   0.109622E+03   0.437038E+02   0.336840E-03   0.854745E+01   0.135922E+02   0.132875E+02   0.125336E+02   0.478766E+02  -0.918079E+01   0.000000E+00   0.570574E+02  -0.114115E+03
   0.109622E+03   0.444733E+02   0.352208E-03   0.795072E+01   0.105787E+02   0.132875E+02   0.116121E+02   0.487196E+02  -0.840882E+01   0.000000E+00   0.571284E+02  -0.114257E+03
   0.109622E+03   0.444733E+02   0.352208E-03   0.117127E+02   0.105787E+02   0.132875E+02   0.113830E+02   0.485646E+02  -0.856383E+01   0.000000E+00   0.571284E+02  -0.114257E+03
   0.109622E+03   0.444733E+02   0.352208E-03   0.106119E+02   0.114017E+02   0.131408E+02   0.147975E+02   0.493441E+02  -0.778430E+01   0.000000E+00   0.571284E+02  -0.114257E+03
   0.109622E+03   0.444733E+02   0.352208E-03   0.106119E+02   0.125950E+02   0.131408E+02   0.147975E+02   0.487943E+02  -0.833411E+01   0.000000E+00   0.571284E+02  -0.114257E+03
   0.109622E+03   0.456197E+02   0.352208E-03   0.106119E+02   0.132615E+02   0.139134E+02   0.140360E+02   0.478632E+02  -0.862527E+01   0.000000E+00   0.564885E+02  -0.112977E+03
   0.109622E+03   0.456197E+02   0.352208E-03   0.105075E+02   0.860806E+01   0.151575E+02   0.169852E+02   0.486890E+02  -0.779956E+01   0.000000E+00   0.564886E+02  -0.112977E+03
   0.109622E+03   0.456197E+02   0.352208E-03   0.104932E+02   0.860806E+01   0.154445E+02   0.169852E+02   0.486639E+02  -0.782459E+01   0.000000E+00   0.564885E+02  -0.112977E+03
   0.109622E+03   0.456197E+02   0.352208E-03   0.963743E+01   0.860806E+01   0.154445E+02   0.194691E+02   0.479675E+02  -0.852104E+01   0.000000E+00   0.564885E+02  -0.112977E+03
   0.109622E+03   0.445900E+02   0.352208E-03   0.963743E+01   0.113856E+02   0.157002E+02   0.187298E+02   0.486199E+02  -0.848976E+01   0.000000E+00   0.571097E+02  -0.114219E+03
   0.109622E+03   0.445900E+02   0.352208E-03   0.105342E+02   0.113856E+02   0.146301E+02   0.135403E+02   0.494128E+02  -0.769688E+01   0.000000E+00   0.571097E+02  -0.114219E+03
   0.110463E+03   0.445900E+02   0.352208E-03   0.108380E+02   0.116396E+02   0.146301E+02   0.116225E+02   0.479723E+02  -0.840188E+01   0.000000E+00   0.563742E+02  -0.112748E+03
   0.110463E+03   0.445900E+02   0.352208E-03   0.108380E+02   0.127642E+02   0.143915E+02   0.132034E+02   0.479090E+02  -0.846521E+01   0.000000E+00   0.563742E+02  -0.112748E+03
   0.110188E+03   0.445900E+02   0.352208E-03   0.941584E+01   0.143943E+02   0.109776E+02   0.136822E+02   0.465334E+02  -0.101869E+02   0.000000E+00   0.567203E+02  -0.113441E+03
   0.110188E+03   0.447784E+02   0.218392E-03   0.117241E+02   0.122698E+02   0.133757E+02   0.135724E+02   0.485108E+02  -0.853679E+01   0.000000E+00   0.570476E+02  -0.114095E+03
   0.110188E+03   0.447784E+02   0.218392E-03   0.117241E+02   0.133543E+02   0.149993E+02   0.135724E+02   0.479529E+02  -0.909466E+01   0.000000E+00   0.570476E+02  -0.114095E+03
   0.110188E+03   0.447784E+02   0.218392E-03   0.994216E+01   0.133543E+02   0.168852E+02   0.135724E+02   0.481400E+02  -0.890759E+01   0.000000E+00   0.570476E+02  -0.114095E+03
   0.110188E+03   0.447784E+02   0.218392E-03   0.994216E+01   0.131206E+02   0.170195E+02   0.166011E+02   0.480443E+02  -0.900329E+01   0.000000E+00   0.570476E+02  -0.114095E+03
   0.110188E+03   0.447784E+02   0.473538E-03   0.994216E+01   0.126767E+02   0.170195E+02   0.193117E+02   0.463257E+02  -0.957062E+01   0.000000E+00   0.558963E+02  -0.111793E+03
   0.110188E+03   0.438745E+02   0.413667E-03   0.994216E+01   0.122317E+02   0.166011E+02   0.198041E+02   0.472852E+02  -0.943535E+01   0.000000E+00   0.567206E+02  -0.113441E+03
   0.110188E+03   0.438745E+02   0.420626E-03   0.968720E+01   0.115531E+02   0.166977E+02   0.198721E+02   0.475091E+02  -0.916609E+01   0.000000E+00   0.566752E+02  -0.113350E+03
   0.110188E+03   0.438745E+02   0.420626E-03   0.913965E+01   0.115557E+02   0.142919E+02   0.211302E+02   0.472076E+02  -0.946758E+01   0.000000E+00   0.566752E+02  -0.113350E+03
   0.110188E+03   0.438745E+02   0.420626E-03   0.913965E+01   0.105171E+02   0.142056E+02   0.211302E+02   0.475296E+02  -0.914556E+01   0.000000E+00   0.566752E+02  -0.113350E+03
   0.110188E+03   0.438745E+02   0.420626E-03   0.913965E+01   0.105171E+02   0.166573E+02   0.204230E+02   0.475813E+02  -0.909388E+01   0.000000E+00   0.566752E+02  -0.113350E+03
   0.110188E+03   0.438745E+02   0.259998E-03   0.753262E+01   0.775575E+01   0.185384E+02   0.149375E+02   0.482816E+02  -0.930127E+01   0.000000E+00   0.575829E+02  -0.115166E+03
   0.110188E+03   0.438745E+02   0.259998E-03   0.130201E+02   0.775575E+01   0.185384E+02   0.162133E+02   0.477099E+02  -0.987295E+01   0.000000E+00   0.575828E+02  -0.115166E+03
   0.110188E+03   0.438745E+02   0.300131E-03   0.103098E+02   0.775575E+01   0.185384E+02   0.178348E+02   0.482130E+02  -0.917483E+01   0.000000E+00   0.573878E+02  -0.114776E+03
   0.110188E+03   0.438745E+02   0.300131E-03   0.117346E+02   0.775575E+01   0.147773E+02   0.180741E+02   0.484868E+02  -0.890103E+01   0.000000E+00   0.573878E+02  -0.114776E+03
   0.110188E+03   0.438745E+02   0.300131E-03   0.117346E+02   0.966247E+01   0.122195E+02   0.180727E+02   0.487275E+02  -0.866028E+01   0.000000E+00   0.573878E+02  -0.114776E+03
   0.110188E+03   0.438745E+02   0.248934E-03   0.111696E+02   0.992007E+01   0.130342E+02   0.225310E+02   0.475345E+02  -0.100976E+02   0.000000E+00   0.576321E+02  -0.115264E+03
   0.109991E+03   0.438745E+02   0.248934E-03   0.126242E+02   0.905886E+01   0.125085E+02   0.225310E+02   0.467741E+02  -0.109010E+02   0.000000E+00   0.576751E+02  -0.115350E+03
   0.109991E+03   0.438745E+02   0.326013E-04   0.943738E+01   0.905886E+01   0.106013E+02   0.225310E+02   0.473177E+02  -0.109011E+02   0.000000E+00   0.582188E+02  -0.116438E+03
   0.109991E+03   0.438745E+02   0.326013E-04   0.943738E+01   0.765431E+01   0.127875E+02   0.217929E+02   0.480732E+02  -0.101456E+02   0.000000E+00   0.582188E+02  -0.116438E+03
   0.109991E+03   0.438745E+02   0.326013E-04   0.904103E+01   0.811169E+01   0.159734E+02   0.222063E+02   0.481665E+02  -0.100523E+02   0.000000E+00   0.582188E+02  -0.116438E+03
   0.109991E+03   0.438745E+02   0.326013E-04   0.887330E+01   0.106371E+02   0.179426E+02   0.222063E+02   0.478944E+02  -0.103243E+02   0.000000E+00   0.582187E+02  -0.116437E+03
   0.109991E+03   0.438745E+02   0.326013E-04   0.745030E+01   0.905481E+01   0.179426E+02   0.184757E+02   0.488154E+02  -0.940330E+01   0.000000E+00   0.582187E+02  -0.116437E+03
   0.109991E+03   0.438745E+02   0.326013E-04   0.745030E+01   0.905481E+01   0.158168E+02   0.130791E+02   0.499611E+02  -0.825763E+01   0.000000E+00   0.582187E+02  -0.116437E+03
   0.109991E+03   0.438745E+02   0.326013E-04   0.750066E+01   0.130591E+02   0.125264E+02   0.130791E+02   0.487324E+02  -0.948634E+01   0.000000E+00   0.582187E+02  -0.116437E+03
   0.109941E+03   0.438745E+02   0.326013E-04   0.793547E+01   0.101202E+02   0.125264E+02   0.139078E+02   0.502867E+02  -0.793176E+01   0.000000E+00   0.582185E+02  -0.116437E+03
   0.109941E+03   0.438745E+02   0.441704E-03   0.953851E+01   0.101202E+02   0.128727E+02   0.111877E+02   0.483896E+02  -0.817471E+01   0.000000E+00   0.565643E+02  -0.113129E+03
   0.109941E+03   0.438745E+02   0.441704E-03   0.967134E+01   0.105113E+02   0.121215E+02   0.111115E+02   0.480636E+02  -0.850063E+01   0.000000E+00   0.565642E+02  -0.113128E+03
   0.109575E+03   0.438745E+02   0.441704E-03   0.107528E+02   0.131827E+02   0.121215E+02   0.157794E+02   0.474100E+02  -0.906558E+01   0.000000E+00   0.564756E+02  -0.112951E+03
   0.109693E+03   0.438745E+02   0.441704E-03   0.117056E+02   0.127530E+02   0.141322E+02   0.196860E+02   0.466294E+02  -0.988965E+01   0.000000E+00   0.565190E+02  -0.113038E+03
   0.110148E+03   0.438745E+02   0.441704E-03   0.114245E+02   0.127530E+02   0.141874E+02   0.140672E+02   0.479782E+02  -0.856694E+01   0.000000E+00   0.565451E+02  -0.113090E+03
   0.110148E+03   0.438745E+02   0.441704E-03   0.918711E+01   0.128700E+02   0.141874E+02   0.137906E+02   0.482453E+02  -0.829978E+01   0.000000E+00   0.565451E+02  -0.113090E+03
   0.110041E+03   0.438745E+02   0.441704E-03   0.970883E+01   0.116044E+02   0.141874E+02   0.133382E+02   0.488574E+02  -0.770420E+01   0.000000E+00   0.565616E+02  -0.113123E+03
   0.110041E+03   0.443511E+02   0.441704E-03   0.911318E+01   0.110929E+02   0.146077E+02   0.138974E+02   0.489629E+02  -0.749119E+01   0.000000E+00   0.564541E+02  -0.112908E+03
   0.110041E+03   0.443511E+02   0.441704E-03   0.971045E+01   0.992454E+01   0.135408E+02   0.219789E+02   0.469852E+02  -0.946880E+01   0.000000E+00   0.564540E+02  -0.112908E+03
   0.110041E+03   0.443511E+02   0.441704E-03   0.971245E+01   0.107182E+02   0.135408E+02   0.240158E+02   0.458156E+02  -0.106385E+02   0.000000E+00   0.564541E+02  -0.112908E+03
   0.110041E+03   0.443511E+02   0.473207E-04   0.971245E+01   0.112356E+02   0.153475E+02   0.190240E+02   0.494985E+02  -0.849999E+01   0.000000E+00   0.579985E+02  -0.115997E+03
   0.110041E+03   0.441593E+02   0.473207E-04   0.971245E+01   0.109765E+02   0.128593E+02   0.190240E+02   0.495858E+02  -0.852845E+01   0.000000E+00   0.581142E+02  -0.116228E+03
   0.110041E+03   0.441593E+02   0.473207E-04   0.104555E+02   0.950833E+01   0.128593E+02   0.161002E+02   0.505284E+02  -0.758578E+01   0.000000E+00   0.581142E+02  -0.116228E+03
   0.110041E+03   0.441593E+02   0.473207E-04   0.907015E+01   0.950833E+01   0.140272E+02   0.159173E+02   0.507596E+02  -0.735464E+01   0.000000E+00   0.581142E+02  -0.116228E+03
   0.110041E+03   0.444540E+02   0.473207E-04   0.880254E+01   0.950833E+01   0.129910E+02   0.174670E+02   0.500464E+02  -0.787316E+01   0.000000E+00   0.579196E+02  -0.115839E+03
   0.110041E+03   0.444540E+02   0.386714E-03   0.118034E+02   0.950833E+01   0.129910E+02   0.174670E+02   0.484466E+02  -0.830679E+01   0.000000E+00   0.567534E+02  -0.113507E+03
   0.110041E+03   0.444540E+02   0.386714E-03   0.133702E+02   0.950833E+01   0.129910E+02   0.139814E+02   0.480617E+02  -0.869170E+01   0.000000E+00   0.567534E+02  -0.113507E+03
   0.110041E+03   0.444540E+02   0.386714E-03   0.113136E+02   0.950833E+01   0.132725E+02   0.131495E+02   0.490491E+02  -0.770427E+01   0.000000E+00   0.567534E+02  -0.113507E+03
   0.110041E+03   0.444540E+02   0.386714E-03   0.801148E+01   0.966902E+01   0.132725E+02   0.131495E+02   0.489711E+02  -0.778232E+01   0.000000E+00   0.567534E+02  -0.113507E+03
   0.110041E+03   0.444540E+02   0.386714E-03   0.801148E+01   0.748851E+01   0.132725E+02   0.131495E+02   0.481952E+02  -0.855817E+01   0.000000E+00   0.567534E+02  -0.113507E+03
   0.110041E+03   0.444540E+02   0.386714E-03   0.801148E+01   0.764427E+01   0.132725E+02   0.152966E+02   0.483788E+02  -0.837455E+01   0.000000E+00   0.567533E+02  -0.113507E+03
   0.110041E+03   0.444540E+02   0.851893E-04   0.801148E+01   0.764427E+01   0.132725E+02   0.108783E+02   0.485631E+02  -0.931915E+01   0.000000E+00   0.578823E+02  -0.115765E+03
   0.110041E+03   0.444540E+02   0.851893E-04   0.801148E+01   0.652932E+01   0.137606E+02   0.141774E+02   0.483949E+02  -0.948727E+01   0.000000E+00   0.578822E+02  -0.115764E+03
   0.110041E+03   0.444540E+02   0.851893E-04   0.718052E+01   0.655132E+01   0.137606E+02   0.158589E+02   0.476688E+02  -0.102133E+02   0.000000E+00   0.578821E+02  -0.115764E+03
   0.110041E+03   0.444540E+02   0.851893E-04   0.718052E+01   0.655132E+01   0.137606E+02   0.158589E+02   0.476688E+02  -0.102133E+02   0.000000E+00   0.578821E+02  -0.115764E+03
   0.110041E+03   0.444540E+02   0.851893E-04   0.897187E+01   0.655132E+01   0.137606E+02   0.191067E+02   0.477907E+02  -0.100914E+02   0.000000E+00   0.578821E+02  -0.115764E+03
   0.110041E+03   0.444540E+02   0.851893E-04   0.698532E+01   0.808140E+01   0.137606E+02   0.158098E+02   0.489246E+02  -0.895755E+01   0.000000E+00   0.578822E+02  -0.115764E+03
   0.110041E+03   0.444540E+02   0.851893E-04   0.698532E+01   0.881902E+01   0.148243E+02   0.158098E+02   0.492238E+02  -0.865833E+01   0.000000E+00   0.578821E+02  -0.115764E+03
   0.110041E+03   0.444540E+02   0.140762E-03   0.747001E+01   0.881902E+01   0.117708E+02   0.166741E+02   0.489453E+02  -0.884082E+01   0.000000E+00   0.577861E+02  -0.115572E+03
   0.110041E+03   0.444540E+02   0.140762E-03   0.823919E+01   0.881902E+01   0.113899E+02   0.166741E+02   0.492619E+02  -0.852421E+01   0.000000E+00   0.577861E+02  -0.115572E+03
   0.110041E+03   0.444540E+02   0.140762E-03   0.823919E+01   0.954025E+01   0.113899E+02   0.117774E+02   0.491094E+02  -0.867672E+01   0.000000E+00   0.577861E+02  -0.115572E+03
   0.110041E+03   0.444540E+02   0.140762E-03   0.781721E+01   0.105623E+02   0.152419E+02   0.108751E+02   0.489327E+02  -0.885341E+01   0.000000E+00   0.577861E+02  -0.115572E+03
   0.110041E+03   0.444540E+02   0.140762E-03   0.781721E+01   0.998794E+01   0.152419E+02   0.108751E+02   0.490260E+02  -0.876011E+01   0.000000E+00   0.577861E+02  -0.115572E+03
   0.110041E+03   0.444540E+02   0.693243E-04   0.813139E+01   0.889534E+01   0.152419E+02   0.151143E+02   0.502315E+02  -0.766900E+01   0.000000E+00   0.579005E+02  -0.115801E+03
   0.110041E+03   0.444540E+02   0.693243E-04   0.987633E+01   0.101610E+02   0.132552E+02   0.151143E+02   0.505568E+02  -0.734372E+01   0.000000E+00   0.579005E+02  -0.115801E+03
   0.110041E+03   0.456845E+02   0.693243E-04   0.109839E+02   0.722135E+01   0.146376E+02   0.151143E+02   0.475090E+02  -0.845372E+01   0.000000E+00   0.559627E+02  -0.111925E+03
   0.110041E+03   0.456845E+02   0.693243E-04   0.913206E+01   0.703919E+01   0.116360E+02   0.173233E+02   0.465461E+02  -0.941662E+01   0.000000E+00   0.559627E+02  -0.111925E+03
   0.110041E+03   0.456845E+02   0.693243E-04   0.871029E+01   0.859278E+01   0.106429E+02   0.129101E+02   0.472072E+02  -0.875554E+01   0.000000E+00   0.559627E+02  -0.111925E+03
   0.110041E+03   0.456845E+02   0.693243E-04   0.871029E+01   0.105168E+02   0.138083E+02   0.129101E+02   0.483868E+02  -0.757588E+01   0.000000E+00   0.559627E+02  -0.111925E+03
   0.107560E+03   0.466098E+02   0.693243E-04   0.101276E+02   0.105168E+02   0.141592E+02   0.135045E+02   0.506301E+02  -0.737286E+01   0.000000E+00   0.580030E+02  -0.116006E+03
   0.107560E+03   0.466098E+02   0.693243E-04   0.101276E+02   0.105168E+02   0.131970E+02   0.135045E+02   0.505371E+02  -0.746588E+01   0.000000E+00   0.580030E+02  -0.116006E+03
   0.107560E+03   0.466098E+02   0.260130E-03   0.123526E+02   0.115127E+02   0.156985E+02   0.169233E+02   0.486910E+02  -0.879144E+01   0.000000E+00   0.574824E+02  -0.114965E+03
   0.107560E+03   0.466098E+02   0.260130E-03   0.115183E+02   0.117818E+02   0.150305E+02   0.163126E+02   0.491581E+02  -0.832437E+01   0.000000E+00   0.574825E+02  -0.114965E+03
   0.107560E+03   0.466098E+02   0.260130E-03   0.115183E+02   0.128018E+02   0.144242E+02   0.184360E+02   0.481044E+02  -0.937803E+01   0.000000E+00   0.574824E+02  -0.114965E+03
   0.107560E+03   0.466098E+02   0.521251E-03   0.115183E+02   0.103757E+02   0.187983E+02   0.212480E+02   0.454946E+02  -0.104307E+02   0.000000E+00   0.559253E+02  -0.111851E+03
   0.107560E+03   0.466098E+02   0.521251E-03   0.988817E+01   0.102335E+02   0.159034E+02   0.212480E+02   0.466809E+02  -0.924445E+01   0.000000E+00   0.559253E+02  -0.111851E+03
   0.107560E+03   0.466098E+02   0.521251E-03   0.988817E+01   0.100815E+02   0.112951E+02   0.212480E+02   0.460806E+02  -0.984467E+01   0.000000E+00   0.559253E+02  -0.111851E+03
   0.107560E+03   0.466098E+02   0.521251E-03   0.988817E+01   0.101409E+02   0.112951E+02   0.230623E+02   0.451940E+02  -0.107313E+02   0.000000E+00   0.559253E+02  -0.111851E+03
   0.107560E+03   0.466098E+02   0.555742E-03   0.988817E+01   0.101409E+02   0.129142E+02   0.230623E+02   0.455415E+02  -0.101395E+02   0.000000E+00   0.556810E+02  -0.111362E+03
   0.107560E+03   0.489255E+02   0.555742E-03   0.988817E+01   0.115854E+02   0.129142E+02   0.212958E+02   0.453822E+02  -0.968369E+01   0.000000E+00   0.550659E+02  -0.110132E+03
   0.107560E+03   0.489255E+02   0.555742E-03   0.876618E+01   0.866417E+01   0.126134E+02   0.212958E+02   0.455201E+02  -0.954578E+01   0.000000E+00   0.550659E+02  -0.110132E+03
   0.107560E+03   0.463006E+02   0.555742E-03   0.876618E+01   0.866417E+01   0.142044E+02   0.199530E+02   0.468307E+02  -0.874358E+01   0.000000E+00   0.555743E+02  -0.111149E+03
   0.107560E+03   0.463006E+02   0.555742E-03   0.100748E+02   0.752155E+01   0.154522E+02   0.202883E+02   0.460949E+02  -0.947931E+01   0.000000E+00   0.555742E+02  -0.111148E+03
   0.107560E+03   0.463006E+02   0.555742E-03   0.100748E+02   0.744739E+01   0.154522E+02   0.211416E+02   0.456596E+02  -0.991464E+01   0.000000E+00   0.555742E+02  -0.111148E+03
   0.107560E+03   0.463006E+02   0.808780E-03   0.111655E+02   0.933866E+01   0.154522E+02   0.144071E+02   0.462562E+02  -0.753226E+01   0.000000E+00   0.537885E+02  -0.107577E+03
   0.108953E+03   0.463006E+02   0.808780E-03   0.144924E+02   0.713731E+01   0.154522E+02   0.184796E+02   0.425042E+02  -0.112290E+02   0.000000E+00   0.537332E+02  -0.107466E+03
   0.108953E+03   0.463006E+02   0.808780E-03   0.157776E+02   0.713731E+01   0.111627E+02   0.184796E+02   0.407857E+02  -0.129475E+02   0.000000E+00   0.537332E+02  -0.107466E+03
   0.108953E+03   0.463006E+02   0.808780E-03   0.151665E+02   0.980291E+01   0.111627E+02   0.193001E+02   0.420618E+02  -0.116713E+02   0.000000E+00   0.537331E+02  -0.107466E+03
   0.107358E+03   0.463006E+02   0.848292E-03   0.151665E+02   0.962830E+01   0.109126E+02   0.193001E+02   0.416199E+02  -0.118175E+02   0.000000E+00   0.534374E+02  -0.106875E+03
   0.107358E+03   0.463006E+02   0.848292E-03   0.117964E+02   0.104685E+02   0.120993E+02   0.193001E+02   0.441911E+02  -0.924627E+01   0.000000E+00   0.534374E+02  -0.106875E+03
   0.108925E+03   0.433670E+02   0.107865E-03   0.117964E+02   0.104685E+02   0.140250E+02   0.193001E+02   0.470485E+02  -0.887314E+01   0.000000E+00   0.559216E+02  -0.111843E+03
   0.108925E+03   0.433670E+02   0.107865E-03   0.896015E+01   0.915421E+01   0.140250E+02   0.169755E+02   0.483079E+02  -0.761373E+01   0.000000E+00   0.559216E+02  -0.111843E+03
   0.108925E+03   0.433670E+02   0.107865E-03   0.896892E+01   0.915421E+01   0.140250E+02   0.122830E+02   0.483253E+02  -0.759631E+01   0.000000E+00   0.559216E+02  -0.111843E+03
   0.108925E+03   0.433670E+02   0.107865E-03   0.911520E+01   0.915421E+01   0.116124E+02   0.130781E+02   0.479775E+02  -0.794412E+01   0.000000E+00   0.559216E+02  -0.111843E+03
   0.108925E+03   0.433670E+02   0.107865E-03   0.818418E+01   0.859042E+01   0.118675E+02   0.126894E+02   0.475900E+02  -0.833159E+01   0.000000E+00   0.559216E+02  -0.111843E+03
   0.108925E+03   0.433670E+02   0.107865E-03   0.818418E+01   0.119615E+02   0.118675E+02   0.126894E+02   0.471465E+02  -0.877507E+01   0.000000E+00   0.559216E+02  -0.111843E+03
   0.110874E+03   0.430350E+02   0.107865E-03   0.745615E+01   0.113146E+02   0.118675E+02   0.126894E+02   0.490569E+02  -0.899119E+01   0.000000E+00   0.580481E+02  -0.116096E+03
   0.110874E+03   0.430350E+02   0.107865E-03   0.774201E+01   0.127997E+02   0.146401E+02   0.145677E+02   0.492531E+02  -0.879504E+01   0.000000E+00   0.580481E+02  -0.116096E+03
   0.110874E+03   0.421720E+02   0.107865E-03   0.774201E+01   0.108090E+02   0.130478E+02   0.146296E+02   0.498893E+02  -0.806190E+01   0.000000E+00   0.579512E+02  -0.115902E+03
   0.110874E+03   0.421720E+02   0.107865E-03   0.886597E+01   0.108090E+02   0.130478E+02   0.125977E+02   0.501679E+02  -0.778328E+01   0.000000E+00   0.579512E+02  -0.115902E+03
   0.110874E+03   0.421720E+02   0.107865E-03   0.886597E+01   0.105907E+02   0.136279E+02   0.125977E+02   0.503073E+02  -0.764392E+01   0.000000E+00   0.579512E+02  -0.115902E+03
   0.110874E+03   0.421720E+02   0.289847E-03   0.113665E+02   0.112737E+02   0.162384E+02   0.131419E+02   0.492117E+02  -0.813634E+01   0.000000E+00   0.573480E+02  -0.114696E+03
   0.110874E+03   0.413460E+02   0.289847E-03   0.104095E+02   0.121697E+02   0.162384E+02   0.131419E+02   0.483451E+02  -0.824225E+01   0.000000E+00   0.565873E+02  -0.113175E+03
